SA4_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
201,14,5,0,6,0,9,0,3,3,169,6,212,5,7,0,7,0,7,0,16,0,103,3,139,3,4,0,4,0,4,0,28,0,72,4,121,4,0,0,0,0,5,3,17,3,47,0,70,14,29,8,21,3,15,0,83,9,622,7,814,9,26,3,19,0,42,4,116,5,267,3,509,29,75,10,56,7,106,3,227,38,2129,32,2705,38,109,9,97,4,209,13,235,21,753,5,1497,89,148,14,226,20,252,22,210,30,707,18,1729,212,125,18,368,15,187,21,136,16,435,8,1549,206,47,6,300,16,166,18,56,10,110,0,937,296,43,7,273,32,137,12,36,16,100,4,955,762,90,24,394,50,212,25,56,19,134,5,1766,467,32,14,248,38,57,7,17,6,51,3,936,261,11,10,115,21,16,3,8,3,23,0,464,139,9,5,33,9,37,0,5,3,19,0,258,197,28,6,125,14,52,8,19
202,7,6,3,8,0,7,0,4,0,116,3,154,12,4,0,3,0,0,0,15,3,115,0,157,3,4,0,3,0,4,0,20,3,57,0,97,0,0,0,0,0,3,0,12,0,36,0,49,20,27,0,13,0,15,3,76,15,549,8,736,3,21,0,4,0,25,3,119,10,218,3,413,28,68,10,46,3,95,12,202,27,1919,29,2427,46,99,13,93,9,170,13,221,41,747,13,1448,87,148,17,239,12,234,19,200,25,855,23,1841,247,142,12,360,24,195,16,130,26,501,8,1654,203,53,11,291,24,160,8,68,16,126,0,959,287,69,16,241,19,109,12,51,14,125,3,940,679,85,17,462,65,176,25,67,16,158,8,1747,433,42,22,256,45,57,10,23,6,52,3,943,286,21,12,124,18,20,10,15,6,31,0,531,131,7,8,45,5,34,0,12,3,8,0,258,193,25,11,130,12,55,4,22
203,15,6,0,0,0,6,0,7,3,316,0,351,3,8,0,3,0,9,0,10,3,173,3,215,0,8,3,3,0,3,0,53,10,107,3,187,0,0,0,0,0,5,0,35,4,63,0,110,20,39,3,5,0,21,7,122,12,1080,9,1308,5,43,0,20,3,53,3,159,9,409,7,712,24,107,11,58,3,141,12,338,25,3088,59,3862,31,160,3,108,4,279,19,369,32,1372,10,2406,82,221,12,316,22,379,30,344,40,1473,22,2937,272,224,24,548,29,286,23,268,36,932,17,2661,269,101,18,445,21,260,18,125,18,261,3,1536,422,85,23,496,33,230,23,86,13,297,6,1716,1484,145,35,770,74,314,31,127,24,341,18,3349,1034,62,26,547,57,94,26,48,15,113,6,2025,581,33,11,214,28,45,8,28,3,73,0,1034,299,16,9,71,11,81,8,23,13,36,0,573,464,64,18,255,24,117,9,70
204,18,5,8,11,0,5,0,3,0,175,8,236,18,10,3,6,0,8,0,19,3,99,4,178,7,5,0,15,3,3,0,38,3,59,3,131,0,3,0,0,0,8,0,15,3,49,0,82,32,37,3,11,3,24,3,99,17,707,16,953,18,28,4,24,0,49,5,111,17,259,3,530,67,88,7,64,4,112,10,232,25,2359,45,3021,78,126,13,137,16,214,14,294,44,877,8,1819,162,214,25,303,20,275,22,240,38,863,20,2182,289,154,23,463,31,234,31,153,28,525,13,1951,249,76,13,381,18,167,19,83,19,166,3,1199,392,80,20,329,31,150,12,59,18,164,3,1252,906,109,27,554,56,190,21,71,19,156,10,2115,554,53,24,289,42,72,18,31,3,64,6,1142,307,18,13,114,22,32,5,8,0,35,0,563,119,7,7,37,4,29,3,8,3,15,0,238,206,45,14,112,9,47,4,24
205,37,15,8,4,0,8,0,4,3,344,6,436,21,16,4,3,0,11,3,28,3,236,7,327,3,7,0,7,0,10,3,54,7,144,0,241,3,4,0,0,0,5,0,39,3,97,0,149,39,44,5,31,0,42,8,160,19,1405,27,1773,16,48,0,40,0,84,4,244,28,514,3,987,71,162,23,89,4,166,22,452,64,4222,81,5352,108,180,15,186,15,298,24,485,58,1616,28,3015,218,291,26,432,33,400,24,374,56,1583,34,3478,396,230,29,622,37,328,45,227,58,939,35,2944,345,108,16,467,41,281,14,122,26,247,6,1665,487,129,26,486,38,232,25,77,31,285,9,1827,1080,134,47,770,95,355,38,105,59,340,17,3038,654,68,32,453,66,111,29,52,10,112,9,1590,421,43,10,228,27,49,10,24,3,48,3,878,210,9,11,66,16,120,3,17,14,38,4,505,319,51,23,251,24,95,24,37
206,22,7,3,11,0,21,0,21,3,1183,7,1277,7,13,3,3,0,12,0,57,12,300,3,401,0,18,0,4,0,8,4,141,7,180,3,363,0,0,0,3,0,10,0,116,0,90,0,227,13,70,8,12,0,32,7,190,18,1175,11,1539,9,87,0,32,3,95,5,292,21,340,0,897,38,322,11,61,6,225,21,323,32,2131,25,3203,54,322,8,170,8,483,20,386,35,753,15,2253,179,536,13,538,33,674,35,364,36,903,15,3332,513,409,24,989,32,654,36,295,37,709,8,3705,586,183,12,941,41,702,20,198,36,266,10,2981,1167,211,23,903,52,605,25,174,27,386,4,3583,4481,300,70,1717,169,1119,52,307,64,563,7,8864,4565,174,62,1387,160,436,38,159,29,313,10,7314,3640,114,54,762,134,231,24,86,13,186,12,5253,2778,62,42,321,85,605,14,102,20,172,13,4204,6351,297,108,1442,218,896,44,364
207,3,0,0,3,0,9,0,12,8,969,7,1015,6,4,0,3,0,3,3,35,9,353,4,417,3,15,0,0,0,9,0,91,3,155,0,272,3,0,0,0,0,9,0,57,3,88,0,164,0,43,3,12,0,26,4,121,14,995,21,1234,11,48,0,13,0,60,4,195,10,368,10,722,11,132,3,28,3,135,8,240,16,2160,31,2775,32,137,8,80,3,267,9,288,26,1169,17,2046,75,220,10,237,8,326,25,299,40,1408,15,2656,192,177,15,339,19,325,12,304,24,1104,17,2522,211,81,6,314,17,302,10,158,21,412,9,1540,375,94,14,290,28,259,13,136,28,524,6,1758,1282,166,23,639,50,478,25,210,38,713,9,3637,1182,106,15,492,52,216,16,176,26,387,3,2672,922,69,11,313,43,109,11,75,8,243,0,1810,635,33,8,124,24,220,0,61,12,166,0,1288,1541,171,25,576,64,425,18,260
208,8,5,3,4,0,8,0,20,11,598,4,665,0,4,0,7,0,5,3,35,5,270,3,330,0,19,0,3,0,4,0,71,3,122,3,216,0,4,0,0,0,4,0,57,9,54,0,135,7,35,0,5,0,42,7,120,3,930,11,1152,7,39,0,18,0,51,4,164,16,338,0,643,22,126,3,41,3,159,18,290,14,2362,44,3082,25,159,3,105,10,281,13,338,29,1086,19,2068,105,241,15,279,20,452,23,338,34,1321,15,2828,263,232,18,526,17,350,18,283,24,1030,16,2770,283,121,6,451,25,378,8,182,16,370,7,1843,559,145,11,470,44,329,21,159,18,384,9,2144,1926,203,34,900,75,553,43,252,42,614,4,4648,1811,120,30,718,80,255,31,166,26,339,12,3582,1322,76,22,361,47,115,6,73,10,193,0,2237,1021,36,18,167,50,286,3,66,13,143,0,1796,2016,193,42,685,90,463,32,254
209,8,0,0,12,0,16,0,7,3,962,14,1032,0,13,0,3,0,5,0,39,7,332,8,408,3,10,0,5,0,13,0,81,8,206,0,331,0,0,0,0,0,12,0,65,4,103,3,193,5,45,3,9,0,40,4,151,19,1741,28,2047,6,41,0,22,0,110,3,251,22,461,13,938,22,125,5,48,3,252,12,370,36,4295,62,5248,54,188,11,146,12,523,17,434,48,1487,23,2929,119,293,15,441,19,665,25,393,48,1586,20,3630,421,287,31,751,58,579,40,291,49,1041,26,3569,451,120,17,659,40,462,26,163,25,309,8,2287,800,125,24,654,62,395,32,122,23,349,6,2588,2475,184,61,1174,121,619,47,152,37,391,15,5272,2091,107,37,734,96,211,20,56,17,157,7,3529,1299,41,26,341,59,83,10,20,10,79,3,1976,716,9,8,128,26,170,3,27,9,51,0,1156,992,54,32,349,49,180,13,72
210,12,6,0,0,3,5,0,14,3,615,20,674,3,4,3,4,0,6,0,32,3,239,4,293,0,12,0,0,0,11,0,47,3,164,0,242,0,3,0,0,0,14,0,48,3,80,0,152,10,21,3,9,0,39,3,119,8,1392,24,1619,7,35,0,6,0,96,5,179,12,372,5,719,11,64,7,30,4,206,12,292,38,3282,61,4012,35,99,7,99,3,396,17,298,45,1070,15,2077,84,171,11,291,14,511,21,272,49,1091,21,2524,298,152,14,525,39,408,23,183,29,642,24,2336,336,86,16,436,30,312,22,88,20,192,6,1546,559,79,18,412,28,267,4,78,18,176,4,1645,1784,81,46,681,104,366,28,84,35,209,10,3428,1299,48,29,439,63,135,9,36,6,82,3,2165,801,21,19,206,35,53,11,11,0,43,0,1199,469,10,11,61,27,114,0,16,6,17,0,735,574,21,21,161,30,94,4,29
