SA4_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
201,9,8,6,0,0,0,16,241,3,89,99,46,14,3,8,9,0,0,0,0,0,3,21,294,0,4,3,6,6,11,29,26,0,3,0,0,0,0,3,100,0,0,0,0,3,0,16,14,4,0,0,0,3,0,4,49,0,0,3,3,7,0,5,0,0,0,0,0,0,0,4,22,3,0,12,23,28,25,34,50,13,3,3,14,9,3,6,228,0,57,74,43,8,7,3,9,0,0,3,0,0,0,16,219,0,361,314,68,35,13,18,6,0,0,0,0,5,0,37,868,6,15,54,163,302,247,242,116,27,45,31,17,20,20,59,1348,0,0,0,0,0,0,21,31,0,5,7,3,3,3,5,75,0,0,0,5,43,73,64,91,35,71,55,32,37,19,23,550,0,16,14,6,21,8,3,3,0,3,0,0,0,0,6,85,0,0,7,9,3,8,11,19,0,0,0,3,3,11,0,79
202,3,9,6,3,0,0,6,213,5,76,93,46,7,3,0,6,0,0,0,0,0,0,23,258,0,0,0,0,3,5,13,11,6,6,3,0,0,0,6,54,0,0,0,0,0,3,14,10,8,3,6,3,3,4,0,58,0,0,0,0,3,8,7,3,0,0,0,0,0,0,18,38,0,0,14,17,37,28,30,31,3,7,0,4,7,8,17,203,0,43,45,23,4,0,0,0,0,0,0,0,0,0,10,123,0,154,147,32,39,12,14,16,0,10,6,0,0,0,23,457,3,13,30,130,292,221,239,143,29,22,20,8,17,8,77,1249,0,3,0,0,0,0,15,27,0,3,8,0,3,0,0,63,0,0,0,11,36,80,72,117,30,34,72,25,47,16,25,563,0,19,11,3,4,7,3,0,0,0,0,0,0,0,3,57,3,0,3,15,9,7,14,9,0,0,4,0,0,3,4,68
203,25,30,27,14,15,0,25,680,7,473,716,307,48,19,32,28,5,12,8,5,7,12,97,1784,0,4,3,3,10,13,50,40,14,10,4,4,10,4,14,175,0,0,0,0,0,15,36,44,9,6,20,4,5,10,8,165,0,0,4,18,20,13,7,11,4,3,0,0,0,3,15,111,3,0,19,52,57,77,76,93,17,30,18,36,22,19,23,542,0,152,135,65,18,13,3,3,0,0,4,0,0,0,19,404,0,751,490,100,63,32,43,33,6,3,3,4,8,3,80,1606,9,28,64,267,452,473,627,355,96,87,60,56,44,23,136,2779,0,0,3,3,6,8,19,90,21,52,80,30,58,11,25,399,0,0,5,14,116,230,305,320,41,39,50,57,74,42,52,1339,3,89,90,37,103,65,17,10,0,7,3,0,0,0,32,450,3,3,3,36,28,41,63,62,10,3,0,9,9,7,12,277
204,12,9,3,0,0,0,3,213,17,321,371,145,13,4,8,3,0,4,4,5,7,0,56,963,0,0,0,3,4,8,16,13,7,3,3,3,10,0,7,82,0,0,0,0,0,6,12,10,3,5,11,0,3,3,4,65,0,0,3,4,4,0,9,0,0,0,0,0,0,0,4,33,5,0,18,24,26,21,20,17,4,0,4,23,23,4,17,195,4,41,51,18,7,0,0,0,0,0,0,0,0,0,7,131,0,290,262,61,50,23,30,12,0,4,0,3,0,0,27,754,8,29,60,182,340,240,276,146,37,25,12,15,27,9,74,1481,0,0,0,0,0,3,0,23,3,7,7,0,5,5,0,51,0,0,0,6,54,96,67,123,41,66,58,14,38,37,32,642,0,36,24,10,15,9,3,7,0,0,0,3,0,0,3,112,0,0,0,17,6,7,9,10,0,3,3,0,3,0,5,71
205,16,10,7,3,12,0,23,473,22,453,589,247,43,7,13,13,4,5,0,3,3,3,101,1504,0,5,6,8,0,12,22,12,3,7,6,4,3,6,11,101,0,0,0,0,5,4,7,19,12,0,14,13,3,3,0,84,0,0,4,7,10,0,0,4,0,0,0,0,0,0,9,31,0,0,15,42,48,30,45,52,10,10,24,20,10,12,24,341,0,252,183,45,22,3,11,3,0,3,0,0,0,0,19,549,0,817,847,163,155,52,42,20,11,9,4,3,0,0,64,2185,15,44,97,330,685,440,543,331,74,83,80,52,39,23,183,3006,0,0,3,0,3,0,16,35,3,7,7,0,9,0,0,82,0,0,3,11,127,225,154,153,44,58,44,64,86,41,62,1076,0,58,30,35,60,51,18,3,0,0,0,3,0,0,17,278,0,0,0,8,6,8,16,21,0,6,3,3,10,0,9,96
206,397,344,265,228,261,159,62,3562,59,2057,3668,1791,192,102,182,294,133,270,364,340,349,205,382,10396,0,10,11,26,83,223,478,339,93,132,120,214,294,234,231,2492,0,0,0,11,60,149,596,836,196,283,340,411,470,473,376,4201,0,21,105,550,487,252,106,70,11,11,8,24,17,9,87,1760,5,12,55,297,675,943,1537,1547,356,526,670,984,1217,1074,365,10267,0,228,290,119,57,16,13,3,0,3,0,3,0,0,23,762,0,155,140,75,77,75,131,109,36,33,51,63,72,78,38,1138,23,39,153,536,1180,1414,2683,2510,951,1078,945,942,985,653,416,14508,0,3,0,6,17,50,109,186,84,90,95,111,158,101,22,1045,3,0,3,51,262,628,395,444,125,145,188,236,272,221,117,3100,58,207,236,86,329,266,96,73,28,26,21,38,56,24,38,1577,0,4,33,75,183,274,640,519,128,186,216,287,350,342,98,3334
207,45,51,22,8,8,3,28,816,51,1589,2148,675,102,66,70,60,17,36,45,50,20,8,227,5159,5,7,11,33,56,115,243,125,26,34,30,28,34,34,32,815,0,0,0,14,62,198,644,637,115,132,91,85,77,84,69,2200,0,15,73,168,120,93,40,20,0,0,4,3,3,3,13,563,14,24,140,607,1510,2131,1592,1284,250,292,322,376,504,378,281,9697,0,151,108,37,9,3,4,0,4,0,0,0,0,0,7,328,3,233,174,52,53,27,70,47,14,3,11,11,3,3,28,728,32,59,143,357,594,639,1159,634,173,225,154,126,130,82,129,4621,0,4,9,22,24,70,82,136,52,53,50,68,111,58,30,773,0,3,8,52,178,323,176,220,74,80,119,102,118,81,48,1591,18,126,119,65,158,143,40,25,3,8,9,13,8,3,17,742,5,3,35,138,237,361,657,414,69,65,62,68,95,71,37,2310
208,153,162,85,58,49,28,28,1943,40,766,1112,515,141,51,73,71,29,49,40,67,41,19,106,3124,0,7,9,36,59,187,323,206,39,65,87,111,104,76,79,1400,0,0,0,6,43,100,279,325,86,49,72,70,58,45,26,1166,0,10,33,124,120,64,40,17,6,5,3,3,0,4,16,445,6,12,41,214,411,487,451,338,64,85,79,84,137,81,61,2550,3,92,115,35,28,8,12,3,0,0,0,0,0,0,13,317,3,230,204,64,79,59,103,101,25,21,19,30,12,8,25,975,35,44,148,484,998,951,1638,962,307,286,209,161,166,101,181,6668,0,3,3,24,13,30,29,69,21,23,28,27,35,21,7,340,0,4,8,43,246,471,256,277,88,96,123,115,144,97,52,1996,96,528,493,154,561,363,130,61,10,10,19,14,22,5,81,2548,12,10,24,77,114,149,275,196,52,66,34,67,82,37,20,1204
209,63,49,23,4,9,5,38,1160,43,2752,5685,3054,369,198,186,131,61,63,76,92,82,29,804,13629,0,11,7,10,26,64,195,140,12,22,16,18,15,23,17,578,0,0,0,4,23,46,143,211,25,15,25,23,21,11,31,584,0,30,112,648,673,685,372,216,31,36,38,26,27,10,109,3011,0,5,40,134,395,625,515,474,85,82,169,147,164,93,93,3023,3,474,699,260,121,34,11,14,0,3,0,3,0,0,62,1694,0,212,212,51,65,26,73,53,8,8,16,12,5,4,16,762,14,25,75,242,667,800,1344,905,320,333,261,189,165,121,240,5706,0,0,3,10,26,93,240,351,74,141,166,165,183,104,45,1599,0,7,11,48,369,900,640,767,133,214,185,189,171,101,117,3846,3,56,88,66,199,168,51,39,11,3,12,13,8,0,19,748,0,3,16,57,50,104,295,198,28,42,41,45,61,26,33,994
210,44,26,10,6,16,0,25,684,49,2331,4799,2404,287,123,130,92,17,51,67,54,37,19,596,11041,0,7,8,7,7,19,84,68,6,11,3,5,7,4,17,247,0,0,0,4,7,20,86,74,6,18,11,5,8,3,12,258,0,12,72,754,1110,978,864,593,96,117,133,105,92,52,255,5242,0,0,17,38,124,151,185,177,47,54,64,31,53,43,42,1028,5,711,1037,394,128,56,34,7,3,0,4,0,3,0,96,2475,0,171,161,24,33,19,23,23,3,3,3,0,9,3,14,493,6,13,45,166,463,646,1297,881,281,273,294,232,208,97,231,5138,0,0,0,6,19,126,637,1052,350,478,455,605,565,371,141,4800,0,3,12,73,334,966,679,812,130,135,161,182,195,88,104,3857,3,117,113,69,207,165,37,31,3,3,5,3,3,0,20,775,0,0,4,19,33,76,175,113,20,35,18,25,24,10,19,578
