SA4_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
201,..,81,2477,4619,5254,5653,4805,2314,509,25711,..,596,1821,1297,1156,759,344,89,16,6079,..,14,75,260,402,231,99,65,45,1200,13715,..,..,..,..,..,..,..,..,13715,..,3217,..,..,..,..,..,..,..,3217,..,2754,1170,520,385,162,21,3,0,5009,..,314,176,109,103,144,97,68,29,1037,..,237,178,81,83,58,23,9,3,675,..,1002,730,240,265,262,208,67,14,2802,..,323,826,919,1356,1693,1510,794,343,7758,275,406,349,237,232,206,174,66,17,1960,13989,8952,7807,8276,9236,9166,7278,3484,970,69159,..,178,3212,5057,5624,5617,4420,1616,246,25977,..,899,1875,1273,1162,672,245,49,3,6177,..,282,941,1460,1584,701,304,272,190,5744,13054,..,..,..,..,..,..,..,..,13054,..,3260,..,..,..,..,..,..,..,3260,..,1778,649,226,182,125,21,0,0,2983,..,246,109,44,113,214,182,138,92,1132,..,233,99,34,35,21,14,0,3,435
202,..,118,2436,4488,5064,5575,4671,2385,565,25303,..,631,1713,1173,1075,748,329,85,11,5764,..,26,81,218,439,278,89,64,52,1242,13363,..,..,..,..,..,..,..,..,13363,..,3189,..,..,..,..,..,..,..,3189,..,2583,1117,504,348,148,31,0,0,4723,..,312,176,83,103,137,108,60,47,1024,..,235,193,97,76,54,40,5,7,704,..,786,640,224,257,278,184,70,18,2458,..,275,761,876,1285,1671,1424,781,349,7423,224,339,313,215,185,198,166,65,24,1737,13586,8493,7419,7871,8834,9088,7039,3518,1068,66929,..,201,3181,4930,5549,5524,4179,1768,300,25632,..,930,1781,1251,1058,648,267,55,5,6000,..,277,876,1438,1508,756,303,256,167,5583,12721,..,..,..,..,..,..,..,..,12721,..,3311,..,..,..,..,..,..,..,3311,..,1621,633,209,169,112,30,0,0,2776,..,323,136,38,111,204,222,161,91,1290,..,219,104,51,31,21,9,4,0,441
203,..,153,5090,9644,9851,9958,8390,4223,1110,48425,..,892,3298,2196,1614,1111,471,129,17,9747,..,27,104,401,695,429,186,107,84,2040,24825,..,..,..,..,..,..,..,..,24825,..,6515,..,..,..,..,..,..,..,6515,..,4667,2408,988,608,257,41,0,0,8963,..,653,396,150,181,166,133,105,45,1836,..,419,404,165,139,79,26,11,3,1258,..,1640,1500,414,376,310,241,79,14,4565,..,460,1313,1502,2194,2498,1918,1117,635,11638,394,601,563,357,300,318,215,120,37,2904,25221,16026,15080,15810,15965,15130,11626,5898,1957,122712,..,318,6673,10326,10416,9921,7657,3245,532,49088,..,1302,3510,2148,1696,970,362,72,10,10068,..,351,1369,2518,2848,1362,519,448,314,9725,23449,..,..,..,..,..,..,..,..,23449,..,6605,..,..,..,..,..,..,..,6605,..,3074,1586,447,303,201,39,0,0,5650,..,519,279,110,186,386,353,254,158,2237,..,393,236,55,74,43,15,8,6,834
204,..,102,2406,4717,5892,6740,5845,2899,711,29307,..,645,1750,1297,1232,909,456,120,24,6426,..,29,89,266,470,253,112,60,41,1320,14271,..,..,..,..,..,..,..,..,14271,..,3216,..,..,..,..,..,..,..,3216,..,2721,1090,484,342,177,31,3,0,4842,..,300,150,71,94,156,137,77,33,1028,..,223,183,85,90,60,27,16,3,684,..,504,451,172,276,303,187,69,21,1978,..,275,823,899,1572,2038,1804,871,419,8703,276,412,359,234,253,275,257,118,35,2211,14543,8427,7296,8221,10216,10916,8865,4217,1282,73989,..,218,3271,5261,6355,6951,5297,2053,313,29717,..,937,1829,1358,1219,807,340,55,16,6557,..,245,907,1507,1555,640,321,260,184,5610,13614,..,..,..,..,..,..,..,..,13614,..,3263,..,..,..,..,..,..,..,3263,..,1720,589,227,182,117,21,0,0,2852,..,216,97,35,115,221,221,173,111,1191,..,195,108,27,25,38,15,4,3,416
205,..,182,4180,6891,8679,10513,10086,4920,1139,46596,..,1039,2866,1922,1854,1424,702,154,24,9989,..,32,161,426,673,443,173,97,77,2083,22439,..,..,..,..,..,..,..,..,22439,..,5137,..,..,..,..,..,..,..,5137,..,4636,1863,858,582,262,33,0,0,8235,..,488,258,132,200,220,162,92,72,1623,..,309,265,127,127,83,39,18,5,969,..,628,660,283,389,425,313,132,26,2862,..,514,1406,1595,2497,3341,2904,1626,651,14534,396,650,562,376,402,461,436,181,54,3519,22834,13615,12230,12615,15394,17173,14860,7217,2044,117986,..,335,5492,7788,9626,10948,9109,3430,522,47256,..,1575,2963,2020,1884,1341,508,111,14,10412,..,478,1655,2427,2452,1071,512,421,287,9298,21465,..,..,..,..,..,..,..,..,21465,..,5278,..,..,..,..,..,..,..,5278,..,2823,1062,363,281,195,37,0,0,4759,..,366,162,60,169,320,313,283,138,1813,..,326,151,57,67,37,20,10,10,669
206,..,358,13439,17606,14184,10986,8397,4702,1397,71067,..,2796,17596,8133,4410,2501,1014,203,43,36694,..,18,93,353,825,733,276,206,145,2646,31044,..,..,..,..,..,..,..,..,31044,..,8775,..,..,..,..,..,..,..,8775,..,3470,3345,1371,1124,493,65,0,0,9873,..,2782,2200,481,310,280,234,161,74,6525,..,1364,2400,375,158,99,48,13,0,4457,..,12531,18229,3328,1359,801,460,163,49,36921,..,3828,9355,7313,6050,4999,3491,1773,863,37674,456,1034,1922,871,598,377,269,159,83,5761,31492,36963,68585,39835,29024,21259,14244,7380,2661,251438,..,873,16915,17612,14265,10779,7380,3367,602,71789,..,4050,17882,6695,3594,1931,606,97,18,34865,..,154,1071,2851,4079,2445,1003,974,563,13133,30483,..,..,..,..,..,..,..,..,30483,..,9143,..,..,..,..,..,..,..,9143,..,2741,2784,796,715,363,59,0,0,7471,..,3059,2357,550,440,635,537,507,327,8412,..,1532,2026,253,103,65,26,10,6,4014
207,..,158,6746,13690,16259,13547,10309,6448,1895,69054,..,706,3476,1685,1322,875,401,129,40,8635,..,34,41,251,668,572,251,150,124,2099,29012,..,..,..,..,..,..,..,..,29012,..,12915,..,..,..,..,..,..,..,12915,..,3996,4391,1222,949,390,52,0,0,11003,..,1326,937,220,179,276,213,140,105,3402,..,1127,1001,183,155,93,31,14,3,2606,..,3491,3413,689,413,301,226,106,34,8669,..,1098,1833,1469,1661,1619,1409,1169,823,11083,246,484,522,267,244,185,146,119,58,2273,29258,25338,22362,19685,21857,17862,13024,8276,3088,160744,..,318,8692,15511,17234,13113,9641,4684,910,70101,..,1021,3471,1606,1309,708,304,61,18,8489,..,67,489,2004,3490,2044,765,749,497,10103,27487,..,..,..,..,..,..,..,..,27487,..,12628,..,..,..,..,..,..,..,12628,..,3377,3440,773,620,326,53,3,0,8587,..,1207,841,214,314,701,644,622,394,4942,..,1158,784,169,97,70,29,11,5,2322
208,..,153,7724,17108,18014,14046,10106,5389,1885,74418,..,758,4639,3044,2386,1469,644,160,45,13143,..,16,60,357,851,715,263,165,151,2576,35610,..,..,..,..,..,..,..,..,35610,..,12318,..,..,..,..,..,..,..,12318,..,4995,3860,1222,907,431,83,0,0,11501,..,991,816,198,215,260,228,133,106,2942,..,646,728,176,131,106,33,11,7,1835,..,2268,2837,769,551,512,346,155,49,7479,..,636,2169,2249,2649,2747,2331,1467,996,15247,360,459,628,391,294,251,202,128,83,2792,35979,23233,23460,25503,26006,20537,14231,7609,3317,179867,..,392,10311,18614,18687,13317,9128,4084,889,75430,..,1106,4837,2997,2329,1236,455,89,29,13082,..,96,638,2280,3848,2179,863,681,601,11188,34237,..,..,..,..,..,..,..,..,34237,..,12103,..,..,..,..,..,..,..,12103,..,3620,3206,690,519,348,72,4,0,8458,..,921,717,178,271,564,557,572,386,4158,..,722,532,100,63,59,27,9,7,1520
209,..,320,13193,21538,19735,16866,12647,6459,1458,92218,..,824,5330,3738,2597,1502,494,100,19,14603,..,33,164,561,1122,872,370,264,175,3569,46625,..,..,..,..,..,..,..,..,46625,..,13564,..,..,..,..,..,..,..,13564,..,9049,7350,2457,1579,590,83,0,0,21107,..,1606,1567,469,466,493,348,232,144,5321,..,990,1276,389,285,180,67,17,7,3218,..,2541,3267,946,696,577,317,89,26,8458,..,559,2209,2482,2796,2715,2094,1277,693,14828,505,697,920,560,473,333,271,153,65,3971,47131,30172,35284,33147,29741,24136,16677,8599,2580,227478,..,1019,17316,22186,19792,16471,11076,4448,652,92964,..,1380,5572,3871,2594,1207,348,70,13,15057,..,330,1805,3802,5034,2817,1288,1040,549,16666,44057,..,..,..,..,..,..,..,..,44057,..,13979,..,..,..,..,..,..,..,13979,..,6533,5051,1226,803,415,67,0,0,14096,..,1333,989,337,514,995,920,804,462,6352,..,924,833,196,160,104,48,17,9,2286
210,..,335,10195,15747,14816,11634,8590,4864,1187,67370,..,603,3250,2151,1766,902,298,78,22,9063,..,34,122,411,908,636,268,209,131,2718,36283,..,..,..,..,..,..,..,..,36283,..,10618,..,..,..,..,..,..,..,10618,..,7913,5943,1916,1218,463,53,3,0,17517,..,1254,1265,420,373,379,261,169,97,4219,..,572,819,278,212,147,46,9,0,2089,..,1263,2096,606,441,387,223,87,22,5123,..,363,1496,1645,2100,1903,1442,917,559,10429,450,493,688,455,378,259,208,136,58,3128,36731,23445,25876,23629,22216,16701,11395,6482,2078,168556,..,1207,13456,16028,14689,11037,7676,3296,495,67886,..,910,3361,2192,1628,746,222,47,3,9108,..,296,1578,2950,3825,1991,1000,850,451,12938,34025,..,..,..,..,..,..,..,..,34025,..,11339,..,..,..,..,..,..,..,11339,..,5359,4009,988,661,333,57,0,0,11405,..,894,716,273,428,816,839,634,379,4972,..,482,480,139,112,75,23,17,5,1331
