SA4_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
201,2090,340,35,24,1939,517,4948,1868,851,124,61,1653,417,4971,2916,2457,552,231,1677,701,8530,2588,3097,859,435,1334,727,9046,2728,3418,861,449,1841,932,10223,2422,3133,990,527,2294,937,10317,1303,2087,1075,748,2274,1066,8547,446,788,464,368,1343,701,4100,139,165,92,75,556,257,1291,16512,16330,5058,2921,14900,6258,61973,2119,510,71,49,1487,473,4705,1671,1319,320,250,987,356,4900,1579,2740,1338,1890,826,616,8982,951,2941,2212,2266,696,635,9704,1154,3828,2410,1771,1101,800,11065,1037,3381,2398,1825,1473,910,11020,517,1774,1871,1943,1783,1042,8929,335,711,696,734,1435,873,4783,207,302,143,147,1192,469,2456,9558,17503,11443,10868,10992,6178,66545,4205,849,106,72,3424,992,9654,3538,2169,442,313,2632,771,9873,4494,5204,1889,2116,2504,1312,17520,3541,6043,3069,2703,2038,1359,18747,3886,7246,3269,2218,2940,1735,21290,3459,6509,3393,2353,3770,1852,21334,1825,3858,2944,2690,4057,2107,17469,781,1491,1155,1101,2776,1573,8886,344,471,237,226
202,2018,340,30,12,1805,542,4748,1800,836,111,43,1408,397,4598,2740,2468,508,237,1508,906,8364,2408,3022,889,383,1192,844,8736,2656,3229,872,424,1665,983,9833,2430,3248,1017,497,2017,980,10195,1257,2061,1083,762,1980,982,8128,499,794,478,420,1178,743,4118,146,191,99,103,584,331,1457,15953,16188,5092,2881,13346,6719,60173,2121,500,74,40,1369,525,4627,1608,1307,271,236,883,322,4634,1533,2693,1318,1727,815,657,8738,924,2983,2086,2182,594,706,9480,1227,3769,2301,1602,931,803,10643,1101,3447,2341,1712,1262,896,10756,511,1744,1779,1883,1567,991,8472,329,735,644,812,1322,925,4759,198,271,160,152,1095,631,2500,9557,17451,10982,10335,9834,6439,64603,4138,844,101,51,3174,1064,9372,3410,2143,388,283,2295,716,9235,4274,5157,1826,1958,2319,1560,17108,3331,6000,2974,2560,1792,1553,18211,3884,7003,3176,2028,2595,1790,20471,3530,6694,3357,2205,3278,1882,20946,1771,3801,2866,2645,3546,1971,16603,830,1533,1121,1228,2498,1667,8878,345,456,258,257
203,3681,536,74,24,3682,751,8752,3543,1321,185,59,3157,708,8977,6084,4441,835,345,3429,1500,16643,5338,5869,1492,588,2592,1414,17300,5131,5817,1486,588,3093,1372,17491,4196,5382,1630,726,3562,1291,16783,2306,3731,1708,1007,3463,1376,13587,881,1483,841,624,2143,988,6955,275,388,185,154,1153,508,2667,31437,28974,8423,4124,26277,9916,109156,3971,853,96,40,2700,697,8363,3318,2015,447,296,1818,586,8475,3694,5451,2386,3017,1842,1062,17444,1942,5592,4122,4369,1202,1011,18239,2072,6763,4324,2890,1778,1159,18979,2034,5810,4018,2752,2413,1300,18329,1028,3177,3269,3083,2927,1453,14941,604,1378,1357,1321,2558,1338,8547,395,547,331,267,2253,871,4657,19054,31586,20355,18032,19480,9467,117970,7653,1390,166,67,6386,1447,17118,6860,3335,630,362,4974,1288,17452,9779,9895,3221,3356,5271,2565,34086,7279,11466,5623,4957,3793,2424,35537,7207,12581,5806,3477,4866,2535,36470,6237,11191,5646,3479,5970,2590,35106,3331,6906,4981,4090,6393,2827,28527,1487,2862,2189,1943,4700,2327,15504,673,940,518,418
204,2224,395,47,22,2008,690,5382,1650,790,109,57,1538,437,4583,2754,2368,513,264,1599,817,8309,2494,3161,898,391,1379,885,9220,2999,3796,1076,454,1953,1045,11323,2969,3735,1209,647,2635,1225,12425,1626,2630,1287,968,2692,1238,10432,581,956,509,458,1587,890,4982,190,225,131,94,695,418,1754,17489,18053,5779,3358,16087,7639,68406,2185,528,80,34,1450,634,4909,1211,1054,291,273,729,359,3914,1428,2655,1363,1859,811,686,8811,907,3137,2288,2323,660,755,10058,1266,4341,2625,1755,1107,948,12040,1280,4076,2837,1943,1634,1090,12854,626,2120,2180,2215,1994,1243,10378,401,828,753,944,1629,1023,5576,225,301,192,181,1284,663,2840,9530,19035,12597,11516,11303,7409,71384,4413,925,125,52,3454,1319,10287,2862,1844,398,328,2274,793,8501,4186,5025,1878,2122,2412,1503,17119,3400,6301,3184,2716,2041,1639,19275,4266,8139,3696,2209,3061,1992,23366,4249,7813,4043,2592,4274,2317,25285,2253,4745,3463,3178,4684,2482,20812,985,1784,1262,1402,3219,1919,10558,418,522,319,278
205,3455,572,58,45,2863,1042,8033,2548,1154,207,94,2147,748,6900,4286,3940,870,485,2719,1506,13812,3859,4610,1330,701,2224,1445,14169,4584,5386,1518,763,3305,1788,17348,4371,5867,1976,1125,4203,1939,19485,2555,4276,2329,1748,4540,2181,17619,965,1660,986,848,2648,1530,8637,262,363,190,209,1114,626,2763,26888,27839,9463,6021,25758,12810,108772,3325,811,128,64,2192,874,7394,2002,1788,477,498,1240,640,6639,2089,4214,2316,3488,1345,1153,14612,1242,4471,3371,3744,1154,1185,15166,1850,6215,4200,2933,1822,1557,18570,1925,6162,4627,3547,2659,1883,20800,1028,3345,3776,3939,3495,2092,17673,598,1368,1335,1545,2712,1927,9486,343,454,303,287,2049,1046,4489,14404,28826,20532,20041,18665,12359,114826,6776,1385,181,109,5049,1919,15423,4549,2944,680,587,3386,1387,13540,6379,8159,3186,3975,4065,2665,28423,5101,9084,4707,4442,3377,2633,29340,6437,11599,5715,3696,5132,3345,35918,6295,12024,6600,4676,6864,3827,40282,3587,7618,6106,5685,8030,4275,35293,1559,3034,2320,2397,5358,3459,18127,610,821,491,496
206,4834,966,98,51,5556,1313,12815,10577,4495,475,205,11234,2928,29922,32432,17519,1885,673,17024,8172,77711,16405,13791,2477,853,7077,4537,45141,10512,10220,2239,714,5912,3211,32810,6872,7442,1720,642,5205,2533,24417,3593,4418,1480,583,4583,1914,16573,1502,1773,742,352,3180,1228,8773,462,563,216,116,1664,573,3585,87184,61182,11329,4189,61448,26411,251741,5917,1519,162,59,5669,1423,14754,13523,7113,852,313,10745,3337,35890,30503,23355,4496,3420,12334,8017,82124,10616,14169,6315,5671,4098,4008,44880,6011,11781,5979,3464,3400,2905,33541,4320,9375,4460,2438,3411,2451,26459,2050,5118,3415,2142,3322,1896,17939,1194,2231,1638,1225,3421,1474,11181,605,752,399,231,2734,1069,5790,74749,75410,27710,18966,49129,26585,272543,10748,2490,265,108,11228,2738,27570,24099,11603,1334,518,21983,6268,65808,62942,40874,6382,4095,29355,16191,159836,27024,27959,8788,6525,11174,8549,90017,16527,22001,8213,4177,9315,6120,66343,11192,16817,6178,3082,8615,4985,50874,5642,9539,4897,2719,7906,3810,34506,2696,4001,2376,1577,6603,2704,19956,1070,1314,618,341
207,5572,665,53,25,5291,629,12230,5973,1805,203,97,5978,711,14761,9395,5363,711,246,6845,1375,23938,7284,7124,1462,554,3526,1034,20987,7790,8038,1817,640,3877,1213,23376,5834,6551,1666,653,3485,996,19181,3331,4513,1740,720,3159,881,14340,1610,2473,1089,565,2813,959,9515,539,679,354,213,1682,547,4013,47335,37221,9080,3707,36657,8340,142342,5830,943,75,24,4611,613,12087,6050,2422,293,99,4288,651,13803,7315,6740,2031,2056,4898,1334,24381,3173,6990,5003,5198,2365,997,23716,2966,9032,6501,4439,2372,1110,26420,2467,7337,5072,3117,2431,1036,21461,1441,4501,4201,3115,2723,1159,17148,1089,2560,2174,1850,2958,1280,11908,755,942,621,407,3277,1090,7094,31091,41463,25968,20304,29921,9271,158013,11407,1610,126,44,9898,1234,24314,12019,4230,495,198,10265,1360,28564,16711,12101,2743,2303,11745,2714,48315,10460,14114,6468,5749,5889,2026,44705,10761,17072,8314,5083,6243,2322,49792,8306,13887,6738,3770,5917,2027,40646,4774,9020,5942,3827,5880,2040,31487,2696,5035,3262,2416,5775,2239,21417,1297,1620,973,618
208,5559,479,32,17,5015,688,11790,5276,1451,155,61,5045,755,12743,10123,6136,783,280,6201,1635,25156,9870,9604,1875,575,3891,1571,27381,9724,9811,1929,630,4276,1592,27968,6977,7302,1657,611,4385,1339,22264,3747,4655,1634,651,3959,1161,15806,1516,2113,881,491,2841,1013,8859,565,651,305,223,2035,697,4481,53365,42204,9254,3533,37641,10457,156447,5660,799,61,16,4125,645,11304,5467,2213,299,138,3830,689,12623,8000,8239,2633,2623,3966,1603,27074,4115,9709,6317,6042,2067,1464,29702,4006,11458,7128,4207,2340,1502,30631,3252,8772,5164,2759,2736,1340,24027,1819,5070,4047,2768,3171,1360,18237,1217,2360,1943,1536,3174,1508,11732,876,1093,559,392,3747,1394,8064,34405,49710,28148,20481,29151,11501,173391,11215,1274,95,33,9139,1330,23090,10747,3662,449,196,8875,1441,25368,18127,14369,3416,2905,10169,3238,52231,13985,19309,8190,6617,5955,3034,57088,13730,21267,9057,4834,6613,3093,58600,10227,16077,6824,3372,7120,2674,46291,5567,9723,5678,3422,7128,2527,34044,2732,4469,2828,2028,6011,2521,20587,1437,1749,868,616
209,6062,857,90,49,6760,1190,15007,6110,2072,282,124,7374,1154,17111,12822,8942,1489,639,11231,2650,37769,11016,11121,2494,978,7460,2232,35302,9184,9987,2256,865,7315,2068,31682,6740,7773,2095,891,6710,1708,25916,3376,4704,2037,1120,5416,1647,18297,1456,1883,1079,664,3421,1215,9718,422,441,220,161,1609,579,3427,57181,47777,12052,5485,57291,14445,194224,6331,1338,167,59,5135,1144,14170,6382,3295,695,413,4887,1077,16738,8275,11026,4535,5594,6707,2513,38654,4084,10869,7443,7975,4130,1966,36458,3667,11203,7233,5323,4354,2031,33805,3091,8529,5774,4329,4602,1791,28117,1545,4346,4039,3647,4520,1845,19953,1117,2083,1742,1566,3646,1598,11750,555,707,377,256,2635,1098,5632,35056,53392,32004,29156,40611,15061,205282,12402,2191,255,102,11892,2334,29178,12495,5361,979,538,12259,2224,33852,21096,19967,6020,6234,17939,5162,76421,15096,21989,9939,8953,11588,4204,71765,12852,21190,9492,6185,11665,4095,65482,9832,16304,7866,5216,11309,3502,54028,4921,9051,6080,4770,9938,3496,38246,2571,3969,2820,2226,7069,2811,21466,976,1154,594,417
210,4273,776,79,46,5629,1083,11887,4136,1455,224,73,5886,983,12753,8567,6017,1088,447,9340,2184,27632,7061,7164,1725,752,6656,1822,25176,6413,6462,1612,655,6768,1698,23610,4327,4837,1400,665,5370,1388,17990,2129,2853,1234,752,4341,1289,12600,999,1346,696,533,2736,960,7262,298,365,147,140,1236,398,2587,38211,31268,8197,4050,47964,11809,141503,4367,1266,173,72,4404,953,11237,3855,2334,545,442,3717,777,11668,5152,7161,3304,4472,5577,1904,27571,2559,7092,4652,5873,3926,1633,25726,2533,7350,4930,4082,4198,1565,24652,1923,5227,3744,3042,3789,1397,19115,1072,2791,2507,2544,3730,1475,14124,828,1531,1163,1174,3014,1227,8940,425,475,260,215,2052,627,4063,22703,35232,21291,21917,34408,11554,147096,8638,2040,254,120,10035,2035,23121,7994,3787,769,512,9606,1761,24425,13723,13173,4393,4919,14913,4082,55208,9620,14253,6378,6623,10577,3456,50908,8944,13814,6537,4736,10967,3263,48264,6250,10060,5145,3701,9158,2788,37105,3203,5646,3744,3295,8071,2760,26721,1821,2882,1859,1705,5750,2185,16209,723,845,408,353
