SA2_MAINCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
216021412,4,0,0,3,11,23,53,28,15,136,0,0,0,0,4,0,0,0,0,3,13,10,20,27,27,64,49,25,3,236,72,125,220,235,415,475,351,134,41,2061
216021413,4,10,25,32,44,102,212,197,112,739,4,0,0,0,7,3,3,4,0,30,40,44,69,94,142,189,182,144,74,973,324,612,1168,1261,1695,1850,1452,839,309,9513
216021414,3,4,12,16,16,54,154,165,98,526,0,0,3,0,0,0,4,0,3,13,40,29,72,83,97,129,181,169,114,920,187,329,668,764,894,1091,1235,818,363,6357
216031415,12,10,26,30,43,70,172,140,73,578,0,3,4,6,7,8,14,9,3,51,40,29,79,59,108,142,161,99,35,753,227,457,912,945,959,1078,939,508,188,6210
216031416,12,20,59,77,73,146,204,228,150,963,5,3,27,34,28,22,26,23,17,182,78,94,229,208,221,209,219,182,131,1585,496,1059,2462,2314,2507,2191,1562,957,480,14030
216031417,16,32,107,117,123,163,352,366,171,1448,3,30,90,116,88,48,40,43,26,484,112,100,290,276,283,277,295,241,122,1997,606,1397,3047,2756,2938,2574,2164,1283,542,17313
216031418,0,4,3,7,7,19,60,35,18,153,0,0,0,0,0,0,3,3,0,11,19,13,20,28,66,43,46,15,4,247,121,168,317,470,632,581,406,144,37,2880
216031419,3,12,23,30,36,101,177,177,85,636,0,0,0,0,8,10,12,14,10,45,70,55,187,183,158,170,162,105,62,1158,270,458,1083,1253,1486,1452,1061,587,236,7893
217011420,7,3,10,14,44,72,187,152,93,587,3,0,0,3,4,0,0,9,0,16,35,31,59,72,132,147,165,107,44,786,209,334,626,888,1416,1502,1240,617,214,7054
217011421,12,16,10,19,29,58,176,185,113,623,0,0,4,8,7,5,3,3,3,33,33,32,64,60,87,111,130,149,100,760,274,561,988,1011,1277,1381,1257,773,406,7929
217011422,4,9,24,30,45,104,167,199,156,744,0,0,3,7,9,3,3,3,3,29,54,68,83,103,141,154,155,127,61,943,297,572,1031,1249,1542,1667,1209,704,333,8602
217011423,3,4,7,11,27,41,76,93,73,329,0,0,0,0,0,3,0,3,0,9,21,12,33,47,76,98,91,52,35,463,113,179,483,642,920,1048,779,362,178,4712
217031471,0,6,9,15,3,26,69,90,49,271,0,0,0,0,3,0,3,0,0,4,4,11,23,24,48,44,72,72,26,335,63,147,302,347,436,491,546,344,133,2811
217031472,8,8,26,48,40,79,227,259,184,877,0,5,8,15,29,41,19,3,3,133,37,55,113,82,119,146,194,165,100,1021,296,744,1432,1318,1515,1603,1318,914,460,9602
217031473,3,0,8,19,22,31,90,52,28,248,0,0,0,3,3,0,0,0,0,8,18,11,30,43,57,67,71,48,17,376,134,203,467,599,811,815,702,275,62,4078
217031474,0,3,6,14,20,40,105,103,63,357,0,0,3,0,5,4,3,0,0,19,25,18,35,49,76,105,120,82,43,553,132,242,416,531,749,864,701,410,178,4229
217031475,7,3,8,3,20,47,110,133,57,386,0,0,0,3,0,0,5,3,0,10,27,32,58,64,104,100,69,66,33,551,194,350,641,770,1120,1033,739,438,159,5444
217031476,0,0,4,7,7,23,48,46,11,152,0,0,0,0,0,0,3,0,0,3,25,19,29,30,57,82,55,37,6,344,67,133,296,352,499,731,538,215,66,2901
217041477,3,0,13,16,17,59,86,83,53,323,0,0,0,0,0,3,7,3,0,19,39,32,50,65,91,98,81,54,39,542,175,304,654,765,964,1006,650,324,135,4972
217041478,3,4,12,11,25,49,140,117,80,436,0,0,3,5,6,3,0,0,0,14,32,38,67,96,116,124,121,91,65,744,196,379,834,1164,1361,1420,1131,520,231,7233
217041479,8,9,32,32,45,121,284,299,163,987,0,3,14,6,9,10,7,0,0,48,82,83,161,175,210,217,231,204,98,1461,578,1377,2547,2500,2793,2577,2045,1165,446,16035
217041480,3,15,25,21,23,73,162,180,177,677,3,4,12,8,4,4,7,0,0,43,68,77,119,126,170,166,207,198,133,1259,381,858,1557,1473,1720,1727,1389,839,534,10470
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,25
299999499,17,20,42,33,28,30,38,13,11,228,8,3,13,5,16,11,9,3,3,83,79,221,493,492,336,219,111,39,9,2000,278,897,1841,1288,975,816,482,121,38,6740
