SA2_MAINCODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
210051443,21,40,37,28,38,5,3,179,4,0,5,0,3,0,0,15,0,6,0,0,0,0,0,10,43,89,72,56,84,31,14,385,8,5,3,0,5,5,0,30,5,12,3,3,8,3,0,32,10,20,7,3,9,13,3,59,54,106,82,61,89,41,15,443,100,103,52,36,45,18,12,358,0,5,0,0,0,0,0,5,155,209,133,95,134,54,25,812
210051444,30,43,21,13,25,8,3,147,0,3,0,0,0,0,0,5,4,0,3,0,0,3,0,10,57,86,49,37,59,30,7,316,7,3,0,0,3,3,0,12,9,5,9,8,6,0,0,36,10,13,9,7,8,3,0,49,70,96,61,45,64,31,7,368,108,76,33,18,27,18,3,289,0,0,0,0,0,0,0,0,178,177,94,61,90,51,15,655
210051445,3,4,9,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,6,10,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,14,11,9,6,10,0,7,58,15,10,3,3,5,0,0,36,0,0,0,0,0,0,0,0,25,22,12,8,10,5,6,95
211011251,19,47,30,31,49,9,9,194,0,3,3,0,0,0,0,5,0,3,3,0,3,3,0,13,39,71,50,44,75,42,21,345,3,3,0,0,0,0,0,12,0,3,6,3,3,0,0,21,4,8,12,3,3,0,0,34,44,84,66,45,78,37,20,375,55,48,27,11,23,3,5,187,3,0,0,0,0,0,0,3,100,132,93,61,101,42,26,564
211011254,23,43,27,26,25,16,6,172,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,3,36,72,70,50,90,38,27,382,0,4,3,0,4,0,0,10,0,3,10,0,3,3,0,24,0,3,6,4,8,3,3,33,38,77,78,56,97,43,31,413,47,39,31,11,24,13,8,172,0,0,0,0,0,0,0,0,80,109,107,68,125,56,42,585
211011255,4,7,4,0,3,11,0,43,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,21,11,14,28,21,4,106,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,24,11,14,30,21,4,112,3,9,3,3,3,4,4,34,0,0,0,0,0,0,0,0,18,30,10,18,33,22,8,149
211011256,9,37,33,24,40,15,0,169,0,0,4,0,0,0,0,9,0,3,3,3,3,3,0,10,24,67,61,53,99,57,28,383,0,0,3,0,0,3,3,14,4,4,3,0,0,0,0,9,5,4,3,0,3,3,3,19,31,67,66,56,96,58,30,397,29,25,14,13,18,15,9,118,0,0,3,3,0,3,0,6,59,97,84,68,118,70,40,527
211011257,8,28,14,17,17,8,5,92,3,0,0,0,4,0,0,11,0,0,0,0,3,0,0,3,12,41,25,20,47,33,10,199,3,0,0,0,0,0,0,3,0,3,0,0,4,0,0,9,3,3,0,0,4,0,0,12,16,46,28,20,50,34,10,209,17,16,10,6,9,7,5,68,0,0,0,0,0,0,0,0,35,61,34,32,56,43,14,278
211011258,4,19,17,16,17,5,4,80,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,9,31,32,29,56,22,18,199,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,3,3,0,0,0,0,0,4,7,38,34,29,56,22,18,207,14,10,10,3,7,3,4,47,0,0,0,0,0,0,0,0,23,42,41,34,59,27,25,250
211011259,13,31,28,23,22,8,9,129,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,69,53,39,62,29,27,305,0,3,3,0,0,0,3,11,0,12,3,0,0,3,0,22,3,11,12,0,0,5,3,33,26,81,59,40,63,31,25,335,35,38,23,12,20,10,7,154,0,0,0,0,0,0,0,0,64,125,83,52,83,47,39,486
211011260,21,37,19,23,32,19,11,161,0,0,4,3,0,5,3,17,0,0,3,0,0,0,0,5,36,78,52,42,67,50,39,372,0,3,0,0,3,0,0,8,3,6,5,0,4,3,0,18,3,9,5,4,4,3,0,29,42,81,59,48,71,55,39,400,37,36,17,19,24,9,14,157,0,0,0,0,0,0,0,3,80,120,79,69,95,66,50,561
211011446,32,71,63,44,55,27,12,303,10,4,0,0,3,0,0,18,4,0,0,0,0,0,0,7,64,121,102,87,118,63,28,582,4,4,3,7,3,0,0,22,7,12,0,3,3,0,3,28,7,13,3,8,8,0,3,53,72,136,110,99,130,59,31,634,105,70,38,35,42,14,5,306,3,3,3,0,0,0,0,10,179,212,145,129,165,75,37,944
211011447,36,46,36,29,37,19,13,216,4,3,0,0,0,0,0,14,0,4,0,0,0,0,0,3,59,75,73,54,84,31,14,394,0,0,0,0,4,0,0,12,3,11,8,4,3,0,0,23,3,11,8,3,6,0,0,34,61,87,78,60,89,34,16,434,35,35,16,18,25,11,4,147,0,0,0,0,0,0,0,0,100,123,95,78,118,43,22,582
211011448,23,50,47,40,34,17,9,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,89,75,71,83,38,23,410,4,4,0,0,0,4,0,12,0,4,4,0,3,0,3,17,4,8,4,6,3,4,4,31,33,96,76,76,89,38,23,434,56,44,21,19,24,8,4,181,0,3,5,0,0,0,0,11,94,147,108,99,112,48,25,627
211011449,3,5,4,8,7,4,0,31,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,12,15,17,19,11,7,80,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,3,3,0,4,0,0,9,5,11,17,18,20,11,5,87,15,6,3,3,3,3,3,40,0,0,0,0,0,0,0,0,22,26,17,23,23,17,8,131
211021261,10,33,36,15,25,4,3,142,0,0,0,0,0,4,0,9,0,0,0,0,0,3,0,3,28,61,55,33,52,31,17,281,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,7,0,3,3,4,3,3,0,10,30,59,61,38,50,37,20,291,19,27,17,7,23,16,12,111,0,0,0,0,0,0,0,0,47,91,78,40,70,46,30,400
211021262,4,14,19,14,20,17,4,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,29,28,28,44,28,12,177,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,24,30,28,47,28,12,182,15,15,11,8,9,4,4,60,0,0,0,0,0,0,0,0,17,39,45,35,57,36,20,246
211031263,19,28,31,26,32,13,0,153,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,4,31,60,53,52,71,42,11,312,0,5,0,0,3,0,0,10,3,0,3,0,5,4,0,12,0,3,3,0,8,4,0,20,38,60,57,48,75,40,12,330,41,41,25,18,24,5,3,164,0,0,0,0,0,0,0,4,77,105,84,63,101,51,21,498
211031265,22,36,25,33,39,31,10,203,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,30,74,75,70,107,75,30,458,0,4,0,0,0,0,0,4,0,6,3,0,0,0,0,15,0,12,3,0,0,0,0,19,32,85,77,67,109,75,30,471,30,39,21,13,9,3,0,122,0,0,0,0,0,0,0,0,61,124,100,86,121,80,37,598
211031266,15,51,39,28,39,19,18,202,3,0,0,0,3,0,0,7,0,7,0,0,0,0,3,9,29,78,72,62,82,51,33,415,0,0,4,3,3,0,0,15,8,11,4,3,0,3,0,25,5,10,10,7,7,6,0,46,36,91,78,69,86,58,40,459,51,40,30,19,26,10,5,185,0,3,0,0,0,0,0,4,90,134,110,91,111,68,41,649
211031267,19,51,45,32,45,22,10,214,0,0,4,0,0,0,0,9,3,0,4,6,3,0,0,14,38,85,79,59,102,62,28,461,0,4,0,3,4,0,0,11,6,7,3,0,0,0,0,22,6,13,9,3,3,0,0,34,42,103,83,60,108,67,30,490,61,43,36,19,26,15,0,201,0,0,0,0,0,0,0,0,101,146,121,81,132,79,35,700
211031268,10,13,19,12,17,11,7,95,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,18,32,37,34,47,39,18,224,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,9,0,9,0,0,4,0,0,10,18,35,40,34,51,40,18,234,3,8,11,5,10,8,4,58,0,0,0,0,0,0,0,0,23,46,43,43,67,45,25,291
211031450,35,91,50,31,32,12,3,259,3,3,3,4,4,0,0,12,0,0,0,0,3,0,0,8,52,132,83,53,87,38,23,473,0,3,4,0,0,4,0,13,3,8,9,0,0,0,0,24,3,10,7,3,0,5,0,32,58,145,91,58,84,44,23,509,59,40,26,11,18,3,5,161,3,0,0,0,0,0,0,3,120,179,118,72,111,44,27,666
211031451,27,40,25,26,33,16,15,173,3,3,0,0,0,0,0,8,3,0,0,0,0,0,0,8,38,74,40,51,64,41,29,333,0,5,0,0,0,3,0,15,4,0,3,5,4,0,0,21,3,4,4,5,5,3,0,30,42,76,52,51,73,46,34,365,48,49,27,12,16,12,3,169,0,3,0,0,0,0,0,5,93,127,75,58,91,58,37,540
211031452,11,11,20,6,10,3,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,21,29,12,29,14,5,131,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,3,0,4,0,0,0,0,9,15,25,30,12,29,14,5,143,11,13,12,8,7,3,0,60,0,0,0,0,3,0,0,4,32,36,41,19,39,19,9,203
211041269,18,21,22,13,18,13,7,106,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,38,43,31,43,25,21,221,0,0,0,0,0,0,0,7,0,0,3,5,3,3,3,11,0,0,3,5,4,5,3,18,15,45,48,36,50,28,24,246,23,23,20,18,21,14,8,118,0,0,0,0,0,0,0,0,40,64,63,49,70,42,34,366
211041270,11,32,22,16,24,21,11,132,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,25,50,49,45,62,39,28,299,0,4,3,0,0,0,0,8,0,4,0,3,0,3,0,14,0,8,4,3,3,3,0,20,29,58,54,41,68,45,35,323,31,21,9,16,20,7,6,114,0,0,0,0,0,0,0,0,59,78,63,59,86,51,42,439
211041271,12,28,14,16,23,12,4,110,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,27,38,39,32,46,26,18,235,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,10,0,3,0,7,3,0,0,15,26,45,40,39,50,32,18,246,21,26,9,3,16,6,7,84,0,0,0,0,0,0,0,3,43,65,49,48,64,38,27,328
211041272,9,21,23,21,25,5,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,46,50,42,66,29,15,262,0,0,3,0,3,0,0,3,3,0,0,3,0,0,0,9,3,0,0,3,4,0,0,10,23,50,47,45,66,29,15,277,11,21,12,5,3,3,9,68,0,0,0,0,0,0,0,0,38,68,61,47,73,26,23,339
211041273,7,18,7,13,27,18,10,93,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,7,46,24,29,64,39,23,229,0,0,5,3,6,0,0,14,5,4,3,0,0,0,0,16,5,4,10,3,5,0,3,22,18,48,29,32,66,37,25,251,21,15,15,12,18,19,5,91,0,0,0,0,0,0,0,0,35,59,49,39,79,52,29,344
211051274,16,37,37,14,33,11,0,156,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,23,59,53,32,63,33,4,262,0,4,0,0,3,0,0,9,6,4,3,0,0,0,0,21,6,11,3,3,5,0,0,22,26,70,54,37,62,29,4,286,21,26,23,4,9,4,0,92,0,0,0,0,0,0,0,0,47,99,78,38,72,37,6,377
211051275,10,29,24,17,26,13,11,130,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,22,38,40,31,62,35,17,246,0,3,5,0,4,0,0,11,0,4,0,0,0,0,0,9,0,8,6,0,4,0,0,20,22,43,48,31,67,37,17,262,34,20,17,9,16,4,0,101,0,0,0,0,0,0,0,0,53,70,63,43,82,37,17,361
211051276,18,64,41,37,45,9,0,217,3,3,3,0,3,0,0,17,0,3,0,3,0,0,0,4,36,95,72,69,85,23,7,387,0,3,0,5,0,0,0,14,4,3,0,3,0,0,0,12,5,3,5,5,3,0,0,25,41,100,76,76,86,23,7,411,54,51,42,20,27,3,3,196,0,3,0,3,0,0,0,12,95,157,119,99,107,29,12,618
211051277,21,35,22,16,20,5,0,123,0,3,0,5,0,0,0,12,0,0,0,0,3,0,0,7,24,48,41,34,44,26,11,231,0,0,3,3,0,3,0,12,0,6,0,4,0,0,0,13,0,4,3,3,0,3,0,16,31,54,44,34,43,28,12,251,34,42,21,17,18,5,0,141,0,0,0,0,0,0,0,0,58,98,64,59,63,36,18,396
211051278,32,81,52,37,53,19,14,280,5,3,0,0,3,0,0,13,0,3,3,0,0,0,0,5,56,140,85,73,115,61,14,540,0,5,5,6,3,0,0,23,3,6,7,0,3,0,3,21,7,12,12,5,9,0,5,48,64,149,95,75,127,63,22,594,60,56,28,21,26,11,4,206,0,0,0,0,0,0,0,0,116,205,128,97,146,73,21,798
211051279,6,18,10,11,12,3,0,62,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,20,28,16,35,13,5,123,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,9,3,9,3,0,0,0,0,8,16,32,25,16,35,13,5,135,12,7,5,3,5,4,0,47,0,0,0,0,0,0,0,5,24,42,35,24,43,11,6,182
211051280,9,25,12,16,13,3,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,26,20,30,16,8,139,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,7,11,37,26,19,33,12,8,145,15,17,5,4,8,3,0,48,0,0,0,0,0,0,0,0,28,50,33,24,37,17,8,199
211051281,38,83,62,37,59,32,10,312,0,5,3,0,6,0,0,19,0,5,4,0,0,0,0,11,55,134,119,77,140,63,26,613,3,3,0,0,3,3,0,16,4,10,6,7,5,0,0,32,5,10,10,7,9,3,0,50,64,145,129,80,148,67,26,666,81,76,31,27,38,14,6,276,0,0,0,0,0,0,0,3,145,224,160,106,189,86,31,947
211051282,13,31,17,17,22,9,0,112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,26,54,36,27,39,11,7,201,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,3,3,0,0,0,0,10,26,53,38,29,39,11,7,209,12,13,8,9,7,5,0,57,0,0,0,0,0,3,0,4,40,64,49,37,44,22,12,270
211051283,12,31,26,9,22,13,0,112,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,6,24,52,44,23,50,28,7,227,3,0,0,0,0,0,0,3,7,0,3,0,3,0,0,14,6,0,4,0,3,0,0,17,25,55,54,24,52,28,7,253,38,32,10,5,10,8,3,104,0,0,0,0,0,0,0,0,64,87,60,28,66,33,16,359
211051284,19,24,20,16,20,17,8,125,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,27,46,34,30,50,33,26,239,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,7,3,3,3,0,3,0,0,16,28,53,43,34,49,33,24,258,24,9,10,8,8,3,0,69,0,0,0,0,0,0,0,0,55,59,52,39,63,38,27,326
211051285,14,26,15,7,20,7,0,94,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,17,39,31,22,50,15,6,171,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,4,14,37,31,22,50,15,6,179,12,16,11,4,11,3,0,63,0,0,0,0,0,0,0,3,26,55,43,27,55,15,4,242
211051286,48,87,55,29,58,10,3,293,5,4,3,0,4,0,0,16,0,0,0,0,0,0,0,6,65,129,95,61,101,23,6,483,0,3,7,4,5,0,0,16,6,11,8,3,6,3,0,36,5,19,9,6,11,4,0,54,70,141,110,68,115,29,6,540,76,82,37,23,35,15,4,279,0,3,0,0,0,0,0,4,152,225,147,95,150,45,12,825
212011287,26,45,28,21,28,12,4,157,3,7,0,3,0,0,0,13,0,0,0,0,4,0,0,3,47,73,56,52,76,37,19,358,0,3,7,0,0,3,0,17,3,4,4,3,3,0,0,18,8,15,9,7,4,3,0,37,50,83,63,59,78,35,19,391,40,34,18,10,11,3,3,119,0,0,0,0,0,0,0,0,93,119,82,70,92,42,21,508
212011288,8,24,17,13,14,4,0,86,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,15,35,30,22,34,13,3,151,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,15,3,6,3,0,0,0,0,15,14,36,34,27,36,11,3,166,20,18,14,16,10,4,0,85,0,0,0,0,0,0,0,0,35,60,51,40,39,16,3,250
212011289,30,64,41,35,44,14,9,240,3,0,0,3,8,0,0,18,0,0,0,3,0,0,0,7,45,98,73,72,96,34,12,441,0,9,0,0,3,0,0,11,3,0,3,3,0,0,0,13,6,8,3,0,3,0,0,24,50,110,76,78,99,34,12,462,50,34,12,11,17,5,3,133,0,0,0,3,3,0,0,9,99,143,91,89,127,41,15,605
212011290,15,32,24,11,7,5,3,101,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,21,42,38,26,32,12,5,178,0,7,0,0,0,0,0,7,3,0,0,3,0,0,0,8,3,7,0,3,0,0,0,11,20,52,40,29,30,12,5,187,35,36,17,3,11,0,6,101,0,3,0,0,0,0,0,3,63,86,57,32,39,18,6,299
212011291,59,102,82,38,55,17,10,365,4,8,0,0,0,0,0,20,0,4,0,0,3,0,0,7,109,167,114,73,127,49,10,646,5,13,12,8,6,3,0,49,24,19,7,8,6,0,0,64,29,34,21,14,17,5,0,115,136,198,132,91,140,53,12,766,199,141,66,35,44,14,3,502,0,0,4,0,0,0,0,6,335,338,202,125,187,64,18,1270
212011292,84,147,87,51,61,27,6,465,8,4,6,3,3,4,0,31,8,6,10,4,3,0,0,28,147,228,147,115,156,79,32,902,7,15,14,6,8,7,0,52,10,20,12,12,15,0,0,75,18,32,24,19,26,8,0,128,163,263,173,138,177,87,29,1024,236,199,96,47,53,14,14,651,4,8,5,3,0,0,0,17,402,462,272,185,226,98,43,1693
212021293,34,64,43,37,57,23,8,255,3,3,0,0,5,0,0,14,0,3,0,0,3,0,5,9,55,140,94,85,154,59,25,608,3,0,0,3,0,0,0,9,0,11,9,8,8,7,0,36,3,13,9,6,7,7,0,43,55,152,100,92,160,61,25,654,48,49,34,15,33,13,4,200,0,0,0,0,0,0,0,0,103,203,139,109,191,76,29,852
212021294,38,88,58,45,58,21,8,319,4,4,0,0,4,0,0,16,3,0,0,0,0,0,0,0,79,160,118,107,158,80,40,742,7,3,3,3,8,3,3,30,6,9,10,3,6,0,0,35,13,14,15,9,15,3,3,67,89,176,128,118,176,82,41,801,96,92,59,35,49,11,12,356,0,0,0,0,0,0,0,4,185,271,183,153,224,95,57,1166
212021295,16,24,11,9,21,6,3,100,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,29,66,29,31,43,15,7,212,3,15,11,3,8,9,0,36,10,14,6,4,0,3,0,42,10,23,12,7,7,7,0,85,40,90,44,39,46,22,7,295,108,89,66,30,46,23,10,370,5,9,3,0,0,0,0,18,155,186,113,70,95,48,15,689
212021297,13,26,15,10,24,4,3,93,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,3,26,37,31,22,46,16,8,193,6,0,13,0,7,0,3,42,0,3,0,0,0,3,0,13,9,5,9,3,11,7,4,50,39,43,48,28,56,19,15,240,51,47,25,18,31,9,13,201,0,3,0,0,0,0,0,3,88,96,68,50,88,32,26,448
212021299,3,4,5,3,14,9,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,14,24,9,5,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,4,7,7,14,14,15,27,16,8,97,8,17,9,7,17,3,3,62,0,0,0,0,0,0,0,0,16,33,21,22,45,16,14,166
212021453,13,27,16,16,14,10,12,100,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,32,55,30,26,28,23,18,208,8,4,4,3,3,0,0,18,7,5,8,0,4,0,3,26,11,15,6,3,8,0,3,42,43,67,41,30,33,24,20,253,44,47,27,27,28,10,7,199,0,3,0,3,0,0,0,11,85,117,70,60,67,28,27,458
212021454,15,29,21,12,15,13,9,112,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,8,27,54,43,31,50,31,16,255,3,3,3,0,4,0,0,12,3,7,7,5,3,3,0,29,3,14,12,5,7,4,0,46,31,70,56,36,55,33,17,301,56,60,17,16,34,6,3,188,0,0,0,0,0,0,0,0,85,129,72,48,88,47,29,490
212021455,20,35,31,22,37,9,3,157,0,4,0,0,0,0,0,8,4,3,0,0,3,0,0,16,33,60,64,49,79,47,16,348,0,4,4,3,4,0,3,15,5,9,6,3,0,0,0,31,7,10,12,6,3,0,3,44,41,69,70,57,85,47,19,388,60,39,23,16,23,14,8,185,0,0,0,0,3,0,0,7,101,108,100,71,111,55,31,582
212021456,26,43,39,28,30,8,5,173,0,4,3,3,3,0,0,12,0,0,3,0,0,0,0,3,40,71,54,57,71,27,10,327,0,3,0,4,4,0,0,13,9,6,0,0,0,0,0,15,9,9,3,4,4,3,0,31,45,80,57,63,70,35,13,360,95,87,32,20,37,20,3,302,0,0,0,0,0,0,0,3,145,169,98,83,109,54,15,666
212031300,32,72,48,33,39,18,0,243,8,6,8,3,4,0,0,32,9,4,0,0,0,0,0,17,80,133,88,79,87,43,13,529,5,15,6,4,8,0,0,41,8,12,3,7,4,0,0,37,15,32,13,5,11,4,0,82,99,165,101,83,97,47,13,607,178,196,85,56,59,24,8,603,0,3,0,3,3,0,0,10,274,363,187,146,158,72,25,1218
212031301,65,82,63,45,37,11,0,304,6,0,0,0,0,0,0,13,3,5,3,5,6,3,0,27,106,161,128,106,114,40,15,677,10,16,14,7,15,6,0,69,20,27,14,4,6,0,0,70,31,45,29,10,16,6,0,134,141,206,157,112,138,50,18,815,110,90,45,23,34,6,3,314,4,3,6,0,3,0,0,14,248,303,207,137,171,60,21,1140
212031302,36,75,61,35,52,23,13,282,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,72,126,108,62,106,55,33,560,3,6,13,3,9,4,0,40,17,9,7,7,7,0,0,49,23,12,16,11,18,3,0,80,94,143,121,69,127,58,33,644,127,110,34,31,43,26,11,382,3,0,3,3,0,0,0,10,225,250,165,105,166,82,43,1035
212031303,14,23,17,9,13,0,0,66,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,23,26,26,16,22,8,0,128,3,0,0,0,0,0,0,8,3,5,0,0,0,0,0,6,4,5,0,0,0,0,0,15,28,31,33,16,26,8,0,138,32,35,5,8,4,0,0,91,0,0,0,0,0,0,0,0,57,69,35,25,30,11,3,231
212031304,39,58,33,24,38,16,5,209,8,7,0,0,3,0,0,17,3,3,0,4,3,0,0,13,70,116,59,55,79,31,15,437,3,6,9,6,5,0,0,32,6,16,8,0,3,0,0,43,11,25,17,10,14,5,3,77,81,144,82,62,91,36,15,509,81,65,36,25,24,16,11,256,4,6,0,0,7,4,0,18,167,215,112,89,118,50,25,779
212031305,47,61,44,44,59,21,6,289,8,8,3,0,3,0,3,19,0,0,8,0,5,0,0,16,82,142,104,78,141,59,30,629,4,7,4,3,10,3,3,34,10,18,10,10,3,0,0,53,19,29,16,9,8,3,3,91,98,169,122,91,149,62,33,723,146,140,62,62,64,44,17,530,3,6,3,0,0,0,0,15,243,311,190,148,213,102,52,1268
212031306,13,27,22,11,21,7,4,106,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,35,62,40,33,49,28,16,262,0,7,3,0,0,0,0,18,0,0,3,0,0,0,0,3,3,3,7,0,0,0,0,19,34,68,49,37,49,24,15,279,37,38,15,16,18,7,3,133,0,0,3,0,3,0,0,5,71,104,64,54,69,32,22,420
212031308,11,26,21,21,27,10,0,113,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,3,19,46,42,34,41,16,7,197,0,0,0,0,0,0,0,7,5,4,5,0,0,0,0,12,7,3,5,0,0,0,0,16,23,46,46,38,41,16,7,215,23,25,9,9,6,0,0,79,0,0,0,0,0,0,0,0,47,78,56,50,52,15,7,292
212031457,9,44,34,21,33,15,5,155,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,4,15,76,55,39,72,35,19,317,0,0,0,0,3,0,0,8,3,0,0,0,0,0,0,9,3,0,3,0,5,0,0,16,21,74,58,41,81,35,17,334,43,28,23,9,15,8,11,132,0,0,0,0,0,0,0,0,59,104,86,50,90,43,27,462
212031458,32,39,42,34,29,16,3,193,3,0,4,3,0,0,0,14,0,5,0,3,5,0,0,10,47,81,85,68,101,36,13,427,9,12,3,7,3,0,0,37,3,7,3,4,4,0,0,21,15,16,12,8,10,0,3,66,65,96,96,83,107,36,19,495,81,71,45,23,52,20,15,317,0,3,3,3,0,0,0,5,143,168,140,106,165,61,34,813
