SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
213011330,0,3,0,3,0,3,4,10,30,0,36,0,0,0,0,3,0,5,3,3,0,11,0,4,0,10,0,3,7,13,35,0,52,6,9,0,16,0,4,5,19,30,0,53,6,15,4,29,3,10,10,42,58,3,96,9,26,4,43,9,10,14,50,66,0,115,29,33,0,63,0,4,3,65,56,3,127,45,32,5,77,4,5,13,88,59,0,146,48,18,3,76,0,3,3,77,65,0,144,42,19,3,69,0,0,3,74,52,0,120,36,8,0,47,3,0,3,46,24,0,74,29,10,0,43,0,0,7,44,21,0,69,25,11,0,37,3,0,3,43,19,0,62,18,9,0,26,0,0,0,30,12,0,45,5,0,0,6,0,0,0,9,3,0,5,3,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,3,0,0,4,17,12,3,36,3,3,7,42,54,3,103,7,5
213011331,0,0,0,0,7,3,7,7,14,0,20,0,0,0,3,0,0,0,3,3,0,4,0,5,0,8,3,4,3,15,17,0,27,0,3,0,4,0,3,3,9,5,0,13,0,9,0,10,3,0,5,15,9,0,24,4,8,0,12,0,3,3,20,16,0,31,4,11,3,14,0,0,0,19,15,0,39,15,14,0,31,0,0,7,34,11,0,53,27,8,0,38,0,0,0,37,20,0,57,10,9,0,21,0,0,0,21,18,0,36,11,3,0,17,0,3,3,14,3,0,18,13,3,0,17,0,0,0,20,4,0,26,14,9,0,17,0,0,0,18,11,0,27,3,4,0,6,0,0,0,6,5,0,13,3,0,0,3,0,0,0,3,3,0,4,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,3,15,0,0,3,18,12,0,31,0,0
213011332,0,0,0,0,4,0,4,6,14,0,19,0,0,0,0,0,3,7,4,6,0,10,0,0,0,0,0,3,3,7,23,0,27,0,0,0,5,0,3,3,8,13,0,25,0,6,0,6,3,6,12,19,22,0,41,3,11,0,11,3,4,5,20,34,0,52,8,12,0,22,3,7,5,29,27,0,55,12,14,4,32,0,0,3,31,31,0,62,42,19,0,59,0,3,3,66,27,0,92,28,12,0,42,0,0,0,45,20,0,67,17,7,0,21,3,0,3,21,14,0,41,18,4,0,25,0,0,0,25,15,0,43,22,8,3,32,0,3,3,29,4,0,36,15,3,0,14,0,0,0,14,11,0,28,11,0,0,18,0,0,0,18,4,0,19,4,0,3,4,0,0,0,4,3,0,11,0,0,0,3,0,0,0,3,3,0,6,18,16,0,37,3,0,3,36,28,0,68,0,0
213011333,0,0,0,0,4,3,7,7,28,0,35,0,0,0,3,0,0,0,5,6,0,9,0,3,0,3,0,10,13,20,35,0,50,0,9,3,13,3,0,5,20,33,0,50,4,21,0,24,0,3,3,27,43,0,72,5,18,3,25,0,4,4,32,46,0,74,22,17,5,44,3,0,3,46,54,0,97,20,12,0,40,3,3,5,45,44,0,87,25,17,7,46,5,0,5,55,41,0,96,15,11,0,23,0,3,4,29,29,3,60,12,14,0,31,3,0,3,28,29,0,55,6,3,0,15,0,0,0,15,14,0,25,16,5,0,20,0,0,0,21,8,0,34,10,3,0,8,0,0,0,11,3,0,12,3,0,0,3,0,0,0,3,6,0,9,0,3,0,5,0,0,0,8,0,0,9,0,0,0,4,0,0,0,4,3,0,9,12,13,10,34,0,3,3,37,42,4,78,0,4
213011334,0,0,0,0,3,11,12,16,50,0,68,0,0,0,0,0,0,3,4,15,0,21,0,16,0,16,10,13,22,32,34,0,70,0,16,0,21,3,4,7,28,50,0,74,3,17,0,17,11,8,20,35,61,0,93,12,26,3,37,9,3,11,49,59,0,107,20,18,0,41,4,3,10,44,74,0,124,27,24,5,58,3,0,3,61,79,0,136,32,15,0,49,5,4,11,60,72,0,136,25,16,0,43,4,0,3,46,42,0,90,25,7,0,34,0,0,0,34,19,0,53,15,8,0,19,3,0,3,25,23,0,50,15,3,4,18,4,0,5,25,28,0,48,4,3,0,8,0,3,3,7,10,0,21,4,0,0,4,0,0,0,4,3,0,9,0,0,0,3,0,0,0,6,3,0,6,8,3,0,7,0,0,0,7,3,0,10,14,15,5,31,4,0,7,39,61,3,105,4,0
213011335,0,0,0,3,5,3,9,13,49,0,61,0,3,0,6,3,0,3,6,4,0,15,0,13,4,18,3,4,14,33,29,0,59,5,11,0,15,4,0,3,25,29,0,47,0,10,3,13,6,5,10,25,33,0,57,14,22,3,31,0,6,10,44,50,0,90,13,18,3,41,3,0,4,41,56,0,100,24,23,3,51,6,4,7,61,50,0,104,27,12,0,40,3,3,3,42,64,0,109,34,18,3,54,3,0,5,57,33,0,95,19,13,0,33,3,0,4,37,29,0,67,12,3,0,14,4,0,3,17,19,0,38,19,10,3,25,3,3,8,32,18,0,49,6,3,0,11,0,0,0,11,7,0,21,0,4,0,3,0,0,0,3,5,0,9,3,0,0,3,0,0,0,0,3,0,4,4,0,0,4,0,0,0,3,3,0,4,19,11,3,39,4,5,6,41,44,3,87,0,0
213011336,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,3,6,0,0,3,3,6,0,3,0,0,0,5,7,0,14,0,5,0,6,0,4,3,10,19,0,32,0,0,0,0,3,3,4,6,22,0,27,3,5,0,9,0,4,5,21,23,0,38,7,4,0,12,0,3,5,18,17,0,38,9,13,3,25,0,0,0,21,27,0,51,8,8,3,18,0,0,0,17,30,0,45,12,3,0,16,3,0,3,18,16,0,35,13,6,0,15,0,0,0,19,15,0,35,3,0,0,8,0,0,0,8,9,0,15,8,3,0,10,0,0,0,12,3,0,11,4,5,0,6,0,0,0,6,3,0,11,3,0,0,3,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,10,3,0,3,11,11,0,25,0,0
213011337,0,0,0,0,7,3,8,6,29,0,32,0,5,0,5,0,3,0,7,6,0,14,0,9,3,10,10,7,14,22,27,0,50,0,6,0,5,3,0,3,12,23,0,38,3,8,0,12,5,4,12,18,34,0,52,9,14,0,22,0,0,3,21,33,0,55,11,8,3,20,3,3,6,24,34,0,61,15,15,3,25,3,0,3,29,33,0,66,17,10,3,32,0,3,6,33,34,0,72,15,8,0,31,4,3,8,37,17,0,56,11,8,0,19,0,0,0,19,18,0,38,12,6,0,21,0,0,0,21,11,0,33,6,4,0,15,0,0,0,15,22,0,36,4,3,0,11,0,0,0,8,3,0,18,3,0,0,4,0,0,0,5,4,0,9,0,0,0,3,0,0,0,3,0,0,3,4,0,0,4,3,0,3,9,0,0,9,15,6,3,22,4,3,5,35,30,3,66,0,3
213011338,0,0,0,0,4,0,9,4,31,0,40,0,0,0,0,0,0,0,0,7,0,6,0,11,0,8,9,7,18,25,24,0,49,0,8,0,9,8,3,9,23,38,0,57,0,10,0,17,6,4,10,23,42,0,65,11,13,0,29,3,3,6,35,62,4,99,15,21,4,38,3,5,12,53,51,3,106,19,19,0,34,9,4,12,45,67,0,114,20,19,3,45,0,5,9,46,66,0,114,27,10,3,45,3,4,10,48,37,0,87,17,9,0,29,0,4,4,36,24,0,54,11,3,0,17,0,4,4,23,20,0,43,20,9,3,28,0,0,0,28,24,0,52,14,4,0,13,0,0,0,18,15,0,29,4,0,0,7,0,0,0,5,6,0,8,4,0,0,5,0,0,0,3,0,0,3,8,0,0,11,0,0,0,11,0,0,11,18,14,6,35,3,5,9,43,41,7,93,5,0
213011339,0,0,0,0,0,0,4,4,10,0,7,0,3,0,3,0,0,0,3,3,0,6,0,3,0,3,0,0,5,6,9,0,21,0,3,0,3,5,4,8,9,10,0,23,0,8,0,6,0,3,3,11,15,0,27,4,17,3,23,6,3,12,34,18,0,50,3,23,0,31,0,3,3,33,18,0,54,25,16,0,44,0,0,0,44,22,0,65,33,10,0,47,0,0,3,45,26,0,68,16,9,0,28,0,0,3,31,17,0,43,17,3,0,22,0,0,3,23,4,0,32,16,0,0,17,0,0,3,22,9,0,24,27,4,7,38,0,0,0,35,8,0,44,16,3,0,20,0,0,0,20,0,0,20,7,3,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,22,13,0,31,4,3,3,42,18,0,63,0,0
213011340,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,5,3,5,12,20,0,26,0,4,0,4,0,0,0,3,12,0,14,0,7,0,7,0,3,3,13,9,0,21,6,9,0,19,0,3,6,24,17,0,45,3,15,0,21,0,3,0,23,13,0,38,18,10,0,31,0,3,3,34,26,0,55,19,18,5,37,3,0,3,42,21,0,64,18,8,0,26,0,0,0,26,11,0,35,25,11,3,35,0,0,0,35,7,0,44,18,5,0,22,0,0,0,22,8,0,29,27,5,0,33,0,0,0,33,10,0,46,17,0,0,20,0,0,0,20,3,0,19,8,0,0,9,0,0,0,9,3,0,11,7,0,0,11,0,0,0,11,0,0,11,10,0,0,13,0,0,0,13,3,0,20,29,12,3,44,3,0,4,44,22,3,75,3,3
213021341,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,0,0,0,3,12,0,18,0,0,0,0,0,0,0,0,4,0,11,0,5,0,5,4,3,3,13,9,0,20,0,21,0,23,3,0,3,25,9,0,34,3,7,0,9,0,0,0,10,25,0,35,10,18,0,27,3,0,3,28,26,0,59,22,15,0,35,0,0,0,36,27,0,66,23,9,0,34,0,0,0,32,17,0,52,20,13,0,27,0,0,0,27,7,0,41,9,4,0,18,0,0,0,16,15,0,27,19,8,0,28,0,0,0,28,16,0,40,6,0,3,6,0,0,0,8,3,0,10,7,0,0,7,0,0,0,7,3,0,9,10,0,0,9,0,0,0,9,0,0,9,6,0,0,6,0,0,0,6,4,0,5,22,15,3,38,3,0,3,39,14,0,58,0,3
213021342,0,0,0,0,3,0,5,5,19,0,21,0,0,0,0,0,0,0,0,4,0,10,0,3,0,3,5,9,10,12,17,0,36,0,12,0,11,0,5,5,20,15,0,36,3,10,0,12,4,0,5,21,17,0,41,0,27,0,29,11,3,8,42,40,0,87,10,23,0,33,3,3,6,37,58,0,97,23,25,3,54,0,0,3,56,42,0,100,37,32,3,76,0,0,3,81,53,0,134,33,13,0,49,0,0,0,46,35,0,84,34,9,0,45,0,0,0,46,22,0,69,21,13,0,35,0,0,0,35,9,0,39,47,10,3,59,0,0,0,59,9,0,70,24,3,0,25,0,0,3,31,5,0,37,11,0,0,12,0,0,0,18,0,0,18,9,0,0,9,0,0,0,9,0,0,4,6,0,0,5,0,0,0,9,0,0,9,33,12,3,50,3,0,3,49,27,0,80,3,0
213021343,0,0,0,0,0,0,0,0,12,0,17,0,0,0,3,0,0,0,3,5,0,7,0,5,0,5,0,5,6,13,7,0,16,0,8,0,6,0,0,3,10,13,0,27,3,4,0,13,0,3,0,16,29,0,44,4,20,0,24,0,6,8,25,27,0,58,10,22,0,31,0,0,0,30,44,0,76,17,10,0,22,0,0,3,26,46,0,69,23,14,0,40,3,0,3,42,36,0,76,18,11,0,28,3,0,3,29,34,0,62,18,5,0,25,0,0,0,29,20,0,51,18,7,0,27,0,0,0,29,12,0,44,17,5,3,30,0,0,0,30,14,0,48,4,3,0,9,0,0,0,9,4,0,13,6,3,0,13,0,0,0,13,3,0,15,4,0,0,4,0,0,0,4,3,0,5,4,0,0,5,0,0,0,5,3,0,4,18,3,0,27,0,0,0,30,36,0,59,4,0
213021344,0,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,0,0,3,6,0,5,0,3,0,0,0,4,3,4,6,0,12,0,3,0,3,3,0,3,8,0,0,8,3,6,3,12,0,0,0,14,14,0,25,0,19,0,18,0,3,5,27,11,0,44,5,14,0,18,3,0,3,22,25,0,42,12,18,0,28,3,0,3,31,29,0,61,20,31,0,49,0,0,3,50,32,0,83,26,8,0,38,0,0,0,39,15,0,55,23,6,0,29,0,0,0,29,3,0,33,17,12,0,34,0,0,0,35,7,0,43,46,11,4,67,0,0,0,67,17,0,77,17,3,0,25,0,0,0,25,9,0,31,6,0,0,6,0,0,0,6,4,0,6,18,4,0,15,0,0,0,15,5,0,21,5,0,0,4,0,0,0,4,3,0,10,23,11,3,33,3,0,3,37,13,0,56,3,0
213021345,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,0,0,5,10,0,8,0,3,0,3,0,0,0,3,5,0,10,0,4,0,4,0,0,0,4,9,0,20,3,10,0,13,3,0,4,19,9,0,26,11,6,0,23,0,0,0,20,6,0,30,10,4,0,8,0,0,0,15,0,0,16,8,0,0,11,0,0,0,11,4,0,13,3,0,0,11,0,0,0,11,6,0,15,12,0,0,15,0,0,0,15,3,0,16,6,0,0,10,0,0,0,10,3,0,12,5,0,0,3,0,0,0,8,0,0,8,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,9,0,0,0,9,8,0,18,4,0
213021346,0,0,0,0,0,3,3,3,10,0,6,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,6,9,0,12,0,3,0,3,0,0,0,3,11,0,13,0,3,0,6,0,0,0,8,17,0,22,0,15,0,20,0,0,4,24,15,0,42,11,4,0,12,3,0,4,18,10,0,28,7,6,0,17,0,0,3,17,17,0,35,18,10,0,27,0,0,0,33,16,0,48,18,13,5,33,0,0,0,33,7,0,42,25,9,0,28,0,0,0,28,7,0,44,20,11,0,26,0,0,0,26,5,0,29,40,9,0,50,0,0,0,50,8,0,61,12,3,0,12,0,0,0,12,3,0,15,0,0,0,4,0,0,0,4,0,0,3,19,0,0,18,0,0,0,18,0,0,18,11,4,0,17,0,0,0,17,0,0,21,26,18,0,40,0,0,0,45,22,0,68,0,0
213031347,0,0,0,3,10,0,10,7,24,0,36,0,4,0,3,3,3,9,8,9,0,25,0,11,3,19,3,3,6,24,31,0,60,0,8,0,10,0,7,4,15,27,0,49,3,6,0,16,3,6,7,16,35,0,57,5,20,3,30,7,7,11,41,42,0,86,13,22,0,34,5,3,8,47,57,0,106,20,13,3,39,7,5,7,43,64,0,105,23,18,3,42,3,5,9,47,49,0,99,23,15,3,43,0,0,0,40,32,0,71,13,13,0,27,4,0,4,24,22,0,48,13,5,0,23,0,0,0,26,11,0,31,16,3,0,19,0,3,6,23,13,0,36,7,3,0,16,0,0,0,12,16,0,33,10,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,3,4,0,10,21,16,3,35,3,3,7,43,36,6,85,5,0
213031348,0,0,0,0,5,0,5,3,11,0,16,0,0,0,0,0,0,5,3,7,0,7,0,0,0,0,5,3,6,6,14,0,26,0,0,0,3,0,3,3,5,7,0,15,0,3,3,11,0,0,3,12,21,0,35,4,15,0,23,0,4,4,21,24,0,48,3,4,0,14,0,3,4,14,38,0,53,15,8,0,22,0,0,0,28,20,0,48,18,15,0,32,0,0,3,36,29,0,61,11,4,0,16,0,0,3,15,9,0,28,15,5,0,20,0,0,0,20,9,0,29,17,9,0,22,0,0,0,22,11,0,36,8,4,0,16,0,0,0,16,16,0,28,8,0,0,8,0,0,0,8,9,0,19,3,0,0,5,0,0,0,4,3,0,9,6,0,0,3,0,0,0,3,0,0,4,3,0,0,3,0,0,0,3,0,0,3,20,5,0,21,4,0,4,29,21,0,49,0,0
213031349,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,10,6,0,11,0,3,0,3,0,3,0,7,5,0,17,0,5,0,6,0,0,0,3,6,0,16,0,5,0,6,0,3,3,9,9,0,25,0,11,3,12,0,0,0,15,5,0,18,9,17,0,27,0,0,0,27,12,0,38,14,8,0,26,0,0,0,25,18,0,40,13,5,0,21,0,0,0,20,11,0,34,16,8,0,26,0,0,0,26,12,0,33,11,4,0,16,0,0,0,16,9,0,20,25,4,0,32,3,0,4,34,10,0,40,9,4,0,9,0,0,0,9,4,0,15,4,3,0,6,0,0,0,6,7,0,10,9,0,0,11,0,0,0,11,3,0,8,4,0,0,3,0,0,0,3,0,0,7,14,7,3,19,0,0,0,22,8,0,30,0,0
213031350,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,3,0,3,9,7,0,12,0,0,0,0,3,0,3,3,6,0,8,0,4,0,4,0,3,3,10,7,0,16,0,12,3,16,3,3,3,19,7,0,27,0,7,0,11,0,0,0,11,26,0,32,5,3,0,12,0,0,0,16,12,0,22,5,10,0,20,0,0,0,20,23,0,43,9,8,0,19,0,0,0,19,5,0,20,13,3,0,14,0,0,0,14,3,0,16,3,0,0,8,0,0,0,8,7,0,12,16,8,0,23,0,0,0,22,4,0,30,9,0,0,10,0,0,0,10,7,0,14,3,3,0,3,0,0,0,3,0,0,3,7,0,0,7,0,0,0,7,3,0,10,3,0,0,3,0,0,0,3,0,0,4,3,0,0,4,0,0,0,9,3,0,13,0,0
213031351,3,0,0,3,0,0,3,7,9,0,9,0,0,0,0,0,0,0,3,0,0,7,0,0,0,4,3,0,3,4,13,0,17,0,6,0,6,0,0,0,9,7,0,15,0,7,0,10,0,0,0,10,16,0,28,5,13,0,17,3,3,6,22,19,0,41,7,15,0,16,0,0,0,21,19,0,36,14,15,3,35,0,0,0,35,14,0,51,5,8,3,21,0,0,0,25,19,0,41,18,8,0,24,0,0,0,24,5,0,30,18,9,0,27,0,0,0,25,6,0,36,17,0,0,23,0,0,0,23,5,0,27,16,3,0,14,0,0,0,16,12,0,25,4,3,0,10,0,0,0,10,0,0,8,3,0,0,3,0,0,0,3,3,0,7,3,0,0,3,0,0,0,3,0,0,9,3,0,0,3,0,0,0,3,3,0,9,9,5,0,17,0,0,0,18,27,0,40,0,0
213031352,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,3,8,0,7,0,0,0,0,0,3,3,3,5,0,6,0,3,0,3,0,0,0,7,6,0,8,0,3,0,3,3,3,5,7,15,0,24,3,5,0,13,3,0,3,9,18,0,29,4,15,0,21,0,0,0,21,22,0,43,14,18,0,31,0,0,0,34,20,0,54,13,21,0,37,0,3,3,35,33,0,71,11,13,0,22,0,0,0,18,13,0,30,20,5,0,24,0,0,0,24,14,0,31,21,3,0,20,0,0,0,20,17,0,36,23,3,0,23,0,0,0,23,12,0,39,6,7,0,13,0,0,0,12,3,0,14,4,3,0,4,0,0,0,4,3,0,13,6,4,0,13,0,0,0,13,0,0,16,3,0,0,3,0,0,0,3,0,0,6,12,4,0,24,0,0,0,23,13,0,40,3,0
213041353,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,9,0,9,0,3,0,4,3,0,3,11,10,0,23,3,4,0,8,0,0,0,6,21,0,32,4,12,3,13,0,4,6,23,44,0,62,3,30,0,37,3,5,10,49,41,0,91,13,34,3,50,3,3,10,60,59,0,120,23,39,4,63,3,7,5,69,38,0,113,34,22,3,57,0,0,3,59,36,0,98,42,20,3,64,0,0,3,69,13,0,84,25,15,0,46,0,0,0,43,17,0,59,27,7,0,40,0,0,0,39,10,0,50,30,12,3,46,0,0,0,46,11,0,61,16,0,0,16,0,0,0,14,3,0,21,4,0,0,4,0,0,0,4,4,0,4,0,0,0,4,0,0,0,4,0,3,3,6,0,0,6,0,0,0,6,3,0,3,29,16,4,43,0,0,0,49,22,0,76,3,0
213041355,0,0,0,3,0,0,3,4,15,0,16,0,0,0,0,0,0,0,3,3,0,4,0,3,0,3,0,5,4,8,5,0,14,5,4,0,10,3,0,3,10,9,0,20,3,7,0,6,0,0,3,11,17,0,30,3,17,0,23,4,3,3,23,20,0,49,18,27,0,43,3,3,3,51,26,0,76,10,28,0,37,0,0,0,38,21,0,65,28,28,0,56,0,0,0,57,24,0,77,39,12,0,48,3,0,3,48,15,0,71,37,12,4,51,0,0,0,49,11,0,67,21,3,0,25,0,0,0,25,7,0,30,35,7,3,47,0,0,0,47,16,0,64,18,7,0,22,0,0,0,27,0,0,27,10,3,0,12,0,0,0,14,3,0,19,3,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,0,0,9,0,0,9,26,21,0,48,0,3,0,52,22,0,71,3,0
213041356,0,0,0,0,5,0,7,7,17,0,23,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,7,3,6,10,22,0,35,0,4,0,5,4,9,10,16,39,0,60,0,17,0,14,9,10,14,31,60,0,89,3,32,3,37,8,7,15,53,87,0,143,17,24,6,48,3,7,15,60,68,0,133,28,32,3,72,3,0,6,72,52,0,130,37,29,3,73,3,0,3,74,61,0,129,28,15,0,41,0,0,0,41,33,0,73,31,10,3,42,0,0,3,48,18,0,62,19,10,0,30,0,3,3,34,14,0,46,24,6,0,33,0,0,0,36,16,0,52,11,5,0,17,0,0,0,17,6,0,21,3,3,0,4,0,0,0,7,3,0,9,3,0,0,3,0,0,0,3,0,0,6,3,0,0,6,0,0,0,6,3,0,8,41,15,3,56,3,4,8,64,39,3,102,0,5
213041357,0,6,0,4,3,0,4,9,25,0,30,0,0,0,0,0,0,0,0,15,0,15,0,9,0,9,6,3,8,17,25,0,41,0,11,0,12,4,0,8,19,47,0,65,0,11,0,14,7,4,12,25,61,0,87,7,38,5,49,5,16,21,65,92,0,159,18,32,0,52,3,10,13,65,83,0,147,40,43,4,81,5,3,7,91,66,0,159,40,18,3,64,3,3,10,75,38,0,116,35,17,9,64,5,0,5,63,37,0,107,17,13,0,37,3,0,4,36,22,0,55,35,3,0,40,0,0,0,48,11,0,53,42,7,0,48,0,0,0,48,13,0,61,14,0,0,17,0,0,0,17,6,0,19,8,0,0,9,0,0,0,8,0,0,9,3,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,3,3,0,8,21,17,5,42,4,10,11,48,35,0,89,0,0
