SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
206031115,0,0,0,3,3,0,3,8,20,0,23,0,0,0,0,0,0,0,4,10,0,15,3,8,0,12,4,7,10,24,22,0,43,0,3,0,3,0,0,0,3,15,0,20,0,9,0,8,4,3,4,15,40,0,57,0,16,0,19,0,3,4,25,14,0,40,4,7,4,13,0,5,5,17,19,0,39,9,12,0,16,0,0,0,16,18,0,36,9,6,0,12,0,0,3,14,23,0,42,7,5,0,8,0,0,0,8,13,0,22,8,3,0,13,0,0,0,13,6,0,22,3,0,0,3,0,0,0,3,0,0,10,12,3,0,16,0,0,0,16,8,0,20,5,0,0,5,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,3,0,0,3,0,0,0,3,0,0,3,12,4,3,17,0,6,3,22,17,0,38,0,0
206031116,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,0,0,4,4,0,3,0,0,0,0,0,0,0,3,7,0,6,0,0,0,3,0,0,0,3,4,0,6,0,4,0,4,0,0,0,4,11,0,12,0,13,0,13,0,3,6,15,15,0,28,0,13,0,19,0,0,0,19,14,0,30,7,4,0,12,0,0,0,11,17,0,31,7,11,0,19,0,0,0,20,19,0,34,18,9,3,26,0,0,0,26,14,0,43,14,8,0,20,0,0,0,20,12,0,31,18,7,0,19,0,0,0,24,6,0,29,27,3,0,27,0,0,0,27,7,0,36,9,3,0,13,0,0,0,13,8,0,22,3,3,0,7,0,0,0,4,3,0,9,7,0,0,7,0,0,0,7,3,0,8,7,3,0,6,0,0,0,6,0,0,13,12,6,0,20,0,0,0,19,15,0,37,0,0
206041117,0,0,0,0,3,4,3,6,17,0,24,0,0,0,3,0,0,0,3,8,0,18,0,3,0,3,4,4,5,6,24,0,33,0,0,0,0,0,0,0,0,18,0,23,0,6,0,11,0,3,3,11,19,0,34,6,11,0,16,0,3,3,16,24,0,42,0,6,0,8,0,0,0,8,29,0,37,8,8,0,18,0,5,0,22,13,0,36,9,7,0,23,0,0,0,23,28,0,46,5,0,0,5,0,0,0,5,15,0,23,4,3,0,4,0,0,0,4,3,0,14,5,0,0,6,0,0,0,6,3,0,10,8,3,0,12,0,0,0,12,3,0,13,3,3,0,10,0,0,0,10,3,0,7,0,0,0,0,0,0,0,0,0,0,5,8,0,0,8,0,0,0,8,0,0,12,0,0,0,3,0,0,0,3,0,0,3,3,3,0,10,3,0,6,14,22,0,34,0,0
206041118,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,6,6,0,10,0,3,0,3,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,4,0,4,0,4,0,5,0,0,0,9,9,0,16,4,3,0,10,0,0,0,10,3,0,12,8,0,0,7,0,0,0,7,7,0,16,8,4,3,17,0,0,0,17,4,0,22,10,5,0,12,0,0,0,12,3,0,17,4,0,0,7,0,0,0,5,3,0,9,3,4,3,5,0,0,0,5,0,0,12,16,3,0,16,0,0,0,16,4,0,18,6,0,0,6,0,0,0,6,3,0,10,6,0,0,3,0,0,0,3,0,0,3,7,0,0,9,0,0,0,9,0,0,8,10,0,0,15,0,0,0,15,0,0,15,7,0,0,7,0,0,0,7,10,0,16,0,0
206041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,4,4,0,7,4,0,0,6,0,0,0,6,0,0,6,0,0,0,3,0,0,0,3,3,0,6,3,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,4,0,9,3,0,0,3,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,9,6,5,0,8,0,0,0,8,5,0,12,3,0,0,5,0,0,0,5,3,0,7,0,0
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,0,0,5,8,0,15,0,0,0,3,3,0,4,8,10,0,20,0,3,0,3,3,0,3,7,14,0,17,0,9,0,9,0,0,0,5,12,0,23,0,11,0,8,0,0,0,8,11,0,22,4,3,0,9,0,0,0,9,20,0,33,9,5,0,18,0,0,0,13,9,0,22,3,6,0,16,0,0,0,16,7,0,23,12,8,0,16,0,0,0,16,3,0,26,4,0,0,8,0,0,0,8,0,0,8,11,3,0,20,0,0,0,20,7,0,30,4,3,0,12,0,0,0,12,0,0,12,4,0,0,3,0,0,0,3,0,0,5,5,0,0,7,0,0,0,7,0,0,7,8,0,0,8,0,0,0,8,0,0,8,9,4,0,12,3,0,3,15,14,0,30,0,0
206041122,0,0,0,0,4,3,7,7,68,0,76,0,0,0,0,0,0,0,4,13,0,19,3,3,0,4,0,0,0,3,15,0,24,0,6,0,6,0,0,0,6,9,0,24,4,0,0,4,3,0,3,5,14,0,20,5,10,0,12,0,0,0,13,8,0,20,6,8,0,14,0,0,0,14,9,0,29,4,4,0,10,0,0,0,10,9,0,21,10,10,0,20,0,0,0,20,16,0,34,3,3,0,9,0,0,0,9,7,0,15,8,3,0,14,0,0,0,12,9,0,18,4,0,0,5,0,0,0,5,3,0,9,10,0,0,13,3,0,3,16,3,0,21,11,0,0,11,0,0,0,11,3,0,12,4,0,0,4,0,0,0,4,0,0,3,5,4,0,12,0,0,0,12,6,0,13,7,0,0,7,0,0,0,7,4,0,11,11,4,0,15,0,0,0,15,13,3,26,0,0
206041123,3,0,0,3,0,0,0,3,22,0,21,0,0,0,0,0,0,3,3,6,0,14,0,3,0,3,5,0,5,13,29,0,42,0,3,3,6,3,3,3,12,19,0,32,0,3,0,9,3,0,3,14,27,0,35,0,9,0,11,3,4,3,18,23,0,43,8,8,0,16,0,0,3,17,23,0,44,9,14,0,17,0,4,3,25,22,0,40,16,11,3,28,0,3,3,31,19,0,50,18,7,0,26,0,0,0,26,13,0,34,8,5,0,16,0,0,0,13,3,0,21,17,0,0,16,0,0,0,22,3,0,20,23,0,0,28,0,0,0,28,9,0,40,0,0,0,4,0,0,0,4,0,0,4,0,3,0,4,0,0,0,4,0,0,7,6,0,0,12,0,0,0,12,3,0,8,5,0,0,5,0,0,0,5,0,0,5,12,11,0,17,0,0,0,23,12,0,35,4,4
206041124,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,5,0,0,0,5,3,0,11,0,4,0,4,0,0,0,4,7,0,6,3,3,0,3,0,0,0,6,8,0,9,0,4,0,5,0,0,0,5,6,0,13,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,3,0,5,5,3,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,3,0,6,0,0
206041125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,3,6,0,8,3,5,0,10,0,0,0,10,3,0,14,3,0,0,3,0,0,0,3,4,0,6,6,0,0,4,0,0,0,4,3,0,8,3,3,0,3,0,0,0,3,3,0,5,4,0,0,4,0,0,0,4,8,0,14,3,0,0,3,0,0,0,3,0,0,7,3,0,0,5,0,0,0,5,0,0,5,12,0,0,12,0,0,0,12,0,0,14,3,3,0,8,0,0,0,8,0,0,12,5,3,0,6,0,0,0,13,5,0,13,0,0
206041126,0,0,0,3,0,0,0,6,29,0,31,0,0,0,3,0,0,0,5,8,0,7,0,3,0,6,0,0,0,4,3,0,6,0,0,0,0,0,0,0,4,7,0,10,3,4,0,8,0,0,0,9,3,0,13,3,4,0,11,0,0,0,7,8,0,17,7,5,0,11,0,0,0,11,5,0,19,7,6,3,16,0,0,0,16,6,0,20,5,8,0,15,0,0,0,15,8,0,30,7,6,0,12,0,0,0,15,3,0,16,3,5,0,6,0,0,0,6,6,0,10,11,6,0,19,0,0,0,17,6,0,24,16,4,0,21,0,0,0,21,9,0,29,10,4,0,8,0,0,0,8,0,0,11,0,0,0,4,0,0,0,4,0,0,3,15,0,0,15,0,0,0,17,0,0,18,10,0,0,10,0,0,0,10,0,0,17,11,4,0,16,0,0,0,16,6,0,27,0,0
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,0,0,0,0,3,8,0,14,0,0,0,4,0,0,0,3,4,0,4,0,3,0,3,0,0,0,3,4,0,5,0,3,0,6,0,0,3,7,4,0,8,0,3,0,3,0,0,0,6,3,0,8,3,8,0,13,0,0,0,13,3,0,16,3,4,0,9,0,0,0,9,11,0,18,0,5,0,11,0,0,3,8,10,0,25,6,9,0,18,0,3,3,19,15,0,33,10,8,0,20,0,3,3,23,13,0,33,8,12,0,21,0,0,0,27,4,0,30,15,0,0,14,0,0,0,19,7,0,20,18,10,3,30,0,0,0,30,12,0,47,7,3,0,6,0,0,0,6,3,0,14,0,0,0,3,0,0,0,3,4,0,3,24,3,3,23,0,0,0,30,0,0,29,16,0,0,16,0,0,0,16,7,0,22,17,9,0,27,0,3,3,34,9,0,48,0,0
206051129,0,0,0,0,0,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,3,7,3,0,11,0,3,0,3,3,3,5,9,6,0,14,4,9,0,12,0,0,0,12,3,0,13,3,17,0,20,0,0,0,24,22,0,47,4,16,0,21,0,0,3,26,6,0,29,3,16,0,14,0,3,3,22,12,0,31,10,22,0,35,0,0,0,37,7,0,48,9,11,0,14,0,0,0,14,10,0,28,16,4,0,20,0,0,0,20,3,0,24,29,4,3,36,0,0,0,36,3,0,39,22,9,0,34,0,0,0,34,8,0,37,13,0,0,14,0,0,0,14,0,0,14,4,0,0,3,0,0,0,3,0,0,5,22,10,0,28,3,0,3,26,0,0,26,10,0,0,12,0,0,0,12,0,0,12,20,10,0,29,0,0,0,27,13,0,46,0,0
206051130,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,3,7,10,0,19,0,0,0,0,0,3,3,3,11,0,20,0,11,0,11,3,3,3,12,13,0,25,0,7,0,13,0,0,0,15,18,0,32,3,8,0,18,0,0,0,19,27,0,45,13,10,0,25,0,0,0,25,29,0,50,3,18,3,25,0,0,0,24,29,0,59,12,10,0,26,0,0,0,22,13,0,35,19,7,0,20,0,0,0,20,9,0,29,24,3,0,22,0,0,0,22,8,0,33,34,4,0,36,0,0,0,36,3,0,46,5,0,0,5,0,0,0,9,3,0,13,5,0,0,5,0,0,0,5,0,0,3,23,0,0,24,0,0,0,29,0,0,29,8,3,0,14,0,0,0,14,0,0,12,16,6,0,20,0,0,0,25,31,0,56,0,3
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,7,7,14,0,18,0,6,0,5,0,0,4,10,18,0,27,0,4,0,4,0,0,0,4,20,0,25,0,4,0,5,3,3,8,7,12,0,21,3,3,0,7,0,0,0,10,15,0,30,0,7,3,13,0,0,0,10,9,0,22,5,11,0,17,0,0,0,16,19,0,29,0,0,0,6,0,0,3,5,9,0,16,5,9,0,12,0,0,0,12,9,0,17,11,3,0,11,0,0,0,11,3,0,14,14,5,0,20,3,0,3,21,0,0,26,3,0,0,5,0,0,0,5,0,0,6,6,0,0,6,0,0,0,6,0,0,7,12,3,0,15,0,0,0,15,0,0,20,8,0,0,8,0,0,0,8,0,0,3,14,4,0,17,3,0,3,20,17,3,39,0,0
206051133,0,0,0,0,0,0,3,3,11,0,12,0,3,0,4,0,0,0,3,0,0,7,0,6,3,3,0,3,6,8,9,0,13,0,4,0,7,3,0,3,3,7,0,15,0,7,0,7,0,0,0,12,11,0,20,3,19,0,22,3,0,4,27,19,0,44,4,22,0,25,0,0,3,28,19,0,49,8,12,3,24,0,0,3,29,17,0,46,18,21,0,42,0,0,0,40,23,0,61,21,9,0,35,3,3,3,37,8,0,48,17,3,0,23,0,0,0,23,6,0,34,18,7,0,22,0,0,0,22,7,0,27,24,3,4,30,0,0,0,33,9,0,41,8,0,0,5,0,0,0,5,5,0,11,3,0,0,3,0,0,0,3,0,0,3,11,4,0,15,0,0,0,21,0,0,20,12,0,0,12,0,0,0,17,3,0,14,25,11,0,39,0,0,0,41,18,0,60,3,0
206051134,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,8,0,15,0,9,0,9,0,3,6,19,11,0,24,4,12,0,16,0,0,4,23,16,0,36,3,14,0,22,0,4,4,23,20,0,47,11,13,0,21,0,0,0,26,8,0,33,16,5,0,20,0,0,0,20,12,0,32,12,11,0,26,0,0,0,26,3,0,27,16,3,3,24,0,0,0,24,5,0,33,13,4,0,18,0,0,0,19,3,0,26,27,8,0,39,3,0,3,36,6,0,45,9,0,0,9,0,0,0,9,4,0,13,0,0,0,0,0,0,0,0,0,0,4,12,0,0,16,0,0,0,16,4,0,20,8,0,0,4,0,0,0,4,0,0,4,15,10,0,24,3,0,3,25,15,0,38,0,0
206061135,3,0,0,3,0,3,3,3,3,0,8,0,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,3,3,0,8,0,3,0,3,0,0,0,3,10,0,9,0,3,0,3,0,0,0,3,8,0,9,0,10,0,11,0,0,0,11,3,0,13,7,9,0,13,0,0,0,13,4,0,22,5,9,0,13,0,0,0,13,13,0,27,8,5,0,10,0,0,0,15,7,0,22,7,0,0,6,0,0,0,6,3,0,11,8,0,0,10,0,0,0,10,3,0,7,15,8,0,22,0,0,0,22,3,0,30,6,0,0,4,0,0,0,4,0,0,7,6,0,0,6,0,0,0,6,0,0,6,7,0,0,5,0,0,0,5,3,0,13,6,0,0,11,0,0,0,11,5,0,10,10,4,0,12,0,0,0,12,9,0,24,0,0
206061136,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,5,5,10,7,0,14,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,3,0,3,3,16,0,18,4,4,0,10,0,0,0,14,15,0,23,0,10,0,14,0,0,0,13,14,0,25,11,6,0,18,0,0,0,19,20,0,37,9,17,0,22,0,0,0,25,18,0,44,3,4,0,12,0,0,0,12,9,0,23,11,4,0,14,0,0,0,18,8,0,27,13,4,0,17,0,0,0,17,6,0,27,21,11,0,33,0,0,0,31,10,0,41,13,0,0,13,0,0,0,13,7,0,21,0,0,0,0,0,0,0,0,0,0,0,18,3,0,19,0,0,0,19,0,0,20,5,0,0,10,0,0,0,10,3,0,16,17,11,3,31,0,0,0,34,24,0,60,0,0
206061137,0,0,0,0,0,0,0,3,27,0,24,0,0,0,3,0,0,3,4,12,0,15,0,0,0,3,0,0,7,5,21,0,26,0,3,0,3,0,0,3,4,15,0,18,3,3,0,3,0,0,0,10,21,0,31,0,6,0,6,6,0,7,13,13,0,20,3,7,3,14,0,0,4,18,19,0,32,6,9,0,13,0,0,0,13,15,0,28,9,4,0,17,0,0,0,18,17,0,34,20,10,0,34,0,0,0,32,13,0,46,8,8,0,20,0,0,0,20,10,0,24,3,0,0,8,0,0,0,7,5,0,14,23,5,0,24,0,0,0,24,10,0,32,3,0,0,3,0,0,0,3,7,0,4,6,0,3,10,0,0,0,10,0,0,8,27,3,0,29,0,0,0,30,6,0,35,14,3,0,15,0,0,0,15,7,0,24,17,8,0,22,0,0,3,24,24,0,48,0,0
206061138,0,0,0,0,0,0,3,0,15,0,18,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,8,3,0,10,0,0,0,3,0,0,0,3,7,0,7,3,3,0,8,0,0,3,6,8,0,13,0,3,0,6,0,0,0,8,9,0,14,6,11,0,15,0,0,0,19,9,0,23,8,10,0,18,0,0,0,18,8,0,25,8,3,0,8,0,0,0,8,11,0,18,4,3,0,14,0,0,0,14,4,0,19,4,4,0,13,0,0,0,13,5,0,12,14,3,0,15,0,0,4,17,4,0,26,11,7,0,16,0,0,0,16,14,0,35,6,9,0,11,0,0,0,11,3,0,16,4,4,0,6,0,0,0,6,3,0,12,11,3,0,19,0,0,0,25,3,0,23,21,6,0,24,0,0,0,24,8,0,33,12,16,0,32,0,0,0,32,18,0,49,0,3
206071139,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,0,7,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,7,0,11,0,3,0,3,0,0,0,3,4,0,4,3,0,0,7,0,0,0,3,4,0,14,3,3,0,4,0,0,0,4,8,0,13,4,0,3,5,0,0,0,5,5,0,13,3,4,0,5,0,0,0,5,3,0,11,0,0,0,7,0,0,0,7,3,0,6,13,3,0,13,0,0,0,13,0,0,18,6,0,0,6,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,6,3,0,0,3,0,0,0,3,4,0,9,6,3,0,12,0,0,0,12,7,0,20,0,0
206071140,0,3,0,3,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,10,0,3,0,3,0,0,0,3,3,0,4,0,4,0,4,0,0,0,4,5,0,14,3,5,0,6,0,3,4,6,10,0,20,0,8,0,4,0,0,0,4,8,0,12,4,6,0,5,3,0,3,12,3,0,11,7,6,0,19,0,0,0,18,9,0,28,4,0,0,9,0,0,0,11,7,0,15,8,4,0,11,0,0,0,11,9,0,16,7,0,0,4,0,0,0,4,5,0,6,18,3,3,19,0,0,0,19,10,0,27,6,0,0,12,0,0,0,12,3,0,11,0,3,0,3,0,0,0,3,0,0,4,3,0,0,4,0,0,0,4,0,0,10,9,4,0,7,0,0,0,7,0,0,12,6,3,0,9,0,0,0,9,4,0,13,3,0
206071141,0,0,0,0,3,0,3,3,9,0,13,0,0,0,0,3,0,3,3,3,0,8,0,3,0,3,3,3,8,12,16,0,27,0,0,0,3,0,0,3,5,20,0,25,0,10,0,8,4,0,0,12,31,0,42,8,7,0,12,0,0,0,16,20,0,37,4,5,0,15,0,0,3,16,16,0,38,6,0,0,10,0,0,0,12,13,0,27,5,3,0,11,0,0,0,10,12,0,23,4,3,0,6,0,0,0,9,3,0,10,6,0,0,5,0,0,0,7,5,0,11,0,0,0,3,0,0,0,3,4,0,7,7,3,0,7,0,0,0,7,7,0,10,5,0,0,3,0,0,0,3,4,0,7,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,3,7,17,0,24,0,0
