SA2_MAINCODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
206031116,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,7,0,9,0,3,0,21,0,3,0,4,0,10,0,9,0,8,0,29,8,6,0,13,0,15,0,8,0,9,0,57,6,5,0,13,0,20,0,4,0,7,0,52,3,3,0,19,0,24,0,7,0,12,0,71,4,6,3,20,3,25,0,0,0,12,0,74,29,9,3,57,5,54,0,10,5,13,0,183,38,9,3,90,9,27,0,5,0,8,0,194,43,4,7,63,3,19,0,3,0,6,0,145,42,3,0,39,8,55,0,3,0,3,0,147,181,13,9,207,19,63,4,15
206041117,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,0,0,12,0,24,0,0,0,0,0,3,0,5,0,8,0,14,0,3,0,0,0,5,0,0,0,10,0,19,0,6,0,0,0,5,0,8,0,10,0,29,3,0,0,3,0,3,0,6,0,5,0,32,3,0,0,3,0,4,0,0,0,9,0,22,7,0,0,3,0,18,0,0,0,5,0,31,0,0,0,4,0,11,0,0,0,0,0,24,10,3,0,11,0,12,0,7,0,3,0,46,13,0,0,9,6,4,0,0,0,0,0,34,9,0,0,13,3,0,0,0,0,3,0,25,4,0,0,3,0,13,0,0,0,0,0,23,39,0,0,34,3,21,0,0
206041118,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,12,0,0,0,3,0,14,0,3,0,3,0,23,3,0,0,3,0,16,0,3,0,5,0,33,3,0,0,3,0,43,0,4,0,0,0,55,7,0,0,6,0,30,0,0,0,3,0,50,11,0,0,21,0,58,0,3,0,5,0,106,23,0,0,13,0,13,0,0,0,3,0,51,26,3,0,6,3,5,0,0,0,0,0,53,10,0,6,3,3,14,0,3,0,0,0,42,51,0,7,33,11,12,0,0
206041119,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,3,0,11,0,0,0,0,0,27,0,0,0,6,3,3,0,3,0,3,0,23,4,0,3,7,4,3,0,0,0,0,0,29,0,0,0,4,3,8,0,0,0,0,0,20,36,3,0,36,6,17,0,3
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,7,0,7,0,20,3,0,0,3,0,11,0,10,0,4,0,27,0,0,0,3,0,10,0,3,0,3,0,26,3,3,0,13,0,10,0,0,0,3,0,41,6,7,0,14,0,18,0,0,0,3,0,52,3,4,0,4,4,18,0,3,0,4,0,40,13,3,3,41,3,28,0,5,0,4,0,103,31,4,0,56,10,11,4,3,0,0,0,113,27,0,0,40,9,9,0,3,0,3,0,92,24,0,0,28,10,27,0,0,0,0,0,99,112,6,0,96,13,31,0,0
206041122,0,0,0,0,0,5,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,14,0,3,0,0,0,4,0,6,0,0,0,13,0,0,0,0,0,5,0,7,0,8,0,19,0,4,0,3,0,17,0,4,0,3,0,35,0,0,0,3,0,22,0,4,0,8,0,36,4,3,0,4,3,33,0,5,3,14,0,77,0,3,0,4,0,75,0,3,0,6,0,98,6,0,0,6,0,38,0,0,0,6,0,55,20,0,0,18,7,76,0,0,0,3,0,129,11,0,0,21,0,10,0,3,0,3,0,51,14,0,0,12,13,0,0,0,0,0,0,37,13,0,0,10,4,24,0,3,0,0,0,52,48,3,0,26,4,15,0,0
206041123,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,3,0,3,0,9,0,21,0,0,0,0,0,5,0,10,0,7,0,23,0,3,0,4,0,6,0,11,0,10,0,29,0,5,0,3,0,4,0,11,0,9,3,36,0,3,0,9,0,17,0,6,0,4,3,51,3,9,0,5,0,19,0,0,3,8,0,43,3,0,0,10,0,13,0,3,0,9,0,43,5,0,0,8,0,18,0,0,0,0,0,33,21,5,0,28,8,42,4,10,0,7,0,125,33,0,0,31,11,7,0,0,3,3,0,91,37,4,0,34,4,5,3,0,0,0,0,86,14,0,0,13,3,24,0,3,0,3,0,63,103,12,7,75,13,24,4,5
206041124,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,4,0,3,0,3,0,12,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,10,0,0,0,4,0,3,0,0,0,0,0,8,4,4,0,12,6,12,0,3,0,3,0,42,5,0,0,12,0,6,0,0,0,0,0,22,3,4,0,9,0,0,0,0,0,0,0,18,10,0,0,9,0,3,0,3,0,3,0,25,32,0,0,33,0,11,0,3
206041125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,5,0,0,0,3,0,12,0,0,0,3,0,4,0,0,0,0,0,5,4,0,0,3,0,3,0,0,0,0,0,8,6,0,0,5,0,12,0,5,0,3,0,29,3,0,0,13,0,3,0,0,0,0,0,25,10,0,0,5,0,3,0,0,0,0,0,23,3,0,0,4,0,13,0,0,0,0,0,24,45,0,0,36,4,27,0,9
206041126,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,4,0,3,0,9,0,21,4,0,0,4,0,14,3,4,0,7,0,45,3,0,0,3,3,13,0,0,0,12,0,39,0,3,0,4,0,16,0,0,0,7,0,34,0,0,0,3,0,24,0,0,0,0,0,38,16,6,4,17,4,47,0,0,5,5,0,101,11,3,0,20,3,12,0,0,0,5,0,45,19,0,0,14,10,8,0,0,0,6,0,51,16,0,0,10,4,33,0,0,0,0,0,61,54,5,5,35,15,27,4,4
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,3,0,6,0,3,0,0,0,21,0,3,0,6,0,11,0,5,0,9,0,30,3,3,0,7,3,14,0,6,0,8,0,36,0,3,0,10,0,11,0,0,0,4,0,32,0,0,0,8,0,5,0,0,0,7,0,29,21,0,4,26,10,43,0,4,0,4,0,113,32,3,0,40,4,8,0,3,0,3,0,93,33,5,0,32,6,10,0,0,0,3,0,86,22,3,0,28,9,79,0,0,0,8,0,147,203,9,9,214,19,112,8,13
206051129,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,3,0,3,0,13,0,0,0,0,0,3,0,3,3,3,0,16,0,4,0,3,0,9,0,3,0,7,0,21,4,3,0,14,3,18,0,3,0,0,0,38,0,0,0,14,0,14,0,0,0,3,0,37,6,3,0,17,0,9,0,3,0,5,0,50,26,9,0,40,8,42,0,12,3,9,0,143,19,4,0,56,15,14,0,0,0,0,0,99,19,4,0,52,5,9,0,0,0,0,0,90,23,0,0,25,9,53,0,6,0,3,0,106,163,13,3,193,33,56,3,10
206051130,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,3,0,4,0,9,0,4,0,0,0,6,0,3,0,6,0,20,3,0,0,3,0,4,0,0,0,7,0,18,3,4,0,5,0,12,0,3,0,13,0,36,4,7,0,3,0,13,0,6,0,5,0,44,0,3,0,4,3,16,0,7,0,10,0,43,8,3,0,22,0,21,0,4,0,8,0,69,23,8,0,44,0,45,0,3,0,14,0,142,37,4,0,55,8,15,5,3,0,7,0,140,35,3,0,44,3,13,0,3,0,3,0,110,28,5,0,20,12,57,0,3,4,3,0,135,179,13,0,177,48,66,4,8
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,0,3,0,9,0,23,0,0,0,4,0,6,0,3,0,10,0,33,0,6,0,8,0,11,0,0,0,4,0,28,3,0,0,9,0,8,0,0,0,4,0,24,0,0,0,0,0,6,0,0,0,3,0,17,8,0,0,13,3,12,0,4,0,6,0,51,16,4,0,20,0,7,0,0,0,0,0,53,20,0,0,31,3,5,0,0,0,6,0,62,20,0,0,16,6,26,0,3,0,0,0,70,91,11,8,103,28,44,3,3
206051133,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,12,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,12,0,0,0,0,0,7,0,7,0,0,0,23,9,3,0,10,0,16,0,8,0,6,0,55,3,4,0,12,0,21,0,4,3,5,0,57,5,3,0,17,0,10,0,5,0,3,0,46,11,3,0,19,0,18,0,0,0,7,0,62,21,8,0,32,7,55,0,0,3,3,0,133,29,7,0,47,11,19,7,3,0,0,0,135,17,0,0,36,5,9,4,0,0,0,0,75,21,0,0,25,9,38,0,0,0,3,0,107,126,7,5,131,22,48,0,6
206051134,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,0,3,0,0,0,3,0,5,0,3,0,7,0,3,0,0,0,6,0,4,0,3,0,23,0,5,0,4,0,10,0,8,0,3,0,37,0,7,0,15,4,6,4,3,0,11,0,53,4,14,0,16,0,15,0,14,3,5,0,69,8,3,0,22,0,27,0,4,0,0,0,71,0,3,0,23,0,14,0,4,3,5,0,55,15,13,0,56,8,35,0,5,0,0,0,134,21,9,0,60,7,8,0,5,0,3,0,110,20,4,0,46,3,13,4,3,0,0,0,90,24,6,0,17,6,15,3,0,0,0,0,70,97,7,7,120,21,36,3,4
206061135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,8,4,5,0,3,0,6,0,0,0,0,0,21,6,4,0,7,0,5,0,3,0,5,0,25,0,0,0,3,0,7,0,3,0,3,0,22,3,0,0,8,0,12,0,0,0,0,0,28,8,0,0,19,3,20,0,3,0,0,0,56,13,0,0,29,5,6,0,0,0,3,0,62,9,3,0,17,3,10,0,3,0,0,0,48,12,0,0,12,0,42,0,3,0,0,0,75,86,6,5,126,17,76,0,14
206061136,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,3,0,3,0,0,0,3,0,15,0,0,0,0,0,5,0,0,3,12,0,28,3,0,0,7,0,10,0,4,0,7,0,39,3,8,0,8,0,9,0,0,0,6,0,40,3,0,0,10,0,9,0,3,0,6,0,45,8,0,0,11,0,17,3,3,0,9,0,46,19,8,0,32,3,28,3,3,3,12,0,105,27,0,0,40,4,10,0,0,0,3,0,84,20,0,0,35,7,3,0,3,0,0,0,69,22,3,0,15,6,36,0,0,3,0,0,83,113,4,0,157,40,47,3,10
206061137,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,0,7,0,15,0,0,0,3,0,12,0,5,0,6,0,28,0,0,0,4,0,18,0,8,0,5,0,30,3,5,0,6,0,10,0,10,0,6,0,40,3,3,0,6,3,14,0,7,0,7,0,42,3,3,0,12,0,17,0,0,0,9,0,49,5,3,0,17,4,33,0,3,0,10,0,74,17,3,0,25,3,17,0,3,0,3,0,70,24,3,0,16,8,7,0,0,0,0,0,67,16,0,0,12,3,42,3,3,3,3,0,82,93,6,0,86,16,47,0,11
206061138,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,3,0,9,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,3,0,0,0,4,0,0,0,9,4,3,0,0,0,5,0,3,0,3,0,16,8,6,0,9,0,5,0,3,0,3,0,35,0,5,0,0,0,12,0,0,0,3,0,23,0,4,0,3,0,16,0,0,0,0,0,25,13,0,0,25,3,32,4,6,0,13,0,86,8,3,0,26,4,14,0,0,0,3,0,73,3,0,0,20,0,6,0,3,0,3,0,41,17,6,0,12,0,68,0,9,0,3,0,110,135,23,3,186,15,111,0,20
206071139,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,8,0,0,0,7,0,3,0,0,0,3,0,17,0,3,0,4,3,12,0,0,0,6,0,23,3,3,0,3,0,9,0,0,0,3,0,26,4,0,0,12,0,11,0,0,0,3,0,33,15,6,0,14,0,14,0,0,0,3,0,62,4,3,0,17,3,9,0,3,3,0,0,48,5,0,0,11,6,6,0,0,0,0,0,31,10,0,0,11,3,12,0,0,0,0,0,39,44,5,0,53,7,14,3,0
206071140,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,4,0,0,0,0,0,7,0,9,3,0,0,4,0,0,0,5,0,4,0,24,0,0,0,7,0,3,0,0,0,4,0,15,5,3,0,5,0,4,0,3,0,0,0,28,0,4,0,9,0,4,0,0,0,3,0,22,7,6,0,27,0,24,0,0,0,5,0,73,11,3,0,30,3,3,0,7,0,0,0,60,9,3,0,25,10,3,0,0,0,0,0,51,15,0,0,12,5,14,0,0,0,0,0,55,83,5,3,76,18,35,0,4
206071141,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,3,0,3,0,11,0,21,0,0,0,0,0,7,0,0,0,8,0,15,0,5,0,3,0,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,3,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,5,0,17,8,3,0,8,4,8,0,0,0,0,0,41,7,3,0,17,3,0,0,0,0,0,0,35,7,3,0,13,0,3,0,0,0,0,0,32,4,0,0,5,3,11,0,0,0,0,0,22,24,0,0,27,10,6,0,0
206071142,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,13,0,24,0,0,0,3,0,0,0,4,0,6,0,18,0,0,0,4,0,7,0,4,0,13,0,28,0,0,0,0,0,3,0,7,0,3,0,17,0,3,0,3,0,13,0,0,0,11,0,31,0,4,0,8,0,7,0,4,0,3,0,22,0,0,0,4,0,0,0,3,0,0,0,9,0,0,0,8,0,3,0,0,0,0,0,17,0,4,0,17,0,8,0,0,0,3,0,38,11,3,0,16,4,11,0,0,0,6,0,44,11,0,0,8,11,4,0,0,0,0,0,29,4,0,3,11,3,4,0,0,0,0,0,30,53,3,5,47,17,13,0,0
