SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
206041121,0,0,0,3,4,5,13,6,4,4,0,7,7,3,5,63,0,0,0,3,3,11,5,3,0,0,0,0,0,0,0,36,0,0,0,0,5,4,5,5,0,0,3,4,0,0,0,32,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,15,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,27,0,17,31,47,46,43,74,68,17,13,23,10,24,8,11,424,0,0,0,3,3,3,14,11,8,0,0,8,3,0,8,59,0,0,0,0,135,91,30,17,6,9,7,7,11,6,5,315,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,6,0,9,11,45,59,83,153,101,36,26,33,42,47,22,21,687,3,59,125,214,373,500,649,537,132,144,155,163,211,93,96,3440
206041122,0,0,0,3,3,8,19,8,3,4,3,10,4,10,0,71,0,0,0,3,10,19,28,24,11,5,13,19,10,27,7,168,0,0,0,0,0,9,72,155,41,55,73,112,218,169,164,1079,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,25,0,0,0,5,0,7,4,11,0,0,5,3,5,8,8,58,0,6,29,49,35,38,51,61,20,17,26,38,73,65,25,531,0,0,0,3,8,23,33,28,19,15,15,19,39,24,16,242,0,0,0,0,33,29,24,72,39,29,43,51,80,71,22,497,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,3,7,11,30,43,111,223,340,109,196,276,436,767,502,309,3366,9,56,105,194,308,694,2032,3578,1293,1924,2653,3825,5342,3712,1837,27555
206041123,0,0,0,3,5,5,17,15,5,3,0,3,3,0,0,60,0,0,3,0,7,18,15,8,0,11,9,5,11,7,5,90,0,0,0,0,3,8,18,28,3,9,16,14,32,13,4,155,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,13,0,0,0,13,3,9,8,0,0,0,0,0,3,3,3,46,3,11,32,61,39,70,82,69,22,31,17,24,44,25,24,559,0,0,0,8,16,16,26,30,9,5,13,10,24,23,10,185,0,0,0,0,99,114,39,29,7,16,11,30,21,17,22,406,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,14,0,11,12,50,68,243,356,210,64,79,102,133,220,186,113,1856,6,68,133,227,404,959,1239,1240,396,562,592,900,1297,1063,516,9601
206041124,0,0,0,0,3,4,17,9,3,0,3,0,3,4,3,47,0,0,0,3,3,9,6,7,0,4,0,0,6,10,0,54,0,0,0,0,0,3,12,7,0,0,0,0,7,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,18,22,20,20,58,23,11,6,4,10,20,13,8,238,0,0,0,0,3,10,23,10,3,0,0,5,5,13,3,72,0,0,0,0,23,10,3,6,3,6,5,3,4,0,6,64,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,6,3,16,21,39,67,53,14,23,36,38,53,70,14,447,3,45,62,88,129,215,452,363,93,147,159,248,357,346,91,2803
206041125,0,0,3,0,12,12,9,4,0,0,4,0,0,0,0,44,0,0,4,7,0,10,7,0,0,0,0,7,3,0,0,32,0,0,0,0,3,0,4,8,3,3,0,0,0,3,5,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,24,43,48,34,35,28,39,19,10,18,7,17,8,14,337,0,3,3,8,3,3,18,9,0,3,5,10,14,8,3,89,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,13,16,13,23,42,49,19,19,13,16,44,13,8,319,22,81,100,124,120,178,254,293,104,95,111,92,175,94,69,1892
206041126,0,0,0,8,12,5,13,20,0,0,9,3,4,7,0,92,0,0,0,0,9,26,19,9,3,7,10,0,5,4,0,96,0,0,0,3,8,8,26,30,11,13,6,23,15,19,10,168,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,15,0,0,0,3,3,3,0,6,0,0,4,0,0,4,3,27,0,15,29,61,46,55,77,83,46,52,52,63,81,34,24,719,0,0,0,5,7,6,19,26,12,3,14,27,18,13,5,159,0,0,0,0,40,19,11,24,3,9,6,12,4,3,3,137,0,0,0,0,4,0,8,5,0,0,0,0,0,0,0,17,0,12,16,34,63,122,180,203,45,104,143,211,301,209,115,1778,3,71,103,195,339,684,1432,1946,555,720,866,1159,1336,875,481,10744
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,3,3,15,15,8,11,9,0,3,0,0,0,0,70,0,3,3,6,3,5,3,7,3,3,0,3,0,0,0,42,0,0,0,3,0,3,6,13,4,0,0,4,3,0,0,41,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,0,3,0,3,0,0,4,0,0,0,0,14,0,32,76,112,54,63,125,112,36,47,40,57,57,26,36,883,0,0,0,10,9,27,28,23,11,4,7,12,18,6,8,159,0,0,0,0,10,12,6,3,0,0,3,0,0,0,4,36,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,12,0,43,47,58,47,85,92,100,38,34,46,38,91,39,26,781,12,197,418,442,287,449,662,739,216,203,258,253,415,203,187,4951
206051129,0,0,6,9,14,16,33,15,6,6,4,3,4,0,3,117,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,5,6,0,0,3,6,0,0,0,35,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,0,0,3,5,0,0,0,0,0,0,20,0,22,64,103,62,74,155,137,44,56,52,43,46,26,25,907,0,0,0,8,9,23,22,29,16,5,17,15,8,0,10,162,0,0,0,0,8,0,4,3,3,0,0,0,0,0,0,21,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,12,0,23,29,62,106,111,122,127,25,29,51,56,45,33,33,862,5,114,204,362,342,407,574,596,181,202,208,249,202,123,122,3900
206051130,0,0,0,10,13,27,32,30,3,4,6,4,9,0,7,139,0,0,0,0,5,3,0,4,0,3,0,0,0,0,0,21,0,0,0,0,5,3,7,6,0,3,3,0,0,0,3,33,0,0,3,6,3,3,8,4,0,0,0,0,0,0,0,24,0,0,0,15,13,14,8,4,0,0,0,0,0,0,0,50,0,24,96,97,83,95,134,181,61,46,54,51,56,27,28,1029,0,3,3,8,5,10,21,24,3,17,16,12,18,21,3,164,0,0,0,0,25,12,4,3,3,5,0,0,0,0,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,28,83,84,132,146,110,26,40,40,40,60,17,27,849,8,133,380,512,403,511,660,620,182,188,179,194,243,126,133,4466
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
206051132,0,0,0,4,11,14,19,5,3,4,8,6,11,0,3,84,0,0,0,0,3,11,7,0,0,3,4,0,0,0,0,27,0,0,0,0,0,9,13,18,0,3,3,5,5,0,0,58,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,14,0,0,0,10,0,3,3,3,0,0,0,3,0,0,0,26,5,21,64,87,51,58,99,96,33,28,33,31,37,25,21,678,0,0,0,8,6,14,16,13,3,3,7,11,3,3,5,95,0,0,0,0,23,19,13,10,0,0,0,0,0,8,3,76,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,23,25,46,47,200,134,111,39,39,33,43,61,35,21,861,8,100,217,263,261,538,618,630,193,200,198,256,272,171,118,4050
206051133,0,0,5,10,18,23,48,23,9,4,12,6,0,14,7,181,0,0,0,8,5,22,8,20,0,3,3,3,6,3,3,92,0,0,0,0,4,8,15,13,6,8,0,11,4,0,4,72,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,13,0,0,0,9,3,4,0,13,0,7,0,3,8,0,3,49,0,36,86,197,92,122,190,190,64,114,102,106,158,111,57,1625,0,0,5,26,18,31,34,49,14,8,25,23,42,9,18,309,0,0,0,3,19,8,6,14,6,3,3,11,6,4,0,90,0,0,0,0,3,3,10,3,3,0,0,0,3,0,0,34,6,39,46,118,140,298,262,276,90,118,96,157,208,155,105,2119,12,194,320,580,568,875,1191,1428,446,543,600,663,838,577,352,9196
206051134,0,0,0,6,21,41,47,17,3,4,3,0,0,4,0,152,0,0,0,6,3,13,8,3,5,3,0,0,3,0,0,52,0,0,0,0,5,3,16,14,7,3,6,3,0,0,5,67,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,3,3,3,3,0,0,0,3,0,0,0,19,0,14,57,91,78,93,125,137,45,48,37,35,55,23,17,867,0,0,0,6,22,27,50,31,13,7,22,28,19,5,0,228,0,0,0,0,13,3,4,16,7,3,3,0,0,0,0,45,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,15,4,44,50,83,129,262,185,177,46,64,77,68,59,51,36,1331,15,117,222,332,433,686,775,896,231,292,322,298,337,216,133,5312
206061135,0,0,0,9,19,17,11,6,3,4,0,0,3,0,0,75,0,0,0,10,3,10,4,5,0,0,0,0,3,3,4,46,0,0,0,0,0,3,3,13,0,5,3,3,3,7,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,11,8,23,35,57,44,33,39,34,16,14,10,14,11,5,4,362,0,0,0,9,12,10,14,14,12,3,7,3,3,0,0,91,0,0,0,3,8,8,4,12,0,0,3,0,0,3,0,41,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,43,35,27,42,62,55,70,10,24,22,27,21,15,13,470,28,123,208,212,212,300,340,355,91,116,107,151,135,89,73,2528
206061136,0,0,4,9,18,32,41,19,4,8,9,4,3,0,0,151,0,0,3,12,13,15,12,13,3,0,4,3,0,0,0,76,0,0,0,0,4,7,14,20,5,4,0,3,7,0,0,54,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,7,3,6,0,3,3,0,0,0,0,5,0,34,4,23,59,114,71,85,131,135,77,48,72,76,89,43,35,1050,0,0,3,15,12,29,18,25,15,4,11,11,25,8,13,195,0,0,0,0,34,18,11,17,0,3,4,9,4,3,3,109,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,25,3,27,26,81,102,204,144,142,37,36,78,64,140,66,29,1162,14,133,496,556,463,712,770,894,303,276,377,379,481,272,179,6296
206061137,0,0,5,3,10,27,41,25,13,6,9,10,9,7,4,166,0,0,4,16,5,17,18,18,0,4,3,5,6,0,0,97,0,0,0,0,3,6,26,28,8,9,8,11,11,6,3,110,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,16,0,0,0,13,3,10,0,8,0,0,3,0,3,0,0,45,3,34,59,98,65,70,98,118,45,63,77,93,149,86,48,1108,0,0,0,7,12,23,26,23,8,7,22,18,38,24,3,208,0,0,0,6,45,34,20,12,6,7,4,13,18,6,9,170,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,23,0,23,46,72,93,302,234,223,71,85,82,104,155,102,42,1641,12,128,257,366,408,838,1043,1220,397,519,607,763,1010,542,270,8375
206061138,0,3,3,9,30,38,31,17,0,0,3,3,0,0,3,137,0,3,8,12,11,12,3,4,0,0,0,0,0,0,0,62,0,0,0,0,0,0,12,9,0,0,3,3,0,0,3,27,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,44,63,79,55,47,63,38,6,14,18,4,13,11,13,470,0,0,3,17,15,14,20,19,0,0,8,8,3,0,5,119,0,0,0,0,19,5,0,6,0,0,3,4,0,0,0,45,0,0,0,0,7,3,0,5,3,0,0,0,0,0,0,16,17,108,63,55,85,83,81,62,11,17,24,30,25,22,15,695,88,362,279,368,392,462,544,404,89,115,132,165,155,91,97,3727
206071139,0,0,0,0,9,14,9,6,3,0,0,3,4,0,0,45,0,0,0,0,3,3,0,8,0,0,0,0,3,3,0,27,0,0,0,0,5,0,12,18,3,6,3,8,6,0,0,65,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,6,19,35,23,36,53,48,24,29,27,30,34,11,10,381,0,0,0,0,3,12,8,7,0,8,4,5,5,3,4,55,0,0,0,4,126,106,31,41,0,10,9,12,12,7,13,367,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,3,5,10,17,26,51,40,65,20,30,44,40,44,37,22,439,3,42,120,129,239,344,339,453,120,178,197,233,224,142,108,2869
206071140,0,0,6,0,4,3,10,3,0,0,0,0,0,0,0,33,0,0,0,0,0,4,3,4,3,3,0,0,0,0,4,22,0,0,0,0,0,5,5,4,0,3,0,0,4,3,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,20,0,18,29,43,42,53,46,46,14,15,8,18,14,17,12,370,0,0,0,8,12,15,11,19,7,3,4,10,3,9,11,106,0,0,0,0,11,3,0,3,0,3,0,0,0,3,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,26,18,29,25,43,52,43,17,8,21,22,26,13,19,352,9,126,222,159,169,232,272,238,76,94,78,94,104,107,72,2045
206071141,0,0,0,0,3,0,16,0,3,3,0,0,0,0,0,32,0,0,0,0,0,7,3,0,0,0,0,3,0,0,0,15,0,0,0,0,3,5,8,3,0,0,3,5,15,3,3,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,15,7,9,10,6,0,0,0,0,0,0,4,42,0,6,9,32,32,52,38,36,18,35,18,25,42,30,10,385,0,0,0,0,3,15,7,15,7,4,7,12,17,11,4,104,0,0,0,0,67,115,56,33,4,9,6,12,8,0,18,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,26,25,67,182,168,39,42,46,75,59,21,30,788,0,33,73,129,224,406,528,421,119,150,152,195,247,138,122,2929
206071142,0,0,0,0,6,11,9,3,4,4,0,5,0,3,0,50,0,0,0,4,0,5,0,0,0,0,3,0,3,0,0,19,0,0,0,0,0,7,5,4,0,3,0,3,0,0,0,28,0,0,0,14,4,10,3,0,0,0,0,0,0,0,3,34,0,0,0,8,8,5,0,5,0,0,0,0,3,0,0,26,0,15,28,48,37,65,56,42,20,23,32,40,44,22,17,485,0,0,0,6,10,15,11,20,0,4,9,13,15,12,8,127,0,0,0,0,76,123,68,36,10,5,7,4,4,3,8,348,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,0,5,23,32,39,74,215,201,34,20,37,60,53,40,38,894,3,63,142,184,277,478,650,486,121,114,142,187,210,145,130,3332
206071143,0,0,3,0,5,8,17,14,0,3,3,0,0,0,0,57,0,0,3,0,6,3,0,3,0,0,0,0,0,0,0,18,0,0,0,3,3,0,3,4,3,3,0,0,0,0,3,24,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,16,0,31,73,76,53,67,76,65,27,20,26,32,29,34,19,629,0,0,3,3,12,12,18,16,0,5,4,7,15,6,7,114,0,0,0,0,22,31,19,19,0,0,0,4,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,64,43,65,89,79,17,5,23,29,45,31,14,548,7,143,375,329,277,339,427,333,108,89,111,126,141,104,97,3013
206071144,0,0,3,7,13,30,37,25,5,7,0,6,10,3,0,138,0,0,3,9,9,29,11,13,3,0,4,4,3,0,3,89,0,0,0,0,4,9,16,23,6,5,12,5,5,4,3,99,0,0,3,10,3,3,8,3,0,0,0,0,0,0,0,26,0,0,0,12,8,5,3,0,0,0,3,0,0,0,0,36,3,33,74,138,89,147,172,172,79,77,82,89,95,57,38,1340,0,0,3,13,16,35,28,39,9,16,10,16,25,17,12,238,0,0,0,3,412,410,225,156,29,29,34,37,23,19,33,1406,0,0,0,0,5,0,4,5,0,0,0,0,0,0,0,18,4,25,41,119,206,315,288,249,59,74,86,91,99,57,66,1782,9,139,507,688,1016,1489,1417,1231,371,433,443,485,500,330,268,9324
206071145,0,0,0,3,7,6,13,3,3,0,0,0,0,0,0,38,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,16,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,15,54,83,44,35,58,40,7,11,19,14,8,9,11,405,0,0,0,7,6,10,13,12,6,3,0,9,8,5,5,87,0,0,0,0,17,11,3,0,0,0,3,0,3,0,0,43,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,16,31,32,26,46,34,15,5,9,13,18,11,7,276,6,81,187,230,205,195,279,222,49,47,58,61,87,54,69,1830
207011146,0,0,3,5,3,0,16,3,0,0,6,0,0,0,0,34,0,0,4,11,7,8,13,4,0,0,0,0,5,3,6,59,0,0,0,0,0,0,10,11,0,0,0,0,0,3,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,12,0,18,36,54,26,28,34,14,13,0,11,4,7,9,4,254,0,0,0,4,3,6,16,10,4,3,3,0,3,0,0,53,0,0,0,0,41,24,4,3,3,0,3,0,0,0,0,73,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,14,31,21,66,55,33,6,5,0,9,14,12,11,297,4,69,133,213,204,348,398,235,51,47,67,66,70,65,67,2031
207011147,0,0,3,3,12,13,33,17,0,0,4,0,3,0,0,89,0,0,3,12,20,34,32,20,4,0,0,6,7,3,0,145,0,0,0,0,0,8,8,4,3,0,0,0,7,0,0,32,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,7,0,6,4,3,0,0,0,4,0,0,0,23,4,55,83,104,33,57,63,42,13,7,4,3,7,0,3,477,0,0,4,5,11,9,4,14,3,3,0,3,0,3,3,73,0,0,0,0,121,43,7,15,3,0,7,5,0,0,3,206,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,12,5,34,32,48,61,120,103,67,6,22,17,28,30,12,16,593,20,214,359,433,556,990,1058,948,182,249,239,282,323,179,161,6201
207011148,0,0,0,3,19,14,33,35,0,3,0,0,0,0,0,108,0,0,7,7,19,39,59,25,3,3,0,4,8,0,8,184,0,0,0,0,0,3,12,6,0,3,0,0,0,3,0,29,0,11,4,10,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,13,6,5,6,6,0,0,4,0,0,0,0,39,6,36,70,99,39,52,71,52,16,9,3,3,12,0,15,478,0,3,3,4,11,11,23,15,5,0,9,3,3,3,7,100,0,0,0,3,179,67,23,23,0,8,0,7,13,7,7,334,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,5,59,46,78,78,169,111,81,5,9,18,26,17,16,9,727,23,350,566,560,734,1358,1417,1064,199,217,254,333,325,160,247,7803
207011149,3,0,6,14,33,20,46,15,0,6,3,5,3,4,3,159,0,0,3,23,19,51,28,19,5,0,0,8,3,3,7,169,0,0,0,0,3,0,14,11,0,8,0,3,3,0,0,42,0,0,6,5,0,4,6,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,62,106,152,86,91,151,97,34,15,20,7,21,9,27,887,0,0,9,12,10,13,41,17,3,15,3,20,3,0,6,150,0,0,0,4,82,22,12,17,0,4,10,5,8,0,12,175,0,0,0,0,3,7,9,3,0,0,0,0,0,3,0,27,6,51,42,61,86,115,99,78,16,37,23,31,38,38,35,754,32,287,486,561,647,835,967,814,158,212,224,271,267,177,206,6165
207011150,0,0,5,3,22,22,22,12,0,0,0,0,0,0,0,99,0,0,5,29,18,26,12,18,0,0,0,0,7,0,3,122,0,0,0,0,3,0,6,7,0,5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,3,0,21,3,42,76,124,76,73,86,60,10,18,5,8,11,0,15,618,0,0,0,13,0,13,28,14,0,5,0,0,13,3,6,96,0,0,0,9,67,16,9,12,3,0,0,3,6,0,6,132,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,11,3,27,50,53,46,82,64,65,9,10,16,11,14,16,9,477,12,173,329,408,467,637,655,513,94,117,104,124,170,74,100,3978
207011151,0,0,3,3,22,25,35,14,0,3,3,5,0,4,6,133,0,0,0,13,15,21,17,17,6,13,15,15,18,33,7,194,0,0,0,3,3,4,15,31,7,7,8,10,12,5,10,122,0,3,4,3,0,6,3,0,0,0,0,0,0,0,0,14,0,0,0,3,3,3,0,0,0,0,0,0,0,0,3,17,14,50,81,116,82,95,107,114,38,21,29,29,25,22,19,832,0,0,3,7,24,20,35,32,9,5,10,13,19,17,8,195,0,0,0,9,39,16,16,67,22,19,37,48,58,31,17,379,0,0,0,0,3,0,10,5,0,0,0,0,3,0,0,20,3,31,27,58,36,96,114,145,36,52,76,104,135,111,59,1083,27,204,294,389,432,648,886,1195,320,406,508,628,740,537,258,7463
207011152,0,0,3,3,19,11,25,11,5,9,0,3,3,0,0,91,0,0,0,6,8,16,9,28,4,5,9,3,9,5,3,121,0,0,0,0,3,4,21,16,4,3,0,3,4,6,3,74,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,39,56,80,47,56,85,70,15,11,18,17,15,3,16,540,0,0,6,7,10,11,29,19,13,0,3,6,4,0,8,116,0,0,0,0,19,13,10,28,8,6,13,19,12,17,4,146,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,22,3,36,30,46,31,60,86,91,19,32,49,59,64,41,33,677,16,158,260,281,327,480,674,765,185,234,299,308,405,218,156,4770
207011153,0,0,4,11,23,31,61,14,4,7,3,3,8,0,3,168,0,0,7,11,14,28,11,16,0,0,0,10,4,5,6,107,0,0,0,0,4,8,23,15,3,3,3,5,10,3,0,82,0,6,5,9,0,5,0,3,0,0,0,0,0,0,0,30,0,0,0,10,0,4,0,0,0,0,3,0,3,0,0,27,12,57,93,142,77,108,119,81,21,18,13,24,35,8,28,836,0,0,6,21,12,21,43,27,4,3,4,5,11,10,3,168,0,0,0,3,150,65,29,30,11,10,9,9,23,14,8,357,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,11,77,67,79,67,122,94,111,23,19,33,38,37,18,30,824,48,347,556,657,721,1073,1013,922,217,239,288,337,375,171,231,7196
