SA2_MAINCODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
213011334,0,4,15,10,4,3,0,0,0,43,0,0,0,3,0,3,0,0,0,10,6,33,153,126,151,80,10,0,0,563,0,0,14,5,7,0,0,0,0,33,11,62,161,93,88,51,16,0,0,475,3,11,50,36,28,18,0,0,0,152,23,71,103,50,37,27,14,0,0,336,48,82,116,21,24,21,0,0,0,311,7,33,222,93,97,79,14,0,0,543,0,10,18,22,4,3,0,0,0,59,0,9,33,21,9,9,0,0,0,80,0,3,14,9,11,3,4,0,0,38,0,15,54,35,18,11,7,0,0,140,7,34,58,48,37,23,3,0,0,211,0,15,38,23,33,17,9,0,0,132,0,9,38,17,13,11,0,0,0,91,7,20,47,42,24,19,3,0,0,158,0,9,17,13,6,3,0,0,0,46,4,29,67,32,40,22,6,0,0,198,13,65,130,80,74,56,11,4,0,443
213011335,0,3,11,7,3,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,39,89,118,189,96,13,0,0,548,0,0,7,10,6,4,0,0,0,33,10,54,106,69,64,36,6,0,0,349,0,17,44,21,26,17,0,0,0,131,19,56,70,32,37,28,7,0,0,248,41,93,91,27,41,19,0,0,0,312,0,54,172,118,94,64,17,0,0,516,0,7,17,14,3,5,0,0,0,55,0,13,37,16,3,3,0,0,0,83,0,4,18,4,3,4,0,0,0,33,0,12,45,37,15,3,0,0,0,115,0,34,46,25,29,19,6,0,0,156,0,17,38,16,26,10,3,0,0,112,3,10,18,25,14,12,6,0,0,81,0,5,35,29,24,22,0,0,0,118,0,3,22,17,3,3,0,0,0,51,3,19,41,34,26,13,3,0,0,143,13,61,108,93,81,49,7,0,0,410
213011336,0,0,3,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,11,95,83,54,26,5,0,0,290,0,3,13,9,5,0,0,0,0,26,3,30,81,76,40,25,0,0,0,250,0,14,28,24,20,10,0,0,0,88,13,27,61,44,23,18,3,0,0,182,32,56,98,21,13,10,0,0,0,224,0,13,85,60,46,37,9,0,0,254,0,0,11,17,6,6,0,0,0,46,0,3,32,30,16,7,0,0,0,81,0,0,15,3,5,3,0,0,0,26,0,5,42,48,13,14,0,0,0,130,3,26,47,26,14,4,0,0,0,125,0,10,25,23,24,19,3,0,0,101,3,6,35,25,23,16,3,0,0,111,4,6,30,27,19,11,7,0,0,105,0,11,7,8,7,8,4,0,0,45,0,12,31,24,21,6,0,0,0,92,0,12,75,53,22,25,9,0,0,194
213011337,0,4,8,3,4,3,0,0,0,21,0,0,0,3,0,4,0,0,0,10,3,35,76,100,104,75,18,0,0,406,0,0,3,6,7,0,0,0,0,19,5,27,95,71,57,41,3,0,0,302,0,9,16,14,18,16,3,0,0,75,14,38,77,49,33,26,4,0,0,232,36,45,55,25,25,21,0,0,0,202,0,31,61,57,58,53,9,0,0,265,0,3,13,6,10,0,0,0,0,32,0,6,29,10,7,0,0,0,0,63,0,3,9,7,3,0,0,0,0,16,0,9,30,38,13,5,4,0,0,93,0,8,26,11,11,18,5,0,0,74,0,7,26,14,14,13,0,0,0,72,0,7,20,15,13,14,3,0,0,64,3,12,30,15,24,16,3,0,0,91,3,11,21,6,3,3,0,0,0,53,3,20,32,21,23,24,4,0,0,126,3,35,72,51,56,43,7,0,0,260
213011338,0,0,5,3,7,0,0,0,0,25,0,0,0,3,0,0,0,0,0,3,5,32,125,175,152,115,12,0,0,618,0,0,15,14,8,9,0,0,0,39,0,43,100,99,74,42,7,0,0,367,0,8,52,34,36,23,7,0,0,157,27,57,121,68,55,29,9,0,0,364,42,60,63,34,25,18,3,0,0,240,0,43,145,147,122,94,16,3,0,568,0,10,21,23,11,4,0,0,0,71,0,12,43,26,16,6,0,0,0,109,0,5,28,13,8,3,0,0,0,57,0,9,67,48,28,7,10,0,0,165,3,19,56,34,42,20,6,0,0,173,0,12,41,31,35,10,6,3,0,148,3,17,35,18,26,15,0,0,0,115,3,7,61,40,22,12,3,0,0,152,4,14,12,16,10,3,0,0,0,61,3,15,45,39,25,22,10,0,0,161,5,51,132,85,83,49,11,0,0,409
213011339,0,0,4,5,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,6,6,26,54,83,103,66,10,0,0,348,0,3,5,13,9,0,0,0,0,31,19,49,111,111,76,49,5,0,0,425,3,9,32,36,30,11,3,0,0,125,31,64,59,49,41,19,6,0,0,266,49,47,59,36,18,16,3,0,0,223,3,28,118,113,108,56,10,0,0,438,3,3,17,16,21,5,0,0,0,65,0,10,26,39,23,3,0,0,0,102,0,4,9,11,9,4,0,0,0,43,0,15,39,63,37,16,3,0,0,168,7,18,22,19,21,21,0,0,0,111,0,13,29,34,48,20,3,5,0,144,3,3,26,26,13,18,6,0,0,90,0,11,31,31,22,13,3,0,0,111,3,9,13,3,3,4,0,0,0,41,3,15,29,18,31,11,5,0,0,113,0,22,52,42,52,27,0,3,0,208
213011340,0,0,0,3,10,0,0,0,0,11,0,0,0,3,6,3,0,0,0,8,5,34,70,95,180,171,13,0,0,571,0,5,11,13,17,11,6,0,0,62,32,110,169,160,184,113,14,0,0,774,0,24,20,39,80,46,4,0,0,225,57,97,60,42,83,78,12,0,0,426,96,51,44,15,41,38,4,0,0,283,4,30,70,110,197,181,25,0,0,621,4,15,10,9,27,12,0,0,0,84,0,22,40,33,51,39,3,0,0,180,7,8,14,12,17,17,5,0,0,79,7,37,56,51,66,40,8,0,0,266,8,14,25,26,38,25,9,0,0,147,7,19,37,40,66,61,6,0,0,241,8,40,29,19,27,37,9,0,0,171,3,18,38,21,36,33,11,0,0,160,11,19,19,5,20,12,0,0,0,87,4,23,27,29,59,38,14,0,0,192,10,23,50,57,67,58,21,5,0,300
213021341,0,0,0,4,3,3,0,0,0,10,0,0,3,3,0,0,0,0,0,12,3,6,63,97,104,54,14,0,0,339,0,0,10,6,7,10,0,0,0,42,15,37,103,117,84,77,11,3,0,444,0,5,28,35,32,30,3,0,0,136,25,28,44,46,31,27,3,0,0,210,29,21,35,22,27,6,3,0,0,146,3,18,64,77,77,56,17,0,0,312,0,0,22,27,9,12,0,0,0,75,0,0,36,64,34,16,0,0,0,153,0,8,13,17,10,5,3,0,0,61,0,5,64,92,52,31,12,0,0,266,0,3,28,23,25,13,5,0,0,101,0,3,43,68,61,38,5,0,0,223,0,9,34,43,31,36,6,3,0,167,0,8,17,28,27,17,6,0,0,106,4,14,10,19,11,10,0,0,0,62,0,10,22,27,26,18,6,0,0,105,3,21,31,35,42,34,12,3,0,178
213021342,0,3,8,3,0,3,0,0,0,11,0,0,3,0,5,7,0,0,0,10,9,24,109,143,172,163,28,0,0,643,0,3,23,18,23,17,0,0,0,78,14,88,218,118,109,75,14,0,0,634,0,23,49,39,58,37,8,0,0,218,53,64,100,64,53,47,5,0,0,395,55,45,62,31,24,13,3,0,0,232,7,21,164,144,161,129,26,3,0,647,0,0,21,26,20,13,3,0,0,90,0,5,61,51,25,9,3,0,0,149,0,6,14,14,12,9,0,0,0,55,4,23,85,86,60,15,9,0,0,283,3,15,42,41,31,26,3,0,0,166,0,17,64,73,65,48,5,0,0,279,3,20,46,39,23,34,6,0,0,169,3,10,33,45,29,27,3,0,0,150,4,19,26,18,17,9,3,0,0,92,6,22,50,52,46,31,11,0,0,213,11,28,71,42,53,42,8,0,3,263
213021343,0,0,8,0,0,3,0,0,0,12,0,0,5,0,3,0,0,0,0,11,6,16,81,91,81,49,14,0,0,326,0,5,15,12,3,8,0,0,0,46,11,53,163,115,82,39,5,3,0,469,4,8,38,28,27,22,3,0,0,127,32,41,77,77,32,18,3,0,0,276,32,16,58,42,24,22,3,0,0,199,0,22,84,82,81,50,13,0,0,340,0,0,20,18,11,0,0,0,0,49,0,3,52,30,18,7,0,0,0,117,0,0,18,11,4,5,0,0,0,51,0,11,75,69,34,10,6,0,0,205,0,9,32,23,16,9,4,0,0,104,0,4,37,37,25,26,4,0,0,137,3,6,48,39,18,20,0,0,0,135,0,3,27,27,21,8,3,0,0,94,3,19,19,19,10,8,0,0,0,76,5,8,45,36,23,14,3,0,0,131,4,23,71,51,40,28,9,0,0,224
213021344,0,0,10,5,8,3,0,0,0,21,0,0,3,5,3,0,0,0,0,13,11,21,77,130,110,64,11,0,0,419,0,0,24,32,27,8,7,0,0,92,12,44,187,176,135,64,10,0,0,633,0,11,49,54,45,28,3,0,0,193,33,44,68,83,48,30,4,0,0,312,44,57,66,32,21,20,4,0,0,242,0,13,76,112,106,79,7,0,0,399,0,4,28,61,52,21,0,0,0,175,0,6,65,105,43,22,4,0,0,244,0,3,24,33,15,7,3,0,0,76,0,28,120,217,127,46,12,0,0,557,0,8,39,39,24,23,3,0,0,133,0,12,57,116,92,42,10,0,0,328,3,12,51,67,71,54,11,0,0,278,0,12,49,50,48,46,3,0,0,196,8,15,31,30,25,16,3,0,0,130,0,15,25,34,17,32,3,0,0,129,8,17,54,57,54,29,11,0,0,233
213021345,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,18,34,52,38,3,0,0,142,0,0,9,3,3,0,0,0,0,15,10,23,45,41,46,18,0,0,0,184,0,4,9,16,12,9,0,0,0,52,14,17,10,26,21,6,5,0,0,95,17,9,14,16,3,9,0,0,0,62,3,7,33,43,44,29,4,0,0,164,0,0,16,8,9,3,0,0,0,38,0,0,21,27,10,3,3,0,0,58,0,0,3,9,4,3,0,0,0,19,0,4,34,36,17,10,0,0,0,102,0,3,6,7,17,10,0,0,0,45,0,3,11,21,17,20,6,0,0,72,0,3,9,13,13,10,3,0,0,44,3,0,3,13,4,10,0,0,0,31,3,3,0,11,3,0,0,0,0,20,3,5,9,15,7,12,0,0,0,58,4,6,14,16,23,16,0,0,0,84
213021346,0,0,0,4,5,0,0,0,0,12,0,0,3,8,9,3,0,0,0,24,3,10,36,73,117,66,17,0,0,319,0,0,8,17,20,14,0,0,0,67,17,37,88,82,125,78,9,0,0,433,0,5,22,38,55,19,11,0,0,151,40,42,36,32,58,41,10,3,0,272,56,48,28,18,25,15,0,3,0,195,7,10,39,40,72,61,13,0,0,248,0,9,16,35,41,19,5,0,0,129,0,12,30,74,61,19,6,0,0,204,0,7,9,21,28,14,3,0,0,79,3,25,65,126,144,112,30,0,0,506,4,4,15,23,28,18,3,0,0,93,4,10,27,53,75,73,14,0,0,259,5,14,27,39,56,75,16,0,0,249,0,8,26,28,66,41,19,0,0,187,18,19,16,15,23,22,6,3,0,115,10,3,14,17,32,19,12,3,0,117,3,17,23,44,54,27,12,0,0,181
213031347,0,3,6,3,3,6,0,0,0,24,0,0,0,7,5,0,0,0,0,7,3,30,121,98,117,89,9,0,0,465,0,3,12,12,3,3,0,0,0,36,6,43,125,88,71,41,3,0,0,371,0,6,48,36,26,18,0,0,0,143,26,100,161,57,32,26,3,0,0,404,37,101,172,72,45,29,4,0,0,467,0,40,137,102,93,56,10,0,0,442,3,10,39,32,7,3,0,0,0,88,0,18,92,64,14,4,6,0,0,199,0,5,12,12,7,6,0,0,0,51,3,24,126,105,33,12,3,0,0,300,0,38,83,36,37,20,0,0,0,214,0,16,61,52,36,22,0,4,0,186,5,16,67,39,35,18,3,0,0,193,0,16,87,50,21,19,0,0,0,196,3,13,45,14,3,0,0,0,0,82,3,23,58,38,18,13,3,0,0,153,9,46,111,73,53,30,7,0,0,322
213031348,0,3,7,14,3,0,0,0,0,25,0,0,3,0,0,0,0,0,0,4,0,17,97,75,43,37,4,0,0,282,0,3,25,21,5,3,0,0,0,54,6,27,122,65,40,20,6,0,0,275,0,8,57,35,16,13,0,3,0,133,17,96,198,60,32,16,8,0,0,430,36,145,232,78,39,17,0,0,0,542,3,19,114,66,63,51,10,3,0,327,0,11,59,49,19,4,0,0,0,148,0,16,91,71,21,9,3,0,0,214,0,7,17,15,11,9,0,0,0,56,0,28,198,131,55,31,0,0,0,444,0,30,121,47,19,9,7,0,0,232,3,8,103,70,28,25,4,0,0,240,5,39,123,75,32,40,5,0,0,321,0,17,135,67,42,23,7,0,0,296,5,21,58,26,16,11,7,0,0,139,4,10,57,24,16,11,0,0,0,126,3,38,92,49,30,29,3,0,0,248
213031349,0,0,3,3,4,0,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,11,69,69,71,66,12,0,0,302,0,0,21,12,5,5,0,0,0,43,5,31,98,86,62,28,5,0,0,312,0,12,34,36,25,20,3,0,0,133,22,86,104,56,38,22,10,0,0,352,23,43,110,53,27,17,3,0,0,279,3,16,62,62,65,44,7,0,0,249,0,4,36,32,8,12,0,0,0,97,0,14,81,56,34,9,0,0,0,190,0,6,21,16,14,10,0,0,0,69,0,17,125,110,63,25,3,3,0,353,0,18,53,25,11,11,9,0,0,125,0,10,63,44,39,21,4,0,0,176,3,24,74,35,29,28,3,0,0,185,0,14,58,52,35,27,13,0,0,198,3,21,53,13,14,3,0,0,0,107,0,16,29,21,25,16,3,0,0,104,3,19,63,34,37,20,9,0,0,187
213031350,0,0,3,0,3,0,0,0,0,7,0,0,4,3,0,3,0,0,0,9,3,5,39,63,39,23,5,0,0,182,0,3,20,11,15,6,0,0,0,58,4,11,62,54,40,20,0,0,0,195,0,4,22,28,8,5,0,0,0,67,9,47,49,29,28,16,3,0,0,173,22,42,60,37,20,4,0,0,0,184,0,4,40,41,34,22,4,0,0,149,0,3,27,51,28,9,0,0,0,120,0,3,51,66,20,3,0,0,0,141,0,0,18,10,8,4,0,0,0,42,0,7,113,154,61,18,0,3,0,355,0,14,31,25,10,12,3,0,0,99,0,0,44,59,41,16,0,0,0,159,3,12,59,59,45,33,3,0,0,208,4,4,41,38,29,10,3,0,0,136,0,15,26,15,19,9,0,0,0,85,0,0,17,17,13,14,0,0,0,63,3,6,29,34,15,14,3,0,0,107
213031351,0,0,4,4,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,18,70,70,59,46,4,0,0,263,0,0,11,4,8,3,0,0,0,36,3,19,74,74,32,26,6,0,0,235,0,6,25,30,16,14,0,0,0,95,18,52,107,58,27,22,4,0,0,280,30,84,134,62,17,3,3,0,0,327,3,18,69,68,53,43,11,0,0,264,0,5,37,30,16,4,4,0,0,97,0,4,63,52,13,4,0,0,0,143,0,3,14,14,7,7,0,0,0,44,0,15,126,100,39,10,0,0,0,295,0,13,59,35,22,4,3,0,0,135,0,3,49,66,39,12,3,0,0,178,0,11,53,73,46,24,0,0,0,196,0,10,55,49,28,21,10,0,0,167,5,15,28,15,16,8,0,0,0,93,0,7,34,23,16,7,0,0,0,103,3,13,77,35,42,20,3,0,0,189
213031352,0,0,4,0,3,3,0,0,0,14,0,0,6,9,3,0,0,0,0,17,0,10,66,97,71,34,3,3,0,281,0,0,24,19,12,5,0,0,0,68,4,30,120,127,79,40,7,3,0,410,0,12,31,51,49,24,0,0,0,161,24,41,60,55,43,37,7,0,0,264,41,49,80,49,22,18,0,0,0,259,0,9,52,72,70,39,16,0,0,266,3,13,47,68,36,12,3,0,0,178,0,7,83,111,50,10,0,0,0,264,0,9,18,25,16,4,0,0,0,70,0,17,167,201,113,40,10,0,0,549,6,6,43,52,23,18,0,0,0,143,0,8,80,75,72,40,6,0,0,292,4,16,71,67,54,57,8,0,0,276,3,7,49,45,47,21,5,0,0,176,7,17,33,34,17,14,3,0,0,122,3,11,26,27,27,7,3,0,0,104,0,14,33,52,29,12,3,0,0,147
213041353,4,10,21,27,30,19,14,3,0,124,0,4,9,15,19,12,0,0,0,64,11,31,68,130,140,97,14,0,0,482,0,6,15,22,32,14,4,0,0,93,75,147,282,236,186,114,17,3,0,1054,3,9,30,56,51,42,5,0,0,198,55,66,63,56,48,29,7,0,0,317,67,42,36,18,14,11,6,0,0,193,4,26,117,157,153,129,33,0,0,616,0,6,9,18,22,6,0,0,0,68,0,3,20,24,23,18,0,0,0,93,3,5,12,10,8,21,3,0,0,64,0,10,48,58,56,37,21,0,0,237,0,6,30,25,30,17,5,0,0,115,0,8,58,88,101,54,10,0,0,330,9,10,51,30,41,35,9,0,0,188,0,5,18,22,32,26,9,0,0,111,9,11,13,13,19,8,5,0,0,78,9,24,51,39,53,27,5,0,0,209,9,37,57,56,58,35,17,4,0,279
213041355,0,4,5,3,7,0,0,0,0,17,0,0,11,3,5,3,0,0,0,19,7,22,115,202,199,118,16,0,0,684,0,6,24,28,8,15,3,0,0,73,36,123,304,263,196,86,4,0,0,1014,3,17,54,58,59,29,5,0,0,218,72,83,102,112,77,40,5,0,0,481,86,50,48,54,36,15,3,0,0,289,8,25,176,206,167,100,13,3,0,699,4,9,21,40,24,6,0,0,0,102,3,7,57,62,34,15,0,0,0,183,0,5,22,22,23,3,0,0,0,81,5,20,83,96,48,24,6,0,0,279,3,16,38,33,44,12,9,0,0,154,3,13,57,54,58,29,6,0,0,222,16,15,59,53,20,24,0,0,0,188,3,10,38,59,33,18,0,0,0,162,12,12,15,14,11,4,0,0,0,75,3,22,56,58,45,20,3,0,0,218,16,29,72,54,63,23,3,0,0,267
213041356,0,0,3,6,4,4,5,0,0,30,0,0,5,3,7,6,0,0,0,22,12,28,98,106,99,95,19,0,0,460,0,10,20,22,20,17,3,0,0,88,48,117,185,191,149,79,19,0,0,782,0,10,48,43,52,31,4,0,0,201,33,63,74,72,49,28,22,0,0,342,61,18,37,9,8,12,3,0,0,148,5,26,135,151,182,134,30,0,0,657,5,4,15,5,8,6,0,0,0,45,0,8,21,10,11,8,0,0,0,54,3,3,10,11,9,10,0,0,0,57,5,11,35,25,21,33,3,0,0,129,4,11,24,38,31,22,0,0,0,135,0,10,54,55,56,42,14,0,0,233,3,12,26,21,19,28,8,0,0,108,0,7,23,23,23,27,3,0,0,107,5,12,21,17,13,10,0,0,0,79,8,15,58,40,39,33,6,0,0,203,15,34,66,60,64,44,12,0,0,305
213041357,0,0,8,5,4,9,3,0,0,30,0,0,6,7,4,3,0,0,0,15,12,32,138,156,127,98,14,0,0,583,0,7,28,18,22,9,0,0,0,93,50,112,284,202,122,65,10,0,0,844,0,7,64,72,42,33,8,0,0,240,41,60,144,113,53,45,5,0,0,457,66,35,39,31,15,10,3,0,0,201,5,38,219,233,163,155,26,0,0,845,8,9,31,26,15,7,3,0,0,102,0,3,38,49,17,3,3,0,0,118,0,6,17,21,10,8,0,0,0,63,3,17,61,72,31,27,8,0,0,209,0,19,45,37,30,22,6,0,0,159,0,15,93,101,75,51,14,0,0,348,8,14,47,40,26,26,8,0,0,162,0,6,39,50,30,27,8,0,0,161,10,16,19,18,9,3,3,0,0,78,4,27,64,57,36,29,4,0,0,220,15,38,87,85,74,30,7,0,0,336
213041358,0,0,11,12,7,3,0,0,0,28,0,0,6,8,7,3,3,0,0,27,14,26,118,147,109,66,8,3,0,495,0,10,27,13,14,7,0,0,0,74,41,120,237,156,110,57,8,0,0,734,0,13,42,50,36,38,4,3,0,190,36,61,88,62,48,32,12,0,0,349,70,40,29,20,9,8,0,0,0,177,4,33,155,162,139,107,15,0,0,616,0,4,23,20,8,3,0,0,0,59,0,11,36,23,19,6,0,0,0,91,0,4,21,13,11,4,0,0,0,52,3,13,42,45,21,14,3,0,0,141,9,11,26,38,32,19,7,3,0,135,3,7,47,66,65,36,8,0,0,237,3,6,36,30,25,22,6,0,0,126,5,9,21,31,31,18,4,0,0,115,9,6,12,13,7,4,0,0,0,59,7,23,53,48,27,24,9,0,0,195,24,21,49,53,46,35,11,0,0,243
213041359,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,7,6,16,10,0,0,0,46,0,0,0,3,3,0,0,0,0,14,9,16,16,21,17,13,0,0,0,87,0,0,0,10,8,7,3,0,0,25,6,7,9,6,4,0,3,0,0,30,12,4,0,3,0,0,0,0,0,25,0,4,15,15,18,21,0,0,0,72,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,3,4,9,3,0,0,0,21,3,0,3,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,0,6,0,3,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,3,8,3,4,0,0,0,16,0,4,12,7,5,3,4,0,0,40
213041360,0,0,5,4,8,0,0,0,0,15,0,0,4,5,3,0,0,0,0,21,7,18,89,225,160,88,8,0,0,588,0,3,19,32,14,0,0,0,0,67,36,52,211,282,141,45,4,0,0,777,0,6,42,77,51,10,3,0,0,185,45,66,93,123,55,22,4,0,0,408,81,36,41,60,35,11,3,0,0,262,8,28,132,236,171,82,9,0,0,661,3,10,15,57,15,0,0,0,0,100,6,11,74,80,33,8,0,0,0,213,0,7,19,25,11,4,0,0,0,68,0,15,64,120,40,11,0,0,0,248,3,10,32,49,22,17,0,0,0,133,0,6,33,89,49,18,0,0,0,197,3,7,30,55,24,20,3,0,0,148,0,10,28,54,29,20,9,0,0,151,6,6,15,14,10,0,0,0,0,55,3,4,43,70,45,12,4,0,0,187,12,23,56,92,57,23,4,0,0,266
213041461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,21,40,55,38,3,0,0,164,0,0,0,3,3,4,0,0,0,10,3,18,33,41,34,19,0,0,0,142,3,4,9,13,15,9,0,0,0,51,8,14,21,15,10,11,0,0,0,87,14,9,7,12,6,6,0,0,0,52,0,14,36,45,50,35,8,0,0,181,0,3,12,4,3,0,0,0,0,25,0,4,20,6,4,3,0,0,0,36,0,0,0,8,0,0,0,0,0,8,0,9,20,9,4,4,0,0,0,51,0,3,7,13,8,13,4,0,0,38,0,5,4,15,20,11,0,0,0,51,0,0,4,9,9,3,0,0,0,28,0,4,4,15,14,13,3,0,0,49,0,3,4,3,3,0,0,0,0,16,3,7,12,10,13,3,3,0,0,45,5,7,10,28,14,7,0,0,0,73
