SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
206061136,41,151,0,16,26,3,0,3,4,242,14,29,0,3,3,0,0,0,0,50,446,1393,53,161,304,144,4,20,29,2559,0,3,0,0,0,3,0,0,0,10,62,73,14,42,58,32,0,0,3,277,65,92,32,76,86,33,3,7,9,396,42,37,73,79,82,31,0,6,5,360,7,5,3,0,12,3,0,0,0,37,14,9,3,14,26,19,0,5,0,94,9,13,0,0,3,3,0,0,0,36,3,22,3,12,12,8,0,8,9,68,844,2338,192,424,677,297,9,53,64,4899,5,11,0,0,6,0,0,0,0,25,19,187,0,0,3,0,0,0,0,221,264,743,27,36,102,47,8,16,19,1249,9,28,0,0,3,0,0,0,0,37,72,274,3,20,32,13,0,3,3,424,22,46,0,3,5,3,0,3,0,80,947,2620,153,285,484,325,22,68,54,4956,3,3,0,3,3,6,0,0,0,19
206061137,33,138,4,5,24,4,0,0,0,218,13,37,3,4,3,0,0,0,0,62,490,1435,55,143,350,185,4,26,43,2725,0,0,0,4,0,0,0,0,0,6,61,70,10,32,50,28,0,6,3,252,60,83,11,61,83,30,0,4,6,347,55,25,44,62,74,39,3,3,6,309,6,9,0,7,9,4,0,0,0,35,13,12,3,16,19,12,0,0,0,78,9,16,0,11,14,7,0,0,3,60,11,14,0,8,7,7,0,3,7,69,917,2493,148,381,738,372,9,44,78,5172,3,27,0,0,0,0,0,0,0,31,35,260,5,0,0,0,0,0,0,303,316,998,31,49,162,80,3,14,23,1670,8,37,0,0,4,5,0,0,0,61,61,241,6,14,30,12,0,0,0,361,22,49,3,3,10,3,0,0,0,91,1008,2788,144,241,540,359,28,83,82,5276,3,3,0,8,0,0,0,0,0,13
206061138,22,82,0,8,8,3,0,0,0,124,0,7,0,0,0,0,0,0,0,7,224,590,35,60,201,105,0,11,24,1253,0,3,0,0,0,0,0,0,0,3,34,44,8,12,42,22,0,0,4,171,35,33,8,33,37,24,0,3,3,178,17,15,19,22,29,15,3,8,0,134,0,4,0,8,3,3,0,3,0,21,8,3,0,12,24,4,0,0,0,50,4,11,0,0,6,8,0,0,3,42,8,10,4,4,7,7,0,3,8,50,437,1091,80,160,410,202,3,24,62,2476,3,23,0,0,0,0,0,0,0,32,23,157,0,0,5,0,0,0,6,198,193,415,10,7,67,36,0,3,24,761,10,31,0,0,3,0,0,0,0,46,36,115,3,10,15,3,0,0,4,186,0,13,0,0,0,0,0,0,0,14,582,1316,75,89,296,188,4,27,63,2628,0,3,0,0,0,0,0,0,0,8
206071139,21,90,3,7,16,4,0,0,0,139,5,10,0,0,3,0,0,0,0,25,166,564,36,74,115,58,0,16,14,1045,0,0,0,0,0,0,0,0,0,4,19,34,3,7,18,7,3,0,0,95,32,32,16,38,30,16,0,4,0,166,24,13,15,41,26,17,0,4,0,140,0,5,0,4,4,3,0,3,0,15,4,6,3,6,3,6,0,0,0,29,0,4,0,0,3,0,0,0,0,16,6,8,3,6,0,0,0,8,3,26,331,1037,84,195,261,124,4,39,26,2102,4,5,0,0,0,0,0,0,0,15,11,91,0,0,5,0,0,0,0,107,110,412,9,25,49,20,0,6,16,650,6,14,0,0,3,0,0,0,0,15,35,135,3,12,13,7,0,3,0,212,9,25,0,0,3,0,0,0,0,43,356,1150,84,123,193,117,17,40,32,2115,0,3,0,0,0,0,0,0,0,3
206071140,19,98,0,11,15,3,0,0,0,139,3,14,0,3,4,3,0,0,0,29,144,613,28,94,141,70,0,10,18,1123,0,0,0,0,0,0,0,0,0,0,17,27,4,15,18,14,0,0,0,96,15,24,4,16,17,11,3,0,0,92,9,9,21,21,23,12,0,0,3,101,0,0,0,0,4,0,0,0,0,9,8,3,3,6,3,5,0,0,0,28,3,10,0,0,3,0,0,0,0,15,0,9,0,5,5,0,0,0,3,23,282,1214,64,186,283,127,5,14,29,2216,0,6,0,0,0,0,0,0,0,5,18,233,0,4,13,0,0,0,0,264,127,511,8,19,67,20,4,3,5,761,10,15,0,0,0,0,0,0,0,24,26,147,0,11,17,3,0,0,0,212,11,20,0,3,4,3,0,0,0,41,297,1124,73,157,230,111,15,32,36,2065,0,0,0,0,0,0,0,0,0,0
206071141,16,74,0,5,12,4,0,0,3,104,8,14,0,3,3,0,0,0,0,27,126,519,31,78,80,53,0,14,12,911,0,0,0,0,0,0,0,0,0,0,22,27,4,5,16,9,0,3,3,88,21,41,12,31,24,19,0,0,3,153,14,14,29,29,24,11,0,11,3,140,0,0,0,7,3,3,0,4,0,22,0,3,0,7,5,4,0,0,0,25,0,3,0,0,0,0,0,0,0,8,0,5,0,9,5,4,0,0,6,21,264,967,86,183,218,110,3,34,28,1892,3,9,0,0,0,0,0,0,0,11,17,100,0,0,6,0,0,0,3,128,98,375,13,22,63,10,0,3,4,602,4,11,0,0,0,0,0,0,0,19,24,109,3,7,13,8,0,0,3,171,10,21,0,3,8,0,0,0,0,39,291,1020,77,131,154,101,3,24,29,1837,0,0,0,0,0,0,0,0,0,3
206071142,23,74,0,8,14,3,0,0,3,128,8,22,0,0,0,0,0,0,0,35,173,574,34,94,114,81,3,12,11,1091,0,0,0,0,0,0,0,0,0,0,24,34,5,16,15,8,0,0,0,97,12,34,5,27,19,14,0,4,0,121,20,14,16,32,23,15,0,5,0,128,3,3,0,5,3,0,0,3,0,15,5,3,3,10,6,3,0,0,0,26,0,6,0,0,7,0,0,0,0,13,0,3,0,9,6,5,0,3,4,32,363,1146,72,216,251,141,4,34,34,2261,0,6,0,0,0,0,0,0,0,15,34,199,3,0,5,3,3,0,7,248,158,462,15,22,57,19,4,0,17,761,0,12,0,0,0,0,0,0,0,17,36,137,0,9,24,6,0,0,3,216,7,32,0,0,0,0,0,0,0,46,359,1216,80,153,172,116,8,25,27,2154,0,0,0,0,0,0,0,0,0,0
206071143,38,171,3,11,20,0,0,0,0,252,7,22,0,6,7,0,0,0,0,42,231,844,63,138,156,87,3,7,16,1547,0,0,0,0,3,0,0,0,0,3,16,42,4,19,27,14,0,0,0,128,18,33,22,29,35,19,0,7,4,160,12,15,31,28,40,10,0,3,0,142,3,3,0,9,0,4,0,0,0,13,4,10,0,6,9,3,0,0,0,35,3,6,0,6,3,3,0,0,0,29,3,9,4,3,3,0,0,0,0,25,480,1660,137,273,355,157,7,25,37,3135,3,8,0,0,0,0,0,0,0,15,28,295,6,3,3,3,0,0,3,342,206,577,22,38,83,25,0,4,15,973,6,16,0,0,3,0,0,0,0,29,69,261,12,17,25,4,0,0,0,384,15,40,0,8,9,3,0,0,0,75,480,1580,118,203,236,146,19,34,37,2858,0,0,3,0,3,3,0,0,0,5
206071144,82,262,5,24,42,3,0,3,3,419,24,72,0,7,13,5,0,3,0,113,665,2164,65,229,447,262,6,40,36,3913,3,3,0,0,0,3,0,0,0,13,76,95,19,49,74,48,0,6,3,368,85,115,32,110,134,69,0,20,6,571,50,50,90,125,118,68,3,15,5,513,4,7,4,6,16,5,0,4,0,38,17,14,4,20,32,21,0,9,0,126,3,29,3,10,9,8,0,0,0,59,12,20,0,10,14,4,0,7,15,92,1262,3651,233,639,1004,522,9,105,86,7512,8,26,0,3,7,0,0,0,0,45,41,275,0,4,11,0,0,0,0,332,461,1214,28,70,148,49,3,17,26,2020,22,55,0,0,14,0,0,0,3,92,131,432,7,34,63,11,0,4,9,695,38,86,0,10,19,6,0,3,0,160,1470,4099,211,387,751,476,47,103,75,7622,6,3,0,0,0,3,0,0,0,14
206071145,32,124,3,11,19,3,0,0,3,191,9,19,0,0,3,0,0,0,0,34,135,587,23,60,138,28,0,11,15,995,0,0,0,0,0,0,0,0,0,0,11,41,9,17,21,4,0,4,0,102,15,21,10,21,23,12,0,0,6,106,11,6,23,32,28,13,3,4,0,123,0,0,0,0,5,5,0,0,0,15,0,3,4,4,7,4,0,3,0,25,0,5,3,0,0,0,0,0,0,14,4,4,0,3,3,0,0,0,3,21,311,1228,69,168,288,75,9,19,38,2210,0,10,0,0,3,0,0,0,0,18,28,209,0,0,4,0,0,0,7,240,159,474,8,18,47,4,3,6,15,733,5,19,0,0,0,0,0,0,0,24,57,204,3,16,18,7,0,3,4,316,8,29,0,0,3,0,0,0,0,48,326,1145,56,96,193,69,15,21,30,1957,0,0,0,0,0,0,0,0,0,0
207011146,19,68,0,10,13,0,0,0,0,112,0,12,0,0,0,0,0,0,0,14,92,355,14,40,104,26,0,6,5,655,0,0,0,0,0,0,0,0,0,0,15,26,4,7,20,10,0,0,0,83,0,25,0,27,26,9,0,0,5,99,16,11,5,24,14,9,0,4,0,82,0,0,0,0,0,0,0,0,0,3,3,3,4,3,13,3,0,3,0,32,0,6,0,0,0,3,0,0,0,11,0,6,0,0,0,0,0,0,0,19,201,671,39,123,226,68,0,20,19,1374,0,3,0,0,3,0,0,0,0,14,20,80,0,0,5,0,0,0,0,109,143,235,13,9,35,7,4,7,5,443,6,12,0,0,4,0,0,0,0,27,34,117,3,10,19,4,0,0,0,186,7,15,0,0,3,0,0,0,0,27,263,689,49,55,157,53,0,19,20,1315,0,0,0,0,0,0,0,0,0,7
207011147,27,93,3,12,13,8,0,0,0,159,0,17,0,0,4,0,0,0,0,22,173,634,33,88,210,96,3,8,21,1274,0,0,0,0,0,0,0,0,0,0,36,53,6,24,46,27,0,3,0,205,27,31,4,32,48,24,0,7,4,176,11,13,18,39,41,20,0,0,5,155,3,3,0,6,4,5,0,3,0,21,7,0,0,7,18,4,0,0,0,38,6,13,3,5,10,6,0,0,0,44,8,21,0,3,15,0,0,3,9,60,383,1200,81,235,469,200,7,27,49,2645,0,14,0,3,0,0,0,0,0,17,28,183,0,0,3,0,0,0,0,226,217,479,17,21,87,37,4,7,13,870,9,16,0,0,0,0,0,0,0,32,60,142,5,12,25,12,0,0,0,256,6,21,0,0,5,0,0,0,0,36,465,1314,88,138,298,176,18,36,41,2575,0,0,0,0,0,0,0,0,0,0
207011148,22,130,3,22,31,7,0,0,0,211,9,21,0,0,5,0,0,0,0,33,216,865,25,99,266,105,0,19,20,1623,0,0,0,0,0,0,0,0,0,0,30,70,9,28,58,29,3,7,0,234,35,35,10,52,81,27,0,3,0,245,23,7,36,51,45,31,0,10,0,206,4,0,0,6,14,6,0,3,0,31,10,11,0,19,29,11,0,4,4,89,5,17,0,3,10,3,0,3,0,41,3,13,0,8,13,9,0,3,11,60,446,1498,99,303,601,243,3,48,43,3285,3,21,0,0,0,0,0,0,0,22,27,209,3,0,10,0,0,0,0,252,227,488,31,25,75,38,4,9,23,920,11,28,0,3,7,3,0,0,3,56,53,195,5,25,34,8,5,0,0,326,13,25,3,0,8,0,0,0,0,47,635,1690,102,164,381,201,29,64,41,3308,0,0,0,0,4,0,0,0,0,5
207011149,47,175,3,15,38,3,0,0,0,283,3,23,0,4,8,0,0,0,0,37,277,1013,33,99,287,110,0,22,20,1866,0,0,0,4,0,0,0,0,0,4,38,69,10,32,62,28,3,5,6,249,32,49,13,43,89,28,0,10,0,262,24,17,27,65,50,24,0,5,0,210,4,0,0,7,14,0,0,3,0,27,7,5,6,22,20,9,0,0,0,72,10,19,0,3,14,3,0,0,3,58,9,15,0,6,15,0,0,0,9,57,588,1931,99,310,661,233,7,47,55,3936,9,19,0,0,0,0,0,0,0,27,50,275,0,3,9,3,0,0,0,343,342,728,24,24,115,48,4,11,15,1299,18,50,0,0,3,0,0,0,0,83,96,272,5,23,47,7,0,0,5,461,11,34,0,8,8,3,0,0,0,64,779,2044,106,165,415,215,15,53,55,3840,0,0,0,4,0,0,0,0,0,4
207011150,38,135,3,18,22,5,0,0,0,223,6,31,0,5,5,0,0,0,0,47,256,895,26,76,210,78,6,12,15,1573,0,0,0,0,0,0,0,0,0,0,35,66,9,30,57,12,0,3,0,206,20,30,8,36,78,19,3,3,4,196,24,22,19,39,46,24,0,4,3,175,0,3,0,3,5,0,0,3,0,18,7,6,0,3,35,7,0,0,0,64,9,5,0,0,14,3,0,0,0,34,7,21,0,4,12,0,0,0,6,51,538,1593,71,226,527,168,9,27,34,3197,7,12,0,0,0,0,0,0,0,17,22,211,5,0,5,0,0,0,0,237,304,538,12,23,82,21,3,3,12,1007,18,38,0,3,7,5,0,0,0,63,86,210,9,19,37,10,0,3,3,383,14,42,0,3,5,0,0,0,0,58,721,1737,82,123,320,154,17,29,35,3215,5,3,0,0,0,0,0,0,0,7
207011151,51,196,5,17,39,8,0,0,0,320,13,44,0,0,12,3,0,0,3,69,382,1299,57,193,391,136,0,54,27,2546,0,3,0,3,0,0,0,0,0,5,50,70,7,45,63,22,0,0,5,263,47,60,19,56,89,48,0,8,5,319,21,28,38,79,73,36,0,10,4,298,3,0,3,7,12,4,0,3,0,34,16,8,0,19,30,15,4,4,0,84,4,14,0,4,8,5,0,0,0,43,3,19,0,12,19,5,0,4,4,69,780,2454,154,477,834,317,6,95,63,5177,11,34,0,0,4,0,0,0,0,52,47,374,5,4,16,3,4,3,3,454,357,1022,56,55,167,73,7,46,21,1801,21,39,0,3,9,0,0,0,0,77,80,320,5,31,54,12,0,0,5,507,25,57,0,0,13,4,0,0,3,101,850,2622,167,291,550,272,34,124,61,4964,0,4,0,3,0,0,0,0,0,7
207011152,26,131,3,10,23,8,0,0,0,201,10,26,0,0,10,0,0,0,0,46,242,884,27,114,230,79,3,23,10,1617,0,0,0,0,0,0,0,0,0,0,36,42,9,37,29,12,0,0,3,167,41,34,13,42,48,17,0,8,3,205,24,20,24,40,45,24,3,0,0,176,0,4,0,3,4,4,0,0,0,24,7,12,4,7,12,3,0,0,0,49,3,14,0,3,5,3,0,0,0,32,8,11,0,3,12,4,0,4,0,40,515,1650,87,289,503,187,9,43,31,3310,5,13,0,0,3,0,0,0,0,20,27,202,0,0,10,3,0,0,0,242,218,648,22,29,110,46,5,18,16,1121,13,37,0,0,8,3,0,0,0,59,60,215,3,14,33,14,0,0,0,344,13,40,0,3,6,3,0,0,0,73,592,1718,90,170,340,166,18,72,37,3198,0,0,0,0,0,3,0,0,0,5
207011153,46,180,10,18,31,9,0,0,3,306,11,32,0,3,7,0,0,0,0,49,362,1220,32,140,350,146,4,28,36,2315,5,0,0,3,0,0,0,0,0,10,53,82,7,38,63,19,0,3,4,276,50,47,9,63,85,34,0,10,5,302,37,24,42,57,66,27,3,11,0,260,3,8,0,6,9,6,0,0,0,31,8,17,3,10,26,9,0,0,0,82,6,25,4,4,11,3,0,0,0,58,11,23,3,6,17,8,0,0,7,84,776,2284,126,369,754,292,10,60,66,4741,10,24,0,0,3,0,0,0,0,38,51,405,0,0,12,6,0,3,5,476,363,869,37,39,129,55,7,10,30,1533,17,52,0,0,6,0,0,0,0,77,101,295,18,23,46,12,0,9,4,509,23,49,0,3,7,3,0,0,0,77,912,2503,116,212,505,256,21,73,70,4663,3,0,0,3,0,0,0,0,0,7
207011154,17,55,0,4,10,0,0,0,0,88,0,8,0,0,0,0,0,0,0,12,75,305,7,33,90,33,3,6,7,563,0,0,0,0,0,0,0,0,0,4,13,18,3,9,21,4,0,3,0,76,8,13,6,18,25,9,0,3,0,82,5,10,10,19,20,3,0,3,0,74,0,0,3,0,5,0,0,3,0,8,3,0,0,9,9,6,0,0,3,26,3,3,0,0,0,0,0,0,0,13,8,0,0,3,4,0,0,0,0,16,173,581,37,102,216,67,4,20,10,1207,3,5,0,0,0,0,0,0,0,11,10,100,0,0,3,3,0,0,0,110,85,194,4,4,28,11,0,4,5,346,0,17,0,0,4,0,0,0,0,27,37,80,0,6,10,0,0,0,0,138,4,12,0,0,0,0,0,0,0,17,227,603,29,56,130,64,10,13,13,1130,0,0,0,0,0,0,0,0,0,4
207011155,38,145,5,13,31,7,0,4,0,234,7,24,0,0,3,0,0,0,0,38,242,764,16,86,216,79,0,6,13,1432,0,3,0,0,0,0,0,0,0,6,37,56,4,17,47,19,0,0,0,187,36,28,12,23,44,16,3,6,0,173,6,13,18,43,39,20,0,4,0,144,0,0,0,3,5,0,0,3,0,14,3,6,3,3,16,5,0,0,0,40,6,19,0,0,7,4,0,0,0,31,9,11,0,7,14,8,0,0,8,46,488,1459,63,214,479,166,8,23,37,2934,5,20,0,3,3,0,0,0,0,27,34,231,0,0,5,0,0,0,4,280,266,535,19,23,86,25,3,4,17,979,14,30,0,0,3,0,0,0,3,56,68,222,9,12,37,9,0,7,3,368,12,25,0,0,3,0,0,0,0,52,672,1536,74,131,322,146,9,30,32,2962,0,3,0,0,0,0,0,0,0,4
207021156,11,47,0,9,12,0,0,0,0,76,0,10,0,0,0,0,0,0,0,10,91,330,22,55,123,62,3,3,6,705,0,0,0,0,0,0,0,0,0,3,15,26,7,13,39,8,0,9,0,121,23,31,7,34,48,24,0,3,3,170,14,13,21,45,26,26,3,5,4,159,0,0,0,8,10,0,0,3,0,26,6,0,5,14,14,8,0,0,0,46,4,4,0,3,7,4,0,0,0,22,3,14,0,7,18,6,0,0,4,51,202,623,75,195,322,151,9,34,20,1632,6,11,0,0,3,0,0,0,0,15,13,86,0,0,0,3,0,0,0,102,77,197,10,12,46,21,0,6,4,376,5,17,0,0,0,0,0,3,0,25,27,73,3,8,15,5,0,0,3,125,3,10,0,3,0,0,0,0,0,13,254,645,61,91,188,109,23,29,17,1417,0,0,0,3,0,0,0,0,0,3
207021157,9,82,0,12,17,7,0,0,3,139,0,19,0,0,4,0,0,0,0,25,164,656,50,120,244,123,6,20,23,1409,0,3,0,0,0,3,0,0,0,4,20,50,9,31,43,22,0,7,6,196,33,33,16,70,59,38,3,13,3,276,19,19,41,82,55,32,3,20,8,283,6,0,0,11,6,3,0,0,0,27,12,6,6,21,34,16,0,10,0,96,3,15,3,7,9,3,0,3,0,39,15,14,3,18,6,14,4,4,19,84,361,1200,142,397,562,291,16,88,64,3116,0,6,0,0,3,0,0,0,0,14,12,127,0,0,10,0,0,0,0,159,191,486,30,38,124,43,12,10,15,949,6,22,0,0,7,5,0,0,0,48,28,142,3,18,23,9,0,7,4,233,7,25,0,0,4,3,0,0,0,42,452,1243,147,174,352,234,36,68,52,2762,0,3,0,0,0,3,0,0,0,7
207021159,20,84,0,10,24,0,0,0,3,142,9,14,0,0,5,0,0,0,0,23,170,558,29,68,212,86,4,9,13,1155,0,0,0,0,0,0,0,0,0,3,18,45,4,30,42,17,0,3,0,162,31,34,5,40,66,22,3,3,3,216,30,16,49,62,57,26,3,17,0,258,0,3,0,5,14,3,0,0,0,29,8,0,3,11,30,8,0,3,0,76,5,9,0,0,15,8,0,3,0,44,9,18,0,17,18,13,0,3,7,82,356,1011,101,254,530,210,13,40,37,2551,3,6,0,0,0,0,0,0,0,12,16,117,4,0,3,4,0,0,0,150,182,334,22,16,64,34,5,4,12,668,6,28,0,0,3,0,0,0,0,41,39,122,4,14,30,6,0,0,3,211,9,13,3,3,4,3,0,0,0,41,471,1078,100,102,293,162,18,28,33,2283,4,0,0,0,0,0,0,0,0,5
207021160,6,74,0,11,15,0,0,0,0,112,0,11,0,0,3,0,0,0,0,23,116,474,21,67,136,71,0,14,11,912,0,0,0,0,0,0,0,0,0,0,19,37,5,26,46,22,0,4,0,159,18,23,7,45,53,32,0,4,0,189,24,16,22,51,48,28,0,7,0,195,0,0,0,6,5,5,0,3,0,24,6,8,4,10,20,13,0,3,0,59,3,4,0,0,7,9,0,3,0,27,4,14,3,16,10,12,0,3,4,62,252,850,71,243,376,193,3,43,31,2072,3,5,0,0,0,0,0,0,0,11,12,97,4,0,0,0,0,0,0,121,101,279,9,18,53,21,0,14,6,501,6,23,0,0,3,0,0,0,0,35,29,108,3,16,15,3,3,3,0,173,3,20,0,0,3,0,0,0,0,33,326,862,97,103,208,129,15,32,27,1796,3,0,0,0,0,0,0,0,0,3
