SA2_MAINCODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
213011335,107,509,1022,706,679,426,77,0,0,3536,0,4,9,8,7,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,8,19,48,61,65,35,0,0,0,229,0,3,3,3,3,0,0,0,0,15,0,4,11,12,6,3,0,0,0,30,0,5,16,12,11,7,0,0,0,53,34,87,80,54,43,34,3,0,0,339,48,72,81,28,42,28,4,0,0,299,0,17,28,31,17,12,3,0,0,98,0,3,11,3,3,0,0,0,0,20,0,17,39,24,12,3,0,0,0,98,0,3,3,8,3,0,0,0,0,20,0,11,49,24,15,10,3,0,0,110,0,10,49,22,34,29,4,0,0,156,0,3,21,17,22,15,3,0,0,76,0,18,56,40,23,30,3,0,0,166,4,41,137,110,91,64,17,0,0,457,0,6,5,10,3,6,0,0,0,30,3,8,45,36,31,15,3,0,0,142
213011336,69,237,800,603,373,247,47,3,0,2377,0,0,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,31,16,22,19,3,0,0,96,0,0,3,0,0,0,0,0,0,5,0,0,10,11,0,6,0,0,0,24,0,0,4,5,10,7,0,0,0,27,11,39,72,37,40,12,0,0,0,208,19,35,60,19,16,14,0,0,0,159,0,9,24,14,11,8,0,0,0,62,0,3,11,7,4,4,0,0,0,25,3,13,24,23,20,3,0,0,0,83,0,3,3,8,4,4,0,0,0,17,0,8,33,24,9,3,0,0,0,80,0,21,44,20,19,6,0,0,0,106,0,3,28,37,29,22,4,0,0,122,6,10,41,49,44,29,6,0,0,187,0,24,111,76,54,44,5,0,0,313,3,4,9,7,3,3,0,0,0,28,0,16,27,16,8,7,0,0,0,74
213011337,75,289,683,535,470,360,59,3,0,2477,0,3,7,3,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,7,40,44,57,32,0,0,0,185,0,3,3,5,0,0,0,0,0,11,0,3,3,12,3,0,0,0,0,26,3,4,12,14,18,12,3,0,0,61,24,50,63,43,44,14,3,0,0,240,41,45,39,24,26,8,0,0,0,185,0,3,21,18,18,10,0,0,0,75,0,0,7,4,3,4,0,0,0,16,0,15,20,15,6,0,0,0,0,67,0,3,5,3,0,0,0,0,0,12,0,18,40,18,18,3,0,0,0,94,3,9,21,18,15,16,0,0,0,76,0,7,21,21,17,11,3,0,0,82,6,13,38,37,34,14,3,0,0,146,5,37,106,74,66,47,9,0,0,345,8,5,3,3,5,0,0,0,0,23,3,14,23,27,24,12,3,0,0,98
213011338,105,422,1160,946,782,469,105,6,0,4002,0,0,6,8,9,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,15,53,56,58,41,5,0,0,230,0,0,6,3,3,0,0,0,0,14,0,3,11,14,3,3,0,0,0,44,0,3,22,30,15,14,0,0,0,92,42,77,83,64,61,26,3,0,0,357,62,44,65,40,40,22,0,0,0,276,0,7,37,41,45,12,0,0,0,139,0,3,15,7,7,3,0,0,0,36,0,19,66,34,16,4,0,0,0,153,3,5,25,11,7,3,0,0,0,57,0,14,71,34,26,9,0,0,0,149,4,15,40,30,35,27,4,0,0,157,0,7,29,35,31,15,3,0,0,129,5,25,69,62,60,40,6,0,0,262,7,45,154,111,97,71,8,0,0,503,0,17,19,5,5,0,0,0,0,53,0,21,31,20,21,10,0,0,0,114
213011339,134,340,745,744,681,361,66,8,0,3075,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,6,23,44,38,15,0,0,0,120,0,0,5,5,9,0,0,0,0,19,0,3,6,8,10,3,0,0,0,41,0,7,20,13,12,5,0,0,0,58,39,59,63,66,62,29,0,0,0,316,62,35,39,23,30,10,0,0,0,203,0,9,27,33,36,17,3,0,0,126,0,5,11,14,3,0,0,0,0,32,0,11,47,49,27,12,0,0,0,148,0,7,13,15,14,6,0,0,0,50,0,9,46,43,25,16,0,0,0,135,0,5,24,34,41,14,0,0,0,131,0,6,37,39,37,20,5,0,0,146,10,25,65,73,81,36,3,0,0,289,8,41,122,110,115,68,11,3,0,468,3,7,9,7,10,0,0,0,0,42,7,12,32,14,24,6,0,0,0,97
213011340,266,576,796,784,1279,1005,169,10,0,4883,0,0,3,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,4,12,16,20,42,71,50,0,0,0,213,0,0,4,6,6,3,0,0,0,29,3,7,14,19,40,16,3,0,0,110,4,9,21,24,41,24,0,0,0,124,88,138,85,63,159,96,11,0,0,635,89,54,41,23,44,31,5,0,0,294,0,20,39,42,69,33,0,0,0,212,7,7,15,10,16,0,0,0,0,58,0,17,34,50,61,29,0,0,0,200,6,14,18,13,12,6,3,0,0,83,0,41,50,49,75,34,9,0,0,253,0,19,24,18,45,42,8,0,0,151,0,17,35,52,79,60,6,0,0,243,14,62,102,97,197,114,7,0,0,589,11,70,97,98,192,138,12,0,0,622,20,17,12,12,15,12,0,0,0,77,7,17,18,22,45,15,6,0,0,136
213021341,95,201,673,840,704,494,110,18,0,3135,0,0,4,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,3,9,22,44,33,31,3,3,0,146,0,0,4,6,10,0,0,0,0,22,4,9,20,16,22,13,3,0,0,79,3,3,17,33,24,18,0,0,0,103,34,51,72,49,44,26,5,0,0,277,51,32,47,24,28,9,0,0,0,195,0,4,28,33,31,17,3,0,0,116,0,3,20,14,11,6,3,0,0,63,0,3,35,46,29,14,3,0,0,132,0,3,9,21,4,5,0,0,0,51,0,10,71,69,47,22,4,0,0,228,5,9,22,19,14,7,5,0,0,80,0,5,46,71,65,33,6,0,0,227,3,13,68,101,116,81,21,3,0,401,0,30,98,108,140,92,25,0,0,490,4,7,21,18,23,3,0,0,0,75,3,5,14,25,18,16,3,0,0,83
213021342,178,433,1241,1044,990,756,129,14,3,4782,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,15,43,45,77,45,5,0,0,232,0,3,6,7,3,0,0,0,0,17,3,7,13,15,33,16,3,0,0,90,0,5,23,25,24,16,0,0,0,97,49,83,117,66,110,68,10,0,0,513,57,49,66,39,43,20,4,0,0,282,0,23,38,37,72,46,0,0,0,220,3,3,16,13,6,11,0,0,0,56,0,15,79,47,39,20,0,0,0,200,3,5,35,19,3,3,0,0,0,74,5,20,94,51,49,24,3,0,0,240,0,22,59,42,51,29,9,0,0,207,0,10,41,63,81,44,9,0,0,246,3,42,126,109,124,82,3,3,0,496,7,46,187,173,181,127,15,0,0,742,3,16,15,14,12,14,3,0,0,77,0,15,43,42,31,16,0,0,0,153
213021343,97,262,970,811,564,339,72,13,4,3128,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,4,34,15,20,23,3,0,0,111,0,4,5,6,5,0,0,0,0,19,0,0,14,9,14,3,0,0,0,44,0,3,18,16,16,0,0,0,0,67,35,57,81,59,42,28,5,3,0,306,34,28,33,29,21,15,0,0,0,155,0,7,34,32,26,17,3,0,0,118,3,4,11,16,15,4,0,0,0,56,0,6,52,35,24,6,0,0,0,126,4,8,14,17,7,5,0,0,0,51,0,5,65,59,35,9,0,0,0,174,0,6,38,20,21,11,5,0,0,93,0,4,39,42,37,23,3,0,0,157,0,20,119,82,65,27,4,0,0,316,3,25,111,109,76,55,17,0,0,396,4,8,17,14,10,7,0,0,0,60,0,12,32,19,17,11,3,0,0,99
213021344,118,321,1105,1441,1071,626,108,9,0,4800,0,0,0,7,3,0,0,0,0,10,0,0,3,6,3,0,0,0,0,13,9,9,42,50,43,11,3,0,0,175,0,5,12,16,14,0,0,0,0,47,0,5,18,35,37,8,0,0,0,104,3,3,20,48,20,12,0,0,0,101,56,68,90,97,65,26,4,0,0,416,41,48,46,30,23,18,0,0,0,209,0,9,26,39,43,16,3,0,0,139,4,8,30,41,41,5,0,0,0,132,0,10,83,136,63,30,3,0,0,318,4,9,21,27,24,10,0,0,0,92,0,23,125,197,97,40,5,0,0,479,0,8,39,52,37,21,3,0,0,167,0,15,74,136,98,62,8,0,0,383,10,20,123,177,191,111,7,0,0,638,3,27,212,213,148,148,13,3,0,766,8,6,25,21,27,17,3,0,0,122,3,20,34,36,30,27,5,0,0,147
213021345,57,97,262,353,300,197,29,3,0,1293,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,18,8,0,0,0,59,0,0,0,3,3,0,0,0,0,8,0,0,3,13,6,3,0,0,0,32,0,8,3,9,9,4,0,0,0,28,18,44,25,32,30,7,0,0,0,164,16,12,18,8,6,6,0,0,0,70,0,3,11,13,21,7,0,0,0,53,0,0,5,8,7,4,0,0,0,20,0,0,18,15,13,3,0,0,0,56,0,3,0,0,0,0,0,0,0,13,0,3,24,16,19,7,0,0,0,74,0,3,7,13,14,5,0,0,0,43,0,0,8,14,33,13,0,0,0,75,0,4,22,31,29,24,0,0,0,112,4,14,37,57,72,27,0,0,0,203,4,4,4,3,14,0,0,0,0,32,3,5,10,10,13,4,0,0,0,43
213021346,180,288,548,790,1086,742,190,21,3,3837,0,0,0,0,3,0,0,0,0,11,0,0,0,3,3,3,0,0,0,9,10,12,21,31,44,20,8,0,0,146,0,4,9,8,3,0,0,0,0,25,0,0,15,18,26,16,3,0,0,75,3,12,9,30,37,9,3,0,0,104,48,69,50,59,66,45,9,3,0,342,69,44,25,12,31,22,4,0,0,202,0,3,14,33,34,16,3,0,0,106,0,14,15,29,21,12,0,0,0,85,0,10,21,63,57,14,4,0,0,172,3,9,17,24,19,11,3,0,0,86,3,31,60,102,139,63,8,4,0,407,0,7,19,30,40,18,0,0,0,114,3,4,29,57,101,48,8,0,0,261,19,28,74,135,196,156,28,0,0,634,8,27,97,104,201,150,39,0,0,626,6,17,20,17,21,8,0,0,0,99,4,9,20,21,20,23,4,0,0,108
213031347,95,548,1565,985,667,421,57,9,0,4352,0,0,4,3,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,6,12,60,63,52,34,3,0,0,232,0,0,7,7,0,0,0,0,0,15,4,0,19,17,4,7,3,0,0,54,3,9,27,14,13,3,0,0,0,75,33,85,125,69,56,28,0,0,0,380,40,87,111,48,39,25,3,0,0,353,0,7,39,25,24,8,0,0,0,104,5,10,23,14,10,3,0,0,0,61,0,15,101,65,21,6,0,0,0,211,0,3,20,8,3,0,0,0,0,42,0,25,111,57,33,14,3,0,0,244,0,15,68,34,19,13,5,0,0,144,0,4,50,57,25,19,0,0,0,160,3,45,113,79,45,25,0,0,0,313,3,62,246,144,116,77,4,0,0,647,3,16,28,16,6,3,0,0,0,75,0,18,53,28,26,7,3,0,0,136
213031348,86,545,1901,1042,543,350,64,7,0,4535,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,47,30,23,8,3,0,0,119,0,0,15,7,0,0,0,0,0,30,0,11,17,8,3,3,0,0,0,37,0,12,30,14,11,3,0,0,0,62,34,77,148,49,38,24,6,0,0,378,37,110,156,54,19,16,3,0,0,396,0,3,26,24,15,10,0,0,0,73,3,6,42,28,13,3,0,0,0,97,0,12,87,41,11,3,3,0,0,162,0,3,16,9,6,0,0,0,0,40,0,35,187,96,31,20,7,0,0,367,0,20,91,37,24,13,3,0,0,191,3,7,97,80,42,27,3,0,0,267,3,35,200,127,67,48,3,0,0,495,3,32,262,137,80,46,14,0,0,580,3,12,48,26,11,3,3,0,0,115,0,22,54,25,16,13,0,0,0,132
213031349,82,359,1146,815,602,397,82,6,3,3488,0,0,3,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,5,32,32,44,19,0,0,0,150,0,0,5,9,0,3,0,0,0,23,0,4,23,9,7,9,0,0,0,49,0,4,27,13,18,14,0,0,0,81,41,99,101,65,62,30,4,0,0,403,36,65,92,38,36,17,0,0,0,287,0,12,40,23,21,11,0,0,0,105,0,9,38,19,5,3,0,0,0,79,0,13,84,54,31,17,0,0,0,194,0,10,15,12,6,7,0,0,0,49,0,16,100,67,51,11,5,0,0,242,0,14,47,25,18,12,0,0,0,124,0,15,46,54,50,26,3,0,0,189,6,23,113,69,73,59,10,0,0,350,0,34,174,104,103,75,12,0,0,500,10,19,23,14,10,0,0,0,0,76,0,18,47,25,28,10,3,0,0,134
213031350,49,189,748,796,497,230,36,3,0,2544,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,19,25,14,8,0,0,0,73,0,0,3,3,3,0,0,0,0,15,0,0,14,15,4,4,0,0,0,36,0,0,21,23,14,0,0,0,0,61,15,37,73,39,22,9,3,0,0,186,26,35,42,22,16,8,0,0,0,144,0,0,15,30,16,4,0,0,0,66,3,3,25,34,22,5,0,0,0,89,0,4,56,58,26,9,0,0,0,157,0,5,16,16,6,0,0,0,0,45,0,13,100,99,50,7,4,0,0,265,0,6,28,23,17,7,0,0,0,89,0,6,57,74,52,14,3,0,0,207,0,13,99,102,100,52,3,0,0,368,0,19,144,111,87,46,10,0,0,431,0,6,29,23,15,10,0,0,0,86,0,6,29,19,12,4,0,0,0,67
213031351,59,291,1102,864,506,284,52,8,3,3159,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,18,31,25,7,0,0,0,87,0,0,8,8,0,0,0,0,0,23,0,3,10,11,3,0,0,0,0,33,0,4,13,13,14,9,0,0,0,58,26,61,71,38,33,18,5,0,0,254,18,59,85,29,23,7,3,0,0,235,0,3,23,16,20,15,0,0,0,73,3,8,22,18,3,8,0,0,0,67,0,11,51,35,19,11,0,0,0,119,0,4,14,18,6,3,0,0,0,48,0,12,83,83,32,15,0,0,0,222,0,11,52,23,21,15,0,4,0,125,0,4,59,76,55,16,0,0,0,211,3,18,95,105,82,39,0,0,3,352,0,23,188,111,85,60,10,0,0,480,0,8,25,27,8,0,0,0,0,78,3,10,28,31,16,7,0,0,0,99
213031352,102,258,1089,1231,851,431,79,5,0,4048,0,0,0,0,0,0,0,0,0,8,0,0,7,6,3,0,0,0,0,8,14,12,38,60,39,11,10,0,0,174,0,0,12,17,6,0,0,0,0,45,0,0,28,23,13,11,0,0,0,76,0,10,23,34,17,0,0,0,0,81,40,55,86,75,57,40,3,3,0,363,33,49,66,38,24,14,0,0,0,225,0,3,19,36,30,13,0,0,0,98,3,4,34,52,25,9,3,0,0,126,0,11,57,98,52,9,0,0,0,232,0,4,22,35,15,3,0,0,0,77,0,20,128,153,92,24,4,0,0,430,3,17,49,46,26,8,7,0,0,156,0,7,91,100,92,40,6,0,0,340,4,28,133,157,142,87,11,0,0,564,5,34,190,178,147,86,14,0,0,662,3,6,35,39,15,10,0,0,0,106,3,12,35,44,24,24,0,0,0,143
213041353,257,452,1021,1103,1114,760,178,17,3,4917,3,8,9,10,19,7,6,0,0,59,0,0,0,0,10,0,3,0,0,10,16,7,19,45,31,30,3,0,0,161,0,0,3,7,0,0,0,0,0,12,6,13,23,28,36,12,3,0,0,121,0,10,11,25,23,4,0,0,0,82,101,75,98,106,119,68,8,0,0,584,115,59,39,30,23,26,3,0,0,295,3,19,38,48,52,41,0,0,0,199,0,3,5,9,10,0,0,0,0,28,3,9,35,38,27,14,0,0,0,131,0,3,18,13,18,5,3,0,0,61,12,9,53,75,45,34,9,0,0,239,3,17,30,30,40,19,4,3,0,143,0,11,69,112,89,73,11,0,0,369,19,50,150,156,186,105,20,3,0,686,8,54,181,187,229,173,22,0,0,851,3,12,10,13,8,3,0,0,0,63,7,30,36,24,25,15,8,0,0,155
213041355,286,485,1351,1468,1146,586,99,8,0,5426,0,0,0,7,4,3,0,0,0,12,0,0,3,3,0,3,0,0,0,10,7,12,40,86,54,16,3,0,0,223,0,3,14,9,3,0,0,0,0,23,0,12,38,36,33,7,0,0,0,127,4,6,28,29,32,17,0,0,0,115,102,127,128,135,131,57,5,0,0,682,121,49,47,38,39,22,0,0,0,318,4,25,80,72,64,40,0,0,0,277,5,4,30,16,15,3,0,0,0,73,0,12,79,84,67,15,0,0,0,263,0,8,31,20,16,0,0,0,0,77,4,19,70,82,57,22,0,0,0,256,0,18,40,49,41,23,3,0,0,180,0,13,69,90,72,25,3,0,0,269,14,39,178,172,164,61,5,0,0,631,9,65,269,243,198,91,8,0,0,888,3,16,19,23,11,7,0,0,0,84,0,17,50,34,28,13,0,0,0,147
213041356,194,417,966,917,858,672,157,7,0,4187,0,0,8,9,3,3,0,0,0,22,0,0,0,3,0,0,0,0,0,6,12,18,29,37,31,25,5,0,0,160,0,4,6,3,9,0,0,0,0,22,0,9,23,28,23,12,0,0,0,99,0,3,24,14,23,6,5,0,0,82,63,80,105,81,93,68,11,0,0,498,103,43,44,39,28,22,4,0,0,286,5,21,45,48,39,20,0,0,0,180,4,4,5,13,7,4,0,0,0,33,0,3,36,22,23,10,7,0,0,103,5,9,14,12,15,3,6,0,0,53,0,14,47,28,35,24,8,0,0,152,4,14,34,38,40,35,0,0,0,165,3,7,42,44,55,45,10,0,0,197,4,21,79,76,83,66,5,0,0,335,11,60,155,141,167,131,23,0,0,683,14,9,14,16,13,3,0,0,0,67,12,18,30,26,16,18,7,0,0,115
213041357,220,463,1463,1395,911,667,127,0,0,5256,0,0,0,11,3,3,0,0,0,22,0,0,0,0,3,0,0,0,0,4,9,13,33,49,38,31,10,0,0,172,0,5,13,11,5,3,0,0,0,41,0,15,27,33,18,8,0,0,0,101,5,12,27,25,27,12,3,0,0,102,70,90,141,127,114,77,5,0,0,623,88,61,62,32,35,20,5,0,0,305,3,24,66,60,66,41,7,0,0,259,0,4,22,15,3,4,0,0,0,48,0,14,76,61,23,20,0,0,0,192,7,5,17,4,7,11,0,0,0,57,5,12,67,48,31,24,0,0,0,191,0,17,61,37,34,28,4,0,0,180,0,16,67,62,70,46,8,0,0,271,4,27,145,141,94,69,7,0,0,478,14,68,295,218,169,112,18,0,0,885,7,12,16,12,18,14,0,0,0,83,13,20,39,24,23,13,0,0,0,141
213041358,229,407,1069,1013,755,522,104,15,0,4115,0,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,6,10,36,42,42,19,0,0,0,153,0,0,7,7,8,3,0,0,0,26,0,7,26,29,11,14,0,0,0,87,0,7,27,25,21,13,0,0,0,93,79,94,122,98,93,65,6,0,0,551,86,47,55,38,22,19,0,0,0,270,3,20,72,43,38,30,0,0,0,211,4,3,17,9,0,3,0,0,0,36,0,12,42,33,27,17,3,0,0,130,0,4,25,17,7,5,0,0,0,61,0,7,56,33,27,12,0,0,0,128,0,21,25,25,30,16,0,0,0,129,4,13,58,56,39,40,6,0,0,219,8,25,129,110,83,60,4,0,0,418,3,71,174,175,151,104,13,0,0,701,5,9,14,7,8,6,0,0,0,53,6,20,36,20,17,15,3,0,0,113
213041359,30,49,74,93,96,67,12,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,16,0,4,8,0,6,0,0,0,0,12,6,8,4,6,13,3,0,0,0,48,13,4,3,5,7,3,0,0,0,33,0,0,7,7,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,12,0,3,3,4,4,4,0,0,0,19,0,0,0,6,0,0,0,0,0,13,3,3,16,5,9,8,0,0,0,34,0,3,12,0,3,8,0,0,0,31,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,9
213041360,216,319,1040,1752,965,399,55,3,0,4752,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,11,34,83,61,13,3,0,0,201,0,0,8,19,3,0,0,0,0,30,0,5,28,43,27,3,0,0,0,108,3,8,31,46,29,3,0,0,0,121,76,100,102,161,80,32,3,0,0,559,99,35,45,51,38,10,0,0,0,281,0,15,46,83,57,9,0,0,0,211,6,5,21,19,10,6,0,0,0,53,0,14,91,131,45,8,0,0,0,282,0,10,14,20,9,3,0,0,0,55,0,22,64,121,18,7,0,0,0,235,0,7,38,53,37,15,0,0,0,160,0,0,46,93,43,16,0,0,0,204,14,20,119,190,80,25,7,0,0,452,10,37,159,259,157,79,10,0,0,712,5,3,19,16,10,5,0,0,0,52,3,9,36,41,19,5,0,0,0,116
213041461,38,100,228,281,269,169,24,3,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,16,17,0,0,0,57,0,0,0,5,0,0,0,0,0,6,0,3,3,10,0,0,0,0,0,17,0,3,7,4,8,0,0,0,0,23,19,19,21,29,30,11,3,0,0,127,23,21,10,12,16,4,3,0,0,79,0,0,10,6,12,11,0,0,0,36,0,0,4,0,4,0,0,0,0,11,0,3,15,10,9,9,0,0,0,43,0,0,6,3,0,0,0,0,0,15,0,4,13,16,7,3,0,0,0,36,0,3,10,12,13,15,5,0,0,58,0,0,9,10,5,4,0,0,0,29,0,10,9,31,23,3,3,0,0,79,0,17,42,50,67,36,0,0,0,217,3,3,3,3,3,0,0,0,0,15,0,9,4,9,8,3,0,0,0,29
213041462,60,110,379,549,266,116,14,0,0,1499,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,7,27,17,11,0,0,0,69,0,0,0,4,3,0,0,0,0,5,0,3,10,9,7,0,0,0,0,22,0,0,7,9,11,0,0,0,0,25,16,30,29,34,24,4,0,0,0,146,33,19,9,21,11,0,0,0,0,99,0,4,16,23,6,3,0,0,0,61,0,0,10,10,0,0,0,0,0,21,0,4,30,27,11,3,0,0,0,77,0,3,3,11,7,0,0,0,0,21,0,11,34,30,3,0,0,0,0,73,3,5,17,24,5,4,0,0,0,61,0,3,24,20,14,4,0,0,0,59,3,6,26,45,31,7,0,0,0,117,0,9,61,106,50,29,4,0,0,256,3,0,6,7,6,0,0,0,0,19,0,0,18,16,5,0,0,0,0,46
