SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
213011334,0,0,0,0,0,817,21,7,0,3,0,3,0,0,34,886,39,0,0,0,0,0,0,0,0,3,40,101,0,0,0,0,0,0,0,0,4,102,105,3,0,0,0,0,0,0,0,4,114,3,0,0,0,0,0,0,0,0,0,3,207,3,0,0,0,0,0,0,0,7,219,0,0,0,0,0,0,0,0,0,0,3,250,3,0,0,0,0,0,0,0,14,267,875,116,167,22,32,48,33,41,21,53,1401,3077,506,1349,220,266,373,427,324,177,189,6912,1549,238,362,66,102,167,96,119,99,144,2943,52,5,19,8,0,10,0,0,0,9,97,4670,750,1730,290,372,553,523,447,276,339,9953,7,0,3,0,0,0,0,3,0,15,31,5551,873,1894,311,398,599,556,492,302,411,11388
213011335,0,0,0,0,3,699,11,9,0,0,3,0,0,0,28,753,18,0,0,0,0,0,0,0,0,0,20,68,0,0,0,0,0,0,0,0,4,71,133,0,0,0,0,0,0,0,0,9,141,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,10,209,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,15,229,518,66,96,17,16,32,26,35,8,49,858,2814,475,1078,135,249,336,363,288,139,200,6080,1854,278,379,78,86,166,89,105,72,124,3223,35,6,7,0,7,3,3,0,3,7,73,4712,757,1467,213,341,499,451,398,217,334,9386,0,0,4,0,0,0,3,0,0,15,25,5234,828,1562,229,361,528,477,435,222,398,10268
213011336,0,0,0,0,0,194,3,0,0,0,0,0,0,0,20,218,11,0,0,0,0,0,0,0,0,0,14,47,0,0,0,0,0,0,0,0,0,48,47,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,6,98,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,8,113,341,56,68,4,29,19,9,9,12,18,574,930,206,664,98,215,239,232,202,97,75,2960,454,69,151,45,137,137,75,114,53,69,1317,12,0,3,0,0,5,0,7,0,0,32,1401,274,822,143,361,384,312,322,152,144,4313,0,0,0,0,0,0,3,3,0,4,11,1739,335,889,150,389,405,323,338,163,168,4897
213011337,0,0,0,0,0,417,3,5,0,0,0,0,0,0,22,443,21,0,0,0,0,0,0,0,0,6,33,57,0,0,0,0,0,0,0,0,18,80,99,0,0,0,0,0,0,0,0,18,114,3,0,0,0,0,0,0,0,0,3,9,162,0,0,0,0,0,0,0,0,41,202,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,45,238,299,32,62,11,10,18,10,4,7,28,481,1918,309,559,108,152,200,124,84,50,136,3637,1216,138,239,50,107,159,92,82,62,110,2260,41,0,3,0,3,10,3,0,0,10,70,3170,444,805,154,264,371,213,169,116,259,5966,0,0,0,0,0,0,0,0,0,15,16,3478,474,867,168,273,383,226,174,123,305,6469
213011338,0,0,0,0,3,803,3,7,4,0,9,0,0,0,34,851,21,0,0,0,0,0,0,0,0,0,18,100,0,0,0,0,0,0,0,0,9,108,100,0,0,0,0,0,0,0,0,8,101,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,16,213,0,0,0,0,0,0,0,0,0,0,3,216,0,0,0,0,0,0,0,0,19,238,721,129,117,30,29,32,29,33,10,43,1170,3107,542,845,170,295,276,221,214,92,213,5966,1543,131,261,70,107,129,71,77,53,101,2529,42,6,9,3,11,0,0,0,0,3,81,4691,678,1112,240,412,404,288,286,145,316,8574,3,0,0,0,0,0,0,0,0,10,22,5416,804,1234,275,446,441,313,317,156,368,9766
213011339,0,0,0,0,4,196,6,0,0,0,0,0,0,0,19,230,18,0,0,0,0,0,0,0,0,4,23,40,0,0,0,0,0,0,0,0,12,50,28,0,0,0,0,0,0,0,0,15,41,0,0,0,0,0,0,0,0,0,3,4,65,0,3,0,0,0,0,0,0,29,99,0,0,0,0,0,0,0,0,0,0,0,87,0,3,0,0,0,0,0,0,31,126,536,112,130,30,28,34,30,34,14,39,979,1355,317,744,84,122,202,194,164,107,110,3398,284,37,59,10,19,13,37,30,23,41,553,15,4,4,0,0,0,3,6,0,10,40,1654,356,811,95,146,219,233,197,128,168,3996,0,0,0,0,0,0,0,0,0,6,8,2189,464,944,124,169,252,256,230,141,209,4983
213011340,0,0,0,0,3,347,5,3,3,0,0,0,0,0,17,381,16,0,0,0,0,0,0,0,0,0,19,28,0,0,0,0,0,0,0,0,0,31,39,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,3,89,1071,99,82,15,29,16,6,11,3,33,1367,2628,197,243,51,45,62,42,29,31,87,3409,480,24,20,11,5,9,9,18,19,20,614,24,0,0,0,0,0,0,0,0,0,26,3128,221,265,62,52,69,49,46,44,112,4049,0,0,0,0,0,0,0,0,0,0,6,4204,314,350,78,78,84,60,54,49,151,5425
213021341,0,0,0,0,0,390,3,3,0,0,0,0,0,0,11,402,60,0,0,0,0,0,0,0,0,4,63,52,0,0,0,0,0,0,0,0,0,52,17,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,9,133,1104,154,220,73,37,59,37,37,11,48,1785,778,132,259,58,60,83,61,72,31,42,1585,123,12,9,7,7,8,15,13,19,9,220,8,0,0,0,0,0,0,0,0,0,15,910,147,272,68,66,90,77,84,49,51,1817,0,0,0,0,0,0,0,0,0,0,8,2018,305,498,146,106,149,112,119,62,106,3614
213021342,0,0,0,0,3,442,4,3,0,7,0,0,0,0,24,489,44,0,0,0,0,0,0,0,0,3,53,46,0,0,0,0,0,0,0,0,12,52,59,0,0,0,0,0,0,0,0,18,73,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,22,128,0,0,0,0,0,0,0,0,0,0,0,151,0,3,0,0,0,0,0,0,32,182,1379,159,159,49,58,38,42,50,17,62,2015,1963,348,617,101,109,132,158,145,56,95,3738,593,56,54,16,29,31,20,28,33,59,911,18,3,4,0,0,0,0,3,0,3,33,2579,408,673,119,138,160,174,177,91,160,4682,8,0,0,0,0,0,0,0,0,3,11,3965,572,834,173,194,199,218,224,108,224,6711
213021343,0,0,0,0,4,780,3,4,0,0,0,0,0,0,37,824,34,0,0,0,0,0,0,0,0,13,52,89,0,0,0,0,0,0,0,0,15,103,135,0,0,0,0,0,0,0,0,17,152,3,0,0,0,0,0,0,0,0,0,3,231,0,0,0,0,0,0,0,0,33,260,0,0,0,0,0,0,0,0,0,0,0,262,3,0,0,0,0,0,0,0,42,309,682,97,158,29,36,31,19,24,3,52,1139,1720,224,344,78,97,87,98,68,47,84,2846,842,47,72,27,28,28,25,54,15,61,1199,21,4,3,0,0,0,0,0,0,3,36,2590,273,421,98,122,115,120,116,63,154,4080,4,0,0,0,0,0,0,0,0,7,10,3280,374,583,133,164,138,143,145,64,209,5229
213021344,0,0,0,0,0,301,0,3,0,0,0,0,0,0,24,328,32,0,0,0,0,0,0,0,0,6,37,50,0,0,0,0,0,0,0,0,5,54,47,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,0,0,0,0,7,6,101,0,0,0,0,0,0,0,0,12,111,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,22,154,1049,252,306,106,92,66,53,33,22,48,2022,887,148,234,48,61,64,65,65,43,37,1640,276,11,15,3,7,6,7,6,10,31,378,14,0,0,0,0,0,0,0,0,17,33,1178,159,247,57,61,69,71,75,52,83,2048,0,0,0,0,0,0,0,0,0,3,3,2219,410,552,158,157,132,122,109,75,137,4082
213021345,0,0,0,0,0,73,4,0,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,305,40,60,9,13,22,9,12,5,4,477,466,145,199,26,44,45,44,41,20,15,1055,89,20,23,10,10,7,11,10,20,3,192,9,3,0,0,0,0,0,0,0,0,16,564,170,227,38,55,56,51,52,39,18,1262,0,0,0,0,0,0,0,0,0,4,8,870,208,289,47,68,70,61,60,39,30,1747
213021346,0,0,0,0,0,207,7,5,0,0,0,0,0,0,8,224,38,0,0,0,0,0,0,0,0,0,41,44,0,0,0,0,0,0,0,0,0,45,19,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,95,3,0,0,0,0,0,0,0,0,100,1159,254,229,58,57,44,51,47,39,37,1981,655,103,142,30,40,35,57,29,32,25,1141,105,12,22,0,0,3,3,3,14,10,169,3,0,0,0,0,0,0,0,0,0,7,760,116,160,33,41,35,57,36,46,29,1309,7,0,0,0,0,0,0,0,0,0,7,1925,367,390,96,99,78,115,80,84,70,3296
213031347,0,0,0,0,0,310,12,3,0,0,0,0,0,0,24,359,20,0,0,0,0,0,0,0,0,3,22,22,0,0,0,0,0,0,0,0,4,28,69,0,0,0,0,0,0,0,0,4,81,3,0,0,0,0,0,0,0,0,0,3,94,0,3,0,0,0,0,0,0,10,114,0,0,0,0,0,0,0,0,0,0,0,114,0,3,0,0,0,0,0,0,19,138,537,112,193,34,42,39,40,39,19,34,1092,2201,582,1042,208,262,322,324,312,172,175,5602,1319,173,238,65,118,141,133,137,91,134,2548,13,9,12,0,4,0,5,4,4,6,60,3535,774,1297,271,385,464,455,448,271,314,8210,13,0,0,0,3,0,0,0,0,113,136,4085,883,1490,310,434,502,502,488,295,462,9443
213031348,0,0,0,0,0,290,10,3,0,0,0,0,0,0,10,317,29,0,0,0,0,0,0,0,0,0,29,33,0,0,0,0,0,0,0,0,0,31,94,0,0,0,0,0,0,0,0,7,107,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,12,135,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,12,161,706,194,183,54,60,78,95,71,46,46,1520,1189,354,974,161,299,399,438,440,250,122,4626,688,80,110,24,55,79,76,98,66,63,1333,8,0,4,0,0,6,0,6,4,6,36,1890,433,1087,183,358,483,510,542,322,197,6002,0,0,0,0,0,3,0,0,3,4,15,2596,629,1272,239,419,559,608,616,363,249,7534
213031349,0,0,0,0,0,180,0,0,0,0,0,0,0,0,6,192,9,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,24,41,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,77,547,117,118,37,43,41,51,41,26,27,1039,1483,293,575,113,154,136,194,195,106,66,3316,524,48,67,13,16,46,34,53,42,23,868,19,0,0,0,0,0,0,0,0,0,23,2018,341,644,129,173,187,229,249,146,92,4209,0,0,0,0,0,0,0,0,0,5,9,2564,455,759,165,215,232,277,291,178,125,5253
213031350,0,0,0,0,0,192,3,3,0,0,0,0,0,0,5,200,10,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,3,22,39,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,68,499,125,183,38,41,21,40,34,8,29,1016,538,106,184,25,46,61,82,55,48,38,1183,317,24,33,4,10,8,10,9,6,19,439,6,0,0,0,0,0,0,0,0,0,8,865,126,216,31,55,72,96,62,60,50,1631,0,0,0,0,0,0,0,0,0,0,5,1359,252,394,68,100,95,131,95,63,80,2647
213031351,0,0,0,0,0,220,9,3,0,0,0,0,0,0,11,239,14,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,27,43,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,3,82,544,139,131,42,39,25,23,28,19,51,1036,969,186,523,105,133,188,214,179,109,63,2679,417,33,58,7,19,34,30,48,34,33,696,9,0,3,0,0,0,0,0,0,0,13,1393,222,583,111,155,219,241,225,147,95,3390,0,0,0,0,0,0,0,0,0,3,3,1939,361,713,155,195,242,262,256,162,146,4431
213031352,0,0,0,0,0,337,0,3,0,0,0,0,0,0,6,349,17,4,0,0,0,0,0,0,0,0,19,57,3,0,0,0,0,0,0,0,0,58,52,0,0,0,0,0,0,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,104,3,0,0,0,0,0,0,0,5,113,0,0,0,0,0,0,0,0,0,0,0,120,7,0,0,0,0,0,0,0,4,136,794,248,251,65,77,56,47,36,22,34,1628,870,110,181,28,35,74,68,54,28,39,1494,439,13,22,10,0,4,8,9,10,24,533,13,0,0,0,0,0,0,0,0,0,13,1321,121,197,35,35,80,74,67,38,62,2035,0,0,0,0,0,0,0,0,0,3,4,2119,371,452,97,115,137,120,99,64,103,3676
213041353,0,0,0,0,0,191,0,0,3,0,0,0,0,0,15,212,42,0,0,0,0,0,0,0,0,13,63,17,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,3,3,65,0,0,0,0,0,0,0,0,21,86,1274,145,167,33,25,27,4,10,3,71,1758,362,70,171,13,15,22,33,22,17,16,746,40,0,8,0,3,4,3,10,8,3,69,0,0,0,0,0,0,0,0,0,3,6,404,67,179,20,18,26,40,30,26,19,828,3,0,0,0,0,0,0,0,0,3,5,1677,210,352,46,50,47,42,35,27,97,2593
213041355,0,0,0,0,0,167,5,6,0,0,0,3,0,0,7,196,3,0,3,0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,38,977,186,224,46,54,39,24,19,8,52,1638,1947,487,925,164,132,110,106,71,40,79,4075,309,37,64,10,17,14,20,20,18,35,532,11,4,14,0,3,0,0,0,0,3,36,2271,531,1000,177,150,126,125,90,55,123,4644,3,0,0,0,0,0,0,0,0,0,4,3248,714,1226,225,200,169,155,105,62,176,6288
213041356,0,0,0,0,3,256,3,0,0,0,0,0,0,0,6,266,39,0,0,0,0,0,0,0,0,7,45,18,0,0,0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,5,77,1313,130,140,27,42,21,27,20,11,80,1800,928,322,322,61,53,72,76,61,30,57,1981,158,38,39,17,16,14,18,26,12,14,360,11,3,3,0,0,0,0,0,0,3,20,1106,363,366,81,65,86,97,87,43,69,2362,8,3,0,0,0,0,0,0,0,3,11,2423,494,505,108,106,103,129,105,51,145,4171
213041357,0,0,0,3,3,236,3,3,0,0,0,0,0,0,13,267,61,0,0,0,0,0,0,0,0,9,75,20,0,0,0,0,0,0,0,0,6,28,9,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,95,0,6,0,0,0,0,0,0,13,113,1409,165,325,42,60,60,51,32,20,80,2252,858,499,1029,127,115,122,129,118,65,81,3137,133,35,85,18,9,28,40,26,24,23,423,6,8,14,3,6,0,0,0,0,0,41,1006,539,1128,142,129,151,167,146,88,107,3602,8,0,0,0,0,0,0,0,0,10,17,2422,707,1452,186,197,212,211,172,111,189,5871
213041358,0,0,0,0,0,130,7,3,0,0,0,0,0,0,4,147,17,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,24,1006,138,191,41,53,37,37,25,8,65,1606,685,379,616,65,53,71,64,60,21,38,2052,92,35,50,13,6,19,14,17,9,14,274,6,4,4,0,0,0,0,3,0,3,25,783,417,672,76,65,92,78,80,29,61,2348,0,3,4,0,0,0,0,0,0,5,15,1790,564,872,116,117,132,116,106,34,132,3969
213041359,0,0,0,3,4,31,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,11,3,0,0,0,0,0,0,8,135,158,8,29,3,9,7,8,3,3,18,244,25,3,4,0,0,0,0,0,4,4,38,3,0,0,0,0,0,0,0,0,0,4,191,14,32,3,11,7,8,7,3,18,282,3,0,0,0,0,0,0,0,0,280,285,293,24,35,8,11,9,8,5,3,311,705
213041360,0,0,0,0,0,146,14,14,3,3,0,0,0,0,10,184,13,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,40,691,207,236,44,36,17,31,18,0,39,1322,2192,888,865,133,111,104,98,90,61,88,4622,418,71,91,20,17,22,28,28,32,32,760,22,3,3,0,0,0,0,0,3,4,34,2630,958,962,146,123,127,126,123,99,124,5420,3,0,0,0,0,0,0,0,0,3,7,3317,1167,1197,188,163,144,162,140,104,167,6748
213041461,0,0,0,0,0,114,7,3,0,0,0,0,0,0,3,127,17,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,0,0,0,0,0,27,11,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,8,40,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,8,63,288,40,37,6,0,8,0,4,0,16,397,795,187,231,20,30,35,37,18,26,25,1402,181,32,25,8,8,7,9,8,20,10,307,5,0,3,0,0,0,3,0,0,0,12,982,217,262,27,33,40,52,24,46,42,1721,3,0,0,0,0,0,0,0,0,0,3,1275,255,298,34,37,50,48,29,48,56,2124
213041462,0,0,0,0,0,26,3,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,194,74,71,18,15,15,10,4,3,10,419,708,428,471,62,75,63,63,50,25,32,1985,157,38,61,18,12,9,16,15,20,14,357,4,5,0,0,0,0,0,0,0,0,14,873,470,535,75,95,69,75,67,46,39,2345,0,0,0,0,0,0,0,0,0,0,0,1069,547,604,96,105,88,89,72,51,52,2764
213041463,0,0,0,0,0,148,13,10,3,6,0,0,0,0,6,194,5,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,8,16,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,31,913,232,304,46,42,51,45,48,18,44,1739,2315,911,980,129,154,180,122,137,98,102,5119,281,73,98,15,19,40,30,43,39,53,689,17,3,3,3,0,0,0,0,0,0,36,2617,988,1089,145,168,219,151,183,132,156,5844,0,3,0,0,0,0,0,0,0,0,7,3531,1222,1391,198,208,269,200,224,150,204,7591
213051361,0,0,0,6,6,248,10,12,3,0,0,0,0,0,9,287,14,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,68,1161,201,230,35,52,34,27,20,16,54,1840,1506,432,948,137,139,150,127,107,61,86,3691,267,38,146,28,19,37,38,39,34,50,693,16,6,11,0,0,0,0,0,0,7,38,1791,476,1098,168,152,185,169,152,98,134,4422,3,0,0,0,0,0,0,0,0,11,13,2962,678,1333,202,205,228,191,167,116,203,6273
213051362,0,0,0,0,3,304,15,15,0,0,0,0,0,0,7,350,33,0,0,0,0,0,0,0,0,0,41,26,0,0,0,0,0,0,0,0,0,30,24,0,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,85,3,3,0,0,0,0,0,0,5,96,1335,199,256,62,42,39,32,24,14,66,2069,1420,486,1146,178,176,220,251,217,103,96,4304,260,59,215,42,70,75,59,107,73,36,995,11,3,10,0,0,0,3,5,0,0,32,1692,550,1365,218,256,296,313,331,183,137,5332,7,0,0,0,0,0,0,0,0,5,10,3031,751,1624,273,291,338,344,352,195,212,7414
213051363,0,0,0,0,0,69,8,0,0,3,0,0,0,3,3,86,13,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,23,379,124,146,44,45,45,44,39,10,28,895,540,488,1027,137,186,180,270,238,127,64,3253,84,45,111,30,44,49,57,75,74,38,614,3,3,7,0,0,3,0,4,0,0,23,632,528,1151,162,230,230,332,321,198,103,3890,3,0,0,0,0,0,0,0,0,3,11,1010,661,1292,208,275,275,370,357,208,135,4795
