SA2_MAINCODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
209041225,3,0,206,9,10,0,0,15,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,14,0,0,10,0,25,0,0,0,0,0,0,3,205,19,0,0,19,3,229,59,0,0,0,0,0,62,0,7,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,4,0,0,0,0,0,0,0,67,7,0,0,7,0,67,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,1383,31,0,3,38,8,1417,37,102,3,0,101,0,143,0,4,0,0,4,0,4,0,0,0,0,0,0,0,37,106,3,0,107,0,147,7,0,0,0,0,0,4,1421,140,3,3,142,7,1571
209041430,14,0,428,16,58,0,0,53,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,54,0,0,58,0,74,0,0,0,0,0,0,0,437,67,0,0,73,0,506,167,4,0,0,4,0,171,6,27,0,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,27,0,33,0,0,0,0,0,0,0,169,32,0,0,32,0,199,49,0,0,0,0,0,53,10,14,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,15,0,27,0,0,0,0,0,0,0,55,14,0,0,19,0,78,4468,136,0,0,136,3,4606,178,705,4,5,716,0,898,0,31,6,0,36,0,36,3,5,0,5,13,0,9,179,740,11,10,764,0,939,0,0,0,0,0,4,6,4649,877,11,10,897,9,5554
209041431,6,0,156,16,134,14,0,152,0,166,0,15,12,0,34,0,34,0,0,0,0,0,0,0,16,154,26,3,185,0,195,0,0,0,0,0,0,0,165,156,26,3,187,0,353,70,0,0,0,0,0,72,11,78,11,0,89,0,93,0,17,11,0,31,0,31,0,0,0,0,0,0,0,11,96,22,0,114,0,122,0,0,0,0,0,0,0,81,93,22,0,112,0,197,33,0,0,0,0,0,35,3,38,9,0,44,0,46,0,4,6,0,9,0,9,0,0,0,0,0,0,0,3,41,12,0,53,0,54,0,0,0,0,0,0,0,35,38,12,0,56,0,86,996,71,4,4,77,4,1074,111,1194,86,6,1289,9,1404,0,129,76,0,209,0,209,0,8,0,13,20,0,20,111,1333,160,25,1514,9,1630,0,0,0,0,0,7,7,1105,1400,164,24,1591,14,2713
209041432,3,0,56,0,58,3,0,61,0,61,0,9,9,0,13,0,13,0,0,0,0,0,0,0,0,68,9,0,77,0,77,0,0,0,0,0,0,0,57,70,9,0,84,0,133,29,0,0,0,0,0,29,0,47,4,0,53,0,51,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,52,12,0,64,0,68,0,0,0,0,0,0,0,29,52,12,0,64,0,98,18,0,0,0,0,0,20,4,24,0,0,26,0,27,0,4,8,0,11,0,11,0,0,0,0,0,0,3,3,32,5,0,35,0,37,0,0,0,0,0,0,0,19,32,5,0,35,0,58,426,22,0,0,22,0,447,56,649,43,4,699,0,759,3,74,80,3,160,0,162,0,8,0,3,9,0,8,62,732,126,6,865,0,923,0,0,0,0,0,0,0,486,753,126,6,890,0,1377
209041433,0,0,36,8,144,6,3,152,0,163,0,18,12,0,25,0,25,0,0,0,4,5,0,5,8,168,19,3,188,0,194,0,0,0,0,0,0,0,45,164,19,3,185,0,230,14,0,0,0,0,0,19,0,91,0,0,96,0,95,0,8,7,0,16,0,16,0,0,0,0,0,0,0,0,104,9,0,109,0,115,0,0,0,0,0,0,0,20,105,9,0,113,0,130,10,0,0,0,0,0,10,4,45,0,0,44,0,46,0,3,3,0,6,0,6,0,0,0,0,0,0,0,4,48,3,0,53,0,54,0,0,0,0,0,0,0,13,48,3,0,53,0,61,608,67,0,4,73,8,681,60,1838,76,15,1926,0,1987,0,136,66,0,202,0,202,0,4,0,8,11,0,11,60,1979,135,21,2142,0,2201,0,0,0,0,0,3,6,671,2045,135,26,2209,9,2890
209041434,7,0,158,12,98,3,0,100,0,114,0,5,4,0,13,0,13,0,0,0,0,0,0,0,12,101,11,0,110,0,125,0,0,0,0,0,0,0,161,112,11,0,125,0,283,52,4,0,0,4,0,52,3,51,3,0,58,0,60,0,5,0,0,7,0,7,0,0,0,0,0,0,0,3,52,6,0,63,0,61,0,0,0,0,0,4,4,53,55,6,0,60,4,121,12,0,0,0,0,0,10,0,33,5,0,37,0,42,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,37,3,0,45,0,47,0,0,0,0,0,0,0,16,37,3,0,47,0,59,2019,132,0,4,140,5,2164,146,1350,42,9,1400,3,1552,0,42,40,0,77,0,77,0,11,0,0,7,0,15,149,1399,77,11,1487,3,1637,8,3,0,0,3,3,14,2175,1539,77,13,1629,9,3811
209041435,3,0,182,19,137,4,0,143,0,162,0,10,0,0,14,0,14,0,3,0,0,3,0,3,19,147,9,0,158,0,176,0,0,0,0,0,0,0,202,152,9,0,160,0,358,84,3,0,0,3,0,86,8,93,5,0,93,0,102,0,3,3,0,8,0,8,0,0,0,0,0,0,0,8,93,7,0,106,0,113,0,0,0,0,0,0,0,92,96,7,0,109,0,199,29,8,0,0,8,0,30,6,41,0,0,41,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,0,0,47,0,50,0,0,0,0,0,0,0,29,48,0,0,47,0,85,1609,85,0,3,90,0,1698,166,1321,32,12,1361,0,1530,0,59,7,3,71,0,73,0,9,0,0,10,0,10,170,1388,43,18,1447,0,1617,3,0,0,0,0,7,8,1778,1469,43,21,1534,11,3325
209041436,6,0,181,13,115,9,0,120,0,139,0,9,3,0,14,0,14,0,0,0,0,0,0,0,13,125,14,0,136,0,155,0,0,0,0,0,0,0,189,132,14,0,142,3,337,79,3,0,0,3,0,79,4,65,6,0,73,0,79,0,8,3,0,14,0,14,0,0,0,0,0,0,0,4,76,5,0,84,0,87,0,0,0,0,0,0,0,81,76,5,0,88,0,169,31,3,0,0,3,0,34,0,41,0,0,43,0,46,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,44,3,0,49,0,52,0,0,0,0,0,0,0,30,49,3,0,55,0,83,1287,79,0,0,79,4,1370,108,941,49,9,993,5,1105,0,64,34,0,105,0,105,0,7,0,0,7,4,10,108,1007,83,9,1101,9,1217,3,0,0,0,0,0,3,1404,1086,83,9,1179,14,2591
209041437,0,0,30,8,80,3,0,91,0,92,0,7,8,0,16,0,16,0,0,0,0,3,0,3,8,92,14,0,103,0,111,0,0,0,0,0,0,0,38,92,14,0,104,0,139,9,0,0,0,0,0,8,0,41,0,0,45,0,45,0,7,7,0,11,0,11,0,0,0,0,0,0,0,0,45,8,0,51,0,51,0,0,0,0,0,0,0,9,43,8,0,51,0,63,3,0,0,0,0,0,3,0,24,0,0,24,0,24,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,35,0,0,33,0,33,0,0,0,0,0,0,0,3,35,0,0,33,0,35,468,78,3,0,76,3,550,50,1476,53,11,1539,0,1594,0,79,43,0,119,0,123,0,13,0,7,20,0,20,55,1568,90,20,1678,0,1736,0,0,0,0,0,3,4,520,1650,94,20,1761,5,2287
210011226,12,0,75,4,28,0,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,27,0,34,0,0,0,0,0,0,0,72,36,0,0,39,0,112,40,3,0,0,3,0,43,0,14,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,16,0,0,0,0,0,0,0,45,18,0,0,18,0,59,19,0,0,0,0,0,19,0,10,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,7,0,0,0,0,0,0,0,19,6,0,0,7,0,29,745,50,0,0,50,0,794,80,231,3,0,231,3,310,0,19,0,0,19,0,19,3,3,0,3,8,0,7,79,247,3,3,254,3,341,3,0,0,0,0,0,3,827,296,3,3,309,3,1139
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,8,0,149,18,54,0,0,54,0,72,0,0,0,0,3,0,3,0,0,0,0,0,0,0,18,57,0,0,53,0,73,0,0,0,0,0,0,0,159,67,0,0,67,0,220,76,7,0,0,7,0,81,7,41,4,0,49,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,4,0,49,0,60,0,0,0,0,0,0,0,84,48,4,0,56,0,141,43,0,0,0,0,0,42,4,27,0,0,30,0,32,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,29,0,0,28,0,41,0,0,0,0,0,0,0,53,28,0,0,35,0,84,1013,65,0,0,65,3,1081,93,356,19,0,368,0,459,0,11,12,3,22,0,22,0,0,0,0,0,0,0,93,360,27,3,390,0,480,0,4,0,0,4,3,6,1105,429,27,3,461,6,1569
210011229,14,0,251,21,205,13,0,221,0,247,0,14,27,0,39,0,39,0,0,0,0,0,0,0,21,218,39,0,259,0,283,0,0,0,0,0,0,0,258,229,39,3,275,0,536,136,4,0,0,4,0,140,20,154,13,0,175,0,188,0,6,19,0,30,0,30,0,0,0,0,3,0,3,20,163,36,3,202,0,222,0,0,0,0,0,0,0,154,166,36,3,205,0,361,60,5,0,0,5,0,71,5,94,7,0,98,0,103,0,8,13,0,15,0,15,0,0,0,0,0,0,0,5,99,15,0,113,0,120,0,0,0,0,0,0,0,66,105,15,0,124,0,189,2195,178,0,4,184,3,2375,282,1602,84,9,1693,3,1981,0,86,110,3,201,0,200,3,3,0,8,5,0,12,286,1687,196,22,1906,3,2194,0,3,0,4,6,7,10,2479,1868,196,28,2089,13,4580
210011230,3,0,126,11,33,3,0,33,0,44,0,4,0,0,6,0,6,0,0,0,0,0,0,0,11,32,6,0,38,0,46,0,0,0,0,0,0,0,128,36,6,0,44,0,172,81,0,0,0,0,0,81,3,17,0,0,16,0,21,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,24,0,0,20,0,29,0,0,0,0,0,0,0,81,24,0,0,20,0,103,53,0,0,0,0,0,55,0,8,4,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14,0,14,0,0,0,0,0,0,0,53,14,3,0,17,0,66,992,58,0,3,57,3,1052,67,241,15,0,260,0,330,0,26,7,0,30,0,30,0,3,0,0,3,0,3,67,272,20,0,287,0,362,0,0,0,0,0,0,0,1063,327,20,3,348,3,1415
210011231,10,0,238,12,43,0,0,44,0,61,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,46,0,0,50,0,66,0,0,0,0,0,0,0,249,56,0,0,58,0,303,143,5,0,0,5,0,153,5,35,4,0,36,0,45,0,0,3,0,6,0,6,0,0,0,0,0,0,0,5,36,7,0,40,0,47,0,0,0,0,0,0,0,151,44,7,0,47,0,202,74,0,0,0,0,0,71,3,30,0,0,30,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,31,0,37,0,0,0,0,0,0,0,73,31,0,0,36,0,111,1582,72,8,0,80,3,1671,106,380,13,3,398,0,502,3,13,9,0,17,0,19,0,0,0,0,0,0,4,108,396,21,4,415,0,524,3,0,0,0,0,3,4,1690,467,32,4,502,7,2197
210021232,6,0,337,9,6,0,0,7,0,21,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,12,3,0,15,0,17,0,0,0,0,0,0,3,341,18,3,0,16,0,362,169,4,0,0,4,0,171,6,7,0,0,7,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,4,0,0,6,0,8,0,0,0,0,0,0,0,176,9,0,0,10,0,179,62,3,0,0,3,0,70,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,62,4,0,0,4,0,70,2810,42,0,3,41,12,2857,61,79,3,0,83,0,143,3,6,5,0,10,0,15,0,0,0,0,0,0,0,58,85,8,0,99,0,154,3,0,0,0,0,3,8,2869,126,8,3,137,14,3022
210021233,0,0,84,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,80,3,0,0,3,0,88,34,0,0,0,0,0,34,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,36,0,0,0,0,0,36,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,661,21,0,0,21,3,687,14,19,0,0,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,19,0,33,3,0,0,0,0,0,3,683,44,0,0,44,3,724
210021234,3,0,131,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,127,0,0,0,3,0,134,54,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,56,27,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,830,8,0,4,12,0,841,22,4,0,0,4,0,27,7,0,0,0,0,0,7,0,0,0,0,0,0,0,25,4,0,0,4,0,27,0,0,0,0,0,4,4,851,21,0,4,21,4,876
210021235,7,3,256,3,12,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,10,0,11,3,0,0,0,0,0,7,254,16,0,0,15,3,277,66,0,0,0,0,0,66,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,71,3,0,0,6,0,74,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,1641,37,0,0,37,3,1679,38,59,3,0,61,0,98,0,0,6,0,6,0,6,0,0,0,0,0,0,0,38,59,9,0,70,0,108,13,0,0,0,0,6,14,1686,97,9,0,102,13,1798
210031236,7,0,57,12,27,0,0,29,0,41,0,3,4,0,7,0,7,0,0,0,0,0,0,0,12,30,8,0,36,0,49,0,0,0,0,0,0,0,56,36,8,0,46,0,105,13,3,0,0,3,0,16,4,18,3,0,19,0,27,0,8,0,0,8,0,12,0,0,0,0,0,0,0,8,23,3,0,32,0,32,0,0,0,0,0,0,0,17,27,3,0,29,0,48,9,3,0,0,3,0,9,3,13,0,0,13,0,18,0,3,5,0,4,0,4,0,0,0,0,0,0,0,3,19,5,0,18,0,25,0,0,0,0,0,0,0,11,18,5,0,20,0,33,670,64,0,0,64,0,732,85,352,19,0,375,0,455,0,31,26,0,63,0,64,0,0,0,0,0,0,0,86,389,50,0,437,0,521,0,3,0,0,3,0,8,750,455,50,0,505,0,1254
210031237,3,0,75,4,150,8,0,159,0,165,0,22,12,0,39,0,40,0,0,0,3,3,0,3,3,176,23,4,201,0,205,0,0,0,0,0,0,0,79,181,23,4,203,0,282,21,3,0,0,3,0,31,8,105,4,0,113,0,114,0,19,8,0,30,0,30,0,0,0,0,0,0,0,8,128,15,0,140,0,147,0,0,0,0,0,0,0,28,127,15,0,148,0,178,10,0,0,0,0,0,10,4,40,3,0,46,0,44,0,8,5,0,12,0,12,0,0,0,0,0,0,0,4,48,3,0,55,0,59,0,0,0,0,0,0,0,18,51,3,0,56,0,71,527,87,0,3,90,3,620,61,1742,73,15,1828,0,1890,3,264,103,0,372,0,377,0,12,0,12,29,0,29,69,2018,174,29,2225,0,2291,3,0,0,0,0,0,4,597,2110,174,34,2312,3,2914
210031239,16,0,239,19,131,17,0,145,0,163,0,4,5,0,11,0,10,0,0,0,3,3,0,3,16,136,21,3,163,0,183,0,0,0,0,0,0,0,242,155,21,3,180,0,426,134,4,0,0,4,0,135,18,84,7,0,94,0,107,0,10,8,0,15,0,15,0,0,0,0,0,0,0,18,97,10,0,106,0,121,0,0,0,0,0,0,0,148,102,10,0,115,0,256,68,7,0,0,6,0,70,5,64,5,0,65,0,72,0,3,5,0,11,0,14,0,0,0,0,0,0,0,3,68,15,0,76,0,85,0,0,0,0,0,0,0,76,68,16,0,82,0,159,2031,159,4,0,165,3,2198,241,1392,86,3,1479,0,1719,9,100,49,0,147,0,154,0,0,0,10,7,0,7,250,1494,135,8,1634,0,1889,7,0,0,0,0,0,7,2286,1655,136,8,1801,3,4090
210031438,15,0,128,4,141,29,0,172,0,176,0,18,10,0,35,0,37,0,0,0,0,3,0,3,8,159,41,3,200,0,215,0,0,0,0,0,3,3,129,174,39,3,222,3,347,55,10,0,0,11,0,62,7,91,10,0,100,0,104,0,16,6,0,21,0,19,0,0,0,0,0,0,0,3,110,12,0,123,0,130,0,0,0,0,0,0,0,60,113,12,3,133,0,190,38,0,0,0,0,0,43,4,41,0,0,43,0,53,0,7,4,0,13,0,13,0,0,0,0,0,0,0,4,46,6,0,52,0,61,0,0,0,0,0,0,0,44,49,6,0,55,0,99,1006,131,0,4,131,0,1141,108,1814,153,16,1985,9,2102,12,227,124,4,350,0,356,0,11,0,7,15,0,15,121,2048,279,27,2349,9,2476,5,3,3,0,3,13,20,1129,2173,279,35,2484,15,3635
210031439,3,0,34,3,20,0,0,26,0,23,0,3,4,0,8,0,8,0,0,0,0,0,0,0,3,23,3,0,27,0,34,0,0,0,0,0,0,0,33,30,3,0,32,0,68,11,0,0,0,0,0,15,0,16,0,0,16,0,20,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,16,4,0,16,0,18,0,0,0,0,0,0,0,14,17,4,0,22,0,31,6,0,0,0,0,0,4,0,17,0,0,17,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,18,0,0,18,0,17,0,0,0,0,0,0,0,4,17,0,0,17,0,18,375,46,0,0,46,0,420,42,162,3,0,164,0,208,0,3,11,0,18,0,18,3,0,0,0,0,0,3,43,170,16,0,183,0,229,6,0,0,0,0,4,4,424,217,16,0,232,4,657
210031440,0,0,36,4,54,10,0,65,0,74,0,7,0,0,6,0,6,0,0,0,0,0,0,0,4,66,7,0,72,0,77,0,0,0,0,0,0,0,39,66,7,0,72,0,111,26,0,0,0,0,0,26,3,30,0,0,31,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,4,0,40,0,40,0,0,0,0,0,0,0,27,37,4,0,40,0,65,6,0,0,0,0,0,6,0,16,4,0,15,0,15,0,7,0,0,3,0,3,0,0,0,0,0,0,0,0,20,0,0,23,0,23,0,0,0,0,0,0,0,6,20,0,0,23,0,28,369,10,5,0,16,0,387,40,463,48,3,518,3,560,0,32,7,0,41,0,41,0,0,0,0,0,0,0,40,498,57,4,562,3,603,0,0,0,0,0,0,0,414,508,64,4,573,3,989
210041240,6,0,329,10,21,3,0,25,0,35,0,0,3,0,7,0,7,0,0,0,0,0,0,0,10,20,3,0,25,0,41,0,0,0,0,0,0,0,335,27,3,0,36,0,372,183,4,0,0,4,0,187,8,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,13,0,0,0,0,0,0,0,191,11,0,0,11,0,206,73,4,0,0,4,0,74,5,9,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,10,0,14,0,0,0,0,0,0,0,75,12,0,0,15,0,89,2259,57,0,0,60,3,2327,98,178,6,7,191,0,291,3,6,8,0,14,0,15,0,0,0,0,0,0,0,101,183,13,7,205,0,305,5,0,0,0,0,0,7,2368,248,15,7,265,3,2637
