SA2_MAINCODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
213011338,488,87,149,172,81,97,42,43,1637,0,0,0,0,0,0,0,0,0,5,7,351,216,530,103,158,183,83,105,43,56,1833,80,34,16,3,0,9,7,0,0,3,155,417,169,171,21,54,24,35,28,3,23,941,101,42,78,19,32,18,11,10,5,12,323,3,0,4,0,3,0,0,0,0,0,13,524,212,254,37,89,38,46,32,10,34,1278,0,0,0,0,0,0,0,0,0,0,0,605,248,273,45,93,52,50,39,10,40,1437,111,17,11,3,0,0,0,0,0,6,145,572,73,55,10,11,8,4,6,0,29,761,311,27,47,5,20,13,11,5,3,21,468,8,0,3,0,0,0,0,0,0,0,14,892,100,102,14,31,20,19,9,3,43,1241,0,0,0,0,0,0,0,0,0,0,0,1005,113,111,18,36,20,21,9,3,53,1390,129,9,6,0,0,4,0,0,3,3,153,611,26,7,0
213011339,336,25,48,78,77,62,39,26,840,0,0,0,0,0,0,0,0,0,0,0,124,73,365,37,54,90,82,68,39,25,953,69,24,25,0,3,4,3,3,3,4,142,168,121,205,28,39,35,36,29,21,13,691,11,7,17,3,4,3,7,6,0,0,54,3,0,3,0,0,0,0,0,0,0,7,185,129,224,31,37,40,39,35,21,10,757,0,0,0,0,0,0,0,0,0,0,0,253,154,253,35,45,40,39,42,26,18,895,138,24,20,6,0,3,0,0,0,12,200,341,61,66,6,7,8,5,3,4,7,518,48,10,10,0,3,0,4,3,4,0,74,0,0,0,0,0,0,0,0,0,3,4,391,73,71,6,10,14,11,4,5,14,596,0,0,0,0,0,0,0,0,0,0,0,529,96,90,7,10,15,11,10,5,20,796,136,9,6,0,0,0,5,3,0,6,165,360,25,19,3
213011340,84,8,10,13,14,8,11,5,291,0,0,0,0,0,0,0,0,0,0,0,146,37,102,11,16,16,20,16,18,10,381,72,21,18,3,5,9,0,0,0,8,137,195,50,69,13,10,10,9,3,7,8,373,8,10,4,0,0,3,0,6,0,4,40,0,0,0,0,0,0,0,0,0,0,3,204,56,76,16,15,18,11,8,6,12,413,0,0,0,0,0,0,0,0,0,0,0,280,81,88,16,16,25,13,10,6,19,551,315,20,9,0,3,0,0,0,0,11,359,667,52,38,7,4,0,4,4,0,16,799,47,3,4,4,0,0,3,0,3,3,61,4,0,0,0,0,0,0,0,0,0,10,718,57,43,10,4,4,4,4,3,17,866,0,0,0,0,0,0,0,0,0,0,0,1040,78,50,10,6,4,4,4,3,27,1227,338,7,5,0,0,0,0,0,0,8,362,872,12,12,0
213021341,118,27,19,39,38,37,23,10,364,0,0,0,0,0,0,0,0,0,0,0,63,52,182,48,25,63,45,49,28,20,577,97,80,75,27,9,13,12,7,0,6,317,59,51,75,20,28,18,16,19,3,11,299,3,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,4,59,51,79,20,28,24,18,19,7,9,309,0,0,0,0,0,0,0,0,0,0,0,161,127,157,47,37,38,25,21,9,14,632,184,32,23,3,6,5,6,3,0,6,270,129,24,26,6,0,7,0,4,0,6,203,4,4,3,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,134,31,31,6,3,7,0,3,3,4,219,0,0,0,0,0,0,0,0,0,0,0,325,63,52,11,9,13,7,5,4,10,496,264,11,10,0,4,0,3,0,0,7,295,132,10,3,4
213021342,355,57,61,69,68,55,38,32,954,0,0,0,0,0,0,0,0,0,0,3,156,153,404,74,84,75,83,69,45,38,1187,147,51,37,13,9,11,5,4,0,7,293,201,123,161,18,21,25,34,21,9,9,615,24,9,19,3,3,3,5,4,3,3,78,4,0,0,0,0,0,0,0,0,0,0,229,131,180,21,28,32,35,28,11,7,698,0,0,0,0,0,0,0,0,0,0,0,377,183,218,34,38,42,41,30,12,23,994,287,28,22,9,8,0,5,3,0,3,361,396,51,46,8,5,4,0,0,0,10,519,90,18,8,3,0,0,0,0,3,3,125,0,0,0,0,0,0,0,0,0,0,5,484,67,55,9,8,10,0,0,3,9,646,0,0,0,0,0,0,0,0,0,0,0,777,102,73,16,11,10,6,4,3,19,1015,425,7,9,0,0,0,0,0,0,8,458,515,14,8,3
213021343,224,40,55,69,37,38,22,21,698,0,0,0,0,0,0,0,0,0,0,0,159,109,283,60,71,75,48,59,24,28,910,92,49,44,8,3,3,3,0,0,4,207,190,82,72,8,19,13,16,8,3,11,416,21,17,32,9,6,4,3,7,0,3,105,0,3,0,0,0,0,0,0,0,0,3,210,97,104,17,28,14,25,13,5,16,526,0,0,0,0,0,0,0,0,0,0,0,300,149,154,19,31,20,26,13,3,23,733,140,20,17,0,4,0,0,0,0,0,182,258,18,18,3,7,0,3,0,3,13,323,73,15,10,4,0,3,10,6,0,3,118,5,0,0,0,0,0,0,0,0,0,9,333,27,27,10,9,3,13,5,6,15,450,0,0,0,0,0,0,0,0,0,0,0,481,50,40,8,11,3,13,5,6,20,627,126,4,0,0,0,5,0,0,0,0,142,301,4,4,0
213021344,110,22,29,36,30,34,14,5,354,0,0,0,0,0,0,0,0,0,0,3,128,74,221,73,68,66,48,44,18,17,749,211,125,112,29,19,7,9,8,7,5,544,114,70,84,9,21,13,7,5,7,6,336,4,0,4,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,117,69,89,10,17,15,7,5,7,3,351,0,0,0,0,0,0,0,0,0,0,0,329,199,203,43,41,27,23,17,9,12,894,294,48,40,3,8,5,5,0,4,14,417,173,23,17,3,0,3,3,4,0,3,230,7,5,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,183,27,17,3,3,3,3,4,0,7,250,0,0,0,0,0,0,0,0,0,0,0,473,73,59,9,11,5,9,3,4,15,668,211,11,4,0,5,6,0,0,0,8,239,193,4,4,5
213021345,84,13,22,14,13,14,10,5,236,0,0,0,0,0,0,0,0,0,0,3,40,47,103,16,24,20,13,20,10,9,303,42,10,15,3,0,5,0,0,4,0,83,58,72,75,3,14,11,13,14,3,3,271,3,6,10,0,0,0,3,0,0,0,24,0,3,0,0,0,0,0,0,0,0,8,61,80,84,4,11,15,19,14,5,3,294,0,0,0,0,0,0,0,0,0,0,0,103,94,102,8,16,17,21,12,10,3,380,87,6,9,0,0,0,0,0,0,0,106,118,15,5,0,0,0,0,0,0,0,150,6,3,3,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,130,18,12,0,3,3,4,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,219,29,23,0,4,3,4,0,0,0,276,82,5,0,0,0,0,0,0,0,0,95,151,0,0,3
213021346,49,8,16,14,11,11,8,4,175,0,0,0,0,0,0,0,0,0,0,0,54,41,87,18,29,24,28,24,18,13,333,124,84,67,21,10,8,6,12,10,0,338,57,32,46,12,14,3,19,8,14,0,202,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,58,32,55,12,14,5,19,8,10,0,214,0,0,0,0,0,0,0,0,0,0,0,179,115,121,32,20,12,25,21,20,3,545,292,61,40,9,5,7,4,3,4,4,436,127,27,16,5,0,3,4,7,3,7,199,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,3,138,30,20,6,3,3,3,6,3,7,212,0,0,0,0,0,0,0,0,0,0,0,429,89,56,15,9,10,9,5,6,13,649,330,24,10,3,4,4,0,0,0,11,385,162,8,4,0
213031347,635,120,149,177,165,158,71,49,2058,0,0,0,0,0,0,0,0,0,52,55,369,272,729,135,176,205,185,164,72,104,2426,123,34,47,5,8,0,0,9,0,7,223,595,199,201,27,27,26,15,23,19,25,1151,80,44,63,13,31,26,24,12,9,18,319,4,0,3,0,0,0,0,0,0,0,8,680,245,262,37,58,52,37,32,27,39,1476,0,0,0,0,0,0,0,0,0,27,27,802,275,308,43,64,57,38,41,28,73,1725,85,10,4,3,0,0,3,0,0,6,109,526,55,54,8,8,5,7,7,3,17,695,290,52,44,6,19,13,18,14,4,25,484,6,3,3,0,0,0,0,0,0,0,11,825,107,96,14,31,24,22,26,9,39,1187,0,0,0,0,0,0,0,0,0,12,16,914,115,103,15,31,25,24,21,9,57,1314,91,0,3,0,0,0,3,0,0,4,103,405,15,19,5
213031348,584,99,190,239,248,208,102,58,2015,0,0,0,0,0,0,0,0,0,0,3,256,206,681,135,224,293,298,241,109,85,2522,151,73,51,11,6,8,13,3,0,3,312,236,132,232,24,30,40,26,41,12,19,794,17,23,27,3,8,17,7,12,4,5,133,0,0,0,0,0,3,0,0,0,0,3,253,153,259,28,42,63,37,46,19,21,929,0,0,0,0,0,0,0,0,0,0,0,398,224,311,37,49,68,42,55,15,25,1238,140,27,10,3,0,6,3,0,3,4,187,256,33,51,4,8,3,5,0,0,8,365,98,20,22,5,4,7,6,11,9,8,175,0,0,0,0,0,0,0,0,0,0,0,351,45,77,10,10,8,8,12,7,13,547,0,0,0,0,0,0,0,0,0,0,0,484,70,84,10,14,9,14,7,10,23,737,138,7,0,0,0,0,0,0,0,0,148,259,10,11,5
213031349,375,68,86,86,100,71,50,18,1147,0,0,0,0,0,0,0,0,0,3,3,233,163,430,85,104,106,119,86,60,26,1415,99,38,28,7,12,7,4,4,0,7,214,343,96,133,22,18,23,18,21,3,12,682,19,10,12,0,4,6,3,8,0,0,69,4,0,0,0,0,0,0,0,0,0,7,372,112,146,26,22,27,20,27,4,16,759,0,0,0,0,0,0,0,0,0,0,0,470,149,178,27,31,33,23,32,3,24,973,134,20,12,0,3,3,5,3,3,3,186,394,23,16,5,0,3,0,0,0,6,454,108,12,11,3,3,8,7,7,4,3,163,5,0,0,0,0,0,0,0,0,0,9,510,34,33,8,4,9,7,7,4,11,624,0,0,0,0,0,0,0,0,0,0,0,641,59,40,11,7,7,13,5,5,14,809,110,4,7,0,0,0,5,0,0,3,127,305,12,8,0
213031350,109,17,32,36,48,28,22,16,386,0,0,0,0,0,0,0,0,0,0,0,117,52,178,41,55,52,70,38,24,24,642,130,70,80,9,11,9,3,5,3,4,319,84,35,41,6,6,12,5,3,3,4,209,6,5,7,0,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,89,40,57,6,12,12,11,3,3,4,237,0,0,0,0,0,0,0,0,0,0,0,222,106,132,16,18,20,16,9,10,12,554,141,15,12,3,3,0,0,4,0,4,183,109,14,7,3,4,3,0,0,0,0,141,40,7,4,0,0,3,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,146,23,12,3,3,3,0,0,0,3,204,0,0,0,0,0,0,0,0,0,0,0,294,38,27,7,10,3,0,3,0,7,388,79,3,3,0,0,0,0,0,0,0,88,105,4,5,0
213031351,340,61,94,115,118,121,53,26,1076,0,0,0,0,0,0,0,0,0,0,0,134,103,400,70,114,125,133,127,65,38,1309,127,73,39,15,10,3,3,0,0,10,290,162,80,129,16,24,21,17,9,7,7,461,20,4,11,0,9,9,0,3,3,0,53,0,0,0,0,0,0,0,0,0,0,3,178,87,140,14,25,26,23,12,4,8,520,0,0,0,0,0,0,0,0,0,0,0,312,155,181,28,37,28,25,16,12,17,807,121,10,13,3,0,3,0,0,0,8,155,225,18,25,8,7,3,0,4,0,3,289,66,9,11,0,3,5,3,4,3,3,111,3,0,0,0,0,0,0,0,0,0,3,296,29,38,4,10,11,3,10,3,8,400,0,0,0,0,0,0,0,0,0,0,0,413,38,48,7,10,14,3,6,3,12,556,114,4,3,0,0,0,0,0,0,3,126,234,4,4,0
213031352,93,16,15,35,48,32,19,17,348,0,0,0,0,0,0,0,0,0,0,0,144,64,201,55,55,61,72,53,30,28,760,171,127,93,10,22,14,8,4,0,12,466,132,49,57,8,7,8,8,6,0,3,282,3,0,4,3,0,0,0,0,3,3,23,0,0,0,0,0,0,0,0,0,0,0,135,51,66,8,7,8,5,11,3,4,309,0,0,0,0,0,0,0,0,0,0,0,306,182,158,21,32,28,17,16,5,19,779,230,32,25,5,3,0,3,0,0,6,305,174,17,6,0,0,3,3,0,0,3,211,25,0,3,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,196,16,10,0,0,6,3,0,0,5,249,0,0,0,0,0,0,0,0,0,0,0,429,55,38,7,7,6,6,0,0,13,559,163,13,3,0,4,0,0,3,0,0,179,173,3,3,0
213041353,68,5,4,5,14,12,6,0,151,0,0,0,0,0,0,0,0,0,0,0,59,39,100,8,14,8,20,14,6,3,256,118,37,44,10,10,4,0,0,3,11,231,39,30,44,3,5,8,7,5,3,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,48,3,5,8,4,5,3,0,146,0,0,0,0,0,0,0,0,0,0,0,161,67,94,10,10,8,6,5,6,8,383,245,38,26,8,0,3,0,0,0,13,334,61,11,23,0,4,0,0,0,0,4,99,5,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,63,12,22,0,4,0,0,0,3,3,115,0,0,0,0,0,0,0,0,0,0,0,312,50,47,4,4,3,0,0,3,20,443,315,9,13,0,0,3,3,0,0,5,348,96,8,3,0
213041355,340,53,45,40,42,22,18,20,857,0,0,0,0,0,0,0,0,0,0,0,247,167,375,59,57,52,45,26,15,25,1069,144,30,31,9,6,9,8,3,0,5,246,326,173,290,55,35,26,18,17,4,13,952,9,8,15,0,3,0,4,0,3,3,50,6,0,4,0,0,0,0,0,0,0,7,342,182,308,55,41,28,24,17,3,13,1007,3,0,0,0,0,0,0,0,0,0,3,485,212,342,61,46,31,30,14,10,21,1256,298,26,32,3,4,0,0,0,0,13,377,496,77,88,12,5,13,5,6,3,9,713,47,11,10,0,0,0,5,0,3,3,79,4,0,0,0,0,0,0,0,0,0,8,544,94,93,9,10,13,11,6,6,14,800,0,0,0,0,0,0,0,0,0,0,3,842,117,122,16,16,11,15,4,9,32,1182,241,22,3,0,0,0,0,0,0,7,275,543,22,22,0
213041356,127,26,19,35,28,20,12,9,428,0,0,0,0,0,0,0,0,0,0,0,123,96,151,33,24,42,35,21,12,17,548,115,28,36,3,5,4,0,0,0,9,197,118,76,74,10,12,5,12,8,3,10,328,7,10,11,3,7,0,3,3,0,0,42,3,0,0,0,0,0,0,0,0,0,3,130,85,83,11,22,7,15,15,7,10,380,0,0,0,0,0,0,0,0,0,0,0,243,109,112,17,25,9,14,15,7,15,573,226,14,21,3,6,0,0,0,0,19,297,170,48,30,4,5,10,4,6,0,5,285,24,14,5,3,3,0,3,3,0,4,58,0,0,0,0,0,0,0,0,0,0,0,189,62,43,4,7,9,12,5,3,7,340,0,0,0,0,0,0,0,0,0,0,3,418,80,59,8,16,11,7,9,3,26,637,328,9,9,3,0,0,0,0,0,6,364,261,20,7,3
213041357,406,58,51,56,58,37,20,12,914,0,0,0,0,0,0,0,0,0,0,0,163,153,464,70,64,65,69,48,25,22,1146,123,48,69,6,9,4,5,3,4,7,273,145,173,294,24,23,29,15,22,8,14,743,11,12,20,7,0,4,8,0,0,0,64,0,0,7,0,3,0,0,0,0,0,13,152,192,319,32,22,29,28,20,8,14,814,0,0,0,0,0,0,0,0,0,0,6,273,233,385,39,30,33,28,26,12,24,1095,250,26,52,3,3,7,3,0,0,8,355,183,67,98,7,7,0,8,15,6,9,399,17,10,21,0,3,6,0,4,10,3,75,0,0,3,0,3,0,0,0,0,0,7,205,74,121,15,16,10,6,20,10,13,485,0,0,0,0,0,0,0,0,0,0,3,451,99,175,21,20,16,10,22,12,29,840,356,13,10,4,4,0,0,0,0,6,403,197,19,18,0
213041358,202,21,17,19,19,22,9,13,454,0,0,0,0,0,0,0,0,0,3,3,128,107,232,26,26,22,22,27,8,24,630,91,38,35,7,8,7,3,0,0,10,210,123,115,160,14,13,10,15,6,0,11,478,9,10,19,3,0,4,0,3,3,3,49,0,3,3,0,0,0,0,0,0,0,5,131,126,184,15,19,15,13,13,3,14,538,0,0,0,0,0,0,0,0,0,0,0,225,170,217,28,22,25,20,16,3,25,744,217,31,20,4,3,0,0,0,0,11,288,130,59,63,4,3,3,3,5,0,4,276,14,11,9,6,0,4,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,144,70,73,6,3,8,8,4,0,4,320,0,0,0,0,0,0,0,0,0,0,0,357,101,94,8,5,16,6,6,0,19,610,287,0,3,0,0,0,0,0,0,10,304,168,15,16,0
213041359,11,0,0,0,3,0,0,3,32,0,0,0,0,0,0,0,0,0,99,99,10,9,14,0,0,0,3,3,0,97,137,11,3,0,0,0,0,0,0,0,0,13,9,4,13,0,4,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,4,0,0,0,3,3,40,0,0,0,0,0,0,0,0,0,70,70,21,4,13,0,4,0,0,0,3,72,119,14,3,3,0,0,0,0,0,0,5,27,19,0,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,0,0,3,30,0,0,0,0,0,0,0,0,0,55,55,39,5,3,0,0,3,0,0,0,60,109,31,0,0,0,0,0,0,0,0,3,36,48,0,0,0
213041360,268,34,32,41,39,45,28,12,925,0,0,0,0,0,0,0,0,0,0,0,322,204,298,48,41,43,46,48,28,20,1102,180,55,40,6,7,3,0,4,0,11,302,543,378,281,37,25,14,14,18,4,24,1329,33,23,24,3,0,8,4,3,3,0,92,0,3,0,0,0,0,0,0,0,3,11,573,399,298,37,25,21,19,17,13,23,1428,0,0,0,0,0,0,0,0,0,0,0,756,460,342,45,30,22,21,20,13,32,1731,174,32,36,0,3,0,3,0,0,7,256,605,134,102,12,7,7,4,4,3,17,902,111,12,10,0,3,0,0,3,3,4,144,8,0,0,0,0,0,0,0,0,3,9,731,146,107,12,9,7,4,10,6,16,1060,0,0,0,0,0,0,0,0,0,0,4,905,180,141,19,13,10,10,10,6,31,1315,102,9,4,4,0,0,0,0,0,9,136,441,36,19,3
213041461,74,11,14,12,10,9,6,0,253,0,0,0,0,0,0,0,0,0,0,0,105,37,80,12,14,16,10,7,6,3,304,38,4,4,0,0,0,0,0,0,0,51,129,48,44,4,0,3,9,0,3,4,256,15,7,11,3,3,0,3,0,7,0,44,0,0,0,0,0,0,0,0,0,0,0,146,58,56,6,3,7,5,3,9,4,294,0,0,0,0,0,0,0,0,0,0,0,179,61,58,6,3,7,5,6,9,5,346,37,4,7,0,0,0,0,0,0,7,55,202,48,34,3,5,3,4,0,0,7,306,35,9,3,0,0,0,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,238,54,43,5,4,6,4,3,0,5,360,0,0,0,0,0,0,0,0,0,0,0,276,65,44,5,4,6,4,3,0,13,416,68,3,0,0,0,0,0,0,0,5,72,190,5,9,0
213041462,169,17,27,16,18,14,10,14,484,0,0,0,0,0,0,0,0,0,0,0,131,110,178,24,32,21,18,14,11,20,557,62,16,5,0,0,0,0,0,0,3,87,213,148,143,17,19,11,10,11,6,6,581,24,23,14,6,6,3,3,3,3,5,84,0,4,0,0,0,0,0,0,0,0,3,239,175,158,24,25,13,12,11,6,11,675,0,0,0,0,0,0,0,0,0,0,0,298,185,167,22,25,13,12,11,6,12,762,37,11,12,0,3,0,3,0,0,0,64,159,60,57,4,6,4,3,0,3,9,313,46,4,9,0,0,0,4,0,3,3,80,0,0,0,0,0,0,0,0,0,0,0,210,67,71,4,6,4,5,0,3,12,390,0,0,0,0,0,0,0,0,0,0,0,247,76,80,4,10,4,10,0,3,12,455,39,4,3,0,0,0,0,0,0,0,42,133,16,12,3
213041463,297,50,50,60,46,48,36,26,1015,0,0,0,0,0,0,0,0,0,0,0,324,212,335,61,54,79,48,53,37,31,1239,206,45,47,5,7,6,8,3,0,9,334,571,359,298,36,39,34,34,23,19,12,1420,17,18,24,0,3,4,4,10,3,5,78,3,3,0,0,0,0,0,0,0,0,7,591,378,319,36,40,36,35,36,21,21,1506,0,0,0,0,0,0,0,0,0,0,0,798,427,366,41,42,46,40,37,21,24,1841,230,42,40,12,3,3,3,4,3,7,338,661,150,127,8,13,21,13,12,3,14,1013,59,15,14,3,0,7,0,3,3,8,103,8,0,0,0,0,0,0,0,0,0,8,720,158,142,7,17,26,13,20,9,18,1122,0,0,0,0,0,0,0,0,0,0,0,949,198,181,19,16,26,11,24,10,25,1461,176,21,9,8,0,0,5,0,5,0,216,482,61,33,6
213051361,385,61,65,64,60,57,38,21,966,0,0,0,0,0,0,0,0,0,0,0,150,156,438,65,75,73,61,58,44,35,1160,114,41,31,0,7,7,6,0,0,3,218,191,145,250,31,20,24,15,19,10,10,715,6,17,37,6,8,3,10,0,0,0,87,0,0,3,0,0,0,0,0,0,0,3,206,165,289,32,25,27,23,21,10,14,813,3,0,0,0,0,0,0,0,0,0,3,321,203,324,33,31,32,25,27,11,13,1028,300,35,33,5,3,6,3,0,0,19,399,340,84,81,17,3,8,6,0,0,6,545,29,4,19,3,3,11,3,4,0,5,82,7,0,0,0,0,0,0,0,0,0,3,369,89,98,16,4,12,7,5,8,9,634,0,0,0,0,0,0,0,0,0,0,3,678,126,135,24,8,18,12,5,8,31,1034,378,17,6,0,3,0,0,0,0,6,416,428,18,11,0
