SA2_MAINCODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
206071145,0,4,4,0,0,12,16,0,8,0,3,0,0,9,0,35,10,3,0,0,49,4,24,15,4,0,0,45,12,7,3,0,0,0,20,78,7,15,0,0,0,97,140,4,35,0,0,0,180,200,0,36,0,0,0,237,179,0,62,0,0,0,238,146,0,36,0,0,0,180,81,0,13,0,0,0,94,48,0,8,0,0,0,59,22,0,3,0,0,0,22,25,0,3,0,0,0,29,14,6,8,4,0,0,38,953,103,247,11,7,18,1328
207011146,0,9,11,0,0,7,31,0,14,0,0,0,0,14,0,92,3,0,0,0,103,3,30,6,0,0,0,43,0,10,4,0,0,0,20,4,3,7,0,0,0,15,18,0,19,0,0,0,41,96,13,29,0,0,0,139,68,3,16,0,3,0,84,44,0,5,0,0,0,51,38,0,5,0,0,0,47,21,0,3,0,0,0,28,10,0,0,0,0,0,10,22,0,5,0,0,0,22,0,11,6,0,0,0,23,327,184,123,10,8,6,654
207011147,0,3,42,3,3,19,73,0,0,3,3,0,0,11,6,9,7,4,0,0,33,0,3,20,11,0,0,36,0,0,10,3,3,0,20,8,0,9,0,4,0,27,135,0,28,0,0,0,167,364,0,46,0,0,0,413,184,0,38,0,0,0,219,92,0,7,0,3,0,108,69,0,17,0,0,0,91,46,0,5,0,0,0,48,29,0,3,0,0,0,33,57,0,10,0,0,0,66,20,0,20,3,5,0,51,1022,27,263,36,18,28,1392
207011148,4,0,43,0,4,21,75,0,0,0,0,0,0,0,0,0,11,0,0,0,15,4,0,9,0,0,0,12,8,0,7,0,0,0,13,11,0,8,0,0,0,27,65,0,15,0,0,0,80,223,0,38,0,0,0,262,236,0,49,3,3,0,291,167,0,19,0,0,0,188,88,0,10,0,0,0,100,53,0,3,0,0,0,54,28,0,5,0,0,0,33,40,0,5,0,0,0,41,20,0,16,3,0,0,43,944,5,251,9,15,23,1242
207011149,0,0,34,3,0,25,62,0,0,0,5,0,0,14,3,0,11,3,0,0,21,11,0,16,7,0,3,36,19,5,11,0,0,0,41,13,0,14,0,0,0,33,109,0,28,4,0,0,146,535,0,63,3,0,0,603,289,0,48,0,3,0,337,136,0,31,0,3,0,169,112,0,15,0,0,0,120,79,0,21,0,0,0,100,50,0,10,0,0,0,58,95,0,21,0,0,0,112,25,0,21,8,0,6,57,1471,9,341,30,14,35,1910
207011150,3,0,20,6,0,22,57,0,0,3,3,0,0,4,0,3,6,0,0,0,10,7,0,5,6,3,0,21,3,0,3,0,0,0,9,8,0,17,0,0,0,26,42,0,28,3,0,0,72,248,0,40,0,0,0,294,213,0,27,0,0,0,242,98,0,14,0,0,0,112,82,0,12,0,0,0,97,61,0,6,0,0,0,69,37,0,11,0,0,0,50,66,0,13,0,0,0,78,15,0,17,3,3,0,35,888,8,221,20,8,26,1169
207011151,8,0,54,4,8,26,96,3,0,4,3,0,0,15,12,36,14,3,3,0,70,59,5,57,12,4,0,138,87,13,35,5,3,0,148,323,12,81,19,11,3,447,803,10,106,3,12,3,932,1380,3,141,5,8,4,1538,590,0,85,0,0,3,683,227,0,35,0,0,0,265,114,0,19,0,0,0,136,75,0,6,0,0,0,79,47,0,4,0,0,0,50,104,0,11,0,0,0,116,53,0,21,4,5,8,93,3885,81,674,55,61,46,4804
207011152,6,8,31,0,0,21,71,0,5,0,4,0,0,11,0,54,11,3,0,0,65,28,8,15,5,0,0,59,59,14,17,4,0,0,88,53,3,15,4,0,0,81,351,0,51,0,3,3,405,851,0,87,0,10,0,942,312,0,51,0,3,0,366,177,0,37,0,0,0,207,88,0,19,0,0,0,107,55,0,4,0,0,0,64,25,0,7,0,0,0,26,56,0,8,0,0,0,70,31,8,24,15,0,0,81,2102,103,361,36,18,26,2643
207011153,11,0,57,0,7,38,116,0,0,0,0,0,0,3,7,9,15,3,0,0,39,12,3,15,7,0,0,38,11,3,19,0,0,0,31,24,0,14,0,0,0,37,249,3,44,0,0,0,294,701,0,80,0,3,0,783,445,0,71,0,4,0,519,231,0,26,0,0,0,262,110,0,18,0,4,0,125,65,0,11,0,0,0,79,59,0,11,0,0,0,73,165,0,21,0,3,0,194,51,13,30,3,3,3,96,2132,32,436,19,22,46,2691
207011154,0,0,9,0,0,8,25,0,0,0,3,0,0,3,0,3,3,0,0,0,7,3,0,0,3,0,0,11,0,3,3,0,0,0,7,4,0,0,0,0,0,13,47,0,18,0,0,0,60,136,0,25,0,0,0,158,86,0,17,0,0,0,106,56,0,7,0,0,0,61,29,0,4,0,0,0,30,10,0,8,0,0,0,17,13,0,0,0,0,0,9,10,0,0,0,0,0,10,10,0,6,0,0,3,21,401,8,108,8,0,13,537
207011155,3,0,21,4,4,20,53,0,3,0,0,0,0,3,0,11,10,12,0,0,33,7,3,12,5,0,0,23,3,0,12,13,0,0,32,14,0,14,3,0,0,32,67,0,33,0,0,0,99,300,0,55,0,0,0,360,131,0,27,0,3,0,160,77,0,13,0,0,0,88,61,0,13,0,0,0,72,46,0,6,0,0,0,47,31,0,9,0,0,0,37,59,0,18,0,0,0,73,15,0,5,4,0,3,32,814,15,231,47,16,33,1151
207021156,0,0,30,4,3,15,46,0,0,0,0,0,0,0,3,0,4,3,0,0,9,4,10,11,0,0,0,23,7,0,4,0,0,0,9,17,0,12,0,0,0,37,69,0,19,0,0,0,89,247,0,41,0,3,0,295,128,0,18,0,0,0,146,46,0,10,0,0,0,49,24,0,0,0,0,0,20,7,0,0,0,0,0,7,3,0,0,0,0,0,3,7,0,0,0,0,0,4,12,4,17,0,0,0,38,561,15,166,8,11,21,785
207021157,3,3,49,0,6,21,85,0,0,0,0,0,0,7,3,14,16,0,0,0,31,9,7,12,8,0,0,39,8,6,5,0,0,0,18,12,6,14,10,6,0,48,127,14,52,4,8,0,209,654,3,90,3,7,3,765,458,0,69,3,3,0,530,167,0,18,0,0,0,184,49,0,7,0,0,0,61,14,0,3,0,0,0,15,3,0,5,0,0,0,7,7,0,6,0,0,0,9,26,3,43,10,3,3,84,1547,60,391,38,33,38,2104
207021159,0,0,17,0,0,13,34,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,5,0,0,4,0,0,0,4,5,4,3,0,0,0,11,39,3,20,0,3,0,61,165,0,30,0,3,0,203,144,0,14,0,0,0,162,88,0,15,0,0,0,102,36,0,3,0,0,0,42,23,0,3,0,0,0,25,10,0,0,0,0,0,10,21,0,6,0,0,0,22,16,0,14,3,0,0,32,552,8,142,4,6,17,732
207021160,0,0,30,0,0,13,42,0,0,0,0,0,0,0,4,0,6,0,0,0,8,0,0,8,4,3,0,18,0,0,0,0,0,0,4,7,0,5,0,0,0,15,57,0,22,0,0,0,82,215,0,43,0,3,3,261,166,0,25,0,0,0,193,61,0,11,0,0,0,75,23,0,3,0,0,0,23,7,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,10,20,0,13,0,3,0,35,570,6,170,3,14,15,775
207021424,0,0,27,0,0,8,33,0,0,0,0,0,0,3,0,0,3,0,0,0,9,3,0,7,0,0,0,5,0,0,4,0,0,0,10,0,0,6,0,0,0,6,18,0,14,3,0,0,35,163,0,33,0,0,0,197,172,0,23,0,0,0,200,97,0,12,0,0,0,108,29,0,0,0,0,0,31,8,0,0,0,0,0,11,7,0,0,0,0,0,8,12,0,0,0,0,0,13,7,0,14,0,3,0,24,515,3,139,8,11,8,684
207021425,7,4,42,0,3,22,71,0,0,0,0,0,0,3,6,25,9,0,0,0,39,4,7,12,8,3,0,36,4,3,6,0,0,0,11,21,3,19,0,0,0,41,120,0,48,0,0,0,174,500,0,63,0,3,3,572,268,0,39,0,4,0,308,104,0,6,0,0,0,108,23,0,3,0,0,0,27,6,0,0,0,0,0,9,5,0,0,0,0,0,5,16,0,3,0,0,0,21,26,5,18,0,0,0,52,1108,48,277,9,24,27,1485
207031161,3,0,43,0,3,21,66,0,0,0,0,0,0,3,9,8,16,0,0,0,35,5,3,14,0,3,0,24,11,3,19,0,0,0,33,49,3,25,5,3,0,82,247,3,62,0,4,0,323,655,0,79,0,7,0,745,209,5,44,0,3,0,262,92,0,8,0,0,0,100,35,0,5,0,0,0,37,5,0,0,0,0,0,11,3,0,0,0,0,0,3,13,0,3,0,3,0,14,25,5,19,0,0,4,55,1357,32,339,7,31,24,1800
207031162,0,11,20,3,3,12,50,0,10,3,0,0,0,18,7,56,15,16,3,3,93,8,18,16,27,13,3,81,4,3,8,12,4,3,37,6,13,13,3,3,0,37,49,9,23,0,7,0,87,207,0,36,3,0,0,252,100,0,14,3,0,0,123,41,0,0,0,0,0,42,14,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,13,14,9,7,7,49,439,131,164,73,44,31,884
207031163,7,7,52,9,3,19,100,3,15,6,11,0,0,32,16,77,27,14,8,0,145,42,29,29,10,9,3,118,145,25,33,8,12,0,230,162,18,38,7,8,0,228,484,8,80,6,15,0,592,817,6,116,3,16,0,952,384,0,72,3,8,0,474,138,0,32,0,3,0,171,51,0,15,0,0,0,62,19,0,7,0,0,0,20,3,0,0,0,0,0,7,14,0,5,0,0,3,21,49,13,28,10,7,3,108,2329,198,539,78,92,33,3267
207031164,7,0,48,0,3,18,77,0,0,4,0,0,0,4,4,26,14,3,0,0,53,6,7,24,11,4,0,57,3,3,7,4,0,0,18,12,4,24,3,0,0,49,189,7,62,4,6,0,269,562,5,88,0,10,3,665,273,0,40,0,6,0,326,81,0,13,0,0,0,100,39,0,8,0,0,0,45,14,0,10,0,0,0,23,9,0,0,0,0,0,14,8,0,0,0,0,0,10,22,3,21,3,4,3,57,1237,62,376,30,30,28,1767
207031165,0,7,29,0,3,10,52,0,6,0,3,0,0,8,11,50,24,3,0,0,95,37,39,39,10,4,3,128,83,21,26,8,6,0,147,66,18,25,6,7,0,121,57,15,30,6,0,0,111,310,16,46,4,11,4,389,182,0,50,3,8,0,239,110,0,28,0,0,0,147,57,0,21,0,4,0,80,12,0,3,0,0,0,16,7,0,3,0,3,0,13,5,0,10,0,0,0,20,16,3,32,3,5,6,74,956,187,374,46,52,20,1640
207031166,3,0,24,0,0,10,38,0,0,0,0,0,0,3,4,4,13,0,3,0,28,3,0,16,0,3,0,25,3,0,6,3,0,0,12,3,0,15,0,0,0,21,60,0,33,0,11,0,101,292,0,65,0,4,0,356,149,0,29,0,5,0,179,31,0,8,0,3,0,42,7,0,4,0,0,0,15,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,5,9,0,20,0,6,0,32,563,12,234,11,38,12,866
207031167,0,0,18,0,0,8,27,0,0,3,6,0,0,10,3,0,3,0,0,0,11,3,0,3,0,0,0,11,5,0,8,0,0,0,12,3,0,9,0,0,0,16,93,0,16,3,0,3,120,282,0,36,0,0,0,321,131,0,20,0,0,3,152,63,0,9,0,3,0,78,46,0,6,0,0,0,55,24,0,7,0,0,0,24,7,0,0,0,0,0,7,25,0,0,0,0,0,27,7,0,13,3,0,3,29,701,9,155,18,3,19,897
208011168,0,0,16,0,0,15,36,0,0,3,0,0,0,3,0,6,0,0,5,0,11,0,4,0,4,3,0,13,5,0,3,3,0,0,11,13,0,5,0,0,3,21,25,0,14,0,0,0,40,62,0,17,3,0,0,75,65,0,24,0,0,0,92,57,0,14,0,0,0,75,45,0,6,0,0,0,54,60,0,11,0,0,0,70,29,0,7,0,0,0,33,50,0,8,0,0,0,56,10,0,3,0,0,0,15,418,8,133,16,14,23,612
208011169,5,6,39,3,3,35,99,0,4,3,0,0,0,10,3,57,6,5,0,0,74,7,14,5,8,0,0,32,4,4,10,0,3,0,22,15,3,14,3,0,0,39,80,9,36,0,0,0,120,265,0,44,0,5,0,310,291,0,62,0,4,0,354,232,0,26,0,0,3,260,116,0,14,0,0,3,134,115,0,18,0,0,0,137,72,0,6,0,0,3,84,271,0,57,0,4,0,338,37,3,16,0,4,0,61,1499,114,353,26,25,48,2066
208011170,0,3,27,3,3,15,53,0,3,0,0,0,0,3,3,13,3,3,0,0,21,3,3,11,31,3,0,47,3,0,13,3,0,0,22,12,0,11,0,0,0,32,19,4,15,0,0,0,33,137,0,31,0,0,0,167,155,0,33,0,0,0,193,106,0,25,0,0,0,127,92,0,20,0,0,0,113,59,0,11,0,0,0,70,45,0,11,0,0,0,58,118,0,16,0,0,0,128,22,0,6,3,3,0,43,769,20,233,50,14,23,1116
208011171,3,7,24,0,0,14,52,0,3,3,0,0,0,8,0,74,6,0,0,0,78,3,36,4,0,0,0,47,7,11,9,0,0,0,22,23,3,19,0,0,0,49,141,13,33,0,0,0,189,265,7,40,0,0,3,319,124,0,20,0,0,0,145,58,0,9,0,0,0,70,34,0,3,0,0,0,38,11,0,4,0,0,0,20,10,0,0,0,0,0,14,6,0,0,0,0,0,11,10,12,8,0,0,0,33,702,165,195,0,3,17,1083
208011172,5,22,30,3,0,10,75,0,15,4,0,0,0,24,6,215,9,4,0,4,228,6,33,9,0,0,0,49,0,25,4,0,0,0,33,18,17,14,0,0,0,62,104,27,21,0,0,0,157,254,16,59,0,3,0,329,237,6,47,0,0,0,291,108,0,18,0,0,0,131,73,0,10,0,0,0,78,57,0,9,0,0,0,67,49,0,3,0,0,0,54,93,0,17,0,0,0,113,22,21,16,0,0,3,68,1029,410,275,10,10,15,1753
208011173,0,0,24,3,0,9,41,0,3,0,0,3,0,4,4,48,9,0,3,0,70,0,10,6,0,0,0,24,3,0,8,0,0,0,20,23,11,15,12,0,0,50,162,0,33,0,3,0,194,299,0,40,0,0,0,339,201,0,32,0,0,0,238,95,0,20,0,0,0,117,56,0,7,0,0,0,71,62,0,16,0,0,0,73,41,0,3,0,0,0,51,99,0,20,0,4,0,123,17,3,14,5,4,0,39,1074,75,252,18,23,15,1453
208021174,3,0,45,0,3,20,70,0,0,0,0,0,0,9,5,17,5,0,0,0,29,11,22,27,8,3,0,70,3,9,6,4,0,0,28,42,8,24,10,0,0,88,205,0,51,3,6,0,273,460,0,91,0,3,0,559,336,6,60,0,3,0,399,160,0,21,0,0,0,182,135,0,14,0,0,0,153,79,0,12,0,0,0,88,47,0,3,0,0,0,53,37,0,10,0,0,0,43,21,3,19,0,3,7,55,1550,68,388,37,31,30,2099
208021176,7,0,41,3,0,21,71,0,0,6,3,0,0,11,8,50,20,4,4,0,88,26,13,32,3,0,0,82,42,9,24,0,0,3,80,375,3,48,0,4,3,437,615,6,82,0,6,3,716,705,0,101,0,11,0,814,455,0,61,0,4,0,524,133,0,12,0,0,0,151,66,0,13,0,0,0,77,40,0,3,0,0,0,41,14,0,7,0,0,0,20,24,0,7,0,0,0,36,53,4,25,8,0,7,100,2565,99,482,25,32,37,3242
208021177,3,6,50,8,3,45,109,0,3,0,12,0,0,19,6,30,14,5,0,0,55,17,11,32,13,5,0,87,40,4,19,3,0,0,73,200,3,33,5,3,0,246,307,0,63,3,3,0,382,661,4,115,0,5,0,781,355,0,93,4,3,0,452,218,0,56,0,3,0,274,127,0,35,0,0,0,164,55,0,20,0,0,0,76,34,0,14,0,0,0,48,53,0,11,0,0,0,69,39,4,39,4,3,3,90,2115,63,602,54,33,54,2922
208021178,3,3,61,0,3,18,95,0,3,3,0,0,0,7,3,27,12,7,0,0,55,11,12,20,3,3,0,52,17,5,18,0,0,0,35,80,0,31,0,3,0,115,181,0,52,0,0,0,238,336,0,68,0,0,0,402,282,0,43,0,0,0,328,178,0,32,0,0,0,206,96,0,19,0,0,0,112,50,0,20,0,0,0,70,24,0,3,0,0,0,29,46,0,15,0,3,0,56,26,3,17,8,0,9,67,1334,57,414,21,19,31,1870
208021179,4,0,27,0,0,24,58,3,0,0,3,0,0,5,0,6,12,3,0,0,19,9,0,18,4,0,0,30,30,3,15,0,0,0,43,151,0,18,0,0,0,169,237,0,70,0,0,0,308,390,0,68,0,0,6,462,233,0,26,0,4,0,258,100,0,19,0,3,0,121,56,0,6,0,0,0,62,23,0,3,0,0,0,29,10,0,0,0,0,0,12,32,0,3,0,0,0,35,16,4,12,0,0,0,37,1295,15,298,12,7,32,1657
208021180,0,3,13,3,0,9,29,0,4,0,0,0,0,4,4,36,11,11,4,0,67,6,5,12,5,3,0,31,4,0,7,0,0,0,19,9,0,12,0,5,0,29,105,8,19,0,0,0,132,342,0,30,0,0,0,383,170,0,17,0,0,0,190,32,0,6,0,0,0,37,23,0,3,0,0,0,25,6,0,0,0,0,0,4,7,0,0,0,0,0,7,12,0,3,0,0,0,15,6,9,15,4,3,0,34,715,78,149,27,17,12,998
208021181,0,4,13,0,0,16,31,0,0,0,3,0,0,3,9,21,0,0,3,0,36,9,0,14,3,0,0,30,31,0,13,0,0,0,49,211,3,13,0,0,0,228,254,3,31,0,0,0,293,272,0,39,0,0,0,319,162,0,21,0,0,0,182,57,0,4,0,0,0,63,36,0,3,0,0,0,39,3,0,4,0,0,0,7,8,0,0,0,0,0,8,7,0,0,0,0,0,9,22,7,9,0,3,3,36,1081,45,166,17,7,16,1336
208021182,6,0,28,4,0,10,44,0,0,0,4,0,0,5,10,12,12,8,0,0,40,16,3,26,8,0,0,49,38,0,17,0,4,0,54,310,0,29,0,3,0,341,424,3,50,0,0,0,482,632,0,86,0,6,5,723,211,0,49,0,3,0,266,104,0,17,0,0,0,120,35,0,9,0,0,0,50,35,0,7,0,0,0,40,17,0,3,0,0,0,20,31,0,6,0,0,0,37,20,3,17,0,0,0,40,1874,24,362,20,24,20,2315
208021426,0,0,22,0,0,16,44,0,0,0,3,0,0,3,0,11,7,0,0,0,20,4,4,14,0,0,0,23,3,4,8,0,0,0,15,7,3,12,0,0,0,22,97,0,37,0,0,0,134,308,0,61,0,3,3,374,216,0,33,0,3,0,250,126,0,15,0,0,0,148,76,0,5,0,0,0,82,32,0,9,0,0,0,36,5,0,0,0,0,0,9,9,0,0,0,0,0,9,15,3,10,0,0,0,30,902,31,235,10,10,21,1209
208021427,3,0,22,0,0,15,42,0,0,0,0,0,0,0,0,20,9,0,0,0,28,0,7,5,10,0,0,25,0,4,3,0,0,0,4,16,0,10,3,0,0,31,71,7,23,0,4,0,103,259,0,51,0,0,0,310,206,0,25,0,0,0,238,99,0,12,0,0,0,110,32,0,10,0,0,0,33,22,0,4,0,0,0,27,0,0,0,0,0,0,7,4,0,3,0,0,0,9,13,9,8,0,0,0,34,729,46,189,16,8,19,1006
208031183,0,0,11,0,0,8,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,5,0,0,0,6,0,0,3,0,0,0,7,8,0,0,0,0,0,15,42,0,14,0,0,0,60,82,0,8,0,0,0,93,25,0,3,0,0,0,26,10,0,0,0,0,0,10,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,176,13,53,5,5,8,254
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,4,0,9
208031185,0,4,17,0,0,9,32,0,4,0,0,0,0,7,0,43,5,0,0,0,48,4,5,13,0,0,0,28,4,0,10,3,0,0,22,37,3,15,0,0,0,59,174,3,48,3,4,0,228,292,0,39,0,3,3,337,95,0,9,0,0,0,108,38,0,5,0,0,0,43,23,0,0,0,0,0,28,3,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,0,0,0,0,10,14,0,9,0,0,4,32,704,66,186,8,11,18,987
208031186,3,3,16,0,3,14,47,0,4,0,0,0,0,6,9,63,12,3,0,3,86,32,17,23,3,12,0,84,48,4,21,0,7,0,77,155,11,42,0,42,3,255,442,9,70,0,13,0,529,453,3,35,0,0,0,491,153,0,16,0,0,0,178,54,0,9,0,0,0,60,7,0,0,0,0,0,13,3,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,4,0,0,0,19,20,12,10,0,7,4,50,1390,123,260,5,83,31,1891
208031187,0,3,3,0,3,3,12,0,0,0,0,0,0,0,0,15,3,0,0,0,21,0,5,4,3,4,0,19,0,3,6,0,0,0,14,4,4,8,0,0,0,17,39,0,10,0,0,0,52,89,3,5,0,0,0,97,19,0,5,0,0,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,160,38,55,5,10,3,270
208031188,3,3,28,3,0,30,74,0,3,11,0,0,0,16,3,46,20,18,7,0,92,4,15,18,12,3,0,50,8,4,12,0,0,0,30,79,16,39,3,3,0,139,384,3,67,3,3,0,465,628,8,105,0,3,0,749,321,0,44,4,0,0,369,119,0,12,0,0,0,126,53,0,3,0,0,0,55,6,0,3,0,0,0,13,4,0,0,0,0,0,8,11,0,3,0,0,0,15,38,11,13,5,3,3,80,1665,108,386,39,29,43,2272
208031189,0,0,23,0,0,9,35,3,3,0,0,0,0,7,4,11,3,0,0,0,20,8,4,10,0,0,0,29,16,3,5,0,0,0,18,36,0,20,0,0,0,62,168,0,29,0,0,0,197,300,7,47,0,0,0,353,139,0,18,0,0,0,158,48,0,6,0,0,0,57,13,0,4,0,0,0,14,4,0,0,0,0,0,8,4,0,0,0,0,0,4,10,0,0,0,0,0,14,18,0,10,0,0,0,28,772,34,168,4,3,13,995
208031190,3,3,21,0,0,14,44,0,5,3,3,0,0,10,6,24,9,3,0,0,35,6,13,23,8,0,0,48,46,3,16,0,0,0,69,212,3,30,0,0,0,249,352,3,52,0,0,0,407,422,0,60,0,0,0,485,182,0,26,0,0,0,213,106,0,12,0,0,0,118,37,0,0,0,0,0,40,24,0,4,0,0,0,31,11,0,5,0,0,0,12,14,0,3,0,0,0,18,18,4,10,3,7,5,41,1447,51,263,25,16,29,1821
208031191,4,0,14,0,3,9,30,0,0,0,0,0,0,0,3,31,6,0,0,0,37,3,25,7,11,3,0,46,8,3,4,10,0,0,29,26,11,3,9,0,0,52,87,8,20,3,7,0,133,176,0,28,0,0,0,207,140,0,20,0,3,0,164,74,0,5,0,0,0,81,25,0,0,0,0,0,25,5,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,0,0,0,5,8,3,13,3,7,0,34,570,81,134,35,23,14,854
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,3,12,23,0,0,8,41,0,13,0,3,0,0,18,8,85,10,0,0,0,108,13,26,18,21,0,0,74,19,14,21,0,4,0,52,124,8,35,3,0,0,167,358,5,76,0,0,0,446,474,10,60,0,0,0,549,194,3,29,0,4,0,227,90,0,10,0,0,0,101,50,0,9,0,0,0,58,25,0,3,0,0,0,30,15,0,0,0,0,0,18,17,0,3,0,0,0,23,27,10,16,0,3,0,57,1419,174,312,31,19,15,1966
