SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
212021455,5573,5602,11179,54,60,120,10,18,23,500,480,982,16,16,32,0,0,0,3,5,13,0,0,0,0,0,3,0,0,0,0,0,0,540,519,1053,65,74,144,6,11,21,672,660,1331,390,337,731,6632,6601,13240
212021456,5494,5510,11001,92,63,152,10,12,26,670,640,1307,11,6,19,15,11,30,15,9,19,4,0,3,3,4,3,7,3,6,0,0,0,721,694,1412,127,138,262,16,13,27,956,904,1863,422,466,888,6868,6887,13751
212031300,7713,7738,15451,188,167,356,23,27,45,875,901,1778,20,20,33,9,11,16,7,9,16,3,10,11,0,5,6,3,7,10,0,0,0,941,975,1922,116,133,251,24,14,37,1268,1295,2565,892,883,1774,9867,9918,19786
212031301,8393,8882,17276,329,358,685,35,43,78,2359,2481,4845,42,26,69,16,13,25,13,20,27,0,3,3,3,8,10,9,12,18,0,0,0,2474,2600,5070,226,279,498,18,21,44,3052,3253,6303,742,785,1525,12178,12928,25109
212031302,7631,7628,15255,169,186,350,27,25,59,1074,1106,2176,27,20,47,22,18,43,20,19,37,3,4,14,0,0,0,0,0,0,0,0,0,1181,1200,2380,139,173,308,13,9,19,1498,1565,3062,751,683,1435,9877,9878,19756
212031303,3488,3452,6938,46,56,95,8,0,9,370,421,792,5,8,12,0,3,3,11,8,15,0,3,3,0,0,0,0,0,0,0,0,0,393,439,838,24,18,42,3,3,5,458,516,977,371,421,794,4318,4393,8709
212031304,5437,5405,10841,118,116,240,21,23,44,1148,1134,2285,18,22,40,6,6,20,9,10,23,0,0,3,3,3,4,3,0,6,0,0,0,1218,1202,2423,106,124,231,20,10,30,1465,1461,2921,464,460,922,7365,7326,14687
212031305,10128,9834,19959,341,296,631,40,29,73,877,820,1697,18,11,29,25,14,41,14,14,31,3,7,11,6,3,7,4,3,9,0,0,0,984,912,1889,227,290,515,20,20,37,1574,1506,3078,1070,1015,2091,12777,12359,25128
212031306,6028,6120,12150,138,129,261,24,15,40,548,561,1106,14,17,36,6,3,7,6,6,10,0,3,3,3,6,5,9,3,10,0,0,0,607,612,1220,148,163,312,25,37,64,919,944,1862,485,448,929,7429,7510,14941
212031308,3228,3114,6339,68,65,130,4,4,11,248,267,515,4,4,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,266,277,543,6,3,11,4,6,10,343,355,695,332,290,620,3901,3753,7658
212031457,5620,5614,11233,43,49,91,12,14,25,421,445,870,12,3,15,3,3,8,13,7,23,3,0,3,0,4,6,0,0,0,0,0,0,468,472,941,45,61,105,7,5,17,566,583,1152,313,315,629,6493,6515,13006
212031458,6823,6948,13763,97,107,206,22,21,41,607,628,1235,14,9,22,3,12,11,12,7,21,3,3,3,0,0,0,0,0,3,0,0,0,654,681,1336,95,146,243,19,19,39,867,953,1822,491,463,954,8177,8368,16542
212041309,4816,4932,9746,54,78,135,17,18,27,336,330,664,9,4,15,3,3,5,8,8,24,0,3,3,9,3,9,3,3,6,0,0,0,381,374,756,98,90,187,10,4,18,549,541,1093,368,339,708,5733,5811,11546
212041310,4757,4637,9392,164,141,303,33,26,61,633,478,1112,12,9,21,14,6,18,9,7,25,5,8,14,0,0,0,3,0,3,0,0,0,708,540,1249,348,361,703,9,16,23,1232,1052,2286,421,387,807,6411,6076,12484
212041311,11265,9928,21196,985,648,1630,82,50,133,1395,1115,2511,59,46,103,60,31,100,38,21,60,19,27,49,5,8,14,0,0,0,0,0,0,1659,1310,2965,548,584,1135,39,20,59,3231,2559,5787,1727,1441,3162,16220,13926,30147
212041312,9028,8977,18014,220,193,414,31,34,61,871,713,1584,15,12,27,20,13,30,12,4,19,0,0,0,6,7,16,4,4,8,0,0,0,967,786,1753,184,229,405,24,7,27,1396,1211,2607,782,732,1517,11207,10923,22129
212041313,4331,4429,8764,65,67,129,7,9,13,251,303,563,9,8,15,0,0,0,5,5,13,3,0,3,3,0,3,0,0,0,0,0,0,274,329,608,40,40,80,5,0,12,388,436,824,307,305,613,5029,5169,10198
212041314,10353,10647,20999,272,285,560,26,28,54,1063,1083,2143,26,19,44,12,9,15,23,17,39,0,3,4,3,0,3,0,3,3,0,0,0,1145,1156,2299,204,265,464,22,19,39,1639,1728,3363,691,623,1314,12679,12998,25673
212041316,3091,3068,6164,35,32,66,10,10,18,261,260,521,6,0,10,6,3,8,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,289,275,564,60,49,106,6,6,6,384,360,746,245,258,505,3723,3685,7406
212041317,8283,8047,16333,463,428,890,38,15,52,853,651,1503,31,28,56,9,15,23,14,17,27,3,0,4,5,4,8,3,0,4,0,0,0,950,729,1676,455,475,930,33,24,56,1897,1649,3551,874,756,1630,11056,10448,21507
212041318,4989,5205,10197,119,110,224,9,10,18,495,414,911,3,6,13,3,3,4,8,7,9,0,0,0,3,0,6,0,3,5,0,0,0,526,439,965,164,188,349,20,5,30,826,746,1575,382,320,707,6203,6276,12479
212041459,4463,4430,8893,148,121,270,11,22,32,763,637,1397,11,13,25,3,5,12,3,5,3,0,0,4,0,4,6,0,3,7,0,0,0,807,688,1491,225,282,506,30,13,46,1209,1102,2310,525,476,1000,6200,6005,12203
212041460,7005,7295,14300,251,234,477,14,10,30,865,712,1574,19,12,36,19,7,27,8,5,12,7,3,11,3,0,3,3,3,5,0,0,0,937,758,1694,265,309,582,31,41,70,1481,1344,2826,677,589,1268,9165,9225,18393
212051319,6544,6991,13533,180,161,341,24,21,46,951,922,1875,17,16,36,3,8,11,21,9,28,3,0,4,9,5,16,4,8,14,0,0,0,1039,995,2033,271,331,605,18,12,32,1512,1505,3013,768,781,1547,8823,9267,18094
212051320,6267,6150,12413,783,784,1569,72,70,144,1391,1312,2697,49,55,102,32,29,61,35,30,69,27,33,65,11,12,20,25,21,44,0,0,0,1643,1565,3210,1644,1783,3423,38,26,58,4099,4158,8252,798,743,1544,11168,11049,22213
212051321,8295,8675,16972,204,206,417,28,40,65,819,738,1559,22,21,40,8,18,29,17,22,40,3,0,3,3,0,4,7,10,11,0,0,0,912,839,1755,379,389,774,12,7,18,1514,1448,2957,505,511,1014,10308,10631,20942
212051322,7195,7633,14833,197,213,412,44,27,69,854,759,1616,18,9,25,13,12,28,21,32,49,3,3,4,0,0,0,3,8,14,0,0,0,955,859,1810,442,500,944,17,9,31,1618,1579,3194,532,559,1090,9344,9772,19117
212051323,5884,6224,12112,137,132,268,24,20,45,637,654,1291,21,13,28,9,10,19,11,17,32,3,3,7,0,0,3,5,3,8,0,0,0,711,724,1428,265,264,528,15,12,25,1116,1133,2251,401,414,814,7401,7768,15172
212051324,6807,7359,14163,173,162,337,34,31,65,902,816,1721,12,21,31,14,15,28,17,20,37,6,6,18,3,4,5,7,4,9,0,0,0,993,912,1907,289,294,586,10,8,20,1469,1380,2849,594,569,1156,8863,9306,18170
212051325,7738,7917,15656,141,131,271,20,20,42,689,684,1380,23,12,40,7,12,20,10,3,12,3,5,7,4,4,9,5,4,5,0,0,0,754,749,1504,198,215,414,11,11,21,1102,1101,2204,653,634,1290,9500,9652,19155
212051326,7925,8239,16171,186,184,373,36,38,73,1011,973,1980,14,18,33,14,18,30,13,17,34,8,5,9,7,3,8,4,7,11,0,0,0,1103,1076,2171,370,387,753,22,13,38,1681,1660,3341,790,751,1542,10399,10655,21047
212051327,7976,8478,16452,159,173,339,19,16,33,616,652,1267,11,12,27,4,7,9,7,5,10,0,0,0,0,0,5,6,4,10,0,0,0,660,693,1358,151,188,337,10,0,13,985,1057,2039,528,600,1133,9485,10140,19626
213011328,2914,2713,5631,92,68,158,16,10,32,429,332,762,12,12,22,8,3,6,6,4,9,3,0,4,0,3,3,0,3,3,0,0,0,468,377,844,132,125,259,14,18,31,707,584,1297,433,358,787,4055,3660,7711
213011329,4085,4165,8252,53,42,92,6,5,10,253,262,520,8,7,11,3,0,3,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,277,275,551,53,59,109,3,3,8,380,383,766,254,264,521,4723,4816,9535
213011330,10326,10499,20825,278,297,576,34,24,55,894,808,1696,23,29,56,17,8,17,12,9,21,3,8,9,6,6,20,3,3,4,0,0,0,989,895,1882,221,262,489,9,22,27,1493,1480,2975,998,994,1999,12819,12980,25795
213011331,3392,3603,6992,29,35,63,3,4,5,251,260,507,0,0,4,4,0,4,3,0,3,0,4,3,0,0,0,3,0,3,0,0,0,267,267,529,40,50,97,12,4,16,351,359,712,254,291,551,3996,4250,8248
213011332,5555,5705,11262,64,61,130,13,10,20,387,355,738,5,11,13,5,3,9,0,0,0,0,0,0,6,4,13,0,3,5,0,0,0,422,380,801,51,70,120,11,12,20,544,522,1070,383,349,729,6481,6578,13057
213011333,5545,5628,11176,85,81,159,18,13,33,482,481,962,9,10,18,3,0,3,6,4,11,0,0,3,0,0,0,3,0,6,0,0,0,513,516,1032,95,111,203,7,14,19,701,715,1412,549,515,1064,6792,6861,13660
213011334,7507,7590,15097,277,219,496,41,35,75,800,747,1550,21,24,47,14,8,19,10,6,10,0,0,0,0,0,0,3,4,4,0,0,0,883,820,1703,264,274,542,22,25,45,1449,1336,2785,994,942,1942,9951,9868,19823
213011335,6603,6644,13251,180,163,348,31,20,48,654,593,1243,0,10,11,21,19,34,12,3,16,4,4,5,3,0,4,0,0,0,0,0,0,717,646,1356,252,214,460,6,7,20,1157,1027,2184,851,736,1586,8612,8411,17019
213011336,3633,3411,7046,147,106,252,11,13,27,519,436,952,20,18,34,4,10,19,3,7,9,0,6,12,8,3,9,0,3,3,0,0,0,563,492,1058,180,173,355,21,7,27,905,783,1687,481,426,902,5021,4610,9636
213011337,4489,4668,9158,165,145,314,16,14,29,503,431,935,6,3,12,11,9,18,4,4,11,3,3,8,6,7,9,0,0,5,0,0,0,554,469,1026,99,118,214,15,22,37,833,757,1589,436,379,809,5752,5802,11558
213011338,7305,7488,14791,263,201,466,21,9,33,675,598,1278,23,14,40,7,6,18,20,12,23,0,0,0,0,0,0,0,0,4,0,0,0,745,645,1394,132,181,317,15,11,28,1160,1043,2196,695,654,1347,9158,9186,18339
213011339,4629,4799,9432,94,84,176,11,12,21,450,457,900,14,16,27,4,3,10,9,13,22,0,0,0,0,3,10,0,4,7,0,0,0,497,500,999,138,156,290,6,3,14,730,748,1479,486,482,970,5843,6026,11876
213011340,7518,7535,15059,74,75,149,11,7,18,401,404,803,15,9,18,3,5,7,3,3,3,3,0,3,0,4,4,0,0,0,0,0,0,436,426,860,64,57,123,7,9,12,582,564,1146,494,504,997,8599,8604,17201
213021341,4740,5104,9843,183,195,384,18,16,26,456,509,963,20,16,39,6,10,15,10,8,16,0,3,6,0,0,0,3,3,8,0,0,0,511,559,1072,66,82,151,5,5,13,768,849,1621,535,538,1069,6044,6487,12532
213021342,7535,7889,15426,206,258,468,18,26,46,660,660,1317,10,13,27,5,3,12,13,14,33,3,10,12,3,0,3,3,0,3,0,0,0,715,724,1446,116,141,254,11,16,26,1049,1138,2187,645,657,1301,9226,9687,18911
213021343,5299,5466,10768,196,191,384,28,22,47,572,564,1143,19,17,39,5,9,22,9,14,16,0,0,0,3,4,7,3,0,3,0,0,0,642,638,1274,71,89,154,14,29,37,918,937,1861,559,588,1145,6774,6989,13770
213021344,6581,6913,13495,237,271,513,41,39,77,786,802,1585,25,34,53,5,0,8,28,27,55,3,3,9,7,3,8,0,3,7,0,0,0,891,910,1801,124,126,254,16,29,42,1273,1337,2610,590,592,1179,8436,8842,17281
213021345,2040,2161,4202,18,10,21,11,7,24,156,166,325,8,7,16,3,8,8,3,3,11,0,3,4,0,0,0,0,0,0,0,0,0,180,203,388,32,42,76,3,3,3,229,255,487,185,183,371,2458,2597,5053
213021346,5913,6141,12052,254,254,508,40,41,84,526,529,1056,27,30,55,5,12,18,11,8,20,6,5,10,4,3,9,3,12,13,0,0,0,626,639,1266,124,129,251,12,7,18,1015,1028,2050,581,607,1193,7510,7780,15293
213031347,6641,6665,13303,264,222,491,25,32,58,891,841,1734,17,13,21,23,21,37,19,14,29,7,5,13,7,8,8,3,4,7,0,0,0,987,934,1914,292,294,587,24,15,41,1566,1467,3026,847,802,1651,9048,8935,17982
213031348,5443,5006,10454,292,241,535,60,58,122,1123,1016,2139,44,42,81,25,20,39,25,28,50,12,10,18,12,10,22,10,10,19,0,0,0,1306,1188,2498,393,345,735,15,22,45,2008,1801,3807,989,888,1872,8436,7697,16131
213031349,4290,4391,8683,168,166,328,36,33,70,726,697,1424,28,28,64,20,18,34,16,12,25,3,3,6,3,4,3,9,7,17,0,0,4,846,802,1651,183,202,389,18,3,20,1211,1178,2390,485,515,997,5991,6084,12075
213031350,3429,3474,6905,80,93,177,22,19,45,466,504,976,11,13,28,6,3,13,18,11,31,3,0,4,0,3,6,5,3,6,0,0,0,529,566,1096,87,91,171,5,8,19,706,758,1462,338,354,696,4478,4586,9063
213031351,4277,4139,8418,123,95,218,16,20,38,634,566,1196,25,30,55,9,14,23,11,7,16,0,0,0,3,0,3,4,0,5,0,0,0,697,634,1335,189,168,352,11,8,17,1018,901,1921,515,452,965,5814,5491,11302
213031352,5479,5822,11300,162,192,359,18,34,52,656,679,1328,28,25,49,11,14,27,17,19,34,3,3,7,3,7,7,3,0,4,0,0,0,734,777,1510,98,126,222,12,14,27,1004,1105,2114,533,599,1132,7012,7530,14539
213041353,8002,8285,16285,423,507,932,14,21,37,570,616,1185,14,11,24,3,0,5,13,15,29,7,11,16,3,6,10,0,0,0,0,0,0,631,675,1305,31,39,72,19,24,38,1111,1247,2358,711,761,1475,9820,10294,20115
213041355,7988,8192,16181,142,159,297,19,19,41,858,940,1802,15,13,24,20,13,36,6,7,21,0,0,0,4,0,5,0,0,0,0,0,0,931,1002,1930,104,97,202,13,11,23,1185,1266,2455,623,650,1273,9801,10106,19905
213041356,7215,7450,14665,222,225,440,26,28,59,772,765,1536,19,34,50,10,12,26,9,13,23,9,5,13,6,8,6,0,0,0,0,0,0,846,865,1711,76,89,167,27,17,45,1175,1194,2364,821,819,1636,9209,9462,18668
213041357,8434,8691,17127,331,357,691,60,64,119,1245,1344,2595,36,33,67,23,24,48,21,21,39,7,3,7,3,3,11,0,0,0,0,0,0,1392,1491,2885,108,144,255,20,25,48,1857,2024,3874,968,1000,1972,11258,11719,22978
213041358,6510,6828,13341,227,281,506,29,26,51,766,832,1596,28,22,49,0,3,4,11,12,26,6,10,18,3,3,6,0,0,3,0,0,0,849,898,1749,47,60,110,23,13,33,1148,1249,2400,732,756,1488,8390,8840,17224
213041359,700,620,1320,0,0,0,6,3,9,106,81,186,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,116,88,205,7,6,13,0,0,5,129,96,227,946,540,1486,1769,1260,3029
213041360,7905,8136,16042,92,117,216,30,34,63,615,665,1275,16,17,32,10,8,18,7,3,4,0,0,0,0,0,0,3,6,9,0,0,0,675,730,1403,129,127,253,11,6,18,904,984,1885,490,489,975,9298,9606,18900
213041461,1838,2012,3849,23,30,51,3,3,8,197,243,438,0,3,9,0,0,4,3,5,10,0,4,4,0,0,0,0,0,0,0,0,0,211,256,468,39,37,75,3,0,6,280,324,606,122,120,244,2240,2461,4698
213041462,2445,2451,4901,34,22,56,17,22,44,231,247,477,0,4,4,0,5,5,3,6,12,0,0,0,3,0,3,0,0,0,0,0,0,257,283,535,45,53,93,3,5,5,336,361,697,172,178,352,2958,2987,5943
213041463,7798,7980,15777,245,246,491,38,38,79,667,697,1362,21,25,47,21,15,35,16,11,21,13,6,23,4,3,3,10,11,26,0,0,0,786,809,1595,157,194,356,6,12,17,1196,1257,2459,711,667,1379,9708,9912,19614
213051361,7772,7814,15587,110,109,220,31,28,61,694,653,1348,23,10,34,16,20,32,18,8,25,4,6,10,7,6,12,0,3,3,0,0,0,799,731,1527,114,148,263,11,11,23,1028,1005,2033,719,674,1393,9520,9492,19014
213051362,7729,7809,15539,169,172,339,23,23,43,665,690,1364,27,22,53,14,11,23,22,13,39,15,4,22,9,6,11,0,0,3,0,0,0,772,781,1548,203,214,413,14,16,32,1153,1174,2335,691,673,1360,9578,9652,19233
213051363,3149,2921,6063,132,105,235,32,38,69,594,529,1121,18,22,44,6,13,17,12,18,27,0,0,5,0,0,0,5,0,5,0,0,0,667,617,1287,207,193,403,10,3,10,1016,920,1932,393,324,724,4556,4162,8719
213051365,12903,13021,25924,535,558,1094,147,143,293,1531,1496,3028,46,51,97,38,43,85,29,30,62,9,10,19,17,14,30,16,18,37,0,0,0,1835,1811,3644,484,567,1049,21,17,44,2873,2953,5830,1149,1061,2218,16934,17038,33965
213051366,7750,7539,15284,396,372,768,71,72,142,1528,1342,2872,31,37,65,27,25,52,29,25,51,16,13,23,3,5,9,8,9,15,0,0,0,1715,1523,3236,404,469,872,29,35,66,2535,2401,4936,1806,735,2535,12090,10673,22761
213051368,4252,4375,8622,136,146,288,15,15,27,531,579,1113,11,19,27,6,4,11,9,13,21,0,0,3,0,0,0,0,0,0,0,0,0,567,630,1201,93,98,187,10,3,21,808,881,1692,435,459,893,5491,5718,11208
213051369,8702,9001,17698,386,420,810,55,64,119,1006,1061,2066,33,21,52,18,14,36,18,15,38,10,13,14,8,5,10,3,0,5,0,0,0,1134,1203,2338,183,215,397,21,16,32,1720,1853,3575,803,753,1560,11231,11605,22833
213051464,4149,4018,8168,230,223,449,83,80,165,803,849,1654,39,45,87,24,19,50,25,25,43,4,3,8,4,6,12,8,4,13,0,0,0,993,1033,2028,199,212,408,3,3,5,1426,1469,2895,452,446,901,6032,5931,11961
213051465,9053,9165,18218,266,298,570,102,88,189,845,855,1700,62,55,113,16,22,41,31,34,66,7,10,18,3,9,13,8,13,25,0,0,0,1079,1077,2151,242,306,553,9,13,23,1604,1695,3299,660,619,1283,11315,11480,22796
213051466,5306,5193,10494,186,202,387,56,51,104,814,752,1567,37,33,67,12,16,34,15,25,41,3,0,3,8,14,20,8,15,24,0,0,0,954,906,1861,243,295,541,7,9,7,1387,1414,2795,415,399,814,7104,6998,14108
213051467,7399,7834,15230,221,257,476,39,38,74,796,796,1593,42,30,68,15,17,39,7,4,11,0,3,6,3,3,9,3,7,9,0,0,0,904,896,1801,192,211,404,19,9,37,1335,1371,2708,812,835,1649,9546,10047,19594
213051468,4575,4621,9200,95,100,193,19,21,41,615,600,1216,17,16,29,11,8,15,6,9,18,3,3,4,5,3,4,3,3,4,0,0,0,679,658,1337,71,70,137,13,0,14,858,832,1685,389,383,771,5821,5839,11657
214011370,7989,8268,16257,231,236,462,24,17,45,774,849,1629,24,16,38,3,5,11,6,7,20,5,3,8,3,0,6,0,0,0,0,0,0,848,913,1758,54,86,145,21,15,40,1155,1253,2404,880,860,1736,10017,10379,20398
214011371,7900,8420,16316,333,360,692,21,21,41,1198,1297,2494,36,39,75,5,4,10,11,12,18,3,9,6,9,6,11,3,4,7,0,0,0,1278,1388,2665,96,121,217,33,27,53,1735,1890,3631,1093,1229,2326,10734,11540,22271
214011372,7081,7514,14595,184,184,368,17,14,29,874,886,1762,24,21,44,3,10,12,14,7,22,6,4,11,3,3,9,0,0,0,0,0,0,944,943,1884,58,57,115,26,20,43,1208,1200,2412,995,1042,2036,9288,9757,19040
214011373,7056,7638,14693,159,180,340,22,22,39,768,805,1576,14,5,19,0,4,4,8,13,19,0,0,6,4,7,9,0,3,6,0,0,0,816,855,1673,61,70,132,23,22,47,1053,1133,2189,529,604,1127,8637,9376,18012
214011374,9448,9955,19407,306,327,629,15,17,35,829,883,1711,19,16,42,4,5,7,9,9,26,3,6,12,3,5,7,3,5,3,0,0,0,884,950,1837,34,40,75,8,11,21,1235,1336,2570,798,781,1580,11477,12077,23551
214011375,6280,6340,12622,131,160,291,16,16,38,664,764,1433,22,25,50,5,8,8,10,7,12,3,3,4,4,0,4,3,3,8,0,0,0,730,830,1557,42,60,105,24,18,43,928,1071,1998,776,828,1604,7984,8243,16225
214011376,5097,5273,10376,134,131,267,13,28,39,613,589,1202,10,22,30,0,0,0,3,5,4,0,0,3,0,0,0,3,3,4,0,0,0,648,646,1289,50,59,106,13,13,32,846,846,1694,404,402,802,6345,6522,12871
214021377,3928,4194,8121,185,204,385,12,15,29,656,673,1329,12,14,22,4,3,4,4,9,12,4,0,5,6,0,5,0,3,3,0,0,0,702,715,1415,32,34,63,8,5,15,923,958,1878,434,509,941,5281,5662,10941
214021378,2136,2126,4262,70,73,142,8,10,22,171,167,341,7,6,16,0,0,0,3,4,9,0,0,0,0,3,4,0,0,0,0,0,0,198,195,393,22,22,38,0,5,7,287,299,586,250,235,487,2675,2660,5337
214021379,8096,8347,16442,477,555,1036,269,121,391,715,719,1432,201,101,299,29,9,36,74,33,102,22,13,32,19,17,37,17,7,31,0,0,0,1343,1008,2354,39,35,75,22,18,39,1877,1625,3503,893,947,1836,10867,10915,21779
214021380,8756,10029,18788,403,443,845,23,24,46,953,1076,2030,34,47,81,6,4,11,10,19,28,4,3,9,8,3,13,3,3,8,0,0,0,1039,1181,2222,69,74,140,26,24,46,1536,1720,3254,770,986,1752,11059,12736,23791
214021381,7045,7503,14546,239,268,505,21,12,34,622,664,1286,14,3,20,5,8,14,7,8,18,0,0,0,0,3,3,0,0,4,0,0,0,666,705,1374,99,96,191,9,9,13,1006,1078,2084,542,573,1115,8596,9152,17747
214021382,7282,7718,15004,219,257,472,28,18,50,723,741,1463,22,32,53,7,7,11,8,14,20,0,0,0,3,3,7,0,0,0,0,0,0,788,816,1609,49,51,104,13,19,35,1073,1145,2217,538,630,1164,8889,9493,18379
214021383,6436,6566,13005,357,379,738,17,23,43,650,669,1325,28,30,57,3,7,5,8,12,22,0,0,0,3,3,7,0,0,0,0,0,0,717,748,1463,34,40,76,24,14,32,1130,1179,2308,843,808,1648,8413,8553,16962
214021384,7567,8559,16121,437,500,937,20,20,46,745,830,1574,30,35,66,0,3,4,11,5,17,6,8,13,5,9,10,0,0,0,0,0,0,816,914,1733,47,41,84,20,22,45,1327,1479,2803,845,994,1839,9739,11027,20769
214021385,7085,7463,14550,252,290,542,12,15,28,601,675,1268,21,20,34,0,0,0,14,9,22,3,3,5,4,0,4,0,0,0,0,0,0,644,719,1369,24,30,55,12,18,28,927,1054,1980,641,727,1369,8660,9243,17899
215011386,2950,3026,5973,277,290,567,14,10,29,175,158,332,16,9,24,11,12,20,9,12,23,3,0,3,0,0,3,0,0,0,0,0,0,224,205,431,13,35,54,8,7,10,530,532,1060,945,248,1191,4417,3810,8226
215011387,1287,1185,2470,16,21,39,3,0,0,79,76,160,0,3,3,0,0,0,8,5,10,4,3,10,0,0,3,0,0,0,0,0,0,95,92,184,8,16,19,0,4,4,117,128,245,191,202,395,1596,1509,3109
215011388,6090,6496,12581,614,775,1392,11,14,26,297,349,646,21,20,36,26,31,56,15,12,30,3,0,3,8,10,15,0,0,0,0,0,0,388,436,826,27,32,62,14,24,39,1041,1275,2316,577,594,1172,7704,8360,16062
215011389,1535,1379,2916,30,29,55,4,4,8,74,76,150,0,0,0,3,3,11,0,4,3,3,0,0,0,0,3,0,0,0,0,0,0,88,87,181,3,4,3,0,0,0,117,117,243,110,102,218,1768,1607,3375
215011390,2850,2844,5695,123,160,279,14,16,25,103,99,201,7,11,17,19,16,40,3,3,4,0,3,3,6,7,11,0,0,3,0,0,0,156,153,306,11,11,18,4,10,9,287,321,613,255,267,520,3390,3433,6822
215011391,1394,1400,2792,63,81,146,0,5,3,55,59,107,4,0,7,0,3,6,3,4,4,0,0,0,0,0,0,3,3,4,0,0,0,64,67,134,8,11,12,4,0,4,142,156,294,111,103,220,1648,1664,3310
215011392,3192,3157,6351,241,289,524,8,6,19,135,168,310,21,20,35,11,6,16,3,6,3,0,0,0,4,3,6,0,0,0,0,0,3,182,218,395,11,28,36,0,3,6,430,528,959,339,372,708,3956,4067,8023
215011393,1169,1126,2295,45,44,91,3,6,11,45,36,83,8,4,13,21,25,47,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,78,74,153,3,0,3,3,0,4,125,116,246,85,106,190,1386,1353,2734
215011394,2742,2659,5400,103,112,213,6,11,16,126,132,257,3,3,7,3,3,3,11,12,15,3,4,4,3,0,3,0,3,3,0,0,0,153,165,318,9,9,17,17,6,24,278,287,571,287,310,593,3306,3259,6564
215021395,2844,2739,5579,72,72,152,30,25,54,208,227,432,4,3,10,13,11,26,7,3,7,0,0,3,5,4,7,0,0,0,0,0,0,265,273,538,13,10,23,4,9,10,360,368,728,258,233,487,3453,3335,6790
215021396,1889,1885,3773,72,62,129,20,18,36,134,154,287,3,0,3,9,10,24,3,10,15,0,0,0,3,4,9,0,0,0,0,0,0,181,194,372,4,10,13,4,4,13,260,262,526,219,209,429,2361,2357,4721
215021398,1563,1402,2964,60,69,128,19,7,28,66,69,132,0,0,0,14,16,26,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,98,93,189,26,21,48,4,5,8,182,188,367,193,164,354,1932,1752,3685
215021399,2223,2188,4411,127,104,227,23,23,46,154,181,339,7,0,3,15,17,31,7,11,22,0,4,7,6,11,17,0,0,0,0,0,0,216,241,463,14,12,24,7,6,18,362,364,729,336,336,668,2919,2890,5812
