SA2_MAINCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
217011420,61,41,8,24,14,4,5,9,0,165,39,29,11,47,29,7,3,15,0,187,193,36,303,119,74,43,124,130,18,1042,14,0,7,12,10,9,9,16,0,79,13,4,10,16,8,11,9,11,0,83,9,0,3,0,0,0,3,3,0,20,37,8,9,9,3,5,22,15,14,119,466,407,361,271,173,90,185,216,36,2195
217011421,20,47,14,30,16,12,3,4,0,145,39,43,22,84,42,23,8,12,3,272,157,51,444,153,111,89,76,123,12,1226,13,3,4,16,24,17,4,19,0,94,6,5,6,17,18,12,9,12,0,84,4,6,0,3,0,0,0,0,0,22,12,11,10,21,6,10,14,16,8,107,374,695,531,385,281,183,127,192,35,2791
217011422,23,53,8,18,17,3,12,8,0,146,30,48,12,80,44,12,9,8,3,250,94,56,493,182,101,49,165,146,17,1305,12,3,8,16,16,11,3,14,0,77,11,12,4,23,10,3,11,21,0,98,3,8,8,0,0,3,0,0,0,18,8,12,11,14,13,9,27,27,9,139,257,615,567,380,243,106,242,233,33,2675
217011423,85,38,4,15,16,4,3,14,8,190,71,16,13,31,25,9,5,7,3,171,249,15,164,74,40,38,35,83,4,707,9,0,0,11,0,0,0,19,0,42,23,4,4,6,14,6,6,4,0,71,6,6,4,3,0,0,3,0,0,19,54,6,9,7,6,4,4,8,11,114,647,375,215,169,149,80,61,144,24,1864
217031471,7,11,3,11,8,5,0,0,0,45,9,14,4,17,13,3,0,4,0,70,53,13,129,54,34,21,22,54,3,384,3,3,0,3,3,3,0,9,0,24,4,0,0,6,3,0,5,4,0,24,0,0,0,0,0,0,0,0,0,3,10,8,6,9,8,3,8,10,0,60,112,204,162,115,73,41,38,87,12,839
217031472,30,60,16,67,27,12,0,6,0,212,43,38,16,86,54,23,7,28,0,290,151,50,461,242,99,91,125,234,19,1484,7,0,3,9,19,13,8,26,0,91,6,10,7,38,17,13,7,25,0,131,3,0,3,3,3,4,4,5,0,34,19,11,24,32,9,12,16,46,11,169,341,569,554,526,277,186,169,397,44,3076
217031473,52,20,14,32,24,9,3,8,0,157,32,14,5,21,15,5,4,12,0,115,167,27,186,87,45,25,58,90,13,695,3,0,3,5,6,0,0,15,0,37,11,0,10,17,4,0,3,7,0,56,4,6,0,3,0,3,0,0,0,14,36,10,10,9,4,12,13,20,13,120,403,289,235,201,133,60,91,162,30,1604
217031474,53,23,4,13,13,0,3,12,0,119,41,6,5,40,11,7,3,8,0,123,133,18,163,59,33,37,37,54,4,534,3,0,4,3,5,3,0,5,0,21,14,4,0,11,3,7,4,11,0,46,4,3,0,0,0,0,0,0,0,11,14,3,6,13,3,3,7,20,11,79,345,248,200,163,83,69,57,114,17,1289
217031475,60,31,6,16,6,3,3,7,0,149,43,20,15,31,17,3,3,12,4,147,274,17,228,67,39,25,80,132,14,871,8,0,3,10,0,3,0,11,3,47,23,0,0,16,9,8,3,8,0,72,3,7,0,0,0,0,0,4,0,18,47,8,8,9,8,3,8,22,0,115,585,309,283,166,105,60,100,233,31,1881
217031476,33,24,14,7,12,9,3,7,0,108,23,10,8,22,10,3,5,12,4,98,55,12,125,28,14,10,30,70,4,354,3,0,3,7,0,0,0,5,0,25,3,8,3,8,9,3,3,10,0,42,0,0,3,0,5,0,0,3,0,11,8,4,7,3,0,10,0,8,10,53,210,222,187,111,77,52,47,138,18,1058
217041477,81,21,9,22,9,8,4,12,4,164,66,23,14,40,26,12,0,12,6,198,254,21,205,79,48,32,57,107,10,807,9,0,5,6,10,3,4,12,0,47,25,0,7,11,13,4,7,11,0,80,4,0,4,3,0,0,0,0,0,13,45,5,10,3,7,4,5,19,12,115,590,336,264,188,146,72,73,185,36,1873
217041478,65,51,11,28,26,8,0,5,0,204,71,28,14,67,36,13,4,22,0,265,179,32,381,126,70,46,92,136,17,1077,0,4,6,9,11,6,3,13,0,61,15,5,9,16,14,9,9,17,0,89,9,0,3,0,0,0,0,3,0,16,33,12,18,15,6,10,13,25,17,147,539,667,466,324,214,123,121,261,49,2777
217041479,46,115,35,59,38,27,4,18,7,346,83,109,69,167,115,52,10,29,6,645,270,104,944,317,233,194,171,264,22,2516,9,8,11,27,34,26,6,27,0,151,16,9,14,46,23,32,14,24,0,184,4,8,8,4,7,3,0,7,0,46,15,33,20,37,14,24,14,41,19,228,656,1674,1155,795,610,412,229,465,62,6057
217041480,47,59,31,52,31,17,3,5,3,241,39,53,28,98,57,27,12,26,0,350,150,41,465,190,124,89,90,133,16,1297,7,3,5,17,12,9,7,8,0,68,7,0,10,35,14,16,3,13,0,109,3,10,3,4,3,3,4,4,5,34,13,20,22,22,20,10,10,21,8,139,451,1120,609,509,374,211,140,255,43,3711
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22
299999499,10,16,3,12,8,5,4,6,0,65,10,25,18,32,14,7,3,15,3,119,34,19,158,42,23,23,32,59,6,383,0,4,5,3,0,0,3,0,0,15,0,3,6,7,3,3,5,3,0,33,0,8,4,0,0,0,0,0,0,20,3,11,14,5,0,3,9,13,15,72,132,367,223,181,112,65,72,142,34,1337
