SA2_MAINCODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
205041095,..,59,7,73,0,73,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,13,0,13,0,13,..,0,0,0,0,0,..,8,0,8,0,8,..,32,0,32,0,32,..,65,8,76,0,78,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,95,9,104,0,105,..,0,0,0,0,0,..,20,3,26,0,26,..,7,3,11,0,11,..,3,0,3,0,3,..,24,12,40,4,37,..,29,0,32,0,32,..,5,0,5,0,5,..,28,3,28,0,28,..,3,0,9,0,9,..,65,3,70,0,70,..,14,0,18,0,18,..,3,0,3,0,3,..,11,0,11,0,11,..,9,0,9,0,9,..,14,0,14,0,14,..,136,46,177,7,180,..,843,147,984,16,1003,..,48,4,48,1184,1233,14315,888,150,1037,1195,16551
205041096,..,79,25,105,3,104,..,9,0,12,0,12,..,17,0,21,0,21,..,20,4,21,0,21,..,16,0,16,0,16,..,9,0,9,0,9,..,18,3,14,0,14,..,83,5,88,0,88,..,355,86,438,5,445,..,3,4,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,69,6,78,0,80,..,0,0,0,0,0,..,30,6,32,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,5,6,9,0,9,..,28,10,39,0,39,..,11,3,9,0,9,..,50,0,50,0,50,..,3,0,3,0,3,..,93,8,104,0,104,..,18,3,22,0,22,..,5,0,5,0,5,..,10,4,14,0,14,..,0,0,0,0,0,..,6,6,13,0,13,..,143,33,170,0,175,..,1151,231,1379,23,1398,..,54,4,56,1274,1327,11083,1201,236,1432,1295,13808
205041097,..,137,23,160,3,163,..,32,0,35,0,35,..,57,0,57,0,59,..,21,0,21,0,23,..,50,0,51,0,51,..,17,0,21,0,19,..,47,5,47,3,51,..,226,6,235,8,238,..,230,20,255,0,260,..,23,5,25,0,25,..,10,3,14,0,13,..,3,0,3,0,3,..,15,0,17,0,17,..,13,0,14,0,14,..,30,5,33,0,33,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,38,0,38,0,38,..,9,0,9,0,9,..,49,0,45,0,48,..,21,6,24,0,29,..,114,3,124,0,122,..,43,7,52,0,52,..,24,0,30,0,30,..,27,6,29,0,29,..,0,0,0,0,0,..,32,4,43,0,43,..,300,75,372,0,377,..,1601,229,1833,23,1857,..,75,6,80,2010,2091,22841,1672,237,1912,2036,26785
205041098,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,9,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,11,0,11,0,11,..,79,5,82,3,85,..,11,0,11,274,281,4181,90,5,89,279,4550
205051099,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,25,0,0,0,0,25
205051100,..,7,8,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,15,0,15,0,15,..,9,3,13,0,13,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,29,0,35,..,142,20,160,0,165,..,16,0,16,428,439,3694,158,20,179,426,4299
205051101,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,15,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,19,0,19,0,21,..,14,3,18,0,18,..,3,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,14,0,19,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,10,5,20,0,20,..,10,0,10,0,10,..,38,5,42,0,42,..,7,0,7,0,7,..,3,0,4,0,4,..,13,0,14,0,11,..,3,0,0,0,0,..,4,3,11,0,11,..,49,14,68,0,69,..,284,49,331,6,338,..,21,0,21,913,938,12595,305,49,350,924,13868
205051102,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,13,0,13,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,28,0,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,20,5,23,0,28,..,90,6,100,3,105,..,4,0,4,1082,1091,3532,103,6,106,1083,4723
205051103,..,11,0,7,0,11,..,7,0,7,0,7,..,32,3,34,0,38,..,49,3,53,0,53,..,25,3,26,0,26,..,22,0,28,0,28,..,15,0,22,0,22,..,154,13,171,0,167,..,43,5,55,0,55,..,9,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,24,0,23,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,10,0,10,..,26,0,29,0,29,..,3,0,3,0,3,..,41,4,43,0,43,..,18,0,16,0,16,..,87,8,97,0,97,..,4,3,10,0,10,..,20,14,31,0,31,..,14,3,13,0,15,..,0,0,0,0,0,..,33,18,51,0,47,..,104,16,121,3,119,..,718,131,846,12,862,..,33,0,35,1048,1085,12702,756,128,886,1057,14646
205051104,..,11,0,11,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,20,4,23,0,23,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3,..,0,0,3,0,3,..,4,0,3,0,3,..,7,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,0,0,0,0,0,..,3,4,4,0,5,..,24,3,27,0,27,..,129,16,145,0,146,..,18,0,18,428,439,4720,142,16,158,427,5305
206011105,..,791,417,1206,10,1217,..,43,6,47,0,47,..,82,0,88,4,88,..,23,3,26,0,24,..,17,3,20,0,20,..,99,9,109,0,107,..,362,16,383,0,383,..,630,34,662,5,667,..,1027,323,1344,19,1365,..,57,9,69,0,69,..,49,0,50,0,50,..,18,3,18,0,18,..,41,3,45,0,43,..,33,4,37,0,37,..,30,3,35,0,35,..,31,0,33,0,33,..,3,0,3,0,3,..,32,6,37,0,37,..,21,0,21,0,21,..,164,22,187,3,189,..,27,3,30,0,30,..,45,0,47,0,49,..,260,28,285,4,287,..,286,21,308,0,308,..,27,5,35,0,35,..,40,0,40,0,40,..,162,33,197,3,197,..,155,56,212,0,211,..,451,73,524,24,554,..,5710,1322,7026,70,7104,..,58,3,59,1516,1575,16758,5760,1325,7091,1585,25440
206011106,..,307,78,389,3,390,..,14,3,14,0,14,..,36,0,35,0,35,..,15,0,16,0,16,..,14,0,14,0,14,..,31,0,32,0,32,..,106,3,111,0,115,..,209,13,222,0,222,..,623,124,743,3,747,..,45,10,57,5,60,..,10,8,21,0,21,..,20,3,18,0,18,..,23,5,26,0,26,..,40,4,41,0,41,..,23,0,23,0,23,..,9,0,9,0,9,..,0,0,0,0,0,..,14,4,18,0,18,..,6,0,6,0,6,..,37,0,37,0,37,..,10,0,10,0,10,..,8,0,8,0,8,..,64,0,64,0,64,..,167,19,182,0,184,..,12,0,12,0,12,..,27,7,43,0,43,..,45,8,49,0,49,..,91,20,115,0,115,..,170,28,192,0,192,..,2539,416,2950,13,2966,..,17,3,16,651,672,7331,2557,414,2973,664,10962
206011107,..,560,197,757,3,765,..,58,0,62,0,59,..,88,3,98,0,99,..,43,6,51,0,51,..,28,0,28,0,28,..,87,10,96,4,98,..,188,16,207,3,208,..,497,38,539,8,543,..,638,159,800,10,814,..,50,9,67,4,65,..,31,5,37,0,33,..,19,0,19,0,19,..,18,3,24,0,23,..,48,12,58,0,58,..,27,3,25,0,25,..,16,0,14,4,17,..,0,0,0,0,0,..,28,7,38,0,38,..,26,0,27,0,27,..,75,26,104,0,104,..,34,0,34,0,35,..,23,0,24,0,24,..,160,32,191,0,190,..,174,17,193,0,200,..,29,3,35,0,35,..,20,0,24,0,24,..,70,14,87,0,87,..,86,21,113,3,113,..,337,65,399,4,404,..,3627,727,4355,50,4404,..,30,6,41,777,810,8515,3664,733,4392,821,13737
206011108,..,1230,423,1658,9,1669,..,62,9,72,0,72,..,104,3,102,0,102,..,41,7,44,0,44,..,28,0,33,0,33,..,200,26,225,3,227,..,508,20,530,0,530,..,940,57,999,7,1004,..,1840,530,2371,26,2398,..,82,3,81,0,81,..,35,3,36,0,36,..,38,12,50,0,50,..,61,0,64,0,64,..,55,7,64,0,64,..,51,8,59,0,59,..,11,0,11,0,10,..,7,0,7,0,7,..,41,3,48,0,48,..,33,3,36,0,36,..,108,21,124,0,124,..,54,0,54,0,54,..,13,0,15,0,15,..,203,23,225,0,225,..,191,17,213,0,211,..,45,0,45,0,45,..,51,33,86,0,86,..,359,121,485,0,484,..,123,33,165,3,162,..,428,94,529,19,545,..,7833,1820,9645,89,9734,..,56,15,67,1137,1210,15223,7888,1829,9719,1226,26166
206011109,..,715,107,818,4,829,..,4,0,4,0,4,..,31,0,35,0,35,..,13,0,15,0,15,..,8,0,8,0,8,..,50,4,57,0,59,..,43,3,50,0,50,..,159,12,166,0,167,..,806,153,955,9,962,..,36,0,36,0,36,..,9,3,8,0,8,..,27,3,35,0,35,..,33,3,33,0,33,..,7,3,15,0,16,..,10,0,10,0,10,..,6,0,8,0,8,..,3,0,3,0,3,..,11,0,11,0,11,..,22,0,23,0,23,..,3,0,3,0,3,..,16,0,16,0,16,..,3,0,3,0,3,..,39,0,40,0,40,..,70,7,81,3,85,..,8,0,8,0,8,..,9,7,19,0,19,..,57,7,68,0,68,..,94,18,112,0,108,..,115,20,126,3,134,..,2590,400,2992,28,3021,..,11,3,18,518,538,6405,2601,405,3005,547,9960
206021110,..,409,128,540,4,546,..,0,0,0,0,0,..,46,0,49,0,49,..,17,0,17,0,17,..,13,3,17,0,17,..,9,0,9,0,9,..,51,3,55,0,55,..,138,4,145,0,145,..,275,59,337,6,338,..,22,0,25,0,25,..,11,5,12,0,12,..,27,20,44,0,44,..,4,0,4,0,4,..,22,3,28,0,28,..,12,0,12,0,12,..,10,0,10,0,10,..,0,0,0,0,0,..,14,3,21,0,21,..,8,0,8,0,8,..,11,0,11,0,11,..,13,0,13,0,13,..,0,0,0,0,3,..,26,0,26,0,32,..,66,3,71,3,71,..,8,0,7,0,7,..,21,3,26,0,26,..,3,0,5,0,5,..,62,16,80,0,80,..,93,11,108,0,108,..,1609,330,1940,22,1955,..,16,0,13,442,459,6520,1625,332,1954,463,8934
206021111,..,1317,517,1834,26,1861,..,0,0,0,0,0,..,47,3,48,0,48,..,23,0,22,0,22,..,30,0,27,0,27,..,6,0,9,0,9,..,42,0,42,0,42,..,145,6,154,0,154,..,719,150,868,7,875,..,71,8,79,0,79,..,18,8,23,0,23,..,140,29,169,5,172,..,11,0,11,0,11,..,31,7,37,0,37,..,29,3,34,0,34,..,14,0,14,0,14,..,0,0,0,0,0,..,40,6,39,0,42,..,13,0,16,0,18,..,21,0,27,0,27,..,22,0,22,0,22,..,15,0,15,0,15,..,72,5,77,0,76,..,149,14,162,3,165,..,21,0,23,0,23,..,34,7,37,0,37,..,26,3,25,0,25,..,185,60,239,0,246,..,355,55,411,19,425,..,4334,1047,5378,69,5451,..,47,6,56,1460,1512,17702,4386,1051,5436,1533,24667
206021112,..,1203,443,1648,12,1656,..,30,0,30,0,30,..,108,9,113,0,115,..,78,6,89,0,89,..,28,3,31,0,31,..,24,0,24,0,24,..,225,12,235,3,238,..,486,29,515,5,518,..,816,239,1048,7,1056,..,41,3,42,0,43,..,16,0,15,0,15,..,118,32,150,4,155,..,9,0,9,0,9,..,32,8,44,3,45,..,37,0,37,0,37,..,11,0,11,0,11,..,8,0,10,0,10,..,41,9,44,0,49,..,9,0,9,0,9,..,26,0,22,0,22,..,16,0,16,0,16,..,8,0,8,0,8,..,63,0,63,0,63,..,140,11,156,0,156,..,17,0,22,0,22,..,34,4,38,0,38,..,37,0,39,0,39,..,152,68,214,5,218,..,356,69,430,5,441,..,4386,1093,5477,56,5533,..,40,13,46,1090,1136,11797,4423,1098,5522,1151,18466
206031113,..,259,84,345,0,348,..,11,0,11,0,11,..,67,4,71,0,71,..,22,0,25,0,25,..,22,0,22,0,22,..,29,0,29,0,29,..,49,4,50,0,50,..,198,11,205,0,205,..,436,116,549,0,552,..,24,0,26,0,26,..,22,4,28,0,28,..,16,0,18,0,22,..,41,3,42,0,46,..,28,3,30,0,32,..,18,3,18,0,18,..,24,5,25,3,26,..,0,0,0,0,0,..,22,4,20,0,20,..,30,3,35,0,35,..,26,0,25,0,27,..,30,0,31,0,31,..,18,0,18,0,20,..,103,3,109,3,111,..,144,20,166,5,165,..,14,0,14,0,14,..,27,10,30,0,30,..,52,9,57,0,57,..,356,125,481,6,482,..,578,133,707,24,736,..,3141,745,3887,53,3938,..,58,16,70,985,1056,9754,3197,759,3954,1037,14750
206031114,..,622,69,693,11,701,..,43,0,43,0,46,..,358,16,371,4,378,..,95,10,105,0,107,..,86,3,91,0,91,..,64,0,68,0,68,..,351,17,368,0,370,..,1005,46,1046,5,1058,..,1232,162,1393,20,1415,..,51,10,54,0,54,..,76,28,103,0,103,..,44,3,46,0,46,..,61,0,58,0,58,..,54,10,66,3,72,..,79,5,84,0,84,..,45,4,49,0,49,..,3,0,3,0,3,..,68,3,73,0,73,..,32,0,32,0,35,..,23,0,23,0,23,..,48,0,48,0,48,..,13,0,13,0,13,..,113,0,119,0,118,..,200,31,231,0,234,..,61,8,74,0,74,..,42,11,48,0,49,..,96,3,98,0,98,..,253,45,302,3,303,..,560,69,636,10,645,..,5817,683,6505,66,6569,..,59,9,69,1509,1573,19341,5877,695,6570,1573,27487
206031115,..,78,21,100,0,100,..,20,0,22,0,22,..,81,10,88,0,88,..,18,0,17,0,17,..,37,0,37,0,38,..,31,0,36,0,36,..,68,0,73,0,75,..,258,9,272,0,270,..,140,19,158,0,154,..,42,9,50,0,48,..,29,15,49,3,52,..,7,0,7,0,7,..,24,4,30,0,29,..,69,12,81,0,81,..,11,0,7,0,7,..,10,0,10,0,10,..,8,0,8,0,8,..,15,4,16,0,16,..,25,0,25,0,25,..,49,3,53,0,57,..,9,0,9,0,9,..,16,3,25,0,25,..,106,10,114,0,113,..,119,18,137,3,139,..,54,3,60,0,60,..,12,3,20,0,20,..,61,29,96,0,96,..,275,194,469,0,469,..,864,212,1072,37,1110,..,3215,917,4128,62,4196,..,44,15,62,964,1025,4899,3258,936,4193,1023,10115
206031116,..,367,81,444,9,451,..,19,0,20,0,20,..,139,4,143,0,143,..,21,0,21,0,21,..,14,0,15,0,15,..,19,0,20,0,20,..,126,9,136,0,137,..,337,16,355,4,360,..,815,200,1011,16,1022,..,44,3,49,0,49,..,25,0,29,0,29,..,44,3,51,0,51,..,49,4,51,0,51,..,17,4,14,0,14,..,30,0,32,0,32,..,26,0,26,0,26,..,0,0,0,0,0,..,7,0,12,0,12,..,13,3,19,0,19,..,24,0,22,0,22,..,28,0,28,0,28,..,3,0,3,0,3,..,71,3,75,0,75,..,141,24,162,0,162,..,18,0,18,0,18,..,44,17,55,0,60,..,45,0,48,0,48,..,118,15,136,0,136,..,237,36,273,14,283,..,3018,524,3544,50,3592,..,56,6,61,677,734,9927,3073,533,3600,725,14250
206041117,..,75,14,84,0,84,..,39,3,44,0,44,..,165,0,165,0,165,..,22,0,22,0,22,..,85,3,90,0,90,..,63,0,63,0,63,..,64,0,68,0,69,..,440,11,451,0,450,..,280,49,328,0,331,..,75,8,87,0,87,..,195,52,248,0,249,..,19,0,23,0,23,..,6,0,6,0,6,..,66,10,69,0,69,..,12,0,10,0,15,..,46,3,49,0,49,..,3,0,3,0,3,..,28,0,28,0,28,..,23,0,23,0,21,..,501,24,527,7,528,..,39,0,42,0,42,..,148,0,150,0,150,..,712,23,738,9,741,..,213,22,241,0,241,..,91,0,90,0,90,..,118,18,132,0,136,..,48,14,64,0,67,..,262,88,348,0,352,..,942,156,1099,13,1111,..,9491,1285,10775,50,10826,..,38,15,57,1683,1738,6440,9528,1298,10824,1738,19001
206041118,..,67,0,70,0,71,..,59,5,71,0,67,..,505,31,529,6,535,..,28,0,30,0,30,..,15,0,15,0,15,..,29,0,31,0,31,..,91,9,95,0,96,..,726,45,764,5,771,..,127,12,133,3,140,..,57,31,86,0,92,..,204,113,315,5,320,..,15,0,14,0,14,..,3,0,3,0,3,..,56,3,63,0,63,..,18,0,21,0,21,..,37,0,41,0,40,..,3,0,3,0,3,..,34,0,34,0,34,..,36,0,36,0,36,..,120,10,126,0,126,..,28,0,28,0,28,..,25,0,23,0,23,..,207,10,219,0,219,..,133,9,151,5,150,..,173,9,177,0,176,..,55,14,66,0,66,..,27,3,33,0,33,..,119,8,127,0,123,..,543,69,607,13,624,..,4919,811,5736,54,5785,..,21,8,29,1377,1408,3766,4941,824,5767,1429,10965
206041119,..,49,7,50,0,50,..,4,0,4,0,4,..,13,0,13,0,13,..,0,0,0,0,0,..,14,0,14,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,37,0,37,0,37,..,62,3,61,0,62,..,17,4,20,0,20,..,9,3,13,0,13,..,9,0,10,0,10,..,3,0,3,0,3,..,21,0,21,0,19,..,7,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,18,0,18,0,18,..,45,0,45,0,45,..,0,0,0,0,0,..,4,7,10,0,10,..,3,0,3,0,3,..,31,5,33,0,31,..,69,8,75,0,73,..,624,70,690,5,698,..,5,0,7,545,555,3713,631,70,703,554,4962
206041120,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,26,0,26,..,0,0,0,34,34,31,24,3,26,34,85
206041121,..,65,14,74,0,74,..,12,0,12,0,12,..,32,3,35,0,35,..,8,0,8,0,8,..,17,0,17,0,17,..,8,0,8,0,8,..,33,0,33,0,33,..,119,3,117,0,117,..,132,31,163,0,164,..,53,8,64,0,70,..,35,3,42,0,42,..,17,0,14,0,14,..,25,5,28,0,28,..,12,0,15,0,15,..,18,0,19,0,19,..,18,0,15,0,15,..,0,0,0,0,0,..,19,0,21,0,21,..,15,0,15,0,15,..,20,0,20,0,26,..,23,0,23,0,23,..,26,0,23,0,23,..,77,3,80,0,85,..,136,19,155,3,154,..,16,0,16,0,21,..,28,4,28,0,28,..,28,3,34,0,34,..,213,95,305,5,315,..,376,85,460,13,471,..,2258,528,2786,32,2816,..,29,5,32,722,748,7249,2288,528,2810,753,10812
