SA2_MAINCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
208021180,0,4,0,0,0,4,0,3,10,78,70,11,152,7,3,8,166,107,5,274
208021181,0,3,0,0,0,3,4,0,6,93,62,6,150,3,3,4,159,83,4,246
208021182,0,3,0,0,0,3,5,0,10,119,105,12,238,7,7,19,253,140,3,399
208021426,0,3,0,0,0,3,6,3,8,203,133,21,352,16,15,31,385,227,4,614
208021427,0,8,0,0,0,8,3,6,12,194,132,16,344,12,11,22,366,201,3,576
208031183,0,0,0,0,0,0,0,0,0,95,72,5,174,0,7,11,184,66,0,244
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031185,0,3,0,0,0,3,4,9,10,189,122,13,322,13,15,27,351,174,9,538
208031186,4,8,0,0,0,8,3,3,10,189,181,16,380,8,20,29,408,234,7,653
208031187,0,0,0,0,0,0,0,0,4,89,61,9,153,3,7,8,165,84,0,248
208031188,0,7,0,0,0,7,7,8,14,335,240,17,599,14,16,30,634,355,13,1000
208031189,0,0,0,0,0,0,3,0,7,149,127,11,289,4,3,10,297,161,0,454
208031190,0,4,0,0,0,3,3,0,7,185,127,13,319,9,14,25,348,179,0,526
208031191,0,0,0,0,0,0,5,3,9,127,94,12,234,6,3,15,247,124,8,379
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,0,0,0,0,0,0,5,3,8,284,189,12,488,12,15,29,519,233,8,752
208041194,3,4,0,0,0,4,3,7,11,216,123,12,350,7,6,20,368,173,9,546
208041195,0,3,0,0,0,3,4,0,9,182,157,18,354,8,11,21,375,212,3,588
209011196,0,5,0,0,0,5,0,0,5,113,90,18,210,7,9,17,224,177,0,403
209011197,0,3,0,0,0,6,12,3,17,295,213,23,531,13,18,28,558,247,4,811
209011198,0,3,0,0,0,3,6,0,8,182,104,7,296,6,7,19,311,167,4,484
209011199,0,3,0,0,3,6,10,6,24,165,137,19,330,20,21,39,367,423,16,803
209011200,0,3,0,0,0,3,0,0,5,131,77,9,220,5,5,14,229,148,0,382
209011201,0,0,0,0,0,0,0,0,4,69,53,3,126,8,0,5,128,77,0,205
209011202,0,0,0,0,0,0,4,0,10,246,206,15,468,10,13,24,489,203,3,689
209011203,0,3,0,0,0,3,4,3,11,243,186,19,444,12,30,40,479,246,7,727
209011204,3,3,0,0,0,3,3,6,8,140,90,15,241,4,10,15,251,167,7,423
209021205,0,0,0,0,0,0,3,0,6,89,60,8,155,3,5,9,158,119,0,280
209021207,3,11,3,0,3,18,23,14,53,252,233,25,512,42,34,73,586,694,23,1299
209021208,3,7,0,3,4,9,20,9,39,234,207,11,451,26,27,53,504,537,14,1057
209021428,0,3,0,0,0,3,13,3,20,180,170,13,370,23,4,29,396,427,7,837
209021429,0,0,0,0,0,0,4,0,3,123,102,8,227,4,13,17,248,183,0,432
209031209,0,3,0,0,0,3,7,0,12,301,211,17,529,10,15,25,554,187,0,741
209031210,0,0,0,0,0,0,0,0,3,42,50,9,100,0,3,3,107,36,0,144
209031211,0,0,0,0,0,0,5,0,7,40,25,8,72,3,3,4,83,34,0,120
209031212,0,0,0,0,0,0,0,0,3,43,55,9,107,3,3,6,112,38,0,155
209031213,0,0,0,0,0,0,3,0,4,76,64,3,148,3,3,5,156,64,3,221
209031214,0,0,0,0,0,0,0,0,0,64,50,3,118,3,3,8,123,45,0,171
209031215,0,4,0,0,0,4,3,3,7,219,155,11,391,3,11,12,407,116,5,525
209041216,0,3,0,0,0,3,0,0,3,52,52,7,110,0,0,3,119,68,0,182
209041217,0,0,0,0,0,0,3,0,8,64,58,12,131,0,3,4,135,118,5,257
209041219,0,9,0,0,0,9,12,12,29,242,179,24,441,35,34,64,502,652,24,1175
209041220,0,4,0,0,0,4,5,3,15,231,170,20,417,14,13,24,439,269,9,715
209041221,3,8,0,0,0,8,8,0,12,157,125,19,309,23,18,36,348,232,0,579
209041223,0,7,0,0,6,10,19,6,35,192,196,21,407,25,28,60,463,636,19,1119
209041224,0,4,0,0,0,4,5,4,15,193,150,28,363,26,13,44,405,248,4,658
209041225,0,7,0,0,0,7,3,0,17,89,72,4,161,13,11,17,183,132,3,320
209041430,0,8,0,0,0,6,3,3,12,319,244,31,592,15,30,44,639,250,10,901
209041431,6,4,0,0,0,10,4,4,14,150,107,19,267,17,23,37,307,257,6,574
209041432,3,3,0,0,0,3,6,0,12,116,103,18,236,14,10,24,263,208,0,470
209041433,0,0,0,0,0,0,5,3,7,115,90,14,217,12,9,20,240,157,3,399
209041434,0,3,0,0,0,3,4,0,10,249,176,21,449,9,12,29,472,295,7,771
209041435,0,3,0,0,0,3,0,3,4,163,110,5,285,14,3,15,300,116,7,426
209041436,3,9,0,0,0,8,7,4,15,191,126,8,329,8,12,19,353,157,3,512
209041437,0,0,0,0,0,0,0,0,6,88,52,6,147,5,8,15,161,114,0,273
210011226,0,0,0,0,3,7,5,3,13,111,81,6,204,8,4,11,213,160,5,376
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,4,0,0,0,4,3,0,13,112,85,4,203,3,12,14,209,123,7,335
210011229,3,7,0,0,0,7,17,0,21,309,234,35,578,21,21,48,625,506,9,1140
210011230,0,0,0,0,0,0,3,0,8,120,58,10,184,8,3,14,194,106,3,304
210011231,0,0,0,0,0,0,4,4,4,115,63,3,180,4,3,9,194,95,4,292
210021232,0,0,0,0,0,0,3,3,11,128,128,16,267,10,0,9,280,100,3,380
210021233,0,0,0,0,0,0,0,3,4,23,24,5,45,0,0,0,46,24,3,72
210021234,0,0,0,0,0,0,3,0,3,41,31,3,73,5,0,3,83,30,0,112
210021235,0,0,0,0,0,0,4,0,7,79,87,10,166,8,5,13,180,108,3,299
210031236,0,0,0,0,0,0,5,0,11,65,59,5,138,7,0,10,145,157,4,302
210031237,0,0,0,0,0,0,7,4,10,115,98,14,220,16,16,29,251,322,9,580
210031239,0,3,0,0,3,7,7,8,18,279,199,23,502,18,22,42,542,327,15,873
210031438,0,6,0,0,0,4,11,11,32,202,174,15,385,18,24,49,431,499,22,948
210031439,0,0,0,0,0,0,0,0,0,47,26,6,75,0,0,0,75,21,3,96
210031440,3,4,0,0,0,5,8,0,12,52,38,12,100,8,5,13,105,162,5,278
210041240,3,5,0,0,0,5,4,3,5,165,139,19,318,13,16,23,341,173,0,519
210041241,3,11,3,0,3,9,10,4,21,462,333,42,845,35,29,61,906,430,8,1342
210051242,0,4,0,0,0,3,21,11,39,99,89,18,199,20,22,41,241,522,19,784
210051243,0,4,0,0,0,5,18,8,28,124,104,16,246,22,17,40,288,585,22,900
210051245,0,6,0,0,0,10,0,9,15,280,194,29,502,19,14,37,537,382,14,943
210051246,0,10,0,0,0,10,0,0,12,200,100,14,313,11,4,18,328,169,4,506
210051247,0,0,0,0,0,0,15,10,26,133,111,26,264,26,20,46,315,520,10,849
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,0,0,5,8,8,20,172,137,19,329,27,29,54,379,440,8,833
210051250,0,0,0,0,0,6,5,3,13,114,67,16,198,8,15,21,219,155,7,377
210051441,3,4,0,0,0,4,8,3,12,111,89,9,208,17,14,27,242,191,6,431
210051442,0,0,0,0,0,0,0,3,0,139,91,7,237,9,18,30,261,161,3,434
210051443,0,0,0,0,0,0,7,5,15,198,137,15,352,21,20,39,391,318,9,721
210051444,0,8,0,0,0,8,7,3,15,128,106,13,259,14,24,35,287,232,3,520
210051445,0,0,0,0,0,0,0,0,0,36,22,0,64,0,3,3,65,47,0,115
211011251,0,10,0,0,0,10,3,3,19,189,165,21,372,12,18,26,397,211,4,618
211011254,0,3,0,0,0,3,11,3,15,236,143,16,390,10,19,26,415,212,4,638
211011255,0,0,0,0,0,0,0,0,4,65,47,11,120,0,0,3,123,34,0,163
211011256,0,3,0,0,0,3,3,4,12,229,155,21,400,15,10,18,421,175,8,607
211011257,0,3,0,0,0,3,0,0,3,98,74,8,176,0,4,6,187,64,0,251
211011258,0,3,0,0,0,3,0,0,7,116,67,10,189,3,7,4,200,77,0,278
211011259,5,9,0,0,0,7,3,5,13,176,120,13,306,12,12,21,334,202,5,536
211011260,0,8,0,0,0,12,3,0,14,205,150,16,377,8,16,25,397,236,0,635
211011446,3,7,0,0,0,7,11,7,22,349,301,29,678,19,24,46,724,406,7,1144
211011447,3,5,0,0,0,7,3,3,14,216,180,20,412,8,14,27,441,240,5,687
211011448,0,4,0,0,0,4,7,5,13,212,181,15,407,10,16,27,434,215,10,655
211011449,0,0,0,0,0,0,3,0,4,47,40,8,104,6,10,13,112,62,0,173
211021261,3,8,0,0,0,8,5,3,17,141,122,14,270,5,7,11,279,187,4,473
211021262,0,0,0,0,0,0,4,0,4,99,75,5,179,3,0,8,182,67,0,247
211031263,0,4,0,0,0,4,4,5,13,195,122,14,331,8,11,19,346,186,8,540
211031265,0,5,0,0,0,5,5,0,6,271,163,16,449,4,11,11,462,161,0,621
211031266,0,5,0,0,0,5,8,7,14,235,185,19,433,19,21,37,468,263,6,740
211031267,3,7,0,0,0,7,8,0,13,282,198,17,502,13,16,33,530,287,8,817
211031268,0,3,0,0,0,3,5,0,11,108,75,13,195,5,3,10,201,100,6,305
211031450,0,3,0,0,0,3,6,0,15,257,233,24,512,13,21,34,548,223,11,779
211031451,0,3,0,0,0,3,4,4,11,186,151,13,355,13,14,27,375,218,11,605
211031452,0,0,0,0,0,0,3,0,5,74,46,4,128,0,6,6,133,90,0,230
211041269,0,3,0,0,0,3,3,0,8,120,96,7,217,3,7,15,229,199,5,433
211041270,0,0,0,0,0,0,10,0,8,194,128,12,332,5,13,23,353,218,0,578
211041271,0,3,0,0,0,3,3,0,9,128,108,8,244,9,8,11,263,160,0,422
211041272,0,0,0,0,0,0,0,0,3,148,99,6,252,0,11,11,264,129,0,392
211041273,0,0,0,0,0,0,4,0,5,113,75,9,193,10,11,20,212,161,0,368
211051274,0,10,0,0,0,10,0,0,13,120,129,5,256,4,17,22,277,118,0,394
211051275,0,0,0,0,0,0,3,0,5,123,114,12,252,5,4,8,261,124,0,387
211051276,3,11,0,0,0,6,8,0,19,156,183,17,357,12,9,24,381,206,8,589
211051277,0,3,0,0,0,5,3,0,11,127,110,14,255,10,8,14,267,169,0,433
211051278,3,16,0,0,0,16,3,3,19,291,245,23,553,15,13,34,581,243,7,831
211051279,0,0,0,0,0,0,3,3,3,70,61,3,132,0,7,9,140,66,4,214
211051280,0,3,0,0,0,3,4,0,12,76,61,0,140,3,4,8,150,80,0,237
211051281,3,6,0,0,0,6,3,5,15,342,282,27,650,10,18,30,683,316,10,1018
211051282,3,3,0,0,0,3,0,0,0,95,106,6,204,0,6,9,211,102,0,319
211051283,0,3,0,0,0,3,0,0,6,138,86,18,241,3,7,12,246,117,3,370
211051284,0,5,0,0,0,5,4,0,9,135,130,7,279,6,9,19,295,100,3,403
211051285,0,0,0,0,0,0,0,3,6,72,87,14,165,3,4,5,175,75,3,247
211051286,3,12,0,0,0,12,6,4,27,203,252,21,479,13,20,39,514,280,12,807
212011287,0,3,0,0,0,3,0,0,4,197,123,16,337,11,11,26,361,111,3,473
212011288,0,3,0,0,0,3,0,0,7,69,72,4,147,0,9,13,160,86,3,249
212011289,0,3,0,0,0,3,3,0,8,198,200,25,427,8,3,19,441,174,7,623
212011290,0,3,0,0,0,3,3,0,7,69,77,3,153,3,7,12,164,102,8,270
212011291,3,12,0,0,0,12,11,3,26,291,264,20,584,35,37,67,652,359,12,1021
212011292,3,6,0,4,3,13,11,12,35,393,342,41,778,32,46,78,854,502,19,1377
212021293,3,6,0,0,0,6,7,0,19,356,205,20,577,7,21,33,607,263,5,870
212021294,0,5,0,0,0,5,3,0,13,367,239,21,624,25,27,46,675,257,3,935
212021295,0,0,0,0,0,3,8,8,10,111,86,7,203,31,30,58,264,388,15,669
212021297,0,0,0,0,0,3,7,4,10,125,79,11,213,21,7,32,247,224,10,481
212021299,0,0,0,0,0,0,0,3,4,43,38,3,81,0,5,3,89,68,3,154
212021453,0,0,0,0,0,0,6,3,7,126,96,8,232,10,20,36,271,220,3,491
212021454,0,6,0,0,0,6,7,3,17,168,111,11,290,15,13,26,320,243,5,563
212021455,3,8,0,3,3,6,4,3,21,180,132,16,325,10,22,29,353,206,11,569
212021456,3,4,0,0,0,4,3,9,16,175,140,16,335,14,11,24,362,285,8,655
212031300,3,4,0,0,0,7,17,6,30,281,212,41,536,33,24,64,596,524,13,1133
212031301,6,5,0,0,0,12,5,5,23,310,199,22,524,37,41,77,601,258,7,869
212031302,4,5,0,0,0,8,8,4,22,280,205,31,516,28,34,58,573,312,11,899
212031303,0,4,0,0,0,3,0,3,6,74,71,9,153,7,8,8,165,98,3,259
212031304,3,6,0,0,0,6,5,4,22,224,159,29,411,25,19,43,453,210,11,673
212031305,0,3,0,0,0,3,15,7,27,367,235,43,637,27,36,63,705,506,14,1226
212031306,0,3,0,0,0,3,0,0,7,141,72,11,214,13,3,20,236,119,3,360
212031308,0,3,0,0,0,3,0,0,3,89,87,14,184,3,5,14,196,81,0,282
212031457,0,4,0,0,0,4,3,3,5,145,102,8,254,4,3,10,271,132,4,398
212031458,0,3,3,0,3,6,0,5,15,225,141,18,379,24,12,39,421,243,7,672
212041309,0,0,0,0,0,0,3,4,12,128,101,15,242,4,10,10,257,254,4,509
212041310,0,5,0,0,0,5,4,7,9,106,72,12,183,7,10,18,202,279,11,496
212041311,0,8,3,0,0,16,12,16,43,226,184,19,428,48,50,97,525,713,28,1266
212041312,0,3,0,0,0,3,6,9,16,263,195,31,488,35,23,54,540,566,15,1124
212041313,0,0,0,0,0,0,6,0,8,140,106,6,256,3,3,10,261,108,0,376
212041314,0,3,0,0,0,3,4,3,11,305,200,25,529,30,31,61,589,445,12,1044
212041316,0,0,0,0,0,0,0,0,3,103,61,6,179,10,9,23,201,206,4,412
212041317,3,11,0,3,3,12,4,8,24,185,161,27,370,30,29,64,432,571,15,1020
212041318,0,0,0,0,0,0,3,3,12,158,140,23,323,20,18,32,357,325,11,691
212041459,0,5,0,0,0,5,4,3,12,158,85,15,252,14,25,40,291,297,10,601
212041460,3,5,3,0,3,8,13,6,31,218,182,18,410,33,32,67,477,540,21,1041
212051319,0,3,0,0,0,3,8,3,13,200,169,10,380,14,18,30,415,340,6,762
212051320,0,0,0,0,0,0,9,3,15,107,97,13,214,10,16,24,241,244,9,492
212051321,3,3,0,0,0,3,4,0,8,200,152,15,363,11,21,31,394,306,0,708
212051322,0,6,0,0,0,6,3,3,15,238,140,24,405,12,14,26,428,333,11,772
212051323,0,4,0,0,0,4,3,3,14,222,115,12,350,15,15,26,381,217,3,605
212051324,0,0,0,0,0,0,0,5,8,186,126,17,329,13,17,29,359,261,7,630
212051325,0,9,0,0,0,5,6,0,13,234,131,11,381,23,15,35,416,330,3,748
212051326,0,3,0,0,0,3,0,4,11,209,146,20,374,20,13,35,406,364,7,782
212051327,3,3,0,0,0,3,0,0,3,218,159,21,405,8,10,19,425,261,4,690
213011328,0,0,0,0,0,0,12,3,19,75,57,10,152,25,15,38,189,186,9,378
213011329,0,3,0,0,0,3,3,0,5,114,99,6,215,14,18,30,248,167,7,419
213011330,0,9,0,0,0,9,15,9,34,325,224,31,578,47,48,96,677,608,18,1307
213011331,3,3,0,0,0,4,3,4,16,123,88,14,219,16,26,47,265,172,5,442
213011332,0,0,0,0,3,4,3,0,10,190,114,18,328,27,28,55,379,309,3,697
213011333,0,5,0,0,0,6,23,9,35,162,154,30,341,33,37,69,408,475,12,900
213011334,0,5,0,0,0,5,16,13,37,204,185,22,416,58,48,107,527,709,24,1256
213011335,0,6,0,0,0,3,10,11,31,190,177,32,399,43,48,94,492,549,17,1054
