SA2_MAINCODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
206041122,0,0,0,6,3,7,12,9,3,3,6,12,20,24,9,119,0,0,13,5,12,97,493,1354,491,710,1044,1500,1945,1014,600,9274,0,0,5,4,0,3,6,3,0,0,0,0,3,0,0,20,0,0,3,0,3,3,3,3,0,0,0,0,7,6,0,28,0,0,0,3,4,5,3,0,3,3,3,0,3,6,0,31,0,14,3,3,5,5,6,9,6,3,8,11,15,11,10,102,0,3,4,10,0,0,0,0,0,3,0,6,10,0,0,36,0,0,3,7,22,81,100,105,32,69,80,85,90,58,61,798,0,0,0,7,7,25,58,245,102,134,228,336,602,480,90,2312,0,0,0,3,8,17,192,206,94,164,210,262,276,210,34,1675,0,0,0,0,0,3,7,18,5,10,15,8,12,9,0,96,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,10,0,0,3,0,0,4,5,8
206041123,0,0,0,0,0,3,16,5,4,4,4,13,11,13,5,75,0,0,0,7,40,145,187,280,103,151,188,318,523,383,136,2471,0,0,3,5,0,11,7,3,3,0,0,0,0,0,0,27,0,0,0,3,0,10,6,0,0,0,0,0,0,3,0,28,0,0,0,0,0,12,0,0,0,6,0,0,3,0,3,22,0,3,5,0,4,3,10,13,3,3,4,3,4,10,3,71,0,0,8,7,3,3,0,0,0,0,0,3,0,0,0,20,0,0,0,9,11,43,38,32,6,15,17,15,17,8,10,222,0,0,0,5,10,17,40,85,29,38,27,81,108,94,15,557,0,0,0,0,7,4,35,32,8,17,11,16,30,29,3,186,0,0,0,0,3,4,5,11,3,22,9,14,7,12,3,90,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,14,0,0,3,4,3,6,9,14
206041124,0,0,0,0,0,0,5,3,0,0,3,0,6,6,3,34,0,0,0,9,11,47,74,81,21,29,31,71,78,61,16,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,4,0,0,0,9,0,0,3,3,0,4,0,0,35,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,12,13,14,4,3,3,3,4,6,8,3,80,0,0,0,5,0,4,25,27,0,13,5,13,23,31,3,160,0,0,0,0,0,7,5,3,3,4,0,4,8,10,0,50,0,0,0,0,3,0,0,9,5,8,6,11,3,3,6,59,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,3,0,0,3,4,3
206041125,0,0,0,0,3,3,0,0,3,0,6,0,5,0,0,28,0,3,0,0,0,9,20,30,7,5,12,11,23,12,13,146,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,14,5,0,7,3,9,0,0,0,4,7,0,0,0,54,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,9,3,3,5,0,0,0,3,3,0,35,0,0,4,3,3,11,12,28,4,3,13,9,23,9,4,130,0,0,0,0,0,0,7,7,0,3,0,0,4,0,3,30,0,0,0,0,3,3,0,3,0,3,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9
206041126,0,0,0,3,5,3,9,5,6,6,16,14,13,6,0,84,0,0,0,4,10,91,276,535,149,172,238,342,350,172,124,2464,0,0,4,6,0,3,4,0,0,0,0,6,0,0,0,23,0,3,4,0,0,4,3,0,0,0,0,0,0,0,0,15,0,0,0,4,8,7,6,9,0,0,3,3,0,0,0,36,0,3,5,4,5,9,13,22,0,9,4,3,6,5,0,87,0,0,11,6,0,3,0,0,0,3,9,3,0,0,0,33,0,0,0,0,11,48,54,47,18,14,14,10,13,13,7,251,0,0,0,11,4,32,97,183,44,59,61,105,141,105,19,859,0,0,0,0,3,17,181,117,34,40,40,60,42,30,6,575,0,0,0,0,7,0,7,40,16,15,11,8,4,0,3,116,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,22
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,0,0,3,3,6,10,9,4,0,5,0,3,6,6,4,57,0,0,3,0,0,47,75,150,33,34,37,52,56,32,36,548,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,10,9,5,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,14,3,13,9,12,0,0,11,16,0,3,7,3,3,4,3,85,0,35,177,124,11,3,0,0,5,3,0,3,3,0,9,370,0,0,0,3,5,28,12,15,0,3,7,3,8,0,0,86,0,0,0,14,8,16,48,89,11,19,27,21,50,22,8,333,0,0,0,0,5,10,33,11,3,4,3,7,3,6,3,86,0,0,0,0,3,0,3,9,5,3,0,0,5,3,0,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,9,3,12,15,27
206051129,0,0,0,4,12,6,12,19,4,0,4,5,8,0,3,79,0,0,5,0,0,12,17,28,0,0,0,17,16,11,0,96,0,0,3,7,0,3,7,4,0,0,0,0,0,0,0,24,0,6,10,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,14,7,6,14,11,20,16,6,8,3,4,9,3,3,127,0,10,37,25,3,0,0,0,0,0,0,0,0,0,4,83,0,0,0,9,3,3,3,7,4,0,0,0,0,0,0,35,0,0,0,12,6,8,11,49,4,12,14,30,4,5,9,165,0,0,0,3,5,0,3,6,0,0,0,0,0,0,0,26,0,0,0,0,3,0,3,4,3,3,3,0,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,15,16,48
206051130,0,0,0,0,9,3,12,11,8,4,4,3,0,15,0,72,0,0,0,4,5,39,39,25,9,3,8,12,3,3,3,154,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,22,0,0,12,15,0,5,0,0,0,3,0,0,0,0,0,34,0,0,0,0,4,0,3,5,0,0,0,0,0,0,0,15,0,12,9,7,8,4,24,20,3,4,3,3,3,7,0,120,0,12,140,140,9,0,4,3,0,0,0,3,0,0,7,325,0,0,0,7,3,13,9,3,0,3,0,0,0,0,3,37,0,0,0,6,4,16,22,19,0,4,3,11,15,3,9,102,0,0,0,0,3,5,14,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,3,10,0,0,3,6,0,3,0,27,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,3,4,11,3,8,14,30
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,0,0,0,3,0,4,3,8,3,3,5,8,3,8,7,50,0,0,3,0,0,37,63,93,16,18,34,30,34,19,20,366,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,13,0,4,0,3,0,4,3,0,0,0,0,0,0,0,3,17,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,14,0,9,6,3,3,3,5,19,0,3,0,3,7,3,5,73,0,17,66,43,0,0,0,0,0,0,3,0,0,5,8,143,0,0,0,3,8,19,14,4,7,3,3,3,0,0,0,66,0,0,3,6,0,8,30,32,20,14,13,16,16,17,3,185,0,0,0,4,0,3,34,28,8,11,8,14,15,8,7,135,0,0,0,0,4,3,10,13,3,5,5,3,8,3,0,56,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,3,4,4,0,3,4,19
206051133,0,0,3,6,8,12,15,13,8,7,5,9,11,13,5,118,0,0,3,6,5,32,80,123,30,20,29,37,46,29,36,470,0,0,10,16,0,5,4,0,0,3,0,0,0,0,0,43,0,0,8,3,0,4,4,0,3,0,0,0,3,3,0,33,0,0,0,6,3,9,6,3,0,0,0,0,0,0,0,30,0,29,20,10,15,14,14,19,6,5,18,13,16,3,3,192,0,14,54,39,3,7,4,0,0,5,0,0,3,3,6,135,0,0,0,3,9,16,18,14,3,3,3,3,7,0,0,78,0,5,3,19,9,19,74,174,28,29,62,69,108,70,14,674,0,0,3,0,0,3,30,26,0,8,5,3,8,6,6,106,0,0,0,0,4,4,3,15,3,17,12,3,16,0,3,82,0,0,0,0,3,3,3,0,0,3,0,0,0,0,0,10,0,4,9,9,12,12,29,115
206051134,0,0,0,4,4,13,9,11,6,6,7,10,18,4,0,84,0,0,0,0,5,26,29,33,6,11,15,12,23,6,10,186,0,0,0,12,0,7,3,0,0,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,4,8,11,3,5,11,20,13,0,3,0,5,3,3,4,100,0,5,44,32,5,4,3,0,0,0,0,0,0,0,8,107,0,0,0,4,4,6,8,5,0,0,0,0,0,0,0,31,0,0,0,22,16,15,44,199,18,28,44,52,56,41,15,561,0,0,0,0,8,4,11,0,0,0,0,0,9,0,0,34,0,0,0,0,0,4,6,8,4,3,8,5,0,3,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,14,19,54
206061135,0,0,0,3,3,5,4,3,0,0,0,4,3,0,0,34,0,3,4,3,4,27,28,36,4,15,9,25,14,12,11,193,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,10,4,15,7,5,3,5,9,0,0,0,0,0,0,0,0,48,0,7,64,22,3,3,0,0,0,0,0,0,0,0,0,106,0,0,0,3,3,7,5,4,0,0,3,3,4,0,0,45,4,0,3,3,0,12,28,70,12,20,25,33,35,29,5,267,0,0,0,0,3,6,6,4,0,0,0,0,3,0,0,22,0,0,0,0,0,4,3,0,3,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,9,3,4,3,8
206061136,0,0,0,7,9,7,10,11,4,6,10,11,10,6,0,83,0,0,0,3,9,60,48,74,8,17,8,30,30,17,10,332,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,21,0,3,13,5,0,3,4,0,0,0,0,0,0,0,3,30,0,0,0,0,4,8,3,4,0,0,0,0,0,0,0,29,0,13,17,6,4,3,11,15,5,0,7,8,7,4,3,105,0,24,322,214,23,8,0,0,6,3,11,0,0,0,14,623,0,3,0,11,11,14,18,6,7,0,3,5,0,0,0,74,0,0,3,3,7,16,32,73,13,12,19,31,34,33,5,301,0,0,0,3,3,7,16,6,6,8,0,3,4,3,0,62,0,0,0,0,4,4,0,7,3,0,5,0,10,0,3,42,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,3,3,6,14,53
206061137,0,0,0,0,7,8,3,13,5,5,19,14,16,11,0,101,0,0,0,3,8,61,131,231,72,87,120,208,250,87,59,1327,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,18,0,4,4,10,0,3,3,4,3,0,3,0,0,0,0,36,0,0,0,0,0,7,3,3,0,3,3,0,3,7,0,28,0,12,13,6,7,7,15,11,3,0,11,8,24,4,6,123,0,4,64,44,6,3,0,5,3,9,5,6,3,0,5,158,0,0,0,0,9,24,17,12,0,8,4,10,13,0,3,102,0,0,3,10,8,31,47,81,13,32,33,56,80,48,12,462,0,0,0,10,0,11,51,27,16,24,11,26,24,13,3,223,0,0,0,0,0,13,6,17,5,16,7,0,13,6,0,89,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,0,4,5,7,8,36
206061138,0,0,3,0,5,3,9,13,3,0,0,0,0,4,0,44,0,5,5,5,13,86,80,78,17,25,18,58,39,8,25,470,0,0,3,6,0,3,3,0,0,0,0,0,0,0,0,14,0,5,6,4,3,5,0,0,0,0,0,0,4,0,0,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,39,3,12,3,3,4,3,3,0,4,4,5,0,3,91,0,8,18,17,0,0,3,0,0,0,0,0,0,0,0,51,0,0,3,11,18,42,21,13,0,6,0,3,8,0,6,131,0,3,3,35,8,9,36,44,6,11,18,24,14,18,0,236,0,0,0,3,3,6,17,3,4,0,0,7,4,0,0,46,0,0,0,4,3,7,4,11,7,0,3,0,7,0,0,48,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,3,3,3,6,7,3,8
206071139,0,0,0,0,8,3,6,8,3,4,6,7,9,0,0,63,0,0,0,0,7,26,30,47,11,22,25,21,18,12,13,230,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,0,9,0,4,3,3,5,3,3,0,42,0,12,42,29,4,0,0,0,0,0,0,0,0,0,6,94,0,0,0,0,6,12,4,4,3,8,7,7,3,0,0,53,0,0,3,7,3,11,15,32,4,11,11,19,4,17,3,140,0,0,0,0,0,3,5,9,4,3,3,0,3,0,0,38,0,0,0,0,0,5,3,3,3,8,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9
206071140,0,0,0,0,3,6,4,3,3,5,3,3,4,0,0,35,0,0,0,0,0,12,9,5,0,3,9,4,18,15,0,82,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,7,5,5,6,5,0,3,0,3,0,4,0,55,0,8,37,15,0,0,3,0,0,4,0,0,0,0,0,66,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,25,0,0,0,12,3,3,9,5,3,0,3,0,0,3,0,43,0,3,0,0,0,3,3,0,0,3,3,0,7,3,0,26,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,4,3,3,3,3,8
206071141,0,0,0,0,10,3,4,4,0,6,3,4,12,5,0,56,0,0,0,0,6,25,59,39,4,4,16,14,24,20,7,225,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,3,0,5,0,0,7,0,3,0,0,3,4,0,3,32,0,6,31,23,3,0,0,0,0,0,0,0,0,0,7,72,0,0,0,3,9,17,7,6,0,0,0,4,0,0,0,45,0,0,0,3,0,0,3,7,0,0,4,3,4,6,3,42,0,0,0,0,0,5,3,3,0,0,0,6,0,0,0,25,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,0,0,0,3,0,3,3,9
206071142,0,0,4,3,0,4,6,12,0,0,3,0,4,10,0,48,0,0,0,0,8,67,119,37,5,0,8,8,10,6,8,284,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,3,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,4,0,0,5,0,9,0,7,6,7,5,10,3,67,0,9,46,20,3,0,0,0,0,0,0,0,0,0,12,85,0,0,0,0,8,10,0,3,0,3,0,0,0,6,0,22,0,0,0,0,3,12,6,3,0,0,0,3,0,5,0,28,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,24,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,6
206071143,0,0,0,3,5,13,6,7,6,0,10,0,0,3,4,62,0,0,0,0,11,23,50,3,6,10,3,3,6,3,4,125,0,0,7,11,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,12,0,6,9,0,5,8,10,4,3,0,0,0,4,3,0,55,0,10,67,37,3,3,0,3,0,0,0,0,0,0,3,133,0,0,3,7,6,6,7,3,0,0,0,0,0,0,0,28,0,0,0,6,3,0,5,3,0,3,0,4,5,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,8,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,4,8,16
206071144,0,0,0,7,11,13,9,20,3,5,8,8,15,10,10,110,0,3,4,3,16,134,142,97,20,23,26,31,22,24,16,561,0,0,9,20,3,12,10,0,0,0,0,0,0,0,3,52,0,5,8,3,0,10,7,0,0,0,3,0,0,0,3,38,0,0,0,3,5,5,0,4,0,0,0,0,0,0,6,28,0,4,7,8,12,13,8,17,5,4,6,15,6,0,7,115,0,23,267,232,17,6,3,3,3,3,0,4,3,0,12,577,0,0,3,6,19,26,13,9,0,5,3,8,3,3,4,112,0,3,3,10,11,21,49,68,7,11,19,35,41,27,6,297,0,0,0,0,9,20,29,22,3,0,0,9,8,7,3,115,0,0,0,0,3,8,6,12,6,8,3,5,8,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,12,14,23,55
206071145,0,0,0,3,0,3,7,3,0,3,4,0,3,0,0,36,0,3,0,0,4,9,17,12,3,0,0,4,9,6,3,79,0,0,3,12,0,3,3,0,0,0,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,9,8,0,4,6,8,9,0,0,0,0,0,0,0,50,0,11,58,46,3,0,0,0,0,0,0,0,0,0,8,124,0,0,0,0,9,3,3,4,0,0,0,0,0,0,0,20,0,0,0,7,0,10,8,19,0,3,4,3,3,7,0,60,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,5,12
207011146,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,8,61,92,69,9,23,30,32,28,15,20,397,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,12,0,0,6,4,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,11,3,6,3,3,10,0,0,0,0,0,3,0,0,40,0,3,36,20,0,0,0,0,0,0,0,0,0,0,4,71,0,0,0,0,10,19,8,0,0,0,0,0,3,5,3,49,0,3,0,19,8,27,38,28,6,6,8,3,3,13,5,163,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,3,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0
207011147,0,0,0,6,3,0,0,7,0,0,0,0,0,3,0,26,0,5,11,19,24,348,377,432,95,101,115,161,165,97,71,2036,0,0,10,9,0,3,0,0,0,0,0,0,0,0,0,20,0,5,3,5,4,4,3,0,0,0,0,0,0,0,0,27,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,11,0,16,12,6,3,7,8,5,0,0,0,0,0,8,0,52,0,13,98,38,4,0,0,5,0,0,3,0,3,0,0,162,0,0,6,22,50,99,62,24,7,9,9,7,6,4,3,304,0,0,4,23,20,28,83,99,7,43,15,13,46,17,8,413,0,0,4,6,15,18,25,9,0,7,10,3,9,3,3,107,0,0,0,0,9,9,0,9,0,11,10,10,5,0,0,69,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,6,3,4,4,0,0
207011148,0,0,0,3,3,10,8,3,3,0,0,7,0,3,3,46,3,11,17,24,37,394,460,434,77,102,132,212,180,100,95,2264,0,3,6,14,0,3,0,0,0,0,0,0,0,0,0,25,0,4,7,15,0,9,3,16,0,0,0,0,3,0,0,57,0,0,0,3,13,11,10,0,0,0,0,0,0,0,0,38,3,19,11,9,4,5,8,3,0,0,0,0,0,0,3,61,0,64,198,64,8,7,3,0,5,3,3,3,6,0,13,371,0,3,9,25,86,137,81,30,7,7,14,4,6,0,14,425,0,3,3,22,16,53,141,88,3,9,9,22,7,11,5,401,0,3,0,0,10,25,46,8,0,3,3,0,6,0,3,108,0,0,0,0,13,31,10,10,3,6,11,9,7,3,8,117,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,11,0,0,3,12,0,5,6,8
207011149,0,0,0,9,8,5,12,9,7,6,3,3,0,0,0,58,0,6,10,14,21,191,191,251,40,63,94,87,96,43,46,1146,0,0,9,7,0,0,3,0,0,0,0,0,0,0,0,25,0,5,10,4,3,0,0,4,0,0,0,0,0,0,0,28,0,0,3,0,0,4,0,3,0,0,0,0,0,3,0,13,0,30,14,10,13,3,7,0,0,0,0,0,0,3,3,87,0,23,100,36,4,0,0,6,0,0,0,0,0,0,12,181,0,0,7,20,24,38,23,15,3,4,0,7,8,0,7,152,0,0,3,36,19,45,73,94,20,19,33,38,33,28,13,449,0,0,4,3,5,13,27,11,3,3,0,3,8,4,0,80,0,0,0,0,14,3,8,15,3,3,0,3,3,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,5,16,6,8
207011150,0,0,0,4,10,8,7,7,0,0,0,4,0,0,0,38,0,4,4,4,10,146,153,139,29,36,43,50,61,31,22,718,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,17,0,3,3,7,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,3,5,3,0,0,0,0,0,0,0,15,0,15,10,10,4,0,8,6,8,0,0,0,8,0,0,67,0,19,87,27,10,0,3,0,0,0,0,0,0,0,0,146,0,3,8,12,20,31,16,11,0,8,4,4,4,7,9,123,0,4,7,16,17,37,46,45,7,5,5,21,17,6,3,248,0,0,0,3,0,8,16,0,0,0,0,5,3,0,0,34,0,0,0,0,6,4,0,10,8,0,4,0,3,3,0,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,6,3,0,5,6,21
