SA2_MAINCODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
209041437,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,3,23,44,7,6,4,3,4,0,7,102,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,3,14,0,4,0,0,0,0,0,27,0,0,0,0,0,10,16,31,17,3,3,0,4,0,0,87,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,13,0,3,11,24,7,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,16,0,0,0,0,0,10,178,788,85,76,79,76,67,66,49,1474,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,21,19,8,5,0,0,0,0,60,0,0,0,0,3,22,57,34,13,4,6,4,10,0,0,150,0,0,3,0,0,0,0,0
210011226,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,16,0,0,3,0,5,19,23,19,0,0,0,3,0,3,0,78,0,0,7,20,4,3,0,0,0,0,0,0,0,0,0,34,0,6,15,4,0,3,5,0,0,0,0,0,0,3,0,37,0,0,0,0,0,10,6,4,3,3,0,0,0,0,0,27,0,23,10,0,0,0,0,3,0,0,0,0,0,0,0,32,0,8,45,35,7,3,0,0,3,0,0,0,0,0,0,106,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,14,0,0,0,18,13,13,28,60,3,5,15,14,10,9,6,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,3
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,13,20,15,3,0,0,0,0,0,0,54,0,0,19,59,3,5,3,0,0,0,0,0,0,0,3,87,0,0,3,12,0,6,0,0,0,0,3,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,51,20,0,0,3,0,0,0,0,0,0,0,0,0,78,0,14,38,26,3,0,0,0,0,0,0,0,0,0,3,91,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,11,0,0,0,18,11,9,15,18,3,0,0,3,10,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,3,0,0,0,0,24,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,14,0,3,0,6,0,0,3,8
210011229,0,0,3,6,0,3,10,3,0,0,0,0,3,0,3,31,0,0,3,3,19,110,81,55,8,5,8,5,21,11,9,342,3,8,84,147,13,17,3,0,0,3,0,0,3,0,20,301,0,25,41,40,7,44,12,17,11,3,3,0,0,0,4,208,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,15,0,61,29,10,4,0,15,3,3,0,0,0,0,0,4,129,3,50,252,182,19,11,8,0,3,5,9,5,0,0,25,575,0,0,0,0,11,33,10,3,3,0,0,0,0,0,0,67,0,0,0,39,21,41,82,137,12,12,18,25,30,17,21,446,0,0,0,0,3,5,13,12,0,3,0,0,4,0,0,38,0,0,0,23,13,9,13,18,6,44,85,16,6,0,7,230,0,0,0,0,0,3,15,3,0,0,7,0,0,0,0,39,0,3,8,5,0,10,12,5
210011230,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,9,0,0,3,0,0,20,28,17,0,3,8,3,3,3,3,82,0,0,7,21,3,0,0,0,0,0,0,0,0,0,4,33,0,3,7,7,0,3,0,0,0,0,3,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,17,8,5,3,3,0,0,0,0,0,0,0,0,0,33,0,4,22,14,4,0,0,0,0,3,0,0,0,0,3,49,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,14,0,0,0,20,6,19,10,17,0,8,6,0,8,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,4
210011231,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,13,0,0,0,0,3,16,28,13,0,4,0,4,11,0,0,79,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,5,7,5,0,3,0,0,0,0,0,0,0,0,0,23,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,12,0,24,8,3,3,3,0,0,0,0,0,0,0,0,0,45,0,13,36,24,0,0,0,0,0,0,0,0,0,0,3,80,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,4,6,22,24,0,3,9,3,4,6,4,99,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,12,0,4,3,9,5,8,11,0
210021232,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,10,0,3,0,0,0,4,7,8,5,7,0,4,0,3,0,40,0,4,11,13,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,19,6,9,5,0,3,0,0,0,0,0,0,0,75,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,3,15,0,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,15,6,0
210021233,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,9,0,0,0,3,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0
210021234,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,3,0,4,0,0,0,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
210021235,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,7,7,3,3,0,0,0,0,0,0,4,50,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,6,3,0,4,3,0
210031236,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,3,39,39,42,3,11,14,15,13,14,13,208,0,0,10,14,4,3,0,0,0,0,0,0,0,0,3,28,0,0,9,8,4,9,3,0,0,0,0,7,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,4,4,0,0,4,0,4,0,0,0,0,0,0,25,0,6,74,61,8,3,3,0,0,0,0,0,0,0,3,169,0,0,0,0,3,4,4,0,0,0,0,5,0,0,0,19,0,0,0,3,0,10,9,25,3,5,6,17,7,6,0,103,0,0,0,0,0,0,10,7,0,0,4,0,6,5,0,32,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,12,7,3,0,0,3,0,3,0,0,32,0,0,0,0,0,5,4,5
210031237,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,11,0,0,0,0,0,18,28,24,6,3,0,0,3,0,3,101,0,3,21,15,0,3,0,0,0,0,0,0,0,0,6,49,0,7,14,10,3,10,7,6,0,0,0,0,0,0,8,72,0,0,0,0,0,17,6,8,0,5,0,0,0,0,0,34,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,11,83,59,6,7,7,0,7,0,3,0,0,0,120,305,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,11,0,0,0,5,0,22,87,178,22,14,19,40,35,34,13,462,0,0,0,0,0,3,7,4,0,0,0,3,0,0,0,26,0,0,0,0,0,5,0,6,0,3,17,0,0,0,0,38,0,0,0,0,13,65,95,31,16,17,16,9,0,22,9,283,0,3,3,3,0,0,4,4
210031239,0,0,0,3,3,11,5,8,0,0,0,0,3,0,0,37,0,0,0,3,8,55,95,104,22,15,21,20,14,15,19,383,0,0,3,5,3,6,5,0,0,0,0,0,0,0,0,27,0,22,36,16,6,3,3,9,0,4,7,0,0,0,0,105,0,0,0,7,11,22,8,14,0,0,0,0,4,0,0,67,0,37,6,0,0,5,10,11,5,3,0,0,0,0,0,89,0,27,107,93,18,13,7,6,0,16,7,8,14,0,9,307,0,0,0,0,5,14,3,7,0,0,0,0,0,3,0,34,0,0,3,22,16,29,96,282,37,38,70,93,65,47,48,841,0,0,0,0,5,3,24,20,3,3,5,3,3,3,0,75,0,0,0,0,0,7,16,23,9,19,35,9,14,3,0,134,0,0,0,0,3,12,29,9,0,5,4,0,14,0,0,75,0,0,3,8,3,6,6,17
210031438,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,13,0,0,3,0,5,37,101,102,13,12,33,11,15,14,10,353,0,0,31,30,3,3,3,0,0,0,0,0,0,0,5,79,0,25,42,13,7,5,10,7,5,0,3,3,3,0,0,121,0,0,0,0,11,11,18,11,0,3,0,7,0,0,3,64,0,39,21,5,4,3,3,5,3,0,0,0,3,0,6,87,0,19,92,69,14,13,9,3,0,0,3,0,0,0,10,241,0,0,0,0,3,0,13,3,0,0,8,3,0,0,0,38,0,0,0,14,7,22,109,522,74,86,124,170,143,89,37,1398,0,4,0,0,0,0,20,14,3,0,0,3,0,0,0,48,0,0,0,0,0,4,13,36,11,46,67,3,7,0,0,196,0,0,0,0,4,36,48,54,16,4,10,4,3,10,5,206,0,3,3,6,3,3,0,4
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,11,15,0,0,0,0,0,0,3,39,0,0,3,11,0,3,0,0,0,0,0,0,0,0,0,15,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,24,26,4,0,0,0,0,0,0,0,54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,4,9,3,3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,4,19,8,0,0,6,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,0,0,0,0,4,8,8,3,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
210031440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,12,3,5,0,3,0,0,0,0,0,27,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,23,0,3,5,14,0,0,3,3,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,3,0,0,0,0,0,0,0,0,0,22,0,6,46,32,5,3,0,3,0,0,0,0,0,0,8,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,24,0,5,10,10,6,9,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,6,8,4,3,0,4,0,0,0,3,30,0,0,3,0,0,4,0,0
210041240,0,0,0,5,3,3,4,0,0,0,0,0,3,0,0,21,0,0,0,0,0,3,10,6,6,4,5,3,0,0,0,38,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,27,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,3,17,5,0,0,0,0,0,0,0,0,35,0,23,13,5,0,3,0,3,3,0,0,0,0,0,0,58,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,8,0,0,4,13,4,8,25,34,6,0,0,3,3,0,6,105,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,11,9,8
210041241,0,0,0,0,4,0,4,6,4,0,0,4,0,0,0,27,0,0,5,6,0,9,24,16,5,0,8,8,0,0,0,68,0,3,15,50,4,6,3,0,0,0,0,0,0,0,6,80,0,9,14,0,0,3,7,4,0,0,0,0,0,0,0,38,0,0,0,6,5,9,5,3,4,0,0,0,3,9,0,50,0,55,40,12,7,12,12,8,0,0,0,0,0,0,0,147,0,4,23,13,4,0,0,0,0,4,0,0,0,0,7,59,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,15,0,4,0,24,14,32,55,92,4,9,9,11,13,11,7,290,0,0,0,6,0,0,13,3,0,0,0,0,0,0,0,24,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,7,0,0,11,17,4,21,16,6
210051242,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,16,19,27,3,0,3,3,0,0,16,108,0,0,3,28,6,8,4,0,0,0,0,0,0,0,0,47,0,3,8,10,0,10,7,4,0,8,5,0,0,3,6,71,0,0,0,0,3,9,3,9,3,0,0,0,3,0,4,32,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,27,0,4,30,30,5,3,3,3,0,4,0,0,0,0,3,87,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,16,10,5,44,171,16,7,50,59,43,29,40,488,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,5,30,26,25,132,6,7,3,48,277,0,0,0,0,16,88,152,125,39,39,77,29,38,48,15,672,0,4,0,6,0,0,0,0
210051243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,5,11,0,0,0,5,3,0,47,0,0,15,53,3,13,0,0,0,0,0,0,0,0,0,79,0,5,20,24,0,4,5,13,3,0,6,8,0,3,0,99,0,0,0,0,4,17,7,0,0,3,3,4,3,0,0,35,0,11,5,3,3,3,3,3,0,0,0,3,0,0,0,40,0,13,64,65,7,8,3,0,0,0,0,0,0,0,5,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,8,31,147,7,5,14,29,22,7,14,292,0,0,0,0,6,7,9,3,0,0,3,0,3,0,0,31,0,0,0,0,4,3,15,8,9,11,43,3,0,0,3,95,0,0,0,3,13,171,437,282,119,55,117,52,38,31,28,1351,0,0,4,3,0,0,0,0
210051245,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,21,0,0,3,0,10,15,18,13,0,0,0,3,0,0,4,64,0,0,21,50,6,6,3,0,0,0,0,0,0,0,3,96,0,12,39,86,12,11,12,6,0,8,3,0,0,0,0,190,0,0,0,0,3,28,18,12,0,6,0,0,7,0,3,75,0,35,25,3,3,4,0,0,0,0,0,0,0,0,4,79,0,16,73,68,11,6,3,0,6,7,5,5,0,5,5,206,0,0,0,0,6,8,8,0,0,0,0,0,0,0,0,29,0,0,3,83,31,55,61,46,4,8,9,3,7,3,7,312,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,15,0,0,0,10,16,30,3,4,3,9,13,0,3,5,0,90,0,0,0,4,9,27,60,34,6,6,26,7,4,8,11,205,0,0,8,12,3,3,6,4
210051246,0,0,3,3,0,3,0,3,0,0,0,0,3,0,0,17,0,0,5,0,0,20,21,14,3,10,0,4,0,3,3,80,0,0,30,75,7,11,9,3,0,0,0,0,0,0,0,134,0,3,17,27,14,26,22,14,0,0,0,7,3,0,6,135,0,0,0,0,10,26,20,13,5,3,0,0,5,0,0,85,0,17,4,4,4,3,3,10,0,0,0,0,0,0,3,40,0,15,50,49,6,0,0,0,3,0,0,0,0,0,6,129,0,0,0,0,0,4,9,5,0,0,0,0,0,0,0,18,0,0,0,23,17,49,49,61,14,4,10,5,7,10,8,251,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,3,12,22,6,11,4,6,3,0,0,0,3,71,0,0,0,3,20,108,168,119,20,3,15,11,10,0,8,479,0,0,7,3,0,6,0,3
210051247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,12,0,0,0,0,3,3,0,32,0,0,12,18,4,3,3,0,0,0,0,0,0,0,0,40,0,0,0,13,3,12,15,4,0,0,0,0,3,0,0,50,0,0,0,0,4,24,10,17,0,0,0,4,0,0,3,59,0,3,0,7,0,7,3,3,0,0,0,0,0,0,6,23,0,3,13,27,5,3,6,0,0,0,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,4,10,29,58,3,10,8,6,12,0,4,166,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,10,9,10,3,21,0,0,0,3,64,0,0,0,0,29,150,420,222,93,56,160,68,73,60,35,1377,0,0,0,0,0,0,0,3
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051249,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,11,0,0,0,0,0,25,27,38,8,0,0,5,4,0,8,128,0,0,7,17,3,6,3,0,0,0,0,0,0,0,3,32,0,0,3,18,11,23,26,10,0,14,3,13,3,10,4,130,0,0,0,0,14,38,32,16,0,8,4,5,3,0,0,121,0,4,3,3,0,4,3,0,0,0,0,0,0,0,0,24,0,3,24,19,3,6,11,4,0,0,0,0,0,0,0,67,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,13,0,0,0,6,23,69,183,199,20,4,15,27,19,14,7,580,0,0,0,0,0,3,20,5,0,0,0,0,0,3,0,36,0,0,0,0,3,3,13,18,9,5,32,0,0,0,0,80,0,0,0,0,30,417,1202,958,191,93,376,200,85,96,68,3717,0,0,0,3,7,7,0,0
210051250,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,13,15,11,0,0,6,0,5,0,0,55,0,0,7,30,3,0,3,0,0,0,0,0,0,0,4,52,0,4,21,14,3,5,5,0,0,0,0,0,0,0,3,58,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,17,0,9,7,0,3,4,0,0,0,0,0,0,0,0,3,21,0,11,52,41,4,4,0,0,3,7,0,0,0,0,4,132,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,9,0,0,0,44,6,22,17,73,7,9,13,19,12,11,6,248,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,14,0,0,0,3,0,7,0,0,3,3,3,0,0,0,0,24,0,0,0,0,0,5,16,8,0,0,0,4,0,0,0,35,0,0,0,0,0,0,0,3
210051441,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,4,4,0,0,3,0,0,0,3,20,0,0,5,20,0,0,0,0,0,0,0,0,0,0,3,32,0,3,5,8,0,0,4,0,0,0,0,0,0,0,0,21,0,0,0,0,4,9,9,8,0,0,0,0,0,0,0,34,0,3,9,6,3,0,0,3,0,0,0,0,0,0,0,23,0,3,15,14,4,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,8,87,292,26,39,27,57,59,32,14,672,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,6,21,56,62,4,8,21,61,18,12,5,274,0,0,3,0,3,0,0,0
210051442,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,8,21,0,0,0,3,0,0,3,40,0,0,3,7,0,8,7,0,0,0,0,0,0,0,0,20,0,0,6,0,0,6,4,0,0,0,0,0,0,0,0,17,0,0,0,0,7,37,38,27,3,0,0,0,6,0,0,116,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,21,0,0,7,14,8,0,3,0,0,0,0,0,0,0,0,30,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,40,284,538,44,69,67,57,44,44,30,1227,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,11,6,0,5,7,0,0,0,0,37,0,0,0,0,6,68,176,83,22,19,28,25,16,14,13,468,0,0,0,0,0,0,0,0
