SA2_MAINCODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
209041224,0,0,0,12,6,4,0,0,0,18,0,0,0,3,0,0,0,3,0,12,0,0,0,0,0,3,0,3,0,4,0,11,7,37,49,42,46,11,3,209,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,14,0,0,21,0,0,0,0,3,0,3,0,0,7,0,0,0,4,0,0,0,0,0,4,4,0,3,62,5,10,5,0,0,85,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,14,0,0,0,4,0,3,3,0,0,14,0,0,0,0,8,16,19,3,0,47,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,6,0,0,0,17,0,0,0,7,0,15,13,0,0,36
209041225,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,5,0,0,5,0,5,7,11,33,19,32,18,3,127,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,7,3,3,15,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,9,0,0,0,0,3,18,18,7,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13
209041430,0,0,0,20,9,4,0,0,0,29,0,0,0,0,7,0,0,3,0,6,0,7,3,12,0,5,0,0,0,31,3,26,28,79,74,38,34,15,0,301,0,0,0,7,6,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,3,0,3,15,0,0,0,3,0,7,7,0,0,20,0,0,0,3,0,0,0,0,0,7,0,7,9,95,8,9,7,3,0,139,0,0,0,4,3,3,0,0,0,18,0,0,0,17,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,6,0,3,0,3,0,3,3,0,0,17,0,0,0,3,12,22,21,4,0,66,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,12,3,3,4,0,0,24,0,3,3,10,4,3,0,0,0,27,0,0,0,0,3,9,10,0,0,18
209041431,0,3,7,40,6,17,3,0,0,79,0,0,0,5,8,3,0,0,0,18,0,0,0,4,3,4,3,5,6,30,0,3,0,6,11,16,7,6,5,61,0,0,0,12,7,3,3,3,3,37,0,0,0,0,0,0,0,0,0,7,0,0,5,6,0,3,0,0,0,17,0,7,3,5,11,23,30,17,18,114,0,0,0,7,3,3,0,0,0,13,6,27,34,264,37,15,16,3,0,396,0,0,0,15,0,0,0,0,0,14,3,12,14,35,6,3,0,0,0,75,0,0,18,52,26,7,3,0,0,108,0,0,0,8,0,0,0,0,0,14,0,3,0,7,27,45,41,25,21,171,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,20,19,10,0,4,0,63,0,0,11,5,3,0,0,0,0,16,0,0,0,0,0,10,22,6,4,49
209041432,0,6,8,57,21,17,3,6,0,106,0,0,0,0,3,3,4,3,0,10,0,0,0,8,0,8,3,0,3,27,0,3,0,8,11,10,13,3,0,47,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,4,3,10,11,18,23,13,3,74,0,0,0,0,3,5,0,0,0,9,3,19,25,210,24,16,3,4,0,304,0,0,0,9,0,3,0,0,0,12,0,7,3,17,0,0,0,0,0,37,0,5,8,29,6,3,0,0,0,55,0,0,0,0,0,0,4,0,0,3,0,0,0,3,8,29,51,23,13,126,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,5,5,3,0,32,0,0,3,8,5,7,0,0,0,19,0,0,0,0,3,9,10,3,0,31
209041433,0,7,0,40,14,8,0,0,0,70,0,0,0,0,0,3,0,0,0,6,0,3,0,11,0,0,5,0,0,15,0,12,0,11,14,3,3,0,0,40,0,0,3,11,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10,0,0,3,13,9,10,8,6,0,43,3,0,3,10,0,0,0,0,0,9,3,43,55,480,48,21,15,7,0,676,0,0,3,6,3,3,0,0,0,12,0,14,14,28,3,0,0,0,0,57,0,3,14,66,15,11,4,3,0,117,0,0,0,0,0,0,0,0,0,4,0,3,3,4,13,22,21,12,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,33,0,3,3,18,10,3,0,0,0,39,0,0,0,0,0,3,5,0,0,11
209041434,4,4,4,53,11,7,8,0,0,90,0,0,0,4,0,5,4,0,0,15,0,0,0,11,4,5,7,3,0,31,4,24,3,33,30,20,24,13,3,153,0,0,0,12,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,16,0,3,6,8,6,7,13,8,0,49,0,0,0,8,0,0,0,0,0,5,4,18,21,332,34,19,9,5,0,445,0,0,3,16,0,0,0,0,0,22,0,7,7,24,4,3,3,0,0,46,0,9,0,10,5,0,3,0,0,39,0,0,0,4,0,0,0,0,0,4,0,3,0,11,7,30,16,15,0,80,0,0,0,3,0,0,0,0,0,3,0,3,0,15,4,0,0,0,0,22,0,0,0,10,11,3,0,0,0,23,0,10,0,28,8,6,0,4,0,61,0,0,0,0,4,7,13,0,0,27
209041435,3,0,3,35,4,8,3,0,0,56,0,0,0,0,0,0,5,0,0,5,0,5,0,15,8,7,3,0,0,39,0,3,0,18,15,12,10,0,0,63,0,0,0,10,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,11,0,3,3,3,14,17,8,0,0,52,0,0,3,4,3,0,0,0,0,9,5,29,13,247,35,16,8,3,0,360,0,0,0,7,0,0,0,0,0,15,0,6,0,21,3,3,0,0,0,34,0,0,5,23,6,6,6,3,0,52,0,3,0,0,3,0,0,0,0,12,0,3,4,3,15,26,20,10,0,87,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,5,4,3,0,0,0,19,0,0,0,19,8,11,0,0,0,33,0,0,0,3,6,8,6,3,0,23
209041436,0,3,5,27,12,8,3,3,0,59,0,0,4,0,4,0,8,0,0,19,0,3,0,14,3,7,6,0,0,29,0,9,3,11,22,14,24,5,10,106,0,0,0,6,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,5,22,0,0,3,7,12,10,8,10,5,59,0,0,0,0,0,0,0,0,0,4,5,18,21,195,50,22,6,3,3,320,0,0,0,11,3,0,0,0,0,18,0,3,6,32,3,6,0,0,0,50,0,7,6,21,11,5,6,0,0,60,0,0,0,4,3,3,3,3,0,15,0,0,3,3,19,40,33,62,53,209,0,0,0,3,3,0,0,0,0,7,0,0,0,9,0,0,0,0,0,13,0,0,0,12,14,8,7,3,0,40,0,0,0,15,6,10,3,4,0,34,0,0,0,0,0,10,6,0,3,19
209041437,0,0,3,32,9,10,0,0,0,55,0,0,0,9,3,0,0,0,0,9,0,3,0,11,0,0,0,0,0,12,5,5,3,14,3,3,4,0,0,33,0,3,3,26,0,9,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,10,0,0,0,0,5,5,8,0,0,20,0,0,0,6,0,0,0,0,0,14,9,41,49,518,28,37,20,3,0,704,0,0,0,5,0,0,0,0,0,7,0,5,8,15,4,0,0,0,0,32,0,3,10,42,16,5,0,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,5,7,11,27,10,10,6,73,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,3,0,0,0,19,3,3,3,17,0,4,0,0,0,28,0,0,0,0,3,6,4,0,0,14
210011226,0,0,4,17,11,6,0,3,0,43,0,0,0,0,0,0,10,8,0,16,0,0,0,3,3,0,7,4,0,20,0,0,4,14,5,10,9,4,6,54,0,0,0,6,3,0,0,3,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,11,4,3,19,0,0,0,0,7,7,21,18,0,56,0,0,0,0,3,7,0,0,0,7,3,3,8,47,12,7,8,7,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,3,3,9,13,41,96,95,43,306,0,0,0,3,7,0,0,0,0,13,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,5,3,0,0,0,0,11,0,0,0,0,3,0,12,14,6,38
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,0,0,3,8,6,7,10,3,0,27,0,0,0,0,10,8,14,4,0,41,0,0,0,3,7,4,3,0,0,15,0,4,3,8,11,18,25,16,7,87,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,26,7,3,36,0,0,0,0,0,11,13,17,0,43,0,0,0,3,0,0,0,0,0,5,0,0,3,15,8,4,9,5,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,17,0,0,0,3,0,0,0,3,0,9,0,3,0,0,0,0,3,0,0,11,0,3,0,4,18,53,103,68,21,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,22,0,0,0,0,0,6,0,0,0,11,0,0,0,0,3,9,16,10,0,43
210011229,0,3,11,74,44,34,12,16,8,197,0,0,0,10,10,24,51,52,12,159,0,0,3,24,12,16,25,13,10,107,0,6,3,29,27,17,41,21,4,148,0,0,0,0,3,0,3,4,0,11,0,0,0,4,3,0,0,0,0,12,0,0,6,4,3,0,33,11,8,66,0,6,11,3,16,52,103,106,23,304,3,0,0,23,7,10,0,0,0,47,5,18,12,108,26,19,13,4,0,205,0,0,3,18,3,3,3,0,0,26,0,14,11,48,9,16,4,0,4,100,0,3,0,3,4,0,0,0,0,14,0,0,0,11,3,0,6,3,0,25,3,6,5,17,38,174,387,367,125,1128,0,3,0,13,4,4,0,0,0,20,0,0,0,3,4,0,6,0,0,13,0,0,6,7,11,19,10,3,0,60,0,0,9,32,9,9,3,0,0,59,0,0,0,3,4,28,71,44,25,176
210011230,0,0,0,26,3,13,0,3,0,41,0,0,0,0,4,0,6,10,0,19,0,0,0,0,0,3,4,0,0,11,0,0,3,14,20,6,8,4,0,65,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,3,0,4,20,0,0,3,0,3,6,5,3,0,27,0,0,0,4,0,0,0,0,0,10,3,0,0,23,5,7,8,3,3,54,0,0,0,3,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,0,0,14,0,0,0,3,6,10,31,38,7,99,0,0,0,3,0,0,0,0,3,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,14,0,3,0,10,3,3,3,0,0,27,0,0,0,0,3,5,5,5,0,18
210011231,0,3,8,11,8,8,0,0,0,43,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,5,3,0,3,14,0,3,3,8,24,21,13,12,5,88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,6,0,25,0,0,0,0,8,7,9,18,3,44,0,0,0,0,0,0,0,0,0,4,0,3,5,31,3,0,7,0,0,54,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,7,4,0,3,3,0,17,0,0,0,5,14,11,30,28,8,104,0,0,0,3,4,0,0,0,0,6,0,0,0,8,0,0,0,0,0,8,0,0,0,5,3,0,4,0,0,10,0,0,0,6,0,7,3,0,0,15,0,0,0,6,5,3,4,3,0,23
210021232,0,0,5,10,9,0,3,0,0,24,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,5,9,39,64,55,46,30,12,259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,3,3,3,19,5,3,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,19,0,0,0,0,9,9,12,4,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,3,0,13,10,0,0,25
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,14,18,27,23,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
210021234,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,27,19,21,12,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,11
210021235,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,24,42,48,36,8,9,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,14,0,0,27,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,8,0,0,0,0,0,13,7,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,19
210031236,0,3,18,43,15,22,3,3,0,116,0,0,0,0,0,0,5,6,3,16,0,0,0,0,3,3,0,0,3,14,0,0,3,36,18,7,3,7,4,73,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,15,0,0,0,3,4,15,25,36,7,95,0,0,0,7,0,0,0,0,0,9,0,0,8,24,0,4,0,0,0,37,0,0,0,12,4,0,0,0,0,22,0,0,0,5,0,0,0,0,0,9,0,0,0,3,3,3,5,0,0,16,0,0,0,3,0,0,0,0,0,9,0,0,0,4,9,28,50,101,74,267,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,17,9,9,0,66,0,3,10,24,6,0,0,0,0,37,0,0,0,0,0,4,11,0,5,21
210031237,0,0,3,20,10,12,0,0,3,52,0,0,0,0,3,3,6,13,3,33,0,0,0,5,4,7,6,7,5,35,0,4,5,10,3,10,4,8,0,42,0,0,3,5,3,0,0,0,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,6,17,0,4,0,5,12,14,30,58,52,176,0,0,0,4,0,0,0,0,0,3,8,21,18,145,9,6,11,0,0,210,0,0,3,3,7,0,0,0,0,16,0,0,0,7,0,0,0,0,0,7,3,17,14,58,31,18,8,6,0,153,0,0,0,0,0,0,0,3,0,4,0,3,4,8,31,97,192,293,125,745,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,82,52,30,10,7,3,196,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,21,36,15,73
210031239,3,8,16,110,32,31,8,4,0,212,0,0,0,9,3,3,3,3,0,17,0,3,0,11,0,9,15,11,10,62,3,13,11,59,30,18,22,19,11,184,0,0,0,13,3,3,3,3,0,30,0,0,0,5,0,0,0,0,0,12,0,3,3,13,8,0,17,0,7,50,0,8,0,8,13,24,45,45,8,157,0,3,0,16,0,3,3,0,0,20,12,19,21,275,20,14,4,6,0,376,0,0,0,23,9,0,0,0,0,40,3,11,12,35,9,0,0,0,0,58,0,0,3,17,3,0,3,0,0,31,0,0,0,12,4,4,0,0,0,22,0,3,4,13,36,66,126,179,71,494,0,0,9,26,0,0,0,0,0,36,0,4,0,32,0,0,0,0,0,39,0,0,0,36,25,21,12,0,0,100,3,4,6,39,8,4,3,0,0,66,0,0,0,3,4,11,20,28,10,74
210031438,0,0,32,108,27,24,9,9,3,215,0,0,0,0,3,9,7,9,6,40,0,3,5,7,5,9,15,22,4,71,0,5,0,26,15,27,11,31,15,128,0,0,0,12,9,3,0,0,0,30,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,0,20,9,10,44,0,0,3,14,8,28,32,39,8,125,0,3,0,11,0,3,0,0,0,22,16,46,43,420,22,12,10,4,6,581,0,0,0,22,3,0,0,0,0,28,0,16,14,44,3,0,0,0,0,74,4,10,9,45,17,9,3,4,0,103,0,0,0,7,3,0,4,3,0,20,0,0,0,6,24,60,127,183,91,487,0,0,0,17,6,5,0,0,0,23,0,0,0,21,3,0,0,0,0,24,0,6,25,99,53,31,27,7,0,252,3,7,10,42,5,4,0,0,0,73,0,0,0,3,3,10,46,40,20,120
210031439,0,0,0,8,4,3,0,0,0,24,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,4,0,0,10,0,0,0,4,3,3,3,5,0,21,0,0,0,10,9,0,4,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,5,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,8
210031440,0,0,3,3,7,4,4,0,0,18,0,0,0,0,0,0,6,3,0,12,0,0,0,0,3,3,3,3,0,10,0,0,0,10,0,0,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,11,0,0,0,0,3,12,24,17,3,52,0,0,0,0,0,0,0,0,0,0,3,3,0,25,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,4,10,34,65,83,29,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,43,27,13,5,4,0,106,0,5,0,3,0,0,0,0,0,11,0,0,0,0,0,6,19,29,5,60
210041240,0,0,0,12,0,0,0,0,0,22,0,0,0,0,3,3,4,0,0,8,0,0,0,0,0,3,3,0,0,4,0,5,4,24,50,48,47,21,13,213,0,0,0,6,3,7,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,9,11,5,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,3,6,21,16,7,0,9,0,53,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,7,3,3,4,0,0,19,0,0,0,3,5,4,17,7,5,46,0,4,0,3,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,7,0,0,0,11,0,0,0,3,0,15,9,6,0,33
210041241,0,3,0,16,9,5,3,0,3,37,0,0,0,0,6,11,10,7,0,37,0,0,0,5,0,0,3,4,0,14,3,9,12,69,113,106,112,63,30,527,0,0,0,9,5,9,7,3,0,28,0,0,0,3,6,0,3,3,3,15,0,0,3,4,7,10,30,15,10,79,0,0,0,3,7,3,6,4,4,33,0,0,0,6,0,3,0,0,0,9,4,8,19,64,22,14,11,3,7,151,0,0,0,4,0,0,0,3,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,7,4,5,3,47,0,0,3,0,8,14,26,17,9,75,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,16,0,0,7,9,3,4,3,3,0,31,0,0,0,3,6,18,29,4,7,63
210051242,0,0,0,27,11,5,3,0,0,44,0,0,0,0,3,10,3,4,3,17,0,3,6,3,6,8,5,4,0,30,0,3,0,0,3,16,11,8,0,45,0,3,4,9,5,3,0,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,4,0,3,14,0,0,0,0,4,6,9,19,3,39,0,0,0,7,0,0,0,0,0,12,9,9,20,122,19,7,8,4,5,203,0,0,0,3,0,0,0,0,0,4,3,15,18,52,12,4,0,0,0,103,0,33,42,126,60,32,21,6,7,322,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,14,16,18,8,56,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,3,3,33,116,60,33,13,8,0,266,0,3,3,13,3,3,0,0,0,19,0,0,0,0,0,11,6,6,4,27
