SA2_MAINCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
209041430,69,4,0,0,0,73,42,3,0,0,0,47,39,4,0,0,0,41,64,8,0,0,0,73,101,13,0,0,0,113,342,39,0,0,0,386,689,100,0,0,0,791,1265,110,0,0,0,1377,520,40,0,0,0,568,239,19,0,0,0,257,104,4,0,0,0,111,140,17,0,0,0,158,3623,371,4,0,0,4003
209041431,75,21,0,0,0,90,27,3,0,0,0,29,32,10,0,0,0,42,58,12,0,0,0,74,69,11,0,0,0,84,243,59,8,0,0,315,336,93,3,0,0,426,364,49,0,0,0,419,94,22,0,0,0,116,83,10,0,0,0,87,32,3,0,0,0,34,82,20,0,0,0,99,1491,307,13,0,0,1815
209041432,51,6,0,0,0,55,18,0,0,0,0,18,15,3,0,0,0,22,41,7,0,0,0,48,51,10,0,0,0,58,137,37,0,0,0,173,173,50,0,0,0,214,126,26,0,0,0,150,23,13,0,0,0,37,26,11,0,0,0,39,22,0,0,0,0,24,28,6,0,0,0,28,711,164,0,0,0,881
209041433,49,9,0,0,0,63,18,4,0,0,0,19,13,0,0,0,0,17,20,7,0,0,0,28,39,7,0,0,0,48,187,36,0,0,0,220,302,83,6,0,0,386,530,61,0,0,0,589,192,12,0,0,0,200,100,9,0,0,0,111,65,5,0,0,0,67,61,5,0,0,0,71,1579,230,6,0,0,1823
209041434,62,3,0,0,0,69,30,0,0,0,0,29,22,0,0,0,0,22,40,6,0,0,0,43,76,9,0,0,0,87,268,44,4,0,0,318,626,55,3,0,0,686,1054,33,0,0,3,1094,339,7,3,0,0,350,156,8,0,0,0,162,61,0,0,0,0,61,82,0,0,0,0,84,2815,169,17,0,3,3009
209041435,65,6,0,0,0,73,17,6,0,0,0,22,18,6,0,0,0,26,30,3,0,0,0,37,61,7,0,0,0,66,194,33,0,0,0,231,367,60,0,0,0,428,657,53,0,0,0,704,259,16,0,0,0,277,178,3,0,0,0,184,84,5,0,0,0,90,83,11,0,0,0,95,2017,209,0,0,3,2232
209041436,54,15,0,0,0,71,31,4,0,0,0,32,20,3,0,0,0,26,40,11,0,0,0,50,61,12,0,0,0,68,228,43,0,0,0,276,354,72,0,0,0,424,461,77,0,0,0,536,167,16,0,0,0,181,91,14,0,0,0,98,48,3,0,0,0,53,70,11,0,0,0,83,1620,274,0,0,0,1898
209041437,33,0,0,0,0,33,7,0,0,0,0,7,5,0,0,0,0,5,19,3,0,0,0,22,41,0,0,0,0,41,130,7,0,0,0,140,330,18,0,0,3,353,686,14,3,0,0,697,233,0,0,0,3,237,98,0,0,0,0,98,57,0,0,0,0,57,72,0,0,0,0,71,1703,40,4,0,8,1751
210011226,41,10,0,0,0,49,13,3,0,0,0,17,7,6,0,0,0,15,20,12,0,0,0,36,28,14,0,0,0,45,67,36,3,0,0,107,79,55,4,0,0,138,143,85,3,0,0,227,77,43,0,0,0,122,68,15,0,0,0,88,17,6,0,0,0,25,29,16,0,4,0,47,591,306,11,4,3,911
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,52,5,0,0,0,51,19,0,0,0,0,23,14,0,0,0,0,15,26,3,0,0,0,26,32,0,0,0,0,38,99,5,0,4,0,112,155,17,0,0,0,174,197,16,0,0,0,222,119,3,0,4,0,124,112,8,0,0,0,125,63,0,0,0,0,62,56,4,0,0,0,62,938,66,5,13,0,1026
210011229,146,32,3,0,0,177,51,9,0,0,0,63,37,12,0,0,0,51,53,15,0,0,0,72,86,22,0,0,0,113,243,75,0,0,0,322,244,89,4,0,0,336,407,122,7,0,0,538,282,77,0,0,0,359,245,83,0,0,0,333,132,27,0,0,0,165,131,33,0,0,0,169,2069,592,16,9,5,2685
210011230,34,14,0,0,0,46,15,0,0,0,0,15,10,3,0,0,0,9,21,8,0,0,0,28,22,8,0,0,0,30,67,32,4,0,0,99,65,39,4,0,0,110,116,57,7,0,0,179,71,37,0,0,0,115,88,39,4,0,0,131,51,22,0,0,0,78,44,5,0,0,0,56,604,269,20,0,0,893
210011231,59,12,0,0,0,78,23,0,0,0,0,25,27,8,0,0,0,31,24,4,0,0,0,33,35,9,0,0,0,46,108,24,0,0,0,129,79,30,0,0,0,113,161,47,0,3,0,209,108,30,0,0,0,143,156,36,0,0,0,199,136,18,0,0,0,154,45,7,0,0,0,52,973,224,6,0,3,1205
210021232,65,4,0,0,0,74,37,0,0,0,0,37,33,0,0,0,0,33,54,9,0,0,0,59,74,4,0,0,0,81,212,17,0,0,0,229,301,16,0,0,0,321,495,10,0,0,0,507,266,10,0,0,0,271,205,3,0,0,0,209,116,0,0,0,0,116,104,3,0,0,0,106,1963,73,0,0,0,2036
210021233,37,0,0,0,0,37,9,0,0,0,0,9,11,0,0,0,0,11,18,0,0,0,0,18,10,0,0,0,0,10,54,0,0,0,0,54,63,0,0,0,0,63,98,0,0,0,0,99,61,0,0,0,0,61,67,0,0,0,0,67,62,0,0,0,0,62,31,0,0,0,0,31,526,0,0,0,0,524
210021234,34,0,0,0,0,34,14,0,0,0,0,15,13,3,0,0,0,10,17,0,0,0,0,17,33,0,0,0,0,33,95,0,0,0,0,96,114,3,0,0,0,120,153,6,0,0,0,155,75,0,0,0,0,75,58,0,0,0,0,58,29,0,0,0,0,29,31,0,0,0,0,31,662,14,0,0,0,677
210021235,50,0,0,0,0,50,49,0,0,0,0,49,22,0,0,0,0,26,66,0,0,0,0,70,65,0,0,0,3,68,258,0,0,0,3,264,285,3,0,0,0,288,339,0,3,0,0,342,134,0,0,0,0,136,114,0,0,0,0,114,58,0,0,0,0,59,86,0,0,0,0,86,1522,9,15,0,10,1551
210031236,30,8,0,0,0,38,14,7,0,0,0,24,20,0,0,0,0,20,15,5,0,0,0,24,24,9,0,0,0,30,76,29,5,0,0,106,91,28,4,0,0,129,177,49,3,0,0,225,109,21,4,0,0,129,96,22,0,0,0,120,41,4,0,0,0,47,37,8,0,0,0,45,731,183,15,6,3,929
210031237,46,5,0,0,0,52,23,3,0,0,0,26,19,3,0,0,0,25,37,3,0,0,0,36,62,4,0,0,0,65,137,24,5,0,0,163,196,26,0,0,0,225,280,31,3,0,0,311,114,8,3,0,0,123,53,5,0,0,0,55,40,3,0,0,0,42,57,7,0,0,0,61,1059,118,9,0,0,1185
210031239,84,31,3,0,0,121,29,14,0,0,0,44,26,6,7,0,0,43,47,41,3,0,0,90,65,27,11,0,0,100,194,143,21,0,0,362,242,183,35,3,0,458,335,331,28,3,0,699,227,151,3,0,0,378,200,79,0,0,0,286,119,44,0,0,0,162,71,29,0,0,0,109,1633,1099,112,6,5,2860
210031438,82,21,4,0,0,110,33,0,3,0,0,40,24,7,3,0,0,33,49,13,7,0,0,74,66,31,6,0,4,110,202,116,26,0,4,346,251,142,34,0,0,422,349,231,23,0,3,600,158,53,10,0,3,219,94,29,3,0,0,134,41,11,0,0,0,53,70,10,3,0,0,83,1408,677,117,0,13,2216
210031439,14,0,0,0,0,14,6,3,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,18,26,0,0,0,0,25,60,13,0,0,0,75,49,20,0,0,0,76,96,31,0,0,0,130,41,8,0,0,0,48,56,3,0,0,0,64,15,4,0,0,0,20,16,3,0,0,0,20,414,80,0,0,0,498
210031440,37,0,0,0,0,36,14,0,0,0,0,14,12,0,0,0,0,15,24,5,0,0,0,32,29,5,0,0,0,34,75,15,0,0,0,92,72,39,0,0,0,107,108,41,0,0,0,142,62,3,0,0,0,62,30,6,0,0,0,33,16,6,0,0,0,21,39,9,0,0,0,47,513,127,6,0,0,647
210041240,92,0,0,0,0,92,49,0,0,0,0,49,44,0,0,0,0,39,73,0,0,0,0,75,107,0,0,0,0,110,369,7,0,0,0,372,466,0,0,0,0,473,407,0,0,0,0,414,183,0,0,0,0,183,129,0,0,0,0,129,59,0,0,0,0,57,93,0,0,0,0,93,2061,11,3,0,0,2074
210041241,168,3,7,0,0,173,94,3,0,0,0,101,73,0,3,0,0,80,159,0,13,0,0,169,231,8,7,0,0,246,745,18,43,0,4,810,905,21,53,0,0,981,924,10,21,0,0,952,287,0,0,0,0,292,181,3,3,0,0,189,88,0,0,0,0,91,179,3,3,0,0,181,4038,69,154,0,5,4266
210051242,48,6,0,3,0,61,33,0,3,4,0,37,21,3,0,0,0,24,44,4,0,0,0,52,48,9,6,3,0,70,193,35,23,6,0,255,167,41,28,3,0,244,93,15,11,0,0,120,20,3,4,0,0,28,15,3,0,0,0,16,14,0,3,0,0,18,42,6,0,0,0,51,739,129,87,24,0,976
210051243,94,0,3,0,0,100,40,0,4,0,0,47,36,0,0,0,3,41,55,0,5,0,0,64,79,3,3,3,0,92,334,12,10,0,0,356,353,17,15,0,0,381,174,6,8,0,0,186,48,0,3,0,0,54,31,4,4,0,0,43,17,0,3,0,0,20,58,0,4,0,0,61,1327,41,63,3,4,1438
210051245,99,4,0,0,0,103,69,0,0,0,0,71,46,0,0,0,0,42,82,10,0,0,0,86,103,10,0,0,0,111,327,27,0,0,0,357,395,51,0,0,0,442,541,47,0,0,0,589,200,9,0,0,0,211,101,9,0,0,0,112,61,0,0,0,0,60,98,11,0,0,0,105,2113,176,3,0,3,2294
210051246,107,0,0,0,0,107,35,0,0,0,0,38,40,0,0,0,0,40,51,3,0,0,0,49,80,0,0,0,0,87,278,20,0,0,0,290,319,21,0,0,0,334,578,14,0,0,0,588,370,0,0,0,0,376,248,3,0,0,0,254,158,3,0,0,3,157,145,3,0,0,0,145,2405,62,0,0,4,2473
210051247,92,18,0,0,0,106,60,14,0,0,0,72,41,5,0,0,0,49,76,16,0,0,0,93,107,32,0,0,0,140,318,60,0,0,0,383,361,50,5,0,0,411,210,17,0,0,0,226,35,8,0,0,0,48,25,3,0,0,0,25,21,5,0,0,0,25,76,16,0,0,0,91,1421,236,11,0,0,1669
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
210051249,111,11,0,0,0,123,48,5,0,0,0,52,41,0,0,0,0,41,73,9,0,0,0,77,127,12,0,0,0,140,473,52,3,0,0,525,694,84,0,0,0,784,771,54,0,0,0,823,179,4,0,0,0,188,123,12,0,0,0,135,70,4,0,0,0,78,134,14,0,0,0,149,2845,261,8,0,0,3113
210051250,24,16,0,0,0,36,16,7,0,0,0,19,11,5,0,0,0,13,15,11,0,0,0,25,25,26,0,0,0,52,71,59,0,0,0,133,96,63,0,0,0,167,131,56,0,0,0,183,39,7,0,0,0,49,13,10,0,0,0,24,11,0,0,0,0,14,30,12,0,0,0,40,489,263,0,0,3,758
210051441,43,0,0,0,0,45,22,3,3,0,0,27,29,0,0,0,0,34,43,0,0,0,0,43,75,4,0,0,0,77,255,8,5,0,0,271,297,13,15,0,0,322,205,5,3,0,0,208,49,0,0,0,0,49,30,3,0,0,0,28,15,0,3,0,0,15,58,0,0,0,0,58,1123,33,28,0,0,1183
210051442,58,3,0,0,0,57,19,0,0,0,0,19,16,0,0,0,0,20,47,0,0,0,0,45,47,3,0,0,0,52,224,11,3,0,0,236,421,34,0,0,0,456,597,18,0,0,0,613,198,8,0,0,0,202,120,0,0,0,0,125,59,0,0,0,0,59,63,7,0,0,0,68,1865,91,0,0,0,1956
210051443,91,0,0,0,0,91,48,3,0,0,0,50,46,3,0,0,0,48,61,3,0,0,0,63,117,0,0,0,0,119,363,16,0,0,0,376,576,32,3,0,0,605,652,40,3,0,0,694,200,6,0,0,0,210,104,5,0,0,0,109,57,0,0,0,0,58,111,5,0,0,0,118,2419,121,8,0,5,2552
210051444,44,3,0,0,0,46,15,3,0,0,0,20,7,0,0,0,0,7,23,0,0,0,0,24,35,3,0,0,0,39,208,30,0,0,0,238,547,58,3,0,0,606,803,45,0,0,0,851,178,9,0,0,0,182,101,3,0,0,0,107,59,4,0,0,0,65,79,10,0,0,0,87,2100,171,3,0,0,2280
210051445,17,0,0,0,0,17,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,20,3,0,0,0,20,50,0,0,0,0,49,156,19,0,0,0,170,237,13,0,0,0,253,59,0,0,0,0,60,47,0,0,0,0,47,33,0,0,0,0,33,26,0,0,0,0,32,658,39,0,0,0,701
211011251,60,20,3,0,0,87,24,5,4,0,0,41,33,6,3,0,0,43,38,17,0,0,0,58,62,23,3,0,0,93,177,57,26,0,0,257,222,83,30,0,0,336,312,96,19,0,0,430,102,45,5,0,0,147,63,18,0,0,0,79,24,11,5,0,0,38,55,15,3,0,0,70,1181,387,108,0,5,1682
211011254,108,15,0,0,0,121,42,0,0,0,0,48,45,3,0,0,0,50,70,0,0,0,0,66,87,14,0,0,0,98,276,25,0,0,0,302,283,39,0,0,0,325,454,73,0,0,0,524,239,26,0,0,0,262,198,19,0,0,0,219,67,4,0,0,0,77,103,9,0,0,0,109,1958,229,5,0,0,2194
211011255,53,0,0,0,0,53,22,0,0,0,0,22,21,0,0,0,0,21,23,0,0,0,0,23,47,0,0,0,0,47,120,0,0,0,0,120,143,0,0,0,0,143,233,0,0,0,0,233,133,0,0,0,0,133,135,0,0,0,0,135,97,0,0,0,0,97,55,0,0,0,0,55,1079,0,0,0,0,1082
211011256,112,0,4,0,0,112,51,0,0,0,0,51,51,0,0,0,0,56,84,0,0,0,0,90,116,6,0,3,0,125,329,9,3,3,0,344,309,16,9,3,0,342,480,11,0,17,0,506,221,3,0,8,0,225,194,4,3,3,0,205,81,0,0,3,0,85,103,4,0,4,0,115,2136,53,21,45,0,2264
211011257,47,0,0,0,0,47,18,0,0,0,0,19,30,0,0,0,0,30,37,0,0,0,0,41,45,0,0,0,0,48,180,4,0,0,0,186,184,7,0,0,0,189,327,7,0,0,0,332,196,3,0,0,0,202,145,3,0,0,0,149,56,0,0,0,0,56,59,0,0,0,0,60,1331,29,0,0,0,1360
211011258,88,3,0,0,0,89,31,3,0,0,0,32,44,0,0,0,0,44,52,0,0,0,0,52,78,0,0,0,0,78,222,0,0,0,0,224,242,3,0,0,0,245,361,12,0,0,0,369,206,3,0,0,0,210,193,3,0,0,0,199,79,0,0,0,0,77,92,0,0,0,0,96,1680,24,0,0,0,1711
211011259,105,3,0,0,0,113,48,0,0,0,0,51,39,0,0,0,0,42,56,3,0,0,0,64,78,0,0,0,0,76,220,10,0,0,0,229,231,20,0,0,0,256,345,30,0,0,0,378,213,13,0,0,0,224,161,9,0,0,0,169,81,3,0,0,0,82,65,3,0,0,0,69,1637,99,0,3,3,1735
211011260,138,19,0,0,0,154,48,7,0,0,0,57,31,3,0,0,0,36,72,10,0,0,0,85,87,13,0,0,0,102,245,28,5,0,0,280,245,32,6,0,0,284,399,40,4,0,0,449,209,22,0,0,0,231,207,17,0,0,0,223,133,13,0,0,0,143,75,7,0,0,0,81,1886,210,22,0,0,2116
211011446,141,25,0,0,0,167,59,7,3,0,0,66,48,9,5,0,0,64,82,18,3,0,0,104,153,30,4,0,0,178,432,95,11,0,0,539,495,148,18,0,0,657,668,131,15,0,0,820,298,44,4,0,0,345,143,20,3,0,0,169,45,8,0,0,0,60,123,23,3,0,0,145,2693,552,68,0,5,3321
211011447,103,9,0,0,0,108,46,4,0,0,0,56,41,3,0,0,0,38,76,4,0,0,0,82,118,16,0,0,0,134,298,33,3,0,0,327,381,52,0,0,0,432,492,39,3,0,0,537,201,13,0,0,0,211,111,4,0,0,0,116,55,3,0,0,0,65,85,13,0,0,0,100,2007,192,3,3,3,2204
211011448,119,5,0,0,0,126,45,0,0,0,0,52,45,0,0,0,0,47,86,5,0,0,0,93,110,7,0,0,0,119,368,8,0,0,0,378,384,19,3,0,0,402,596,25,0,0,0,617,264,5,0,0,0,270,124,0,0,0,0,133,56,8,0,0,0,61,85,0,0,0,0,84,2286,92,4,0,0,2385
211011449,31,0,0,0,0,31,19,0,0,0,0,16,13,0,0,0,0,13,28,0,0,0,0,25,40,0,0,0,0,45,110,4,0,0,0,115,142,7,0,0,0,147,198,4,0,0,0,202,67,3,0,0,0,71,43,0,0,0,0,43,20,0,0,0,0,20,38,0,0,0,0,38,754,20,0,0,0,774
211021261,117,7,0,0,0,131,44,0,0,0,0,47,37,0,0,0,0,37,49,0,0,0,0,50,60,8,0,0,0,66,180,13,0,0,0,191,175,6,0,0,0,181,356,18,3,0,0,374,204,13,0,0,0,219,312,8,0,0,0,323,283,4,0,0,0,291,98,4,0,0,0,108,1920,83,13,0,3,2022
211021262,91,0,0,0,0,89,20,0,0,0,0,20,20,0,0,0,0,20,36,0,0,0,0,36,39,0,0,0,0,39,157,0,0,0,0,157,147,0,0,0,0,147,293,0,0,0,0,295,166,0,0,0,0,166,204,0,0,0,0,208,204,0,0,0,0,204,82,0,0,0,0,82,1459,3,0,0,0,1464
211031263,76,14,0,0,0,91,40,4,0,0,0,50,26,13,0,0,0,37,67,8,0,0,0,76,88,17,8,0,0,110,273,56,9,0,0,344,295,68,12,0,0,371,420,55,12,0,0,484,193,22,3,0,0,215,93,15,0,0,0,109,40,0,0,0,0,40,73,9,0,0,0,86,1684,279,49,0,0,2008
211031265,142,0,0,0,0,142,67,0,0,0,0,68,57,0,0,0,0,57,102,0,0,0,0,100,132,0,0,0,0,132,341,3,0,0,0,345,464,3,0,0,0,461,631,11,0,0,0,640,380,0,0,0,0,382,288,3,0,0,0,286,117,0,0,0,0,117,129,0,0,0,0,129,2842,26,0,0,0,2871
211031266,94,15,4,0,0,114,42,4,0,0,0,45,39,3,0,0,0,46,56,3,0,0,0,58,89,7,0,0,0,97,237,16,8,0,0,262,277,30,3,0,0,308,447,25,15,0,0,493,240,13,4,0,0,255,157,13,0,0,0,176,63,3,0,0,0,67,73,3,0,0,0,78,1828,124,49,0,8,2000
211031267,120,6,0,0,0,126,72,8,0,0,0,75,51,3,0,0,0,54,94,6,0,0,0,102,93,6,0,0,0,102,359,25,8,0,0,382,403,42,6,0,0,459,658,29,14,3,0,706,352,16,12,0,0,376,242,6,5,0,3,261,105,0,3,0,0,108,107,6,0,0,0,109,2650,150,51,3,9,2858
211031268,80,0,0,0,0,80,29,0,0,0,0,29,33,0,0,0,0,33,37,0,0,0,0,37,50,0,0,0,0,50,160,0,0,0,0,160,203,0,0,0,0,203,296,0,0,0,0,296,195,3,0,0,0,199,185,3,0,0,0,188,91,0,0,0,0,92,64,0,0,0,0,64,1432,10,0,0,3,1442
211031450,98,6,3,0,0,104,46,0,3,0,0,54,36,3,5,0,0,44,77,9,0,0,0,85,88,3,3,0,0,99,302,31,26,0,0,360,383,58,47,0,3,490,503,55,21,0,0,583,195,15,3,0,0,217,104,3,4,0,0,113,47,4,3,0,0,50,83,9,5,0,0,100,1968,196,122,0,4,2290
211031451,71,6,0,0,0,82,39,3,0,0,0,42,29,3,0,0,0,34,54,3,0,0,0,61,64,4,0,0,0,73,225,8,0,0,0,239,263,34,3,0,0,299,425,31,0,0,0,457,228,10,0,0,0,241,207,10,0,0,0,215,64,6,0,0,0,69,80,6,0,0,0,84,1747,134,4,0,0,1894
211031452,40,0,0,0,0,40,16,0,0,0,0,16,15,3,0,0,0,19,23,5,0,0,0,21,51,3,0,0,0,53,93,10,0,0,0,103,133,3,0,0,0,137,202,19,0,0,0,218,72,3,0,0,0,79,45,3,0,0,0,50,28,0,0,0,0,31,34,4,0,0,0,41,746,53,0,0,0,798
211041269,69,20,0,0,0,87,22,6,0,0,0,31,29,3,0,0,0,31,30,0,0,0,0,34,47,9,0,0,0,57,103,28,3,0,0,135,125,41,0,0,0,167,204,53,0,0,0,262,126,26,0,0,0,158,145,15,0,0,0,161,74,10,3,0,0,83,43,11,0,0,0,53,1034,230,5,0,3,1273
211041270,113,22,0,0,0,138,39,19,0,0,0,55,38,13,0,0,0,54,44,13,4,0,0,61,66,27,4,0,0,95,181,80,12,0,0,266,186,82,21,0,3,287,334,134,9,0,0,480,214,88,8,0,0,304,224,45,3,0,0,278,107,20,4,0,0,130,49,16,0,0,0,61,1579,546,63,0,6,2202
211041271,82,17,0,0,0,96,22,10,0,0,0,28,21,3,0,0,0,22,48,13,0,0,0,62,42,5,0,0,0,51,128,47,4,0,0,182,154,51,0,0,0,209,270,70,0,0,0,338,150,36,0,0,0,188,172,26,0,0,0,200,72,9,0,0,0,81,45,8,0,0,0,52,1201,299,10,3,0,1511
211041272,69,11,0,0,0,79,28,7,0,0,0,36,25,8,0,0,0,29,35,8,0,0,0,42,38,9,0,0,0,48,153,34,0,0,0,185,154,35,0,0,0,187,250,78,0,0,0,329,167,29,0,0,0,198,191,13,0,0,0,207,80,7,0,0,0,92,54,4,0,0,0,58,1242,237,3,3,3,1490
211041273,129,0,0,0,0,135,39,3,0,0,0,40,26,0,0,0,0,26,30,4,0,0,0,32,53,0,0,0,0,58,135,3,0,0,0,139,114,9,0,0,0,127,234,15,0,0,0,251,158,5,0,0,0,168,193,3,0,0,0,199,98,3,0,0,0,94,63,3,0,0,0,68,1276,58,3,0,0,1339
211051274,84,0,0,0,0,84,49,0,0,0,0,49,42,0,0,0,0,42,63,0,0,0,0,63,97,0,0,0,0,97,319,0,0,0,0,319,341,4,0,0,3,343,435,0,0,0,0,435,188,0,0,0,0,185,105,0,0,0,0,105,72,0,0,0,0,72,76,0,0,0,0,76,1860,5,0,0,3,1871
211051275,75,0,0,0,0,75,33,0,0,0,0,33,25,0,0,0,0,25,29,0,0,0,0,29,67,0,0,0,0,67,210,0,0,0,0,216,263,0,0,0,0,266,391,6,0,0,3,401,217,0,0,0,0,220,100,3,0,0,0,100,48,0,0,0,0,48,66,0,0,0,0,66,1528,18,0,0,3,1548
211051276,92,6,0,0,0,95,56,0,0,0,0,56,51,0,0,0,0,49,88,4,0,0,0,92,115,3,4,0,0,120,336,14,0,0,3,357,378,12,0,0,0,391,441,14,0,0,0,464,169,0,0,0,0,174,126,0,0,0,0,127,67,0,0,0,0,72,103,0,0,0,0,109,2027,60,6,3,11,2108
211051277,72,4,0,0,0,81,30,3,0,0,0,33,39,3,0,0,0,40,40,0,0,0,0,40,71,3,0,0,0,76,215,4,0,0,0,222,233,18,3,0,0,254,356,25,0,0,0,387,138,8,0,0,0,137,58,0,0,0,0,65,41,0,0,0,0,39,64,0,0,0,0,67,1353,75,8,0,3,1435
211051278,95,16,0,0,0,108,42,3,0,0,0,46,54,8,0,0,0,67,90,6,0,0,0,98,140,8,0,0,0,149,387,52,0,0,0,443,445,62,0,0,3,509,755,57,0,0,0,812,310,6,0,0,0,314,193,0,0,0,0,194,73,0,0,0,0,72,150,6,0,0,0,158,2742,218,0,0,4,2971
211051279,52,0,0,0,0,48,21,0,0,0,0,21,21,0,0,0,0,21,23,0,0,0,0,23,29,0,0,0,0,33,130,0,0,0,0,127,138,0,0,0,0,138,180,0,0,0,0,180,80,0,0,0,0,88,60,0,0,0,0,60,39,0,0,0,0,39,38,0,0,0,0,43,824,0,0,3,0,832
211051280,34,0,0,0,0,36,42,0,0,0,0,42,22,0,0,0,0,22,39,0,0,0,0,36,53,0,0,0,0,54,152,0,4,0,0,158,187,0,6,0,0,197,255,3,9,0,0,263,147,6,0,0,0,149,95,0,0,0,0,92,28,0,0,0,0,29,47,0,0,0,0,52,1093,17,20,0,3,1130
211051281,137,3,0,0,0,138,68,3,0,0,0,70,73,5,0,0,0,72,106,3,0,0,0,107,155,4,0,0,0,164,446,15,0,0,0,467,628,18,3,0,0,655,935,26,3,0,4,968,408,8,0,0,0,416,216,0,0,0,0,221,77,0,0,0,0,77,148,0,0,0,4,154,3404,83,8,0,7,3505
211051282,107,0,0,0,0,109,45,0,0,0,0,45,39,0,0,0,0,39,66,0,0,0,0,63,88,0,0,0,0,88,221,0,0,0,3,225,249,0,0,0,5,253,389,0,0,0,0,390,226,0,0,0,0,225,166,0,0,0,0,173,78,0,0,0,3,82,74,0,0,0,0,73,1747,0,0,0,15,1762
211051283,55,0,0,0,0,57,45,0,0,0,0,45,40,0,0,0,0,40,67,0,0,0,0,66,70,3,0,0,0,74,249,7,0,0,0,258,354,3,0,0,0,354,511,3,0,0,3,517,166,0,0,0,0,173,91,0,0,0,0,95,41,0,0,0,0,41,96,0,0,0,0,96,1785,17,0,0,3,1807
211051284,92,0,0,0,0,97,38,0,0,0,0,42,41,0,0,0,0,39,61,0,0,0,0,66,118,0,0,0,0,117,252,8,0,0,0,259,343,0,0,0,0,348,460,0,3,0,0,469,182,0,0,0,0,182,108,0,0,0,0,108,49,0,0,0,0,49,79,0,0,0,0,79,1832,11,6,0,0,1847
211051285,66,0,0,0,0,66,21,0,0,0,0,21,42,0,0,0,0,41,47,0,0,0,0,45,59,0,0,0,3,60,194,0,0,0,0,195,226,0,0,0,0,226,341,0,0,0,0,341,113,0,0,0,0,113,92,0,0,0,0,87,49,0,0,0,0,49,70,0,0,0,0,70,1316,0,0,5,4,1317
