SA2_MAINCODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
209041435,9,16,9,3,3,3,0,3,0,48,31,94,29,7,13,10,11,10,3,207,101,98,225,28,31,25,78,35,9,617,30,12,198,4,5,8,19,27,3,309,0,0,11,0,0,0,3,4,0,22,9,56,3,9,3,0,0,4,0,86,6,31,0,11,4,4,0,3,0,55,114,92,16,23,63,42,34,22,8,406,17,24,5,40,11,6,10,6,0,129,3,17,3,6,3,3,5,4,0,47,4,4,48,5,4,8,5,13,0,95,0,0,0,0,0,0,0,0,4,4,3,3,6,5,3,0,8,4,3,44,11,0,15,3,7,5,10,5,5,62,344,449,564,143,151,110,191,128,30,2120,9,28,7,8,9,3,0,4,0,64,9,25,0,4,13,6,0,7,0,57,3,16,3,6,7,10,0,5,0,57,0,3,3,0,3,0,0,0,0,11,0,3,3,0,0,0,0,0,0,7
209041436,10,21,8,5,6,4,0,5,0,62,24,60,19,3,10,3,13,8,3,139,85,76,248,17,29,33,62,57,6,608,21,3,154,6,5,0,10,21,4,227,0,0,7,6,3,5,3,7,0,31,0,41,0,15,5,3,0,3,0,70,8,27,5,11,4,0,3,3,0,53,75,81,10,11,56,42,36,24,3,345,8,22,5,46,17,9,7,7,4,120,7,12,3,0,6,10,4,3,0,46,10,0,52,4,6,3,15,3,0,92,0,0,0,0,0,0,0,0,0,3,3,0,6,0,7,3,7,5,3,33,5,3,15,3,3,6,6,14,7,63,260,348,535,121,158,133,170,149,29,1903,0,25,7,7,3,7,0,3,3,55,0,18,4,3,9,0,0,3,0,44,4,7,7,0,8,3,3,6,0,38,0,5,7,0,4,3,0,0,0,21,0,3,4,0,0,0,0,0,0,9
209041437,9,10,3,3,3,3,6,0,0,37,27,82,22,12,22,5,32,5,0,204,36,50,166,12,22,14,79,32,3,409,11,3,90,3,3,3,11,13,3,150,0,3,7,0,0,0,0,3,0,23,3,31,4,16,0,3,3,5,0,66,0,20,4,3,0,0,9,6,0,43,69,69,15,19,54,32,50,24,4,336,3,14,3,34,15,9,11,15,0,103,5,19,5,0,8,3,7,5,0,44,13,0,36,3,6,5,39,7,3,108,0,0,0,0,0,0,0,3,0,3,4,3,11,3,5,0,14,0,0,47,8,4,12,0,3,3,12,12,6,60,194,307,380,112,128,84,263,128,27,1623,0,16,14,3,5,0,0,4,0,50,3,22,4,3,8,6,4,4,0,51,3,21,5,0,6,3,0,0,0,39,0,0,3,0,3,4,0,0,0,6,0,0,3,0,0,0,0,0,0,8
210011226,7,11,5,3,4,0,0,0,0,37,9,31,18,0,3,4,7,0,0,73,42,46,153,11,18,17,37,20,9,345,23,0,121,0,6,4,12,16,3,185,5,3,10,0,0,0,0,3,0,19,4,17,0,12,0,0,0,3,0,43,5,36,0,4,6,0,0,0,0,48,78,67,10,6,32,30,13,6,7,251,7,33,3,29,7,3,4,9,3,96,3,19,5,3,8,0,0,4,0,42,9,4,19,4,0,3,3,9,3,59,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,0,3,0,0,25,4,0,11,0,0,4,10,7,9,37,197,272,360,79,87,76,82,69,29,1258,9,19,5,3,4,3,0,5,0,48,5,5,4,8,3,0,0,0,0,25,6,4,0,0,6,0,0,3,0,24,0,8,4,3,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,4
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,13,13,3,3,0,7,0,3,0,40,13,21,5,3,3,4,0,0,3,49,70,65,198,4,18,20,33,38,7,451,39,8,103,5,0,4,9,18,3,193,3,3,14,0,0,0,3,3,0,23,9,31,5,8,0,0,0,3,0,61,11,33,3,3,3,0,0,0,0,52,90,85,8,8,48,34,13,5,3,291,15,27,8,32,8,5,3,7,0,98,0,12,3,9,3,0,3,0,0,27,7,0,21,3,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,0,0,0,0,20,5,5,9,0,0,0,4,3,5,40,276,307,373,75,102,72,78,87,18,1391,7,18,3,3,6,0,0,0,0,42,3,4,0,0,3,0,0,0,0,13,7,7,0,3,0,4,0,0,0,21,0,9,3,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4
210011229,29,50,18,3,15,7,3,6,3,133,51,111,35,9,21,9,12,7,10,262,156,184,458,24,49,39,102,73,9,1095,65,30,285,3,18,6,16,33,0,456,6,0,23,0,11,4,5,8,0,54,22,143,7,17,7,9,6,7,0,205,17,116,4,8,4,6,5,4,3,165,235,253,35,32,128,70,60,38,17,865,29,90,5,60,34,16,11,9,3,243,13,41,16,7,3,15,0,8,0,98,22,3,60,12,4,5,14,12,3,138,0,0,0,0,0,3,3,3,0,8,11,9,9,11,8,3,8,8,0,71,18,14,24,8,12,15,20,20,23,153,662,1043,986,190,310,205,259,229,80,3962,16,77,21,11,23,10,0,3,3,165,17,25,11,4,17,6,0,3,0,84,15,25,4,5,19,5,3,6,3,71,3,7,3,0,3,4,0,4,0,31,3,3,0,3,3,0,0,0,0,19
210011230,9,23,0,4,0,0,0,0,0,42,15,25,13,0,9,0,4,0,3,68,69,61,118,8,16,3,25,28,4,336,30,3,102,0,7,5,11,9,0,170,0,0,10,3,0,5,3,4,0,24,3,34,3,7,0,3,0,0,0,56,7,32,0,0,0,0,0,0,0,43,94,95,11,10,32,26,4,14,7,296,21,26,0,17,7,3,0,7,3,91,6,21,11,0,0,3,0,3,0,42,11,0,13,3,0,0,0,6,0,43,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,19,11,5,6,0,3,0,0,4,0,21,284,326,290,53,87,53,53,83,23,1257,14,20,7,3,3,0,0,0,0,51,0,8,5,0,3,0,0,0,0,24,0,11,0,0,3,3,0,0,0,22,0,3,5,0,0,0,0,0,0,13,0,5,4,0,0,0,0,0,0,8
210011231,18,32,9,3,3,3,0,0,0,65,26,47,10,3,6,0,0,4,0,93,95,97,146,17,33,21,23,25,4,448,54,17,111,7,4,3,11,21,0,223,8,0,13,0,0,3,0,3,0,33,10,85,0,5,3,5,0,3,0,108,16,58,0,3,3,3,5,0,0,90,164,159,9,11,38,41,6,13,3,444,28,49,4,29,17,8,0,0,3,138,9,22,5,7,4,3,0,3,0,60,9,0,21,0,0,7,0,3,0,46,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,4,3,0,0,21,6,7,9,0,7,3,5,3,5,47,436,582,334,94,127,103,52,89,21,1825,10,31,7,3,12,0,0,0,0,60,4,13,0,0,4,0,0,0,0,29,4,6,3,0,7,0,0,3,0,33,0,3,5,0,4,0,0,0,0,15,4,0,0,0,0,3,0,0,0,10
210021232,25,31,4,4,6,3,3,0,0,67,15,37,4,3,3,0,0,0,0,68,127,125,317,20,40,24,57,47,4,758,60,20,253,8,11,7,17,24,0,389,16,5,22,3,4,0,9,5,0,66,7,48,6,11,0,0,0,3,0,75,20,76,3,10,4,0,3,0,0,118,144,115,22,19,50,36,12,10,7,403,24,50,5,42,11,5,7,5,3,146,10,20,7,5,3,5,3,3,0,57,8,3,28,3,0,4,7,4,0,66,0,0,0,0,0,0,0,0,0,0,12,15,4,14,3,3,3,0,0,48,11,4,12,3,0,6,7,6,3,51,470,540,689,138,130,97,119,118,26,2328,10,32,11,10,13,5,0,0,3,77,7,4,0,0,8,0,0,0,0,28,3,14,10,0,8,3,0,3,0,43,3,8,7,0,5,4,0,0,0,32,3,3,10,4,12,4,0,3,0,31
210021233,7,16,3,3,0,0,0,0,0,34,6,12,3,0,0,0,0,0,0,18,38,52,59,5,0,3,9,7,0,181,13,12,46,0,0,0,0,6,0,75,5,3,11,0,0,0,3,3,0,30,4,26,0,7,0,3,0,0,0,37,5,25,0,0,0,0,0,3,0,43,31,31,0,3,9,7,0,7,3,101,16,27,0,11,5,0,0,0,0,53,4,13,0,0,0,0,0,0,0,18,7,0,3,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,0,15,8,4,9,0,0,0,0,3,5,27,149,217,138,33,14,30,18,24,11,641,8,11,3,0,3,0,0,0,0,24,0,3,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,8,0,4,3,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,14
210021234,4,5,0,0,0,3,0,0,0,15,3,6,0,0,0,0,0,0,0,21,40,54,143,3,22,7,30,21,0,312,15,5,83,8,0,0,3,8,0,123,6,0,7,0,3,3,0,4,0,29,3,15,0,6,0,0,0,0,0,25,8,24,0,0,3,0,0,0,0,37,37,15,4,8,15,10,6,3,0,96,4,10,3,14,3,0,0,3,0,40,0,4,3,0,0,0,0,3,0,13,9,0,10,0,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,11,3,4,10,0,4,0,0,4,0,20,136,140,263,42,55,22,49,49,9,760,0,17,3,3,0,0,0,0,0,25,0,7,0,3,0,0,0,0,0,9,0,6,3,0,4,0,0,0,0,15,0,3,0,4,0,0,0,0,0,9,3,4,3,4,7,3,0,4,0,22
210021235,8,21,0,4,3,0,0,0,3,39,11,18,0,0,3,0,3,0,0,36,69,62,295,16,22,21,80,47,8,621,27,10,155,4,3,4,14,15,3,245,31,10,26,0,3,6,9,15,0,98,10,31,3,9,0,0,0,3,0,54,5,36,3,7,3,0,3,3,0,69,63,36,12,6,27,14,3,12,0,172,15,22,0,14,5,3,3,3,0,71,5,9,7,4,0,0,0,4,0,30,10,4,21,7,3,10,5,12,0,66,0,0,0,0,0,0,0,0,0,0,4,6,3,4,4,0,4,3,0,41,0,0,28,3,0,8,12,16,10,76,265,260,560,85,71,60,146,140,27,1618,8,9,4,8,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,5,5,3,6,4,3,4,0,5,0,29,0,0,3,0,5,3,0,0,0,16,4,10,9,0,6,7,0,12,0,42
210031236,10,27,6,0,3,5,3,0,0,62,19,46,8,3,8,4,3,8,0,106,31,61,87,3,14,11,24,20,0,249,10,24,62,3,0,3,6,7,0,118,0,6,3,0,0,0,0,0,0,20,7,37,0,9,0,0,0,7,0,56,9,51,3,7,3,0,0,0,0,70,61,64,19,8,28,25,18,15,0,245,14,70,7,24,12,7,7,11,3,145,11,59,18,6,10,12,3,9,0,127,7,0,24,5,0,0,3,11,4,60,0,0,0,0,0,0,0,3,0,3,12,4,3,0,3,0,0,5,0,30,5,0,3,0,4,5,3,3,8,37,197,451,255,72,95,69,69,97,23,1329,0,22,9,4,8,5,0,3,0,51,0,9,4,0,4,3,0,0,0,14,3,11,0,0,3,0,0,6,0,30,0,7,0,0,3,0,0,0,0,16,0,4,3,5,3,0,0,0,0,12
210031237,4,20,6,0,6,5,9,5,0,49,29,91,32,14,16,15,20,17,7,238,34,77,168,17,23,11,65,64,7,454,18,5,115,0,5,0,8,21,3,176,0,0,6,0,0,0,3,0,0,16,3,37,0,15,3,3,3,7,0,68,3,31,0,7,0,3,0,0,0,54,69,89,32,37,44,41,60,53,10,438,11,36,5,34,20,3,15,3,0,127,7,18,11,5,3,3,6,4,0,49,11,0,40,4,0,4,8,4,0,75,0,0,3,0,0,0,0,0,0,6,3,7,9,3,0,0,0,5,0,29,7,9,15,3,4,0,8,11,12,74,202,418,452,145,116,91,213,185,52,1863,3,17,5,11,5,0,0,0,3,48,4,8,0,5,3,0,0,0,0,19,0,7,0,4,3,0,0,4,0,30,0,5,3,4,3,0,0,0,0,19,0,7,0,0,0,0,0,3,0,10
210031239,22,78,13,7,14,3,5,8,0,151,59,204,32,8,24,17,10,25,3,387,157,229,406,30,53,30,75,68,15,1075,57,28,280,14,19,7,11,39,3,453,11,10,29,3,4,3,4,8,0,80,10,111,3,40,15,3,8,18,3,210,24,124,3,14,11,3,3,3,3,188,234,273,62,40,150,87,59,45,18,965,54,115,17,69,35,21,10,15,5,348,21,82,25,3,25,26,3,19,7,203,28,5,82,9,11,7,20,20,0,184,0,0,0,0,0,0,0,0,0,10,9,11,7,6,8,6,8,5,3,58,6,11,24,5,5,7,12,9,23,98,692,1291,990,257,363,219,240,278,85,4408,27,75,20,14,36,15,3,8,0,194,13,57,4,5,16,7,0,9,0,116,14,45,11,8,11,9,4,8,0,107,4,19,9,3,7,8,0,3,0,47,4,3,10,3,12,0,0,0,0,30
210031438,6,35,12,3,3,3,10,8,3,94,57,175,48,16,27,17,36,30,6,413,82,159,337,27,42,44,99,98,11,899,35,15,221,6,5,5,19,31,6,346,0,3,22,4,6,0,7,3,0,45,3,50,8,32,5,3,7,3,0,107,10,52,3,15,0,3,0,12,4,93,128,147,66,67,98,58,90,108,7,776,14,59,15,47,26,9,21,24,0,210,10,34,18,12,14,9,8,7,0,105,15,0,113,14,9,18,22,23,0,220,0,0,3,0,0,0,4,4,0,9,3,5,12,3,0,3,11,7,3,51,8,10,44,0,8,12,17,15,25,133,372,749,919,239,236,187,353,382,67,3515,12,44,22,10,13,5,0,6,0,117,8,47,7,13,14,6,0,9,0,100,6,26,17,7,8,7,0,7,3,91,6,13,5,0,4,3,0,0,0,34,0,3,9,3,3,0,0,4,0,28
210031439,3,5,0,0,0,0,0,0,0,8,12,17,3,0,4,7,3,0,0,44,31,19,54,0,11,6,7,11,0,147,4,3,34,0,0,0,3,4,0,50,0,0,3,0,0,0,3,4,0,11,0,9,0,3,0,0,3,0,0,22,3,18,0,0,0,0,0,0,0,24,25,41,6,3,28,6,5,3,0,115,5,3,3,11,3,0,0,0,0,28,0,8,0,0,0,4,0,0,0,16,3,0,8,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,10,91,122,124,27,46,26,31,26,4,500,5,13,4,0,0,3,0,0,0,26,3,8,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6
210031440,0,4,3,0,3,4,3,0,0,15,6,19,7,3,7,4,3,3,0,57,15,27,103,0,11,4,22,15,4,195,9,0,69,3,0,0,10,11,3,100,0,0,5,0,0,0,0,0,0,12,3,16,3,10,4,0,0,3,0,30,0,14,0,0,3,0,0,0,0,19,27,29,7,9,21,12,11,5,3,129,8,5,4,13,6,0,8,3,0,51,3,10,7,0,3,0,0,4,0,33,3,4,17,0,0,0,5,4,0,29,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,3,0,0,14,0,4,19,7,7,3,4,3,0,50,88,137,250,43,56,28,67,53,14,735,3,15,3,3,5,0,0,0,0,27,0,8,0,0,3,0,0,0,0,10,0,9,4,0,0,0,0,0,0,14,0,3,0,0,3,3,0,0,0,9,0,0,0,0,0,3,0,0,0,9
210041240,14,21,3,3,5,0,5,0,0,47,13,41,9,0,4,0,0,0,0,68,85,100,346,15,23,31,85,59,4,751,49,9,250,0,6,8,17,31,4,368,15,6,20,0,0,0,4,11,0,66,7,38,3,20,5,0,10,3,0,95,5,54,3,6,0,0,0,3,0,78,101,76,21,12,43,28,25,16,0,323,14,18,13,34,14,10,7,7,3,120,5,18,14,5,7,7,0,3,0,61,11,0,29,4,3,3,18,11,0,80,0,0,0,0,0,0,0,0,0,3,3,0,6,4,0,0,7,0,0,27,5,3,16,0,0,5,11,6,3,53,326,382,722,121,116,98,194,152,26,2132,3,23,15,7,20,0,0,0,0,66,3,3,0,3,6,3,0,0,0,22,4,14,3,6,8,0,0,3,0,32,0,5,4,0,3,3,0,0,0,20,0,0,4,4,6,0,0,3,0,30
210041241,17,31,4,0,3,6,0,3,3,76,29,65,35,10,17,8,8,11,3,177,198,166,685,39,65,47,185,117,22,1515,83,18,465,14,19,10,44,56,5,707,12,7,61,7,5,0,4,14,0,107,14,60,6,29,11,10,12,8,0,146,21,108,9,21,12,4,6,4,0,188,205,135,30,36,115,57,63,34,13,675,39,60,15,89,28,17,17,23,6,297,15,36,16,11,9,24,9,13,0,131,23,5,65,11,8,10,23,15,0,169,0,0,0,0,0,0,0,0,0,4,6,13,9,13,11,5,9,4,3,78,12,11,28,8,13,0,22,15,10,124,668,712,1435,282,315,195,415,316,68,4410,12,40,10,4,20,8,0,3,3,102,6,19,3,0,11,3,0,0,0,50,8,9,11,7,8,9,6,7,0,65,3,9,11,0,5,4,0,0,0,31,5,3,22,5,12,3,3,3,0,53
210051242,3,6,5,4,4,3,4,3,0,30,0,30,15,9,13,10,14,25,0,118,16,22,137,18,12,15,56,30,9,312,9,4,103,0,5,0,5,16,0,140,0,0,9,0,0,3,3,8,0,17,3,10,3,9,0,0,0,7,0,32,5,21,10,4,4,0,4,0,0,45,34,35,22,32,30,25,72,53,3,310,8,23,6,45,7,10,20,11,0,133,3,4,3,3,3,5,3,3,0,34,5,0,43,10,3,5,10,16,0,95,0,0,3,0,0,0,3,0,0,4,4,0,7,0,5,0,4,0,0,21,0,3,16,6,3,4,17,14,6,80,91,173,382,148,83,80,212,190,24,1384,3,9,6,3,8,0,0,3,0,33,0,7,0,4,12,0,0,3,0,30,3,8,3,0,0,8,5,6,0,28,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6
210051243,0,9,6,4,4,0,0,5,0,32,6,21,7,4,6,3,13,4,0,66,29,39,165,12,20,17,66,42,6,390,11,3,98,3,0,3,11,18,3,157,3,0,3,0,0,0,3,4,3,19,0,5,0,11,0,0,0,4,0,34,11,21,5,0,3,0,5,3,0,52,28,29,16,28,38,16,48,31,3,232,3,19,9,37,3,9,9,18,3,118,3,3,0,0,0,0,3,0,0,18,6,0,29,11,4,0,8,9,0,61,0,0,0,0,0,0,0,0,0,4,0,3,6,3,0,0,7,3,0,23,3,5,38,5,6,6,19,18,15,112,110,160,385,118,76,59,198,168,37,1315,3,8,11,3,8,4,0,3,0,36,0,3,6,4,7,3,0,3,0,19,7,0,0,3,4,0,3,3,0,17,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
210051245,7,21,3,0,13,3,3,5,0,57,12,43,23,3,5,3,11,6,3,115,90,100,376,13,51,27,99,78,16,845,36,18,246,0,8,10,24,36,3,372,3,3,16,0,0,0,6,10,0,42,3,48,0,23,0,3,4,7,0,82,11,44,4,9,3,3,6,3,0,74,101,107,13,17,89,53,52,24,12,471,18,34,11,53,15,8,16,17,4,171,10,18,10,5,3,8,3,8,0,58,17,0,47,7,5,8,12,9,0,107,0,0,0,0,0,0,0,0,0,3,6,3,4,4,3,3,5,3,3,37,10,7,30,9,4,3,15,17,11,103,317,445,789,145,205,131,256,212,50,2554,3,28,8,5,19,11,0,4,0,75,3,13,0,0,12,0,0,0,0,32,4,8,3,6,13,3,4,3,3,47,0,3,0,0,3,6,0,0,0,14,0,0,3,0,4,0,0,0,0,13
210051246,29,30,8,0,3,3,0,3,0,79,39,73,15,0,13,12,8,6,3,162,165,111,411,14,44,47,96,82,20,991,68,16,234,8,5,3,22,43,4,410,3,3,16,0,0,0,3,3,0,26,11,69,3,25,4,0,0,0,3,118,13,38,0,10,3,3,3,0,0,78,166,125,25,13,101,53,24,17,7,526,24,41,4,37,18,10,9,11,8,157,6,16,13,6,3,3,3,3,4,60,12,0,31,5,0,0,12,8,4,81,0,0,0,0,0,0,0,0,0,4,7,3,7,0,3,3,3,3,0,34,7,7,29,3,8,11,16,10,7,95,553,533,799,125,202,146,197,202,62,2819,7,29,7,0,21,12,0,3,0,82,6,11,5,0,9,10,0,5,0,44,11,16,4,0,8,0,4,3,3,47,3,3,0,0,4,3,0,3,0,20,0,0,3,0,3,0,0,0,0,5
210051247,3,10,4,0,0,0,5,3,0,28,5,37,11,3,8,4,17,7,5,89,20,30,153,13,19,10,66,35,0,346,16,6,95,3,5,4,17,26,0,172,0,0,3,0,0,0,0,4,0,15,0,6,3,15,3,0,3,5,0,35,3,27,0,7,0,0,3,3,0,47,28,28,15,22,35,24,44,23,4,220,5,25,9,38,8,9,13,18,0,126,3,3,3,4,9,3,4,3,0,30,0,0,24,3,0,0,9,5,0,54,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,9,3,0,28,3,0,9,0,3,7,19,13,6,64,96,180,327,106,94,66,219,149,23,1257,0,15,5,3,7,3,0,0,0,36,3,3,6,5,0,0,0,0,0,17,0,4,0,4,3,0,0,3,0,22,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
