SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
213021344,693,725,1412,21,17,40,3,4,4,0,4,3,11,6,17,2835,2379,5221,120,177,292,28,0,28,66,3,70,198,42,236,27,11,45,59,62,120,4053,3432,7486,54,61,107,0,0,0,46,60,104,60,78,134,10,20,29,31,11,48,194,230,421,0,0,0,0,0,0,0,0,3,0,6,4,0,0,0,3,6,7,50,24,69,244,256,506,32,46,85,0,0,3,4,0,6,38,55,89,157,292,443,265,531,798,36,27,62,4800,4585,9381
213021345,74,80,160,3,7,13,0,0,0,0,0,0,4,0,3,909,691,1600,46,51,101,14,0,20,11,0,11,4,4,9,13,0,15,8,6,16,1088,848,1942,12,11,24,0,0,0,3,4,3,34,23,55,8,14,22,4,0,3,57,52,109,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,3,3,4,10,4,13,67,60,129,28,19,50,0,0,0,0,0,0,28,19,50,24,45,66,76,138,208,16,8,25,1293,1125,2416
213021346,505,493,994,17,10,29,0,0,3,0,6,4,13,3,15,2253,1952,4203,77,156,238,12,0,12,21,4,28,126,40,165,23,17,41,99,137,234,3157,2818,5970,35,25,62,0,0,0,35,35,69,50,45,97,5,11,19,17,11,28,140,133,270,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,27,18,43,169,152,323,24,34,58,0,0,0,0,0,0,29,36,63,192,251,445,264,442,707,29,24,56,3837,3718,7559
213031347,212,233,439,126,182,311,0,0,0,11,7,19,10,3,17,2819,1782,4601,156,249,406,33,0,36,51,7,58,72,22,95,29,12,38,64,71,138,3594,2562,6158,169,148,315,0,0,0,11,16,30,79,74,155,18,23,41,7,4,12,283,266,541,0,0,0,9,7,15,7,5,15,3,7,11,0,0,3,18,23,39,35,27,62,332,315,642,87,87,170,0,0,0,3,0,0,88,87,173,71,114,182,209,330,540,57,48,104,4352,3453,7802
213031348,913,798,1709,119,156,275,3,4,7,19,37,54,21,6,30,1937,1191,3127,91,175,262,13,0,13,61,11,73,198,99,294,21,9,30,177,215,395,3568,2702,6270,147,137,284,3,0,3,131,121,247,19,17,35,5,23,30,28,7,41,331,304,639,0,0,0,12,12,22,0,3,3,0,0,3,0,0,3,14,22,30,27,28,53,370,356,728,118,98,216,5,0,4,0,0,0,116,100,217,111,127,238,313,396,711,51,29,75,4535,3710,8246
213031349,118,156,271,18,23,46,0,0,0,97,160,260,3,6,9,2258,1650,3916,82,219,300,16,0,16,39,5,40,76,21,102,24,15,41,56,75,139,2788,2336,5122,54,57,111,0,0,0,135,148,278,48,40,85,10,7,16,3,5,8,247,254,504,0,0,0,15,10,21,3,3,10,3,0,8,0,0,0,19,19,34,31,35,61,298,302,598,82,76,152,3,5,5,0,3,0,84,80,163,77,103,186,207,337,550,36,14,45,3488,3174,6665
213031350,506,497,1007,19,28,45,0,0,0,3,3,6,4,7,8,1227,1059,2279,40,90,138,11,0,11,21,4,29,165,66,229,16,4,21,89,91,179,2097,1849,3952,41,42,88,0,0,0,46,51,96,35,31,59,4,9,9,19,13,35,147,141,292,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,10,11,22,17,39,168,165,336,18,30,51,0,0,0,0,0,0,24,34,53,85,107,193,144,293,444,20,17,39,2544,2469,5019
213031351,447,407,860,97,128,223,3,0,3,4,6,8,14,3,17,1647,1136,2782,72,134,203,18,0,18,39,11,54,153,37,193,11,10,25,58,76,130,2564,1951,4515,84,91,176,0,0,0,28,27,52,56,58,111,8,17,20,19,13,32,191,203,391,0,0,0,4,13,14,0,0,0,0,4,3,0,0,0,7,17,23,22,7,31,217,222,448,69,39,107,0,3,3,0,0,3,69,41,111,66,101,159,215,354,570,22,28,53,3159,2700,5861
213031352,721,770,1489,16,30,52,4,0,3,3,6,9,22,6,23,2117,1857,3976,92,160,249,13,3,16,51,6,62,193,53,246,21,16,40,116,127,243,3363,3041,6408,70,75,146,0,0,0,62,56,118,43,55,96,8,18,27,23,14,44,205,222,426,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,5,4,10,28,25,55,236,249,490,33,41,72,0,0,0,5,5,10,35,43,76,144,210,357,250,449,706,11,16,29,4048,4007,8059
213041353,188,216,409,9,26,32,0,0,0,3,0,3,3,0,5,3562,2890,6455,192,218,409,100,5,100,18,0,20,14,0,14,29,7,37,86,72,163,4208,3440,7650,21,7,28,0,0,0,10,11,22,63,34,101,3,9,15,9,0,9,108,71,176,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,4,0,4,48,12,55,157,83,241,28,33,65,3,0,3,0,0,0,31,34,70,126,216,345,351,572,924,37,44,80,4917,4393,9307
213041355,273,266,542,15,29,43,3,0,3,3,3,6,11,7,18,4072,3168,7238,204,284,485,93,0,93,24,0,24,3,0,3,25,15,49,28,21,48,4767,3794,8560,44,39,81,0,0,0,5,10,23,94,84,179,7,29,42,8,0,8,162,161,327,0,0,0,0,0,0,3,3,6,0,5,6,0,0,0,7,9,13,40,18,62,205,190,397,37,41,75,0,0,0,3,0,3,41,41,84,71,181,251,308,585,894,26,29,60,5426,4820,10243
213041356,109,144,255,17,24,45,0,0,0,0,3,3,0,0,7,3110,2265,5367,210,184,398,90,4,96,19,3,22,10,8,15,26,11,37,52,57,108,3650,2698,6353,22,18,40,0,0,0,5,12,23,42,30,69,5,4,9,0,0,3,75,73,152,0,0,0,0,0,0,0,0,3,3,4,8,0,0,0,3,6,11,30,11,42,111,91,203,32,39,76,0,0,0,4,0,4,37,39,79,69,133,204,267,415,681,58,40,96,4187,3423,7612
213041357,286,286,565,25,26,53,0,0,0,0,3,3,7,6,12,3880,2735,6613,225,250,473,74,3,79,17,0,17,10,0,7,30,19,42,30,51,77,4578,3377,7952,27,18,41,0,0,0,21,22,39,65,56,124,11,23,31,8,0,12,131,117,248,0,0,0,0,0,0,3,0,3,9,0,10,0,0,0,10,3,9,37,19,55,176,137,311,46,54,99,0,0,0,0,0,0,46,59,102,84,166,247,320,576,893,54,60,114,5256,4369,9624
213041358,155,174,327,13,32,48,4,0,4,0,0,0,3,0,4,3075,2375,5450,204,198,396,65,0,65,14,3,21,8,0,7,25,14,35,33,35,67,3605,2822,6425,18,16,33,0,0,0,0,5,8,50,42,94,0,13,13,3,0,3,72,80,156,0,0,0,0,0,0,8,0,6,7,5,12,4,0,4,13,9,18,26,7,39,112,100,210,24,26,52,0,0,0,3,0,3,25,26,53,77,107,180,252,433,681,48,36,82,4115,3520,7637
213041359,3,11,21,0,4,4,0,0,0,0,0,0,0,0,0,282,188,469,18,23,42,24,0,24,3,0,3,0,0,0,0,3,4,15,7,20,354,235,582,6,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,12,11,21,0,3,3,0,0,0,0,0,0,0,3,3,12,17,36,28,33,64,9,12,21,417,307,721
213041360,240,319,565,31,17,43,0,0,3,0,3,3,18,0,18,3545,2514,6060,169,239,411,63,0,68,16,0,16,0,11,7,34,21,54,24,21,44,4144,3149,7294,51,35,91,0,0,0,3,3,4,107,89,193,9,21,32,3,3,6,177,155,330,0,0,0,0,0,0,3,0,6,0,5,10,0,0,0,3,8,10,29,17,45,206,184,391,30,42,71,0,0,0,3,0,3,37,41,72,72,159,238,242,457,696,44,35,80,4752,4025,8777
213041461,41,45,78,10,18,32,0,0,0,0,0,0,9,0,13,840,588,1425,28,64,94,17,0,22,3,0,7,0,0,0,6,3,14,5,3,9,963,731,1692,15,20,35,0,0,0,0,0,0,21,19,46,0,3,6,0,0,0,39,45,84,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,14,7,15,55,52,105,9,12,24,0,0,0,0,0,0,9,12,24,15,36,53,56,89,142,13,7,20,1112,926,2035
213041462,103,86,189,6,10,17,0,0,0,0,3,0,4,0,6,1089,777,1866,46,87,138,19,0,19,3,0,3,0,0,3,12,4,17,10,7,16,1306,979,2285,14,15,31,0,0,0,4,0,3,37,41,78,3,6,6,0,0,0,56,60,117,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,15,10,22,67,68,142,14,17,31,0,4,4,0,0,0,12,16,31,23,53,74,76,120,195,6,8,15,1499,1241,2739
213041463,202,218,421,32,51,78,0,0,4,0,4,4,13,0,12,3725,2820,6542,164,274,437,54,0,54,21,0,21,12,9,17,31,13,43,24,35,59,4278,3423,7699,42,53,87,0,0,0,6,7,9,139,103,244,10,24,34,4,0,4,196,187,384,0,0,0,0,0,0,0,5,11,5,9,7,0,3,4,6,14,19,46,25,65,250,226,469,53,56,113,0,0,0,0,0,5,53,58,111,111,201,310,252,469,720,47,33,84,4993,4406,9400
213051361,232,220,450,20,27,44,0,0,0,0,0,0,11,0,12,3668,2614,6281,224,299,528,75,0,75,22,0,22,24,6,32,33,14,46,34,41,76,4351,3227,7578,58,42,106,0,0,0,6,11,24,76,71,151,14,31,44,10,0,10,173,159,330,0,0,0,0,0,0,3,5,4,3,7,6,0,0,0,6,8,17,39,29,68,210,198,410,46,61,113,0,0,0,0,0,0,46,60,111,88,181,263,318,475,794,55,46,96,5065,4187,9253
213051362,322,299,626,14,34,50,3,0,3,8,0,4,13,10,21,3155,2242,5394,202,226,431,50,0,50,28,0,30,34,4,35,25,9,31,40,88,125,3901,2907,6804,59,73,129,0,0,0,9,7,19,71,37,114,13,15,27,14,7,24,164,143,304,0,0,3,0,0,0,0,0,3,0,7,6,0,0,0,7,8,15,25,20,48,195,170,367,44,54,98,0,0,0,4,0,5,46,58,102,87,146,231,289,437,726,51,33,82,4564,3758,8315
213051363,388,323,710,21,14,35,0,0,0,0,0,0,11,9,15,1410,765,2168,116,142,253,14,0,14,20,0,20,14,3,14,17,15,31,28,22,44,2028,1282,3314,31,33,64,0,0,0,27,19,44,42,33,73,18,18,34,10,3,16,125,108,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,26,13,41,154,125,281,35,31,64,0,0,0,0,0,0,35,28,64,42,89,126,123,189,312,34,31,64,2419,1737,4163
213051365,740,607,1345,27,67,97,0,0,0,3,12,9,57,7,71,6019,3842,9861,292,442,737,105,0,105,40,0,40,18,6,18,82,28,110,59,52,110,7446,5055,12508,108,119,230,0,0,0,38,42,81,202,131,331,10,63,79,11,4,11,375,354,731,0,0,0,0,0,0,0,0,0,0,11,17,0,0,4,3,15,21,71,29,102,450,404,855,143,169,318,4,3,9,0,0,3,148,175,326,143,405,552,439,699,1141,99,76,173,8729,6824,15548
213051366,580,483,1070,18,26,45,0,0,0,4,8,7,35,4,42,4066,2116,6186,193,315,512,47,0,47,31,0,30,20,0,20,46,22,63,31,21,54,5076,2999,8076,97,113,203,0,0,0,25,16,39,174,95,275,22,57,81,7,3,14,325,287,612,0,0,0,0,0,0,0,3,3,0,0,0,3,0,7,4,4,9,55,13,65,380,310,689,117,126,249,0,0,0,7,0,7,121,126,252,84,243,330,266,439,707,63,41,109,5998,4159,10155
213051368,156,160,318,11,15,28,3,0,3,0,0,4,3,3,6,1975,1463,3439,109,130,240,34,0,34,19,0,16,14,0,14,16,10,30,77,66,145,2418,1855,4271,11,16,28,0,0,0,13,7,18,29,16,37,5,9,14,3,0,3,55,40,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,13,70,48,120,15,13,22,0,0,0,0,0,0,16,13,24,79,125,210,172,317,489,32,25,61,2792,2381,5172
213051369,538,409,946,39,61,92,0,0,0,3,3,3,16,3,21,3898,2771,6666,189,256,450,50,0,50,26,5,30,14,3,12,30,22,50,31,45,77,4831,3568,8398,68,62,134,0,0,0,34,33,74,105,87,198,22,20,40,14,3,15,247,206,455,0,0,0,0,0,0,3,3,10,9,5,10,0,0,0,11,10,18,39,30,62,289,242,536,99,93,191,0,0,0,0,0,0,99,94,194,95,200,292,302,587,888,45,39,89,5658,4739,10398
213051464,186,187,371,9,13,23,4,0,4,0,4,3,6,3,10,2272,1464,3733,115,197,313,25,0,24,21,4,22,25,0,20,17,14,30,19,9,34,2691,1883,4580,73,45,114,0,0,0,5,3,9,107,70,177,21,24,41,3,0,3,205,139,346,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,3,4,10,20,17,34,229,160,388,49,45,98,0,0,0,3,0,3,53,48,98,152,219,374,144,260,404,24,18,45,3298,2593,5889
213051465,453,411,864,20,23,42,0,0,0,0,3,4,12,0,10,3981,2801,6786,193,370,569,42,3,48,47,0,49,40,4,50,43,15,63,48,66,115,4892,3707,8600,155,102,254,0,0,0,17,15,33,166,115,278,15,51,70,20,7,29,370,292,664,0,0,0,0,0,0,0,3,4,0,3,0,3,0,3,5,3,9,49,23,71,429,320,749,92,104,199,0,0,0,3,0,7,99,106,204,169,313,480,317,510,831,44,24,77,5953,4992,10943
213051466,327,276,606,21,17,35,0,0,3,3,0,3,10,0,10,2426,1587,4015,118,250,361,20,0,20,38,0,38,16,8,22,30,17,40,32,27,54,3027,2182,5203,141,66,202,0,0,0,3,9,14,161,86,246,20,43,66,12,3,16,335,207,542,0,0,0,0,0,0,5,0,8,3,3,6,0,0,0,7,9,14,35,19,49,374,236,611,112,78,193,0,0,3,0,0,0,113,82,200,139,202,344,163,325,484,26,15,38,3846,3040,6880
213051467,306,285,588,32,44,80,0,0,0,0,0,0,13,8,23,3129,2132,5255,196,239,436,54,0,54,16,4,18,24,6,26,23,16,43,38,51,90,3835,2778,6618,50,53,99,0,0,0,14,17,24,50,44,92,10,15,22,5,3,8,127,125,246,0,0,0,0,0,0,3,0,3,0,7,12,0,0,0,4,13,17,34,18,49,161,153,311,43,63,110,0,0,0,0,0,0,43,63,110,62,116,178,256,395,649,61,38,95,4414,3540,7956
213051468,155,161,318,10,22,36,3,0,0,0,3,3,3,3,3,2301,1673,3980,135,117,253,48,0,49,14,5,19,9,3,11,11,3,18,15,23,32,2699,2011,4709,35,45,81,0,0,0,9,9,17,44,50,90,7,8,19,9,0,9,105,114,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,10,34,132,124,249,23,30,55,0,0,0,0,0,4,24,32,56,57,104,166,241,338,579,28,28,54,3180,2642,5816
214011370,84,80,161,49,62,113,3,3,9,0,0,0,3,6,10,4123,3338,7457,251,218,462,54,3,59,32,8,40,17,0,19,29,9,40,37,55,95,4690,3782,8471,29,18,54,0,0,0,3,0,4,57,36,95,11,12,15,0,0,0,103,70,169,0,0,0,0,0,0,6,0,8,3,13,17,0,0,0,9,14,27,41,10,54,153,97,249,17,17,37,3,0,0,0,0,0,18,21,36,78,154,233,311,585,902,51,35,86,5300,4676,9975
214011371,182,128,313,64,82,142,0,0,0,0,0,0,10,9,20,3661,3157,6818,222,228,452,54,3,54,28,3,35,42,17,58,25,12,44,138,163,306,4439,3801,8241,53,37,86,0,0,0,4,8,6,53,31,82,6,11,22,3,4,6,120,87,211,0,0,0,0,0,0,0,0,3,6,11,17,3,0,3,12,14,18,39,16,53,167,115,288,31,16,47,3,0,3,0,0,0,29,16,47,123,191,318,338,681,1015,50,48,106,5147,4860,10012
214011372,96,69,166,62,77,141,4,0,4,3,0,3,5,3,10,2913,2317,5229,201,179,378,52,0,49,34,3,42,30,5,36,24,6,34,57,54,108,3480,2717,6195,29,25,53,0,0,0,0,3,4,32,40,75,9,10,15,4,0,6,74,81,153,0,0,0,0,0,0,0,0,0,8,5,14,0,3,4,13,6,18,29,7,41,114,100,212,17,28,49,0,0,0,0,0,0,22,28,47,87,111,194,284,439,726,50,42,93,4032,3434,7462
214011373,120,72,191,30,14,45,0,0,0,0,0,3,7,6,10,3323,2921,6237,171,219,390,45,0,45,18,0,18,13,0,13,33,14,39,46,43,88,3803,3282,7086,19,14,31,0,0,0,0,3,3,69,27,100,11,15,23,8,0,6,106,56,165,0,0,0,0,0,3,3,0,4,8,3,6,0,0,0,8,6,11,35,20,52,145,81,228,12,20,35,0,0,0,0,3,4,13,24,38,200,279,480,294,563,864,39,36,76,4505,4263,8770
214011374,83,69,145,33,37,75,0,0,4,0,0,3,3,3,6,5064,4378,9443,295,253,547,144,10,152,32,0,31,14,9,20,33,12,48,50,55,113,5751,4824,10577,11,8,27,0,0,0,3,0,3,71,39,112,3,10,12,3,0,3,93,59,152,0,0,0,0,0,0,0,7,8,8,9,14,0,0,0,10,15,26,49,21,72,151,95,250,17,17,28,0,0,0,0,0,0,17,17,28,151,290,441,416,858,1277,42,65,104,6528,6151,12678
214011375,204,188,388,35,25,62,0,0,0,3,0,3,0,0,0,2888,2416,5300,129,140,265,47,0,47,26,5,30,31,6,32,21,14,34,33,51,85,3423,2839,6259,36,21,56,0,0,0,13,5,20,37,30,66,7,14,16,14,3,15,102,70,179,0,0,0,0,0,0,3,0,4,0,6,6,0,3,3,3,10,12,24,14,37,132,97,223,24,15,44,0,0,0,0,3,3,30,20,47,113,157,277,239,510,751,48,31,83,3985,3651,7631
214011376,79,74,155,17,21,39,0,0,0,0,0,0,3,3,9,2813,2292,5104,122,158,278,36,0,36,23,0,23,8,0,12,21,6,33,14,27,40,3139,2580,5716,9,10,13,0,0,0,3,0,3,49,30,80,4,5,7,0,0,0,63,40,105,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,23,14,38,88,63,144,14,14,26,0,0,0,0,0,0,15,14,29,109,188,295,228,409,638,24,29,53,3610,3268,6882
214021377,9,10,22,15,7,29,0,0,0,0,0,0,3,0,3,1829,1503,3331,64,96,167,42,0,40,7,0,7,9,0,7,12,19,31,27,42,69,2029,1684,3714,3,4,7,0,0,0,0,0,0,26,12,31,0,4,8,0,0,0,27,19,46,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,4,22,9,30,53,26,81,3,10,10,0,0,0,0,0,3,5,6,15,126,177,299,191,327,514,28,18,46,2425,2240,4666
214021378,14,0,14,6,3,8,0,0,0,3,0,4,0,0,0,829,619,1442,29,39,75,15,0,15,4,0,4,0,0,0,15,6,15,82,44,126,996,714,1711,0,0,0,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,22,16,41,4,0,7,0,0,0,0,0,0,4,0,8,183,202,379,118,180,295,20,21,39,1338,1132,2475
214021379,28,12,40,52,34,87,3,0,4,0,0,0,0,0,3,3630,2946,6578,223,177,403,69,0,71,28,0,25,31,6,42,76,25,104,554,207,756,4695,3407,8103,6,7,11,0,0,0,0,0,3,30,16,40,4,4,4,0,0,0,42,27,63,0,0,0,0,0,0,3,3,6,4,6,6,0,0,0,5,6,11,39,15,54,83,45,134,11,10,16,0,0,0,0,0,0,11,11,22,181,270,446,358,606,960,51,54,106,5372,4395,9767
214021380,47,30,73,26,33,60,0,0,4,0,3,3,3,4,6,3831,3507,7339,187,232,419,66,3,67,13,0,14,28,17,46,23,14,35,91,113,205,4312,3950,8262,14,11,24,0,0,0,3,0,3,55,28,85,3,12,13,0,0,0,80,48,132,0,0,0,0,0,0,0,0,0,3,7,10,4,0,4,7,6,17,34,17,52,122,75,196,15,15,38,0,0,4,3,0,3,21,22,37,182,304,483,393,707,1097,49,46,90,5077,5092,10171
214021381,101,43,144,18,19,37,0,0,0,0,4,4,4,3,3,3111,2637,5745,137,165,307,39,0,39,8,0,8,15,3,16,27,23,48,41,57,97,3511,2951,6459,15,0,16,0,0,0,0,0,0,86,27,115,0,3,6,0,0,0,105,36,139,0,0,0,0,0,0,0,0,0,5,3,7,0,0,4,7,5,14,30,11,38,139,50,190,23,13,42,0,0,0,3,0,3,31,13,42,340,459,802,259,471,728,33,33,67,4306,3983,8290
214021382,44,14,55,25,17,34,0,0,0,0,0,0,4,0,4,3285,2806,6092,168,166,335,61,0,61,15,3,19,30,3,32,29,11,40,48,39,82,3697,3066,6758,8,6,9,0,0,0,0,0,3,53,24,80,4,3,5,0,0,0,61,36,99,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,3,10,35,15,51,106,47,154,7,7,12,0,5,3,0,0,0,13,8,20,249,402,648,307,621,934,32,31,67,4401,4182,8583
214021383,12,11,23,28,11,35,0,4,6,8,5,11,0,3,4,2566,2037,4599,126,166,287,73,3,78,8,0,6,17,3,20,21,18,41,62,53,115,2922,2308,5236,0,0,4,0,0,0,0,0,0,21,6,26,0,0,0,0,0,0,17,12,28,0,0,0,0,0,0,4,3,7,3,3,10,0,0,0,8,10,17,28,12,39,54,30,80,5,6,15,0,0,0,0,0,0,8,5,17,219,284,502,300,526,824,48,41,89,3548,3200,6748
214021384,9,5,14,27,20,48,0,3,3,0,0,5,0,5,7,2880,2489,5366,191,183,375,69,0,74,11,3,14,27,9,28,22,9,30,54,86,135,3292,2807,6099,0,3,3,0,0,0,0,0,3,8,13,23,0,0,0,0,0,0,11,18,26,0,0,0,0,0,3,0,3,3,0,3,3,0,0,3,3,7,11,22,13,42,36,41,76,8,4,14,0,0,0,0,0,0,10,7,16,127,199,324,313,578,886,49,47,100,3828,3679,7507
214021385,42,26,66,13,13,26,3,0,3,0,0,0,6,3,4,3624,3267,6889,220,168,392,147,0,151,19,0,19,12,11,18,25,14,38,90,63,149,4199,3555,7754,12,3,12,0,0,0,0,0,0,35,26,63,0,3,4,0,0,0,47,38,83,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8,30,13,46,83,56,140,9,8,11,0,0,0,0,0,3,8,6,17,174,293,463,285,552,841,41,41,80,4796,4502,9292
215011386,0,0,4,3,0,3,0,0,0,0,0,0,3,0,7,1198,1052,2249,128,106,232,17,0,17,5,0,10,25,0,26,4,3,14,91,80,174,1484,1254,2740,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,8,9,18,3,0,3,0,0,0,0,0,0,3,0,3,34,41,79,144,232,374,22,20,37,1693,1549,3248
215011387,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,391,331,723,22,19,43,23,3,20,3,0,3,0,0,0,12,0,14,70,40,104,521,395,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,3,0,3,3,0,3,176,118,300,64,101,168,13,12,23,786,636,1420
215011388,0,0,0,21,16,38,4,0,8,0,0,4,4,5,10,2772,2478,5255,180,189,366,47,0,47,16,8,24,55,17,72,35,4,37,185,160,347,3324,2885,6204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,6,33,9,44,32,13,51,0,0,0,0,0,0,5,0,5,5,0,5,77,174,244,280,507,787,42,30,70,3756,3610,7364
215011389,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,576,473,1053,26,34,57,12,0,16,0,0,0,3,0,7,19,4,26,64,31,91,713,539,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,182,112,295,68,110,175,21,14,34,985,776,1760
215011390,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,912,770,1682,56,56,114,30,5,31,6,3,7,14,3,17,40,9,49,171,116,289,1232,962,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,11,3,12,4,0,4,0,0,0,0,0,0,4,0,4,203,150,358,88,173,266,22,15,37,1564,1307,2868
215011391,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,466,401,873,36,40,72,26,4,28,3,0,4,4,0,4,21,9,31,53,50,103,610,507,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,88,72,164,54,88,142,16,14,29,772,679,1453
