SA2_MAINCODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
206051132,288,21,0,0,25,0,312,31,94,0,0,97,0,126,0,3,3,0,10,0,10,0,0,0,0,0,0,0,31,93,4,0,98,0,127,0,0,0,0,0,0,0,316,115,4,0,122,0,438,170,15,0,0,15,0,183,21,50,0,0,53,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,5,0,55,0,75,0,0,0,0,0,0,0,191,63,5,0,68,0,258,93,3,0,0,3,0,98,11,16,3,0,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,4,0,19,0,23,0,0,0,0,0,0,0,102,22,4,0,24,0,123,52,7,0,0,7,0,60,5,7,0,0,7,0,6,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,7,3,0,5,0,14,0,0,0,0,0,0,0,56,9,3,0,16,0,69,68,4,0,0
206051133,377,29,0,0,29,0,409,54,153,0,0,155,0,212,0,4,0,0,5,0,5,0,0,0,0,0,0,0,54,159,0,0,162,0,214,0,0,0,0,0,0,0,438,189,0,0,191,0,624,277,22,0,0,22,0,301,32,97,0,0,97,0,130,0,3,3,0,10,0,10,0,0,0,0,0,0,3,30,109,3,0,109,0,145,0,0,0,0,0,0,0,310,125,3,0,127,0,441,129,6,0,0,6,0,136,14,25,0,0,27,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,29,0,45,0,0,0,0,0,0,0,143,33,0,0,37,0,177,71,3,0,0,3,0,73,6,10,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,10,0,15,0,0,0,0,0,0,0,81,8,0,0,8,0,92,101,3,0,0
206051134,465,44,0,0,44,0,501,44,166,0,0,170,0,216,0,9,3,0,11,0,11,0,0,3,0,3,0,3,44,174,3,0,185,0,224,0,0,0,0,0,0,0,507,219,3,0,224,0,729,335,31,0,0,31,0,367,30,120,3,3,125,0,158,0,4,0,0,4,0,4,0,0,0,0,3,0,3,30,130,6,3,134,0,160,0,0,0,0,0,0,0,360,161,6,4,169,0,527,129,9,0,0,14,0,143,6,52,0,0,52,0,61,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,52,4,0,54,0,66,0,0,0,0,0,0,0,141,66,4,0,67,0,212,89,10,0,0,10,0,95,4,22,3,0,28,0,25,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,23,3,0,28,0,29,0,0,0,0,0,0,0,92,32,3,0,40,0,124,104,5,0,0
206061135,271,15,0,0,15,0,283,30,56,0,0,59,0,89,0,3,0,0,3,0,3,0,0,0,0,0,0,0,30,59,3,0,59,0,92,0,0,0,0,0,0,0,299,75,3,0,76,0,375,232,12,0,0,12,0,248,23,33,0,0,35,0,56,0,6,0,0,10,0,10,0,0,0,0,0,0,0,23,37,5,0,40,0,62,0,0,0,0,0,0,0,254,55,5,0,52,0,308,131,5,0,0,5,0,135,11,8,0,0,8,0,22,0,3,3,0,7,0,7,0,0,0,0,0,0,0,11,14,3,0,12,0,27,0,0,0,0,0,0,0,144,22,3,0,20,0,162,79,3,0,0,3,0,77,3,13,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,15,0,0,0,0,0,0,0,80,13,0,0,13,0,92,122,3,0,0
206061136,395,23,3,0,26,0,423,47,97,0,0,101,0,150,0,3,0,0,4,0,4,0,0,0,0,0,0,0,47,102,3,0,106,0,154,0,0,0,0,0,0,0,441,130,4,5,133,0,577,230,23,0,0,24,0,255,29,56,3,0,65,0,86,0,5,3,0,4,0,4,0,0,0,0,0,0,0,29,60,8,0,70,0,94,0,0,0,0,0,0,0,259,80,7,0,92,0,353,112,10,0,0,10,0,119,15,32,0,0,37,0,51,0,0,3,0,3,0,3,0,0,0,0,0,0,0,15,35,4,0,41,0,53,0,0,0,0,0,0,0,123,41,4,0,50,0,176,77,8,0,0,8,0,80,9,24,0,0,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,29,0,34,0,0,0,0,0,0,0,82,32,0,0,35,0,113,71,11,0,0
206061137,277,11,0,0,11,0,288,49,141,4,0,146,0,199,0,11,12,0,18,0,18,0,0,0,0,0,0,0,49,155,17,0,166,0,219,0,0,0,0,0,3,4,321,165,17,0,180,3,509,131,8,0,0,8,0,139,17,67,0,0,67,0,82,0,4,6,0,13,0,13,0,0,0,0,0,0,0,17,71,12,0,80,0,100,0,0,0,0,0,0,0,141,84,12,0,90,0,236,66,5,0,0,5,0,69,8,29,3,0,32,0,39,0,3,0,0,8,0,8,0,0,0,0,0,0,0,8,36,4,0,41,0,46,0,0,0,0,0,0,0,72,39,4,0,48,0,117,48,3,0,0,3,0,53,0,23,0,0,20,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,26,0,22,0,0,0,0,0,0,0,44,26,3,0,25,0,73,77,0,0,0
206061138,207,9,0,4,12,3,222,23,69,0,0,73,0,94,0,4,0,0,7,0,7,0,0,0,0,0,0,0,23,75,0,0,81,0,103,0,0,0,0,0,0,0,230,89,0,3,95,0,326,243,16,0,0,14,0,253,24,75,0,0,75,0,91,0,4,7,0,6,0,6,0,0,0,0,0,0,0,24,79,7,0,79,0,99,0,0,0,0,0,0,0,260,87,7,0,97,0,361,177,4,0,0,6,0,186,6,38,0,0,38,0,41,0,0,3,0,3,0,3,0,0,0,0,0,0,0,6,38,0,0,35,0,43,0,0,0,0,0,0,0,185,42,4,0,43,0,232,108,4,0,0,4,0,110,6,25,0,0,23,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,24,0,0,30,0,34,0,0,0,0,0,0,0,110,30,0,0,30,0,142,173,3,0,0
206071139,164,9,0,0,9,0,170,18,57,0,0,58,0,76,0,12,0,0,11,0,11,0,0,0,0,0,0,0,18,67,8,0,73,0,93,0,0,0,0,0,0,0,177,75,8,0,79,0,257,86,0,0,0,0,0,93,11,28,0,0,28,0,38,0,4,0,0,7,0,7,0,0,0,0,0,0,0,11,28,0,0,32,0,45,0,0,0,0,0,0,0,100,32,0,0,36,0,138,51,3,0,0,3,0,50,0,15,0,0,17,0,17,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,13,0,0,15,0,15,0,0,0,0,0,0,0,51,17,0,0,20,3,68,26,0,0,0,0,0,26,0,3,0,0,6,0,6,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,10,3,0,14,0,14,0,0,0,0,0,0,0,26,10,3,0,14,0,37,29,3,0,0
206071140,209,14,0,3,15,0,221,20,53,0,0,53,0,70,0,3,0,0,3,0,3,3,0,0,0,0,0,3,20,51,0,0,51,0,70,0,0,0,0,0,0,0,226,65,0,3,70,0,295,156,11,0,0,11,0,166,17,33,3,0,31,0,49,0,3,0,0,3,0,3,0,0,0,0,0,0,4,19,34,3,0,34,0,58,0,0,0,0,0,0,0,175,43,3,0,45,0,221,81,4,0,0,4,0,83,6,15,3,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,0,17,0,27,0,0,0,0,0,0,0,88,22,3,0,21,0,107,47,7,0,0,7,0,53,7,12,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,17,0,20,0,0,0,0,0,0,0,50,19,0,0,17,0,68,65,4,0,0
206071141,135,6,0,0,6,0,139,24,61,7,3,70,0,91,0,20,9,0,24,0,24,0,0,0,0,0,0,0,24,75,15,3,92,0,112,0,0,0,0,0,0,3,152,83,15,3,99,0,256,71,0,0,0,0,0,71,9,36,6,0,33,0,40,0,25,7,0,32,0,32,0,0,0,0,0,0,0,9,56,15,0,70,0,74,0,0,0,0,0,0,0,75,56,15,0,71,0,144,28,3,0,0,3,0,29,7,7,3,0,13,0,17,0,9,6,0,16,0,16,0,0,0,0,0,0,0,7,20,16,0,32,0,36,0,0,0,0,0,0,0,29,21,16,0,33,0,64,11,0,0,0,0,0,11,0,7,0,0,9,0,9,0,4,6,0,10,0,10,0,0,0,0,0,0,0,0,15,4,0,19,0,19,0,0,0,0,0,0,0,11,15,4,0,19,0,26,9,0,0,0
206071142,178,17,0,0,13,0,192,21,77,0,0,77,0,99,0,25,18,0,39,0,39,0,6,0,3,9,0,9,21,105,23,3,133,0,148,0,0,0,0,0,3,3,199,124,21,3,143,3,344,108,4,0,0,4,0,117,7,48,0,0,46,0,60,0,8,13,0,24,0,24,0,4,0,0,4,0,4,7,61,14,0,74,0,84,0,0,0,0,0,3,3,118,68,14,0,81,3,201,34,0,0,0,0,0,36,4,20,0,0,20,0,26,0,3,10,0,12,0,12,0,0,0,0,0,0,0,4,26,9,3,37,0,41,0,0,0,0,0,3,3,35,22,9,3,34,0,74,28,0,0,0,0,0,28,0,17,4,0,19,0,21,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,17,10,0,26,0,28,0,0,0,0,0,0,0,31,16,10,0,23,0,54,33,0,0,0
206071143,320,24,0,0,24,0,337,27,50,0,0,50,0,73,0,3,0,0,3,0,3,0,0,0,0,0,0,0,27,51,0,0,52,0,81,0,0,0,0,0,0,0,345,75,0,0,71,0,422,338,16,0,0,16,0,354,35,55,0,0,55,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,3,0,62,0,98,0,0,0,0,0,0,0,372,76,3,0,80,0,450,173,5,0,0,5,0,177,9,28,0,0,28,0,40,0,0,4,0,3,0,3,0,0,0,0,0,0,0,12,30,4,0,31,0,49,0,0,0,0,0,0,0,186,34,4,0,35,0,220,86,4,0,0,4,0,95,6,19,0,0,19,0,21,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,17,0,0,20,0,28,0,0,0,0,0,0,0,92,26,0,0,27,0,121,99,3,0,0
206071144,692,37,0,0,42,0,732,66,143,12,3,158,0,219,0,28,20,0,51,0,56,0,0,0,0,4,0,4,65,170,34,7,212,0,274,0,0,0,0,0,0,0,757,209,34,6,254,0,1009,453,22,0,0,26,0,478,29,85,19,0,105,0,131,0,23,29,0,51,0,52,3,0,0,0,0,0,3,30,110,43,0,157,0,188,0,0,0,0,0,0,0,488,134,43,0,178,0,665,205,3,0,0,3,0,213,21,53,5,0,57,0,78,0,15,22,0,35,0,35,0,0,0,0,0,0,0,21,62,27,0,92,0,116,0,0,0,0,0,0,0,224,71,27,0,99,4,324,124,7,0,0,7,0,132,9,32,0,0,34,0,41,0,3,20,0,21,0,21,0,0,0,0,0,0,0,9,38,20,0,61,0,66,0,0,0,0,0,0,0,126,47,20,0,71,0,196,139,7,0,0
206071145,334,16,0,0,23,0,354,21,36,0,0,36,0,58,0,0,0,0,3,0,3,0,0,0,0,0,0,0,21,34,0,0,35,0,58,0,0,0,0,0,0,0,352,59,0,0,58,0,413,327,21,0,0,20,0,348,18,34,0,0,34,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,0,37,0,49,3,0,0,0,0,0,3,346,52,0,0,56,0,406,139,3,0,0,3,0,147,7,14,0,0,14,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,14,0,26,0,0,0,0,0,0,0,149,16,0,0,16,0,170,85,7,0,0,7,0,94,0,7,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,12,0,0,0,0,0,0,0,88,14,0,0,14,0,101,100,4,0,0
207011146,337,19,0,0,19,0,356,39,58,0,0,58,0,96,0,3,0,0,6,0,6,0,0,0,0,0,0,0,39,62,0,0,64,0,98,0,0,0,0,0,0,0,371,87,0,0,88,0,455,389,15,0,0,15,0,402,28,72,7,0,80,0,109,0,3,0,0,6,0,5,0,0,0,0,0,0,0,33,80,10,0,82,0,114,0,0,0,0,0,0,0,417,92,10,0,96,0,519,223,5,0,0,5,0,227,13,39,3,0,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,3,0,41,0,53,0,0,0,0,0,0,0,237,43,3,0,46,0,285,137,4,0,0,4,0,139,3,18,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,23,0,31,0,0,0,0,0,0,0,143,25,0,0,25,0,167,161,7,0,0
207011147,193,19,0,0,19,3,210,40,188,18,3,209,0,251,0,21,13,0,36,0,33,0,0,0,4,4,0,4,43,209,39,6,244,0,286,0,0,0,0,0,0,0,232,227,39,6,261,3,494,281,13,0,0,13,0,296,38,238,7,3,256,0,292,0,15,19,0,38,0,38,0,0,0,0,0,0,0,38,260,32,3,291,0,330,0,0,0,0,0,0,0,316,270,32,3,299,0,617,234,12,0,0,12,0,240,28,154,9,0,168,0,192,0,10,7,0,21,0,21,0,0,0,0,0,0,0,28,164,24,0,184,0,209,0,0,0,0,0,0,0,261,173,24,0,195,0,454,171,3,0,0,3,0,176,12,107,7,0,113,0,126,0,6,18,0,19,0,19,0,0,0,0,0,0,0,12,114,25,0,136,0,146,0,0,0,0,0,0,0,182,116,25,0,140,0,323,283,12,0,0
207011148,289,29,0,0,29,0,319,48,286,14,0,304,0,353,0,12,21,0,30,0,34,0,0,0,0,0,0,0,57,298,35,0,334,0,388,0,0,0,0,0,0,3,347,328,34,0,363,0,703,454,29,0,0,29,0,481,86,383,19,3,403,0,485,0,11,33,0,41,0,41,0,0,0,0,0,0,0,89,392,52,3,444,0,526,3,0,0,0,0,0,5,540,422,47,3,473,0,1017,321,26,0,0,29,0,351,48,283,22,0,304,0,347,0,6,30,0,32,0,33,0,3,0,0,3,0,3,48,291,50,0,335,0,388,3,0,0,0,0,0,3,372,318,51,0,368,0,742,264,25,0,0,25,0,291,40,189,13,0,205,0,239,0,5,15,0,23,0,23,0,0,0,0,0,0,3,36,197,31,0,226,0,267,0,0,0,0,0,0,0,301,221,31,0,255,0,559,351,25,0,0
207011149,517,29,0,0,29,0,544,64,203,10,0,211,0,275,0,12,6,0,22,0,22,0,3,0,0,4,0,3,64,221,17,3,238,0,299,0,0,0,0,0,0,0,579,249,17,3,265,0,846,743,22,0,3,25,0,777,64,206,13,0,220,0,290,0,11,3,0,14,0,14,0,0,0,0,0,0,0,64,224,14,0,240,0,307,3,0,0,0,0,0,3,811,248,14,0,270,0,1082,532,14,0,0,14,0,548,28,116,4,0,124,0,149,0,0,3,0,4,0,4,0,0,0,0,0,0,0,28,120,9,0,133,0,159,0,0,0,0,0,0,0,561,132,9,0,139,0,704,368,8,0,0,8,0,373,26,82,7,0,92,0,111,0,8,4,0,13,0,13,0,0,0,0,0,0,0,26,93,12,0,105,0,125,0,0,0,0,0,0,0,388,93,12,0,110,0,493,474,14,0,0
207011150,523,16,0,0,16,0,541,71,142,4,0,143,0,218,0,0,4,0,3,0,3,0,0,0,0,0,0,0,71,141,6,0,149,0,226,3,0,0,0,0,3,4,602,162,6,0,173,3,773,814,34,0,0,34,0,845,67,163,9,0,172,0,239,0,4,7,0,8,0,8,0,0,0,0,0,0,0,67,169,14,0,181,0,251,3,0,0,0,0,0,0,879,203,14,0,214,0,1099,491,23,0,0,23,0,514,21,82,0,0,82,0,108,0,0,0,0,3,0,3,0,0,0,0,0,0,0,21,82,3,0,91,0,108,0,0,0,0,0,0,0,508,109,3,0,111,0,623,310,9,0,0,9,0,313,11,55,0,0,55,0,71,0,0,3,0,3,0,3,0,0,0,0,0,0,0,11,55,3,0,58,0,72,0,0,0,0,0,0,0,320,62,3,0,64,0,384,419,17,0,0
207011151,530,15,0,0,15,0,552,50,190,3,0,194,0,244,0,32,12,0,44,0,42,0,0,3,0,3,0,3,53,217,16,0,241,0,292,0,0,0,0,0,0,0,583,238,16,0,259,0,846,602,10,0,3,13,0,622,37,146,0,0,146,0,182,0,17,8,0,26,0,26,0,0,0,0,0,0,0,37,168,8,0,176,0,208,0,0,0,0,0,0,0,645,181,8,3,188,0,828,367,6,0,0,6,0,372,22,51,0,0,54,0,77,0,4,4,0,8,0,8,0,0,0,0,0,0,0,22,53,4,0,62,0,83,0,0,0,0,0,0,0,394,63,4,0,68,0,455,217,5,0,0,5,0,224,17,41,0,0,42,0,58,0,3,3,0,10,0,10,0,0,0,0,0,0,0,17,41,5,0,44,0,65,0,0,0,0,0,0,0,236,45,5,0,53,0,286,298,10,0,0
207011152,417,30,0,0,30,0,443,49,166,0,0,170,0,219,0,7,8,0,17,0,17,0,0,0,0,0,0,0,54,173,10,0,184,0,242,0,0,0,0,0,0,0,470,202,10,0,215,0,680,452,12,0,0,12,3,471,36,133,5,0,140,0,170,0,4,17,0,20,0,20,0,0,0,0,0,0,0,32,138,16,0,154,0,193,0,0,0,0,0,0,0,491,149,16,0,171,3,662,258,7,0,0,7,0,262,17,49,3,0,55,0,76,0,4,0,0,3,0,3,0,0,0,0,0,0,0,21,54,3,0,57,0,81,0,0,0,0,0,0,0,282,60,3,0,63,0,345,171,3,0,0,3,0,174,4,26,0,0,25,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,3,0,31,0,33,0,0,0,0,0,0,0,177,32,3,0,28,0,209,223,9,0,0
207011153,565,33,0,0,33,0,601,51,207,8,0,220,0,271,0,8,15,0,23,0,23,0,0,0,0,0,0,0,51,216,25,3,246,0,297,0,3,0,0,3,0,3,621,254,25,3,283,0,904,741,35,0,0,35,0,779,56,198,11,0,204,0,260,0,4,17,0,29,0,31,0,0,0,4,4,0,4,61,199,25,4,231,0,290,0,0,0,0,0,0,0,796,239,25,4,270,0,1073,492,28,0,0,28,0,523,33,118,5,0,127,0,157,0,3,12,0,13,0,14,0,0,0,0,0,0,0,33,123,18,0,137,0,176,0,0,0,0,0,0,0,530,149,18,0,165,0,693,310,24,0,0,24,4,334,19,64,4,0,68,0,86,3,5,3,0,8,0,11,0,0,0,0,0,0,0,20,65,10,0,80,0,99,0,0,0,0,0,0,0,331,86,10,0,103,4,434,419,18,0,0
207011154,200,18,0,0,18,0,218,23,75,0,0,74,0,95,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,73,0,0,72,0,96,0,0,0,0,0,0,0,223,91,0,0,92,0,316,247,21,0,0,21,0,270,21,74,5,0,81,0,99,0,6,0,0,5,0,5,0,0,0,0,0,0,0,19,82,4,0,87,0,104,0,0,0,0,0,0,0,269,102,4,0,109,0,378,158,11,0,0,11,0,171,12,49,0,0,50,0,60,0,3,3,0,7,0,7,0,0,0,0,0,0,0,12,53,6,0,60,0,65,0,0,0,0,0,0,0,165,62,6,0,68,0,237,94,6,0,0,6,0,97,4,32,0,0,32,0,38,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,33,0,0,37,0,39,0,0,0,0,0,0,0,96,41,0,0,44,0,142,141,10,0,0
207011155,367,24,0,0,22,0,393,40,147,0,0,150,0,191,0,5,6,0,13,0,13,0,0,0,0,3,0,3,40,156,12,0,161,0,205,0,0,0,0,0,0,0,409,174,12,0,189,0,594,628,24,0,0,24,3,652,48,143,4,0,145,0,196,0,14,5,0,23,0,19,0,0,0,0,0,0,0,53,156,8,0,168,0,218,0,0,0,0,0,3,3,679,179,8,0,190,7,878,471,13,0,0,13,0,485,27,83,3,0,86,0,106,0,6,7,0,14,0,16,0,0,0,0,0,0,0,24,91,13,0,98,0,124,0,0,0,0,0,0,0,499,100,13,0,108,0,608,307,12,0,0,12,0,314,22,43,0,0,48,0,70,0,3,8,0,6,0,6,0,0,0,0,0,0,0,22,48,9,0,56,0,76,0,0,0,0,0,3,3,327,55,9,0,67,3,398,412,25,0,0
207021156,173,26,0,0,26,0,204,41,196,10,0,208,0,248,5,4,6,0,9,0,15,3,0,0,0,0,0,4,45,201,15,5,225,0,263,0,0,0,0,0,0,3,221,234,15,5,247,0,470,195,18,0,0,18,0,213,40,167,6,0,175,0,213,0,3,8,0,8,0,12,0,0,0,0,3,0,3,44,173,11,0,185,0,227,0,3,0,0,3,0,3,235,189,11,0,206,0,443,129,15,0,0,15,0,143,19,105,6,0,113,0,126,0,3,3,0,3,0,3,0,0,0,0,0,0,0,19,106,11,0,115,0,133,0,0,0,0,0,0,3,145,122,11,0,129,0,277,74,8,0,0,8,0,81,13,59,0,0,64,0,73,0,0,3,0,5,0,5,0,0,0,0,0,0,0,13,59,4,0,68,0,80,0,0,0,0,0,0,0,89,67,4,0,73,0,164,100,8,0,0
