SA2_MAINCODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
207031161,31,41,33,8,3,0,110,10,12,7,0,0,0,26,12,21,14,5,9,0,59,9,17,13,0,9,0,44,16,19,13,3,9,0,52,21,31,20,6,21,0,100,19,59,26,8,18,0,124,18,59,28,3,6,3,122,20,53,34,3,7,0,113,25,49,17,8,10,0,107,8,49,16,7,7,0,88,36,128,45,7,20,3,250,30,54,18,10,6,0,108,24,60,17,4,3,0,99,32,125,23,3,4,0,191,72,217,54,10,7,0,366,29,93,28,0,5,0,156,23,51,17,6,3,0,97,5,54,15,0,4,3,83,436,1204,431,90,140,17,2310
207031162,10,16,18,7,7,0,56,3,8,3,0,3,0,13,3,10,8,0,0,0,18,3,9,4,0,3,0,26,5,11,8,0,6,0,28,5,16,12,4,4,0,35,12,28,8,3,7,0,62,15,26,19,4,3,0,64,18,46,15,0,7,0,81,10,33,17,4,10,0,77,9,27,8,6,3,0,50,21,82,17,0,4,0,130,6,25,12,3,3,0,55,13,37,4,0,0,0,51,20,57,15,5,9,0,102,33,105,14,4,10,0,169,11,47,10,0,0,0,74,6,25,13,3,3,0,47,10,30,10,0,3,0,54,217,630,216,48,82,4,1198
207031163,37,28,12,3,7,4,95,4,4,5,0,3,0,15,10,6,6,0,3,0,24,11,10,7,0,5,0,32,8,12,12,3,10,0,46,9,15,17,9,3,4,53,26,37,13,5,6,0,88,23,20,15,4,8,0,70,33,34,20,3,11,0,105,15,35,29,3,5,3,89,16,38,13,3,3,0,68,35,102,27,10,13,4,191,3,29,6,5,3,0,44,10,41,16,3,4,0,69,20,61,17,0,8,4,110,52,145,26,14,14,4,251,12,64,22,3,3,0,110,17,41,16,3,3,0,81,8,17,17,0,4,0,53,345,735,301,79,119,17,1594
207031164,26,35,27,8,9,0,109,6,3,10,0,0,0,15,9,11,11,0,3,0,32,9,12,3,0,3,0,28,7,19,0,0,9,0,42,14,23,8,0,11,0,64,17,36,19,3,8,0,80,7,33,20,4,7,0,71,21,50,20,5,7,4,103,11,45,13,0,5,3,87,7,47,11,3,0,0,69,38,99,25,11,17,3,181,22,31,4,0,0,0,61,18,49,9,3,3,0,82,14,66,16,0,6,0,107,55,167,40,12,8,3,288,27,73,19,0,4,0,127,11,51,18,3,0,0,85,19,36,18,0,12,5,86,321,890,310,65,116,22,1731
207031165,14,14,19,3,9,0,60,3,4,0,0,0,0,11,3,11,4,0,3,0,19,0,6,4,0,3,0,14,3,7,7,0,4,0,21,11,14,6,0,9,0,36,12,15,7,3,8,0,44,9,19,15,4,3,0,45,6,20,13,3,0,0,43,13,9,12,0,5,0,35,8,27,8,4,4,0,45,25,37,16,6,6,0,87,10,17,3,7,0,0,37,8,22,0,0,0,0,36,15,23,11,3,4,3,65,36,74,20,13,6,0,149,10,39,9,6,0,0,64,13,19,6,0,0,0,42,0,8,12,0,0,0,22,201,379,164,48,67,14,875
207031166,17,10,15,0,3,4,52,3,0,5,0,0,0,10,6,7,3,0,0,0,17,9,7,3,0,4,0,19,0,11,8,4,0,0,27,11,12,12,0,7,0,48,9,26,13,6,9,0,61,13,17,11,3,8,0,49,10,22,4,4,6,0,40,9,20,15,0,3,0,43,9,22,8,0,0,0,38,19,56,23,5,5,0,108,9,12,11,0,0,0,39,9,29,8,0,3,0,47,13,33,7,0,3,0,57,24,75,14,3,7,0,122,12,20,3,3,3,0,33,3,17,6,0,0,0,32,11,20,9,5,3,0,46,190,408,182,36,62,9,885
207031167,10,20,18,0,6,0,58,0,4,8,0,0,0,13,6,6,5,0,0,0,25,3,4,3,0,0,0,8,8,7,9,0,3,0,24,5,4,4,0,4,0,24,3,19,9,3,4,0,33,7,22,11,0,3,0,37,11,13,11,3,3,0,39,7,25,11,0,5,0,43,8,11,7,5,0,0,30,21,50,18,3,5,0,99,11,18,3,0,0,0,30,17,21,14,3,0,0,55,8,38,12,0,0,0,64,29,93,33,3,5,0,164,19,66,17,8,0,0,103,19,73,26,6,5,0,130,6,20,13,0,0,0,39,197,512,227,39,45,8,1024
208011168,27,21,17,4,8,0,67,5,4,3,0,0,0,10,4,8,16,0,0,0,30,3,5,5,0,0,0,19,13,12,8,0,0,0,33,16,11,10,0,4,0,40,22,25,22,9,3,3,79,14,21,14,5,0,0,56,9,18,16,3,3,0,54,12,31,19,3,5,0,70,6,24,13,0,3,0,47,26,57,25,9,5,0,124,11,18,5,0,0,0,34,17,34,15,0,0,0,60,16,61,25,3,6,0,111,40,187,61,13,4,3,315,28,115,27,0,4,0,179,34,108,31,8,0,3,188,16,36,30,3,0,0,84,317,796,358,59,52,11,1595
208011169,50,38,34,7,10,3,137,9,3,4,0,3,0,15,13,4,3,4,3,0,24,6,3,3,0,0,0,14,11,6,12,0,3,0,25,14,10,8,3,3,0,37,19,23,8,5,11,0,62,17,19,12,7,3,0,61,13,22,14,0,4,0,51,20,14,7,6,7,0,49,7,12,8,3,3,0,29,44,59,33,15,3,0,148,15,19,3,0,0,0,39,25,24,17,8,3,0,81,28,28,13,0,5,0,80,70,141,52,9,16,0,281,50,114,38,5,7,0,222,79,327,86,24,16,0,528,33,80,35,3,8,0,166,504,957,390,87,100,15,2054
208011170,28,28,28,4,0,0,85,0,3,4,0,0,0,6,7,8,3,0,3,0,24,7,16,9,0,0,0,32,5,11,3,0,3,0,27,10,19,5,3,4,3,41,14,27,9,3,9,0,65,10,26,18,3,4,0,62,13,30,13,3,3,0,62,12,25,14,3,4,0,55,7,14,8,3,3,0,36,31,79,46,14,6,0,182,10,29,3,0,0,0,43,14,36,15,3,0,0,74,23,48,23,7,0,0,99,47,158,55,14,5,3,287,31,132,29,4,4,0,200,34,171,34,18,7,0,264,24,58,25,0,10,0,111,332,913,332,84,77,9,1747
208011171,11,16,10,3,5,0,42,3,3,3,0,7,0,20,3,9,7,0,7,0,23,3,3,4,0,4,0,16,10,15,14,3,5,0,41,6,10,8,3,7,0,43,7,22,17,3,4,0,53,10,29,6,7,3,0,53,22,34,15,3,3,0,77,15,31,8,4,3,0,65,12,42,3,3,3,0,60,26,98,15,4,6,0,151,12,44,11,0,0,0,65,13,47,8,6,3,0,80,23,76,19,5,3,0,131,60,153,23,3,9,0,241,14,81,15,3,0,0,113,18,43,5,0,0,0,70,13,17,9,3,3,0,40,282,764,196,63,69,4,1378
208011172,31,30,26,4,7,0,103,0,3,0,0,0,0,9,9,6,11,0,3,0,27,4,3,8,0,3,0,18,3,16,3,0,0,0,28,11,19,17,3,4,0,50,15,25,16,0,5,0,58,15,30,24,0,5,0,74,8,34,27,3,10,0,80,11,25,30,4,7,0,70,16,26,6,6,3,0,58,47,79,34,5,5,0,166,11,30,19,0,3,0,63,13,47,18,3,3,0,94,38,62,12,5,4,3,125,47,193,53,6,3,0,310,25,136,31,11,5,0,210,27,170,42,4,3,0,250,17,46,21,0,9,3,90,357,978,377,59,91,10,1878
208011173,16,21,23,9,4,3,77,3,9,4,0,0,0,18,12,6,12,0,3,0,30,4,11,4,0,0,0,25,9,8,9,0,3,0,28,17,9,12,7,3,0,47,20,33,18,4,4,0,77,19,19,11,5,0,0,60,17,18,10,3,5,0,49,16,28,12,0,0,0,57,12,13,8,0,0,0,38,31,72,24,3,4,0,142,5,24,9,4,0,0,39,22,40,13,3,0,0,84,30,49,9,0,0,0,92,55,162,46,3,3,0,274,35,110,38,8,3,0,186,31,171,38,3,6,0,249,14,45,28,3,4,0,96,382,847,325,61,56,10,1673
208021174,40,32,30,7,7,4,122,6,8,8,0,3,0,24,14,11,10,3,3,0,35,7,15,13,0,4,0,44,13,24,15,4,3,0,56,9,31,19,3,4,0,62,19,49,28,4,16,0,117,25,53,25,8,10,0,125,15,46,29,6,15,0,108,12,45,24,9,7,0,95,11,43,20,3,3,0,82,38,125,46,11,13,3,235,14,47,15,3,4,0,88,14,67,15,7,3,0,111,29,104,20,9,3,0,171,74,259,66,15,9,0,423,28,140,23,4,5,0,203,21,108,30,10,3,0,171,13,48,24,4,14,0,103,404,1244,458,112,126,22,2369
208021176,20,26,20,0,4,0,81,7,6,3,0,3,0,15,11,7,3,0,0,0,23,5,9,4,0,0,0,17,9,5,6,0,3,0,30,13,18,10,4,3,0,47,20,17,9,4,3,0,53,18,24,10,3,8,8,70,29,31,10,10,3,4,89,27,33,7,8,4,0,86,18,43,10,4,3,3,80,39,64,18,4,6,0,129,22,26,13,3,9,0,69,26,29,8,4,3,0,65,38,49,21,6,0,0,116,63,133,23,3,8,0,235,35,55,13,3,0,0,105,13,60,16,0,0,0,88,16,17,4,0,4,4,50,410,659,206,56,74,27,1431
208021177,33,46,31,3,8,4,120,11,4,0,0,0,0,20,6,5,4,0,0,0,21,10,9,0,3,0,0,27,14,5,4,0,5,0,26,11,18,5,6,0,0,37,26,36,14,0,10,0,81,20,23,9,3,4,0,55,14,22,16,0,7,0,60,24,13,5,3,0,3,57,19,25,5,3,0,0,54,51,71,20,5,3,0,155,11,11,13,0,4,0,43,26,36,13,0,3,0,84,36,49,11,5,10,0,99,51,138,30,6,4,5,229,27,88,27,6,0,0,150,32,121,33,5,4,0,198,32,54,29,4,3,3,125,457,765,271,60,68,16,1639
208021178,21,30,26,0,8,0,92,4,5,5,0,0,0,12,4,7,4,3,3,0,26,4,14,11,0,4,0,33,9,12,3,0,4,0,31,6,11,9,3,3,0,32,20,33,18,0,3,0,67,7,21,16,6,7,0,54,15,28,14,0,0,0,59,27,24,15,0,3,0,72,14,18,6,6,0,0,42,27,78,40,9,7,0,162,14,27,7,3,3,0,53,15,46,8,3,3,0,72,29,41,8,0,3,0,84,73,161,37,4,10,0,292,43,133,34,11,8,4,230,25,111,25,6,3,3,163,27,63,27,5,10,0,127,374,863,314,63,74,11,1695
208021179,17,29,7,4,3,0,56,7,9,0,0,0,0,14,3,4,3,0,0,0,14,8,6,3,3,0,0,20,4,6,3,0,3,0,18,11,11,7,0,0,0,33,10,16,9,4,7,0,44,17,19,0,0,6,0,41,4,19,8,0,0,0,34,14,21,9,5,7,0,52,11,15,3,4,0,0,37,31,45,8,0,3,0,87,7,13,4,0,0,0,29,15,24,8,0,0,0,49,25,38,5,3,0,0,71,23,102,20,4,6,0,162,26,68,6,3,0,0,108,17,85,22,3,0,3,130,12,24,10,3,3,4,58,265,551,142,48,42,15,1052
208021180,10,6,10,4,0,0,29,0,3,0,0,0,0,3,6,5,0,0,0,0,13,3,7,3,0,0,0,13,3,8,0,0,3,0,19,7,7,3,0,3,0,21,4,15,4,3,3,0,31,11,13,6,4,0,0,39,5,20,10,3,3,3,44,8,21,9,3,5,0,48,12,15,5,0,0,0,31,28,46,17,3,6,0,92,10,16,0,3,0,0,30,6,23,8,3,0,0,45,9,41,10,0,0,0,59,22,66,11,4,0,0,107,12,32,9,0,0,0,46,7,15,5,0,0,0,25,3,15,10,4,4,0,40,159,377,114,45,25,11,726
208021181,18,18,13,0,0,0,46,3,3,0,0,0,0,10,3,8,4,0,3,0,17,3,6,0,0,0,0,12,6,6,6,0,0,0,25,5,14,11,0,5,0,35,11,17,12,0,3,0,43,12,15,9,3,4,0,51,13,16,8,0,0,0,36,6,26,10,3,3,0,43,13,14,3,0,0,0,32,19,41,21,6,3,0,88,14,21,0,3,0,5,43,9,14,6,0,0,0,36,14,45,3,0,0,0,60,27,105,23,4,0,4,167,17,34,8,0,0,0,61,14,28,10,0,4,0,54,6,31,6,0,3,0,49,206,473,159,33,42,11,916
208021182,22,10,14,3,4,0,50,5,3,0,0,0,0,12,5,6,6,0,0,0,25,3,3,4,0,4,0,17,14,10,12,0,0,0,33,6,13,7,3,3,0,33,8,13,11,3,4,0,42,9,18,17,7,4,0,54,15,15,11,5,5,4,51,6,20,14,9,0,0,53,9,31,6,0,0,0,51,28,52,23,3,6,0,118,12,18,8,0,0,0,41,14,29,8,0,0,0,44,19,36,15,8,0,3,82,42,116,28,9,3,3,198,10,47,8,5,0,0,78,10,48,13,0,7,0,77,13,15,6,5,6,0,44,263,515,202,55,46,16,1099
208021426,19,25,20,3,12,0,81,11,7,8,0,0,0,22,3,15,8,3,3,0,38,9,17,8,0,3,0,34,11,7,15,0,7,0,40,11,23,20,6,14,0,76,17,42,15,5,8,3,89,18,31,22,8,6,0,91,20,40,26,5,3,0,89,15,41,18,5,8,0,94,10,39,15,3,0,0,67,41,96,24,5,12,0,180,10,55,15,4,3,0,86,15,62,11,7,3,3,105,21,64,20,5,7,0,118,60,184,38,9,6,0,297,15,75,22,0,0,0,111,19,60,6,5,0,0,93,10,39,19,3,11,0,73,327,939,314,79,99,12,1769
208021427,20,22,19,4,8,4,81,3,4,0,3,4,0,12,7,6,4,0,4,0,29,5,12,6,3,6,0,27,6,15,16,0,9,0,44,11,23,7,3,4,0,48,20,31,22,8,12,0,93,20,32,17,5,12,0,85,15,27,22,3,5,0,72,20,37,20,4,6,0,86,20,34,6,0,6,0,68,31,88,26,13,8,7,164,19,28,6,0,0,0,50,16,56,15,4,3,0,93,18,87,15,5,8,3,136,57,175,45,11,9,3,292,20,66,16,9,3,0,107,15,25,8,0,0,0,48,11,33,23,3,3,3,80,332,786,291,81,112,20,1623
208031183,6,17,15,0,3,0,46,0,8,5,0,3,0,19,6,11,10,0,0,0,28,4,9,7,0,0,0,20,9,9,10,3,3,0,35,7,20,10,3,5,0,47,15,23,33,3,13,0,79,17,39,20,6,6,0,90,16,31,18,6,6,0,73,17,61,27,4,4,0,106,10,37,14,3,8,0,73,20,100,31,5,9,0,172,13,46,19,6,0,0,80,18,55,14,0,0,0,82,21,55,22,3,3,0,110,30,103,52,6,8,0,200,9,34,13,0,0,0,58,7,19,4,3,0,0,37,8,32,17,4,4,3,63,231,699,344,54,83,7,1413
208031184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031185,20,18,16,0,3,3,58,4,3,0,0,0,0,9,15,4,9,0,9,0,27,5,6,4,3,3,0,16,10,12,8,0,0,0,37,16,15,5,3,11,0,55,14,30,19,0,4,0,61,31,39,15,3,6,0,93,20,46,19,14,7,3,100,22,57,17,4,10,0,114,23,49,18,8,10,0,105,52,80,29,8,12,3,175,26,32,20,4,3,0,86,28,38,5,4,3,0,79,38,54,7,4,4,0,114,53,98,25,4,10,3,191,18,18,7,4,8,3,56,12,12,7,3,0,0,31,17,24,19,3,6,0,70,425,633,237,69,108,14,1495
208031186,16,14,4,3,0,0,39,9,0,3,0,0,0,14,9,3,3,0,3,0,20,5,10,8,5,7,0,30,17,19,7,0,5,0,48,19,19,4,3,3,0,60,19,35,11,12,8,0,84,32,34,12,15,10,0,100,37,58,13,11,10,0,125,42,68,5,7,6,3,128,32,48,3,3,4,0,93,67,108,15,4,8,0,203,29,45,6,0,3,0,89,23,56,3,0,0,3,85,39,78,4,6,0,0,126,54,107,26,5,3,0,203,11,29,4,3,0,0,47,18,10,4,0,0,0,35,21,25,4,4,4,0,61,505,753,151,82,87,15,1587
208031187,4,3,3,0,0,0,13,0,3,0,0,0,0,6,10,5,3,0,6,0,18,3,3,4,3,3,0,21,7,4,8,0,3,0,21,9,16,8,4,10,0,41,6,25,13,4,3,0,53,23,26,15,4,3,0,71,8,36,10,7,3,0,66,7,30,15,6,10,0,63,10,30,10,4,0,0,53,19,48,15,5,7,0,97,11,30,5,0,3,0,53,11,27,8,0,0,0,47,11,38,9,0,0,0,68,16,31,9,0,0,0,65,0,6,0,0,0,0,6,0,3,0,0,0,0,9,5,15,9,3,0,0,33,172,378,133,42,55,9,791
208031188,29,35,13,4,10,0,93,5,6,8,0,4,0,25,3,13,10,0,7,3,32,3,13,9,3,3,0,32,13,24,9,3,13,0,67,32,23,22,6,4,0,94,24,44,17,7,10,0,105,34,60,26,17,15,0,151,40,69,19,15,13,0,155,41,81,22,13,14,3,169,52,78,14,8,10,4,159,79,146,38,17,17,4,304,40,68,11,9,5,0,135,31,78,12,3,5,0,128,56,126,28,16,9,0,235,92,233,43,14,13,0,398,27,60,10,3,4,0,104,15,33,5,3,0,0,52,32,45,20,5,3,4,103,652,1216,355,145,161,19,2546
208031189,12,18,14,3,6,0,49,8,7,0,3,0,0,17,8,7,9,0,4,0,24,13,7,11,0,3,0,32,7,10,9,3,4,3,32,11,25,20,8,8,0,76,18,40,9,5,4,0,83,19,34,25,3,7,0,93,13,35,15,7,8,0,78,22,58,9,7,10,0,99,19,49,10,5,7,3,95,51,104,47,8,13,0,213,27,40,13,3,3,0,82,19,51,17,0,0,0,83,35,92,12,3,4,0,148,60,132,20,4,0,3,223,15,50,6,0,0,0,79,8,28,5,0,3,0,43,21,39,10,3,7,0,82,383,821,265,64,85,8,1622
208031190,20,14,10,3,7,0,57,3,5,0,0,0,0,8,10,3,5,3,3,0,30,3,7,7,0,3,0,19,8,11,12,0,5,0,29,16,15,15,0,5,0,52,11,21,12,0,4,0,48,18,31,12,4,12,0,72,18,38,10,4,10,3,79,33,23,3,8,8,0,72,20,27,10,3,3,0,65,34,81,19,9,8,5,157,14,21,5,3,5,0,57,27,36,6,3,0,0,72,30,55,22,5,3,0,123,42,127,27,7,0,3,201,12,45,7,0,4,0,78,13,35,6,0,0,0,59,9,19,13,0,3,0,51,342,621,212,58,89,12,1329
208031191,6,13,11,3,3,0,38,3,3,3,0,3,0,10,4,5,0,0,4,0,12,0,5,7,0,0,0,17,3,15,4,0,3,0,31,10,10,3,0,3,0,35,6,17,19,3,9,0,48,5,27,7,3,5,0,44,15,32,10,9,4,0,63,19,46,15,12,3,3,90,8,23,12,5,3,0,49,29,55,12,7,5,0,111,11,29,4,3,3,0,55,12,34,3,5,0,0,53,21,56,14,3,4,0,91,53,100,23,3,5,3,196,12,35,9,0,0,0,55,3,14,0,0,0,0,28,5,15,8,0,7,0,34,248,518,157,53,68,12,1055
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,28,31,19,0,8,3,90,7,8,3,0,0,0,19,11,16,10,6,3,0,40,6,9,7,3,4,0,35,17,15,15,4,6,0,57,20,22,18,3,18,3,87,22,43,32,6,12,0,118,34,51,29,13,11,0,135,29,61,33,5,6,0,132,37,84,18,3,13,0,162,35,63,17,7,8,0,119,68,129,46,11,10,5,269,30,80,8,3,8,0,123,28,67,15,4,3,0,128,55,130,39,3,9,0,243,82,246,45,11,12,0,389,25,96,19,3,0,0,151,11,45,15,0,5,0,85,25,53,26,3,5,3,110,563,1249,408,98,136,19,2479
208041194,21,36,27,4,7,0,101,4,0,3,0,3,0,9,3,4,0,0,4,0,17,3,7,3,0,3,0,17,3,13,7,0,3,0,22,9,10,10,0,7,0,36,13,28,15,4,4,3,70,15,25,10,0,4,0,59,17,14,11,0,0,0,47,9,22,3,6,4,0,48,14,12,3,3,0,0,35,41,68,29,3,3,0,139,15,11,3,3,0,0,33,15,27,6,0,3,0,56,21,17,14,6,3,3,65,48,127,38,9,3,0,227,40,123,29,3,5,0,203,39,259,59,10,9,0,385,19,59,26,5,10,0,112,357,857,304,56,78,12,1676
208041195,42,44,39,4,7,0,139,4,12,4,0,3,0,23,13,13,9,3,4,0,34,3,4,5,0,3,0,20,0,10,7,0,4,0,21,12,27,13,0,3,0,57,15,26,14,4,3,4,69,17,29,21,3,3,0,64,6,43,19,3,5,0,84,15,32,21,5,3,0,74,24,28,3,4,4,0,68,37,112,25,3,5,0,185,19,27,8,0,0,0,49,15,40,8,0,4,0,70,23,65,22,0,3,0,120,54,169,43,12,3,3,287,24,167,37,7,5,0,245,30,231,53,9,5,0,327,11,53,27,0,3,0,99,362,1134,381,58,88,23,2042
209011196,17,16,12,3,5,0,46,0,8,3,0,0,0,21,8,11,6,3,6,0,27,3,5,5,0,0,0,13,9,7,6,3,3,0,29,12,16,14,5,6,0,53,12,29,20,0,7,0,67,18,38,14,4,6,0,75,12,30,20,3,3,3,70,18,42,16,3,11,0,88,9,20,4,0,3,0,45,35,79,18,5,0,0,133,18,30,4,3,3,0,61,7,26,3,0,0,0,40,18,50,8,5,3,0,80,18,46,14,3,3,0,86,4,9,4,4,0,0,27,3,8,0,0,0,0,15,6,25,13,0,11,0,50,221,501,177,42,65,8,1022
209011197,24,23,24,0,4,0,80,12,9,5,0,9,0,35,9,16,19,3,5,0,53,19,9,17,5,8,0,64,12,11,18,3,4,0,52,22,34,35,5,11,0,107,25,40,35,12,20,0,130,28,48,55,23,18,0,183,27,96,36,9,10,0,186,49,101,54,13,15,0,227,49,93,31,6,10,6,185,72,174,43,12,15,0,321,29,100,18,8,5,0,151,35,77,14,5,3,0,144,64,163,35,0,3,0,260,70,159,30,7,12,0,284,21,39,8,4,3,3,77,10,20,11,0,0,0,44,27,52,19,10,7,3,116,605,1279,516,120,155,19,2693
209011198,28,25,18,0,4,0,76,4,3,3,0,0,0,13,10,15,3,0,6,0,36,4,7,3,0,3,0,18,10,12,12,0,3,0,40,11,8,9,0,0,0,24,10,42,10,0,6,0,75,21,35,17,5,9,0,80,11,35,10,6,7,0,74,11,46,24,0,3,0,87,13,35,6,4,3,0,68,19,82,22,11,4,3,140,23,29,3,3,0,0,60,17,39,5,3,4,0,66,21,86,11,3,4,3,128,43,173,22,3,0,0,246,17,62,11,3,3,0,98,10,35,0,0,0,0,46,13,31,11,0,0,0,56,286,811,203,51,63,8,1420
209011199,6,5,8,3,0,0,26,4,4,4,0,0,0,9,8,5,7,0,3,0,21,0,3,6,3,6,0,21,5,15,7,0,4,0,34,7,9,6,3,3,0,42,11,32,9,5,8,0,72,24,20,15,10,10,0,73,20,36,9,4,13,3,82,23,40,7,3,6,0,74,15,28,11,0,6,0,59,37,52,9,0,3,0,114,32,25,4,0,0,0,59,24,35,5,3,3,4,71,43,57,10,3,0,0,111,25,44,7,5,10,0,91,10,13,6,0,0,0,31,7,6,0,3,0,0,14,9,7,9,3,3,0,43,321,436,141,54,82,14,1050
209011200,12,23,17,0,4,0,59,0,4,0,0,0,0,9,7,9,3,3,0,0,22,7,9,3,3,0,0,22,10,11,7,0,0,0,28,7,15,7,3,7,0,33,15,18,15,0,8,0,53,9,20,11,8,4,0,48,11,18,9,0,8,0,53,5,28,16,3,5,0,55,6,13,11,0,3,0,36,24,45,23,3,3,0,95,12,17,3,0,0,0,36,8,23,5,3,0,0,42,26,47,9,3,0,0,91,31,107,33,3,3,0,172,15,54,21,0,3,3,98,19,76,21,5,0,0,120,8,25,18,3,4,0,54,233,548,239,39,63,7,1129
209011201,19,15,11,0,4,0,54,0,3,3,0,0,0,8,3,4,3,0,0,0,11,0,0,4,0,0,0,5,3,0,7,0,4,0,16,0,4,4,0,0,0,13,8,9,9,6,3,0,37,3,3,10,0,0,0,29,6,12,10,0,3,0,38,3,6,5,0,0,0,21,0,9,8,4,0,0,19,11,34,18,0,4,0,69,0,3,6,0,0,0,11,11,24,9,3,0,0,38,4,20,8,0,0,0,40,17,68,31,3,0,0,124,16,51,17,0,3,0,92,10,77,20,0,6,0,115,7,22,15,0,0,0,49,129,387,203,20,32,7,781
