SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
207021424,3358,..,..,..,..,3358,..,28,0,32,0,32,..,145,5,147,4,151,..,0,0,0,0,0,..,789,196,992,3,992,..,713,211,922,7,926,..,52,14,68,0,68,..,1560,420,1976,11,1987,..,13,0,14,0,14,..,5,0,5,0,5,..,10,0,10,0,10,..,31,0,31,0,31,..,408,53,464,4,469,..,8,0,8,0,8,..,59,0,61,0,61,..,26,0,31,0,31,..,22,0,22,0,22,..,31,0,29,0,29,..,25,0,25,0,25,..,163,3,173,0,173,..,207,15,221,4,224,..,5,0,5,0,5,..,29,11,40,0,36,..,27,4,33,0,33,..,11,0,11,0,11,..,132,14,145,0,147,..,10,0,10,0,10,..,10,0,8,0,8,..,0,0,0,0,0,..,4,0,4,0,5,..,3,0,3,0,3,..,28,0,28,0,28,..,3,0,3,0,3,..,18
207021425,2866,..,..,..,..,2866,..,11,0,11,0,8,..,82,5,89,0,90,..,0,0,0,0,0,..,675,220,900,0,900,..,736,253,982,0,983,..,47,7,58,0,58,..,1462,477,1937,0,1938,..,16,3,21,0,21,..,8,0,8,0,8,..,9,0,11,0,11,..,21,0,21,0,21,..,273,50,318,0,318,..,4,0,4,0,4,..,68,3,66,0,66,..,34,0,35,0,35,..,23,0,23,0,23,..,49,0,54,0,54,..,29,0,33,0,33,..,201,12,211,0,211,..,136,24,161,3,163,..,15,3,16,0,16,..,55,23,83,0,82,..,27,0,28,0,31,..,6,0,6,0,6,..,182,44,223,0,223,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,9,4,15,0,15,..,10,0,10,0,10,..,49,3,49,0,49,..,7,0,9,0,6,..,16
207031161,7127,..,..,..,..,7127,..,3,0,3,0,3,..,24,0,23,0,23,..,0,0,0,0,0,..,309,81,389,0,390,..,696,217,908,4,913,..,46,7,53,0,55,..,1050,300,1354,6,1357,..,7,0,7,0,7,..,5,0,5,0,5,..,17,0,17,0,17,..,35,0,35,0,35,..,169,27,194,0,194,..,24,0,24,0,24,..,120,3,121,0,121,..,133,4,139,0,139,..,43,3,47,0,47,..,21,0,21,0,21,..,69,4,75,0,75,..,395,21,415,0,415,..,97,10,109,0,107,..,29,9,36,0,36,..,53,16,64,0,65,..,13,3,16,0,16,..,3,0,4,0,4,..,79,20,102,0,100,..,12,0,12,0,12,..,12,0,15,0,15,..,0,0,0,0,0,..,10,3,11,0,11,..,10,0,10,0,10,..,28,9,36,0,36,..,10,0,7,0,7,..,14
207031162,3401,..,..,..,..,3401,..,6,0,6,0,6,..,15,0,16,0,16,..,0,0,0,0,0,..,186,50,238,0,239,..,357,121,474,0,481,..,37,9,46,0,46,..,581,179,756,3,761,..,4,0,4,0,4,..,11,0,11,0,11,..,15,0,11,0,11,..,12,0,12,0,12,..,139,23,161,5,167,..,0,0,0,0,0,..,34,0,34,0,34,..,18,0,18,0,18,..,24,3,25,0,25,..,0,0,0,0,0,..,13,0,13,0,13,..,97,3,100,0,100,..,49,0,55,0,55,..,17,0,14,0,14,..,30,4,31,0,36,..,9,0,8,0,8,..,5,0,5,0,5,..,17,7,28,0,28,..,13,0,14,0,14,..,0,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,4,..,21,0,21,0,21,..,7,0,7,0,7,..,6
207031163,4572,..,..,..,..,4572,..,9,0,9,0,9,..,34,10,41,0,47,..,0,0,0,0,0,..,464,216,679,6,685,..,1321,683,2007,12,2020,..,110,72,184,5,185,..,1894,970,2865,21,2884,..,8,0,8,0,8,..,10,0,10,0,10,..,21,0,21,0,21,..,28,0,28,0,28,..,98,15,118,0,116,..,37,5,42,0,42,..,120,3,122,0,124,..,38,0,39,0,41,..,71,0,71,3,74,..,33,0,28,0,28,..,91,6,100,0,100,..,391,20,408,3,413,..,84,12,97,0,101,..,21,0,27,0,27,..,81,37,114,0,118,..,3,0,3,0,3,..,0,0,0,0,0,..,57,12,64,0,64,..,14,0,14,0,14,..,10,0,8,0,8,..,0,0,0,0,0,..,10,0,8,0,8,..,19,0,19,0,19,..,56,6,62,3,62,..,20,0,20,0,20,..,12
207031164,4976,..,..,..,..,4976,..,5,0,5,0,5,..,23,0,23,0,23,..,0,0,0,0,0,..,406,127,532,0,532,..,884,371,1258,8,1264,..,48,31,75,0,75,..,1343,526,1868,9,1872,..,11,0,15,0,15,..,14,0,14,0,14,..,27,0,30,0,30,..,31,3,32,0,34,..,174,30,205,0,206,..,8,0,8,0,8,..,53,5,62,4,63,..,31,3,28,0,28,..,47,4,44,0,50,..,22,0,22,0,22,..,44,0,42,0,44,..,199,10,204,9,211,..,122,16,133,0,133,..,29,5,32,0,32,..,69,26,94,0,95,..,14,0,14,0,14,..,0,0,0,0,0,..,40,12,53,0,53,..,7,0,11,0,11,..,6,3,9,0,9,..,0,0,0,0,0,..,15,0,15,0,15,..,8,0,8,0,8,..,40,0,40,0,40,..,15,0,15,0,15,..,12
207031165,2720,..,..,..,..,2720,..,3,0,3,0,3,..,42,5,49,0,49,..,0,0,0,0,0,..,206,53,261,0,260,..,761,248,1013,5,1017,..,87,43,136,0,136,..,1058,352,1411,4,1414,..,9,0,9,0,9,..,3,0,3,0,3,..,35,0,40,0,40,..,19,0,19,0,19,..,149,41,185,3,187,..,17,0,18,0,18,..,117,3,126,0,125,..,20,0,17,0,17,..,161,3,163,0,163,..,33,0,33,0,33,..,70,0,72,0,72,..,417,10,427,0,431,..,61,6,67,0,67,..,11,3,17,0,17,..,13,10,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,24,0,24,..,11,0,16,0,16,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,11,0,11,..,12,0,14,0,14,..,63,0,64,0,71,..,15,0,15,0,15,..,16
207031166,2299,..,..,..,..,2299,..,8,0,8,0,8,..,16,3,22,0,22,..,0,0,0,0,0,..,218,59,275,0,275,..,526,218,748,0,748,..,50,21,68,0,68,..,795,295,1090,0,1090,..,6,0,9,0,9,..,12,0,12,0,12,..,17,0,19,0,19,..,17,0,17,0,17,..,378,85,462,5,461,..,13,0,13,0,13,..,76,0,76,0,76,..,29,0,32,0,29,..,127,0,126,0,130,..,13,0,13,0,13,..,63,0,63,0,63,..,325,5,327,0,329,..,80,11,95,3,102,..,13,0,19,0,19,..,30,10,41,0,44,..,8,0,6,0,7,..,3,0,3,0,3,..,26,0,32,0,32,..,16,0,17,0,17,..,11,0,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,53,6,63,0,63,..,18,0,18,0,18,..,3
207031167,3602,..,..,..,..,3602,..,9,0,9,0,9,..,11,0,11,0,11,..,0,0,0,0,0,..,100,24,121,0,125,..,253,96,354,8,357,..,22,5,24,0,24,..,375,128,502,9,506,..,7,0,7,0,7,..,0,0,0,0,0,..,16,0,17,0,17,..,11,0,11,0,11,..,70,7,78,0,78,..,3,0,3,0,3,..,38,0,38,0,38,..,4,0,9,0,9,..,22,0,22,0,22,..,3,0,3,0,3,..,19,0,20,0,22,..,96,3,104,0,100,..,36,3,39,0,39,..,11,0,17,0,17,..,15,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,10,0,10,..,5,0,5,0,5,..,7,0,7,0,7,..,0,0,0,0,0,..,6,0,6,0,12,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,0
208011168,5551,..,..,..,..,5551,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,14,0,14,0,14,..,61,22,83,0,81,..,0,0,0,0,0,..,79,22,98,0,101,..,5,0,5,0,5,..,12,0,12,0,12,..,21,5,28,0,28,..,65,0,65,0,65,..,107,4,112,0,114,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,47,3,51,0,51,..,22,0,18,0,18,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,8,0,8,..,25,6,31,0,31,..,0,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
208011169,8464,..,..,..,..,8464,..,13,0,13,0,12,..,32,0,31,0,31,..,0,0,0,0,0,..,60,3,60,0,64,..,221,67,287,0,288,..,13,3,22,0,22,..,296,71,369,0,365,..,12,0,14,0,14,..,28,0,28,0,28,..,84,3,85,0,88,..,66,0,66,0,68,..,183,8,193,4,198,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,17,0,17,0,17,..,6,0,6,0,6,..,0,0,0,0,0,..,48,0,48,0,48,..,145,14,160,3,162,..,31,7,41,0,41,..,7,0,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,41,3,42,0,43,..,108,26,127,0,127,..,0,0,0,0,0,..,19,0,19,0,19,..,3,0,3,0,3,..,10,0,10,0,10,..,4,0,4,0,4,..,3
208011170,5798,..,..,..,..,5798,..,8,0,8,0,8,..,12,0,12,0,12,..,0,0,0,0,0,..,32,3,34,0,34,..,178,48,226,0,226,..,15,0,12,0,12,..,225,51,279,0,279,..,7,0,7,0,7,..,7,0,7,0,7,..,39,4,41,0,41,..,46,0,46,0,46,..,214,17,229,0,227,..,8,0,8,0,8,..,34,0,34,0,34,..,11,0,15,0,15,..,10,0,10,0,10,..,0,0,0,0,0,..,6,0,6,0,6,..,69,0,67,0,67,..,118,6,126,0,126,..,33,13,38,0,38,..,4,0,9,0,9,..,3,0,3,0,3,..,4,0,4,0,4,..,9,0,10,0,10,..,49,4,52,0,52,..,151,7,159,3,164,..,0,0,0,0,0,..,27,0,31,0,31,..,4,0,4,0,4,..,10,0,6,0,6,..,5,0,5,0,5,..,3
208011171,4063,..,..,..,..,4063,..,14,0,14,0,14,..,22,4,29,0,29,..,0,0,0,0,0,..,14,4,17,0,17,..,61,18,78,0,78,..,3,0,8,0,8,..,83,26,100,0,100,..,10,0,10,0,10,..,3,0,3,0,3,..,27,0,27,0,27,..,38,0,37,0,37,..,110,28,136,0,142,..,5,0,5,0,5,..,39,0,39,0,39,..,27,0,27,0,27,..,0,0,3,0,3,..,6,0,6,0,6,..,15,0,15,0,15,..,88,0,93,0,93,..,33,3,34,0,34,..,18,0,19,0,19,..,7,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,8,3,8,0,8,..,21,4,30,0,30,..,48,17,65,0,65,..,3,0,3,0,3,..,18,0,25,0,25,..,11,0,11,0,11,..,6,0,6,0,6,..,3,0,3,0,3,..,5
208011172,6924,..,..,..,..,6924,..,13,0,15,0,15,..,46,0,49,0,49,..,0,0,0,0,0,..,30,5,31,0,31,..,87,31,115,0,115,..,3,0,5,0,5,..,113,34,154,0,154,..,18,0,18,0,18,..,20,0,20,0,20,..,45,0,46,0,46,..,55,0,57,0,57,..,161,17,179,3,181,..,0,0,0,0,0,..,33,0,33,0,33,..,14,0,15,0,15,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,61,0,59,0,59,..,92,10,104,0,104,..,30,3,30,0,30,..,5,3,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,35,4,42,0,42,..,84,29,111,3,113,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
208011173,6639,..,..,..,..,6639,..,24,0,24,0,24,..,27,0,25,0,25,..,0,0,0,0,0,..,21,3,24,0,24,..,61,25,79,0,79,..,9,0,10,0,10,..,88,30,115,0,115,..,10,0,10,0,10,..,29,0,27,0,29,..,40,0,42,0,42,..,61,0,61,3,67,..,126,14,137,0,142,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,23,0,23,0,23,..,68,10,73,0,73,..,15,3,18,0,18,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,12,0,12,..,13,0,13,0,11,..,45,10,55,0,55,..,0,0,0,0,0,..,13,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3
208021174,7258,..,..,..,..,7258,..,13,0,13,0,13,..,37,0,39,0,42,..,0,0,0,0,0,..,86,36,119,0,118,..,513,168,677,4,679,..,29,9,44,0,44,..,628,209,840,3,843,..,18,0,16,0,16,..,17,0,17,0,17,..,64,0,64,0,66,..,52,0,57,0,57,..,343,53,399,7,409,..,11,0,11,0,11,..,95,5,104,0,104,..,38,0,35,0,40,..,11,0,11,0,11,..,9,0,9,0,9,..,53,5,57,0,62,..,213,18,232,3,235,..,174,15,190,0,191,..,70,13,81,0,81,..,68,22,87,0,87,..,18,3,18,0,18,..,3,0,3,0,3,..,12,0,14,0,16,..,47,0,48,0,48,..,278,35,313,0,314,..,0,0,0,0,0,..,33,0,30,0,30,..,8,0,8,0,8,..,17,0,17,0,17,..,10,0,10,0,10,..,0
208021176,4742,..,..,..,..,4742,..,7,0,7,0,7,..,22,0,21,0,21,..,3,0,3,0,3,..,145,21,160,0,166,..,619,140,753,3,762,..,39,9,48,0,48,..,801,168,971,4,971,..,14,4,14,0,14,..,3,0,3,0,3,..,43,7,47,0,47,..,34,0,34,0,34,..,270,59,330,0,330,..,25,0,25,0,25,..,211,10,219,0,219,..,37,0,37,0,37,..,51,0,55,0,55,..,37,0,35,3,40,..,247,16,263,3,263,..,601,25,627,8,628,..,77,6,88,0,88,..,58,11,65,0,65,..,62,25,89,0,94,..,0,0,0,0,5,..,0,0,0,0,0,..,26,3,25,0,25,..,25,0,25,0,25,..,247,70,313,0,315,..,0,0,0,0,0,..,15,3,15,0,15,..,8,0,8,0,8,..,33,3,35,0,38,..,7,0,7,0,7,..,9
208021177,6897,..,..,..,..,6897,..,13,0,13,0,13,..,17,0,17,0,17,..,0,0,0,0,0,..,80,13,95,0,91,..,320,53,370,3,370,..,28,6,37,0,37,..,428,73,495,3,500,..,6,3,11,0,11,..,10,0,10,0,10,..,118,6,118,0,118,..,29,0,29,0,36,..,129,17,145,0,148,..,14,0,14,0,14,..,94,3,101,0,101,..,10,0,10,0,10,..,20,0,16,0,16,..,17,0,17,0,17,..,94,0,99,0,99,..,250,5,258,0,258,..,66,6,70,0,71,..,28,6,34,0,34,..,14,0,22,0,22,..,5,0,5,0,5,..,4,0,4,0,4,..,17,0,21,0,21,..,49,4,54,0,54,..,184,28,212,0,212,..,4,0,4,0,4,..,10,0,10,0,10,..,8,0,8,0,8,..,22,0,28,0,28,..,10,0,10,0,10,..,3
208021178,5681,..,..,..,..,5681,..,20,0,20,0,20,..,17,0,22,0,24,..,0,0,0,0,0,..,59,13,69,0,70,..,180,38,217,0,224,..,10,3,16,0,16,..,244,59,304,3,302,..,6,0,6,0,6,..,4,0,4,0,4,..,83,6,87,0,87,..,35,0,36,0,36,..,219,34,255,0,254,..,3,0,3,0,3,..,51,0,55,0,55,..,17,0,17,0,17,..,11,0,11,0,13,..,6,0,6,0,8,..,57,9,61,0,61,..,151,6,161,3,159,..,72,0,71,0,71,..,41,25,58,0,58,..,4,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,10,0,10,0,10,..,55,3,57,0,61,..,374,61,430,0,437,..,0,0,0,0,0,..,19,3,16,0,16,..,16,0,16,0,16,..,14,3,15,0,15,..,5,0,5,0,5,..,0
208021179,3934,..,..,..,..,3934,..,3,0,3,0,3,..,8,0,14,0,14,..,0,0,0,0,0,..,28,5,33,0,33,..,64,20,89,0,87,..,7,3,6,0,6,..,102,33,128,0,135,..,6,0,6,0,6,..,7,0,7,0,7,..,61,3,68,0,68,..,35,0,38,0,38,..,116,19,142,3,142,..,4,0,4,0,4,..,51,0,51,0,51,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,3,0,3,..,35,0,38,0,38,..,107,0,103,0,103,..,62,5,70,0,71,..,21,9,35,0,35,..,10,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,26,0,26,..,79,14,92,0,95,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,11,0,11,0,11,..,7,0,10,0,10,..,3
208021180,1929,..,..,..,..,1929,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,61,10,71,0,72,..,208,43,250,0,250,..,10,8,27,0,28,..,281,63,350,3,350,..,4,0,6,0,6,..,0,0,0,0,0,..,16,0,16,0,19,..,5,0,5,0,9,..,349,89,437,4,446,..,10,0,10,0,10,..,84,4,82,0,82,..,28,0,28,0,28,..,19,0,15,0,15,..,6,0,6,0,6,..,74,0,74,0,73,..,212,6,214,0,217,..,51,11,61,0,61,..,16,5,22,0,19,..,28,17,42,0,42,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,10,0,10,..,29,11,41,0,43,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,6,0,6,..,32,3,30,0,30,..,10,0,10,0,10,..,3
208021181,2936,..,..,..,..,2936,..,5,0,5,0,5,..,23,0,23,0,23,..,0,0,0,0,0,..,50,7,58,0,58,..,203,39,240,0,240,..,16,3,15,0,15,..,264,48,307,0,307,..,3,0,3,0,3,..,4,0,4,0,4,..,28,0,28,0,28,..,33,0,33,0,33,..,200,34,234,0,233,..,15,0,15,0,15,..,83,3,87,0,87,..,26,0,26,0,26,..,33,3,31,0,31,..,5,0,5,0,5,..,83,5,93,0,89,..,249,10,258,0,260,..,51,6,55,0,55,..,23,0,22,0,22,..,28,3,34,0,34,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,11,0,11,..,21,3,25,0,25,..,69,20,83,0,90,..,0,0,0,0,0,..,10,0,12,0,12,..,9,0,8,0,8,..,16,0,16,0,16,..,8,0,8,0,8,..,0
208021182,3541,..,..,..,..,3541,..,0,0,0,0,0,..,13,0,16,0,16,..,0,0,0,0,0,..,80,21,109,0,109,..,335,92,430,4,429,..,38,8,48,0,48,..,452,127,579,4,579,..,9,0,9,0,9,..,4,0,4,0,4,..,44,0,44,0,44,..,28,0,26,0,26,..,163,22,184,4,183,..,21,0,21,0,21,..,241,4,248,7,251,..,62,0,66,0,63,..,24,0,25,0,25,..,16,0,23,0,23,..,194,10,205,0,203,..,567,20,588,4,593,..,46,0,53,0,53,..,40,7,45,0,44,..,25,6,30,0,30,..,0,0,0,0,0,..,0,0,0,0,0,..,9,6,6,0,6,..,41,4,42,0,42,..,173,29,207,0,210,..,0,0,0,0,0,..,18,3,21,0,21,..,14,0,14,0,14,..,30,3,30,0,30,..,25,0,25,0,25,..,10
208021426,4466,..,..,..,..,4466,..,12,0,12,0,12,..,34,0,37,0,37,..,0,0,0,0,0,..,73,14,88,3,92,..,318,96,413,4,422,..,8,0,8,0,8,..,397,111,510,10,520,..,14,0,14,0,14,..,3,0,3,0,3,..,32,0,32,0,28,..,23,0,23,0,23,..,425,70,497,4,500,..,8,0,8,0,8,..,76,0,78,0,78,..,22,3,24,0,25,..,26,0,26,0,23,..,7,0,7,0,7,..,39,0,46,0,46,..,180,5,186,0,187,..,93,14,106,3,105,..,27,3,30,0,30,..,48,12,62,0,62,..,4,0,4,0,4,..,4,0,4,0,4,..,13,0,10,0,10,..,30,3,27,0,27,..,274,46,316,0,319,..,0,0,0,0,0,..,23,3,25,0,28,..,3,0,3,0,3,..,19,0,19,0,19,..,5,0,5,0,5,..,6
208021427,4385,..,..,..,..,4385,..,8,0,8,0,8,..,37,3,42,0,40,..,0,0,0,0,0,..,45,13,58,0,58,..,162,44,198,4,202,..,5,3,15,0,15,..,212,61,272,4,278,..,5,6,10,0,10,..,5,0,5,0,5,..,28,7,28,0,28,..,19,0,19,0,19,..,356,49,409,5,412,..,5,0,5,0,5,..,47,0,47,0,47,..,20,0,20,0,20,..,21,0,25,0,25,..,3,0,3,0,3,..,16,3,19,0,19,..,115,0,116,0,116,..,120,10,133,3,135,..,17,9,24,0,24,..,12,0,12,0,12,..,4,0,4,0,4,..,3,0,3,0,3,..,18,0,18,0,18,..,32,5,38,0,38,..,183,42,225,4,225,..,0,0,0,0,0,..,4,0,9,0,9,..,12,0,12,0,11,..,17,0,17,0,17,..,5,0,7,0,12,..,3
