SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED23702,3,0,0,0,0,6,0,0,0,10,0,29,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,3,0,4,0,7,0,16,0,0,0,3,0,0,0,4,0,3,0,7,0,3,0,0,0,0,0,6,0,14,0,33,3,6,0,12,0,7,0,16,0,20,4,71,5,11,0,17,5,24,0,27,4,36,0,134,11,11,3,33,6,79,3,47,10,44,0,244,21,38,5,125,7,171,0,63,9,61,0,494,34,45,10,253,18,201,11,41,5,54,4,671,46,32,3,312,33,181,6,46,12,60,0,733,92,29,12,361,21,174,9,29,4,32,0,770,298,52,14,683,67,248,20,37,13,39,3,1480,304,35,5,520,54,107,12,19,4,19,0,1086,229,22,3,226,22,59,12,4,3,8,0,594,152,5,0,100,21,62,4,3,7,4,0,359,243,7,9,232,17,71,5,9
SED23806,5,0,0,3,0,4,0,0,0,27,0,40,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,4,0,3,0,6,0,6,0,12,0,0,0,0,0,4,0,6,0,0,0,9,0,0,0,0,0,6,0,4,0,17,0,29,0,0,0,3,0,7,0,10,3,21,0,49,3,4,0,4,0,12,0,14,0,24,0,64,8,8,0,11,3,39,0,15,0,26,0,114,8,20,0,27,0,61,0,23,0,33,0,175,20,10,3,37,0,56,3,15,0,42,0,194,21,7,3,48,0,60,4,14,3,21,0,189,33,14,0,69,3,81,3,23,3,18,0,249,69,26,5,156,24,205,5,24,10,49,0,574,109,39,5,234,22,74,3,23,0,29,0,531,124,23,4,181,29,50,4,17,0,14,0,450,149,15,3,138,25,277,0,12,3,22,0,647,954,84,14,1346,132,500,32,75
SED23901,7,0,0,3,0,3,0,3,0,33,0,47,0,0,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,0,0,8,0,13,0,18,0,0,0,0,0,0,0,5,0,11,0,18,0,0,0,3,0,3,0,14,0,28,0,46,3,8,0,8,0,11,0,34,3,24,0,83,3,3,0,16,4,32,3,31,0,36,3,131,6,10,0,13,3,68,3,35,3,41,0,176,9,34,0,60,10,124,4,30,0,68,4,344,34,21,0,79,6,115,0,35,10,60,0,364,24,35,3,138,5,128,4,24,3,52,0,412,33,27,3,148,10,128,6,25,3,60,0,441,151,48,10,413,39,302,18,37,3,69,3,1088,210,24,9,449,45,114,16,29,6,29,3,937,206,13,3,332,47,66,8,18,3,17,0,705,157,18,3,165,29,175,3,18,3,12,0,585,598,44,7,785,79,214,13,28
SED24006,9,0,0,4,0,6,0,8,0,56,0,82,0,0,0,5,0,3,0,3,0,6,0,24,0,0,0,0,0,8,0,10,0,22,0,37,0,3,0,0,0,3,0,6,3,8,0,27,0,0,0,6,0,9,0,7,0,16,0,40,3,6,0,10,0,16,0,21,3,21,0,79,3,11,0,9,0,22,3,23,7,24,0,96,7,8,0,18,3,48,0,24,3,30,0,140,21,33,3,43,0,75,6,30,3,54,0,262,31,35,0,64,4,70,4,31,3,37,0,290,28,9,0,92,7,81,4,24,0,32,0,283,37,16,3,109,7,99,3,30,7,34,3,344,128,34,3,223,14,215,4,41,5,72,4,747,167,21,3,295,26,116,10,39,7,37,0,724,161,28,7,251,13,71,6,22,5,22,0,582,159,9,3,138,16,233,8,30,9,26,0,623,963,83,16,1187,80,477,21,73
SED24105,5,0,0,3,0,3,0,4,0,99,0,118,0,0,0,3,0,0,0,3,0,24,0,32,0,3,0,0,0,3,0,16,3,47,0,73,0,0,0,0,0,0,0,14,0,22,0,45,0,3,0,3,0,13,0,45,4,81,0,151,0,15,3,9,0,49,0,53,3,80,0,214,9,22,0,17,3,145,0,64,8,109,3,387,14,35,0,51,4,201,6,86,10,117,4,534,55,49,7,121,10,306,7,78,7,164,3,802,115,42,4,183,10,280,11,54,13,141,3,864,141,34,3,199,11,203,0,56,3,95,4,752,193,27,3,228,16,151,3,25,15,72,0,734,449,52,13,383,44,245,16,41,11,111,4,1363,381,26,18,298,45,141,10,30,7,59,0,1009,235,11,3,157,24,60,5,15,3,29,0,536,175,9,4,76,16,81,0,14,3,19,0,391,306,17,4,181,22,87,0,9
SED24207,0,0,3,0,0,4,0,4,3,79,3,96,0,0,3,0,0,3,0,5,0,27,0,39,0,0,0,0,0,3,0,16,3,49,0,72,0,0,0,0,0,3,0,16,0,24,0,50,4,6,0,3,0,20,0,41,3,102,0,185,0,10,0,18,0,38,0,69,10,73,0,228,9,22,3,18,3,117,0,70,5,130,3,384,4,31,4,61,9,263,10,101,19,134,4,634,33,65,7,158,7,386,8,108,26,167,5,969,110,51,6,270,25,361,18,87,24,136,5,1100,118,40,3,270,23,356,15,67,12,87,5,1007,160,36,10,295,32,245,6,51,10,78,3,934,539,70,23,531,68,439,14,53,19,104,3,1852,515,33,18,423,64,146,17,26,17,56,0,1315,336,14,9,218,31,70,5,14,0,26,0,726,209,12,5,81,22,92,0,6,3,11,4,434,294,12,6,171,22,72,4,10
SED24308,0,0,0,4,0,0,0,0,0,20,0,28,0,0,0,0,0,0,0,3,0,14,0,21,3,3,0,3,0,3,0,11,0,10,0,26,0,3,0,0,0,3,0,10,0,10,0,23,0,4,0,0,0,8,0,13,3,49,0,83,0,5,0,4,0,20,0,33,0,48,0,117,9,6,0,3,0,56,0,43,9,98,4,231,5,18,0,32,4,99,3,60,3,103,0,333,25,26,4,83,7,194,5,72,16,104,3,538,26,38,5,171,20,194,12,62,15,77,7,620,56,33,4,221,20,160,11,31,8,46,0,583,89,27,3,231,20,143,7,23,8,45,0,594,194,42,17,434,32,210,17,38,13,47,4,1043,173,16,6,300,46,77,13,13,9,22,0,673,146,4,9,162,25,30,0,3,3,17,0,400,99,0,3,74,11,39,0,0,4,4,0,240,164,10,3,156,13,48,10,5
SED24408,7,0,0,7,0,8,0,0,0,4,0,29,3,3,0,4,0,8,0,0,0,3,0,23,7,0,0,10,0,3,0,3,0,6,0,30,3,0,0,3,0,0,0,4,0,0,0,12,6,0,0,5,0,3,0,10,0,22,0,50,4,3,0,9,0,19,0,11,0,27,3,76,21,12,3,25,0,35,0,31,0,43,0,175,18,15,3,73,5,99,5,33,7,55,3,328,42,33,0,169,15,123,5,47,14,52,0,510,56,36,3,231,23,131,12,30,12,27,0,564,66,31,7,262,20,81,5,21,4,28,3,536,88,27,0,233,18,79,7,12,3,10,0,474,182,40,11,368,47,105,16,12,3,20,3,805,154,13,3,206,25,26,9,4,0,5,0,455,112,3,5,116,13,9,3,3,0,3,0,268,55,4,0,35,3,13,0,0,0,0,0,110,99,10,0,82,9,24,3,0
SED24504,0,3,0,0,0,3,0,0,3,13,0,23,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,4,0,0,0,11,7,0,0,9,0,0,0,7,3,12,0,41,3,3,0,8,3,11,0,24,4,10,0,63,6,16,3,12,0,23,0,25,4,33,0,128,11,27,3,35,8,47,3,24,3,37,0,188,19,40,0,94,10,97,10,50,9,45,3,384,39,52,5,124,13,122,3,42,13,44,0,450,50,39,0,213,18,132,4,26,6,27,0,523,67,35,3,218,26,118,14,21,3,24,4,538,169,50,10,482,41,243,23,24,11,31,3,1088,205,44,7,421,43,78,13,21,5,12,0,850,192,22,6,228,27,46,4,4,0,9,0,546,149,13,7,114,13,138,3,12,12,6,0,469,277,35,10,352,38,103,15,15
SED24606,3,0,0,3,4,7,0,0,0,14,0,32,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,4,0,3,0,14,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,4,0,6,0,16,0,0,0,3,0,13,0,10,0,8,0,34,4,0,0,0,0,23,0,7,3,18,0,48,3,10,0,12,3,17,3,15,3,17,0,79,11,10,0,12,0,40,4,11,4,22,0,117,23,6,3,39,7,43,0,15,0,29,0,170,11,16,0,38,8,78,0,14,0,28,0,195,25,5,4,56,3,81,0,13,7,18,0,216,63,14,3,173,22,164,4,29,6,39,0,515,97,12,0,213,20,56,0,17,4,20,0,444,112,12,3,181,19,42,3,18,3,21,0,413,121,20,3,122,24,300,0,14,3,17,0,628,815,73,19,1177,91,517,16,68
SED24703,4,0,0,0,0,3,0,0,0,37,0,47,7,0,0,0,0,0,0,0,0,13,0,19,4,0,0,0,0,3,0,0,3,14,0,24,0,0,0,0,0,3,0,9,0,5,0,19,0,3,3,3,0,6,0,10,3,34,0,59,3,3,0,0,0,15,0,26,0,26,0,74,0,7,0,8,0,23,0,26,0,29,0,102,7,9,0,17,0,42,0,26,3,40,3,149,12,7,0,26,0,69,0,36,4,29,4,197,23,17,3,40,6,83,3,12,7,40,0,237,24,20,0,38,0,174,6,15,3,28,0,311,17,11,3,38,7,122,0,11,3,15,0,228,95,20,9,148,19,243,12,30,8,34,4,606,118,15,3,160,33,46,5,9,3,16,0,418,126,19,4,138,35,26,0,4,0,10,0,367,91,5,9,80,36,130,0,13,3,8,0,362,456,39,15,377,70,160,10,15
SED24808,3,0,0,0,0,5,0,4,3,42,0,60,0,0,0,0,0,3,0,0,0,19,0,26,0,0,0,0,0,3,0,6,0,22,0,34,0,0,0,0,0,3,0,3,0,8,0,18,0,0,0,3,0,5,0,10,3,57,3,86,0,3,0,3,0,29,0,36,4,53,0,126,9,13,0,15,3,62,3,46,8,103,0,251,4,20,0,40,11,169,4,61,8,105,3,430,22,29,3,126,11,323,7,91,18,133,5,768,62,35,9,228,17,359,8,57,24,86,0,887,87,32,7,299,23,316,4,44,15,62,3,904,147,26,3,300,35,259,8,32,18,44,3,871,425,43,14,557,72,311,18,56,11,74,5,1588,335,27,14,387,65,120,17,19,15,22,3,1021,237,9,3,204,42,49,7,6,3,13,0,575,155,8,0,90,11,66,0,6,4,6,0,345,215,6,3,170,20,80,4,5
SED24904,5,0,0,7,0,0,0,3,0,20,0,38,0,0,0,5,0,3,0,4,0,9,0,23,0,0,0,4,0,0,0,6,0,19,0,33,0,0,0,0,0,0,0,4,0,4,0,17,5,4,0,4,0,6,0,10,0,51,0,82,4,0,0,10,0,19,3,24,4,25,0,102,13,6,0,24,4,41,0,28,6,78,0,201,8,27,3,47,7,107,0,51,9,72,6,339,35,41,7,150,11,169,8,37,7,78,6,544,64,24,5,244,22,154,7,39,7,41,6,610,72,26,6,228,27,116,6,27,9,35,0,545,102,20,11,235,22,90,8,13,8,21,5,530,265,24,13,400,40,98,9,26,9,29,3,919,225,21,4,230,33,40,9,7,0,12,0,590,132,5,3,112,16,11,7,3,3,3,0,303,76,4,0,50,7,17,0,0,0,0,0,162,120,0,11,110,11,33,4,3
SED25003,3,0,0,3,0,0,0,0,0,50,0,59,0,0,0,3,0,0,0,3,0,12,0,23,0,3,0,0,0,6,0,17,0,33,0,52,0,0,0,0,0,3,0,11,0,16,0,33,0,0,0,3,0,7,0,18,3,62,0,94,6,6,0,5,3,39,4,44,8,56,0,166,6,14,0,12,0,95,0,53,9,108,0,300,3,23,3,44,3,204,3,64,9,102,3,473,32,54,4,133,8,294,6,91,14,127,5,778,62,52,7,231,20,290,4,84,10,89,3,856,84,39,4,324,23,260,10,48,18,76,3,877,151,41,9,319,33,223,10,46,17,65,0,907,452,58,23,659,62,353,22,56,17,82,5,1784,359,29,15,496,61,144,15,35,5,32,0,1199,279,15,4,246,27,76,8,12,0,16,3,701,166,3,0,112,14,80,0,5,6,14,0,401,269,13,5,205,24,76,3,8
SED25102,4,3,0,4,0,0,0,0,0,9,0,17,0,0,0,0,0,3,0,3,0,6,0,15,3,0,0,0,0,0,0,4,0,4,0,13,0,0,0,0,0,0,0,6,0,7,0,10,0,0,0,3,0,3,0,6,0,3,0,28,0,3,0,3,0,16,0,11,0,16,0,51,3,7,0,5,0,10,3,15,3,26,0,76,6,21,3,33,3,50,0,28,3,27,0,177,17,31,0,89,3,110,7,27,5,64,0,358,33,35,3,174,13,134,11,36,9,49,4,508,29,45,8,233,27,163,14,34,11,31,0,592,65,39,5,253,20,154,6,29,8,33,0,607,204,66,11,581,49,287,13,46,14,35,3,1313,236,34,11,547,56,102,16,16,5,19,0,1051,223,16,3,287,35,49,3,7,3,12,0,642,166,12,4,125,28,88,5,9,4,3,0,444,297,11,10,362,36,93,13,25
SED25205,8,0,0,4,0,4,0,0,3,12,0,25,0,0,0,0,0,0,0,0,0,4,0,9,0,5,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,11,0,16,0,0,0,3,0,5,0,3,0,10,0,26,0,4,0,3,0,6,0,25,4,17,0,52,7,3,0,16,0,14,0,23,7,29,0,95,7,13,3,27,0,54,0,23,3,41,0,171,10,33,0,66,3,95,3,37,3,51,0,312,29,35,0,172,8,123,5,30,5,42,3,454,32,27,3,186,12,139,7,22,10,41,0,478,52,23,9,219,23,147,8,15,5,33,6,539,211,53,12,574,51,343,16,43,8,44,0,1350,274,34,10,644,48,108,13,17,6,31,0,1182,279,27,14,422,41,67,8,13,3,7,0,878,210,8,6,163,43,153,3,9,4,7,0,598,508,12,7,519,56,149,11,14
SED25302,0,0,0,0,0,5,0,0,0,10,0,19,0,0,0,4,0,0,0,0,0,5,0,5,4,0,0,0,0,0,0,3,0,6,0,15,0,0,0,0,0,0,0,3,0,3,0,8,0,3,0,4,0,0,0,4,0,11,0,28,0,3,0,6,0,11,0,9,0,11,0,45,3,9,0,9,0,20,0,17,0,20,0,86,12,3,3,33,3,28,0,23,3,22,0,133,14,22,3,62,3,75,6,25,11,51,0,277,24,26,4,154,9,116,5,26,6,35,0,395,42,39,0,215,20,122,3,24,8,26,0,499,47,29,3,266,12,114,3,18,5,28,0,523,203,49,14,552,34,238,15,37,6,39,0,1180,218,43,11,515,29,69,11,19,0,21,0,948,249,20,8,345,24,40,8,14,3,17,0,727,156,11,9,132,14,170,0,18,8,9,0,528,446,29,3,561,41,168,5,27
SED25402,3,0,0,3,0,0,0,0,0,15,0,28,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,6,0,0,0,6,0,8,0,23,0,0,0,0,0,0,0,0,0,6,0,9,3,6,0,0,0,0,0,15,3,40,0,73,0,3,0,4,0,8,0,16,3,31,0,72,0,8,0,9,3,30,3,31,3,86,3,187,5,19,4,34,8,71,0,48,11,83,0,281,19,27,3,90,5,141,12,55,13,79,4,435,40,30,3,184,15,144,7,30,6,56,4,509,43,19,0,185,16,122,13,37,8,45,3,483,70,23,0,223,26,126,6,30,10,21,0,535,190,32,13,447,43,185,11,29,13,40,0,1011,159,17,6,378,34,72,11,16,3,15,0,707,116,9,9,207,26,41,12,7,0,5,0,431,86,3,3,90,12,65,3,10,0,6,0,274,152,17,7,226,24,80,11,3
SED25501,3,0,0,4,0,3,0,3,0,66,0,86,0,0,0,0,0,3,0,4,3,16,0,29,0,0,0,0,0,5,0,7,0,29,0,44,3,0,0,3,0,3,0,6,0,18,0,36,0,9,0,7,0,3,0,21,0,27,0,79,4,5,0,4,0,24,0,31,4,48,0,119,6,17,0,12,0,47,0,35,3,56,0,182,12,24,5,33,0,91,0,63,9,70,0,304,27,51,0,66,5,138,3,75,3,69,0,444,38,44,3,108,12,163,5,45,6,49,0,474,46,37,4,149,8,158,4,38,4,39,0,484,74,23,5,169,12,190,3,35,8,58,0,579,247,65,5,316,31,352,7,41,14,95,0,1175,283,26,3,397,34,120,3,39,5,55,5,960,266,28,3,253,23,54,3,17,4,28,0,687,242,7,3,140,18,192,3,18,7,25,0,658,649,48,3,494,45,205,8,30
SED25605,0,0,0,0,0,0,0,0,0,71,0,80,0,0,0,3,0,4,0,3,0,17,0,26,0,0,0,0,0,0,0,9,0,13,0,32,0,0,0,0,0,6,0,14,0,21,0,43,0,3,0,0,0,13,0,26,4,49,0,97,5,6,0,3,0,31,0,40,3,44,0,137,7,20,3,19,0,62,0,58,3,63,0,239,5,34,3,47,3,129,0,54,8,73,0,359,31,37,0,89,5,189,3,73,12,122,3,573,49,30,3,137,12,167,8,38,5,101,0,557,73,38,4,175,14,191,7,33,8,76,0,617,105,20,6,160,10,136,6,43,7,78,3,574,283,56,3,366,37,288,11,49,7,121,7,1231,282,26,4,341,16,116,6,25,9,64,0,892,215,14,5,205,24,63,5,16,0,36,3,589,167,5,0,84,13,85,3,13,3,11,0,385,362,15,7,269,18,126,9,12
SED25704,12,0,5,5,0,3,0,0,0,9,0,33,8,0,0,0,0,3,0,3,0,7,0,17,3,0,0,4,3,4,0,7,0,4,0,28,0,0,0,0,0,0,0,0,0,8,0,15,3,0,0,9,0,8,0,4,0,33,0,65,4,0,0,17,3,21,0,16,6,17,3,84,14,11,0,31,5,29,3,38,11,55,3,196,27,20,3,55,13,97,4,41,7,40,4,322,52,28,6,154,21,166,0,44,8,54,3,534,87,32,8,243,30,145,10,41,14,54,3,664,74,19,6,234,16,104,5,13,6,27,5,512,121,16,3,260,20,89,10,23,0,27,0,578,262,37,15,413,38,99,18,21,12,18,0,943,198,12,15,224,34,39,10,6,8,7,0,550,127,10,6,114,14,16,4,3,0,3,0,298,74,4,3,46,9,21,3,0,0,0,0,156,92,3,5,109,16,25,5,11
SED25802,5,0,3,3,0,0,0,0,0,10,3,25,0,0,0,3,0,4,0,3,0,3,0,14,0,0,0,0,0,0,0,9,0,12,0,27,3,0,0,0,0,5,0,3,0,7,0,12,6,6,0,0,0,4,0,11,0,29,0,57,4,6,0,3,0,13,0,15,0,17,0,64,11,11,3,10,0,18,3,27,5,56,0,145,11,18,0,44,3,109,0,49,9,63,3,307,30,46,4,128,13,171,6,51,16,70,0,545,46,55,3,225,30,186,9,46,14,53,0,663,48,26,3,269,24,184,3,36,6,36,0,629,87,26,5,285,26,137,17,28,11,31,0,644,192,36,12,487,57,178,16,29,13,25,5,1068,206,30,7,387,47,74,8,13,3,14,5,795,154,14,7,166,21,33,6,9,3,6,0,417,92,0,3,73,14,53,3,0,3,3,0,244,183,18,8,202,18,76,6,3
SED25905,0,0,3,3,0,3,0,0,0,42,0,55,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,5,0,6,0,5,0,25,0,39,0,0,0,0,0,4,0,14,0,10,0,22,0,3,0,6,0,8,0,24,0,60,0,102,3,14,0,5,0,27,0,43,3,68,0,164,8,16,3,14,0,102,0,52,14,89,3,306,15,25,5,37,6,175,3,84,7,97,3,462,33,48,6,126,17,301,8,73,15,132,4,750,73,34,0,255,14,303,7,68,12,99,3,860,83,54,4,256,20,270,5,41,7,76,7,828,127,28,4,269,23,205,5,44,10,71,6,802,369,44,9,524,46,324,12,54,9,74,3,1474,305,36,3,382,46,129,4,29,11,37,0,986,197,9,5,213,17,71,6,6,0,14,0,548,165,9,3,89,12,67,0,10,8,7,0,377,251,6,3,205,19,82,0,8
SED26005,3,0,3,4,0,11,0,7,0,68,0,96,0,0,0,4,0,3,0,5,0,13,0,27,0,0,0,0,0,5,0,19,0,31,0,58,0,0,0,0,0,4,0,14,0,12,0,41,3,3,0,4,0,17,0,31,0,67,3,134,3,3,0,11,0,34,0,49,8,69,3,186,5,14,0,11,0,119,3,71,14,93,0,331,12,35,4,63,3,266,7,113,11,99,10,621,34,62,4,165,13,422,11,115,31,145,4,1007,94,57,5,299,21,392,10,93,18,90,7,1103,155,42,3,379,31,357,5,59,17,85,0,1130,208,32,10,415,39,300,5,26,8,59,3,1102,633,91,7,760,72,463,14,51,16,99,3,2213,537,43,3,613,64,165,18,20,5,27,4,1499,362,8,3,281,38,70,4,15,4,16,3,805,248,12,7,102,17,113,7,9,3,7,0,522,379,12,8,252,25,109,6,11
SED26102,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,8,0,3,0,10,0,0,0,0,0,0,0,3,0,5,0,9,3,3,0,0,0,3,0,4,3,15,0,32,0,6,3,3,0,5,0,19,3,10,0,59,3,11,0,13,0,29,0,24,0,35,0,109,9,24,0,19,0,62,3,45,3,52,3,223,15,52,3,82,3,97,6,41,5,51,0,356,35,48,7,174,10,120,7,43,9,50,0,490,30,26,4,194,12,124,11,33,3,29,0,463,48,33,4,224,13,99,4,28,4,27,3,492,134,40,8,365,38,155,16,22,9,39,0,832,122,21,6,296,28,49,8,4,0,17,0,560,112,14,9,142,18,19,4,7,0,8,0,344,64,10,4,61,3,39,3,0,3,0,0,181,137,15,3,142,20,59,0,7
SED26207,0,0,5,0,0,3,0,0,0,23,0,33,0,0,0,0,0,0,0,3,0,10,0,11,0,0,0,0,0,0,0,4,0,17,0,26,0,0,0,0,0,0,0,10,0,7,0,13,0,0,0,3,0,4,0,8,0,33,0,46,0,4,0,9,0,13,0,11,0,31,0,69,3,7,0,12,0,29,0,27,8,47,3,136,3,6,4,24,0,64,0,44,4,64,0,225,14,18,4,77,8,124,10,43,6,80,0,385,43,36,4,137,5,136,3,32,8,92,4,499,35,26,3,162,14,134,6,22,6,60,0,478,59,19,4,200,12,125,3,26,8,53,0,509,217,36,11,423,44,247,16,50,11,90,0,1153,247,28,10,457,46,98,9,20,12,42,0,964,216,21,8,282,47,61,11,21,3,29,0,688,201,3,6,169,27,126,9,3,5,9,0,569,484,16,9,464,59,149,9,24
