SSC_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC20729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11
SSC20730,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,3,0,0,8,13,20,41,44,42,31,28,4,0,227
SSC20731,0,3,8,8,6,3,0,0,0,28,3,0,14,0,15,3,0,0,0,41,67,96,229,218,204,118,20,8,0,963
SSC20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,21,16,11,0,0,68
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,11
SSC20735,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,10,7,12,30,41,57,49,10,0,0,204
SSC20736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,10,0,0,24
SSC20737,0,9,35,37,28,16,4,0,0,120,8,21,74,67,35,14,5,0,0,226,121,259,1188,1295,626,258,36,3,3,3786
SSC20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,4,0,0,29
SSC20739,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,7,5,5,20,19,29,45,13,4,0,148
SSC20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,3,10,8,22,17,16,0,0,83
SSC20741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,11
SSC20742,4,6,6,9,12,8,3,0,0,51,0,8,3,11,11,7,5,0,0,35,39,72,109,125,188,160,39,8,0,738
SSC20743,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,7,11,18,28,42,38,10,0,0,158
SSC20744,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,6,10,14,23,23,6,3,0,89
SSC20745,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,4,11,16,32,19,9,0,0,97
SSC20746,12,40,56,60,67,55,10,0,0,295,16,19,45,51,59,56,7,3,0,255,456,657,1080,1379,1629,1134,186,14,0,6536
SSC20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,13,6,6,3,0,43
SSC20748,0,9,21,13,11,10,3,0,0,69,8,14,14,14,20,10,3,0,0,79,52,161,378,241,285,253,46,7,3,1420
SSC20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,11,15,5,3,0,0,47
SSC20750,0,4,3,3,0,3,0,0,0,18,4,5,6,4,6,5,0,0,0,29,19,54,77,114,145,167,25,9,0,607
SSC20751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,12,23,19,9,8,0,87
SSC20752,5,21,39,38,62,41,8,5,0,226,5,13,42,44,55,44,15,4,0,226,290,473,768,1126,1237,976,244,35,0,5146
SSC20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,5,17,7,0,0,49
SSC20754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,21,24,29,10,0,0,0,95
SSC20755,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,6,15,20,12,3,0,0,70
SSC20756,0,0,0,0,0,4,0,0,0,11,0,0,0,0,6,0,0,0,0,9,4,20,21,20,46,42,22,5,0,173
SSC20757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,15
SSC20758,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,6,7,0,12,19,17,5,0,0,70
SSC20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,4,0,0,27
SSC20760,3,20,53,26,18,12,4,0,0,133,8,39,91,32,49,23,13,0,0,256,75,543,2743,1126,740,494,163,16,3,5898
SSC20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SSC20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,11,6,3,0,0,27
SSC20763,0,0,4,4,3,0,0,0,0,15,0,5,0,3,5,0,0,3,0,20,9,22,35,66,65,67,6,3,0,275
SSC20764,0,0,6,5,4,4,3,0,0,21,0,0,3,3,8,0,0,3,0,16,37,35,69,110,122,136,36,8,0,550
SSC20765,5,26,85,64,74,43,18,3,0,324,9,38,126,75,109,62,29,8,0,458,332,793,2265,1825,1982,1336,423,93,9,9062
SSC20766,13,30,87,93,129,75,27,5,0,464,10,48,118,130,116,96,28,5,0,552,520,1093,2543,2730,2939,2074,601,77,6,12588
SSC20767,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,6,14,8,14,12,9,0,0,75
SSC20768,0,16,34,42,50,47,21,3,0,218,11,19,54,54,60,52,18,8,4,274,261,515,942,1151,1404,1037,331,59,11,5708
SSC20769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
SSC20770,0,0,4,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,6,8,15,17,24,34,28,9,0,0,138
SSC20771,0,0,3,4,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,13,8,17,30,38,34,9,0,0,150
SSC20772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,22
SSC20773,24,47,147,132,87,33,5,3,0,478,22,37,126,119,91,40,11,3,0,452,503,749,2939,3110,2057,998,212,12,0,10571
SSC20774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,15
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,6,12,9,0,0,41
SSC20777,0,26,30,34,21,12,3,0,0,132,9,39,98,69,61,24,9,0,0,315,111,359,946,743,522,341,75,10,0,3100
SSC20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,12,3,3,0,0,30
SSC20779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,10,3,4,3,0,20
SSC20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,8,7,3,0,0,44
SSC20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,22
SSC20782,3,14,20,11,27,22,7,0,0,103,9,7,20,30,33,33,10,0,0,149,117,196,369,493,584,498,176,16,3,2451
SSC20783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC20784,15,29,54,51,58,46,6,3,0,266,16,11,47,43,61,45,16,7,0,248,272,445,1165,959,1082,831,204,26,5,4993
SSC20785,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,7,13,21,29,12,4,0,0,86
SSC20786,0,0,0,0,0,0,3,0,0,6,0,3,0,3,3,0,3,0,0,15,3,9,27,30,41,43,13,3,0,169
SSC20787,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,8,12,16,30,39,41,16,0,0,167
SSC20788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,0,4,0,0,3,0,17
SSC20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,4,7,15,18,20,4,4,0,85
SSC20790,0,0,0,0,0,4,0,0,0,12,0,0,3,3,4,3,4,0,0,13,9,21,36,56,60,65,25,0,0,265
SSC20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,18
SSC20792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,12,32,26,19,6,0,0,105
SSC20793,3,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,3,11,23,16,12,7,0,0,75
SSC20794,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,11,5,14,17,20,23,9,0,0,92
SSC20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,0,0,15
SSC20796,3,4,12,19,19,15,3,0,0,76,11,10,6,15,19,19,12,4,0,86,120,143,227,355,443,366,84,13,0,1761
SSC20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,8,3,0,0,21
SSC20798,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,11,8,16,23,38,45,41,19,3,0,190
SSC20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,6,3,15,12,3,4,0,48
SSC20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,17
SSC20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,0,0,20
SSC20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,3,0,28
SSC20803,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,9,6,16,44,63,70,65,29,3,0,308
SSC20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,17
SSC20805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,11
SSC20806,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,10,11,14,9,28,26,19,5,0,0,120
SSC20807,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,9,0,0,0,16,4,9,26,33,64,66,14,0,0,221
SSC20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,8,10,5,3,4,0,38
SSC20809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SSC20810,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,4,17,10,21,50,62,36,7,0,0,199
SSC20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,13,7,0,0,39
SSC20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,14
SSC20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20814,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,7,4,18,17,6,0,0,53
SSC20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,21
SSC20816,0,3,0,0,0,3,0,0,0,11,0,3,0,0,5,0,0,0,0,16,20,28,55,66,113,121,21,9,0,434
SSC20817,7,11,12,18,13,19,4,0,0,85,3,16,16,20,9,21,5,0,0,83,133,257,465,426,472,402,69,4,0,2236
SSC20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20819,3,3,13,8,18,12,4,0,0,62,3,3,12,10,18,15,5,0,0,72,90,189,301,320,467,457,136,15,4,1976
SSC20820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,11,21,4,0,0,44
SSC20821,0,0,4,3,0,3,0,0,0,17,0,0,4,3,6,10,0,0,0,27,33,33,55,75,107,94,23,0,0,423
SSC20822,0,9,13,4,10,10,0,0,0,51,3,3,6,7,11,9,0,0,0,37,45,117,212,159,200,156,44,10,0,947
SSC20823,3,9,15,8,15,21,9,0,0,73,3,0,15,9,12,6,3,0,0,54,109,211,398,412,510,359,57,0,0,2059
SSC20824,0,4,23,14,14,13,3,0,0,65,0,9,38,18,16,13,7,3,0,115,28,229,1115,564,431,417,205,29,8,3025
SSC20825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,5,5,0,0,0,0,69
SSC20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,9,7,10,3,3,0,41
SSC20827,0,0,3,8,8,0,0,0,0,23,0,3,7,0,9,3,3,0,0,21,18,22,37,74,101,87,22,3,0,366
SSC20828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,3,0,0,19
SSC20829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,8
SSC20830,0,4,13,8,9,3,0,0,0,39,6,3,7,4,8,9,0,0,0,45,70,91,230,209,229,164,32,14,3,1042
SSC20831,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,4,5,9,7,24,19,0,0,0,63
SSC20832,13,43,59,43,55,44,14,4,0,276,23,24,38,39,64,52,14,3,3,268,468,497,1122,1215,1420,1155,244,35,5,6162
SSC20833,0,3,0,3,6,3,0,0,0,16,0,0,0,0,4,7,0,0,0,16,20,16,18,45,69,82,19,4,0,260
SSC20834,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,18,13,21,40,69,50,13,3,0,229
SSC20835,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,14,11,12,20,44,17,0,3,0,116
SSC20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,3,5,10,12,3,5,0,0,44
SSC20837,0,3,5,9,5,8,0,0,0,29,0,3,3,3,11,7,3,0,0,34,28,47,62,124,180,129,24,0,0,595
SSC20838,3,0,3,0,3,0,3,0,0,16,0,0,0,0,6,3,0,0,0,7,17,36,51,57,92,85,29,12,0,382
SSC20839,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,12,11,3,0,0,43
SSC20840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,5,5,0,0,40
SSC20841,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,17,15,7,6,0,52
SSC20842,0,8,24,24,27,12,3,0,0,100,6,6,19,34,29,26,6,0,0,124,117,218,631,710,705,391,105,8,0,2887
SSC20843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,26,17,16,14,0,0,88
SSC20844,0,3,0,0,5,0,0,0,0,7,0,0,0,0,10,5,0,0,0,14,23,29,51,50,89,76,23,3,0,340
SSC20845,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,8,7,24,24,20,9,0,0,92
SSC20846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,12,9,11,13,37,49,28,11,0,0,158
SSC20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,26
SSC20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,7,8,0,0,32
SSC20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,16,11,4,4,0,0,49
SSC20850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20851,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,19,26,16,12,4,3,0,94
SSC20852,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,5,5,16,11,21,20,5,3,0,89
SSC20853,7,3,11,10,9,15,0,0,0,54,0,5,6,11,10,5,0,0,0,46,118,107,233,322,341,247,58,3,4,1433
SSC20854,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,6,9,19,19,39,22,11,0,0,122
SSC20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,17,16,9,0,0,61
SSC20856,3,3,0,0,5,0,0,0,0,14,3,0,3,0,0,3,0,0,0,12,19,24,23,49,81,76,26,3,0,298
SSC20857,0,0,0,0,3,0,0,0,0,8,0,0,0,5,7,4,0,0,0,13,8,18,21,42,74,76,21,0,0,271
SSC20858,7,7,46,32,41,26,9,0,0,166,3,14,54,47,48,24,11,4,3,209,153,346,1477,1250,1144,734,246,29,6,5392
SSC20859,12,40,64,59,94,70,13,0,0,354,21,27,56,59,111,65,20,4,0,364,491,825,1294,2068,2461,1920,482,34,0,9584
SSC20860,8,10,13,27,31,26,3,0,0,135,5,13,20,22,29,24,4,0,0,126,256,393,469,738,954,789,138,11,0,3747
SSC20861,4,25,101,71,52,33,5,0,0,296,3,20,133,99,59,34,8,3,0,351,127,628,3266,2418,1756,1012,237,23,7,9461
SSC20862,6,6,18,29,34,24,12,0,0,128,8,13,15,30,26,29,16,0,0,139,179,225,382,625,782,527,133,7,3,2870
SSC20863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,12
SSC20864,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,22,15,14,41,57,41,9,0,0,194
SSC20865,12,51,100,95,108,67,11,3,0,452,21,65,164,125,136,121,33,3,0,668,434,1145,2415,2234,2296,2066,373,24,0,10991
SSC20866,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,7,16,15,50,70,55,25,3,0,0,233
SSC20867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC20868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,16,5,0,0,53
SSC20870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,12
SSC20871,0,0,0,0,4,0,3,0,0,11,0,0,0,0,3,0,0,0,0,12,25,17,40,65,101,47,20,3,0,311
SSC20872,12,66,140,150,94,56,13,0,0,536,34,90,260,191,161,109,11,4,6,870,575,1405,4034,3627,2728,1722,243,19,3,14358
SSC20873,5,11,30,19,9,9,0,0,0,81,3,9,17,18,16,4,4,0,0,75,114,216,722,469,326,228,37,6,3,2122
SSC20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,6,7,0,0,42
SSC20875,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,11,3,4,19,31,19,4,0,0,85
SSC20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20877,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,10,10,28,21,10,0,0,93
SSC20878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20879,11,33,90,50,66,43,17,3,0,302,17,45,87,92,103,43,20,0,0,406,476,1090,2809,2205,2389,1616,344,47,8,10990
SSC20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20881,0,3,22,4,13,8,0,0,0,53,0,8,14,12,14,8,0,0,0,56,70,150,459,357,304,176,39,0,0,1560
SSC20882,0,0,6,6,3,3,0,0,0,25,0,0,3,3,5,5,3,0,0,24,54,63,147,149,178,99,18,3,0,708
SSC20883,0,6,11,3,6,3,0,0,0,29,0,9,33,15,15,8,0,0,0,71,16,75,201,176,131,90,17,4,0,719
SSC20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,8,6,8,0,0,44
SSC20885,0,3,3,4,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,5,11,36,63,47,52,31,12,0,0,241
SSC20886,3,3,14,6,5,10,6,0,0,51,3,0,3,12,8,15,7,3,0,56,58,89,201,237,249,300,98,15,4,1267
SSC20887,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,3,5,18,24,40,12,0,0,109
SSC20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,7,15,0,0,0,38
SSC20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,10
SSC20890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,4,10,21,29,25,13,0,0,98
SSC20891,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,11,33,24,8,3,0,80
SSC20892,0,0,0,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,3,14,10,16,11,0,0,0,54
SSC20893,0,4,13,18,5,0,0,0,0,40,0,4,11,17,15,3,0,0,0,49,50,60,405,516,245,109,18,0,0,1401
SSC20894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,3,0,0,15
SSC20895,0,17,35,27,20,12,3,0,0,115,3,17,51,35,22,15,7,0,0,143,107,321,1090,810,709,409,86,12,0,3543
SSC20896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,15,4,26,45,37,6,3,0,138
SSC20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,10
SSC20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,20,0,0,0,45
SSC20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20900,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,13,30,42,31,25,13,8,0,0,151
SSC20901,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,5,16,10,24,8,0,3,73
SSC20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,10,4,6,0,0,32
SSC20903,7,19,55,55,37,24,4,0,0,194,6,33,94,80,59,36,10,6,5,335,170,518,1447,1232,933,545,62,18,9,4937
SSC20904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,14
SSC20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,12
SSC20906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,5,7,19,16,7,0,0,53
SSC20907,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,8,5,11,16,14,21,3,0,3,77
SSC20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,7,0,0,0,23
SSC20909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,11
SSC20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20911,19,52,122,129,124,74,33,3,0,555,27,60,134,140,164,115,27,4,0,669,663,1164,2948,2960,2952,2088,453,40,7,13272
SSC20912,0,0,0,3,11,6,5,0,0,32,0,3,3,0,14,18,0,0,0,41,48,57,90,148,198,183,45,9,0,782
SSC20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7
SSC20914,0,0,3,0,0,5,0,0,0,9,0,0,8,0,3,10,3,0,0,18,13,15,33,26,82,65,27,7,0,270
SSC20915,0,0,0,3,3,3,0,0,0,6,0,0,7,0,3,3,5,3,0,16,11,24,42,70,83,77,37,8,4,368
SSC20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SSC20917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,14
SSC20918,0,8,66,37,19,16,4,0,0,146,7,26,94,60,30,19,8,3,0,252,77,498,2303,1188,754,445,140,14,3,5427
SSC20919,3,17,77,41,32,28,9,0,0,205,9,14,91,67,35,35,11,0,0,261,122,579,2552,1620,1128,778,240,11,5,7038
SSC20920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,8,15,4,3,0,0,43
SSC20921,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,6,10,9,3,0,0,0,31
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20923,0,4,31,19,15,16,3,0,0,84,9,14,42,41,24,12,7,0,0,154,87,394,1161,805,492,338,50,4,0,3331
SSC20924,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,5,3,3,0,17,9,26,19,58,88,118,55,15,0,384
SSC20925,4,17,13,11,11,9,3,0,0,62,3,11,7,7,11,3,0,3,0,44,137,437,424,317,259,207,31,10,0,1819
SSC20926,0,4,4,0,0,8,0,0,0,18,0,0,0,0,6,4,6,0,0,16,11,8,40,54,64,66,14,3,0,256
SSC20927,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,18,19,24,19,9,3,0,90
SSC20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20929,4,30,112,50,37,28,3,0,0,266,11,54,156,71,60,36,3,0,0,391,192,985,3492,1859,985,604,113,11,0,8246
SSC20930,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,5,0,4,26,10,11,0,0,55
SSC20931,6,24,40,36,61,25,14,0,0,205,5,12,46,51,50,33,14,0,0,209,197,396,1068,1199,1033,656,200,32,0,4772
SSC20932,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,21,16,33,27,16,9,0,132
