SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC20048,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,191,156,346,15,15,34,8,0,8,0,0,0,14,7,16,5,0,9,50,60,106,292,246,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,0,0,0,3,0,3,3,0,3,38,41,76,47,65,112,3,4,5,385,352,730
SSC20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,10,18
SSC20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,40,82,3,3,4,0,0,0,0,0,0,0,0,0,6,0,6,0,3,9,50,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,3,0,5,0,3,3,77,69,140
SSC20052,0,0,4,3,0,3,0,0,0,0,0,0,3,0,7,1198,1052,2249,128,106,232,17,0,17,5,0,10,25,0,26,4,3,14,91,80,174,1484,1254,2740,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,8,9,18,3,0,3,0,0,0,0,0,0,3,0,3,34,41,79,144,232,374,22,20,37,1693,1549,3248
SSC20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,29,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,20,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,3,6,7,0,0,0,25,22,48
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,36,83,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,47,40,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,6,6,10,0,0,0,68,60,130
SSC20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,30,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,0,3,26,25,47
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,9,4,7
SSC20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9
SSC20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,3,10
SSC20061,44,49,95,7,9,18,0,0,0,0,0,0,3,0,3,508,306,814,35,27,61,5,0,5,3,0,3,3,0,3,3,0,3,8,8,9,624,404,1027,6,15,19,0,0,0,0,3,3,16,9,28,0,3,3,0,0,0,28,27,57,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,7,0,7,33,30,64,9,12,20,0,0,0,0,0,0,9,12,20,13,12,24,38,55,97,7,3,14,734,516,1253
SSC20062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52,132,9,23,34,0,0,3,4,0,4,0,0,0,0,0,0,5,4,17,101,85,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,32,6,16,27,3,0,3,131,123,253
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,4,14
SSC20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,13,0,0,0,40,28,66
SSC20065,490,475,961,8,8,15,0,0,0,105,177,287,4,0,8,1178,1028,2209,28,72,103,6,0,6,23,0,23,64,19,83,19,20,39,63,112,183,1993,1912,3909,9,24,33,0,0,0,45,64,106,7,6,19,6,5,9,12,4,11,78,106,184,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,0,4,17,15,35,92,130,220,18,12,29,0,0,0,0,0,3,20,16,31,131,171,300,146,257,404,10,10,26,2391,2493,4890
SSC20066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,24,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,6,0,0,0,21,20,45
SSC20067,39,15,57,12,3,19,0,0,0,0,0,0,0,0,0,936,765,1701,25,48,79,8,0,7,3,0,3,3,0,3,0,3,4,3,4,6,1042,846,1884,3,0,3,0,0,0,3,0,0,15,4,22,3,0,3,0,0,0,21,12,27,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,13,12,21,30,20,57,4,0,6,0,0,0,0,0,0,12,0,7,33,41,72,91,194,284,8,13,20,1210,1115,2325
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,3,3,0,0,0,13,13,31
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC20070,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,87,64,150,5,4,8,4,0,4,0,0,0,0,0,0,0,0,0,5,0,8,100,77,179,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,3,19,13,34,12,7,12,3,0,4,128,104,230
SSC20071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,116,0,3,3,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,74,58,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,4,7,18,0,0,0,92,80,178
SSC20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,23,0,3,6,0,0,0,28,19,49
SSC20073,3,3,4,4,3,6,0,0,0,0,0,0,0,0,0,392,320,717,25,15,43,6,0,10,4,0,7,3,0,3,0,0,0,0,3,3,443,347,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,11,15,22,41,88,128,4,3,5,500,454,957
SSC20074,432,426,858,5,20,32,0,0,0,166,269,436,15,8,19,2104,1744,3844,85,181,273,9,0,9,43,6,48,204,75,276,18,20,39,82,124,204,3170,2876,6044,45,61,100,0,0,0,106,113,215,26,31,58,8,21,32,9,8,16,196,233,430,0,0,0,3,12,14,4,3,3,0,4,4,0,0,0,10,21,28,34,41,75,235,289,525,44,31,69,0,3,3,0,3,3,45,31,78,129,174,299,204,411,612,28,28,50,3808,3801,7609
SSC20075,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,23,51,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,12,7,4,9,0,0,3,44,45,86
SSC20076,321,240,561,12,12,24,0,0,0,3,9,14,3,0,3,1018,918,1945,33,52,92,7,0,12,16,0,16,91,14,100,15,7,15,48,35,87,1567,1293,2863,14,13,21,0,0,0,8,16,27,22,26,44,8,13,17,5,3,8,55,64,120,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,3,4,14,16,30,76,77,153,5,9,17,0,0,0,0,0,0,12,14,19,124,131,251,122,225,349,13,12,26,1911,1750,3659
SSC20077,162,159,319,15,18,36,0,0,0,7,7,8,3,0,6,996,854,1851,33,80,117,8,0,8,10,0,10,30,4,39,13,0,15,30,30,57,1314,1159,2468,12,11,31,0,0,0,7,17,21,43,20,62,3,7,9,3,8,10,77,59,141,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,6,7,4,11,18,84,75,164,17,20,28,0,0,0,0,0,0,13,20,29,71,74,144,103,177,280,20,13,30,1603,1518,3118
SSC20078,198,132,332,4,10,14,0,0,0,0,0,0,0,3,3,1217,1060,2278,44,65,109,8,0,13,15,0,11,24,0,24,3,5,16,21,31,51,1536,1315,2847,18,13,27,0,0,0,12,3,15,15,19,34,4,9,14,0,3,5,53,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,58,50,111,7,7,12,0,0,0,0,0,0,7,7,12,77,130,210,98,225,326,8,10,15,1784,1731,3516
SSC20079,83,83,173,14,11,24,0,0,0,0,0,0,0,0,3,1262,1057,2312,57,86,141,16,0,16,10,0,8,18,3,22,8,8,15,14,17,35,1474,1266,2743,13,7,23,0,0,0,0,0,3,55,41,98,7,8,8,4,0,7,67,65,134,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,8,0,7,10,8,11,82,68,154,11,9,21,0,0,0,0,0,0,16,9,23,36,73,116,116,250,363,14,10,17,1738,1675,3413
SSC20080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,27,28,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,4,3,0,0,0,37,36,68
SSC20081,24,39,63,3,4,11,0,0,0,0,3,3,3,3,3,738,608,1352,35,39,76,8,0,8,3,0,3,3,0,3,7,4,13,8,5,11,829,713,1545,3,0,3,0,0,0,0,0,0,17,14,33,3,8,5,0,0,0,18,19,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,7,4,17,32,27,60,0,8,7,0,0,0,0,0,0,3,8,6,19,38,56,59,84,145,14,5,20,955,881,1832
SSC20082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3
SSC20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,8
SSC20084,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,23,61,7,0,8,4,0,4,0,0,0,0,0,0,0,0,0,6,0,4,54,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,3,3,7,0,0,0,65,38,106
SSC20085,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,163,129,293,4,17,25,3,0,3,0,0,0,0,4,3,3,0,3,8,6,13,185,162,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,4,4,29,26,52,26,41,64,5,3,7,245,232,481
SSC20086,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,131,112,240,4,11,13,18,0,13,0,0,0,3,0,3,4,0,4,15,13,26,173,131,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,24,22,37,56,5,0,5,220,180,402
SSC20087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC20088,79,85,163,17,27,50,0,0,0,13,18,35,6,5,16,1871,1372,3242,76,134,210,40,0,40,19,0,23,22,0,22,15,11,28,26,24,48,2180,1686,3863,47,44,93,0,0,0,3,3,4,47,51,91,5,0,9,0,0,0,101,102,202,0,0,0,7,7,15,3,0,3,0,3,3,0,0,0,9,13,25,23,17,42,133,129,267,35,31,73,0,0,0,0,0,0,35,35,74,44,75,119,137,271,412,30,27,59,2566,2237,4798
SSC20089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,3,0,0,0,12,12,26
SSC20090,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,186,142,332,8,13,17,8,0,8,5,0,5,0,0,0,0,0,0,0,4,8,209,164,371,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,12,16,31,16,23,39,0,0,0,237,208,448
SSC20091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,116,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,77,59,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,15,28,4,0,4,91,84,176
SSC20092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,117,258,4,6,10,5,0,8,0,0,0,0,0,0,4,3,10,8,8,15,168,135,299,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,15,21,41,3,0,3,203,176,380
SSC20093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,11,23
SSC20094,74,62,136,3,9,13,0,0,0,3,0,3,0,0,0,965,814,1782,63,58,130,17,0,20,4,0,4,8,0,8,4,3,8,44,41,88,1189,996,2182,4,0,8,0,0,0,0,5,6,11,11,21,3,3,3,9,0,9,27,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,41,16,57,3,13,19,0,0,0,0,0,0,3,17,20,45,59,98,107,165,275,15,16,29,1393,1270,2660
SSC20095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,46,98,5,5,6,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,63,56,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,14,6,22,0,3,6,86,69,159
SSC20096,3,0,7,0,3,3,0,0,0,0,0,0,0,0,0,286,227,515,21,13,32,8,0,8,0,0,0,3,0,3,3,0,3,6,10,12,327,256,586,0,0,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,32,52,86,3,8,11,390,337,728
SSC20097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,8
SSC20098,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,60,52,110,3,0,7,0,0,0,0,0,3,0,0,0,0,0,0,4,3,6,72,59,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,4,7,8,0,0,0,85,68,158
SSC20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,9,4,20
SSC20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,13,5,18
SSC20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,31,0,6,6,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,23,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,4,0,0,0,33,24,62
SSC20102,0,0,3,4,8,6,0,0,0,0,0,0,4,3,6,1069,941,2010,70,81,151,18,0,18,4,0,10,33,16,47,8,4,14,43,73,115,1255,1125,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,10,0,19,0,0,0,0,0,0,3,0,3,3,0,3,32,55,90,126,233,352,19,28,45,1446,1448,2888
