SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20929,1819,908,2470,41,20,5254,310,123,482,4,10,931,93,40,110,0,13,253,2220,1078,3056,46,43,6441
SSC20930,36,0,0,0,0,36,4,0,0,0,0,4,0,0,0,0,0,0,43,0,0,0,0,43
SSC20931,2506,752,38,0,5,3299,332,189,33,0,0,547,60,21,7,0,3,94,2900,955,69,0,8,3939
SSC20932,81,0,0,0,0,80,7,0,0,0,0,7,0,0,0,0,0,0,87,0,0,0,0,93
SSC20933,70,0,0,0,3,70,16,0,0,0,3,21,0,0,0,0,0,0,88,0,0,0,6,91
SSC20934,521,25,19,0,3,563,149,15,16,12,0,186,23,0,0,0,0,30,692,31,40,13,3,776
SSC20935,59,0,0,0,0,61,4,0,0,0,0,4,0,0,0,0,0,0,64,0,0,0,0,67
SSC20936,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC20937,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20938,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,38,0,0,0,0,38
SSC20939,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20940,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC20941,9008,2093,570,22,21,11719,1355,666,262,0,3,2284,325,100,42,0,10,471,10684,2858,875,24,32,14476
SSC20942,1475,78,9,7,4,1570,428,59,3,4,0,492,79,8,0,0,0,97,1978,146,13,5,4,2151
SSC20943,5044,574,21,20,8,5666,420,238,29,11,0,701,98,44,0,3,0,150,5565,855,46,37,10,6522
SSC20944,37,0,3,0,0,39,7,0,0,0,0,5,0,0,0,0,0,0,36,0,4,0,0,46
SSC20945,35,0,0,3,0,41,11,0,0,3,0,12,0,0,0,3,0,3,48,0,0,8,0,55
SSC20946,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC20947,130,0,0,0,0,134,17,0,0,0,0,17,3,0,0,0,0,3,154,0,0,0,0,155
SSC20948,66,0,0,0,0,66,11,0,0,0,0,11,0,0,0,0,0,0,78,0,0,0,0,77
SSC20949,54,0,0,0,0,53,8,0,0,0,0,8,3,0,0,0,0,3,58,0,0,0,0,58
SSC20950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20951,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,20
SSC20952,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17
SSC20953,42,3,0,17,0,66,12,0,0,12,0,32,0,0,0,0,0,0,55,5,0,31,3,93
SSC20954,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC20955,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC20956,30,0,0,0,0,30,5,0,0,0,0,5,3,0,0,0,0,3,36,0,0,0,0,36
SSC20957,42,0,0,0,4,46,13,0,0,0,3,15,0,0,0,0,0,0,56,0,0,0,3,66
SSC20958,139,74,159,0,0,375,8,4,30,0,0,38,9,6,5,0,0,15,157,85,192,0,0,432
SSC20959,464,3,12,0,3,480,77,0,3,0,0,77,8,0,0,0,0,11,555,0,13,0,3,577
SSC20960,71,0,0,0,0,71,9,0,0,0,0,9,0,0,0,0,0,0,77,0,0,0,0,77
SSC20961,31,0,0,0,0,31,9,0,0,0,0,9,0,0,0,0,0,0,43,0,0,0,0,43
SSC20962,61,0,0,0,0,65,12,0,0,0,0,12,0,0,0,0,0,0,77,0,0,0,0,84
SSC20963,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20964,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20965,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC20966,983,431,307,11,3,1741,164,62,62,4,0,291,20,14,16,0,3,47,1169,513,383,9,5,2078
SSC20967,1791,178,345,7,11,2337,287,59,137,0,0,484,47,11,23,0,0,79,2127,249,500,8,16,2902
SSC20968,5,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,13
SSC20969,53,0,0,3,0,54,21,0,0,0,0,26,0,0,0,0,0,0,77,0,0,3,0,78
SSC20970,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6
SSC20971,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,11
SSC20972,643,0,0,0,3,653,67,0,0,0,0,68,16,0,0,0,0,16,731,0,0,0,3,741
SSC20973,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,27,0,0,0,0,27
SSC20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20975,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,27,0,0,0,0,27
SSC20976,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC20977,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC20978,27,0,0,0,0,27,8,0,0,0,0,8,0,0,0,0,0,0,35,0,0,0,0,35
SSC20979,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20981,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC20982,113,0,0,0,0,109,14,0,0,0,0,17,4,0,0,0,0,4,129,0,0,0,0,135
SSC20983,33,0,0,0,0,36,5,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,0,45
SSC20984,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC20985,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC20986,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC20987,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20988,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
SSC20989,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20991,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20992,163,0,0,0,0,163,56,0,0,0,0,53,5,0,0,0,0,5,218,0,0,0,3,221
SSC20993,41,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,48
SSC20994,2380,255,3,0,4,2644,172,72,5,0,0,250,54,13,0,0,0,67,2608,340,6,0,4,2959
SSC20995,216,0,0,0,0,215,30,0,0,0,0,31,5,0,0,0,0,5,253,0,0,0,3,253
SSC20996,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC20997,2338,53,7,0,0,2399,404,18,7,0,0,440,69,3,3,0,0,76,2813,79,21,0,0,2920
SSC20998,128,0,0,0,0,134,14,0,0,0,0,13,0,0,0,0,0,0,145,0,0,0,0,146
SSC20999,42,0,0,0,0,42,8,0,0,0,0,8,0,0,0,0,0,0,57,0,0,0,0,57
SSC21000,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC21001,35,0,0,0,0,36,10,0,0,0,0,10,0,0,0,0,0,0,42,0,0,0,0,47
SSC21002,438,596,794,26,0,1856,52,65,84,4,0,211,8,10,12,0,0,29,497,674,889,32,3,2097
SSC21003,4782,1597,1930,6,21,8333,322,142,206,0,0,675,87,28,45,0,0,156,5188,1764,2179,7,21,9166
SSC21004,7,0,0,29,0,34,0,0,0,8,0,8,0,0,0,0,0,3,7,0,0,32,0,41
SSC21005,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC21006,9991,1186,801,3,20,12003,1008,146,73,3,0,1224,214,31,9,0,3,264,11214,1368,877,3,26,13486
SSC21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21008,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC21009,14,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,21
SSC21010,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21011,48,0,0,0,0,46,6,0,0,0,0,6,4,0,0,0,0,4,54,0,0,0,0,56
SSC21012,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC21013,124,0,0,0,0,124,26,0,0,0,0,26,5,0,0,0,0,5,152,0,0,0,0,152
SSC21014,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC21015,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21017,32,0,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,44,0,0,0,0,44
SSC21018,321,0,0,0,0,321,40,0,0,0,0,43,8,0,0,0,0,8,372,0,0,0,0,368
SSC21019,61,0,0,0,0,61,4,0,0,0,0,4,0,0,0,0,0,0,65,0,0,0,0,65
SSC21020,36,0,0,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,39
SSC21021,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC21022,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC21023,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC21024,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC21025,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC21026,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC21027,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9
SSC21028,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21029,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC21030,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC21031,130,0,0,0,3,137,25,0,0,0,3,25,5,0,0,0,0,5,159,0,0,0,7,162
SSC21032,88,0,0,0,0,88,16,0,0,0,0,17,4,0,0,0,0,7,103,0,0,3,0,106
SSC21033,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC21034,46,0,0,0,0,46,9,0,0,0,0,7,0,0,0,0,0,0,52,0,0,0,0,48
SSC21035,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC21036,33,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,46,0,0,0,0,46
SSC21037,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,13
SSC21038,288,3,0,3,0,291,39,0,0,0,0,44,8,0,0,0,0,12,337,3,0,9,0,350
SSC21039,25,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC21040,3654,1818,521,4,27,6017,1136,276,134,0,8,1551,159,83,27,0,0,268,4940,2178,679,10,36,7835
SSC21041,67,0,0,0,0,65,21,0,0,0,0,25,3,0,0,0,0,3,94,0,0,0,3,93
SSC21042,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21043,68,0,0,0,0,68,3,0,0,0,0,3,0,0,0,0,0,0,78,0,0,0,0,78
SSC21044,38,0,0,0,0,38,3,0,0,0,0,3,0,0,0,0,0,0,39,0,0,0,0,39
SSC21045,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC21046,24,0,0,0,0,24,10,0,0,0,0,10,0,0,0,0,0,0,36,0,0,0,0,36
SSC21047,90,0,0,0,0,95,39,0,0,0,0,38,4,0,0,0,0,7,138,0,0,0,4,145
SSC21048,54,0,0,0,0,54,15,0,0,0,0,15,0,0,0,0,0,0,72,0,0,0,0,72
SSC21049,628,78,12,3,3,721,140,16,8,0,0,163,30,3,0,0,3,37,794,96,23,4,8,926
SSC21050,35,4,0,0,0,39,6,0,0,0,0,6,0,0,0,0,0,0,35,4,0,0,0,42
SSC21051,2520,101,92,33,12,2755,472,45,52,34,4,610,66,7,12,11,3,97,3063,154,153,71,16,3461
SSC21052,66,0,0,0,0,66,4,0,0,0,0,4,0,0,0,0,0,0,76,0,0,0,0,76
SSC21053,9,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,16
SSC21054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21055,12,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,24
SSC21056,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SSC21057,35,0,0,0,0,37,3,0,0,0,0,3,0,0,0,0,0,0,43,0,0,0,0,45
SSC21058,6,0,0,0,0,6,10,0,0,0,0,10,0,0,0,0,0,0,18,0,0,0,0,18
SSC21059,42,0,0,0,0,41,5,0,0,0,0,5,3,0,0,0,0,3,51,0,0,0,0,53
SSC21060,19,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,27
SSC21061,88,0,0,0,0,88,21,0,0,0,0,21,0,0,0,0,0,0,106,0,0,0,0,111
SSC21062,181,0,0,0,0,187,33,0,0,0,0,33,4,3,0,0,0,5,217,3,0,0,0,220
SSC21063,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC21064,54,0,0,0,0,54,8,0,0,0,0,8,3,0,0,0,0,3,68,0,0,0,0,68
SSC21065,60,0,0,0,0,58,19,0,0,0,0,19,0,0,0,0,0,3,78,0,0,0,0,81
SSC21066,341,0,0,0,3,344,41,0,0,0,0,41,10,0,0,0,0,8,389,0,0,0,4,398
SSC21067,89,0,0,0,3,96,20,0,0,0,0,20,0,0,0,0,0,0,114,0,0,0,3,117
SSC21068,89,0,0,0,0,89,33,0,0,0,0,31,10,0,0,0,0,10,130,0,0,0,0,130
SSC21069,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,15
SSC21070,75,0,0,4,0,83,28,0,0,0,0,31,3,0,0,0,0,7,105,0,0,4,0,111
SSC21071,23,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,24,0,0,0,0,27
SSC21072,709,140,20,0,0,872,60,4,17,0,0,83,13,0,3,0,0,14,779,153,34,0,0,968
SSC21073,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21074,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC21075,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC21076,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC21077,190,0,0,0,0,192,31,0,0,0,0,31,4,0,0,0,0,4,222,0,0,0,0,223
SSC21078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21080,71,0,0,0,0,70,9,0,0,0,0,9,3,0,0,0,0,3,86,0,0,0,0,89
SSC21081,235,0,3,26,7,269,63,4,0,20,0,82,9,0,0,0,0,9,303,6,3,43,7,363
SSC21082,25,0,0,0,0,25,7,0,0,0,0,8,0,0,0,0,0,0,36,0,0,0,0,37
SSC21083,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SSC21084,105,0,0,0,0,102,18,0,0,0,0,18,3,0,0,0,0,3,119,0,0,0,0,123
SSC21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21086,15,0,0,0,0,18,9,0,0,0,0,13,0,0,0,0,0,0,20,0,0,3,0,30
SSC21087,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC21088,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC21089,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21090,138,0,0,3,0,140,20,0,0,0,0,20,3,0,0,0,0,3,159,0,0,3,0,164
SSC21091,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC21092,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SSC21093,177,0,0,0,0,177,26,0,0,0,0,26,0,0,0,0,0,0,210,0,0,0,0,210
SSC21094,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC21095,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,21,0,0,0,0,21
SSC21096,5666,739,150,6,7,6567,579,118,36,0,3,735,96,16,9,0,0,125,6341,870,206,6,9,7431
SSC21097,3878,147,4,0,7,4035,335,22,0,0,0,351,66,0,0,0,0,70,4276,164,4,0,5,4458
SSC21098,12,0,0,0,0,12,6,0,0,0,0,6,3,0,0,0,0,3,18,0,0,0,0,18
SSC21099,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,30
SSC21100,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,35,0,0,0,0,35
SSC21101,34,0,0,0,0,34,14,0,0,0,0,14,0,0,0,0,0,0,47,0,0,0,0,50
SSC21102,45,0,0,0,0,48,13,0,0,0,0,13,4,0,0,0,0,4,64,0,0,0,0,59
SSC21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21104,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC21105,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,20
SSC21106,3989,465,31,10,4,4510,498,207,45,5,0,755,94,28,18,0,0,138,4579,699,97,15,5,5400
SSC21107,255,0,3,5,3,259,20,0,0,0,0,19,7,0,0,0,0,8,282,0,3,4,5,289
SSC21108,101,0,0,3,3,110,26,0,0,0,0,26,3,0,0,0,0,3,126,0,0,3,3,135
SSC21109,127,0,0,3,3,131,59,0,6,0,0,66,8,0,0,0,0,11,196,0,9,3,3,206
SSC21110,74,0,0,0,0,74,7,0,0,0,0,7,3,0,0,0,0,3,77,0,0,0,0,77
SSC21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC21113,110,0,0,0,0,110,7,0,0,0,0,7,3,0,0,0,0,3,113,0,0,0,0,113
SSC21114,10,0,0,0,0,10,8,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,17
SSC21115,340,0,0,0,0,343,44,0,0,0,0,44,8,0,0,0,0,8,391,0,0,0,0,394
SSC21116,1168,300,53,3,3,1526,403,92,7,3,0,509,53,21,0,0,0,79,1622,416,60,4,3,2112
SSC21117,2367,481,3,0,0,2859,303,93,0,0,0,398,85,19,0,0,3,105,2760,596,3,0,3,3360
SSC21118,31,0,0,0,0,31,3,0,0,0,0,6,3,0,0,0,0,3,38,0,0,0,0,40
SSC21119,101,0,0,3,14,125,21,0,0,0,0,21,6,0,0,0,4,9,131,0,0,7,14,152
SSC21120,40,0,0,0,0,44,15,0,0,0,0,15,4,0,0,0,0,4,60,0,0,0,0,58
SSC21121,2854,82,55,15,12,3016,799,52,45,5,3,907,100,10,7,0,0,114,3757,140,103,20,20,4035
SSC21122,1643,251,21,3,6,1923,377,85,5,0,0,470,42,15,0,0,0,58,2065,352,24,3,5,2452
SSC21123,2729,939,463,25,23,4178,207,140,72,3,3,418,52,24,13,0,3,86,2981,1103,545,31,24,4684
SSC21124,913,336,276,4,0,1531,116,57,125,0,0,299,23,7,17,0,0,50,1051,403,417,4,3,1880
SSC21125,5909,326,16,15,9,6272,833,101,23,3,3,966,217,18,0,0,0,245,6963,442,44,20,15,7481
SSC21126,37,0,0,0,0,36,17,0,0,0,0,17,0,0,0,0,0,0,55,0,0,0,0,51
SSC21127,27,0,0,0,0,27,3,0,0,0,0,3,3,0,0,0,0,3,34,0,0,0,0,34
SSC21128,17,0,0,0,0,16,8,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,22
SSC21129,273,0,0,3,3,274,51,0,0,0,0,51,4,0,0,0,0,4,328,0,0,3,3,331
SSC21130,80,0,0,0,5,87,13,0,0,0,0,13,0,0,0,0,0,0,93,0,0,0,5,96
SSC21131,241,0,0,0,0,242,15,0,0,0,0,15,0,0,0,0,0,3,258,0,0,0,3,261
SSC21132,9,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,15
SSC21133,94,3,3,4,3,111,8,0,4,0,0,13,3,0,0,0,0,3,109,6,4,3,3,125
SSC21134,59,0,0,0,0,65,25,0,0,0,0,25,0,0,0,0,0,0,82,0,0,0,0,83
SSC21135,56,0,0,0,0,56,10,0,0,0,0,10,0,0,0,0,0,0,64,0,0,0,0,64
SSC21136,2275,557,14,19,3,2872,501,247,0,14,0,766,94,43,0,3,0,139,2872,848,18,36,7,3776
SSC21137,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9
SSC21138,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SSC21139,374,0,0,0,0,372,20,0,0,3,0,27,13,0,0,0,0,13,407,0,0,5,0,412
SSC21140,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC21141,95,0,0,0,0,96,11,0,0,0,0,11,3,0,0,0,0,3,109,0,0,0,0,115
SSC21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21143,2131,1443,5176,37,37,8827,113,115,432,0,5,666,37,32,139,0,3,206,2278,1589,5750,38,45,9706
SSC21144,1833,1019,2232,11,19,5112,112,64,212,0,6,385,31,28,153,0,0,212,1971,1107,2595,9,21,5702
SSC21145,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,17
SSC21146,58,0,0,0,0,58,15,0,0,0,0,15,0,0,0,0,0,0,73,0,0,0,0,73
SSC21147,427,0,0,0,0,434,45,0,0,0,0,46,12,0,0,0,0,12,485,0,0,0,0,486
SSC21148,83,0,0,0,0,83,7,0,0,0,0,7,0,0,0,0,0,0,97,0,0,0,0,97
SSC21149,2056,227,10,0,16,2309,302,65,3,0,0,374,66,14,0,0,0,76,2423,308,13,0,17,2760
SSC21150,44,0,0,0,0,49,8,0,0,0,0,8,0,0,0,0,0,0,53,0,0,0,0,55
SSC21151,809,0,12,11,9,848,249,3,8,4,6,273,68,0,0,3,3,72,1125,4,16,21,16,1187
SSC21152,230,0,0,0,0,230,29,0,0,0,0,29,9,0,0,0,0,9,265,0,0,0,0,265
SSC21153,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC21154,672,86,74,0,0,837,53,8,10,0,0,75,10,3,3,0,0,14,736,101,86,0,3,930
SSC21155,65,0,0,0,0,71,10,0,0,0,0,14,0,0,0,0,0,0,79,0,0,0,0,80
SSC21156,2800,163,77,3,3,3051,242,18,11,0,0,273,55,3,3,0,0,55,3097,184,86,3,3,3377
SSC21157,36,0,0,0,0,36,15,0,0,0,0,15,0,0,0,0,0,0,53,0,0,0,0,53
SSC21158,1023,400,672,0,9,2108,135,51,94,0,3,275,25,14,18,0,0,56,1187,465,782,0,15,2445
SSC21159,1281,554,91,0,12,1942,240,78,38,0,0,360,40,19,8,0,3,76,1562,653,133,0,22,2370
SSC21160,773,557,102,0,9,1436,185,185,49,0,4,420,57,45,11,0,0,111,1008,787,166,0,15,1970
SSC21161,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC21162,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SSC21163,180,3,0,0,0,182,36,0,0,0,0,42,11,0,0,0,0,11,228,3,0,0,0,231
SSC21164,115,0,0,4,4,121,19,0,0,0,0,20,5,0,0,0,0,5,140,4,0,4,4,151
SSC21165,862,90,192,0,3,1158,193,34,97,0,0,334,25,12,13,0,0,50,1087,134,308,3,3,1541
SSC21166,101,0,0,0,0,103,6,0,0,0,0,12,5,0,0,0,0,5,111,0,3,0,0,113
SSC21167,53,0,0,0,0,55,0,0,0,0,0,0,7,0,0,0,0,7,56,0,0,0,0,59
SSC21168,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC21169,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,44,0,0,0,0,44
SSC21170,525,3,0,3,3,539,188,3,3,0,0,195,23,3,0,0,0,29,740,14,5,3,3,759
SSC21171,5,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,18
SSC21172,462,3,12,4,3,480,183,0,16,3,0,208,24,0,3,0,0,22,663,0,34,5,3,714
SSC21173,9,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,14
SSC21174,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC21175,29,0,0,0,0,29,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,35
SSC21176,1977,1085,386,36,14,3497,285,168,37,3,0,490,52,32,6,0,3,91,2310,1285,427,42,12,4075
