SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC21229,0,0,3,3,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,6,3,3,0,3,0,0,0,0,3,13,3,0,3,3,5,0,0,0,0,13,8,9,0,0,9,0,6,3,0,31,8,3,3,0,0,4,0,8,0,26,7,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,8,17,17,7,9,14,5,120
SSC21230,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,12,7,0,0,0,0,0,0,5,3,22,5,0,3,0,0,0,0,0,0,14,6,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,9,3,0,0,5,13,3,65
SSC21231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21232,0,0,0,10,4,11,0,6,0,32,0,5,11,8,3,10,0,8,0,47,12,23,9,20,6,11,6,20,0,100,13,27,9,11,8,4,11,15,0,98,16,23,21,14,12,6,4,5,3,102,15,30,6,8,13,3,4,10,0,98,0,5,3,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,118,65,64,47,57,24,64,4,496
SSC21233,0,0,0,0,0,4,0,4,0,10,0,3,3,0,0,0,3,3,0,17,9,3,4,3,3,0,0,3,0,24,7,3,4,0,6,0,5,3,0,26,13,4,3,0,4,3,0,3,0,37,16,6,0,4,6,0,3,7,3,43,12,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,52,21,17,12,21,12,11,29,3,187
SSC21234,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,6,9,3,0,3,0,0,3,4,0,20,7,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,7,4,8,3,3,3,12,0,76
SSC21235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,3,0,11,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,3,0,6,5,3,36
SSC21236,3,5,31,24,0,86,3,30,5,186,13,16,35,28,28,36,10,25,0,187,42,61,81,39,55,35,26,38,9,380,68,89,80,52,80,40,40,39,10,493,125,100,92,64,86,61,44,54,16,645,85,65,67,50,62,36,53,53,12,474,34,17,16,3,11,9,4,13,3,114,3,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,370,356,402,256,327,295,177,252,52,2493
SSC21237,4,11,17,59,17,103,7,40,0,257,21,113,61,111,67,101,5,35,9,519,165,636,127,117,181,80,25,43,9,1396,303,606,84,85,136,70,12,30,24,1357,314,583,98,82,227,68,22,29,22,1445,185,410,81,69,165,55,27,40,15,1033,37,117,21,15,48,14,8,19,3,292,3,11,3,0,7,3,4,0,6,38,0,0,0,0,0,0,0,0,0,0,1028,2487,496,545,851,499,105,243,87,6344
SSC21238,0,3,3,17,8,53,3,18,0,104,5,31,3,38,26,37,5,12,0,164,38,113,22,19,34,24,3,5,4,260,92,154,20,13,41,16,0,4,6,349,138,194,30,21,79,35,3,7,0,505,87,168,24,14,47,14,3,10,4,368,20,63,3,3,23,7,3,9,0,133,0,16,0,0,3,3,0,3,0,32,0,0,0,0,0,0,0,0,0,3,383,746,115,120,262,189,21,61,22,1917
SSC21239,0,0,0,6,0,9,0,9,0,23,9,3,22,7,10,9,9,14,0,90,14,40,51,31,25,23,30,22,9,238,12,18,22,27,17,11,17,22,3,143,10,13,22,22,19,7,24,27,0,148,4,11,21,16,7,6,25,24,3,115,0,3,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,92,143,109,74,61,115,109,14,774
SSC21240,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,9,3,3,0,0,3,0,0,0,4,14,12,0,3,3,0,0,0,0,0,18,12,3,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,7,3,4,3,3,9,4,74
SSC21241,0,0,0,0,0,18,0,10,0,30,7,11,18,10,8,12,3,15,3,86,18,32,33,27,21,13,13,27,3,178,11,18,13,12,11,5,8,11,3,92,10,7,6,12,12,7,6,12,3,76,4,3,0,3,8,8,4,0,0,38,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,75,72,67,63,63,38,76,11,511
SSC21242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC21243,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,9,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,3,4,6,3,3,0,36
SSC21244,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,0,12,7,3,3,4,3,3,0,7,0,25,15,0,3,3,5,4,4,3,0,31,0,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,10,8,11,11,7,3,17,0,84
SSC21245,0,0,5,19,3,27,0,20,0,81,3,11,24,32,7,29,3,13,0,123,42,146,75,58,28,22,6,32,3,406,88,207,49,46,59,27,6,17,13,508,72,126,62,55,64,34,11,25,5,457,39,101,43,27,51,24,7,21,3,305,13,16,3,10,10,3,3,8,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,615,261,241,213,165,32,134,29,1946
SSC21246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,6,0,14
SSC21247,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,4,0,8,19,4,0,0,0,0,0,0,0,24,16,0,3,0,5,0,0,3,0,26,12,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,4,6,4,6,7,3,17,0,101
SSC21248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15
SSC21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,12,3,4,3,0,0,0,0,0,0,13,3,3,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,3,7,9,0,0,0,0,53
SSC21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,5,0,0,3,3,23
SSC21251,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,3,3,0,5,0,32
SSC21252,0,0,0,0,0,3,0,0,0,9,0,4,0,0,0,3,3,3,0,16,0,8,13,0,12,3,3,3,0,42,3,6,11,3,5,0,9,0,0,33,8,19,7,10,9,3,0,4,0,62,7,16,18,11,15,4,8,4,0,85,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59,48,29,39,19,27,19,6,259
SSC21253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,3,0,0,14,3,8,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,0,9,3,4,4,0,42
SSC21254,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,13
SSC21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21256,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,10,4,4,0,3,3,0,0,0,0,14,8,5,4,6,3,5,3,6,0,27,10,4,6,0,7,0,4,3,0,36,12,5,4,4,5,0,3,3,0,41,5,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,20,17,18,14,11,12,19,0,152
SSC21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
SSC21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,12
SSC21260,0,0,0,4,0,3,0,5,0,17,0,0,4,3,0,3,0,4,0,16,8,4,7,0,0,3,3,4,0,22,12,8,4,7,7,0,0,4,0,42,14,15,17,6,6,3,3,10,0,73,16,13,8,3,7,3,4,7,3,66,15,0,3,3,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,68,42,41,29,24,13,8,37,3,272
SSC21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,3,0,15
SSC21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,14
SSC21263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,12,3,3,0,0,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,3,0,3,3,0,6,0,35
SSC21264,0,0,0,0,0,6,0,3,0,7,0,0,0,4,0,0,0,0,0,3,0,7,8,0,0,0,4,0,0,20,4,3,8,3,3,3,0,7,0,22,3,5,10,4,0,0,3,6,0,31,3,5,4,3,3,0,3,3,4,36,3,0,0,0,3,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,28,13,15,13,10,23,0,132
SSC21265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,9
SSC21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,3,0,13
SSC21267,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,14,3,0,3,3,4,0,0,3,0,15,3,0,0,0,3,4,0,0,0,15,3,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,7,6,11,3,9,0,69
SSC21268,0,0,3,3,0,7,0,5,0,18,0,0,12,3,3,3,3,7,0,35,3,12,22,7,12,9,3,11,0,83,5,10,17,3,12,3,7,5,0,65,9,4,12,10,7,3,6,8,3,65,11,3,16,7,13,4,12,15,0,70,0,4,3,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,34,92,37,51,31,37,55,5,362
SSC21269,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,0,4,5,0,0,0,3,0,0,3,0,16,3,4,3,3,0,6,0,5,0,21,3,3,0,0,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,6,4,5,9,6,19,0,86
SSC21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21271,0,0,13,21,3,46,3,26,3,111,0,12,21,16,3,22,4,9,0,91,20,62,33,12,24,14,5,17,0,190,67,119,44,35,71,13,8,11,5,374,66,124,41,39,57,22,15,21,3,404,35,82,27,22,43,19,18,12,5,263,7,18,5,6,13,3,5,3,4,64,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,203,419,190,151,223,134,63,100,19,1495
SSC21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,5,0,7,5,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,3,3,9,0,48
SSC21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15
SSC21274,0,0,3,9,0,15,0,15,0,40,4,4,15,0,0,4,4,0,0,33,19,7,17,12,4,3,4,4,0,74,7,9,10,11,8,13,0,14,0,71,6,6,19,18,16,14,7,22,0,113,15,9,10,14,12,17,3,13,3,94,5,0,0,0,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,40,62,65,46,67,26,70,8,445
SSC21275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,10,3,0,3,3,0,0,0,4,0,17,3,5,5,0,3,3,3,4,0,20,3,0,0,0,4,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,6,9,4,6,5,5,12,0,58
SSC21276,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,9,5,4,0,41
SSC21277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,0,3,0,0,0,0,32
SSC21278,0,0,6,0,0,12,0,10,0,23,0,7,12,17,0,8,0,7,0,52,7,40,22,14,8,5,3,8,0,101,41,53,16,20,17,3,3,10,4,166,29,59,20,15,27,5,4,5,0,182,30,63,23,13,22,13,8,9,4,176,12,17,6,3,0,5,3,8,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,117,240,108,75,77,47,16,55,9,753
SSC21279,0,0,4,13,0,5,0,9,0,32,0,4,10,7,5,9,4,7,0,34,4,20,18,9,16,9,7,6,0,97,28,52,26,15,16,6,14,5,4,171,16,45,18,18,19,8,11,7,6,146,32,39,19,13,22,3,0,4,0,138,4,17,3,3,8,0,0,0,0,35,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,95,185,96,76,78,51,36,33,14,653
SSC21280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,17
SSC21281,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,3,3,0,6,9,0,40
SSC21282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC21283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,13
SSC21284,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,10,4,4,3,0,0,0,3,0,0,10,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,9,3,0,3,3,3,0,39
SSC21285,3,4,34,21,10,87,6,53,9,217,16,39,89,78,41,77,19,84,7,442,83,156,205,107,90,74,49,156,15,938,89,127,92,100,104,81,62,136,11,811,94,113,89,107,123,87,71,127,13,822,79,102,62,90,104,58,65,137,17,710,13,19,15,5,22,16,18,19,5,129,3,0,0,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,3,384,563,584,515,487,481,285,711,87,4095
SSC21286,0,0,3,8,0,6,0,6,0,22,8,3,11,9,7,9,0,3,3,50,4,17,14,3,8,3,0,0,0,54,26,21,18,9,14,5,0,0,3,107,43,31,15,14,29,6,7,4,3,152,31,23,4,5,17,4,3,4,0,98,8,12,8,0,5,3,4,3,0,50,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,127,116,70,47,73,41,17,21,16,530
SSC21287,3,0,5,0,0,9,0,10,0,26,3,3,4,4,0,3,0,5,0,25,7,20,6,7,4,3,6,4,0,64,15,8,8,4,6,7,3,10,0,53,30,15,9,13,9,3,6,12,0,105,28,10,4,3,5,10,9,6,0,78,16,3,3,0,0,0,0,6,0,31,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,112,64,35,30,32,30,25,51,3,379
SSC21288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,4,3,0,0,0,0,25
SSC21289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
