SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC22697,..,20,468,818,970,1013,872,452,140,4743,..,146,369,215,161,115,44,11,6,1068,..,3,22,44,60,39,17,15,9,205,2422,..,..,..,..,..,..,..,..,2422,..,600,..,..,..,..,..,..,..,600,..,551,192,84,66,32,5,0,0,921,..,52,42,16,15,27,10,3,11,181,..,49,47,22,16,5,3,0,0,144,..,235,255,53,38,41,21,3,3,653,..,72,168,193,257,261,200,124,56,1341,49,76,72,39,40,38,33,13,3,362,2463,1803,1643,1479,1614,1565,1201,635,228,12645,..,23,600,880,1059,1016,792,361,73,4808,..,219,357,202,167,111,25,9,3,1100,..,48,187,303,308,120,57,53,34,1101,2361,..,..,..,..,..,..,..,..,2361,..,636,..,..,..,..,..,..,..,636,..,373,119,40,38,22,3,0,0,597,..,61,18,13,26,31,33,16,11,208,..,46,25,4,5,0,0,0,0,84
SSC22698,..,0,0,0,0,4,0,3,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,12,..,0,0,0,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22699,..,0,3,3,3,4,3,0,0,18,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,7,7,3,4,0,0,33,..,3,3,0,7,3,4,0,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22700,..,0,0,3,0,5,8,0,3,19,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,8,9,0,3,40,..,0,0,3,0,3,5,0,0,11,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22701,..,0,0,3,4,0,3,3,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,3,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,3,0,7,3,0,19,0,0,0,0,0,0,0,0,0,0,6,3,5,3,6,5,13,6,3,56,..,0,0,4,7,5,4,3,0,21,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,4,..,..,..,..,..,..,..,..,4,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22702,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22703,..,0,0,3,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,0,3,3,7,0,0,0,25,..,0,0,3,0,7,0,3,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22704,..,0,7,3,9,12,4,0,0,30,..,4,6,0,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,4,9,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,6,..,0,3,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,14,15,16,8,13,15,13,0,0,92,..,0,10,0,11,15,3,0,0,30,..,8,6,0,0,0,0,0,0,16,..,0,3,4,0,0,0,0,0,7,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,10,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22705,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22706,..,0,0,3,5,7,0,0,0,18,..,0,0,0,3,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,9,3,0,5,6,13,7,0,0,49,..,0,3,4,7,8,3,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22707,..,0,42,168,190,92,59,9,4,557,..,0,7,12,10,4,0,0,0,39,..,0,0,0,4,3,3,0,0,11,276,..,..,..,..,..,..,..,..,276,..,133,..,..,..,..,..,..,..,133,..,38,30,6,0,0,0,0,0,82,..,10,7,0,0,0,0,0,0,22,..,4,0,0,0,3,0,0,0,10,..,9,10,0,0,0,3,3,0,23,..,0,3,4,3,0,0,0,0,19,0,5,5,0,0,3,0,0,0,16,276,200,110,189,206,114,63,14,3,1173,..,0,55,204,169,85,39,3,0,555,..,0,7,10,8,4,0,0,0,40,..,0,5,11,16,3,0,0,0,41,262,..,..,..,..,..,..,..,..,262,..,118,..,..,..,..,..,..,..,118,..,33,28,3,0,0,0,0,0,61,..,9,3,0,4,9,12,9,3,37,..,18,0,0,0,0,0,0,0,18
SSC22708,..,0,137,233,168,142,90,97,35,903,..,12,75,46,32,20,3,0,0,194,..,0,0,7,18,11,5,8,4,51,471,..,..,..,..,..,..,..,..,471,..,119,..,..,..,..,..,..,..,119,..,93,63,33,28,16,0,0,0,234,..,16,15,13,4,3,4,0,0,52,..,6,8,5,3,0,0,0,0,25,..,15,28,11,13,6,3,0,0,79,..,4,23,56,47,44,43,35,8,254,8,6,11,4,3,0,3,0,0,39,481,277,359,405,312,238,161,139,50,2426,..,8,173,249,154,127,91,84,16,904,..,18,86,47,34,7,3,0,0,200,..,4,18,52,65,38,23,17,23,232,430,..,..,..,..,..,..,..,..,430,..,116,..,..,..,..,..,..,..,116,..,56,43,17,7,5,4,0,0,136,..,9,6,0,3,16,15,6,8,62,..,5,3,0,0,0,0,0,0,19
SSC22709,..,0,84,184,142,151,178,94,14,840,..,0,35,27,21,6,4,0,0,94,..,0,0,8,10,5,0,3,0,25,342,..,..,..,..,..,..,..,..,342,..,124,..,..,..,..,..,..,..,124,..,73,64,22,20,5,0,0,0,177,..,15,8,7,4,3,3,0,0,41,..,3,0,0,0,0,0,0,0,11,..,8,11,10,0,0,3,0,0,32,..,4,5,13,20,12,16,8,5,96,3,6,3,6,0,0,4,3,0,24,346,235,214,281,213,186,210,112,16,1803,..,3,109,185,150,176,161,54,4,835,..,7,39,29,14,6,0,0,0,93,..,0,9,23,27,28,14,8,0,114,328,..,..,..,..,..,..,..,..,328,..,120,..,..,..,..,..,..,..,120,..,43,54,21,4,3,0,0,0,121,..,5,5,0,0,13,8,10,0,36,..,10,3,0,0,0,0,0,0,16
SSC22710,..,0,0,3,0,3,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,3,6,0,0,23,..,0,0,0,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SSC22711,..,0,0,8,6,10,13,0,0,31,..,0,3,5,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,10,..,..,..,..,..,..,..,10,..,3,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,18,11,11,12,12,12,16,0,0,81,..,0,0,9,8,7,11,0,0,29,..,0,0,6,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,6,..,..,..,..,..,..,..,6,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22712,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22713,..,0,0,0,5,9,3,3,0,17,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,7,0,3,11,11,5,3,0,47,..,0,0,0,4,3,3,0,0,20,..,0,0,0,3,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22714,..,0,31,63,94,97,70,19,3,372,..,0,13,11,13,12,5,0,0,57,..,0,0,4,8,5,0,3,0,16,167,..,..,..,..,..,..,..,..,167,..,86,..,..,..,..,..,..,..,86,..,50,34,11,3,0,0,0,0,102,..,3,3,0,0,0,0,0,0,12,..,3,3,3,3,3,0,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,9,13,9,4,0,27,3,4,3,4,0,3,4,0,0,22,170,151,89,92,132,131,91,24,8,878,..,3,40,70,104,89,53,14,0,377,..,3,13,10,12,6,5,0,0,57,..,0,3,11,19,3,3,3,0,52,154,..,..,..,..,..,..,..,..,154,..,87,..,..,..,..,..,..,..,87,..,44,24,0,0,0,0,0,0,73,..,0,0,0,0,0,0,3,0,12,..,3,0,3,0,0,0,0,0,9
SSC22715,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22716,..,0,0,5,17,19,7,4,0,57,..,0,0,3,3,0,0,0,0,8,..,0,0,0,3,0,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,9,..,..,..,..,..,..,..,9,..,8,0,0,0,0,0,0,0,11,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,4,0,14,0,0,0,0,0,3,0,0,0,3,15,14,3,8,25,35,10,7,0,120,..,0,4,5,16,17,11,0,0,56,..,0,3,5,0,0,0,0,0,6,..,0,0,0,5,0,0,0,0,12,28,..,..,..,..,..,..,..,..,28,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22717,..,0,80,230,229,139,82,42,11,810,..,9,38,26,15,6,3,0,0,101,..,0,0,6,11,0,3,0,0,18,460,..,..,..,..,..,..,..,..,460,..,125,..,..,..,..,..,..,..,125,..,74,28,8,3,0,0,0,0,117,..,8,12,0,0,0,0,0,0,22,..,15,11,3,3,0,0,0,0,34,..,155,45,9,3,0,0,0,0,213,..,10,12,17,16,13,5,4,6,72,5,20,4,0,5,0,0,0,0,47,468,422,221,301,280,159,98,52,12,2004,..,0,113,262,208,120,81,29,0,818,..,9,37,18,21,8,3,0,0,105,..,0,10,16,31,7,3,0,0,72,459,..,..,..,..,..,..,..,..,459,..,148,..,..,..,..,..,..,..,148,..,54,20,0,3,0,0,0,0,80,..,14,10,0,3,3,4,3,0,32,..,5,7,0,3,0,0,0,0,17
SSC22718,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22719,..,0,0,0,0,3,3,3,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,3,3,3,0,20,..,0,0,0,3,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22720,..,0,5,16,18,35,37,16,3,130,..,3,4,0,3,11,3,0,0,30,..,0,0,3,4,4,5,0,0,14,46,..,..,..,..,..,..,..,..,46,..,15,..,..,..,..,..,..,..,15,..,12,3,0,3,3,0,0,0,25,..,3,0,0,3,0,0,0,0,6,..,0,0,0,0,3,0,0,0,9,..,3,0,0,0,3,7,3,0,18,..,0,0,6,13,29,30,6,5,102,0,0,3,3,3,3,8,0,0,24,45,38,23,27,51,99,89,28,13,409,..,0,9,19,26,31,31,15,3,131,..,4,3,0,10,9,3,0,0,31,..,6,0,4,8,0,0,3,3,34,61,..,..,..,..,..,..,..,..,61,..,22,..,..,..,..,..,..,..,22,..,5,0,0,3,3,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC22721,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,..,0,0,0,5,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22722,..,0,0,0,3,5,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,5,0,3,0,18,..,0,0,0,5,0,3,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22723,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC22724,..,0,0,0,0,0,0,3,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,4,3,3,4,3,3,4,0,32,..,0,0,3,0,0,3,3,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
