SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC20368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,0,12
SSC20369,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,5,4,3,6,0,23
SSC20370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,3,0,0,15,0,0,3,0,0,0,0,0,7,6,6,3,10,3,3,0,0,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,5,4,7,9,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,8,16,16,4,0,4,69
SSC20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20373,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,9,4,10,6,0,0,21,0,0,3,10,4,0,0,0,17,0,7,4,13,10,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,4,13,8,5,0,0,43,0,0,0,0,0,0,0,0,0,5,0,3,3,0,9,3,0,28,8,16,16,32,26,19,3,0,124
SSC20374,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,0,3,0,9,3,5,0,0,17,0,0,0,3,9,4,0,0,19,3,6,5,6,17,9,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,9,12,12,17,9,3,0,58,0,0,0,0,0,0,0,0,3,4,0,0,9,4,3,0,0,21,7,10,15,30,40,22,4,0,132
SSC20375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,8,4,0,0,0,0,13,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,7,3,9,9,9,7,5,0,0,47
SSC20376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC20377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,9,0,3,4,6,3,0,4,0,18
SSC20379,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,3,9,5,12,12,0,8,0,0,53,3,9,8,14,8,9,0,0,56,6,11,19,30,19,18,6,0,105,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,9,6,14,21,27,19,20,5,0,119,0,0,0,0,0,0,0,0,0,9,11,14,16,26,18,4,3,103,32,37,53,73,57,55,16,4,330
SSC20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5
SSC20381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,3,6,0,6,3,0,34
SSC20382,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,16,0,0,0,4,4,0,0,0,8,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,3,5,6,21,12,4,0,50
SSC20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,18
SSC20384,168,141,90,43,16,0,607,0,30,47,66,34,30,11,0,209,136,463,469,367,228,120,54,7,1847,45,127,167,207,114,85,54,8,803,58,122,123,192,132,117,114,51,919,6,7,6,17,19,3,0,0,63,4,13,14,28,30,12,14,6,131,71,147,147,242,178,136,134,60,1112,10,11,6,14,16,12,15,3,85,57,79,91,89,69,122,147,46,704,330,997,1083,1128,718,553,422,126,5366
SSC20385,15,7,4,3,0,0,24,0,3,7,8,9,0,0,0,17,3,8,15,15,21,5,3,0,67,7,0,14,17,14,5,3,0,60,8,10,17,23,25,15,7,0,104,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,9,13,20,30,27,13,6,0,120,0,0,3,0,0,0,0,0,3,4,9,8,8,5,13,0,0,42,19,32,64,77,75,47,14,0,341
SSC20386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,8,6,3,0,0,32
SSC20387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,13
SSC20388,0,0,3,5,0,0,10,0,0,5,3,4,0,0,0,10,3,8,17,14,10,3,0,0,48,0,5,6,13,8,5,0,0,32,5,17,22,28,11,12,0,0,101,4,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,11,19,28,31,14,12,0,0,114,0,0,0,0,0,0,0,0,0,9,3,3,6,8,3,5,0,45,25,35,52,63,44,24,3,0,260
SSC20389,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,3,0,6,3,0,0,22,0,0,4,4,0,4,0,0,12,6,5,3,12,7,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,6,5,3,15,13,4,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,10,10,5,14,28,22,10,3,0,97
SSC20390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,4,4,3,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,16,9,3,6,9,7,10,0,0,38
SSC20391,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,7,0,6,7,3,4,0,0,0,23,0,3,6,6,4,3,0,0,24,3,3,7,8,12,3,4,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,12,4,12,3,4,0,50,0,0,3,0,0,0,0,0,3,0,6,0,3,3,0,0,0,17,6,19,37,25,23,11,9,0,127
SSC20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,0,0,0,20,0,0,0,0,0,0,0,0,7,3,6,3,14,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,4,5,8,14,9,3,0,0,39,0,0,0,0,0,0,0,0,3,3,4,3,0,4,5,0,0,19,9,14,20,16,15,10,0,0,90
SSC20393,0,0,5,0,0,0,5,0,0,0,6,6,3,0,0,11,0,4,4,5,10,0,0,0,28,3,5,3,7,7,0,0,0,24,7,6,13,16,27,19,0,0,93,3,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,6,10,9,20,24,29,20,0,0,107,0,0,0,0,0,0,0,0,3,0,0,3,5,19,4,4,3,42,12,16,31,45,65,27,10,5,215
SSC20394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,11,0,3,3,6,6,4,3,0,27
SSC20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,3,3,9,6,0,0,28
SSC20397,358,185,123,36,12,0,1514,20,123,100,96,67,32,3,0,443,652,1405,862,521,350,182,56,14,4052,331,535,440,413,257,174,62,13,2229,357,468,472,565,406,319,157,42,2788,60,27,30,33,17,4,3,0,179,32,42,81,65,66,40,24,5,353,451,536,584,663,491,367,178,47,3314,31,53,26,28,34,18,13,3,209,414,332,181,201,210,259,249,192,2033,1954,3716,2550,2112,1535,1076,575,277,13793
SSC20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,6,8,7,0,0,25
SSC20399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,5,12,11,7,0,3,0,0,31
SSC20400,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,13,3,3,0,0,25
SSC20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,4,0,3,0,4,3,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,7,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,7,9,4,3,9,17,6,0,0,46
SSC20402,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,7,3,6,0,0,0,24,0,0,7,4,3,0,0,0,20,3,5,14,10,5,4,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,14,10,7,4,3,0,54,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,17,7,13,30,27,23,12,3,0,112
SSC20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,4,3,4,9,0,0,14
SSC20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,6,7,0,0,0,26
SSC20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3
SSC20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,5,4,0,0,0,9
SSC20407,35,43,37,23,4,0,165,0,6,28,28,32,20,6,0,120,17,91,160,101,90,55,18,7,536,12,22,66,67,70,41,20,3,303,33,64,90,85,87,58,21,4,443,4,3,4,4,3,3,0,0,25,3,3,3,4,12,10,3,3,36,44,69,98,92,104,66,24,5,505,0,0,4,0,6,3,0,0,21,30,30,34,38,49,43,25,8,262,105,238,433,378,386,249,102,25,1912
SSC20408,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,3,6,5,7,0,0,28,0,3,3,5,4,0,0,0,20,4,8,10,11,9,4,0,0,56,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,12,10,14,9,8,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,9,19,20,31,28,15,0,3,122
SSC20409,6,3,3,0,0,0,18,0,8,7,7,12,3,0,0,35,11,27,36,24,23,19,8,4,149,19,28,40,41,23,11,4,3,163,32,86,104,104,69,50,18,7,472,0,11,8,7,3,0,0,0,24,0,9,4,10,11,6,0,0,40,39,97,117,117,78,59,20,7,537,0,4,0,0,5,0,0,0,13,36,11,20,49,31,27,16,8,207,102,182,232,247,167,126,46,22,1120
SSC20410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,0,4,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,19,6,9,9,15,3,8,3,4,48
SSC20411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,0,0,9
SSC20414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,10,7,7,5,0,0,26
SSC20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,8,0,3,0,15
SSC20416,23,12,3,7,0,0,70,0,15,8,7,3,3,0,0,35,22,112,54,23,16,11,0,0,234,8,23,7,8,8,4,0,0,55,3,22,8,8,5,4,0,0,53,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,3,23,8,11,5,4,0,0,57,0,0,0,0,0,0,0,0,4,0,12,8,7,3,9,5,0,46,36,216,114,67,36,37,6,0,508
SSC20417,29,25,3,3,0,0,83,3,7,12,9,0,0,3,0,35,50,151,105,90,49,16,3,3,479,40,83,85,54,34,11,4,8,326,59,76,122,110,97,47,26,11,552,6,4,16,4,9,0,0,0,43,10,10,25,21,12,8,4,4,90,76,92,159,138,118,58,30,16,683,3,0,3,8,4,4,3,3,29,40,23,45,32,31,41,22,31,267,219,381,444,353,240,136,69,54,1901
SSC20418,123,25,8,7,0,0,235,12,12,18,14,7,0,0,0,64,56,256,266,115,36,11,0,0,746,37,153,172,56,32,10,0,0,455,71,156,171,94,41,22,0,0,555,6,13,7,7,5,0,0,0,36,0,16,33,19,6,3,0,0,84,82,184,214,118,49,20,0,0,666,3,12,10,3,3,0,0,0,30,37,56,67,44,41,17,0,0,263,226,736,873,370,177,71,6,0,2459
SSC20419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,3,0,0,11
SSC20420,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,10,3,3,0,5,0,5,0,0,10,3,4,7,12,7,3,0,0,40,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,10,8,13,7,3,0,0,49,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,18,12,14,16,26,18,12,3,0,101
SSC20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC20422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,3,3,6,6,0,0,19
SSC20423,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,0,0,10,0,5,4,4,3,0,0,0,16,4,3,7,3,12,10,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,12,13,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,0,0,22,7,7,11,14,23,28,0,0,96
SSC20424,295,166,112,50,20,3,1228,21,53,62,96,62,27,15,4,334,512,1012,530,418,241,143,81,45,2979,332,231,168,217,142,113,58,34,1290,161,120,93,173,123,91,60,46,868,30,6,8,15,3,5,7,0,72,25,20,17,32,33,20,20,10,180,208,148,120,216,158,120,94,58,1126,23,19,12,17,14,7,11,8,108,225,147,83,85,81,86,108,91,912,1363,2148,1267,1207,806,542,389,256,7977
SSC20425,209,93,84,40,14,0,712,0,36,52,44,33,23,10,0,194,235,561,378,335,215,119,73,6,1922,93,143,168,145,125,101,70,9,853,59,89,126,151,128,107,93,23,769,5,10,9,14,3,12,0,0,52,10,13,21,24,27,18,20,0,126,73,110,149,179,156,131,114,22,951,8,14,8,14,3,15,10,3,75,63,53,36,73,49,108,111,35,538,487,1177,1012,893,663,539,397,88,5250
SSC20426,3,0,3,0,0,0,8,0,0,7,9,0,0,0,0,13,0,8,15,13,5,8,0,0,56,0,4,9,7,12,7,0,0,44,11,15,25,29,15,4,0,0,102,0,3,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,3,11,16,25,41,14,9,0,0,113,0,0,0,0,0,0,0,0,3,5,7,7,8,10,12,5,0,47,15,40,67,66,40,36,11,3,277
SSC20427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,3,0,0,0,15
SSC20428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,9
SSC20429,3,0,0,0,4,0,9,0,0,0,3,0,0,0,0,9,0,3,7,8,13,8,3,0,37,0,0,5,5,12,12,4,0,36,5,22,16,10,23,19,7,0,99,0,0,0,0,3,0,0,0,5,0,0,3,3,4,0,3,0,13,7,20,19,15,34,15,12,0,121,0,0,0,0,0,0,0,0,3,3,0,8,13,17,11,3,0,59,9,32,36,47,75,50,24,3,272
