SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC20691,41,42,76,8,0,7,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,0,0,0,0,0,0,19,11,25,4,10,13,60,59,115
SSC20692,108,111,220,161,154,309,10,12,24,271,334,600,8,18,26,0,3,4,3,3,9,3,0,3,0,0,0,6,9,14,0,0,0,303,371,673,30,29,59,3,7,8,495,555,1053,71,64,127,675,733,1403
SSC20693,12,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,11,22
SSC20694,25,23,51,0,0,0,0,0,0,8,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,4,10,15,0,0,0,36,33,71
SSC20695,129,121,249,4,4,9,0,0,0,37,38,77,3,7,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,44,51,91,0,0,0,0,0,3,52,54,104,12,12,21,191,183,372
SSC20696,133,111,246,3,3,4,0,0,0,38,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,79,0,3,3,0,0,0,45,48,88,17,10,31,191,170,369
SSC20697,1717,1833,3546,182,186,368,27,25,53,459,379,838,10,11,25,5,8,13,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,499,429,932,373,291,662,5,5,15,1062,915,1983,336,351,685,3114,3098,6214
SSC20698,65,45,110,6,5,11,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,13,15,28,13,12,26,87,77,163
SSC20699,6,6,13,7,3,9,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,13,12,25,0,3,3,20,14,37
SSC20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20701,137,116,255,49,56,108,0,0,0,50,65,112,5,6,7,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,53,70,124,4,7,7,3,0,3,103,134,242,17,23,46,264,273,533
SSC20702,5581,5463,11044,1404,1130,2537,103,80,180,2324,1977,4303,102,57,161,65,35,99,37,29,63,16,14,26,11,5,22,7,6,18,8,0,12,2680,2204,4882,3504,2492,5997,131,71,204,7729,5889,13618,1559,1267,2824,14868,12612,27487
SSC20703,6389,6576,12966,514,529,1038,50,48,93,1840,1669,3510,26,30,61,25,23,44,16,11,33,4,7,8,7,5,17,0,3,4,3,0,3,1986,1795,3777,1061,881,1945,49,17,69,3609,3223,6831,625,626,1251,10625,10428,21047
SSC20704,29,8,38,3,0,8,3,0,3,38,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,55,4,0,3,0,0,4,47,20,70,39,12,55,120,42,161
SSC20705,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20706,39,29,66,0,0,0,0,0,0,7,6,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,0,0,0,9,6,12,10,4,14,57,41,92
SSC20707,2261,2282,4539,385,468,851,28,35,65,748,788,1536,25,27,44,16,11,25,11,12,20,11,12,15,3,8,13,5,5,13,0,0,0,844,893,1728,49,56,104,20,30,47,1292,1449,2732,243,242,484,3788,3967,7760
SSC20708,5,10,20,0,0,3,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,4,4,16,0,0,0,13,22,30
SSC20709,34,31,63,4,3,7,4,7,5,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,25,0,0,0,0,0,0,13,19,30,4,3,9,58,46,109
SSC20710,220,218,435,34,40,72,0,0,3,47,53,100,3,6,9,3,0,8,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,58,69,124,3,6,14,0,0,0,98,108,207,31,30,58,345,354,705
SSC20711,135,130,260,6,4,13,0,0,0,32,31,66,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,67,0,0,0,0,0,0,46,43,84,17,16,35,193,190,382
SSC20712,3,5,11,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,5,7,12
SSC20713,105,82,186,4,11,9,0,3,3,17,15,35,0,0,3,12,8,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,30,59,3,0,4,0,0,0,37,44,76,27,23,49,158,155,310
SSC20714,32,28,58,0,0,0,4,3,8,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,24,0,0,0,0,0,0,18,10,24,5,6,10,50,44,97
SSC20715,10,14,23,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,10,8,17,0,3,3,24,19,37
SSC20716,584,714,1297,140,193,334,27,26,49,180,242,418,11,13,27,4,7,12,7,9,20,3,8,7,0,3,5,0,3,3,0,0,0,227,308,539,33,36,64,6,10,21,403,555,954,91,116,203,1077,1379,2456
SSC20717,50,30,81,3,0,3,0,0,0,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,0,0,0,0,0,0,11,7,22,6,5,8,70,46,113
SSC20718,91,82,174,9,3,20,0,0,0,18,22,38,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,27,44,3,3,9,0,0,0,34,34,67,9,7,17,137,124,263
SSC20719,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,6,3,0,0,4,7,8
SSC20720,57,64,125,3,3,8,4,12,13,12,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,0,0,0,0,17,17,31,3,0,7,81,80,159
SSC20721,76,71,143,15,9,26,3,0,8,5,9,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,22,0,0,0,0,0,0,26,24,51,0,3,6,97,93,194
SSC20722,529,612,1136,56,63,124,9,7,16,197,237,439,7,3,10,0,3,4,0,3,0,3,0,3,0,0,0,0,3,3,0,0,0,214,257,471,70,92,161,0,3,4,344,413,765,30,44,72,900,1065,1972
SSC20723,4568,4687,9250,480,478,958,49,47,96,1615,1608,3220,35,40,69,23,20,48,22,16,32,10,12,19,17,10,26,3,0,7,0,3,0,1770,1758,3525,729,740,1469,25,24,48,2998,2998,6001,668,675,1346,8239,8361,16597
SSC20724,1325,1486,2812,146,170,314,24,26,46,1014,1092,2113,24,17,42,13,9,26,10,13,26,3,3,5,3,3,4,3,0,9,0,0,0,1100,1166,2264,25,32,60,17,21,36,1294,1381,2681,165,202,359,2780,3069,5850
SSC20725,2616,2795,5410,92,91,187,19,20,42,638,697,1338,7,10,16,5,8,14,5,0,5,3,5,11,3,0,5,0,0,3,0,0,0,679,749,1422,170,211,382,17,14,29,958,1063,2017,219,225,441,3795,4078,7874
SSC20726,0,0,3,3,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,8,0,0,3,9,7,15
SSC20727,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,7,16,11,30
SSC20728,15,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,24
SSC20729,10,6,14,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,0,0,0,11,13,21
SSC20730,130,113,241,6,17,20,0,0,0,37,47,84,3,5,8,0,0,0,3,0,8,0,0,0,0,3,5,0,0,0,0,0,0,51,51,100,9,14,22,0,0,0,71,77,147,23,15,37,219,207,430
SSC20731,484,469,961,141,154,294,5,3,11,154,178,336,7,9,12,0,0,0,3,3,11,4,3,3,0,4,4,0,0,0,0,0,0,178,201,374,26,17,43,3,0,8,349,373,720,38,41,85,872,883,1761
SSC20732,31,35,60,3,3,11,0,0,0,21,21,35,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,44,0,0,0,0,0,0,23,27,57,11,14,27,68,75,146
SSC20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20734,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,14,7,17
SSC20735,135,122,263,7,9,17,0,0,0,87,76,162,0,4,6,0,0,0,3,7,10,0,0,0,0,0,0,0,3,3,0,0,0,91,91,178,0,0,0,4,9,12,103,106,208,18,15,37,258,246,507
SSC20736,19,13,34,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,0,0,0,22,22,43
SSC20737,1975,2007,3977,225,240,464,22,28,49,842,797,1644,18,21,38,13,7,21,3,4,10,3,3,6,0,0,0,0,3,9,0,0,0,915,866,1781,267,343,613,18,13,33,1423,1465,2894,159,176,334,3557,3650,7205
SSC20738,17,12,26,0,3,4,0,0,0,5,0,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,0,0,0,0,0,0,11,6,17,0,3,5,23,24,46
SSC20739,127,119,247,21,22,41,0,0,0,25,21,50,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,31,32,60,0,0,0,0,0,0,47,52,96,24,20,43,197,187,385
SSC20740,65,57,118,3,5,9,0,0,0,14,18,32,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36,0,0,0,0,0,0,19,28,50,11,9,20,91,96,186
SSC20741,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14
SSC20742,520,491,1015,17,16,34,0,3,3,140,127,271,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,137,276,4,9,20,0,3,3,167,167,328,68,60,124,757,715,1470
SSC20743,121,109,229,20,24,43,0,3,5,20,15,36,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,51,3,0,0,0,0,0,50,49,95,4,4,14,173,157,335
SSC20744,52,51,103,3,0,6,0,0,0,18,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,0,0,0,0,0,0,22,22,44,7,11,19,83,81,159
SSC20745,66,60,127,4,4,9,3,0,4,4,10,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,24,7,8,13,0,0,0,22,24,45,256,13,264,341,86,433
SSC20746,3716,3736,7446,317,329,650,15,27,44,1039,1083,2121,31,39,70,0,7,6,9,8,22,3,5,12,3,8,11,5,5,10,0,0,0,1108,1181,2290,109,109,216,18,14,27,1550,1632,3188,202,201,409,5472,5575,11043
SSC20747,36,29,67,4,3,4,3,0,3,11,12,20,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,19,14,33,0,0,0,0,0,0,21,19,42,3,0,8,65,50,112
SSC20748,729,680,1413,82,91,176,8,6,10,317,349,660,5,6,19,6,3,10,3,5,10,0,0,0,0,0,3,0,0,0,0,0,0,339,368,712,27,35,61,8,4,11,457,499,959,112,109,214,1301,1294,2592
SSC20749,31,23,58,6,0,6,0,0,0,7,7,15,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,19,0,0,3,0,0,0,15,14,30,5,3,8,53,37,89
SSC20750,492,529,1021,96,94,190,3,3,9,88,96,183,15,7,20,9,7,23,3,0,3,0,3,5,0,0,6,0,0,0,0,0,0,117,124,241,3,5,9,0,0,0,217,229,448,85,108,201,799,868,1666
SSC20751,71,63,136,11,3,13,0,0,0,4,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,18,0,0,0,0,0,0,13,17,36,14,14,22,96,93,190
SSC20752,3313,3407,6727,223,233,451,21,24,44,879,907,1792,16,18,34,3,8,7,7,9,17,6,5,14,5,0,4,0,0,0,0,0,0,938,970,1913,145,127,272,17,8,30,1325,1342,2666,216,217,428,4857,4964,9818
SSC20753,26,25,47,5,3,9,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,0,0,0,14,12,23,3,3,5,45,39,77
SSC20754,28,26,51,0,0,4,3,3,5,10,14,24,3,0,3,9,3,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,29,25,51,4,11,19,0,0,0,33,39,78,44,51,99,106,119,224
SSC20755,44,39,81,3,3,6,0,0,0,13,9,23,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,0,0,0,0,0,0,17,20,32,3,0,5,60,61,119
SSC20756,126,119,240,10,3,9,0,0,0,20,20,43,4,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,27,47,4,0,3,0,0,0,33,30,61,9,14,17,162,156,322
SSC20757,7,11,20,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,3,7,9,3,3,4,18,21,34
SSC20758,36,40,74,10,3,11,4,3,6,8,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,0,0,0,0,0,17,8,29,6,3,10,59,53,118
SSC20759,13,14,22,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,0,0,0,0,0,0,6,9,9,10,6,20,32,22,56
SSC20760,797,735,1534,243,208,456,129,106,236,1251,1161,2416,99,97,196,30,32,67,61,66,131,25,29,48,7,7,13,29,30,60,3,0,3,1640,1532,3172,1915,1858,3772,38,27,66,3835,3629,7467,739,676,1415,5367,5040,10413
SSC20761,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,8,16
SSC20762,20,19,33,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,5,5,12,4,3,5,27,28,51
SSC20763,183,158,338,27,26,55,0,0,0,42,42,83,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,43,91,3,4,6,3,3,4,79,83,161,21,25,41,275,258,540
SSC20764,442,441,885,78,82,157,3,0,9,63,81,150,3,10,15,8,7,9,0,6,4,3,3,3,0,0,0,0,0,0,0,0,0,84,105,196,3,5,9,6,3,15,175,200,377,87,93,184,707,733,1443
SSC20765,5135,5718,10851,404,379,781,74,86,158,2092,2209,4305,49,57,111,39,41,83,46,46,91,7,9,13,4,3,10,18,6,28,0,0,0,2335,2466,4801,1190,1280,2465,57,70,127,3985,4192,8178,451,530,976,9569,10433,20006
SSC20766,7832,8499,16333,418,425,845,74,67,138,2512,2702,5213,55,72,125,36,46,83,30,25,62,14,14,25,3,8,9,14,15,31,0,0,0,2737,2943,5681,1406,1516,2923,36,38,72,4599,4924,9524,441,582,1018,12870,14009,26877
SSC20767,68,51,118,0,0,0,0,0,0,18,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29,0,0,0,0,0,0,15,15,34,8,9,18,92,75,167
SSC20768,3615,3942,7563,138,147,289,26,33,57,1178,1325,2501,27,30,57,4,7,17,10,12,21,4,4,9,4,7,6,0,0,3,0,0,0,1253,1411,2667,276,300,583,14,17,36,1679,1884,3566,267,332,593,5564,6155,11722
SSC20769,3,3,3,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,9,8,9
SSC20770,98,77,180,3,5,11,0,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,38,0,0,0,0,0,0,21,23,43,4,5,9,124,105,229
SSC20771,109,104,217,7,10,15,0,3,3,27,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,55,0,0,4,0,0,0,33,43,74,9,12,17,156,151,305
SSC20772,0,0,3,0,0,0,3,3,7,4,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,30,3,0,3,0,0,0,14,21,35,0,3,5,16,26,46
SSC20773,3793,3862,7651,620,658,1285,73,104,168,3780,4172,7952,103,124,222,18,23,44,28,31,57,14,12,31,16,9,28,3,8,14,0,0,0,4034,4488,8521,278,299,581,43,32,76,4973,5485,10459,357,399,750,9119,9743,18864
SSC20774,16,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,10,19,17,37
SSC20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20776,30,33,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,28,62
SSC20777,2152,2111,4262,210,188,396,24,19,38,915,808,1725,27,20,51,33,13,39,10,4,14,3,3,7,0,0,0,3,3,5,3,0,3,1023,864,1887,753,511,1265,38,11,54,2032,1567,3602,428,387,814,4609,4064,8676
SSC20778,13,17,35,3,0,4,0,0,0,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,0,0,0,0,0,6,7,12,3,3,5,22,31,56
SSC20779,8,8,12,6,4,9,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,8,13,0,3,4,16,13,30
SSC20780,22,21,50,3,3,6,0,0,0,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,13,0,0,0,0,0,0,11,10,27,0,3,4,40,35,71
SSC20781,19,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,0,0,0,3,7,7,3,3,10,21,23,47
SSC20782,1416,1471,2889,215,221,438,28,34,62,765,823,1587,22,20,47,0,3,5,15,12,29,3,3,6,10,3,15,0,0,3,0,0,0,849,903,1748,33,54,85,14,8,26,1119,1186,2300,161,187,344,2687,2839,5533
SSC20783,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8
SSC20784,2508,2714,5221,709,790,1499,41,41,82,1553,1739,3287,59,63,124,9,8,18,18,19,41,16,7,21,5,6,20,0,5,4,0,0,0,1700,1898,3593,73,90,158,30,25,54,2517,2800,5313,461,485,951,5480,5994,11477
SSC20785,65,58,120,7,4,8,0,0,0,16,16,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30,0,0,0,0,0,0,22,19,47,7,3,11,88,83,172
SSC20786,125,117,241,12,11,21,0,0,0,16,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,39,0,0,0,0,0,0,37,28,61,4,4,7,170,148,316
SSC20787,132,113,250,8,4,14,0,0,0,11,11,26,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,30,0,3,3,0,0,0,28,25,48,11,9,20,168,147,316
SSC20788,5,8,18,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,0,0,0,8,7,12,0,3,9,18,21,34
SSC20789,48,48,98,10,10,22,0,0,0,11,8,18,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28,0,0,0,3,0,3,25,23,52,0,0,3,78,76,147
SSC20790,155,161,316,10,18,25,0,0,0,55,55,111,3,5,10,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,63,69,128,7,10,16,0,3,5,77,94,170,30,21,50,261,282,540
SSC20791,11,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,20,33
SSC20792,73,75,153,9,8,20,0,0,0,24,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,61,0,0,0,0,0,0,29,46,76,9,20,25,117,138,252
SSC20793,61,63,121,3,4,7,0,0,0,12,9,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,13,25,0,0,0,0,0,0,12,21,34,14,15,29,87,95,184
SSC20794,48,40,92,0,0,4,0,0,0,13,12,30,4,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,17,41,0,0,0,0,3,4,24,24,49,3,0,7,79,69,148
SSC20795,7,9,13,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,3,0,0,0,7,3,14,0,0,0,17,14,28
SSC20796,1118,1291,2412,246,295,536,14,16,30,373,398,779,8,23,28,3,3,4,14,7,19,4,3,3,3,6,6,0,0,0,0,0,0,420,454,876,24,14,36,6,5,18,701,764,1464,91,118,213,1911,2180,4090
SSC20797,18,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,23,16,38
SSC20798,138,120,255,13,12,23,0,6,3,30,35,65,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,34,43,79,0,0,0,0,0,0,48,57,105,20,11,37,210,186,399
SSC20799,37,31,69,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,10,9,17,3,0,10,51,41,92
SSC20800,6,13,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,10,24
SSC20801,14,17,33,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,3,7,12,4,4,3,22,28,49
SSC20802,20,21,39,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,3,4,6,3,0,3,26,23,46
SSC20803,177,197,377,23,36,62,3,9,14,42,55,103,0,3,4,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,57,69,125,4,5,6,3,3,6,86,110,199,38,26,63,302,336,635
SSC20804,18,12,31,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,5,0,0,0,14,13,36
