SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC20012,227,233,462,54,50,103,3,4,4,59,56,117,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,65,128,4,7,13,5,0,5,125,128,250,20,44,64,379,403,785
SSC20013,51,53,105,9,0,12,0,0,0,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,0,0,0,0,0,0,15,12,25,6,3,6,70,67,140
SSC20014,2001,2220,4226,158,159,317,25,25,50,812,872,1684,18,24,46,3,0,3,5,5,15,5,0,3,6,4,9,4,5,3,0,0,0,882,937,1817,139,124,262,18,14,34,1193,1233,2424,225,221,447,3421,3678,7102
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,1651,1615,3263,65,63,126,15,7,19,482,430,913,8,9,18,4,8,10,8,0,12,0,0,3,0,6,6,0,0,0,0,0,0,517,465,982,165,183,345,6,13,18,754,714,1475,206,188,391,2615,2515,5126
SSC20017,1399,1469,2864,210,242,446,54,51,105,635,670,1300,28,33,63,14,11,29,21,25,48,4,8,12,3,9,13,7,3,7,0,0,0,775,804,1578,223,237,453,12,16,31,1215,1295,2508,244,229,474,2855,2988,5849
SSC20018,84,78,160,16,15,32,0,3,3,8,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,31,3,0,3,3,0,3,34,33,62,15,11,29,129,119,250
SSC20019,23,22,44,5,12,20,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,9,19,28,3,4,8,34,42,76
SSC20020,950,905,1855,105,88,188,22,16,41,463,408,865,18,10,25,8,7,12,7,3,12,0,0,0,0,0,0,3,0,3,0,0,0,516,448,956,533,346,882,31,16,48,1184,896,2079,253,206,455,2382,2010,4388
SSC20021,703,754,1459,196,226,415,15,18,26,177,168,343,8,13,20,0,7,7,6,7,14,0,0,0,3,0,3,0,0,0,0,0,0,212,213,418,18,13,34,3,6,5,428,453,877,123,106,228,1253,1319,2570
SSC20022,1859,1993,3855,336,373,712,49,35,85,1428,1552,2976,45,53,102,25,27,55,29,28,53,17,18,37,3,3,11,7,3,8,0,0,0,1605,1722,3324,110,112,220,24,18,38,2073,2224,4302,226,227,454,4164,4448,8609
SSC20023,9,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SSC20024,26,24,53,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,4,16,8,22,45,39,85
SSC20025,23,20,45,4,4,6,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,9,12,18,9,8,11,38,37,78
SSC20026,115,110,225,10,3,10,4,8,9,13,6,20,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,37,4,3,9,0,0,0,33,27,56,12,9,20,154,145,303
SSC20027,465,433,897,62,63,121,0,0,3,100,109,214,3,4,11,0,0,0,3,0,3,3,0,3,3,3,3,0,0,0,0,0,0,119,123,236,3,5,8,3,0,6,183,190,373,75,71,143,726,696,1418
SSC20028,47,51,98,4,3,7,0,0,3,12,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,33,0,0,0,0,0,0,19,23,37,11,13,19,80,81,164
SSC20029,40,38,73,4,3,9,0,0,0,7,9,20,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28,0,0,3,0,0,0,16,18,39,3,4,7,60,61,121
SSC20030,54,59,114,8,10,14,0,0,3,22,26,46,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,25,55,0,0,0,3,0,3,35,35,71,0,3,4,93,97,189
SSC20031,5,3,10,3,0,3,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,7,13,0,0,0,14,9,25
SSC20032,15,14,25,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,3,9,0,0,3,23,23,43
SSC20033,1236,1388,2626,83,91,171,37,50,90,631,678,1302,18,22,38,3,14,18,7,9,18,5,0,4,3,0,6,6,4,10,0,0,0,701,782,1480,124,146,275,17,15,30,928,1029,1958,131,152,281,2296,2571,4865
SSC20034,2654,2846,5501,314,328,640,54,54,107,1059,1174,2229,43,41,82,20,22,44,18,27,47,10,14,23,3,3,6,9,12,19,0,0,0,1219,1349,2563,316,349,665,28,15,48,1872,2038,3912,336,348,684,4858,5240,10096
SSC20035,5586,5838,11416,479,551,1029,50,71,125,1487,1495,2981,53,62,112,15,21,37,21,30,53,18,16,33,6,7,18,7,3,12,0,0,0,1662,1708,3369,495,560,1058,31,37,68,2665,2858,5522,498,535,1040,8752,9228,17975
SSC20036,3172,3382,6560,355,357,710,42,41,91,1027,1086,2116,39,45,81,11,13,27,16,28,40,4,3,9,0,0,0,4,4,8,0,0,0,1144,1224,2372,280,283,568,65,82,142,1848,1945,3795,414,447,863,5441,5779,11219
SSC20037,44,41,90,0,0,3,3,3,3,0,4,11,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,24,0,0,0,0,0,0,9,20,26,3,7,16,58,67,129
SSC20038,19,20,41,3,0,4,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,0,0,0,12,9,20,0,3,5,37,29,65
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,84,78,163,4,3,10,0,0,0,23,24,48,0,3,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,24,32,52,0,0,0,0,0,0,28,38,63,3,9,12,114,119,241
SSC20041,196,184,381,15,28,43,0,0,0,76,86,163,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,86,88,173,5,0,3,0,0,3,105,117,217,34,29,62,332,333,662
SSC20042,33,18,54,0,0,3,0,4,6,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,0,0,0,0,0,0,6,11,18,6,3,8,42,33,79
SSC20043,8,8,21,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,3,3,3,13,15,32
SSC20044,10,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,12,12,21
SSC20045,686,691,1382,118,134,248,8,3,10,253,284,534,6,7,14,6,3,14,3,4,4,3,3,3,3,4,8,0,0,0,0,0,0,282,305,585,22,25,45,3,7,4,418,461,876,96,85,180,1200,1234,2434
SSC20046,11,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,5,0,3,3,9,12,24
SSC20047,28,20,52,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,4,3,6,4,0,8,39,28,63
SSC20048,392,394,784,120,105,218,7,5,12,108,131,241,7,4,10,3,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,129,148,277,26,37,61,4,4,12,274,294,571,86,87,172,754,772,1528
SSC20049,3,5,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,8,5,11
SSC20050,15,12,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,18,12,27
SSC20051,95,92,191,10,13,24,3,3,4,4,7,17,0,0,0,9,5,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,17,23,42,0,0,0,0,0,0,34,32,65,6,7,10,136,128,266
SSC20052,2146,2194,4338,572,615,1184,26,29,52,422,429,849,29,31,58,18,18,36,18,12,28,3,4,6,16,20,33,0,0,3,0,0,0,531,535,1073,41,73,116,23,17,41,1169,1242,2413,953,238,1194,4263,3674,7935
SSC20053,32,35,66,4,0,4,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,0,0,0,0,0,0,8,9,15,0,0,0,40,37,79
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,80,55,138,3,9,9,0,0,0,25,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,48,0,0,3,0,0,0,31,34,64,5,4,16,120,96,213
SSC20056,19,15,31,0,0,0,0,0,0,13,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,25,0,0,0,0,0,3,20,15,34,5,5,11,39,33,74
SSC20057,12,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19
SSC20058,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC20059,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14
SSC20060,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,14,22
SSC20061,722,759,1483,37,43,81,18,15,33,354,349,705,9,11,15,5,3,9,4,3,5,3,0,3,0,0,0,0,0,0,0,0,0,396,380,772,167,125,293,16,28,43,611,581,1192,104,99,208,1441,1436,2879
SSC20062,149,146,299,0,3,8,0,0,0,45,30,71,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,49,31,76,6,11,17,0,3,3,61,46,105,42,23,65,250,213,465
SSC20063,6,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,19,12,33
SSC20064,79,71,147,3,4,4,0,0,0,13,8,21,0,3,3,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,16,20,32,0,0,0,0,0,0,23,20,43,12,7,21,110,103,207
SSC20065,1746,2084,3835,151,194,343,62,101,161,1114,1307,2419,58,68,118,18,33,47,11,19,31,9,16,27,0,3,6,13,9,23,0,0,0,1284,1553,2836,394,484,879,16,22,45,1850,2251,4106,304,346,656,3906,4689,8591
SSC20066,23,18,44,3,0,0,0,0,0,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,23,0,4,7,0,0,0,15,13,29,3,6,7,44,38,86
SSC20067,104,117,222,132,147,278,36,47,83,1260,1297,2554,24,19,49,5,12,15,9,9,21,8,7,17,9,9,19,5,4,14,0,0,0,1363,1401,2764,67,77,143,15,12,28,1578,1639,3219,123,129,249,1802,1888,3693
SSC20068,19,14,29,3,3,6,0,0,0,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,0,0,0,0,0,0,8,7,15,0,0,0,25,27,47
SSC20069,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,11,7,18
SSC20070,160,154,321,10,8,19,0,0,0,34,41,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,77,3,4,3,0,0,0,50,58,109,23,31,51,238,241,482
SSC20071,122,128,250,8,3,10,0,0,0,38,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,74,5,9,15,0,0,0,51,54,99,8,9,18,175,193,370
SSC20072,47,32,78,3,3,8,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,6,15,0,3,0,48,45,94
SSC20073,494,491,988,50,75,122,5,11,14,220,250,473,11,11,20,3,5,9,4,0,10,0,0,0,0,8,5,0,0,4,0,0,0,249,281,533,14,14,25,4,3,11,315,371,688,68,55,123,874,922,1797
SSC20074,3391,3579,6966,336,325,657,109,122,232,1620,1701,3319,61,73,139,27,30,56,24,44,68,19,24,41,8,8,18,23,36,56,0,0,0,1902,2031,3932,462,561,1020,44,41,90,2742,2962,5699,477,536,1012,6607,7073,13683
SSC20075,65,61,129,0,3,3,0,0,0,20,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,39,0,0,0,0,0,0,23,22,45,3,7,11,95,90,183
SSC20076,2086,2236,4323,134,139,275,37,38,77,784,819,1599,26,29,56,22,16,35,17,16,36,3,0,4,3,0,7,4,3,12,0,0,0,894,921,1822,240,224,459,16,17,27,1284,1295,2583,161,169,327,3527,3703,7231
SSC20077,1599,1729,3324,133,131,266,26,13,41,769,863,1631,31,25,49,16,12,26,10,0,10,3,3,9,3,3,10,6,0,5,0,0,0,850,927,1782,264,295,563,24,21,45,1279,1380,2654,239,258,494,3106,3366,6474
SSC20078,2003,2091,4098,148,156,305,16,22,45,699,735,1432,13,20,28,3,0,3,7,3,7,4,4,9,0,3,3,0,4,4,0,0,0,742,792,1537,92,103,193,8,7,17,995,1058,2054,173,169,350,3176,3325,6496
SSC20079,2299,2374,4670,67,72,142,7,12,17,460,496,953,10,7,19,0,3,4,0,3,4,0,0,0,0,0,0,5,5,11,0,0,0,483,530,1011,73,76,148,4,3,10,636,677,1308,96,118,210,3025,3164,6196
SSC20080,39,33,70,8,3,12,0,0,0,3,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,0,0,0,0,0,0,12,21,33,6,7,8,53,59,111
SSC20081,1160,1208,2369,99,100,198,11,10,20,227,248,480,6,4,11,0,0,3,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,248,277,519,20,26,53,5,4,4,375,402,782,46,66,114,1586,1678,3263
SSC20082,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,6,10
SSC20083,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13
SSC20084,103,76,179,6,4,14,0,0,0,12,6,21,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,31,33,24,59,0,0,0,53,47,99,3,3,3,161,128,283
SSC20085,304,284,591,33,37,71,7,6,13,92,89,176,0,3,3,0,0,3,0,0,3,3,3,9,3,0,4,0,0,0,0,0,0,105,102,206,0,18,14,9,0,12,142,160,300,51,46,93,500,488,983
SSC20086,342,333,678,67,56,123,4,3,9,87,99,185,0,4,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,96,109,207,3,3,9,3,0,3,166,170,336,65,60,123,577,568,1140
SSC20087,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,8,0,0,0,8,0,7
SSC20088,3446,3706,7153,346,362,707,27,30,60,859,856,1722,17,28,41,10,5,14,11,9,23,4,0,5,4,5,8,4,0,6,0,0,0,932,940,1870,252,284,538,15,18,38,1542,1602,3145,349,341,691,5337,5654,10998
SSC20089,15,17,31,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,4,8,10,0,0,0,17,18,36
SSC20090,278,254,524,30,25,53,0,0,3,75,72,148,0,0,0,0,0,0,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,76,81,154,5,5,8,7,5,9,120,111,232,31,26,53,426,386,814
SSC20091,97,97,198,3,4,9,3,5,8,43,41,78,5,3,6,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,50,54,100,0,0,0,0,3,3,54,60,112,15,15,26,163,169,333
SSC20092,209,172,378,12,18,29,0,4,3,124,122,245,7,4,9,0,0,0,3,3,5,3,3,3,3,3,5,0,0,0,0,0,0,134,146,280,0,0,3,0,0,0,149,164,309,26,34,57,379,369,742
SSC20093,8,10,27,0,4,5,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,0,0,0,0,9,5,10,0,0,0,20,21,41
SSC20094,1621,1795,3414,394,482,876,19,19,42,491,535,1021,21,22,47,9,7,14,11,19,30,3,3,5,3,3,8,3,4,8,0,0,0,564,609,1173,46,49,103,13,21,31,1022,1168,2188,209,232,432,2849,3186,6032
SSC20095,113,99,210,5,3,13,4,6,5,23,28,46,5,0,5,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,33,32,62,0,0,0,0,0,0,36,42,79,20,17,40,169,156,325
SSC20096,483,487,969,85,84,165,5,3,9,114,108,227,4,6,11,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,125,247,9,12,19,0,0,0,216,218,427,41,37,75,739,733,1473
SSC20097,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8
SSC20098,93,80,177,0,3,3,3,3,3,29,34,57,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,39,73,0,3,4,0,0,0,36,40,76,6,8,18,139,128,268
SSC20099,19,13,25,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,0,0,0,17,16,30
SSC20100,17,7,27,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,3,7,3,3,7,23,17,37
SSC20101,36,28,72,4,0,8,0,0,0,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,16,0,0,0,0,0,0,13,10,26,3,3,10,53,47,105
SSC20102,1687,1919,3607,501,587,1090,39,55,96,501,592,1092,50,62,108,8,8,16,13,19,34,8,8,19,6,8,12,9,5,10,0,0,0,644,756,1393,70,75,141,20,21,42,1231,1443,2671,401,451,850,3313,3814,7129
SSC20103,32,32,65,3,5,3,5,3,5,27,28,55,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,68,4,3,7,0,0,0,42,44,78,5,4,10,74,83,157
