SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20002,3,79,450,105,62,49,26,8,4,782,0,31,429,110,73,37,7,0,0,699,0,14,310,134,60,41,12,3,0,576,0,4,230,95,43,32,8,0,0,419,0,8,330,208,87,58,11,0,0,701,0,0,92,145,97,53,28,7,0,423,25,78,303,127,81,73,43,30,10,771,210,760,3183,1281,786,608,419,185,104,7543
SSC20003,3,25,57,51,61,57,29,3,3,284,0,3,54,40,62,37,7,6,0,209,0,3,25,40,63,38,15,3,3,193,0,0,15,33,48,34,7,0,0,148,0,0,28,72,80,61,14,0,3,260,0,0,14,57,102,42,8,3,0,226,28,13,32,33,43,25,15,13,18,218,348,284,379,510,668,505,261,130,89,3172
SSC20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20005,0,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,16,4,0,26,7,10,5,19,21,30,45,9,4,144
SSC20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,3,0,4,9,14,15,9,3,0,46
SSC20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,13,18,5,0,53
SSC20009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,14,12,7,16,4,0,57
SSC20010,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,3,7,5,5,15,6,4,3,52
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,0,0,3,14,14,17,4,3,0,55,0,0,6,8,16,16,3,0,0,47,0,0,4,4,8,11,0,0,0,32,0,0,3,0,5,4,4,0,0,21,0,0,0,0,3,6,6,0,0,23,0,0,0,0,15,8,0,0,4,23,4,0,4,5,15,14,11,5,0,56,39,24,49,69,132,182,102,58,20,679
SSC20013,0,0,3,3,0,10,4,0,0,12,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,8,8,11,17,25,35,14,5,0,114
SSC20014,3,41,181,133,136,88,20,0,0,586,0,9,145,109,102,47,10,4,0,432,0,3,137,98,57,47,3,0,0,344,0,0,55,67,60,42,4,3,0,231,0,3,73,106,81,31,3,0,0,291,0,0,23,46,28,17,8,3,0,135,28,30,90,88,79,62,88,68,34,558,296,404,1247,1107,967,833,710,581,244,6388
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,0,19,93,94,54,51,5,0,0,310,0,3,45,37,30,26,12,0,0,151,0,0,44,21,27,22,3,0,0,113,0,4,5,17,7,10,0,0,0,47,0,0,7,8,11,3,4,0,0,37,0,0,4,3,7,4,0,0,0,17,49,38,55,58,56,68,47,15,11,400,332,399,835,741,694,716,552,164,44,4459
SSC20017,0,15,70,54,73,52,44,12,5,330,0,12,77,57,53,46,37,9,3,290,0,4,60,60,77,44,29,3,0,278,0,0,49,63,57,41,24,5,0,244,0,0,113,154,131,81,43,5,3,528,0,3,64,263,258,175,80,19,4,862,21,30,64,96,86,68,78,39,26,513,249,240,751,996,998,791,677,345,115,5161
SSC20018,0,0,4,0,0,5,0,0,0,12,0,0,0,0,4,3,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,5,4,4,0,25,11,16,17,16,40,45,52,21,5,222
SSC20019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,4,0,0,0,8,11,3,3,5,17,22,9,8,0,71
SSC20020,0,14,139,69,47,28,14,3,0,307,0,7,68,51,26,22,3,0,0,168,0,0,48,30,22,18,3,0,0,121,0,0,23,22,15,19,0,0,0,80,0,0,16,21,14,17,0,0,0,65,0,0,7,7,9,0,4,0,0,26,27,53,125,69,63,54,47,29,15,480,213,405,1193,714,475,420,329,197,62,4005
SSC20021,0,8,31,35,40,38,16,8,6,188,0,3,24,24,12,15,9,0,0,94,0,3,9,16,17,15,0,0,0,65,0,0,0,13,15,12,3,0,0,47,0,0,8,9,13,9,3,0,3,47,0,0,0,0,7,3,3,3,0,19,22,6,21,19,26,54,43,35,10,243,122,113,238,289,346,401,437,227,127,2307
SSC20022,0,32,131,150,182,115,40,8,4,664,0,17,125,111,124,64,13,4,3,454,0,3,79,94,113,59,9,3,0,365,0,3,47,81,101,39,3,0,6,276,0,0,31,100,109,77,4,0,0,330,0,0,11,47,52,35,9,3,0,155,47,26,67,69,70,64,57,31,13,445,756,573,1096,1224,1316,1002,722,358,106,7161
SSC20023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,3,0,0,19
SSC20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,5,5,0,0,0,22,6,3,3,8,19,17,14,3,0,71
SSC20025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,3,3,0,0,13,6,3,5,3,13,21,12,0,0,71
SSC20026,0,0,0,0,4,7,3,0,0,17,0,0,0,5,4,0,0,0,0,8,0,0,0,3,0,4,0,0,0,10,0,0,4,3,3,0,0,0,0,10,0,0,0,5,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,6,0,3,0,3,3,4,0,0,22,19,11,17,36,53,54,38,10,3,251
SSC20027,0,3,26,25,32,12,13,0,0,111,0,3,15,14,19,12,0,0,0,68,0,0,7,11,16,7,3,0,0,37,0,0,3,8,10,10,4,0,0,39,0,0,5,9,7,10,0,0,0,39,0,3,0,4,12,14,0,0,0,31,22,12,15,22,28,19,24,11,5,152,103,93,156,196,246,198,138,58,18,1209
SSC20028,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,0,21,6,9,13,21,37,27,19,11,3,144
SSC20029,0,0,0,0,3,0,0,0,0,8,0,0,3,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,6,11,14,18,23,21,0,0,102
SSC20030,0,0,3,0,0,3,0,0,0,11,0,0,3,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,8,10,5,15,22,33,29,27,9,3,158
SSC20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,3,0,3,3,0,14
SSC20032,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,10,3,11,7,3,3,0,41
SSC20033,0,28,117,64,76,56,26,3,6,376,0,12,74,54,54,41,16,0,3,250,0,3,63,58,81,53,20,3,0,282,0,0,36,39,64,44,7,0,0,193,0,0,77,100,101,77,16,3,0,372,0,0,35,113,144,62,15,0,5,375,17,22,52,37,57,32,25,23,19,283,346,383,756,679,870,611,356,175,85,4251
SSC20034,0,50,222,178,154,128,56,29,8,827,0,9,164,142,135,85,28,17,0,581,0,3,121,154,114,86,20,0,4,512,0,3,79,129,91,49,14,4,0,365,0,4,98,221,171,84,18,4,0,593,0,0,25,119,71,38,9,3,0,262,48,42,104,98,110,113,99,86,59,763,448,499,1464,1692,1482,1322,1038,717,330,8981
SSC20035,3,90,475,325,310,238,42,13,3,1499,0,28,299,250,240,138,13,3,0,976,0,11,196,191,186,137,14,0,0,740,0,5,100,142,114,71,8,0,3,452,0,0,96,171,151,100,6,0,0,528,0,0,20,52,44,27,9,0,0,147,86,83,177,155,178,182,140,80,32,1103,1031,1265,3104,2567,2757,2485,1619,799,322,15956
SSC20036,4,52,224,149,152,86,14,12,5,697,0,17,174,125,93,52,9,4,3,474,0,3,174,146,86,42,16,3,3,476,0,3,84,100,70,23,9,3,0,283,0,0,130,182,75,29,6,0,0,419,0,3,29,52,26,19,10,0,0,131,69,42,155,156,106,86,122,197,120,1049,628,664,1856,1749,1315,1036,1027,1130,490,9899
SSC20037,0,0,0,9,0,7,0,0,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,15,10,4,12,22,25,16,13,12,3,108
SSC20038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,15,19,11,3,0,59
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,0,0,0,4,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,3,0,15,13,11,17,15,41,47,41,11,7,216
SSC20041,0,8,6,13,16,10,7,0,0,51,0,3,0,5,10,6,0,0,0,29,0,0,6,7,6,4,0,0,0,32,0,0,0,6,4,3,0,0,0,13,0,0,0,8,8,5,0,0,0,25,0,0,0,3,4,0,0,3,0,11,6,0,4,7,20,21,8,3,0,69,27,34,48,84,112,137,80,41,3,571
SSC20042,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,11,7,0,0,6,10,17,17,3,0,72
SSC20043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,3,3,3,10,0,0,23
SSC20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,19
SSC20045,0,6,27,23,41,57,33,10,5,197,0,0,32,25,33,27,23,8,0,139,0,0,15,23,14,28,4,6,0,92,0,0,6,14,23,14,4,0,0,66,0,0,7,27,34,19,7,0,0,89,0,0,3,9,15,19,11,0,3,66,18,7,19,12,27,30,45,29,40,223,114,81,212,258,362,417,425,190,107,2160
SSC20046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,6,3,0,0,23
SSC20047,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7,3,8,7,8,8,16,3,0,60
SSC20048,0,3,21,22,21,12,17,4,0,101,0,0,7,14,8,16,4,3,0,50,0,0,0,7,22,8,0,0,0,40,0,0,5,3,9,4,0,3,0,28,0,0,0,3,6,8,0,0,0,21,0,0,0,3,4,11,3,4,0,24,8,10,22,21,28,33,21,16,4,161,69,72,162,169,205,305,251,119,40,1378
SSC20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11
SSC20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,10,0,0,25
SSC20051,0,0,5,7,3,12,0,0,0,22,0,0,0,0,3,6,0,0,0,7,0,0,4,3,3,0,0,0,0,8,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,3,3,0,0,0,16,9,5,18,31,37,76,37,22,10,241
SSC20052,7,17,77,80,128,101,28,10,4,455,0,9,51,68,91,41,17,10,3,296,0,5,27,58,67,51,12,0,0,215,0,0,19,23,62,36,4,0,0,147,0,0,16,29,41,22,4,6,3,125,0,3,10,11,15,16,7,10,0,69,58,70,236,262,182,164,128,99,42,1233,461,451,972,979,1184,1149,1006,602,285,7094
SSC20053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,6,16,23,11,3,0,70
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,0,0,3,0,4,0,3,0,0,15,0,0,0,0,4,0,3,0,0,12,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,5,0,0,3,0,3,0,0,0,11,17,4,13,25,44,25,23,8,0,174
SSC20056,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,3,9,4,15,15,0,13,0,65
SSC20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,8,0,0,23
SSC20058,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,14
SSC20060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,10,9,3,0,0,20
SSC20061,0,11,68,64,29,21,8,4,0,198,0,7,43,33,28,12,4,0,0,129,0,0,25,33,14,8,0,0,0,77,0,0,22,19,10,3,3,0,0,61,0,0,21,10,15,3,0,0,0,47,0,0,8,3,0,0,3,0,0,12,17,13,60,33,23,31,37,32,33,273,148,199,629,443,321,294,236,150,116,2544
SSC20062,0,0,8,9,13,5,0,0,0,32,0,0,0,0,15,3,3,5,0,26,0,0,0,5,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,13,0,0,0,3,0,3,3,0,0,14,7,3,13,7,14,9,8,0,0,67,45,22,73,51,81,67,57,16,4,404
SSC20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,5,0,3,8,3,3,3,0,30
SSC20064,0,0,0,3,4,3,3,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,3,3,0,25,9,7,17,11,32,42,43,19,5,193
SSC20065,0,59,271,125,80,62,75,28,10,720,0,25,193,94,70,58,55,14,4,520,0,7,199,106,85,67,38,16,7,530,0,0,118,67,68,43,28,9,8,341,0,4,191,203,107,98,71,23,9,695,0,3,74,247,265,171,96,50,14,910,45,49,162,115,88,76,73,63,51,729,403,657,1888,1339,1096,890,833,483,237,7817
SSC20066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,6,8,16,25,9,7,0,78
SSC20067,0,33,167,87,31,25,6,0,0,351,0,10,169,77,31,18,3,0,0,306,0,4,97,80,25,23,3,0,0,240,0,6,55,51,26,12,0,0,0,150,0,3,35,53,20,14,0,0,0,136,0,0,10,5,8,0,0,0,0,32,17,25,69,55,19,20,16,3,0,232,189,340,1155,691,323,233,131,46,8,3107
SSC20068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,7,13,3,6,3,46
SSC20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,0,0,3,4,3,4,0,0,18
SSC20070,0,0,0,7,9,6,3,3,0,29,0,0,4,11,7,8,4,4,0,34,0,0,7,0,5,5,3,0,0,14,0,0,0,0,0,7,3,0,0,11,0,0,0,8,4,6,0,3,0,18,0,0,0,3,15,5,0,0,0,19,7,3,0,9,11,9,4,0,3,45,42,24,30,52,76,88,61,28,11,405
SSC20071,0,0,3,9,3,5,3,0,0,21,0,0,3,3,3,5,4,0,0,19,0,0,3,3,5,3,3,0,0,22,0,0,0,3,3,6,5,0,0,14,0,0,4,3,7,3,0,0,0,14,0,0,0,3,3,4,3,3,0,13,0,0,0,3,0,3,6,3,0,17,19,10,32,47,58,66,50,25,0,309
SSC20072,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,6,12,3,4,13,11,10,11,11,3,77
SSC20073,0,10,35,31,29,31,6,0,0,146,0,8,30,27,13,18,3,0,0,99,0,0,26,25,19,19,4,0,0,95,0,0,8,12,8,11,6,0,0,48,0,0,12,12,19,14,0,0,0,49,0,0,0,4,3,0,0,0,0,9,13,14,18,8,22,28,11,10,3,128,133,122,267,237,231,280,186,63,21,1542
SSC20074,0,63,364,200,156,126,58,9,4,980,0,27,293,198,137,114,31,3,3,810,0,10,234,193,153,110,34,0,0,737,0,8,134,175,130,73,12,3,3,538,0,9,220,357,265,125,18,5,0,995,3,5,100,269,219,114,13,0,0,728,67,78,246,207,179,107,75,47,20,1027,658,1020,2913,2369,2028,1542,873,478,210,12087
SSC20075,0,0,0,0,4,0,4,0,0,9,0,0,0,6,4,0,0,0,0,18,0,0,0,4,3,0,3,0,0,10,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,6,0,0,0,16,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,3,4,0,0,8,7,3,3,27,35,30,29,5,4,147
SSC20076,0,31,87,63,83,71,48,10,10,403,0,11,67,69,63,76,22,3,3,321,0,4,66,82,98,65,17,6,4,351,0,0,33,62,71,59,7,3,6,247,0,0,68,209,175,94,21,4,0,567,0,0,37,216,232,84,16,0,5,594,24,21,42,60,69,49,46,49,65,413,487,465,758,1119,1201,929,548,332,235,6074
