SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC22415,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,8,6,7,3,3,0,45
SSC22416,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,3,0,0,0,4,5,10,13,21,22,21,15,4,4,115
SSC22417,0,0,0,3,3,6,0,3,0,17,0,0,0,0,3,3,3,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,3,0,3,4,0,23,20,3,16,18,31,23,30,15,4,160
SSC22418,0,0,13,5,12,16,3,0,0,57,0,0,11,5,3,15,5,0,0,42,0,0,8,4,3,7,0,0,0,25,0,0,0,3,3,7,0,0,0,17,0,0,0,6,11,12,7,0,0,28,0,0,0,0,3,6,3,3,0,13,8,3,7,17,7,15,8,0,0,67,45,30,69,77,112,133,90,39,11,607
SSC22419,0,0,7,11,4,18,3,0,0,44,0,0,4,5,5,10,5,0,0,34,0,0,0,3,3,3,0,0,0,11,0,0,0,4,3,3,0,0,0,9,0,0,4,3,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,8,9,14,11,4,0,54,38,18,58,80,74,96,53,14,8,446
SSC22420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,5,0,0,17
SSC22421,0,0,0,0,3,3,0,0,0,14,0,0,0,5,8,7,0,0,0,12,0,0,0,0,5,0,0,0,0,6,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,3,4,3,3,5,3,0,28,19,16,21,38,54,61,40,11,0,260
SSC22422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,3,0,0,11
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,3,5,15,18,18,11,0,0,83
SSC22425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,12,8,4,5,47
SSC22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,4,4,4,0,27
SSC22427,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,19
SSC22428,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,4,13,11,0,0,41
SSC22429,0,0,5,15,14,12,0,0,0,43,0,0,3,13,12,5,0,0,0,33,0,0,0,3,6,8,0,0,0,19,0,0,0,7,6,0,0,0,0,9,0,0,0,4,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,0,3,3,3,10,8,0,0,29,42,15,49,76,81,73,56,22,3,412
SSC22430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,14
SSC22432,0,3,0,5,8,3,3,0,0,22,0,0,0,5,3,8,3,0,0,19,0,0,3,3,5,3,0,0,0,18,0,0,3,5,3,8,0,0,0,15,0,0,3,8,10,10,4,0,0,32,0,0,0,0,3,6,3,0,0,13,11,8,3,10,13,13,5,0,0,56,38,35,42,66,84,108,65,23,3,456
SSC22433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,3,0,3,0,10,4,4,0,21
SSC22434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,8,3,0,0,16
SSC22435,0,0,3,3,8,8,3,3,0,22,0,0,0,8,4,4,4,0,0,18,0,0,0,3,3,3,0,0,0,14,0,0,0,6,0,3,0,0,0,12,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,9,9,9,3,0,0,42,28,14,26,55,82,100,49,19,4,376
SSC22436,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,0,3,6,0,4,7,11,3,0,36
SSC22437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,9,3,0,0,18
SSC22438,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,0,0,21,0,3,3,10,22,36,45,11,3,128
SSC22439,3,93,1034,841,446,169,29,12,3,2629,0,46,632,577,302,111,19,0,0,1684,0,18,373,495,242,86,7,3,0,1231,0,0,243,332,131,57,9,0,0,765,0,0,235,435,195,51,6,3,0,937,0,3,49,97,59,25,4,0,0,236,188,140,509,386,225,126,89,57,12,1730,2048,1921,7593,6380,3205,1790,985,401,80,24403
SSC22440,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,3,5,10,5,21,20,11,3,0,72
SSC22441,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,8,3,0,0,24
SSC22442,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,4,0,9,8,15,17,10,0,4,66
SSC22443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,7,0,0,28
SSC22444,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,3,3,4,7,15,12,11,7,0,71
SSC22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,3,15,12,15,12,8,0,60
SSC22446,0,0,0,3,5,3,0,0,0,15,0,0,3,0,5,0,0,0,0,14,0,0,4,7,0,7,3,0,0,23,0,0,0,3,0,0,3,0,0,10,0,0,0,7,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,9,4,3,3,7,9,6,4,0,37,16,17,33,58,44,50,51,15,10,287
SSC22447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,5,0,0,21
SSC22448,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,3,3,20,5,12,0,0,53
SSC22449,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,3,3,3,3,10,0,0,0,33
SSC22450,0,3,4,3,5,9,4,0,0,27,0,0,0,0,7,3,0,0,0,9,0,0,0,3,0,6,0,0,0,11,0,0,0,6,3,3,0,0,0,14,0,0,0,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,10,16,7,9,43,44,50,41,12,3,228
SSC22451,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,5,6,4,19,3,4,0,55
SSC22452,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,9,3,0,0,40
SSC22453,0,0,4,0,7,5,5,0,0,17,0,0,0,0,0,3,4,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,3,0,0,0,12,0,0,0,0,3,9,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,0,5,3,3,0,0,0,20,16,7,22,40,48,78,59,25,4,300
SSC22454,0,0,0,6,6,8,0,0,0,25,0,0,0,5,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,8,4,0,0,20,16,11,20,38,37,68,43,3,6,236
SSC22455,0,15,85,63,74,50,19,3,3,322,0,8,50,45,54,40,9,5,3,211,0,7,29,38,39,25,4,3,0,147,0,0,18,29,24,19,3,0,0,91,0,0,12,31,40,19,0,3,3,109,0,3,0,4,12,11,4,3,0,38,48,27,42,51,62,71,72,55,34,470,270,230,518,526,624,620,502,344,150,3785
SSC22456,0,0,4,4,0,7,0,0,0,13,0,0,0,0,8,0,0,0,0,11,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,13,3,13,14,29,24,8,5,0,115
SSC22457,0,0,4,3,4,0,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,14,9,3,14,21,21,14,10,6,0,97
SSC22458,0,0,0,3,3,12,3,3,0,30,0,0,3,0,9,9,0,0,0,35,0,0,0,3,6,12,4,0,0,24,0,0,0,3,3,0,0,3,0,15,0,0,0,3,3,6,0,0,0,14,0,0,0,0,0,0,0,0,0,8,4,0,4,3,10,8,10,0,5,36,32,10,33,68,96,130,80,24,16,487
SSC22459,0,0,3,10,14,13,8,0,0,59,0,0,3,11,7,7,13,0,0,41,0,0,5,9,14,5,0,0,0,36,0,0,0,11,8,7,0,0,0,23,0,0,0,4,10,6,4,0,0,27,0,0,0,0,4,4,0,0,0,12,3,3,3,4,12,11,17,8,0,61,33,17,51,108,120,154,163,69,17,731
SSC22460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,7,3,0,14,10,3,0,37
SSC22461,0,45,273,378,228,94,15,3,0,1049,0,20,180,269,153,57,12,0,0,689,0,4,126,245,133,56,11,0,0,577,0,5,84,205,89,27,5,0,0,418,0,0,110,287,96,31,3,0,0,529,0,3,35,101,34,15,3,0,0,179,86,49,89,163,100,53,53,35,8,636,1081,809,2008,3067,1775,967,563,290,67,10628
SSC22462,0,117,261,210,327,253,43,9,8,1229,0,34,191,139,259,177,33,3,0,834,0,17,112,129,228,139,12,3,0,646,0,8,59,85,163,94,10,0,0,410,0,3,55,172,223,151,10,0,0,611,0,0,13,66,104,50,3,3,0,247,88,70,89,95,149,169,107,47,20,830,1247,1352,1663,1756,2810,2380,1206,460,168,13044
SSC22463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,3,9,12,3,6,0,47
SSC22464,0,5,29,35,45,35,8,0,3,162,0,0,31,33,34,31,6,0,0,130,0,0,10,29,27,18,3,0,0,86,0,0,3,17,19,16,3,0,0,54,0,0,12,43,37,11,0,0,0,103,0,0,4,13,11,9,0,0,0,33,12,10,13,25,18,14,10,7,4,112,131,116,228,316,350,304,160,59,27,1691
SSC22465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,0,0,18
SSC22466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,0,15
SSC22467,0,4,24,31,33,27,10,0,0,130,0,0,16,23,9,17,3,0,0,70,0,0,10,24,26,14,0,0,0,79,0,0,8,14,22,8,0,0,0,49,0,3,8,13,13,13,3,0,0,53,0,0,3,3,8,4,4,0,0,20,18,0,14,19,10,10,17,5,0,101,116,56,190,254,278,234,156,40,12,1333
SSC22468,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,7,4,10,3,0,48
SSC22469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,0,0,3,6,0,0,0,19
SSC22470,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,3,15,4,0,6,3,0,0,36
SSC22471,3,76,232,155,193,210,128,36,9,1052,0,15,167,144,168,145,69,36,11,759,0,14,130,131,172,169,83,36,3,731,0,0,81,101,125,118,61,19,4,510,0,0,110,215,247,199,84,17,5,885,0,0,40,198,258,192,84,29,5,820,76,44,83,98,136,135,141,130,146,991,1048,1017,1715,1804,2384,2417,1952,1117,574,14028
SSC22472,0,41,183,175,202,143,109,44,14,914,0,11,153,141,124,85,74,32,6,632,0,4,98,155,158,79,41,22,3,565,0,0,65,119,109,63,32,3,3,391,0,0,85,214,195,102,33,13,3,651,0,0,23,151,131,63,30,16,7,418,54,27,55,92,101,72,102,155,151,809,731,686,1344,1768,1868,1443,1551,1262,507,11162
SSC22473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,0,9,16,15,0,0,53
SSC22474,0,0,3,0,4,0,0,0,0,7,0,0,3,4,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,14,4,11,21,18,32,32,35,12,3,160
SSC22475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,12,3,3,0,35
SSC22476,0,3,19,37,30,27,14,7,0,144,0,3,19,17,24,14,3,7,0,83,0,0,4,12,15,14,0,3,0,49,0,0,0,15,5,8,0,0,0,25,0,0,0,7,10,19,3,0,0,35,0,0,0,3,4,10,5,0,0,23,28,17,24,22,36,38,57,35,30,279,141,118,194,239,286,331,271,211,82,1886
SSC22477,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,14,11,14,4,4,52
SSC22478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,11
SSC22479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,8
SSC22480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC22481,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,23,13,18,16,3,0,80
SSC22482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,0,4,3,9,16,11,10,3,0,51
SSC22483,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
SSC22484,0,17,95,77,81,62,24,0,3,352,0,6,57,67,59,41,8,0,0,235,0,0,45,55,75,35,4,0,0,216,0,3,15,57,30,29,0,0,0,133,0,0,24,42,52,23,3,0,0,147,0,0,13,16,17,16,4,0,0,55,20,18,33,39,45,33,35,34,61,313,274,224,541,639,660,556,369,159,110,3542
SSC22485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,3,10
SSC22486,0,0,0,7,5,5,3,0,0,20,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,11,8,7,11,9,32,44,39,17,7,181
SSC22487,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,3,3,0,0,21
SSC22488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,6,3,0,3,8,14,22,29,5,0,79
SSC22489,0,4,8,12,22,21,8,0,0,71,0,0,3,20,10,16,7,0,0,51,0,0,8,11,17,9,3,0,0,43,0,0,3,11,7,7,0,0,0,26,0,0,3,11,16,16,0,0,0,55,0,0,4,3,5,6,3,0,0,27,8,8,3,8,9,17,11,3,0,75,58,49,81,148,160,181,133,36,9,853
SSC22490,0,0,0,0,3,3,0,0,0,5,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,9,16,7,5,16,26,28,9,4,0,117
