SA3_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
21104,852,1247,3092,3499,3255,2068,508,39,4,14573,763,338,812,947,798,1379,2545,1912,925,10411,39,65,158,145,131,123,115,164,141,1078,1652,1649,4063,4593,4191,3567,3168,2110,1072,26055,117,930,4366,4746,4226,2482,437,21,0,17327,1107,1315,1528,2044,1914,1452,685,90,3,10144,52,52,228,195,136,115,52,10,3,853,22,59,101,81,76,59,24,9,0,431,1298,2360,6218,7062,6351,4110,1200,130,10,28750,42,106,225,174,197,113,15,0,0,861,311,179,112,131,107,85,15,8,0,955,347,285,337,302,302,197,29,8,0,1815,1648,2649,6555,7368,6656,4304,1230,137,7,30565,1756,695,1120,1238,1150,2113,4397,3371,1466,17304,72,140,316,286,252,215,213,247,221,1959,3484,3485,7993,8890,8056,6637,5843,3752,1691,49819
21105,2552,3456,6830,7645,8717,6225,1274,114,13,36824,2031,645,1833,2025,1858,3392,5599,2963,1353,21695,164,182,406,422,516,472,433,288,190,3072,4752,4283,9068,10094,11094,10093,7307,3357,1546,61587,892,3691,9618,9794,11187,7356,1253,94,19,43892,3022,2706,3456,4979,5228,4732,1673,193,22,26012,131,168,681,513,496,574,201,30,0,2788,114,139,253,261,305,195,51,24,4,1343,4159,6707,14002,15552,17210,12855,3175,332,41,74031,178,354,347,322,318,263,21,7,0,1810,652,241,202,223,212,164,51,0,0,1748,832,595,551,543,525,429,74,6,0,3554,4991,7303,14552,16097,17737,13286,3247,334,41,77592,4359,1184,2449,2681,2813,5407,10263,5476,2207,36842,351,401,824,875,1007,920,854,502,286,6021,9693,8881,17828,19655,21559,19614,14366,6308,2531,120450
21201,1549,2321,5213,4980,4919,2811,509,58,15,22367,1320,547,1658,1421,1126,1779,2841,1386,619,12691,144,169,374,353,351,310,237,158,94,2200,3010,3035,7244,6762,6398,4896,3590,1597,730,37261,612,2505,7133,6790,6713,3646,599,63,15,28077,1753,1603,2655,3020,2704,2025,682,97,12,14543,82,103,480,268,263,225,71,9,0,1501,80,111,221,173,162,111,30,14,8,912,2520,4327,10479,10261,9842,6002,1375,181,36,45037,170,247,304,241,223,178,12,0,0,1374,434,156,209,177,119,110,20,0,0,1226,601,404,518,413,345,286,28,0,0,2598,3125,4734,11000,10675,10188,6289,1404,183,36,47632,2813,869,2010,1845,1602,2746,5039,2654,993,20565,309,343,706,713,718,615,477,296,150,4325,6244,5945,13717,13234,12505,9651,6925,3124,1177,72532
21202,2116,3268,5907,6572,6862,4246,580,42,9,29602,2281,925,2378,2406,2196,3180,3988,2484,1169,21001,166,192,397,339,396,299,284,205,100,2375,4561,4386,8675,9315,9457,7725,4847,2735,1274,52981,529,3069,8601,9082,9700,5840,760,40,11,37637,2513,2823,3043,3891,3790,2833,769,86,5,19748,119,129,452,353,298,291,89,5,0,1737,71,184,307,249,229,152,43,12,3,1261,3231,6211,12403,13574,14015,9120,1667,142,16,60378,182,466,606,487,448,294,21,0,0,2513,777,409,276,278,232,183,33,4,0,2196,958,874,881,770,679,477,57,4,4,4705,4194,7087,13281,14336,14688,9594,1729,153,18,65085,4967,1736,3123,3185,3129,4889,7149,4505,1836,34529,349,428,833,692,778,610,517,381,184,4776,9510,9246,17243,18219,18600,15095,9398,5035,2043,104387
21203,2542,4005,9883,9325,7598,4057,543,52,14,38024,2720,1275,3711,3160,2410,3048,3703,1855,754,22642,245,299,735,651,552,451,342,199,133,3612,5509,5586,14333,13137,10568,7555,4586,2111,898,64272,742,4088,13573,13906,11226,5789,653,25,14,50016,2879,3001,4938,5364,3996,2555,689,96,7,23529,110,178,796,486,337,305,76,4,0,2289,89,255,491,355,285,166,36,6,3,1698,3815,7524,19803,20111,15851,8813,1453,136,30,77534,290,617,846,693,486,283,22,0,0,3237,987,473,400,383,249,189,36,3,0,2719,1280,1094,1251,1079,731,473,52,4,0,5957,5095,8616,21053,21192,16580,9286,1502,140,30,83497,5842,2197,4681,4089,3451,4816,6759,3389,1175,36398,501,613,1454,1372,1112,900,632,384,200,7173,11440,11424,27187,26650,21144,15001,8891,3913,1407,127067
21204,1872,4148,9932,7741,6979,4507,848,51,14,36089,3089,2019,4643,3748,3472,5150,6675,4451,2048,35301,215,335,880,619,522,530,517,434,292,4338,5173,6502,15456,12109,10978,10183,8033,4940,2346,75725,335,3389,14527,11500,9893,6269,1020,40,10,46979,2223,4397,5885,4600,3880,3028,1005,105,12,25148,81,157,552,384,266,301,85,8,0,1850,96,306,669,430,394,217,65,20,5,2201,2732,8252,21632,16918,14434,9815,2183,178,24,76174,191,770,1378,960,798,502,26,0,0,4631,872,750,641,421,375,287,68,10,0,3433,1062,1526,2018,1378,1179,793,95,12,4,8060,3793,9779,23652,18295,15610,10602,2283,188,29,84234,6643,4097,6882,5522,5461,8269,12141,8087,3303,60412,480,760,1915,1355,1172,1081,1018,818,421,9013,10918,14638,32445,25174,22244,19950,15439,9095,3755,153660
21205,2221,4462,9033,8425,8522,5101,1192,123,15,39088,3449,3415,2860,2661,2463,3834,6363,5317,2581,32934,196,343,620,452,430,364,381,405,403,3595,5867,8215,12510,11534,11412,9296,7936,5838,3003,75621,196,2610,12454,11549,11584,6567,1135,82,20,46186,2617,4746,4868,4709,4605,3535,1491,256,31,26859,118,227,613,406,309,293,128,21,4,2123,100,211,371,243,239,141,58,34,9,1416,3032,7792,18312,16906,16738,10539,2799,388,66,76573,83,381,901,553,536,341,29,0,0,2831,1003,1216,618,411,346,199,46,10,0,3850,1086,1597,1520,966,883,542,76,13,0,6675,4117,9394,19830,17870,17622,11077,2874,399,63,83247,7442,7097,4667,3507,3586,5852,11135,9623,4262,57175,428,744,1305,980,877,719,688,715,598,7050,11985,17233,25796,22362,22081,17651,14702,10743,4926,147473
21301,2152,4580,9618,8224,7852,4743,578,40,8,37786,3312,1796,4262,3742,3485,5526,6125,3557,1471,33272,278,408,895,738,685,651,574,378,259,4859,5740,6776,14776,12698,12021,10914,7277,3968,1737,75921,401,3595,13356,11266,10300,6311,759,27,10,46036,2446,4519,5492,4649,4381,3246,752,59,3,25552,97,202,627,467,319,308,68,6,0,2091,115,324,698,473,458,268,59,17,3,2417,3056,8643,20174,16855,15469,10133,1640,106,18,76092,273,802,1388,1073,990,604,30,3,0,5165,971,776,653,537,484,414,41,3,0,3880,1244,1576,2034,1616,1478,1020,72,7,0,9045,4307,10218,22210,18473,16940,11149,1711,114,20,85137,6821,3535,6288,5295,5399,8690,11623,6491,2280,56420,593,905,2000,1478,1372,1276,1095,710,405,9842,11719,14661,30495,25245,23719,21109,14427,7321,2699,151396
21302,933,1720,4552,4892,4800,2805,442,28,12,20183,1096,432,1125,1343,1145,1987,2811,2104,1058,13105,89,120,377,320,305,269,214,205,119,2015,2118,2268,6052,6554,6251,5061,3472,2344,1188,35301,171,1464,6585,6808,6493,3737,455,29,5,25763,1227,1524,1934,2615,2464,1782,529,56,9,12131,56,66,357,390,211,199,59,4,4,1347,29,91,185,113,141,75,31,3,0,656,1478,3149,9063,9928,9311,5787,1065,93,18,39891,87,228,382,300,336,215,9,0,0,1560,293,200,184,156,133,134,14,0,3,1123,382,431,570,454,467,349,20,0,3,2681,1865,3576,9629,10382,9777,6139,1089,100,21,42575,2379,888,1561,1777,1751,3168,5085,3679,1699,21981,175,247,705,648,601,534,419,382,197,3897,4411,4715,11899,12809,12130,9837,6595,4162,1910,68456
21303,735,2326,7135,5216,3634,1903,264,26,10,21253,957,836,1522,1235,1028,1478,1657,1298,704,10702,97,234,641,451,330,249,168,160,138,2474,1784,3395,9302,6901,4992,3632,2084,1477,854,34435,110,1540,9672,7379,4912,2440,292,22,8,26372,853,2416,3835,2752,1882,1231,280,33,4,13283,38,105,453,394,145,114,34,5,0,1288,29,96,267,133,112,53,16,0,0,699,1025,4154,14220,10653,7057,3836,626,60,13,41648,43,283,640,415,375,226,5,0,0,1998,336,520,386,200,159,132,22,3,0,1762,382,800,1022,615,536,363,31,0,0,3760,1412,4958,15250,11270,7595,4198,656,60,19,45402,2005,1788,2460,1832,1643,2551,3051,2240,1139,18711,216,514,1299,949,670,493,321,288,224,4982,3635,7258,19006,14058,9900,7247,4024,2589,1379,69093
21304,2432,3408,8104,9015,6925,3771,490,23,9,34182,2267,1073,3273,3208,2325,3352,3917,1715,705,21847,225,296,665,643,553,412,351,189,79,3412,4923,4775,12045,12872,9800,7536,4755,1930,795,59435,714,3317,11271,12805,9787,5088,609,28,8,43633,2736,2482,3819,4958,3631,2463,634,31,4,20774,109,148,709,511,355,333,63,11,0,2230,101,205,348,344,279,136,34,6,5,1454,3665,6149,16149,18621,14054,8023,1339,83,16,68097,282,604,797,659,509,320,15,0,3,3196,737,347,345,398,227,199,25,0,0,2286,1022,958,1142,1060,739,520,45,4,3,5487,4681,7108,17295,19675,14790,8541,1384,80,14,73577,4982,1957,4437,4360,3466,5135,7375,3168,1088,35966,456,569,1319,1312,1096,850,661,331,107,6703,10122,9628,23056,25353,19354,14525,9426,3581,1209,116252
21305,2750,4760,14550,12621,9239,4748,628,35,16,49350,3303,1562,6189,4510,3001,4149,4504,2199,781,30191,278,345,1155,866,672,524,388,246,171,4648,6335,6676,21903,17992,12911,9425,5519,2481,964,84196,618,4054,20220,19750,13572,6756,782,21,14,65784,3170,4066,7182,6575,4711,2934,828,52,4,29524,101,205,1063,692,422,362,72,11,3,2929,133,286,729,566,318,165,53,14,3,2258,4020,8608,29192,27582,19025,10212,1728,97,31,100495,341,841,1637,1141,766,457,26,0,0,5204,1046,699,853,613,358,259,47,3,0,3871,1384,1542,2492,1754,1122,712,67,3,0,9076,5403,10144,31686,29335,20147,10930,1799,100,27,109568,6992,2940,8131,6081,4437,6451,8214,3993,1208,48448,586,755,2275,1823,1337,1025,759,450,254,9271,12978,13836,42089,37246,25929,18402,10769,4546,1490,167288
21401,2176,3317,6966,6905,7267,4837,943,58,10,32480,1605,733,1983,1973,1906,2990,4847,3036,1441,20513,212,261,586,534,539,473,435,366,240,3644,3995,4307,9536,9412,9703,8301,6230,3460,1696,56637,627,3234,9548,9252,9543,6078,827,47,11,39165,2528,2392,3421,4066,3982,3258,1154,102,10,20908,92,151,644,430,346,400,120,4,5,2187,98,155,248,234,217,134,43,11,6,1150,3338,5925,13858,13976,14089,9875,2142,162,30,63406,212,432,525,463,460,367,15,0,0,2475,596,260,263,269,228,210,57,4,0,1888,807,694,788,741,687,576,75,7,0,4365,4142,6620,14647,14715,14775,10448,2217,170,30,67772,3435,1358,2671,2768,2949,4680,8669,5403,2322,34260,437,530,1161,1087,1100,972,816,617,357,7080,8009,8512,18484,18569,18833,16105,11710,6187,2713,109114
21402,2365,2719,5182,7083,8557,6367,1665,139,17,34101,1717,535,1480,1899,1981,4160,8773,5657,2615,28822,189,185,373,484,550,620,739,620,387,4155,4271,3442,7034,9463,11090,11154,11175,6421,3022,67067,857,3077,6712,8455,10484,6925,1327,103,14,37951,2995,2262,2903,4719,5303,4960,2299,316,31,25796,144,125,482,422,438,592,251,31,0,2496,114,153,197,228,235,205,94,22,14,1261,4122,5612,10293,13831,16460,12675,3974,469,66,67498,169,269,298,339,380,342,26,5,0,1825,541,144,173,222,217,253,90,9,0,1662,714,411,471,564,599,591,119,12,0,3487,4830,6027,10767,14394,17065,13268,4089,478,66,70985,3715,986,1983,2592,3070,6546,15455,10561,4388,49302,401,393,740,933,1115,1190,1357,1134,606,7871,8945,7409,13493,17916,21250,21007,20899,12178,5059,128156
21501,783,987,2061,2254,3059,2584,615,118,23,12486,723,284,690,663,769,1510,2723,1924,1157,10438,84,85,172,182,232,263,273,243,176,1705,1594,1357,2917,3100,4061,4355,3606,2289,1359,24629,387,1213,2774,2726,3769,3098,720,158,15,14852,956,666,1182,1474,1827,1861,721,161,26,8868,53,71,226,147,206,303,115,21,7,1150,40,50,90,72,91,108,50,40,9,544,1441,1991,4269,4415,5893,5376,1597,378,56,25418,93,137,171,133,162,143,7,0,3,842,113,48,76,68,73,77,18,4,0,478,209,186,246,197,233,220,29,3,3,1324,1647,2181,4516,4613,6129,5597,1628,382,57,26745,1525,491,1127,1185,1445,2751,5099,3528,1808,18963,169,155,362,354,477,535,547,434,250,3294,3342,2831,6005,6148,8052,8883,7271,4346,2119,48998
21502,888,1115,2192,2277,2652,2033,407,42,8,11620,684,338,871,701,719,1224,2064,1508,739,8859,122,134,258,207,258,299,263,236,144,1921,1690,1590,3327,3184,3631,3559,2738,1781,889,22402,304,1207,2841,2820,3345,2575,427,45,11,13573,1017,676,1242,1352,1438,1284,468,59,15,7554,59,62,201,121,143,198,67,9,4,848,41,49,115,95,91,82,33,10,4,524,1416,1995,4405,4382,5013,4141,994,123,29,22501,106,195,264,193,173,128,13,3,0,1075,221,98,121,102,72,82,14,0,0,710,328,294,386,294,248,201,27,3,0,1784,1744,2291,4789,4671,5259,4342,1023,126,29,24286,1536,574,1183,1064,1254,2161,3908,2633,1175,15480,242,287,565,433,559,610,569,408,217,3877,3518,3153,6535,6168,7079,7111,5493,3169,1419,43642
21503,491,574,1222,1377,1761,1518,388,60,4,7400,513,189,504,421,476,840,1564,1266,660,6429,93,86,181,174,252,280,234,181,116,1602,1098,850,1910,1975,2488,2648,2185,1507,779,15435,208,830,1756,1708,2292,1933,429,80,14,9247,596,351,681,861,1049,1075,436,83,14,5147,33,31,104,81,113,190,76,12,4,655,28,38,57,65,75,85,30,21,8,409,872,1251,2602,2718,3530,3279,970,196,43,15456,43,73,99,91,116,74,4,0,3,507,56,28,50,47,52,41,9,0,0,283,101,97,154,143,159,115,15,0,3,787,976,1347,2754,2860,3691,3392,986,197,46,16241,1093,296,680,628,781,1463,2949,2292,1018,11202,170,200,405,363,508,554,490,359,216,3272,2241,1842,3837,3851,4986,5412,4425,2844,1276,30716
21601,574,589,1297,1538,2025,1550,310,60,15,7957,460,186,435,379,431,948,1747,1193,593,6374,66,55,137,139,155,187,195,186,118,1238,1096,831,1866,2053,2615,2691,2252,1436,727,15567,285,760,1679,1852,2490,1885,351,48,14,9362,679,381,713,939,1160,1164,406,92,17,5548,37,40,136,119,137,201,58,10,0,745,44,45,40,58,74,60,30,21,3,379,1052,1228,2573,2960,3862,3307,836,167,33,16022,68,67,81,81,105,64,3,0,0,475,85,42,73,46,44,49,8,0,0,353,154,109,153,129,153,115,9,0,0,822,1204,1334,2728,3090,4011,3419,846,167,37,16845,1014,310,575,575,719,1577,3325,2244,939,11283,118,115,242,286,336,384,398,343,193,2410,2341,1759,3541,3955,5073,5380,4569,2751,1164,30536
21602,442,465,962,1087,1423,1131,271,42,8,5835,329,153,330,315,367,817,1527,1020,461,5310,42,39,101,90,130,163,201,135,85,984,808,656,1393,1486,1922,2107,2000,1203,547,12121,210,592,1260,1365,1813,1429,280,51,5,6997,501,277,549,673,776,776,298,47,10,3900,39,49,102,86,99,153,52,10,0,598,37,42,40,48,50,52,24,15,6,309,785,956,1953,2173,2742,2404,653,121,22,11806,36,59,74,63,71,74,5,0,0,386,52,31,40,25,45,38,4,0,0,236,92,92,113,88,115,110,10,0,0,629,879,1054,2064,2262,2858,2518,664,123,20,12432,741,234,436,472,630,1360,2911,1997,777,9557,94,95,198,193,271,351,386,264,132,1983,1711,1378,2699,2919,3764,4227,3960,2377,935,23981
21603,1096,1173,2609,2752,3161,2273,468,48,12,13590,860,444,1031,928,841,1426,2303,1600,766,10188,133,130,311,273,313,325,316,210,162,2164,2087,1744,3945,3954,4317,4020,3087,1855,941,25947,373,1385,3531,3440,4050,2814,531,63,13,16208,1227,704,1372,1682,1762,1546,577,82,14,8962,57,88,238,185,199,253,74,12,4,1101,84,69,106,99,104,73,44,13,9,607,1743,2242,5252,5405,6114,4684,1222,170,39,26876,118,202,270,204,195,101,3,0,0,1095,285,97,107,103,79,75,14,0,0,756,401,293,375,305,274,182,12,0,3,1852,2144,2537,5627,5714,6389,4863,1235,174,42,28730,1889,756,1572,1492,1482,2373,4279,2932,1219,17997,283,263,634,553,653,642,627,380,225,4260,4319,3563,7825,7756,8526,7886,6151,3484,1486,50990
21701,545,526,1106,1456,1989,1614,402,58,10,7701,442,170,439,390,499,1036,1630,1096,605,6294,60,52,99,120,152,189,184,165,111,1125,1040,751,1641,1960,2635,2834,2214,1320,727,15121,218,631,1368,1704,2392,1925,460,90,13,8803,645,382,674,995,1240,1198,453,80,11,5678,43,43,132,99,149,191,71,8,3,743,47,31,48,58,65,65,39,13,6,376,950,1085,2234,2859,3847,3377,1020,199,34,15595,70,94,95,97,103,87,3,0,0,548,73,52,41,44,48,44,5,0,0,314,141,145,134,139,158,129,11,0,0,862,1095,1235,2366,2998,3996,3509,1033,200,38,16462,988,301,570,566,842,1721,3079,1952,923,10937,113,117,205,236,321,379,378,305,178,2227,2196,1648,3140,3798,5162,5604,4491,2456,1138,29624
21703,561,611,1211,1460,1994,1680,454,70,16,8056,419,181,419,393,418,923,1603,1187,571,6127,60,67,111,114,167,211,198,160,78,1151,1045,860,1744,1964,2577,2805,2261,1417,661,15331,270,812,1649,1822,2470,1915,509,83,14,9548,698,438,765,1032,1198,1262,516,92,18,6017,38,44,138,94,148,197,83,14,0,766,39,36,60,60,71,69,32,24,5,391,1048,1325,2610,3007,3885,3442,1145,217,44,16727,40,70,83,82,91,66,3,0,0,446,66,27,31,30,35,49,6,0,0,244,106,100,119,115,122,117,11,3,0,691,1155,1421,2733,3116,4007,3557,1155,217,48,17414,939,277,577,566,761,1571,3001,2084,880,10652,133,134,255,235,369,414,402,296,123,2356,2221,1835,3562,3927,5131,5545,4555,2598,1053,30421
21704,899,1062,2103,2301,2842,2062,396,63,9,11739,592,256,575,550,542,1161,2021,1329,720,7746,99,93,171,191,235,236,248,193,135,1603,1593,1413,2847,3036,3618,3459,2668,1586,866,21085,333,1195,2774,2715,3338,2343,423,67,6,13190,1153,756,1209,1570,1714,1556,490,92,17,8559,48,84,238,188,212,222,68,9,7,1062,62,63,65,78,82,74,29,21,4,482,1589,2103,4278,4548,5341,4194,1014,193,28,23287,74,123,139,110,106,79,0,0,0,627,151,68,67,72,74,81,12,3,0,530,220,189,207,180,180,160,18,4,0,1159,1815,2287,4486,4727,5519,4353,1025,193,28,24444,1208,426,764,789,850,1904,3717,2327,1117,13100,202,212,344,384,472,473,473,329,195,3083,3221,2925,5596,5897,6843,6732,5218,2858,1340,40629
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,25
29999,52,191,377,169,132,102,19,0,0,1038,90,157,230,172,129,178,157,40,23,1175,38,102,182,144,89,73,32,7,5,669,178,453,795,479,347,352,204,49,28,2883,27,136,482,250,171,109,19,0,0,1194,32,136,187,94,91,86,17,3,0,641,3,5,35,21,22,20,3,3,0,111,6,12,22,20,16,3,0,0,0,84,64,289,726,386,300,215,42,7,0,2033,21,52,148,83,72,30,5,0,0,410,29,59,54,29,13,20,3,0,0,204,47,111,202,111,90,48,10,0,0,613,117,397,921,499,388,268,51,7,0,2647,165,284,449,311,262,338,355,95,28,2291,74,215,474,477,328,210,80,16,5,1886,357,898,1848,1295,975,816,482,121,38,6825
