SA3_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
21501,270,775,1885,1864,2399,2078,538,119,14,9953,437,235,305,278,398,577,366,113,6,2721,20,20,60,58,89,145,63,13,3,478,22,36,57,46,49,60,30,24,5,315,749,1069,2308,2251,2934,2867,997,264,33,13459,61,96,124,81,107,106,3,0,0,577,57,25,24,27,26,44,18,3,0,220,117,116,156,109,131,146,16,3,0,791,861,1191,2462,2359,3067,3013,1014,267,33,14254,800,210,430,519,679,1246,2375,1605,651,8523,81,74,193,178,247,269,274,185,75,1585,1743,1476,3086,3052,3988,4529,3666,2061,762,24362,114,430,882,857,1368,1017,186,37,6,4905,520,430,872,1195,1434,1284,353,52,11,6147,32,44,173,87,115,160,50,10,0,671,25,14,31,28,45,48,23,16,6,230,694,924,1960,2166,2960,2506,603,118,25,11956,31,44,47,50,52,38,0,0,3,269,59,24,46,40,48,37,9,0,0,260,94,68,99,85,104,75,8,3,3,531
21502,222,698,1891,1886,2037,1662,321,37,8,8754,406,247,351,264,308,389,229,41,14,2243,27,29,54,55,70,79,33,3,3,357,23,30,71,49,57,55,18,12,3,312,672,1004,2371,2248,2475,2190,594,86,23,11669,77,126,181,113,106,88,9,0,0,703,110,41,39,35,25,31,10,0,0,297,180,169,222,147,132,124,20,0,0,998,854,1174,2592,2394,2608,2311,615,90,23,12664,849,232,307,360,532,934,1837,1121,443,6623,120,149,309,226,305,305,303,173,68,1958,1828,1560,3213,2987,3447,3548,2751,1382,531,21243,82,510,953,932,1310,917,109,12,3,4820,619,426,892,1093,1128,894,244,17,7,5314,30,35,142,65,66,113,35,5,0,496,17,19,43,41,36,31,15,3,0,208,743,989,2031,2131,2543,1956,402,35,8,10835,37,74,87,78,66,33,3,0,0,368,111,58,73,65,51,47,3,0,0,413,146,127,164,146,113,82,7,0,0,783
21503,167,556,1215,1191,1503,1341,316,67,13,6357,231,130,164,141,220,323,208,51,12,1488,19,7,31,35,59,92,47,11,4,309,12,22,31,38,49,44,19,11,5,234,435,714,1442,1403,1833,1802,589,133,35,8391,28,46,70,65,79,59,3,0,3,348,23,9,21,15,17,20,10,0,0,104,53,55,89,79,95,73,13,0,3,456,485,769,1530,1482,1929,1872,601,133,39,8842,579,106,177,210,306,621,1381,1026,364,4773,82,111,224,189,256,272,254,178,95,1669,1139,991,1930,1881,2495,2768,2238,1333,498,15284,46,274,547,522,795,589,111,11,0,2890,367,221,514,719,826,754,225,31,3,3659,14,21,70,49,56,97,29,3,0,344,16,17,22,24,21,43,9,15,3,177,441,536,1158,1313,1700,1479,384,61,4,7064,19,29,37,26,34,17,0,0,0,161,35,15,35,33,29,23,0,0,0,176,51,40,68,65,64,41,3,0,0,334
21601,207,506,1118,1244,1561,1287,274,46,7,6251,304,138,167,160,240,367,205,51,7,1646,21,14,39,44,60,103,38,3,0,332,20,24,23,34,37,34,9,11,3,216,555,689,1347,1487,1902,1802,533,113,19,8444,49,47,57,56,73,45,3,0,0,323,33,11,21,16,15,28,6,0,0,129,79,57,81,70,81,71,6,0,0,450,637,748,1427,1557,1983,1869,536,113,19,8890,559,126,144,199,294,624,1576,1049,345,4912,56,55,102,145,179,197,198,154,78,1164,1246,931,1677,1898,2460,2685,2316,1315,437,14969,80,256,563,606,924,597,76,5,9,3104,376,239,546,775,919,792,195,39,4,3899,18,27,101,74,79,101,20,6,0,414,22,23,22,17,36,22,14,3,0,159,493,540,1228,1476,1961,1509,304,55,16,7579,24,24,19,33,41,19,0,0,0,156,54,24,48,33,34,29,0,0,0,226,75,48,74,63,69,43,0,0,0,376
21602,154,399,866,949,1161,993,204,35,5,4763,211,92,122,109,142,230,143,32,10,1076,16,21,31,43,50,77,25,8,0,277,18,26,30,29,22,27,9,9,3,168,397,537,1047,1127,1376,1328,386,82,11,6281,25,33,51,43,40,42,3,0,0,238,21,11,8,7,17,24,4,0,0,84,41,45,61,50,59,64,4,0,0,319,436,582,1104,1176,1433,1391,390,82,11,6601,416,82,107,158,266,545,1388,970,322,4247,54,58,98,101,141,183,187,123,54,1001,902,730,1309,1432,1841,2123,1962,1175,387,11854,55,194,392,418,654,434,75,12,3,2237,292,184,432,560,636,547,154,15,0,2827,23,30,73,48,47,78,23,3,0,322,19,13,14,20,32,24,9,8,0,137,388,418,905,1046,1366,1079,267,42,5,5522,12,25,25,26,29,32,0,0,0,154,35,24,25,14,26,21,6,0,0,157,50,47,58,39,60,48,3,0,0,308
21603,257,856,2260,2309,2552,1852,398,50,12,10548,496,257,392,368,374,457,296,59,7,2708,29,33,75,78,87,125,43,6,0,478,46,41,66,58,57,43,29,5,10,355,832,1184,2793,2813,3073,2479,768,123,23,14091,79,137,188,116,130,74,0,0,0,722,140,49,35,24,25,42,4,0,0,318,216,181,225,145,154,117,4,0,0,1048,1051,1369,3013,2956,3226,2598,770,119,26,15135,1035,309,539,566,641,951,1982,1339,457,7809,155,139,323,277,338,324,310,171,60,2097,2237,1820,3877,3797,4207,3869,3063,1631,546,25044,117,530,1273,1131,1498,963,133,12,0,5662,726,447,985,1312,1388,1090,278,24,5,6249,26,48,164,108,105,125,33,4,4,620,35,30,44,38,46,33,19,9,3,256,911,1060,2456,2593,3039,2205,462,48,11,12785,41,60,81,82,68,33,3,0,0,369,143,46,77,78,59,28,3,0,0,435,184,114,151,164,123,67,8,0,0,806
21701,149,435,939,1205,1575,1304,329,70,14,6017,292,147,172,176,254,363,232,52,5,1703,16,18,36,43,70,99,37,3,3,340,20,18,30,37,35,43,16,7,0,211,476,620,1183,1459,1932,1816,625,134,21,8266,44,65,61,65,58,50,3,0,0,345,33,25,18,12,24,25,8,0,0,148,78,83,83,84,79,78,11,0,0,491,551,708,1259,1540,2016,1894,633,134,22,8761,545,131,129,179,338,683,1450,863,318,4639,58,64,105,121,174,194,190,137,67,1102,1152,901,1498,1839,2526,2766,2272,1134,407,14507,67,196,431,499,818,620,132,18,3,2785,357,235,500,819,990,836,217,29,3,3980,25,24,99,57,77,84,30,6,3,401,27,10,19,25,29,21,21,6,3,160,475,464,1051,1398,1911,1559,401,59,10,7329,24,34,27,33,48,31,0,0,0,201,43,26,23,27,27,20,3,0,0,169,66,64,57,57,75,54,3,0,0,370
21703,183,566,1164,1289,1578,1278,373,59,14,6508,305,149,213,227,264,423,248,69,11,1897,19,12,25,45,70,95,47,9,0,333,28,23,38,38,34,31,17,10,5,227,538,752,1446,1596,1948,1825,690,146,32,8967,27,46,68,57,48,38,3,0,0,293,32,12,12,11,19,18,4,0,0,107,62,55,71,70,65,58,8,3,0,393,596,813,1520,1659,2012,1882,695,152,28,9361,518,98,155,173,341,645,1396,894,312,4527,68,66,142,128,203,207,201,141,48,1202,1179,973,1818,1962,2550,2731,2293,1186,393,15094,84,245,485,530,892,641,137,27,3,3040,398,288,550,803,936,845,267,27,11,4118,18,24,109,51,80,100,40,8,0,431,18,13,22,19,33,37,16,11,6,169,518,574,1170,1408,1934,1623,457,70,16,7760,14,24,18,25,44,26,0,0,0,155,38,13,26,23,13,25,3,0,0,136,49,43,44,48,54,54,3,0,0,293
21704,234,760,1855,1920,2108,1559,320,51,7,8799,512,291,327,300,345,496,250,60,11,2588,18,29,58,87,98,120,35,4,4,448,33,35,39,40,57,44,9,10,4,268,793,1114,2277,2346,2600,2213,618,125,21,12106,51,75,90,66,58,49,0,0,0,388,71,40,20,19,18,33,7,0,0,216,122,117,111,85,73,84,9,3,0,598,916,1226,2392,2430,2675,2299,630,127,21,12708,614,170,190,243,306,741,1696,999,392,5355,99,120,170,190,243,238,221,138,64,1478,1626,1516,2752,2864,3225,3270,2551,1266,476,19542,99,437,919,800,1230,781,106,16,3,4390,640,471,880,1268,1375,1061,238,35,4,5970,25,55,177,102,114,100,32,3,0,609,30,34,25,38,26,37,21,12,0,216,796,985,2001,2203,2741,1979,395,64,9,11183,29,50,52,42,43,29,0,0,0,240,73,27,48,50,58,54,4,0,0,317,98,75,100,99,101,76,5,0,0,558
29797,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,22,78,302,181,125,89,12,3,0,811,17,61,84,55,47,47,11,3,0,317,3,4,18,13,16,5,3,0,0,64,0,0,15,18,10,0,0,0,0,53,42,145,420,264,195,140,24,3,0,1242,12,33,94,56,54,22,6,0,0,274,12,26,32,13,10,6,3,0,0,91,27,56,123,68,63,24,10,0,0,367,68,202,545,333,260,169,35,3,0,1610,72,124,212,144,134,164,200,59,9,1119,41,121,296,337,236,133,45,13,0,1218,180,447,1052,813,628,460,283,72,9,3942,8,58,175,69,53,21,3,0,0,384,20,72,102,43,47,44,7,0,0,326,0,6,16,10,5,13,3,0,0,50,3,11,11,3,4,0,0,0,0,35,25,142,304,121,102,80,16,0,0,786,3,22,56,27,16,7,0,0,0,136,15,29,23,21,6,12,0,0,0,115,20,55,76,44,23,20,0,0,0,251
