SA3_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
21402,0,0,0,8,21,3596,60,36,7,7,3,3,8,3,139,3862,879,11,7,3,3,0,0,0,0,108,1012,229,0,0,0,0,0,0,0,0,28,251,53,0,0,0,0,0,0,0,0,17,77,7,0,0,0,0,0,0,0,0,0,7,288,0,0,0,0,0,0,0,0,45,338,12,0,0,0,0,0,0,0,0,8,15,1180,11,8,3,3,0,0,0,0,156,1364,15574,1826,2115,422,329,322,225,195,101,737,21844,3249,386,533,119,140,110,168,112,80,167,5068,339,15,35,6,4,9,31,44,24,68,578,44,3,4,0,0,4,0,0,0,3,60,3641,401,570,123,142,120,198,157,105,238,5705,53,4,0,0,0,0,0,3,0,18,79,19262,2235,2686,544,473,446,428,351,206,995,27624
21501,0,0,0,3,8,343,0,0,0,0,0,0,0,0,23,369,95,0,0,0,0,0,0,0,0,19,111,18,0,0,0,0,0,0,0,0,3,25,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,28,3,0,0,0,0,0,0,0,0,6,8,123,0,0,0,0,0,0,0,0,27,150,1833,148,185,35,38,48,26,24,16,111,2479,343,117,428,74,76,65,45,57,29,50,1290,26,13,80,5,9,9,31,39,15,26,253,3,4,3,0,3,0,0,0,0,0,13,373,132,517,81,82,78,81,95,42,74,1558,7,0,0,0,0,0,0,0,0,180,194,2214,278,702,124,122,129,110,118,62,368,4230
21502,0,0,0,0,8,497,12,0,0,0,0,0,0,0,27,540,61,0,0,0,0,0,0,0,0,8,70,74,0,0,0,0,0,0,0,0,19,89,41,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,20,134,0,0,0,0,0,0,0,0,0,0,3,176,0,0,0,0,0,0,0,0,26,199,1473,175,176,41,42,51,26,50,33,101,2172,1049,237,476,94,111,140,120,133,94,148,2590,341,52,103,44,57,38,41,86,94,123,975,14,0,7,0,0,0,0,0,3,7,30,1395,291,579,144,169,175,159,224,190,283,3600,14,0,3,0,0,0,0,0,8,10,37,2885,464,759,183,212,220,186,275,223,399,5810
21503,0,0,0,0,3,237,0,0,0,0,0,0,0,0,13,254,38,0,0,0,0,0,0,0,0,10,48,13,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,3,19,3,0,0,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0,0,3,44,4,0,0,0,0,0,0,0,0,0,4,84,0,0,0,0,0,0,0,0,10,93,877,73,81,20,15,26,21,20,9,74,1215,442,155,377,72,79,95,86,69,41,66,1481,137,35,85,27,52,32,31,36,40,56,542,13,0,3,0,0,0,0,3,3,7,28,591,190,465,96,135,127,117,105,88,121,2051,9,0,0,0,0,0,0,0,0,10,19,1477,270,545,117,150,157,140,125,95,209,3288
21601,0,0,0,0,3,283,3,0,0,0,0,0,0,0,17,304,73,0,0,0,0,0,0,0,0,6,78,21,0,0,0,0,0,0,0,0,5,24,5,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,4,6,100,0,0,0,0,0,0,0,0,21,118,1294,102,118,33,32,21,18,13,19,85,1743,253,29,147,42,39,40,32,45,21,35,677,42,3,3,0,0,5,0,7,5,8,79,0,0,3,0,0,0,0,0,0,0,3,297,36,149,42,37,48,32,51,22,47,758,6,0,0,0,0,0,0,0,0,4,16,1604,139,266,69,70,68,49,71,41,134,2513
21602,0,0,0,0,5,313,0,3,0,0,0,0,0,0,16,336,50,0,0,0,0,0,0,0,0,8,62,8,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,12,79,1245,134,142,28,22,33,15,24,13,74,1737,305,52,186,21,28,45,30,46,33,31,779,48,5,14,4,17,8,13,13,13,10,138,3,0,3,0,0,0,0,0,0,0,9,357,56,203,27,44,54,40,62,41,38,928,3,0,0,0,0,0,0,0,0,4,10,1605,196,341,57,66,85,62,85,58,114,2673
21603,0,0,0,0,0,597,10,11,6,0,3,0,0,0,33,655,78,0,0,0,0,0,0,0,0,4,78,69,0,0,0,0,0,0,0,0,9,80,65,0,3,0,0,0,0,0,0,13,81,0,0,0,0,0,0,0,0,0,0,0,141,0,3,0,0,0,0,0,0,18,169,0,0,0,0,0,0,0,0,0,0,0,220,0,3,0,0,0,0,0,0,25,247,1869,236,253,76,63,73,80,64,26,140,2883,1382,614,1354,202,229,340,260,250,108,146,4890,404,162,257,54,81,145,138,131,114,110,1593,29,13,18,0,0,4,0,6,0,10,78,1809,787,1627,254,313,488,405,377,223,266,6552,10,0,3,0,0,0,3,3,0,35,60,3690,1022,1888,335,375,564,489,446,248,443,9495
21701,0,0,0,0,0,279,3,10,0,0,0,0,0,0,12,297,78,0,0,0,0,3,0,0,0,10,92,16,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,3,101,0,0,0,0,3,0,0,0,11,118,1465,152,189,24,24,25,28,13,7,72,2008,210,49,111,16,47,47,22,28,28,27,597,18,3,10,3,7,3,0,11,4,3,62,3,0,0,0,0,0,0,0,0,0,7,231,55,125,23,48,48,22,36,33,32,658,7,0,0,0,0,0,0,0,0,5,16,1706,207,316,49,78,72,57,50,42,109,2685
21703,0,0,0,0,3,286,3,0,0,0,0,0,0,0,15,303,63,0,0,0,0,0,0,0,0,11,72,26,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,11,110,1402,183,148,34,36,20,28,24,11,101,1984,241,83,144,42,45,52,17,34,10,31,716,20,7,19,4,6,9,5,15,17,7,111,4,0,0,0,0,0,0,0,0,0,8,262,92,169,48,51,63,26,55,30,41,837,8,0,0,0,0,0,0,0,0,4,13,1675,277,317,82,88,79,51,80,40,143,2836
21704,0,0,0,3,3,245,5,0,0,0,0,0,0,0,12,260,73,0,0,0,0,0,0,0,0,10,84,15,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,16,106,1632,245,269,82,52,53,38,51,16,96,2545,221,148,270,33,50,47,69,61,65,28,990,14,13,20,3,5,4,45,90,88,56,350,4,0,3,0,0,0,0,0,3,0,15,240,168,298,40,56,49,112,152,161,90,1354,4,3,0,0,0,0,0,0,0,8,13,1871,414,565,118,110,110,157,202,174,191,3917
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
29999,0,0,0,3,3,33,0,0,0,0,0,0,0,0,5,38,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,308,64,60,23,11,26,21,69,105,55,738,142,61,115,23,41,41,59,106,174,61,823,38,6,17,3,6,9,29,45,88,45,292,0,0,0,0,0,0,0,0,0,11,10,179,68,138,27,41,54,92,147,264,120,1127,0,3,0,0,0,0,0,3,0,132,147,486,138,195,49,54,81,109,221,375,305,2011
