SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20701,0,0,3,39,34,17,5,3,0,99,9,41,47,309,73,64,21,4,3,563,0,0,7,77,26,77,67,55,57,367,3,23,19,135,107,96,124,61,38,612,30,118,142,285,117,139,84,34,9,966,0,43,112,355,198,150,96,45,10,1017,0,0,0,18,29,26,20,18,9,115,3,34,142,480,211,176,106,65,21,1243,8,29,63,442,91,104,65,15,0,815,7,23,83,264,48,23,7,4,0,462,0,0,0,19,25,33,29,17,10,137,0,6,18,56,50,18,11,3,6,173,36,210,166,298,173,103,60,18,8,1080,7,44,333,734,413,301,95,36,15,1976,0,0,3,31,22,24,21,12,6,115,0,3,12,56,26,21,5,3,4,129,67,217,445,1465,546,385,398,292,220,4028,286,625,1001,2293,1142,914,799,606,399,8077,7742,21064,25255,43273,24102,18983,13951,8031,4829,167231
20702,0,0,4,16,10,9,3,0,0,40,3,24,33,168,57,56,46,9,0,402,0,0,0,27,12,40,41,33,9,157,0,6,4,23,22,31,61,45,23,216,5,83,119,212,127,114,79,28,0,781,9,69,166,217,206,131,81,38,13,930,0,0,0,11,18,21,19,27,10,94,3,22,30,164,100,119,96,38,26,589,3,21,65,297,77,102,77,13,3,656,4,14,22,80,18,9,7,3,0,145,0,0,0,25,40,49,58,49,8,221,0,3,4,25,48,43,19,17,3,158,12,53,42,60,42,20,24,7,3,259,0,5,53,268,239,231,107,30,15,949,0,4,3,10,15,12,9,5,0,46,0,3,0,29,19,16,11,4,0,78,22,109,152,635,386,396,368,343,167,2581,126,296,354,873,520,524,511,482,280,3965,4406,9642,11043,21910,12391,10890,9717,7372,3004,90369
20703,0,3,4,19,22,8,0,3,0,57,8,34,60,329,91,54,34,3,0,628,0,3,0,43,29,51,36,40,19,216,0,3,11,37,43,58,80,63,32,334,8,69,88,202,67,61,46,11,8,567,3,19,73,146,94,48,44,30,11,463,0,0,3,11,20,22,14,24,7,98,13,45,297,583,131,162,112,61,37,1443,7,26,79,395,43,62,27,3,4,650,9,17,43,168,52,15,8,7,0,309,0,0,0,3,13,17,13,13,3,63,0,0,6,21,12,5,3,6,0,52,20,53,64,92,67,35,31,7,0,365,9,17,186,442,281,307,114,60,22,1437,0,0,0,12,14,9,11,9,3,65,0,5,21,44,16,21,3,0,0,109,23,111,234,685,280,284,267,249,127,2262,190,317,630,1104,556,504,445,438,340,4530,5264,11177,16583,27841,13303,10767,7817,6015,3273,102040
20801,0,0,0,13,19,7,3,0,0,44,4,16,23,81,45,25,14,0,0,215,0,3,7,98,42,115,121,39,52,477,5,31,40,139,187,140,136,72,36,786,9,75,38,58,37,21,11,10,0,270,16,85,105,353,288,170,100,28,14,1162,0,0,0,22,36,23,21,16,7,124,0,3,3,76,47,52,41,34,9,257,0,3,3,41,11,7,0,0,0,69,3,29,30,51,20,4,8,0,0,143,0,0,0,7,15,9,3,3,0,39,0,0,4,30,32,20,24,12,0,128,25,199,116,186,164,103,49,11,9,866,0,5,6,93,28,20,5,3,3,168,3,15,4,41,30,21,20,12,8,155,0,0,0,31,16,15,8,0,0,73,40,178,190,1001,657,541,486,310,159,3557,195,511,474,1155,861,739,602,422,343,5309,4994,13429,11103,20396,15855,12636,9718,5344,3624,97087
20802,0,0,3,25,19,8,0,0,0,60,5,34,43,426,104,92,41,10,3,758,0,8,11,166,62,199,336,229,462,1473,3,19,28,133,89,87,88,48,33,525,20,74,60,202,50,44,34,19,3,512,11,90,341,987,694,517,344,170,81,3236,0,0,5,23,18,38,26,34,11,156,5,12,65,409,150,157,129,71,39,1038,3,10,25,175,20,8,6,0,0,242,12,12,44,244,38,29,4,3,0,384,0,3,6,12,14,11,11,8,0,71,0,4,0,38,27,21,16,7,4,127,32,153,106,351,161,109,49,19,17,1006,8,28,146,365,122,88,35,8,9,794,0,0,3,29,15,11,12,4,5,79,0,3,10,53,35,31,17,3,0,154,91,492,546,3215,1618,1561,1653,963,540,10664,369,578,771,2332,1000,837,656,534,373,7445,9074,18005,18675,44656,19961,15819,11009,6832,4405,148437
20803,0,0,3,18,29,10,0,0,0,63,9,50,78,345,166,142,51,13,3,850,0,8,3,130,77,111,103,39,22,478,4,28,36,185,153,151,167,111,51,890,0,23,17,78,39,28,19,9,0,213,12,88,106,413,203,128,88,32,12,1089,0,0,0,23,33,36,34,23,6,152,0,8,15,232,155,164,130,73,26,805,0,3,5,38,13,9,0,0,0,69,6,18,31,158,38,20,12,0,0,280,0,0,0,10,8,3,3,5,3,39,3,5,17,70,104,77,63,38,8,388,14,60,52,145,77,55,30,6,3,451,3,6,37,211,123,89,25,13,3,510,3,3,7,41,21,24,27,8,6,139,0,3,3,51,23,13,6,4,0,102,37,215,232,1554,768,560,450,326,117,4266,289,488,550,1796,932,815,729,602,460,6657,7198,14085,12533,32544,17215,13503,10022,6327,3393,116817
20804,0,0,0,6,3,4,3,0,3,18,0,7,9,108,12,20,9,4,0,181,0,0,0,18,8,17,26,19,19,119,0,8,3,28,22,27,35,11,7,140,7,29,42,72,16,18,13,9,0,214,0,0,21,112,64,50,33,18,8,309,0,0,0,3,3,9,3,3,3,22,0,7,40,150,37,32,20,13,6,311,0,0,13,47,3,4,4,0,0,71,3,6,19,87,8,10,3,0,0,144,0,0,0,7,3,0,0,0,0,16,0,0,3,14,6,7,5,3,0,39,10,44,35,69,37,26,26,0,4,261,0,0,33,106,36,46,14,3,3,243,0,0,0,3,5,0,6,4,0,22,0,0,8,14,3,4,3,0,0,31,13,38,64,433,115,99,115,83,50,1003,76,153,244,634,277,233,191,176,102,2087,2079,5004,6147,11723,5566,4338,3305,2085,1121,41367
20901,0,3,3,26,23,12,3,0,0,75,3,19,51,278,89,83,51,13,6,587,0,0,6,71,34,55,34,33,29,264,3,14,24,103,76,115,125,66,24,550,10,30,36,122,31,30,23,7,0,290,8,16,43,169,96,43,31,14,7,413,0,0,0,16,22,34,49,29,9,164,0,31,64,267,127,119,98,42,16,767,4,6,20,103,15,19,8,0,0,178,3,14,40,115,39,15,8,0,3,244,0,4,6,53,77,96,118,47,5,398,0,0,0,19,26,24,6,3,0,80,17,75,47,153,75,51,43,14,0,473,5,28,114,319,110,103,36,11,4,731,0,3,6,22,19,11,14,14,3,98,0,0,9,41,8,11,3,0,0,73,55,179,278,1301,509,395,317,256,139,3420,315,479,558,1566,826,736,714,564,418,6170,7747,14267,14238,33620,16224,14542,11511,6470,3253,121865
20902,0,0,0,29,4,4,3,0,0,44,9,38,63,390,105,98,52,14,0,771,0,0,5,46,14,26,15,17,14,139,0,3,3,60,36,32,42,24,14,207,9,11,27,98,31,9,6,3,0,185,0,3,20,106,20,16,9,3,0,191,0,0,0,7,17,25,23,22,3,98,5,25,82,356,74,82,44,17,4,688,0,3,27,138,10,13,3,0,0,184,0,7,47,165,29,18,5,0,0,273,0,8,4,153,163,193,242,165,38,968,0,0,7,60,58,28,25,17,3,197,4,15,31,123,45,4,12,3,0,240,28,57,437,840,444,350,127,52,22,2357,0,0,3,21,5,8,4,0,3,46,0,0,10,37,5,3,0,0,0,61,182,343,441,1752,435,373,254,173,64,4022,386,521,914,2446,962,760,592,570,351,7502,5854,9147,12604,32025,11795,8793,6444,5343,2649,94653
20903,0,0,0,12,15,0,0,0,0,32,0,5,9,54,15,15,10,0,0,114,0,0,0,30,6,18,7,4,5,77,0,14,17,44,72,82,62,33,15,347,0,12,15,16,13,14,9,3,0,81,0,36,48,130,91,47,15,7,0,366,0,0,0,3,15,12,12,6,0,51,0,7,5,48,37,33,24,3,4,153,0,0,0,3,3,0,0,0,0,12,6,3,9,24,5,6,0,0,0,67,0,0,0,22,22,45,32,6,3,136,0,5,0,12,10,9,0,0,0,36,9,30,22,71,58,51,24,3,0,253,0,3,9,35,15,11,5,0,0,72,0,4,6,7,19,10,12,0,3,69,0,0,7,9,11,18,5,0,0,54,8,56,35,215,175,153,156,72,26,901,120,348,349,696,567,497,336,149,81,3144,3485,9350,9004,14619,10755,9465,5692,2030,720,65123
20904,0,3,7,30,10,5,3,0,0,65,13,136,272,985,444,336,154,36,11,2383,0,6,3,69,35,82,42,25,12,274,0,13,16,73,71,118,97,66,12,464,8,61,75,163,69,48,11,3,0,436,6,68,91,210,97,53,26,13,0,567,0,0,4,35,66,89,65,57,11,336,38,202,267,1548,506,361,190,75,14,3197,3,3,8,100,16,11,0,4,0,145,9,28,57,251,40,24,3,0,0,413,0,42,156,968,1050,1367,1213,551,115,5462,5,8,33,223,254,154,81,40,0,802,13,57,40,123,32,38,9,0,0,317,18,61,242,1315,717,618,163,65,25,3213,0,3,4,21,17,29,12,7,0,93,3,34,71,190,66,12,0,0,0,384,109,578,698,2697,1216,964,654,326,103,7358,874,1333,1425,4179,1794,1589,1294,778,226,13499,17484,28518,27182,67918,26716,21235,14594,7626,2440,213708
21001,0,0,0,13,3,3,0,0,0,18,4,19,31,154,71,60,43,11,9,402,0,0,0,20,29,36,34,28,28,172,0,4,3,30,21,49,31,24,11,181,0,8,5,28,11,3,3,0,3,74,0,0,5,40,18,15,10,4,3,95,0,0,0,11,26,24,34,26,9,120,0,18,14,102,58,57,35,11,11,305,0,0,0,26,0,7,0,0,0,33,0,3,4,48,8,9,4,0,0,77,0,0,0,30,59,50,73,37,11,255,0,3,3,48,69,32,9,3,0,171,3,8,17,33,26,8,6,6,0,119,6,18,49,344,286,288,98,59,45,1195,0,0,0,3,6,3,5,0,0,29,0,0,0,11,3,0,0,0,0,15,14,58,77,436,225,228,248,202,88,1573,113,223,262,802,424,382,494,390,156,3246,3248,6818,6565,14913,8086,6625,6258,4338,1713,58565
21002,0,0,0,7,3,4,0,0,0,13,0,3,6,21,3,4,3,0,0,38,0,0,0,8,6,3,3,3,3,25,0,4,3,19,32,37,48,15,8,174,0,3,8,9,10,3,3,0,0,25,0,8,5,28,26,9,4,5,0,94,0,0,0,0,0,0,4,3,0,10,0,0,0,9,8,5,6,0,0,34,0,5,0,0,0,0,0,0,0,4,0,3,0,14,9,3,0,0,0,24,0,0,0,0,0,4,8,0,0,14,0,0,0,3,5,0,0,0,0,7,0,9,12,15,20,14,13,5,0,93,0,0,0,9,6,0,0,0,0,17,0,0,0,6,9,10,9,9,3,49,0,0,0,0,6,4,0,0,0,12,4,11,14,66,54,41,54,21,6,271,90,186,160,435,357,329,257,134,73,2023,1913,4403,3361,6663,4657,4009,3040,1116,411,29574
21003,0,0,4,12,9,0,3,0,0,24,20,50,58,378,104,89,40,10,3,753,0,0,0,48,22,40,34,53,52,254,3,3,6,41,27,17,20,29,18,160,4,6,16,54,15,9,3,0,0,120,3,4,8,61,13,7,5,5,3,110,0,0,3,7,15,15,11,17,8,77,19,52,63,328,152,91,33,16,6,753,0,0,17,51,3,4,0,0,0,76,3,20,32,115,25,4,3,0,0,204,0,0,0,25,14,11,8,4,3,67,8,12,26,401,384,148,88,47,3,1121,5,25,18,74,17,7,9,0,3,162,4,12,35,257,110,128,42,7,8,607,0,0,3,7,3,3,3,3,4,29,0,0,9,31,0,7,0,0,0,48,69,157,170,1014,337,231,222,200,103,2504,379,505,524,1816,670,487,459,468,255,5550,5586,8472,8725,25412,8848,6388,4692,4766,2626,75506
21004,0,0,0,11,14,4,0,0,0,31,3,17,33,104,67,31,16,6,0,278,0,0,3,18,3,17,10,7,8,59,0,6,8,35,45,57,59,50,5,265,0,0,5,9,7,8,7,3,0,38,0,17,21,49,40,22,13,4,0,163,0,0,0,0,8,14,5,7,0,31,4,9,3,30,20,5,13,5,0,87,0,0,0,3,3,0,0,0,0,11,0,5,7,31,11,5,3,0,0,62,0,0,0,6,16,4,4,0,0,30,0,0,0,3,8,6,0,0,0,20,0,5,7,23,13,16,3,4,0,72,0,7,9,38,8,8,3,0,0,63,0,0,4,8,8,6,11,7,0,43,0,0,0,6,0,3,0,0,0,11,6,30,21,148,103,87,73,49,17,532,123,194,261,589,327,325,257,110,52,2241,2640,5115,5354,10435,5699,4911,3109,1491,625,39369
21005,0,4,9,24,12,0,4,0,0,61,17,139,276,897,502,393,121,30,9,2392,0,0,0,64,39,81,53,16,17,256,0,3,7,31,54,80,88,49,13,320,10,47,63,89,54,37,18,3,0,316,4,16,15,64,40,27,16,4,0,192,0,0,7,15,43,51,60,35,6,211,33,220,266,1214,713,314,176,63,19,3021,0,3,4,42,5,7,4,0,0,61,7,25,41,202,44,16,11,0,0,350,0,4,7,86,76,89,50,16,3,330,31,111,301,1896,1952,1073,571,214,38,6188,12,43,45,82,20,23,6,0,0,227,3,25,63,429,340,245,86,41,19,1252,0,0,0,0,5,4,4,5,0,18,0,12,32,56,14,4,3,0,0,122,148,695,856,2832,1597,1209,662,362,97,8452,798,1403,1378,3221,1516,1176,888,435,136,10943,13074,23511,23537,48683,20972,15172,9628,4493,1280,160353
21101,0,0,6,28,27,10,0,0,0,73,6,71,132,508,254,231,114,15,11,1331,0,7,4,115,66,167,82,25,62,526,0,12,18,77,119,207,216,123,48,812,13,115,166,223,167,151,67,20,7,916,4,51,120,311,199,204,141,45,11,1079,0,0,0,22,46,55,52,32,12,218,14,125,279,1085,636,572,333,99,29,3178,8,9,12,143,30,46,16,0,0,275,3,22,39,195,54,26,5,0,0,346,0,0,0,10,17,9,15,6,0,61,0,0,4,23,29,29,20,13,0,117,7,51,54,117,71,47,38,7,3,395,6,24,52,416,343,297,91,26,11,1252,0,0,3,17,44,38,35,27,14,182,0,3,9,53,13,20,14,4,0,115,15,102,219,907,587,598,503,414,252,3593,319,500,632,1721,945,948,806,541,286,6699,9017,18054,20111,41098,22077,19902,13668,7118,3105,154154
21102,0,0,0,5,8,4,0,0,0,17,0,3,0,13,7,12,3,0,0,38,0,0,0,9,3,7,4,5,5,32,0,0,3,12,25,25,26,23,7,124,4,10,11,41,19,17,18,3,3,122,0,24,55,64,69,46,17,11,3,285,0,0,0,0,3,3,4,5,5,22,0,0,3,24,19,11,18,9,3,87,3,0,0,35,8,7,3,0,3,65,4,3,3,17,6,5,0,0,0,35,0,0,0,5,5,11,4,0,0,33,0,0,0,7,4,0,5,0,0,14,8,14,27,9,15,16,14,6,0,106,0,0,3,27,24,17,3,5,7,75,0,0,0,3,0,3,0,6,3,13,0,0,0,8,16,8,0,3,0,36,0,22,23,98,90,85,84,50,20,485,49,116,101,220,192,169,124,100,81,1152,1126,3588,3751,4998,4342,3572,2588,1366,668,25986
21103,0,0,0,20,26,16,10,0,0,68,3,28,36,235,106,76,33,12,5,540,0,0,3,56,27,66,30,26,23,237,0,16,17,88,100,131,161,102,36,658,5,27,22,72,45,40,11,8,3,232,0,31,91,247,150,107,57,37,7,737,0,0,0,7,17,20,20,10,5,84,3,18,31,289,67,95,62,30,15,612,0,10,3,99,22,20,5,0,0,162,14,75,82,163,23,16,7,3,0,385,0,0,0,4,7,10,9,3,0,28,0,3,0,16,15,0,4,0,0,38,9,39,39,124,66,41,33,4,0,360,3,4,22,149,86,92,51,15,0,421,0,3,0,14,30,34,26,12,3,122,0,0,9,47,23,15,5,0,0,100,13,98,131,561,278,267,243,179,93,1869,252,407,462,1389,714,612,551,420,295,5112,7303,13209,13256,30747,15100,12669,9618,5392,2639,109933
21104,0,0,0,17,9,7,0,0,0,32,7,19,45,153,73,56,27,7,3,389,0,0,0,28,13,34,42,23,12,162,0,3,3,33,29,59,68,50,23,261,8,70,53,110,53,48,32,8,4,394,7,16,45,120,71,41,29,15,3,345,0,0,0,8,5,27,11,9,3,64,4,17,56,292,97,96,89,42,19,714,8,7,22,147,19,17,13,0,0,237,6,7,33,124,21,19,3,0,0,209,0,0,0,3,0,7,3,3,0,19,0,3,3,9,9,3,9,0,0,43,9,34,27,56,35,14,21,3,0,197,0,14,46,288,202,224,115,39,7,936,0,0,0,12,14,3,5,5,9,48,0,4,4,24,17,9,3,4,0,57,12,90,80,368,215,188,240,150,63,1404,116,185,211,648,296,270,280,254,189,2455,3612,7338,6965,16881,8056,6637,5843,3752,1691,60769
21105,0,0,3,28,34,8,3,3,0,87,3,28,50,167,101,63,31,8,0,463,0,5,5,58,31,72,54,35,15,277,3,13,21,89,162,193,219,117,39,856,0,12,19,30,34,19,8,0,0,117,0,47,84,227,164,119,87,27,9,760,0,0,0,4,8,14,16,12,0,62,0,5,15,96,59,69,38,15,5,308,0,3,6,36,9,6,4,0,0,54,6,28,27,108,37,7,0,0,0,215,0,0,0,5,9,10,13,5,0,43,0,0,0,13,13,0,3,5,0,33,6,37,36,121,91,87,79,10,0,481,0,6,25,67,16,8,4,0,0,136,0,0,5,20,37,47,22,25,12,165,0,0,9,32,21,19,3,0,0,89,20,70,97,498,351,316,267,190,58,1865,386,739,816,2060,1326,1227,1074,566,323,8508,9107,19204,18580,37486,21559,19614,14366,6308,2531,148760
21201,0,0,0,18,21,0,0,0,0,37,10,72,95,249,119,37,21,0,4,610,0,0,0,34,19,35,16,7,4,115,3,17,13,108,83,144,144,59,15,590,0,15,18,45,23,14,6,0,0,122,5,31,55,172,101,46,26,14,3,459,0,0,0,10,27,34,27,8,4,107,10,67,53,500,105,68,57,10,8,877,4,0,8,64,0,0,0,0,0,74,3,9,10,71,18,6,3,0,0,122,0,0,0,7,4,5,0,0,0,20,0,0,0,12,17,3,4,3,0,42,0,25,27,68,36,24,18,6,0,205,0,6,12,41,15,14,3,0,0,91,0,6,4,29,27,25,17,12,0,121,0,5,19,61,19,9,6,0,0,114,20,141,254,797,352,237,193,97,34,2126,370,632,660,1605,878,785,555,315,127,5931,7830,13928,12192,26952,12505,9651,6925,3124,1177,94288
21202,0,0,0,9,11,3,0,0,0,31,22,84,126,540,272,234,81,23,7,1404,0,3,19,175,150,261,113,59,39,819,3,18,30,83,151,218,181,116,47,838,15,48,72,90,64,67,20,4,0,373,8,62,128,298,253,174,103,44,20,1085,0,0,3,83,121,150,107,81,22,572,39,342,374,2103,962,677,408,126,39,5078,0,13,13,83,6,15,8,0,0,136,4,17,18,145,34,11,4,0,0,239,0,3,3,64,66,68,59,13,9,286,0,3,7,69,131,91,55,30,3,385,10,47,58,68,46,26,19,11,0,282,4,14,66,325,180,157,45,12,11,808,0,0,0,20,23,13,15,10,0,92,0,9,31,63,31,19,5,0,0,154,41,281,574,1892,1340,1152,706,397,114,6499,403,720,854,1745,990,814,648,366,156,6693,8788,17950,18760,35458,18600,15095,9398,5035,2043,131119
21203,0,0,3,16,12,5,0,0,0,39,34,311,493,1296,690,330,97,29,10,3293,0,10,20,149,69,89,86,9,10,446,0,14,24,107,160,189,141,93,16,751,6,60,55,105,68,52,17,5,0,371,3,56,145,314,224,110,79,37,15,973,0,0,3,56,97,91,68,38,9,364,63,513,468,3122,999,607,295,104,33,6209,5,3,7,63,4,11,4,0,0,93,10,20,40,268,41,25,10,0,0,416,0,3,7,107,50,48,7,4,0,229,3,4,22,141,132,51,38,21,0,411,8,67,44,88,42,18,19,3,0,291,4,30,56,439,156,112,33,14,3,845,0,9,6,27,24,28,22,11,0,125,0,29,63,180,43,19,3,0,0,341,43,475,880,2598,1370,972,493,230,71,7128,772,1321,1232,3141,1323,1088,712,372,198,10150,14987,26124,22863,53840,21144,15001,8891,3913,1407,168177
21204,0,4,3,23,12,4,4,0,0,47,30,141,330,1018,528,375,147,39,26,2626,0,0,15,120,103,222,177,94,76,818,0,8,6,29,55,87,153,112,52,508,5,33,36,143,34,53,28,9,4,343,3,30,43,143,99,87,108,57,11,576,0,0,5,118,119,174,168,130,33,752,61,330,604,3174,892,824,740,331,149,7110,3,11,30,179,20,25,5,0,0,276,28,228,182,674,99,60,13,0,0,1283,0,3,33,309,215,216,129,73,24,1005,5,8,35,192,265,154,133,42,16,850,12,52,30,64,32,24,17,3,3,241,74,250,1053,5009,3340,2859,1014,422,222,14232,0,4,0,5,6,12,16,13,6,65,5,16,22,109,7,4,0,0,0,160,137,519,933,3116,1584,1500,1060,668,246,9770,727,1097,1365,3358,1394,1318,1136,793,324,11508,12404,20562,25557,57618,22244,19950,15439,9095,3755,186623
21205,4,5,7,31,10,11,3,0,0,70,8,53,144,491,203,146,58,19,0,1126,3,11,13,111,83,185,141,87,49,670,0,14,20,59,74,83,138,108,54,551,26,209,594,427,183,172,102,28,3,1741,11,56,143,276,176,132,85,26,14,919,0,0,0,25,42,47,50,48,22,237,64,457,833,2422,1103,806,539,239,93,6551,6,19,99,407,90,93,35,6,7,770,8,27,88,254,79,32,16,4,0,511,0,0,0,21,16,28,19,16,5,102,0,0,11,66,81,70,72,48,23,378,30,82,114,131,83,44,30,11,4,524,17,52,241,916,662,554,191,68,34,2736,0,0,12,7,15,11,12,23,5,94,0,5,34,62,16,10,9,0,0,131,85,332,577,1609,764,703,719,541,227,5564,419,684,1233,2382,986,850,810,735,514,8610,8814,18776,29216,48161,22081,17651,14702,10743,4926,175056
21301,0,16,21,38,7,4,3,0,0,94,45,331,602,2137,1092,925,418,108,42,5700,0,0,14,150,115,294,199,129,137,1039,0,3,4,26,45,71,104,52,18,314,10,29,27,74,33,30,23,3,0,226,0,4,28,67,24,20,18,5,0,168,0,0,8,77,92,177,168,137,31,698,11,123,227,874,310,190,91,47,11,1881,4,4,18,94,13,12,7,0,0,144,5,48,81,288,72,23,16,3,0,524,10,17,54,404,523,875,802,261,55,3009,0,5,34,213,166,124,83,25,11,651,9,50,44,80,38,13,8,0,0,240,116,458,1809,8592,5139,3781,1142,438,151,21627,0,0,0,6,12,8,7,7,3,37,0,7,11,40,6,9,0,0,0,67,115,585,1341,4073,2173,1823,1422,789,375,12701,884,1368,1609,3881,1717,1747,1413,753,321,13687,12519,21903,26381,55738,23719,21109,14427,7321,2699,185816
21302,0,0,0,12,13,4,0,0,0,34,7,33,75,341,143,147,86,13,10,853,0,0,4,71,23,63,50,42,48,301,3,11,8,82,93,123,105,65,38,523,3,15,18,63,21,21,4,0,0,154,3,12,16,170,54,33,20,8,8,324,0,0,0,18,57,91,56,73,14,312,0,5,15,99,34,26,21,7,3,209,0,3,3,24,4,0,0,0,0,36,12,18,20,111,32,9,4,0,0,210,0,0,3,73,141,164,192,85,14,677,0,0,6,20,17,9,3,4,3,57,3,33,25,126,57,48,16,5,0,323,9,19,59,470,318,330,108,33,9,1350,0,0,3,22,15,22,7,4,3,79,0,0,3,25,11,0,3,0,0,44,36,116,156,963,464,385,285,246,119,2778,285,452,454,1463,752,674,508,394,201,5181,5708,9836,9125,24701,12130,9837,6595,4162,1910,84006
21303,3,0,7,28,14,8,0,0,0,59,9,43,98,508,150,129,87,23,11,1066,0,0,3,62,18,25,34,32,30,215,0,9,4,96,53,47,23,20,4,258,8,7,21,145,33,20,10,0,0,231,0,3,7,136,27,6,4,0,0,189,0,0,3,22,39,40,27,26,14,166,4,11,80,229,40,17,9,6,8,411,4,0,12,124,4,9,0,0,0,151,12,9,40,169,31,10,4,0,0,280,0,3,4,55,93,105,125,83,21,482,0,3,0,58,48,28,11,8,0,167,8,17,29,170,47,17,11,0,0,310,35,110,745,2708,1552,1528,611,283,107,7675,0,0,0,19,12,8,5,0,0,46,0,0,0,48,3,6,0,0,0,50,48,108,520,1795,555,342,249,168,55,3839,378,432,763,2370,758,579,392,300,203,6168,5675,7518,10888,33066,9900,7247,4024,2589,1379,82288
