SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20402,0,0,0,5,4,5,0,0,0,23,0,10,9,55,15,27,16,3,0,136,0,0,0,0,0,0,0,3,5,19,0,0,0,10,10,42,37,23,9,135,0,0,0,3,3,4,3,0,0,13,0,3,3,21,15,13,8,4,0,75,0,0,0,0,0,0,10,3,0,18,0,9,6,17,7,5,4,0,0,41,0,0,3,3,0,3,0,0,0,11,3,7,0,21,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,3,11,17,11,15,26,5,0,83,0,0,0,6,0,0,0,0,0,7,0,0,0,0,3,4,7,3,0,21,0,0,0,6,3,3,0,0,0,8,4,9,11,64,36,47,71,47,17,310,161,304,335,706,549,676,601,349,236,3911,2386,5555,4762,9256,6300,6968,5953,3290,1631,46100
20403,0,0,0,15,13,9,3,0,0,41,9,33,38,140,38,35,18,4,0,311,0,0,0,6,3,7,12,4,15,52,0,0,4,23,32,62,68,34,13,244,0,0,3,14,7,0,0,0,0,24,0,9,26,49,25,17,10,3,0,128,0,0,0,0,5,14,16,10,13,68,0,11,6,44,9,9,4,4,0,82,0,0,5,41,0,0,0,0,0,51,7,6,4,31,15,5,0,3,0,69,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,7,14,3,44,24,33,30,4,0,161,0,3,0,17,3,0,3,0,0,24,0,3,3,9,15,18,15,3,3,64,0,5,3,11,5,5,0,0,0,30,18,64,70,212,133,132,164,136,50,974,244,473,564,1271,813,866,680,395,177,5490,4257,9032,8242,16210,9695,9941,7542,3754,1576,70249
20501,0,0,0,12,6,6,3,0,0,23,0,9,12,51,26,24,7,0,0,125,0,0,0,8,0,18,11,8,5,49,0,0,3,14,25,51,86,42,10,229,0,0,4,5,3,0,0,3,0,16,0,12,8,32,23,24,14,8,0,131,0,0,0,0,5,4,6,12,0,28,0,3,0,36,15,6,15,3,0,73,0,0,7,45,0,0,0,0,0,52,4,7,3,21,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,9,0,9,8,15,14,19,31,0,0,103,0,0,5,18,3,0,0,0,0,22,0,0,4,0,8,9,17,3,3,52,0,0,3,11,3,6,4,0,0,22,3,17,18,109,64,66,69,56,16,425,165,344,343,764,584,612,558,343,120,3839,2943,6366,5552,10728,6509,6744,5739,2933,1111,48626
20502,0,0,0,12,4,5,6,0,0,30,4,13,8,59,33,31,9,3,3,171,0,0,0,8,0,5,15,0,7,34,0,3,0,12,11,48,87,54,14,230,0,7,0,3,0,0,0,0,0,14,0,6,12,18,23,22,16,3,0,103,0,0,0,0,0,5,8,0,0,14,0,0,0,16,0,9,3,3,0,34,0,0,8,25,0,0,0,0,0,33,0,0,3,9,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,19,10,15,30,7,0,85,0,4,7,32,8,3,4,0,0,63,0,3,0,9,9,13,11,4,0,50,0,0,7,4,4,3,0,0,0,14,0,13,9,67,50,60,89,66,24,375,168,327,378,765,628,744,841,457,240,4555,2230,4923,4121,8108,5789,7234,7532,3811,1395,45146
20503,0,6,0,12,5,3,0,0,0,22,3,11,13,54,38,20,9,7,0,151,0,0,0,7,4,10,11,0,3,37,0,3,0,29,40,89,118,64,24,372,0,0,0,3,3,0,0,0,0,6,0,4,7,30,31,27,28,9,4,131,0,0,0,0,5,4,10,13,4,33,0,5,0,19,11,12,17,4,0,71,0,0,0,6,0,0,0,0,0,5,7,6,10,29,11,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,4,9,6,34,24,27,29,8,0,139,0,3,4,32,14,0,0,0,0,58,0,0,0,0,9,10,16,19,0,57,0,0,0,7,3,3,6,0,0,25,4,17,23,93,78,90,119,65,28,517,185,442,349,966,818,956,977,556,257,5510,3256,7236,5474,11785,8215,9763,9358,4624,1954,61668
20504,0,0,3,8,8,5,0,0,0,23,3,23,39,139,81,76,48,5,3,418,0,0,0,7,13,22,15,16,23,101,0,3,11,24,46,116,202,100,41,545,0,0,6,12,0,3,0,0,0,26,0,13,20,51,35,17,15,5,0,154,0,0,0,4,3,8,15,14,3,46,0,12,9,49,13,12,8,0,3,108,0,0,0,10,3,0,0,0,0,12,5,16,9,47,5,0,0,0,0,86,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,4,0,7,0,5,14,31,23,25,8,8,0,106,0,6,3,39,11,7,0,0,0,64,0,0,0,4,6,14,13,9,7,50,0,3,0,12,9,0,0,0,0,32,5,84,86,222,130,118,153,107,55,954,273,573,779,1514,949,985,823,555,286,6735,4357,8880,9166,17353,9688,10072,7593,4220,1759,73099
20505,0,0,0,4,3,3,0,0,0,14,10,25,11,89,28,28,17,7,0,209,0,0,0,7,3,11,10,7,11,51,0,9,7,15,19,34,46,20,3,163,0,4,4,7,7,5,0,0,0,33,0,12,13,30,20,8,5,4,0,96,0,0,0,0,0,7,3,3,0,17,0,0,7,30,4,9,4,0,0,58,0,0,9,36,0,0,0,0,0,48,3,10,5,12,13,4,0,0,0,48,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,12,3,17,7,25,19,15,21,5,3,104,0,3,8,59,35,17,3,0,0,128,0,0,3,0,14,3,13,3,0,31,0,0,0,8,3,6,3,0,0,20,0,9,15,66,44,54,74,29,15,313,143,327,339,826,527,664,548,300,118,3785,2443,5182,4644,9784,5720,6470,5065,2536,1029,42871
20601,0,0,0,28,16,0,0,0,0,42,3,19,34,190,51,50,24,12,0,382,0,0,7,71,13,25,13,7,16,154,0,5,23,139,62,31,25,11,4,305,3,10,31,111,21,10,5,0,0,189,0,3,32,145,20,18,10,6,0,226,0,0,0,16,17,12,17,15,7,68,3,3,12,125,26,31,15,10,3,241,7,0,10,99,7,11,0,0,0,134,4,16,42,133,30,5,0,0,0,229,0,0,0,20,10,19,8,9,9,85,0,3,3,120,190,111,84,32,8,554,14,31,62,343,70,32,31,4,6,586,3,22,59,236,77,104,41,18,3,563,0,0,0,29,8,3,8,3,0,53,0,0,5,31,0,3,0,0,0,42,35,90,245,1363,305,211,213,116,61,2646,225,351,649,2297,658,481,344,308,149,5457,4663,7265,11167,35398,10233,7390,4798,3654,1680,86257
20602,0,0,0,21,3,0,0,0,0,28,0,0,16,82,24,17,6,4,0,147,0,0,0,38,4,10,3,3,7,78,0,6,6,88,42,29,23,13,3,215,5,14,9,70,14,4,5,0,0,117,0,4,9,101,19,13,8,0,0,153,0,0,0,7,15,8,11,11,9,63,0,3,12,77,23,20,12,3,0,144,0,3,0,43,3,0,0,0,0,47,10,8,13,72,20,4,3,0,0,131,0,3,3,29,22,41,26,37,16,181,0,0,0,23,14,3,7,7,0,54,8,37,27,163,41,31,12,4,3,319,0,7,39,153,98,84,45,17,6,443,0,0,0,18,4,0,4,0,0,33,0,0,4,12,3,3,0,0,0,29,0,25,93,628,179,127,118,83,49,1298,151,236,331,1392,455,345,230,211,111,3468,2984,5455,5674,19372,7320,4799,2966,2403,1089,52065
20603,0,0,0,10,3,5,3,0,0,28,5,18,21,187,44,27,19,0,0,327,0,0,0,30,14,35,10,18,16,122,0,5,9,57,35,37,38,11,6,210,0,15,19,77,13,11,9,0,3,152,3,3,19,83,24,7,8,0,3,157,0,0,0,12,16,11,7,8,3,57,0,15,13,140,33,29,25,5,5,268,0,0,10,84,6,4,4,0,0,104,0,7,29,129,20,10,4,0,0,193,0,0,0,15,23,12,11,0,0,56,0,3,6,62,42,20,13,8,0,147,10,37,28,126,30,29,13,3,0,272,6,49,84,417,229,226,103,71,25,1206,0,0,0,9,8,0,3,3,0,26,0,0,3,27,3,0,0,0,0,31,59,146,365,1466,433,261,210,112,81,3125,265,395,514,1758,565,511,328,251,146,4732,3798,7136,8782,22318,8997,7221,4278,2597,1480,66595
20604,0,0,8,32,12,5,0,0,0,61,12,26,189,748,90,38,23,0,3,1124,0,0,11,108,14,31,29,13,16,224,0,3,46,183,54,53,45,9,3,396,22,30,962,809,71,42,27,0,3,1964,0,6,101,248,61,45,21,3,0,483,0,0,0,23,9,21,13,5,3,75,0,7,175,383,37,44,11,8,0,672,6,9,403,1097,41,28,14,3,0,1598,10,12,499,1152,45,13,0,0,0,1738,0,7,5,57,24,9,9,3,0,106,0,0,20,140,40,30,15,5,0,248,26,60,224,538,114,71,47,7,3,1090,3,35,560,689,220,228,94,48,17,1899,0,0,14,38,6,11,4,8,0,91,0,0,20,55,9,5,0,0,0,92,122,156,1759,4313,529,329,259,162,44,7673,529,463,3901,6972,1310,1057,792,349,346,15726,4386,4341,40355,60465,9788,7801,5288,2299,1255,135969
20605,0,3,3,31,19,10,0,0,0,68,4,5,26,307,48,38,20,6,0,458,0,0,4,147,34,106,96,54,63,510,3,7,31,301,135,71,75,24,13,659,5,16,53,170,46,23,9,7,0,322,0,8,52,433,102,71,49,10,6,742,0,0,0,32,11,22,15,19,8,101,0,0,11,164,30,23,21,6,0,251,4,3,30,145,13,18,6,0,0,212,6,7,33,199,32,7,5,0,0,295,0,0,0,35,11,14,5,5,0,74,0,3,3,81,40,25,13,3,3,176,54,103,112,497,159,105,72,0,4,1106,0,9,46,186,44,37,11,7,3,341,0,0,5,80,22,14,5,0,0,130,0,0,6,52,16,7,0,0,0,82,47,139,312,2560,518,453,448,420,306,5210,425,503,921,4870,1432,1134,773,347,160,10567,4893,6893,9446,44366,13486,10205,6946,3197,1433,100872
20606,0,0,0,15,12,0,3,0,0,29,6,18,28,229,21,21,12,3,0,336,0,0,3,70,18,48,68,62,86,351,3,5,12,162,39,33,31,32,8,322,3,28,59,157,28,26,22,3,0,324,3,7,46,262,51,75,55,23,12,523,0,0,0,17,7,7,7,5,3,44,0,3,19,136,30,36,32,11,9,288,3,8,24,135,11,10,4,0,0,191,3,3,38,182,13,10,6,0,0,248,0,0,0,20,3,0,4,0,0,29,0,0,3,46,17,5,9,3,0,89,13,31,78,310,71,50,33,13,8,612,3,4,63,162,43,52,28,13,3,367,0,0,3,34,6,5,12,0,0,64,0,0,10,47,3,6,9,0,0,75,21,49,182,1366,270,267,325,301,167,2951,186,249,682,2638,609,545,436,345,174,5860,2274,3504,8092,27105,6556,5653,4872,3049,1352,62467
20607,0,0,0,27,15,5,3,0,0,53,4,10,42,182,33,37,17,3,0,318,0,0,4,74,13,32,10,14,8,147,0,3,21,210,54,57,47,19,3,415,3,5,29,173,17,17,9,3,0,261,0,3,45,267,35,22,11,6,0,393,0,0,5,10,7,17,14,22,0,77,0,7,16,126,28,10,12,4,0,199,0,3,20,123,14,10,3,0,0,169,3,10,42,200,27,16,7,0,0,313,0,0,4,19,21,23,12,7,0,89,0,0,4,48,39,22,20,8,3,153,21,41,83,507,79,42,43,14,4,832,10,56,235,801,541,526,266,123,64,2621,0,0,8,49,11,5,11,5,0,96,0,3,3,39,3,5,0,0,0,55,33,156,482,2047,457,298,241,171,66,3956,369,460,965,3874,1024,842,528,321,124,8492,4030,5770,9858,40830,9960,7803,5358,2759,1083,87453
