SA3_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
21104,0,0,3,11,43,47,129,159,33,435,9,34,64,343,137,174,71,15,3,850,39,122,174,1099,199,137,76,43,17,1897,0,14,34,175,35,16,22,12,5,310,3,42,38,241,48,25,17,12,6,434,0,3,3,11,7,3,3,0,0,34,3,16,4,35,17,14,22,17,10,145,0,4,8,15,31,91,205,196,59,613,3,16,14,52,22,16,16,0,0,133,6,40,49,144,57,24,4,3,0,318,0,0,0,11,19,10,9,0,0,50,7,121,161,549,246,236,160,37,17,1535,0,0,0,0,4,9,29,16,5,59,0,5,10,23,16,17,10,5,0,90,0,9,14,47,10,6,0,5,0,93,0,0,31,90,3,4,0,0,0,136,0,3,3,16,10,19,53,41,19,163,8,82,81,246,117,103,58,28,11,736,0,10,0,14,13,12,12,8,5,69,8,26,39,161,13,7,3,3,0,260
21105,0,0,0,12,18,34,37,18,10,129,0,11,11,43,29,15,6,3,0,125,11,32,63,349,104,95,75,28,11,759,0,5,12,42,22,21,17,14,7,147,0,7,5,70,6,7,9,3,0,114,0,0,0,3,3,0,0,0,0,16,0,19,3,72,51,54,78,35,3,316,0,3,7,47,58,166,295,224,104,900,0,13,13,43,19,9,15,3,0,115,3,9,8,36,3,14,0,0,0,71,3,3,0,23,14,20,9,0,0,72,18,47,30,70,51,57,27,7,3,308,0,0,0,3,3,41,49,19,4,110,0,3,0,23,20,22,14,7,0,98,7,79,182,323,77,31,16,3,0,716,0,3,6,27,8,0,0,0,0,43,0,15,18,100,131,323,543,298,164,1578,14,95,142,585,419,361,160,55,14,1848,3,9,6,26,51,39,67,28,5,229,0,4,3,18,4,5,4,0,3,38
21201,0,0,0,5,14,14,25,20,3,86,0,3,7,28,10,7,0,0,0,55,36,85,100,1150,119,96,71,13,8,1671,4,5,8,64,14,3,13,3,3,110,0,0,3,38,7,4,3,0,0,52,0,0,3,15,0,3,0,0,0,20,3,14,7,64,36,30,23,36,6,216,0,3,3,17,43,72,97,85,32,363,0,11,0,25,7,3,3,0,0,46,0,3,13,30,12,0,0,0,0,57,0,4,3,17,12,9,3,0,0,38,4,11,22,72,27,12,13,10,5,180,0,0,0,3,10,27,41,10,8,90,3,11,37,162,81,67,38,13,0,413,0,3,3,20,0,0,3,0,0,36,0,3,6,12,8,0,0,0,0,32,0,4,4,38,41,138,240,117,31,618,39,166,208,576,310,204,97,26,12,1641,0,3,0,14,24,14,27,10,0,97,3,19,18,80,16,10,0,0,0,141
21202,0,7,6,40,66,95,118,83,22,449,3,22,26,110,59,65,17,6,0,311,62,312,489,2753,794,522,291,110,38,5373,8,25,36,191,76,50,26,17,0,432,4,99,127,204,77,27,14,3,0,566,0,16,26,113,71,27,14,4,4,278,0,8,3,62,42,48,41,35,15,252,0,4,8,42,94,230,304,230,90,1009,4,4,5,37,6,3,3,0,0,76,3,31,24,118,43,14,3,0,0,248,8,14,18,127,127,104,39,21,3,444,6,72,109,230,166,167,79,16,7,861,0,0,0,3,16,30,81,46,12,189,0,24,51,281,218,286,178,88,47,1170,0,4,13,45,12,11,6,0,4,92,0,5,3,36,6,4,0,0,0,54,0,7,7,36,31,122,232,165,63,661,46,423,438,809,420,262,93,34,5,2528,0,3,3,24,40,40,50,30,3,182,30,162,215,526,135,57,26,3,0,1157
21203,0,4,8,46,49,87,88,57,5,348,0,4,9,85,26,18,3,0,0,146,142,952,1085,7562,1435,837,355,157,33,12564,5,33,25,228,61,30,17,0,4,405,6,80,75,121,19,10,7,0,0,317,4,71,40,138,47,45,14,6,0,372,9,33,5,71,52,45,46,27,8,291,0,12,13,40,83,146,209,124,28,650,0,5,5,30,5,3,0,0,0,41,3,17,21,87,28,4,0,0,0,168,0,9,7,82,70,47,31,4,0,262,7,66,71,259,116,106,34,13,4,673,0,0,4,7,14,71,74,21,3,196,0,81,142,709,365,413,188,77,30,1993,0,4,3,36,23,13,4,4,3,87,4,24,36,150,24,10,3,0,0,253,0,4,4,29,43,119,229,107,46,578,125,744,899,1647,610,374,126,40,12,4584,0,10,3,32,43,35,38,18,5,177,30,272,224,556,88,46,21,3,0,1244
21204,3,89,90,208,320,493,1090,836,175,3304,0,5,67,295,67,85,35,3,4,560,258,851,2227,8701,1325,923,663,351,117,15412,13,43,90,401,100,78,39,15,0,770,16,201,208,403,70,31,10,0,0,947,0,33,43,150,80,55,19,11,3,386,13,24,3,45,23,50,54,33,15,264,3,7,26,55,120,322,674,786,334,2327,0,25,15,104,29,10,11,0,4,200,8,26,77,336,46,22,8,4,0,519,0,16,43,184,169,143,129,44,14,739,64,162,219,730,179,191,101,28,11,1684,0,0,0,5,11,41,123,108,25,309,0,26,67,371,226,334,336,200,99,1650,12,61,288,801,208,92,36,36,8,1529,0,16,29,164,15,4,0,0,0,231,0,3,3,14,14,52,137,134,73,436,66,407,556,866,300,250,111,35,10,2606,0,3,0,10,13,20,41,36,9,139,65,327,418,1218,120,83,33,5,0,2269
21205,8,83,101,210,380,556,1191,1199,258,3994,29,96,487,803,346,437,208,66,6,2485,171,686,1049,4784,1093,671,379,186,87,9106,33,81,359,859,163,118,91,29,7,1743,3,39,64,347,94,58,22,15,4,651,3,25,13,74,18,22,7,6,3,189,3,24,11,87,48,46,45,52,29,345,9,10,25,114,138,380,692,831,358,2556,11,70,74,224,101,43,36,14,0,575,25,184,360,866,335,131,49,15,4,1962,0,0,3,51,48,44,44,17,3,219,22,304,1133,1937,788,935,631,195,48,5992,0,0,0,4,6,32,64,37,13,152,3,4,65,197,93,92,76,51,30,616,0,0,14,49,18,13,11,4,0,124,4,10,46,149,10,8,3,0,0,235,0,19,10,32,34,32,107,62,46,341,28,237,348,550,303,276,157,68,37,1998,0,5,3,17,19,15,24,24,6,114,19,72,112,367,40,24,10,3,0,646
21301,10,32,24,100,198,357,607,655,146,2126,0,4,65,304,40,55,25,4,4,506,171,421,1476,5480,670,501,346,86,45,9192,8,12,28,260,40,30,15,4,0,389,6,74,64,355,44,12,14,7,0,572,14,58,50,197,82,38,23,5,3,464,0,16,3,57,19,19,30,14,7,172,0,16,34,99,221,580,776,679,258,2669,0,12,20,53,7,5,0,0,0,93,0,4,22,96,11,10,7,5,0,146,3,11,37,208,192,173,73,42,9,745,74,120,77,379,87,110,53,8,0,904,3,6,24,104,248,1128,1793,908,224,4440,0,5,14,84,34,38,27,6,3,211,15,165,292,809,116,48,17,9,0,1462,3,14,156,395,18,16,0,0,0,600,0,0,4,17,6,44,64,35,14,182,134,716,737,1064,297,186,61,13,3,3215,0,0,4,14,11,24,24,24,10,93,48,91,334,1201,67,40,19,5,0,1813
21302,0,8,8,40,108,191,316,296,98,1059,0,5,9,71,17,23,8,0,0,132,56,112,165,1211,128,87,53,26,7,1835,0,18,15,137,28,9,7,7,3,224,0,19,8,100,29,7,0,0,3,161,0,0,3,28,13,4,0,0,0,57,0,24,6,182,59,50,32,29,13,403,0,12,10,82,100,238,354,461,200,1463,3,11,7,68,23,3,3,3,0,116,0,10,8,53,5,5,0,0,0,82,4,18,61,428,192,126,95,28,7,960,3,21,19,184,51,46,20,5,0,357,0,3,3,30,65,240,436,311,57,1150,3,4,11,48,17,17,12,7,0,109,0,0,3,54,16,7,3,3,0,85,0,0,34,49,0,3,0,0,0,85,0,8,3,24,27,23,45,18,21,175,30,116,162,850,330,207,74,15,7,1800,0,0,3,26,18,22,12,13,3,97,7,8,30,128,4,3,0,0,0,184
21303,0,6,8,31,76,112,233,305,81,836,0,7,32,228,25,29,13,3,4,345,92,139,532,2275,129,64,40,15,9,3291,7,25,44,233,17,14,10,4,0,358,0,7,24,175,23,9,0,3,0,239,0,7,18,44,13,10,3,0,0,88,0,8,4,172,31,17,14,8,11,264,0,6,12,82,52,124,207,270,149,918,0,8,13,133,20,4,6,3,0,186,5,3,27,161,16,12,4,0,0,226,0,0,3,32,19,27,21,4,0,102,34,44,124,451,69,55,31,12,0,819,0,0,0,11,12,39,63,44,14,180,0,3,15,77,18,18,3,0,0,133,3,39,50,179,27,12,0,0,0,309,4,3,146,397,10,7,3,3,0,580,0,0,7,34,20,19,11,12,9,107,14,65,154,997,210,135,53,12,0,1646,0,0,0,22,7,5,8,9,3,52,10,14,94,267,12,3,0,0,0,404
21304,0,10,4,38,94,105,102,58,8,423,5,9,15,85,18,21,6,0,0,157,65,321,438,3309,542,354,158,53,25,5254,3,16,36,165,46,37,5,3,0,304,0,9,21,81,34,10,4,7,0,171,9,35,55,157,51,24,14,3,3,354,8,22,5,60,39,39,65,23,8,263,3,7,11,77,159,315,295,129,27,1022,0,9,16,39,12,3,7,0,0,73,3,16,14,81,19,9,3,0,0,147,3,7,27,124,98,53,24,5,0,345,9,55,42,245,89,60,24,9,0,537,3,27,52,207,233,604,667,215,35,2058,0,5,8,72,38,24,10,0,0,165,0,21,50,74,22,13,0,3,0,179,0,16,20,54,5,6,0,0,0,96,0,13,3,34,27,60,110,40,19,303,85,590,559,1017,407,238,125,30,4,3047,0,0,0,18,20,28,37,13,6,120,24,67,88,395,84,51,18,5,0,727
21305,0,26,12,41,88,121,140,95,27,556,13,31,46,303,81,99,20,3,3,609,497,1419,1842,16874,1129,815,401,120,19,23121,11,56,92,994,129,69,47,10,0,1413,4,62,44,311,53,23,11,0,0,502,5,26,37,118,56,23,7,4,0,287,3,34,26,158,61,38,41,26,6,400,3,20,16,105,184,388,501,388,158,1755,4,26,18,127,30,8,10,4,3,230,19,82,60,412,81,38,15,9,3,718,4,38,93,458,181,76,48,10,3,915,70,204,208,967,256,256,97,28,3,2078,0,8,20,73,131,360,359,154,26,1122,0,30,49,345,69,53,36,10,0,587,8,103,329,1069,348,189,91,45,17,2201,0,32,66,336,31,10,9,3,0,483,0,9,3,42,23,76,93,36,13,294,276,1478,1362,2954,958,593,183,56,9,7869,3,12,11,46,37,52,49,18,5,226,80,244,214,1392,136,55,23,3,3,2157
21401,3,19,18,28,56,80,123,109,29,471,3,0,52,48,15,22,13,0,0,149,21,123,127,896,229,155,104,53,16,1712,3,7,9,72,33,12,9,4,0,159,0,3,4,38,10,9,3,3,0,73,0,0,0,7,4,3,3,0,0,23,3,11,4,121,67,67,86,55,24,448,0,4,8,59,54,120,179,139,40,599,3,7,4,38,13,11,3,0,0,75,0,4,3,46,10,0,0,0,0,63,0,0,0,39,46,29,20,3,0,133,3,18,30,96,63,79,27,6,0,322,0,0,0,3,13,33,29,28,8,101,0,9,20,123,46,74,43,18,5,341,0,0,0,23,4,11,3,0,0,41,0,0,0,15,0,0,0,0,0,19,0,8,3,28,50,137,183,173,105,691,40,225,363,1117,600,488,221,68,22,3144,0,5,8,41,38,34,59,32,11,238,3,3,14,49,17,5,8,3,0,103
21402,0,0,7,18,42,84,200,172,47,569,0,12,17,19,6,17,3,10,7,81,7,14,10,143,49,57,40,36,8,372,3,0,4,44,10,15,13,15,3,111,0,0,3,10,5,7,4,0,0,32,0,0,0,5,9,3,0,3,0,20,3,62,34,137,110,99,96,74,28,643,0,17,10,53,59,177,428,289,115,1146,3,11,13,35,22,12,10,3,4,100,0,0,4,19,3,6,4,0,0,44,0,3,0,6,13,11,7,0,0,44,0,11,4,42,28,52,35,20,3,189,0,0,0,5,6,35,97,46,14,203,0,0,0,22,38,46,25,11,3,144,0,0,0,7,5,3,3,9,0,28,0,0,0,12,0,0,0,0,0,12,0,3,5,51,57,161,346,208,75,910,11,103,125,541,439,438,324,130,38,2149,0,11,11,37,49,63,74,50,9,311,0,0,4,3,4,3,0,0,0,13
21501,0,0,0,3,10,12,18,0,0,40,0,3,8,3,0,5,0,0,0,19,8,33,10,207,18,16,12,0,0,299,0,0,3,7,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,5,8,8,4,46,0,3,0,4,13,26,20,24,18,105,0,0,0,8,0,0,3,0,0,11,0,4,5,10,3,0,0,0,0,19,0,0,0,10,0,0,0,0,0,16,0,0,7,12,0,5,0,0,0,36,0,0,0,0,0,3,8,3,0,16,0,0,0,0,0,5,7,0,0,7,0,0,18,62,15,13,3,3,0,117,0,0,4,15,0,0,0,0,0,22,0,0,0,11,5,42,74,31,8,175,0,26,39,147,89,85,48,15,6,454,0,0,0,5,0,7,7,3,0,23,0,5,0,22,7,3,0,0,0,39
21502,0,0,0,0,8,11,48,53,16,145,0,0,3,37,5,10,3,0,0,52,4,20,17,264,31,23,9,4,0,377,4,0,0,14,0,6,0,0,0,25,0,5,4,17,3,0,0,0,0,33,0,8,5,26,11,0,0,0,0,47,0,0,3,18,5,3,8,0,4,43,0,3,3,23,32,90,189,204,84,622,0,3,7,22,0,3,0,0,0,37,3,4,17,36,0,0,0,0,0,57,0,0,0,0,3,3,0,0,0,6,4,7,56,143,18,10,3,0,0,242,0,0,0,0,0,3,6,0,0,12,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,27,0,0,3,8,7,21,39,11,3,90,11,33,59,142,97,52,39,19,0,454,0,0,0,3,3,3,7,0,0,13,0,17,11,12,3,0,0,0,0,43
21503,0,0,0,0,3,5,16,8,3,37,0,0,3,14,0,0,0,0,0,21,8,14,23,219,21,7,11,6,0,309,0,3,10,23,7,0,0,0,0,46,0,0,4,4,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,12,3,0,0,0,0,15,0,0,0,7,14,37,85,80,32,248,0,0,0,4,0,0,0,0,0,10,0,4,4,16,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,9,30,99,21,12,3,0,0,170,0,0,0,0,3,7,6,0,0,16,0,3,0,7,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,10,0,0,0,6,3,24,37,10,5,94,3,17,24,73,44,30,35,4,0,233,0,3,0,0,0,0,0,0,0,11,0,3,4,29,6,0,0,0,0,41
21601,0,0,0,0,3,3,8,8,0,20,0,0,0,3,0,3,0,0,0,10,4,0,3,63,4,0,0,3,3,80,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,0,15,5,6,9,10,4,50,0,0,0,3,3,17,64,40,18,152,0,0,0,6,0,0,0,0,0,8,0,0,11,17,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,4,5,5,4,0,0,0,20,0,0,0,0,0,3,10,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,6,15,47,14,7,106,3,14,31,108,79,89,39,18,9,393,0,0,0,0,3,0,6,3,0,16,0,0,0,0,0,0,0,0,0,3
21602,0,0,0,0,0,5,9,0,0,20,0,0,5,0,0,3,0,0,0,11,5,7,17,113,9,8,5,0,4,168,0,3,0,4,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,3,0,8,3,25,13,4,0,0,0,59,0,0,0,10,4,5,7,5,4,27,0,0,0,3,14,24,89,75,11,222,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,45,10,3,0,0,0,76,0,0,0,0,0,9,16,6,0,32,0,0,0,3,3,0,3,0,0,10,0,0,0,8,0,0,0,0,0,11,0,3,0,10,0,0,0,0,0,10,0,3,9,13,19,13,53,23,3,133,0,22,64,99,86,67,53,16,8,410,0,0,0,0,3,5,6,3,0,19,7,0,0,13,0,0,0,0,0,17
21603,0,4,5,10,12,20,41,56,11,163,0,0,10,25,3,3,3,0,0,44,16,96,87,766,115,76,33,11,4,1202,0,0,0,20,3,0,0,5,0,40,5,36,30,35,6,0,0,0,0,120,3,23,86,227,87,24,9,0,0,464,0,10,0,22,12,11,8,10,3,80,0,0,4,13,42,138,274,258,114,848,0,0,3,8,5,0,0,0,0,13,0,0,3,20,0,0,0,0,0,25,0,0,5,3,3,3,0,0,0,12,3,8,25,121,20,26,4,0,0,212,0,0,0,0,0,7,8,3,0,18,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,22,4,3,0,0,0,25,0,3,0,14,7,41,86,32,16,202,19,92,99,199,126,98,56,15,3,712,0,0,0,6,0,5,14,4,0,40,4,60,36,110,13,8,0,0,0,227
21701,0,0,0,0,3,3,7,0,0,20,0,0,4,5,0,0,0,0,0,12,4,3,8,56,7,4,0,3,0,88,0,0,0,4,8,0,0,0,0,11,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,9,7,3,0,28,0,0,0,3,3,3,3,6,9,23,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,26,0,0,0,0,0,4,6,9,4,23,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,4,8,36,67,38,20,178,6,40,35,115,117,86,45,11,5,462,0,0,0,0,0,3,3,3,3,21,0,0,0,4,0,0,0,0,0,11
21703,0,0,0,3,0,4,11,3,0,26,0,0,0,6,0,3,0,0,0,13,3,4,3,46,7,9,3,4,0,72,0,0,0,8,3,0,0,0,0,18,0,3,3,3,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,12,3,3,5,8,0,42,0,0,0,0,0,4,34,17,16,77,0,0,0,6,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,4,0,0,22,0,0,0,3,4,3,12,4,0,27,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,9,0,0,4,10,14,29,64,38,11,175,3,38,64,144,112,79,39,16,6,496,0,0,0,0,5,3,3,0,0,13,0,0,0,10,0,0,0,0,0,10
21704,0,0,0,0,0,3,3,3,3,20,0,0,9,22,3,0,0,0,0,41,0,10,4,49,12,4,5,4,0,95,0,0,0,19,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,29,9,15,16,5,3,100,0,0,3,7,5,9,11,8,3,37,0,3,0,14,3,0,0,0,0,26,0,0,37,60,0,0,0,0,0,102,0,0,0,0,0,3,3,0,0,6,0,5,5,20,9,6,3,3,0,56,0,0,0,0,4,0,14,0,0,21,0,3,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,4,14,10,21,63,32,9,155,11,50,67,212,129,101,58,10,0,645,0,0,0,4,8,10,16,6,3,37,0,0,0,0,0,0,0,0,0,0
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,3,4,0,3,0,6,0,0,11,21,0,5,0,0,0,36,10,3,27,87,0,3,4,0,0,130,0,0,0,5,3,0,0,0,0,9,3,3,4,11,3,3,0,0,0,17,3,6,5,9,5,0,3,0,0,27,0,0,5,15,0,0,0,0,0,27,0,0,17,18,6,4,8,0,0,58,0,0,0,9,0,0,0,0,0,11,0,0,13,18,3,0,0,0,0,37,0,0,0,5,0,0,0,0,0,8,0,0,12,27,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,10,4,0,0,0,0,0,12,0,3,0,8,0,3,12,0,0,29,3,7,24,101,34,31,15,0,0,219,0,0,0,7,0,0,3,0,0,7,0,0,0,9,0,0,0,0,0,11
