SA3_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
20402,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,3,0,0,0,4,4,3,10,43,28,21,37,22,9,169,68,147,168,362,295,343,291,184,153,2015,1159,2723,2309,4847,3308,3623,3036,1758,1031,23797,0,0,0,0,0,0,0,0,0,0,2202,5139,4327,7849,5306,5646,4440,2469,1185,38550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,10,0,3,0,0,0,13,0,3,0,9,9,9,6,3,0,36,0,0,0,3,0,0,0,0,0,6,3,8,9,26,9,4,0,3,0,60,0,0,0,0,5,5,7,4,0,24,0,3,0,3,0,0,3,0,0,13,5,10,13,79,142,191,288,148,65,939,0,0,0,5,8,0,3,0,0,19,0,6,5,10,4,0,4,0,0,26,0,0,0,9,16,49,94,29,25,222
20403,0,0,0,7,0,0,0,0,0,12,0,0,4,4,7,4,6,0,0,29,0,0,0,6,6,0,0,0,0,13,9,31,30,123,61,65,86,70,32,497,118,227,269,651,415,422,356,208,102,2768,2101,4425,3833,8409,4970,5067,3794,1991,990,35580,0,0,0,5,0,0,0,0,0,3,3940,8232,7291,13303,7832,7902,5364,2514,1063,57452,0,3,0,6,3,0,0,0,0,17,0,0,0,4,5,7,6,5,0,29,0,0,0,3,0,0,0,0,0,9,3,7,8,32,14,14,8,5,0,90,0,0,0,3,4,0,3,0,0,15,0,3,15,50,22,8,11,3,0,98,0,0,0,0,16,21,43,51,11,150,0,0,0,4,0,3,3,0,0,16,9,36,53,194,330,340,460,211,76,1718,0,0,5,15,3,4,8,4,0,38,0,3,0,15,11,13,14,5,3,58,0,5,8,25,50,91,217,92,47,541
20501,0,0,0,15,0,0,0,0,0,17,0,0,0,0,3,6,6,0,0,27,0,0,0,3,0,0,3,0,0,8,0,13,12,67,38,42,31,28,11,229,88,171,173,404,300,322,290,181,68,2003,1458,3128,2714,5628,3401,3520,2941,1504,707,25004,0,0,0,0,0,0,0,0,0,3,2753,5857,4979,8958,5133,5178,3943,1919,799,39516,0,3,0,3,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,10,0,0,4,0,5,0,0,0,0,5,0,0,0,15,8,12,7,0,3,40,0,0,0,8,0,3,0,0,0,11,0,3,9,34,24,10,4,3,0,76,0,0,0,0,11,11,17,9,0,47,0,0,0,3,0,3,8,0,0,20,6,44,38,176,268,383,456,272,76,1722,0,0,3,12,10,5,0,0,0,25,0,0,0,6,3,0,3,0,0,10,0,0,4,18,16,37,83,54,11,238
20502,0,0,3,21,3,3,0,0,0,36,0,0,0,9,7,5,6,0,0,26,0,0,0,0,3,0,0,0,0,12,0,9,6,31,25,24,37,27,11,169,93,151,186,386,325,387,391,248,147,2335,1124,2417,1989,4226,3067,3764,3617,1934,839,22974,0,0,0,0,0,0,0,0,0,0,2046,4463,3630,6610,4617,5583,5293,2532,929,35699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,10,8,9,6,5,0,45,0,0,0,3,3,7,4,0,0,11,0,8,3,31,19,11,6,0,0,69,0,0,0,0,3,3,7,3,0,18,0,0,0,4,0,5,5,3,0,24,0,22,23,93,199,317,585,353,98,1695,0,0,3,3,5,14,5,0,0,27,0,3,3,3,0,3,8,0,0,24,0,0,3,16,22,45,117,71,20,299
20503,0,0,0,17,10,0,0,0,0,29,0,0,0,3,4,4,8,6,0,24,0,0,0,0,3,0,8,0,0,13,0,12,7,59,41,53,63,25,18,280,92,226,177,505,400,491,505,296,153,2838,1528,3611,2627,6173,4183,5109,4778,2401,1204,31626,0,0,0,0,0,0,0,0,0,3,3032,6598,4930,9608,6378,7278,6234,2909,1288,48247,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,0,4,0,20,17,10,10,0,0,69,0,0,3,5,0,7,6,4,0,30,0,6,4,56,18,12,10,3,0,116,0,0,0,0,6,7,11,9,0,35,0,0,0,3,0,3,15,3,0,31,4,41,32,181,376,609,872,488,179,2771,0,0,3,5,4,3,3,0,0,25,0,0,0,7,7,4,9,6,0,32,0,0,3,31,22,49,119,77,25,336
20504,0,3,4,28,3,3,0,0,0,44,0,0,0,3,3,4,4,4,3,22,0,0,0,3,7,0,0,0,0,13,0,40,33,122,61,49,59,47,32,457,136,264,398,790,489,491,406,307,186,3471,2093,4345,4542,8997,4977,5129,3861,2336,1106,37398,0,0,0,0,0,0,0,0,0,0,4045,8012,7967,14216,7649,7502,4644,2322,913,57270,0,5,0,35,10,4,0,0,0,53,0,0,0,5,0,3,5,4,0,22,0,0,8,11,3,0,0,0,0,19,0,3,3,23,10,13,8,3,3,77,0,0,0,4,9,0,6,0,0,20,3,11,65,97,44,26,10,9,0,266,0,0,0,0,12,9,24,19,7,72,0,4,0,11,3,4,3,7,3,33,8,24,24,122,271,439,555,371,153,1973,0,0,5,21,8,8,0,0,0,40,0,0,0,5,3,7,3,9,0,29,0,0,3,22,14,46,227,93,42,454
20505,0,0,3,14,12,6,0,0,0,33,0,0,3,0,6,3,4,3,0,19,0,0,0,0,3,3,3,3,0,12,0,3,6,26,28,25,36,16,8,148,73,162,154,418,273,326,270,141,70,1882,1192,2513,2149,4746,2946,3275,2479,1310,638,21238,0,0,0,3,0,0,0,0,0,3,2271,4657,4093,7890,4557,4964,3577,1783,751,34545,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,11,0,7,5,15,10,3,3,0,3,45,0,0,0,0,0,3,3,0,0,11,0,0,0,42,8,5,3,0,0,66,0,0,0,3,11,9,16,12,4,54,0,0,0,6,0,3,7,4,0,17,0,22,23,117,207,291,354,179,66,1265,0,0,0,13,3,8,0,0,0,27,0,0,6,4,5,3,0,0,0,22,0,0,0,6,18,26,84,30,16,181
20601,0,11,35,142,44,55,21,7,5,319,0,0,0,9,3,0,0,0,0,19,0,0,4,18,0,0,0,0,0,24,22,42,121,675,152,105,96,60,31,1316,113,184,330,1136,330,239,189,168,87,2775,2301,3600,5904,17932,5174,3930,2584,2094,1006,44532,0,0,6,11,7,0,0,0,0,18,4177,6305,8089,21994,6766,4159,1604,646,446,54190,3,12,17,119,3,5,0,0,0,164,0,0,0,35,6,8,6,11,0,69,0,0,9,14,0,4,3,3,0,30,3,3,21,174,23,14,6,0,0,249,5,6,3,86,27,12,6,0,4,147,3,25,529,621,140,156,40,25,10,1555,0,0,0,17,27,24,26,41,13,155,0,8,5,44,21,53,38,27,21,220,17,80,161,1113,375,239,148,55,26,2213,0,0,0,43,15,6,12,3,0,81,0,8,36,122,24,14,6,0,3,210,5,13,25,195,51,21,39,16,3,369
20602,0,0,22,96,58,42,26,10,4,251,0,0,0,11,3,0,3,0,0,18,0,0,4,9,0,3,0,0,0,15,0,10,47,346,84,64,51,43,22,677,71,107,178,715,239,182,122,110,71,1785,1456,2694,2979,10332,3856,2518,1596,1357,692,27481,0,0,0,3,0,0,0,0,0,3,2745,4895,4587,12949,5187,2968,1134,460,307,35235,0,0,3,21,0,0,0,0,0,23,0,0,0,9,0,4,3,0,0,23,0,0,0,10,0,3,5,3,0,20,0,4,13,97,32,11,0,0,0,156,0,0,0,19,6,8,10,3,0,43,0,22,137,208,82,91,23,27,10,600,0,0,3,10,9,31,20,33,3,108,0,6,0,5,3,14,17,20,12,76,23,78,74,671,328,204,119,29,29,1554,0,0,4,11,9,4,3,0,0,40,0,0,3,81,14,11,4,3,0,108,3,8,12,92,41,24,32,5,4,216
20603,6,18,44,262,129,121,61,52,14,716,0,0,0,9,6,0,3,0,0,15,0,0,0,11,0,0,0,0,0,18,32,73,203,841,224,125,109,68,49,1725,120,178,278,889,268,262,165,138,92,2391,1843,3501,4478,11631,4614,3752,2203,1551,953,34534,0,0,0,10,0,3,0,0,0,22,3279,6086,6620,12829,6180,4662,2161,988,711,43511,0,0,7,47,3,0,0,0,0,65,0,0,4,24,12,11,8,14,0,73,0,0,3,11,8,4,3,0,0,37,11,13,7,71,27,6,8,0,0,143,0,0,10,54,19,15,22,6,3,124,10,26,276,506,136,125,55,74,54,1255,0,0,0,16,39,23,35,21,10,145,7,21,4,39,21,35,29,30,13,198,21,59,61,432,249,201,170,72,34,1301,0,0,0,27,5,6,4,0,0,52,0,0,9,54,11,6,10,6,0,93,0,3,12,57,25,24,62,20,13,216
20604,0,10,366,388,129,139,58,27,12,1136,0,0,10,22,4,9,3,0,0,40,0,0,7,21,3,3,0,0,0,42,55,82,886,2136,275,180,148,77,33,3886,276,210,2086,3328,640,511,375,183,238,7844,2212,2122,22286,29674,4947,3968,2623,1206,795,69825,0,4,29,25,4,0,0,0,0,56,3137,2859,8295,17920,4379,3803,2572,995,470,44439,0,0,58,80,3,3,0,0,0,152,0,0,4,60,15,11,5,7,0,99,0,0,76,49,8,3,7,0,0,145,11,6,101,330,37,22,0,0,3,509,7,0,14,192,19,20,10,10,3,268,56,174,13015,6489,792,443,203,171,80,21420,0,0,0,41,29,24,22,8,4,130,6,18,14,60,22,29,30,17,13,210,21,59,455,1381,454,345,284,94,46,3140,0,0,13,84,15,13,11,0,0,136,7,4,146,378,24,14,7,12,0,588,3,4,81,248,53,37,69,36,13,549
20605,0,3,23,115,20,20,4,3,0,200,0,0,3,25,9,3,4,0,0,44,0,0,3,26,3,6,0,0,0,36,28,70,180,1333,233,237,229,255,197,2758,212,242,492,2490,676,539,359,171,95,5276,2424,3361,5067,22798,6773,5105,3474,1687,868,51563,0,0,3,12,3,3,0,0,0,17,4104,5526,5940,22876,8308,6160,3638,1334,537,58428,0,0,6,41,0,3,0,0,0,52,0,0,0,48,15,20,6,4,0,102,0,0,0,14,0,3,0,0,0,21,8,5,39,295,61,39,17,0,0,465,0,5,6,95,24,16,12,0,0,169,19,74,458,852,192,122,63,39,14,1826,0,0,4,43,28,31,22,12,0,131,0,0,3,32,24,33,52,20,7,157,58,148,312,2403,803,572,454,142,65,4959,0,0,0,61,13,11,3,3,0,94,7,27,51,386,57,27,36,8,4,610,9,12,31,319,101,49,116,39,20,699
