SA3_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
20101,0,6,6,27,4,5,0,0,0,56,0,0,0,0,5,0,5,9,3,25,0,0,3,11,3,0,4,0,0,24,5,29,59,142,60,53,43,51,19,460,172,296,429,858,520,487,464,328,138,3688,3242,6478,7209,13437,6995,6561,5226,3107,1603,53854,0,0,12,0,0,0,0,0,0,13,6293,12065,12746,21459,11002,10098,7423,4004,1838,86934,0,9,4,39,7,0,3,0,0,64,0,0,0,4,0,0,3,0,0,14,0,5,0,0,0,0,0,0,0,9,0,4,7,31,16,12,7,3,0,93,0,0,0,9,3,0,3,3,0,17,3,38,260,281,72,38,16,5,0,717,0,0,0,3,14,25,31,34,7,115,0,9,3,8,3,3,4,3,0,40,13,94,71,293,329,440,489,288,107,2119,0,4,9,20,10,15,3,3,0,68,0,3,4,17,7,3,3,3,0,41,3,5,11,27,26,41,131,41,29,303
20102,0,0,3,6,0,0,0,0,0,10,0,0,0,0,5,6,3,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,41,26,33,35,20,15,169,38,123,102,273,248,269,208,100,77,1436,687,1731,1247,2932,2306,2418,1837,775,420,14358,0,0,0,0,0,0,0,0,0,0,1290,3189,2302,4563,3370,3461,2510,978,415,22083,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,9,0,0,42,0,0,0,0,4,3,0,0,0,13,0,0,0,13,6,0,13,0,0,28,0,0,0,0,10,15,15,17,0,58,0,0,0,0,0,3,0,0,3,13,0,21,18,123,246,272,294,151,37,1154,0,0,0,4,0,4,0,0,0,8,0,0,0,7,0,5,7,3,0,21,0,4,0,19,16,28,74,25,14,173
20103,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,24,13,19,14,14,6,91,36,79,70,197,169,213,218,107,65,1157,592,1412,1154,2321,1764,2042,1866,900,439,12481,0,0,0,0,0,0,0,0,0,0,1122,2715,2226,3985,2840,3236,2798,1303,504,20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,8,3,0,3,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,16,5,10,0,0,0,27,0,0,0,0,3,5,8,3,0,12,0,0,0,0,0,0,3,0,0,6,3,8,8,36,164,217,307,159,27,929,0,0,0,9,0,0,0,0,0,18,0,0,0,3,0,4,0,3,0,17,0,0,0,11,11,31,33,23,8,110
20201,0,4,3,25,4,4,0,0,0,41,0,0,0,0,3,3,4,3,0,16,0,0,3,12,0,0,3,0,0,20,4,13,29,86,28,32,32,21,12,256,164,291,395,856,452,476,412,330,196,3570,3015,5749,6578,12305,6039,6022,4688,2891,1632,48916,6,6,16,40,10,0,0,0,0,72,5735,10782,11459,19573,9596,9526,7104,4141,1983,79897,0,7,0,30,4,3,0,0,0,48,0,0,0,0,0,0,3,0,0,4,0,4,0,8,0,0,0,0,0,11,0,3,6,39,9,7,14,0,3,89,0,0,0,7,0,0,0,0,0,6,0,12,57,136,50,19,9,3,0,283,0,0,0,3,3,0,11,6,0,25,0,5,6,21,11,3,7,0,0,52,5,42,45,180,282,305,348,190,90,1487,0,10,7,24,15,3,0,0,0,58,0,0,0,9,3,3,9,3,0,26,0,3,4,16,18,38,62,20,14,188
20202,0,0,0,10,0,3,0,0,0,19,0,0,0,5,3,6,12,0,0,31,0,0,0,3,0,0,0,0,0,4,0,6,7,51,32,42,35,23,5,206,91,178,140,451,359,397,334,205,156,2307,1248,2806,2148,4899,3739,3797,3088,1464,698,23889,0,0,0,0,0,0,0,0,0,3,2282,5216,4047,7665,5583,5694,4356,1959,747,37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,7,0,0,0,0,16,0,4,0,33,6,10,3,0,0,67,0,0,0,0,6,3,0,0,0,10,0,12,0,39,19,16,4,0,0,85,0,0,0,0,7,11,14,6,0,47,0,4,0,3,0,8,7,3,0,30,4,50,40,207,340,428,456,229,68,1820,0,0,0,6,6,7,0,0,0,18,0,0,0,8,10,6,0,0,0,35,0,3,0,21,34,41,89,41,10,239
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,9,0,0,24,27,57,43,107,108,97,85,53,17,584,289,675,537,1016,867,942,695,404,173,5590,0,0,0,0,0,0,0,0,0,0,531,1221,947,1671,1372,1629,1172,599,255,9383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,18,39,70,71,30,10,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,16,8,0,36
20301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,7,0,0,0,3,0,3,0,0,0,9,0,4,0,22,12,10,13,6,12,77,25,72,58,144,109,120,74,28,18,642,617,1460,958,2360,1430,1250,829,337,162,9411,0,0,0,0,0,0,0,0,0,0,1199,2796,1925,3911,2282,1894,1242,464,185,15896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,3,11,6,7,8,3,31,0,0,0,3,0,0,0,0,0,3,0,24,22,95,126,179,147,79,16,685,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,3,0,9,15,17,33,8,5,87
20302,0,7,24,119,46,27,8,3,3,237,0,7,4,12,20,23,30,10,10,109,0,0,4,32,7,0,6,3,0,51,15,83,135,426,200,241,255,234,131,1717,265,507,720,1487,911,866,733,619,413,6520,5661,10774,12715,24929,12603,11679,9304,5845,3343,96854,9,66,155,196,58,14,8,0,0,507,10780,19386,21402,37643,18310,15900,11029,5914,3133,143492,0,14,9,58,14,0,0,0,0,97,0,0,26,101,96,100,46,49,7,428,0,0,8,15,13,17,3,0,0,59,3,22,23,86,43,23,16,3,0,226,0,0,0,14,7,16,7,3,0,43,23,96,292,651,149,131,62,26,15,1442,0,3,20,120,187,233,325,300,63,1257,0,10,10,29,7,12,15,6,0,95,32,211,219,792,978,1194,1211,786,356,5776,0,3,8,55,19,4,4,0,0,101,0,4,17,52,18,15,11,12,4,131,0,9,21,83,55,137,426,190,122,1054
20303,0,3,3,11,3,0,0,0,0,13,0,0,0,6,10,8,10,7,0,40,0,5,0,6,6,0,0,0,0,16,4,14,18,116,50,39,59,29,15,351,102,210,159,482,315,380,394,229,97,2361,2023,4611,3166,8392,4948,5392,4800,2362,1154,36852,0,3,4,0,0,0,0,0,0,13,4056,8627,6036,13113,7386,8038,6526,3016,1307,58097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,4,13,8,63,31,18,13,5,3,161,0,0,0,4,3,4,4,0,0,20,0,3,10,53,22,12,9,3,0,109,0,0,0,3,13,22,23,32,3,104,0,0,0,0,3,19,21,8,0,49,22,169,122,466,526,581,742,412,162,3203,0,0,0,8,8,6,0,3,0,29,0,3,9,33,10,0,6,3,0,62,0,3,9,43,27,67,161,63,45,416
20401,0,0,0,4,3,0,0,0,0,15,0,0,0,3,0,0,3,0,0,12,0,0,0,4,3,0,0,0,0,10,0,12,14,45,29,50,45,36,13,231,98,218,231,524,399,444,396,241,121,2673,1359,3123,2677,5606,3757,4161,3549,1826,820,26890,0,0,0,3,0,0,0,0,0,6,2599,5767,4886,8843,5780,6415,5212,2445,962,42908,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,4,7,6,6,0,0,0,18,3,3,0,28,8,6,8,7,0,63,0,0,0,3,3,3,0,3,0,12,0,18,175,41,19,5,7,3,0,272,0,0,0,3,5,9,9,3,0,34,0,0,0,3,0,4,7,0,0,22,0,32,33,149,282,370,478,242,76,1664,0,0,0,3,3,4,0,0,0,10,0,0,0,3,3,11,9,3,0,26,0,0,4,22,26,35,130,73,12,300
