SA3_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
20101,0,0,0,0,0,8,6,9,0,19,0,7,3,35,7,4,5,0,0,62,0,0,3,23,0,0,0,0,0,21,0,10,13,10,5,0,0,0,0,35,0,0,0,0,3,0,3,0,0,5,0,0,0,3,3,0,0,0,0,13,0,20,9,30,17,20,19,3,0,123,3,0,7,17,7,3,0,0,0,37,0,0,0,6,0,6,8,9,4,41,0,0,3,10,0,3,3,0,0,21,7,42,64,129,57,54,28,40,15,434,190,292,427,826,470,411,434,238,96,3383,3493,6750,7299,12563,6289,5803,4598,2372,801,49961,0,0,0,0,0,0,0,0,0,0,3029,5915,6355,11095,5794,5348,3979,2304,1255,45073,0,3,3,19,0,0,0,0,0,26,0,0,0,0,0,3,3,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,3,23,9,5,3,0,0,43,0,0,0,3,3,0,3,0,0,12
20102,0,0,0,0,4,11,3,4,3,27,0,0,0,5,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,3,8,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,7,9,11,10,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,18,0,0,0,3,0,3,0,0,0,7,0,8,9,29,44,36,41,18,3,185,38,115,122,223,228,257,206,97,40,1327,694,1771,1366,2662,2164,2353,1930,778,233,13951,0,0,0,0,0,0,0,0,0,0,647,1577,1095,2365,1752,1754,1219,488,258,11157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,19,0,0,0,0,4,0,0,0,0,7
20103,0,0,0,0,0,8,3,0,0,10,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,0,0,21,0,3,0,0,0,4,0,0,0,9,0,0,0,0,5,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,4,11,16,16,25,15,3,100,27,81,70,194,155,211,221,124,51,1133,604,1507,1259,2350,1765,2156,2021,950,263,12887,0,0,0,0,0,0,0,0,0,0,559,1311,1061,1952,1413,1551,1327,666,325,10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0
20201,0,0,0,0,3,0,3,3,0,8,0,15,6,30,14,11,6,3,3,84,0,0,0,16,0,0,0,0,0,17,11,73,65,28,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,6,4,16,12,16,14,0,0,65,0,6,4,18,4,0,0,0,0,33,0,4,3,3,3,5,3,0,0,25,0,3,3,3,4,0,0,0,0,13,3,23,46,70,35,36,33,21,3,265,176,346,375,793,463,453,383,249,117,3347,3157,6213,6414,11353,5513,5384,4192,2352,886,45463,0,6,5,14,0,0,0,0,0,28,2798,5187,5816,10155,5051,5047,3791,2289,1294,41426,0,3,0,15,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,7,20,6,3,3,0,0,49,0,0,0,3,0,0,0,0,0,5
20202,0,0,0,0,6,3,4,8,0,19,0,0,0,9,4,8,0,3,0,17,0,0,8,52,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,0,4,0,16,10,16,10,3,0,72,0,0,7,26,13,0,0,0,0,54,0,0,0,9,10,3,8,4,0,33,0,0,0,0,4,0,0,0,0,5,0,14,10,53,50,39,39,25,6,223,85,174,168,377,348,368,330,175,73,2093,1239,2923,2399,4740,3484,3727,3068,1386,433,23406,0,0,0,0,0,0,0,0,0,0,1148,2551,1911,3882,2940,2863,2217,1033,459,19016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,20,3,6,0,3,0,31,0,0,0,0,8,0,0,0,0,6
20203,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,7,10,0,39,16,79,46,118,96,110,112,50,19,649,286,702,530,996,835,1078,876,383,141,5828,0,0,0,0,0,0,0,0,0,0,264,608,483,831,685,750,520,309,147,4594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
20301,0,0,0,0,8,3,4,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,12,12,19,14,8,0,66,32,66,58,154,118,132,80,32,11,678,645,1538,1143,2198,1403,1312,931,349,97,9609,0,0,0,0,0,0,0,0,0,0,595,1356,872,2038,1142,922,601,232,111,7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,0,0,0,15,48,52,60,51,4,236,3,12,47,92,22,12,14,5,0,204,0,7,4,11,4,0,0,0,0,25,7,84,60,44,3,3,0,0,0,196,0,3,4,29,57,94,79,49,7,311,0,3,3,25,28,9,7,4,0,80,5,26,23,79,37,27,24,0,3,222,0,8,44,106,58,34,6,0,0,265,0,0,3,23,21,16,24,10,4,108,0,3,3,35,11,12,3,0,0,73,24,92,179,403,170,223,222,191,92,1598,282,550,708,1456,878,781,693,455,218,6018,5986,11299,13023,24174,11712,10562,8215,4511,1845,91328,4,26,60,82,28,8,5,0,0,218,5252,9478,10747,19207,9533,8386,5953,3404,2072,74042,0,3,4,26,3,0,0,0,0,42,0,0,13,50,61,45,27,21,3,220,0,0,3,10,7,12,0,0,0,31,7,8,17,54,21,13,3,3,0,128,0,0,0,3,3,9,3,0,0,24
20303,0,0,0,0,0,6,9,4,0,19,0,3,0,6,4,5,4,0,0,21,0,0,0,0,0,0,0,0,0,4,0,6,3,4,3,0,0,0,0,12,0,0,0,0,0,8,3,3,0,16,0,0,0,0,6,0,3,0,0,12,5,21,9,21,19,21,21,7,0,122,3,3,0,3,0,0,0,0,0,14,0,3,0,12,7,6,11,4,0,49,0,5,0,10,0,3,0,0,0,21,12,25,6,75,30,53,54,42,9,304,101,202,177,485,287,385,377,205,77,2297,2318,4881,3558,7567,4376,4913,4443,2098,723,34873,0,3,3,0,0,0,0,0,0,7,1887,4192,2839,6875,3934,4231,3415,1658,825,29858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,46,13,10,7,5,3,91,0,0,0,3,3,4,3,0,0,13
20401,0,0,0,0,3,3,0,5,0,8,0,0,0,5,0,0,0,0,0,9,0,0,3,8,0,0,0,0,0,12,0,0,10,4,3,0,0,0,0,20,0,0,0,0,3,3,4,0,0,10,0,0,0,0,7,0,0,0,0,10,3,5,8,18,5,9,0,6,0,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,0,15,0,0,0,0,5,0,0,0,0,4,0,9,13,32,24,38,57,39,17,224,87,181,240,531,382,499,416,202,88,2627,1454,3228,3101,5320,3615,4214,3762,1694,565,26952,0,0,0,0,0,0,0,0,0,0,1247,2816,2294,4503,2932,3197,2524,1273,576,21355,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,18,11,5,3,3,0,36,0,0,0,0,3,0,3,0,0,4
