RA_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
RA20,118100,598,95,17,12,7,26,15705,134561,142699,6779,2364,478,83,20,49,16336,168809,131424,23499,11606,3327,866,201,124,16616,187659,82766,43223,35939,10298,2858,867,490,13765,190209,41685,31229,55095,19861,5315,1549,1103,10087,165919,29943,24978,60555,26513,7421,2179,1603,9275,162473,26334,22946,61270,28346,8279,2354,1708,9084,160310,21913,19852,54213,28009,8572,2273,1568,8357,144755,18436,17112,48851,27918,9337,2487,1633,8033,133806,14302,14301,42706,25383,8940,2499,1531,7203,116867,10427,10532,39442,24417,8985,2635,1668,7141,105250,6586,6504,27813,19632,8261,2688,1936,5749,79161,4578,4614,18734,15504,8119,3077,2742,5290,62648,3338,3587,12885,11359,6569,2849,3048,5011,48642,4524,5359,14037,11776,6931,3381,3853,8358,58219,657051,235117,485603,252833,90536,29064,23082,146020,1919303
RA21,28045,347,55,15,4,0,10,4406,32883,22382,2637,1184,263,53,12,16,2722,29275,15861,5264,4219,1476,403,86,45,2302,29656,8761,6126,8781,3895,1206,313,185,2227,31485,5223,4444,10620,6181,2159,588,386,2140,31737,4842,4212,12355,7972,2806,829,536,2387,35950,5009,4200,13259,8644,3304,937,609,2637,38604,5179,3898,13365,9295,3679,1052,676,2816,39951,4968,3680,13122,10015,4201,1187,664,2952,40795,4077,3167,13023,9872,4216,1186,635,3011,39191,3229,2548,12117,9652,4356,1375,738,3015,37030,2139,1615,7683,7281,3801,1426,991,2563,27500,1381,991,4285,5061,3428,1533,1371,2150,20201,913,754,2688,3298,2630,1318,1410,1856,14862,1226,1140,3414,3450,2590,1356,1620,2811,17618,113243,45038,120167,86360,38837,13211,9891,40000,466745
RA22,5691,76,14,0,4,0,4,1018,6803,3956,578,268,74,18,0,9,585,5490,2914,1056,878,368,95,21,15,562,5903,1526,1148,1651,916,321,82,44,536,6233,934,792,1941,1274,477,137,94,466,6114,901,701,2320,1657,638,207,131,548,7110,904,777,2692,1915,761,208,173,646,8083,1038,719,2838,2171,855,279,157,728,8787,1017,706,2996,2436,1038,315,164,833,9510,942,662,2847,2370,1030,283,151,797,9076,755,596,2715,2299,1043,340,169,836,8750,471,359,1823,1678,1021,378,239,657,6626,361,235,1015,1318,936,433,328,625,5241,212,171,625,805,710,381,339,550,3789,281,254,756,874,724,360,409,846,4505,21899,8822,25384,20157,9670,3420,2430,10236,102019
RA23,61,0,0,0,0,0,0,7,67,28,4,3,0,0,0,0,0,40,24,0,9,0,0,0,0,3,37,13,6,9,12,3,0,0,3,54,5,7,26,20,5,3,0,4,77,12,9,25,14,4,4,0,4,66,18,10,27,27,5,0,3,10,93,14,11,31,29,11,5,0,6,103,17,20,51,40,16,7,0,5,145,18,15,32,36,19,0,0,8,136,15,13,47,32,20,0,3,6,140,4,9,30,25,14,8,5,13,113,6,5,17,14,18,7,3,5,66,3,4,4,9,6,6,6,7,54,4,0,11,13,16,3,5,3,59,249,114,324,271,138,44,24,95,1260
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RA29,120,13,0,0,0,0,0,50,178,297,29,13,3,0,0,0,112,453,279,43,15,5,3,3,0,104,450,161,32,28,20,3,0,3,92,345,78,23,27,17,7,7,4,78,253,69,23,27,22,11,4,7,67,229,43,14,23,27,11,5,3,48,170,47,21,36,15,10,3,0,47,177,31,9,47,32,15,9,3,41,188,24,13,35,32,8,3,3,35,169,22,11,34,32,18,0,3,17,141,6,0,18,9,10,10,0,17,62,5,3,6,8,4,0,0,4,32,0,0,4,3,0,0,3,3,16,3,0,6,6,0,4,5,9,28,1190,232,328,236,96,44,38,716,2883
