RA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
RA20,182,612,1559,1535,1527,1167,504,169,28,7279,11,98,802,909,888,575,132,12,5,3427,1677,6609,23305,29238,30270,20223,4002,383,56,115763,110,739,4071,3978,3540,2188,390,22,4,15041,5283,17521,43809,34534,29429,17446,3613,337,56,152031,727,2830,10121,11997,11859,7565,1744,211,21,47082,10026,17086,24585,18115,14736,9894,3051,368,55,97898,12839,14407,19673,9803,6757,4303,988,106,15,68895,712,4439,19235,18868,19520,14379,3384,218,26,80785,558,1862,7986,8457,6204,3080,551,54,9,28757,204,2560,14721,15305,10409,5100,1368,190,49,49900,250,1370,5064,4247,3655,2547,1003,194,24,18353,661,6252,31843,30277,20654,13234,5043,680,81,108724,714,3747,9897,8468,7589,5613,1792,189,15,38026,544,2884,12186,13547,13750,9443,2168,273,29,54825,1628,4665,13835,12837,11094,9985,2877,269,21,57203,521,3077,13887,13442,12274,9733,3294,390,55,56686,2485,3878,6437,4488,3301,2152,793,151,12,23697,1166,3914,9895,8809,8757,6287,1825,252,24,40938,1989,6448,16353,14097,13794,8939,2803,538,156,65133
RA21,671,1263,2981,3514,4351,4560,3121,1056,203,21720,19,159,816,851,918,579,95,12,3,3455,1027,2687,5696,6843,7902,5813,1036,84,22,31113,61,266,1064,1249,1941,1520,209,11,4,6326,2105,5139,10097,8708,8538,6114,1233,106,35,42076,254,543,1309,1789,2021,1540,405,49,11,7929,3138,2663,3664,3422,3339,2974,985,138,23,20337,3757,2032,2051,1577,1432,1322,463,52,6,12705,182,574,1947,2936,4194,4095,1257,94,16,15310,105,234,543,671,738,573,119,15,0,2995,29,164,652,989,999,666,206,26,6,3728,48,151,408,524,637,564,248,37,4,2618,129,566,1894,2338,2378,2226,920,128,7,10591,169,418,1038,1298,1584,1446,415,53,5,6426,301,944,2641,3497,4343,3426,547,52,12,15760,263,563,1944,2531,2578,2914,693,56,10,11547,133,572,2037,2488,3011,3087,812,90,9,12248,385,389,638,678,741,701,276,50,7,3876,560,1071,1910,1906,2275,1911,566,79,5,10288,784,1240,2106,2355,2897,2242,868,279,73,12849
RA22,281,722,1790,2024,2623,2879,1629,558,98,12605,3,27,141,158,163,125,17,5,0,641,188,389,843,956,1222,907,177,31,4,4710,5,50,165,173,315,250,43,6,0,1013,342,736,1437,1161,1348,1186,225,32,7,6468,71,162,334,337,393,356,91,18,0,1759,677,463,704,606,685,696,196,28,3,4059,650,356,468,385,390,448,160,23,0,2876,40,154,420,626,933,991,304,26,7,3499,23,42,68,61,70,85,24,3,0,378,10,21,84,89,108,82,24,6,0,419,13,31,57,68,92,104,41,6,4,413,35,63,244,293,283,302,162,27,0,1409,48,94,200,222,290,323,93,13,0,1275,27,99,384,518,768,679,125,14,0,2608,49,86,336,413,478,516,142,9,0,2035,38,125,335,405,547,577,153,18,3,2209,58,52,91,110,142,133,37,3,0,627,122,237,406,334,442,419,124,22,4,2113,176,250,427,431,591,604,212,81,22,2787
RA23,3,14,39,44,56,67,42,15,3,281,0,0,0,0,0,0,0,0,0,9,3,3,7,6,4,9,0,0,0,24,0,0,0,4,3,4,0,0,0,12,0,0,4,8,14,24,3,0,0,56,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,6,5,0,0,27,0,4,3,0,14,12,3,0,0,32,0,0,3,4,6,7,4,0,0,30,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,7,0,0,0,14,0,0,9,9,13,8,5,0,0,35,0,0,4,0,11,11,5,0,0,39,0,0,0,0,0,3,3,0,0,13,0,0,3,9,3,4,0,0,0,17,0,0,0,0,3,0,3,0,0,11,0,3,0,0,6,7,0,3,0,24
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RA29,3,7,16,4,10,7,0,0,0,45,0,0,6,3,0,0,0,0,0,7,0,10,30,38,15,7,4,0,0,107,0,0,7,3,4,5,0,0,0,17,4,20,70,49,25,21,3,0,0,182,0,3,9,9,5,8,0,0,0,35,3,14,17,19,13,9,0,0,0,70,11,35,46,11,6,4,0,0,0,116,0,4,38,23,21,18,3,0,0,111,0,3,6,4,0,0,0,0,0,20,0,0,6,10,0,4,0,3,0,26,0,0,10,5,3,0,0,0,0,13,0,0,40,15,8,5,0,0,0,71,0,3,22,9,9,9,0,0,0,52,9,21,21,13,8,9,0,0,0,78,0,7,13,5,3,15,0,0,0,44,0,3,12,15,9,10,0,0,0,51,0,7,17,4,7,0,0,0,0,41,0,6,12,15,12,3,3,0,0,54,7,6,33,15,26,9,0,0,0,94
