RA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
RA20,3830,8050,7686,7177,6106,4202,1537,529,39121,5504,26118,24766,10920,5035,1395,176,29,73933,14881,51956,50330,53647,45261,31942,16201,5517,269729,10865,28403,20652,18269,12974,8227,4853,1408,105659,1436,4602,4361,3611,2326,1288,565,187,18383,3016,12770,10549,8852,6931,3862,1827,686,48490,1173,6769,6546,6503,7862,5697,2420,627,37603,16324,58537,50319,37777,25438,14157,5000,1604,209158,8301,21019,18043,15425,12605,7857,2693,748,86687,6553,15664,9756,5446,3453,1875,680,219,43651,4193,13643,8566,6180,3564,2009,1011,285,39454,793,475,291,289,317,310,294,85,2845,1238,3837,3972,3405,2397,1403,646,301,17190,22629,30214,23998,21149,17290,14683,11291,5852,147109,100740,282056,239833,198641,151554,98913,49183,18078,1139002,5171,12236,10708,7159,4107,1807,625,219,42025,1273,9342,8187,4122,1991,554,69,18,25573,2009,8157,6589,4773,3123,2153,1954,838,29598,1620,5265,3435,2307,1073,408,125,51,14278,1134,2672,2446,1602,893,306,122,42,9219,10822,42779,31993,27648,22371,12438,6281,2260,156597,5232,25116,24040,24034,23457,15022,5750,1704,124353,21783,76695
RA21,264,633,971,934,1089,992,279,64,5231,537,1527,1365,888,617,284,30,4,5252,4197,11050,12048,15205,14722,11544,4971,1446,75173,3301,7231,5925,5781,5552,3553,1751,464,33564,884,2454,3107,3216,2423,1456,664,170,14368,504,1809,1897,2100,2347,1248,472,139,10516,341,1602,1981,2053,3336,2999,1005,225,13547,1400,3942,5152,5104,4746,3202,991,271,24807,1286,2123,2493,2751,2820,2078,684,135,14369,766,1126,1084,785,870,631,173,43,5478,988,2178,2084,1863,1423,932,371,105,9944,84,68,41,70,70,116,84,38,566,154,494,781,805,711,507,229,89,3771,6930,6006,6507,7635,7713,7353,5038,2198,49384,21638,42234,45438,49205,48441,36878,16745,5392,265970,366,958,1386,960,782,343,93,45,4932,67,290,425,384,355,162,16,7,1703,248,671,864,848,614,463,329,162,4195,140,401,464,349,205,105,25,15,1710,582,1277,1479,1101,659,273,88,26,5486,2618,8374,7908,9088,9455,5795,2492,823,46549,1258,5390,6118,6268,7740,5559,1912,547,34782,2828,8936
RA22,22,119,94,141,164,148,31,13,734,75,183,131,79,99,54,10,3,643,978,2126,2083,2815,3018,2547,1011,269,14860,506,1097,891,1072,1238,870,409,90,6173,428,921,1171,1335,1081,586,179,56,5757,66,270,285,340,429,221,83,28,1723,62,276,346,398,654,534,180,29,2492,245,683,783,752,826,540,155,47,4033,205,354,392,422,507,343,103,10,2341,107,139,134,98,103,104,35,7,722,181,448,427,432,364,230,96,19,2193,24,16,7,20,16,30,29,12,144,35,90,120,122,159,114,46,24,696,1691,1365,1349,1848,2094,2178,1413,643,12582,4636,8078,8224,9871,10750,8506,3783,1255,55094,41,133,206,109,127,53,16,10,690,15,45,54,73,59,25,0,0,272,34,85,115,138,128,109,75,37,720,18,58,58,65,29,15,4,0,246,194,374,421,316,181,65,23,11,1576,444,1536,1420,1912,2205,1347,575,200,9645,279,1100,1163,1211,1561,1185,410,150,7048,586,1583
RA23,0,0,4,6,0,8,3,0,26,0,0,0,0,0,0,0,0,6,5,12,9,27,36,39,22,9,157,3,10,9,6,31,17,8,8,88,5,12,23,19,12,6,3,0,77,0,0,0,0,5,4,0,0,18,0,4,3,11,13,18,0,0,49,0,6,9,3,9,16,7,0,49,0,9,4,6,12,10,6,0,37,0,3,3,0,4,3,0,0,9,0,4,4,10,5,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,19,13,15,22,28,29,25,12,160,31,63,88,110,169,148,78,27,715,0,3,0,0,4,4,3,0,20,0,0,0,0,0,3,0,0,7,0,3,0,3,3,4,3,0,10,0,0,0,0,0,0,0,0,4,3,9,5,7,0,0,0,0,22,3,11,29,16,35,16,10,0,119,3,9,13,24,27,30,3,0,119,4,8
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,3,21,8,12,4,7,3,0,58,9,28,11,6,3,3,0,0,58,28,111,54,54,48,38,10,0,348,20,59,38,29,21,9,4,0,175,0,19,13,7,9,3,0,0,50,5,31,18,7,7,0,0,0,70,4,11,9,7,19,6,0,0,53,28,80,49,30,18,13,3,0,223,12,41,22,18,24,9,0,0,128,4,28,20,13,3,0,0,0,63,12,19,20,18,9,0,0,0,73,0,0,0,0,0,0,0,0,3,3,6,10,6,3,0,0,0,35,177,314,350,244,145,70,16,3,1329,297,769,620,444,313,166,39,3,2654,15,23,11,0,7,4,0,0,60,3,6,4,3,0,0,0,0,23,8,15,11,3,0,0,0,0,43,6,6,3,4,0,0,0,0,21,9,12,3,3,0,0,0,0,27,28,57,21,25,29,10,0,0,176,11,28,21,16,17,14,0,0,107,54,96
