RA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
RA20,24712,89664,73025,78385,221930,280411,131859,207138,23297,1130425,173,699,644,683,830,682,283,333,43,4374,67,48,103,104,140,293,121,222,3,1103,1481,5515,5232,5623,13047,9844,3928,3337,388,48393,346,279,547,684,2102,1630,582,518,29,6736,606,3379,3111,3008,3667,4403,1460,1726,235,21586,942,2445,3048,3259,7203,6129,2336,2307,169,27839,4218,32711,20892,18531,19459,12157,6167,6291,1335,121757,2085,25355,13223,9603,7422,5308,3295,4255,1097,71643,1124,2040,2788,3621,6304,5071,2071,1920,246,25183,708,1741,1767,1874,3758,3916,1723,1885,145,17501,2461,2096,4727,5302,10460,12467,4033,4345,298,46194,599,1934,1998,1931,3851,3933,1759,1900,150,18056,3187,9635,10097,10562,15477,17874,7461,9259,533,84081,1264,7434,6659,5429,7112,5407,2174,2405,424,38303,3447,3850,6417,7368,14157,9358,4822,3761,357,53534,4809,20309,19334,18813,22272,16390,10363,15727,935,128956,10015,24261,36420,44581,38063,27359,9893,11118,1921,203636,759,5777,2867,2738,2486,2415,1215,1598,214,20074,1110,7282,5507,5608,6927,4286,2145,2132,369,35382
RA21,8959,20689,13988,18825,44614,55617,31155,54401,5644,253894,451,1720,1246,1355,951,1157,544,2091,198,9705,18,32,50,50,56,84,50,90,0,425,482,1753,1400,1394,2337,1805,852,730,116,10869,93,88,156,191,363,354,98,93,7,1432,180,1125,784,758,703,811,227,335,63,4978,142,426,416,450,633,508,242,210,26,3045,1360,8292,5110,5258,4136,2233,1259,1344,326,29327,819,7600,3154,2820,1745,1129,734,1463,345,19816,215,689,575,702,765,544,304,373,43,4212,106,402,294,292,485,304,182,146,9,2210,374,390,807,878,1401,924,354,344,39,5516,114,405,409,357,737,466,229,289,25,3024,427,1822,1614,1843,1946,1430,688,841,91,10695,316,2197,1271,1167,1065,704,284,341,116,7460,1138,1393,2054,2239,3518,2345,1074,992,125,14872,1420,4297,4904,5107,4886,3280,2441,3655,268,30254,3727,6343,11585,13954,8606,6094,2241,2542,550,55638,216,1125,585,593,454,326,191,307,58,3855,308,1849,1266,1343,1371,856,433,480,104,8007
RA22,2080,4275,2864,3894,8787,11074,5829,13690,1415,53900,215,757,554,677,400,725,229,1131,112,4804,7,8,7,10,15,15,5,7,0,69,67,300,224,238,354,240,122,129,11,1688,24,8,31,24,54,63,9,16,3,231,40,171,101,134,91,112,38,51,11,747,17,90,82,97,129,101,52,41,4,617,262,1618,1002,1084,930,436,298,329,80,6051,196,1551,685,610,447,276,189,528,78,4553,41,159,149,146,136,114,65,89,13,909,22,67,35,49,80,36,20,13,0,323,61,87,134,164,176,135,38,63,3,852,17,59,64,66,130,84,40,60,0,521,78,297,223,315,376,225,94,130,14,1752,73,442,276,271,287,166,69,95,28,1705,181,271,364,405,574,433,147,142,25,2547,258,773,986,1094,947,586,511,814,67,6034,786,1215,2241,2819,1676,1402,439,564,135,11271,29,169,78,95,60,36,29,44,7,547,60,309,241,259,244,129,65,90,20,1415
RA23,24,57,50,59,69,107,55,198,16,637,3,13,8,17,4,8,6,19,4,89,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,11,12,7,3,3,4,8,0,47,3,20,7,6,4,4,0,13,3,62,0,8,0,0,0,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,12,3,5,3,3,0,3,3,0,0,24,3,15,13,22,15,5,10,16,0,98,5,14,30,28,11,16,0,4,3,110,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,12
RA25,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,64,96,107,108,210,272,113,215,53,1242,0,0,6,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,7,10,3,0,24,0,0,0,0,0,3,0,0,0,4,0,3,0,3,4,3,0,4,0,20,0,0,0,0,5,7,0,0,0,12,0,14,8,14,13,9,3,4,0,62,6,22,18,28,18,8,9,15,4,130,0,3,3,3,3,3,0,3,0,23,0,3,0,0,0,0,6,4,0,9,4,3,0,0,9,5,0,0,0,22,0,0,0,0,4,3,0,0,0,13,0,5,6,3,10,15,4,7,0,59,0,8,3,3,6,3,0,6,0,37,8,0,3,3,7,8,4,0,0,36,3,16,9,13,11,9,0,6,6,70,10,11,20,31,13,20,16,8,0,139,0,3,0,6,0,4,0,8,0,28,0,6,6,3,7,6,0,0,0,38
