RA_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
RA20,3702,798,1223,73,1012,466,872,3363,142,11649,873,1376,685,22,480,41,797,174,77,4527,29005,19532,35225,1605,17348,9546,22623,27626,1652,164155,3794,5329,2737,46,4694,1198,2586,1093,301,21775,21774,7756,89821,306,16057,2702,8690,24935,1571,173614,17263,12279,4983,227,13946,11932,9889,3807,585,74915,36143,14153,11263,1928,14952,116836,9130,14141,1119,219660,23088,1831,21388,40766,4529,19124,1781,27326,708,140539,11890,8845,4065,3121,22868,5126,43706,5185,1162,105967,8671,19300,6012,333,6396,4098,351,655,429,46261,15442,35103,1088,420,37982,3937,305,282,1535,96091,5275,4752,1188,591,7291,14849,660,1297,508,36406,25486,111643,14920,729,32117,3754,792,1647,1719,192801,8547,10045,6594,6732,12300,2024,2804,26541,748,76330,12995,26538,5394,29128,26079,544,1072,4127,2478,108353,14347,116086,5061,27912,18162,703,412,2539,934,186164,13732,110762,8722,77509,35657,1663,1883,9032,1361,260323,7416,9989,3324,13445,4150,2174,313,2412,551,43767,7053,7576,31620,12286,8309,1624,1186,6145,528,76323,13882,12638,13516,4406,11950,7294,10409,11706,18795,104595
RA21,18781,677,1843,102,1117,402,1433,6760,315,31424,376,379,1053,30,226,23,1482,262,51,3882,5925,2567,10508,530,3144,2464,5295,11121,433,41989,965,1007,2163,46,1214,97,1457,652,154,7755,5396,864,24147,106,3678,564,4610,7262,432,47055,2028,1011,1069,51,1458,2700,1479,1097,89,10978,7616,1338,3485,410,2766,27823,1612,4392,216,49660,5685,177,4155,8595,1016,4477,291,7924,206,32515,2099,889,1031,394,3731,853,9510,829,183,19520,698,1521,1180,52,824,614,71,197,53,5213,1287,2668,138,56,4547,350,24,62,121,9247,602,397,266,107,1248,2497,190,271,70,5641,1846,9667,3101,79,5629,338,118,340,176,21284,988,1040,1981,1050,2125,224,464,5887,121,13877,3435,5333,2002,9956,6792,123,851,1509,632,30629,2916,24944,1251,7350,3914,110,140,958,227,41798,3060,26352,2442,22388,8768,324,410,3783,364,67883,1092,1448,1171,1771,651,376,109,1014,99,7733,1162,1155,9433,2271,1698,327,314,1802,128,18295,2376,1373,3442,912,1878,1397,1801,2836,4110,20125
RA22,11334,330,759,37,489,98,767,3441,150,17410,76,49,208,0,34,0,279,46,12,707,837,327,1738,74,476,387,975,1499,79,6396,146,120,302,3,193,14,296,152,14,1239,924,98,3551,15,568,84,865,1056,54,7219,385,207,263,5,330,635,290,239,22,2378,1506,213,765,88,499,5859,235,897,46,10112,1634,38,942,1742,294,783,87,1852,64,7434,481,134,229,79,759,161,2246,265,43,4408,81,215,147,3,90,109,14,28,12,696,152,294,10,12,748,37,0,9,10,1276,74,65,52,21,179,479,14,40,8,934,199,1282,444,22,1028,60,17,85,30,3162,204,227,312,233,411,30,100,1436,34,2987,501,819,344,1602,1062,25,274,431,87,5156,532,4660,234,1584,723,31,41,226,43,8065,581,4784,500,4757,1594,55,45,1106,55,13482,187,222,165,287,104,42,21,136,8,1176,184,205,1976,390,306,76,62,315,10,3527,602,235,702,171,375,264,393,706,979,4417
RA23,282,0,10,0,15,0,11,45,3,371,0,0,0,0,0,0,5,3,0,9,11,0,12,0,3,0,3,17,0,44,3,0,0,0,0,0,3,3,0,12,8,0,22,0,4,0,7,6,4,56,7,0,0,0,0,4,0,0,0,5,20,0,11,0,0,39,0,3,0,75,22,0,12,28,0,3,0,20,0,93,3,0,0,0,12,0,23,3,0,39,0,3,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,0,6,0,0,12,0,0,0,0,21,3,0,6,0,3,0,0,15,0,26,5,13,3,18,3,3,4,10,0,62,12,77,0,19,11,0,0,6,0,133,0,46,5,46,12,0,0,10,0,123,0,11,0,0,0,0,0,3,0,18,0,0,16,5,0,0,0,0,0,22,14,0,10,3,3,0,3,6,3,43
RA25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
RA29,9,4,3,0,0,0,0,42,0,62,0,4,0,0,0,0,4,0,0,17,10,14,34,0,8,0,30,31,3,131,0,4,4,0,7,3,4,3,0,20,11,3,101,0,4,0,13,53,3,199,3,10,4,0,4,6,9,4,0,42,17,11,8,3,14,59,14,11,0,133,30,3,27,95,14,23,4,52,0,245,7,7,8,8,17,8,70,5,0,134,0,6,6,0,3,5,0,0,0,29,7,17,0,0,18,0,0,0,0,45,6,0,4,0,0,6,0,0,0,29,10,87,11,0,16,0,3,0,3,131,3,5,11,4,8,3,8,46,0,89,17,16,16,40,14,0,3,9,0,118,3,69,3,24,12,0,0,0,0,115,12,77,5,72,11,3,0,3,0,189,7,32,4,10,3,0,6,0,0,65,5,10,38,9,4,3,0,8,3,89,12,12,14,10,12,12,16,29,38,148
