RA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
RA20,..,3300,112581,186146,173744,145022,107859,56876,14833,800365,..,10986,58663,34717,24554,14082,5494,1326,282,150111,..,374,1501,4995,10210,7671,3188,2004,1335,31283,401115,..,..,..,..,..,..,..,..,401115,..,123466,..,..,..,..,..,..,..,123466,..,73899,56884,18608,11689,4526,616,19,0,166244,..,17044,14713,4408,4000,4231,3140,1989,1107,50634,..,10310,12908,3861,2809,1761,638,178,62,32526,..,33598,44464,11463,7341,5642,3384,1232,346,107470,..,9309,27362,27049,29786,27840,21608,13313,7430,163689,4944,6878,9170,5415,4261,3031,2464,1488,598,38251,406060,289163,338249,296660,268399,213819,148392,78433,25987,2065160,..,9218,149126,192777,175074,139034,95650,40398,6745,808010,..,16531,60641,33104,23011,11548,3889,756,129,149604,..,3359,16497,34824,45058,24551,10536,8395,5017,148236,381220,..,..,..,..,..,..,..,..,381220,..,125796,..,..,..,..,..,..,..,125796,..,52777,39942,9519,6473,3435,652,30,4,112821,..,14366,10431,3251,4679,9325,8421,6988,4081,61534,..,9521,8545,1929,1381,928,392,159,86,22947
RA21,..,688,17678,33240,39383,42738,36695,17879,4257,192557,..,3991,11966,8559,7944,5404,2435,602,100,40995,..,155,537,1667,2917,1774,718,460,313,8544,98580,..,..,..,..,..,..,..,..,98580,..,23447,..,..,..,..,..,..,..,23447,..,20076,8315,3626,2389,1054,160,11,0,35628,..,2096,1171,557,757,956,738,443,257,6975,..,1479,1231,623,587,398,189,71,15,4587,..,3856,3639,1404,1670,1807,1211,440,104,14132,..,1943,5276,6094,9397,11704,9951,5480,2403,52249,1695,2575,2261,1543,1441,1522,1324,612,170,13139,100277,60312,52079,57303,66488,67361,53420,25988,7622,490839,..,1390,23364,36726,42431,43133,33124,12751,2033,194949,..,6022,12421,8840,7897,4836,1788,362,70,42235,..,1763,6050,9740,10318,4539,2029,1763,1169,37367,92955,..,..,..,..,..,..,..,..,92955,..,23891,..,..,..,..,..,..,..,23891,..,12654,4787,1519,1183,790,161,3,0,21101,..,1633,726,266,736,1422,1406,1106,647,7938,..,1444,712,245,249,183,85,39,21,2991
RA22,..,144,3346,6015,8206,10139,8927,4627,1141,42555,..,875,2380,1623,1522,1247,659,159,28,8494,..,30,113,369,583,371,170,99,76,1819,19608,..,..,..,..,..,..,..,..,19608,..,4393,..,..,..,..,..,..,..,4393,..,3887,1506,722,608,280,31,0,0,7033,..,475,251,120,180,224,195,106,66,1620,..,291,224,128,113,80,43,10,3,892,..,635,747,319,397,459,343,115,17,3028,..,534,1198,1363,2424,3362,2952,1606,704,14150,374,531,492,318,384,432,442,206,54,3242,19981,11806,10257,10977,14423,16600,13756,6938,2084,106823,..,300,4468,6987,9173,10277,8009,3330,547,43091,..,1330,2411,1696,1581,1114,474,99,15,8718,..,343,1280,1902,1890,772,398,392,285,7258,18635,..,..,..,..,..,..,..,..,18635,..,4481,..,..,..,..,..,..,..,4481,..,2188,781,304,249,158,38,0,0,3721,..,356,134,66,144,261,256,221,142,1576,..,279,139,50,44,33,19,0,6,569
RA23,..,0,26,67,88,131,141,79,15,556,..,6,20,18,22,22,15,0,0,108,..,0,0,4,8,10,5,0,0,26,210,..,..,..,..,..,..,..,..,210,..,31,..,..,..,..,..,..,..,31,..,25,15,3,8,7,0,0,0,59,..,4,3,0,0,3,0,3,0,12,..,0,5,0,0,0,0,0,0,3,..,3,4,3,6,3,4,3,0,25,..,3,18,20,45,81,66,30,19,284,6,5,7,5,8,6,17,3,0,63,216,89,98,120,186,258,253,125,38,1386,..,4,37,79,98,151,133,54,5,558,..,17,15,23,22,20,11,0,0,109,..,3,3,17,17,9,11,4,4,67,196,..,..,..,..,..,..,..,..,196,..,48,..,..,..,..,..,..,..,48,..,11,3,7,4,3,0,0,0,27,..,5,0,0,3,0,3,0,3,14,..,0,0,0,0,0,0,0,0,4
RA25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
RA29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,157,257,492,309,249,168,109,24,11,1774,157,257,492,309,249,168,109,24,11,1774,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
