RA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
RA20,8979,51968,228003,222157,192174,115894,20423,1478,267,841338,30773,47724,49282,31314,29343,30827,18400,3057,356,241075,1353,2242,5368,4772,4444,4597,1654,248,36,24712,1166,3064,6603,4701,4036,2541,847,240,91,23297,42275,104991,289258,262947,229995,153857,41321,5023,749,1130425,2787,7867,13495,9816,9051,6455,546,40,16,50082,10289,8633,4679,2078,1930,2505,867,97,7,31087,13071,16503,18175,11895,10984,8963,1417,131,22,81161,55350,121499,307435,274842,240976,162818,42738,5153,772,1211585,77454,40851,35364,26546,31900,56250,111951,77423,29759,487498,6055,9900,23492,17912,15650,12881,10423,7465,3768,107545,138864,172246,366290,319298,288526,231945,165117,90041,34296,1806629,3280,39684,156443,109484,111293,61538,7669,385,106,489888,41492,56996,83901,103829,95231,64995,17751,1531,188,465918,1650,3030,14452,9784,5199,5089,1453,145,39,40844,1305,2422,4354,3160,3114,1833,636,230,93,17149,47721,102136,259147,226256,214839,133458,27505,2295,432,1013798,1841,5154,9571,6362,5528,2877,129,29,12,31500,10961,8629,7938,7251,5535,3483,475,60,21,44360,12801,13782,17507,13617,11060,6366,609,94,32,75864
RA21,4569,14580,37011,41524,46189,33912,6889,924,186,185789,8567,5840,6258,6297,7796,11027,6333,1213,180,53506,464,537,1206,1389,1790,2507,890,148,33,8959,524,683,977,956,1057,843,369,179,62,5644,14127,21643,45445,50164,56826,48285,14481,2467,461,253894,1088,2004,2325,1871,1974,1852,97,11,4,11227,1649,775,519,414,438,727,230,20,4,4774,2740,2779,2850,2282,2409,2581,326,30,5,16006,16865,24427,48286,52449,59235,50863,14809,2497,469,269900,16549,4553,5880,6878,9382,19697,42947,25318,8537,139749,2001,2072,3857,4127,5100,5460,5062,3160,1381,32211,35409,31052,58022,63462,73715,76020,62816,30974,10386,441862,1703,8168,18769,18543,25817,16883,2434,267,78,92662,11782,9872,18072,25815,28017,23061,5870,613,118,123234,581,874,3289,2141,2146,2489,731,89,16,12349,531,507,646,696,790,716,311,123,37,4365,14598,19419,40773,47197,56773,43155,9348,1098,251,232609,658,1056,1182,1110,1219,778,35,6,3,6052,1843,939,1224,1328,1150,980,138,13,5,7618,2505,1995,2400,2445,2368,1754,171,18,11,13673
RA22,967,3005,7211,7665,9524,8384,2122,435,63,39381,1682,901,1276,1184,1694,2414,1468,355,57,11027,112,104,228,279,416,605,279,57,10,2080,113,135,219,242,254,252,112,65,21,1415,2865,4152,8925,9368,11889,11664,3974,915,148,53900,228,397,515,422,492,446,27,0,4,2530,252,107,119,103,126,180,44,3,0,942,482,504,637,524,616,632,67,6,4,3476,3348,4655,9557,9899,12504,12294,4049,916,154,57378,3528,739,1051,1380,2378,5013,10670,6374,2234,33368,460,546,1076,993,1403,1517,1594,915,439,8944,7337,5936,11681,12269,16287,18821,16316,8210,2822,99691,371,1721,3440,3544,5491,4174,775,123,16,19654,2300,1545,3474,4977,5793,5198,1499,190,33,25011,130,151,623,337,437,620,188,29,4,2522,102,90,150,165,192,215,96,55,11,1085,2902,3517,7681,9029,11914,10205,2559,395,68,48279,126,207,228,227,262,196,4,3,4,1255,277,146,230,222,217,212,16,3,0,1321,408,358,454,443,474,407,17,4,4,2574
RA23,8,19,55,79,98,118,46,9,3,430,3,4,12,12,37,48,38,9,3,164,0,0,4,7,8,8,0,0,0,24,0,0,0,0,5,3,0,3,0,16,7,25,75,102,145,173,84,22,3,637,3,7,4,9,10,12,0,0,0,48,0,0,0,3,3,5,0,0,0,18,6,7,8,10,18,23,0,0,0,67,12,36,78,106,161,197,88,22,3,705,40,6,17,15,29,88,186,108,44,540,4,13,6,9,20,28,22,15,7,119,57,50,106,136,212,306,295,147,50,1356,0,10,22,29,52,68,18,0,0,205,18,15,26,65,79,75,22,6,0,305,3,0,4,4,5,7,0,0,0,27,0,0,0,0,4,3,5,0,0,11,16,24,56,103,135,160,46,6,0,544,3,3,0,3,5,9,0,0,0,26,0,0,5,0,3,10,0,0,0,16,3,8,5,3,7,20,0,0,0,42
RA25,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,22,78,302,181,125,89,12,3,0,811,17,61,84,55,47,47,11,3,0,317,3,4,18,13,16,5,3,0,0,64,0,0,15,18,10,0,0,0,0,53,42,145,420,264,195,140,24,3,0,1242,12,33,94,56,54,22,6,0,0,274,12,26,32,13,10,6,3,0,0,91,27,56,123,68,63,24,10,0,0,367,68,202,545,333,260,169,35,3,0,1610,72,124,212,144,134,164,200,59,9,1119,41,121,296,337,236,133,45,13,0,1218,180,447,1052,813,628,460,283,72,9,3942,8,58,175,69,53,21,3,0,0,384,20,72,102,43,47,44,7,0,0,326,0,6,16,10,5,13,3,0,0,50,3,11,11,3,4,0,0,0,0,35,25,142,304,121,102,80,16,0,0,786,3,22,56,27,16,7,0,0,0,136,15,29,23,21,6,12,0,0,0,115,20,55,76,44,23,20,0,0,0,251
