RA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
RA20,80485,13140,16999,19708,20073,19783,11324,5982,244290,22,22,57,14,8,14,12,10,12,636,808,46520,37771,94643,17546,21827,24212,24303,23918,13727,8605,313068,33382,12711,12395,2546,2299,1797,1486,1399,662,1703,70374,46806,35387,44723,5903,6542,5884,5106,4836,2464,2394,160044,3755,3650,6089,1276,1689,2127,1630,1611,1020,886,23736,341,254,316,24,43,53,33,25,17,76,1188,50897,39293,51136,7208,8274,8065,6768,6479,3495,3354,184968,51,34,27,6,7,9,5,3,3,380,526,84327,52037,63557,9754,10578,9875,8260,7878,4167,5429,255872,56924,8744,6731,1115,1003,712,622,507,296,1780,78425,69202,15173,13798,1875,1843,1601,1290,1138,594,2049,108563,12685,3782,5083,1083,1329,1534,1252,1270,889,1513,30419,562,128,106,11,22,14,17,9,5,87,961,82454,19090,18980,2974,3198,3149,2554,2412,1490,3649,139945,75,15,21,0,0,7,0,4,3,264,392,139455,27848,25731,4088,4199,3859,3174,2923,1785,5697,218761,64455,3082,1823,338,295,280,228,200,113,1661,72480,72986,4654,2730,470
RA21,3028,450,618,631,693,757,391,307,8043,3,3,3,0,0,0,0,3,0,227,242,1943,1237,4006,678,874,867,882,934,484,716,12615,3890,1329,1182,258,170,168,128,114,38,285,7563,995,1153,2110,303,294,280,214,194,101,141,5782,73,100,228,46,60,87,64,49,42,35,784,14,10,21,0,0,3,0,3,0,3,54,1079,1260,2356,348,356,369,278,245,142,178,6611,10,3,0,0,0,0,0,0,0,211,234,4973,2601,3535,609,525,534,400,357,185,676,14405,9472,1150,909,131,129,83,80,51,31,503,12538,1862,601,756,105,102,81,66,57,38,106,3787,149,108,199,32,33,44,37,42,31,44,715,22,4,9,0,0,0,0,3,0,10,44,2033,710,964,145,138,134,106,103,69,152,4548,18,0,6,0,0,0,0,0,0,156,186,11525,1864,1876,273,268,213,185,151,100,818,17272,14105,495,347,56,47,44,38,35,22,571,15760,2795,206,156,21
RA22,622,120,184,199,217,236,145,160,2133,0,0,0,0,0,0,0,0,3,12,19,330,214,809,171,241,252,257,275,178,204,2933,573,187,157,27,21,25,17,19,9,52,1086,213,212,436,55,78,68,54,38,30,41,1234,38,30,87,24,26,18,11,17,12,21,283,3,4,0,0,0,0,0,0,0,3,16,251,251,520,80,104,87,63,59,49,64,1529,3,0,0,0,0,0,0,0,0,3,6,829,439,684,104,123,113,85,79,55,115,2627,1459,182,121,18,22,27,11,17,4,70,1918,388,142,140,29,19,27,20,7,8,38,816,78,28,74,26,33,21,7,18,11,17,307,6,0,0,0,0,0,0,0,0,0,8,470,167,215,53,55,42,25,22,22,59,1130,8,0,3,0,0,0,0,0,0,3,16,1934,352,339,72,74,72,37,37,27,134,3064,2561,91,57,8,12,19,3,6,0,103,2859,575,52,37,4
RA23,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,14,6,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,3,22,21,0,3,0,0,0,0,0,0,0,26,8,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,3,0,3,37,53,0,3,0,0,0,0,0,0,0,59,11,0,0,0
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,59,10,15,20,40,81,97,32,408,0,0,0,0,0,0,0,5,0,28,34,44,36,85,16,25,26,55,123,148,77,634,47,11,11,5,0,5,0,0,16,8,100,19,15,17,7,5,3,5,5,23,8,102,0,0,8,3,0,3,3,5,4,6,31,0,0,0,0,0,0,0,0,0,0,0,20,11,22,5,3,8,10,10,31,16,136,0,0,0,0,0,0,0,0,0,33,38,69,22,28,9,3,10,10,13,44,51,268,65,19,9,0,0,0,0,0,0,9,99,46,4,15,3,3,0,0,0,0,4,74,6,0,0,0,0,0,3,0,0,6,17,0,0,0,0,0,0,0,0,0,3,5,50,4,15,3,3,0,4,0,4,14,94,0,0,0,0,0,0,0,0,0,22,25,118,26,25,5,3,0,3,0,3,45,226,66,5,5,0,0,3,0,0,0,8,92,30,0,3,0
