RA_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
RA20,2678,13781,20634,19437,21100,21335,32141,26044,15173,172318,2136,15549,29154,26844,26562,21122,19260,10199,5869,156699,1279,15391,33899,28230,28344,20327,12395,5573,2594,148047,660,14593,41760,29550,29876,20495,8702,3409,1809,150867,299,9666,46721,30033,29065,19963,6765,2385,1251,146142,76,3064,33775,22953,20264,12891,3684,1032,597,98336,72,961,22338,20376,17379,10639,2653,832,478,75726,37,341,10841,13513,11807,7222,1748,563,291,46359,61,293,12195,19013,14831,8005,2263,793,443,57899,122,295,3127,10676,9904,4800,2170,1018,548,32650,10821,12431,28099,21518,20242,18118,17353,14922,12986,156485,134561,168809,377870,328400,305066,250678,184411,111296,58219,1919303,134090,58209,61682,43968,37169,42796,22454,9517,3992,413882,63925,28519,15765,15392,13553,14741,10929,4979,1843,169658,24781,43489,37445,31022,29548,35631,33269,20934,6695,262814,8757,29045,31653,27229,29422,36599,64436,47327,15952,290426,7118,27624,35125,29050,31948,33708,51821,39473,21202,277065,5571,31664,49073,38997,38756,34055,34951,18760,8792,260621,3232,31961,64890,47563,46246,36499,24537,11474,4654,271050,1773,30347,87727,59316,57021,42174,19995,7184,3272,308810
RA21,1126,3104,4904,5665,7001,8200,12327,8780,4942,56048,874,3879,7119,7804,8628,8139,7536,3466,2014,49463,429,3890,7376,7459,8568,7289,4322,1841,786,41957,162,2822,6939,6934,8322,6554,2701,1020,497,35958,75,1569,6190,5842,7443,5578,1897,738,401,29734,24,491,4021,3977,4618,3314,889,267,113,17708,0,135,2241,3003,3687,2697,616,198,77,12654,3,46,883,1810,2258,1605,356,136,63,7155,3,30,741,1763,2147,1495,452,180,66,6871,46,67,323,884,1153,819,453,251,117,4114,3904,2431,4734,5194,6237,7096,7399,5748,4111,46847,32883,29275,61144,67694,78557,79981,64529,35061,17618,466745,26434,4003,5487,5977,6716,10691,4837,1648,730,66524,16886,3529,2948,3327,3421,4897,3244,1138,437,39826,6370,7634,7734,7580,8319,12611,11761,5650,1831,69494,2696,4822,6469,7540,9273,13942,26580,16026,4844,92189,2952,5518,7192,8168,10670,13633,21663,14109,6917,90823,2341,7326,10163,10742,12384,13470,14551,6717,3021,80715,1219,8278,12998,12056,13932,13461,9326,4031,1449,76763,564,7018,15314,13937,16298,14486,6887,2342,916,77754
RA22,213,566,1011,1284,1620,1971,2956,2292,1243,13161,184,761,1534,1605,1986,1917,1615,875,535,11009,95,794,1447,1546,1954,1716,983,452,201,9199,41,538,1216,1313,1734,1495,621,246,111,7311,16,310,1103,1004,1434,1233,465,196,106,5870,3,101,661,689,853,704,222,48,29,3306,0,29,381,489,704,550,126,46,17,2348,0,9,150,271,385,341,82,26,7,1279,0,4,123,239,344,273,84,43,15,1123,11,13,61,121,182,202,98,55,26,767,912,577,1162,1190,1567,1928,1874,1555,1021,11784,6803,5490,12133,13221,16873,18590,15380,9025,4505,102019,5303,618,1135,1097,1459,2390,1074,473,165,13713,3504,570,597,658,837,1208,793,296,159,8627,1271,1225,1682,1754,2205,3319,3049,1406,458,16366,553,843,1467,1698,2333,3630,7049,4239,1393,23198,564,1034,1575,1980,2634,3556,5552,3736,1788,22425,520,1479,2293,2308,2988,3379,3391,1712,783,18847,244,1723,2801,2652,3384,3351,2176,1010,365,17711,127,1404,3101,2854,3631,3567,1645,541,221,17088
RA23,0,4,5,12,21,26,48,23,15,162,0,8,8,17,23,28,25,12,11,128,0,4,3,12,14,19,20,7,5,87,0,0,12,18,16,23,12,4,0,87,0,0,7,8,17,19,12,3,0,76,0,0,4,9,10,9,0,0,0,45,0,0,3,0,9,6,0,0,0,17,0,0,0,0,13,4,0,0,0,22,0,0,0,4,0,9,3,0,0,18,0,0,0,3,0,3,3,0,0,14,15,0,14,17,19,16,20,17,3,117,67,40,88,148,201,283,255,128,59,1260,61,9,13,11,17,44,13,13,0,175,23,3,3,11,11,22,15,4,0,97,3,24,18,22,38,86,45,22,12,260,3,3,8,25,42,70,122,70,21,374,8,11,13,18,42,64,108,47,30,334,5,10,16,24,34,53,51,23,14,225,0,10,19,30,36,42,48,16,9,204,0,9,20,32,40,48,36,8,3,200
RA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA29,3,27,50,63,48,35,30,12,5,272,9,45,70,47,20,21,12,0,3,224,7,29,59,33,12,19,8,3,0,162,3,16,60,26,21,6,5,0,0,136,0,15,57,18,19,9,3,0,0,118,0,4,33,16,10,9,0,0,0,70,0,0,17,14,9,6,0,0,0,41,0,0,16,4,4,4,0,0,0,28,0,0,14,8,3,5,0,0,0,30,0,0,7,12,5,0,0,0,0,23,28,83,142,97,55,65,33,13,10,526,178,453,795,479,347,352,204,49,28,2883,98,161,195,116,67,94,28,5,0,760,48,60,72,42,37,28,12,0,0,306,76,157,252,219,165,107,45,8,3,1020,16,76,109,119,108,111,119,21,8,690,8,54,121,122,110,98,97,41,5,655,17,74,122,71,55,47,28,6,3,423,15,65,123,72,52,38,13,0,0,381,4,33,136,74,62,30,22,3,0,365
