SSC_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC22453,0,40,56,24,16,140,6,147
SSC22454,0,25,47,21,10,106,0,105
SSC22455,83,557,641,219,123,1616,101,1716
SSC22456,0,8,18,5,5,39,4,45
SSC22457,0,3,13,10,11,39,0,38
SSC22458,9,62,85,41,23,214,10,224
SSC22459,6,124,158,35,12,340,13,347
SSC22460,0,0,5,6,5,16,3,19
SSC22461,62,799,2051,686,390,3988,106,4093
SSC22462,114,891,1921,1049,712,4686,132,4822
SSC22463,0,8,11,5,4,25,0,25
SSC22464,29,243,293,106,74,744,29,768
SSC22465,0,0,3,3,0,8,0,6
SSC22466,0,0,0,0,0,4,0,4
SSC22467,3,90,265,108,84,548,18,566
SSC22468,0,7,9,3,7,24,0,24
SSC22469,0,3,0,7,3,11,0,11
SSC22470,0,0,6,4,0,15,0,15
SSC22471,142,1279,2432,877,580,5302,144,5447
SSC22472,156,1373,2171,616,259,4579,148,4723
SSC22473,0,3,3,3,9,24,0,24
SSC22474,0,25,38,3,3,68,8,77
SSC22475,0,0,4,3,4,19,0,15
SSC22476,49,289,280,106,67,795,49,845
SSC22477,0,6,13,8,3,23,3,27
SSC22478,0,3,3,0,0,7,0,7
SSC22479,0,0,0,0,0,3,0,3
SSC22480,0,0,0,0,3,3,0,3
SSC22481,0,5,15,6,10,34,0,32
SSC22482,0,5,9,6,3,22,0,29
SSC22483,0,0,5,0,0,6,0,6
SSC22484,44,356,659,265,133,1453,60,1509
SSC22485,0,3,0,0,0,8,0,8
SSC22486,0,25,33,17,6,85,5,86
SSC22487,0,4,8,0,0,9,0,9
SSC22488,0,23,17,8,3,45,0,45
SSC22489,5,75,166,54,33,338,5,345
SSC22490,0,9,17,8,10,45,3,47
SSC22491,0,6,0,0,0,7,0,7
SSC22492,683,2617,2198,801,408,6711,323,7037
SSC22493,0,0,0,0,0,0,0,0
SSC22494,105,337,185,44,7,686,35,725
SSC22495,0,12,13,12,8,47,4,48
SSC22496,1095,3391,2108,416,191,7204,247,7455
SSC22497,4,49,38,29,9,121,18,142
SSC22498,7,33,71,30,27,166,6,172
SSC22499,0,4,3,0,3,7,0,11
SSC22500,0,0,19,12,7,35,0,35
SSC22501,0,15,21,8,17,60,4,64
SSC22502,0,0,0,0,0,0,0,0
SSC22503,16,158,188,57,39,459,18,476
SSC22504,0,0,4,3,6,11,0,16
SSC22505,0,4,10,14,3,26,0,26
SSC22506,0,3,6,6,4,21,0,21
SSC22507,0,0,3,3,0,9,3,10
SSC22508,3,27,33,19,18,100,0,100
SSC22509,0,7,8,3,0,17,0,17
SSC22510,0,3,9,6,5,23,0,28
SSC22511,0,0,0,0,0,3,0,3
SSC22512,0,4,25,3,4,41,0,42
SSC22513,3,42,77,31,10,162,9,171
SSC22514,0,0,0,0,0,0,0,0
SSC22515,24,198,279,104,65,668,42,711
SSC22516,0,0,3,0,0,4,0,4
SSC22517,0,5,10,3,7,24,0,24
SSC22518,0,13,31,11,14,73,3,78
SSC22519,0,0,0,5,3,6,0,6
SSC22520,0,22,30,29,19,96,4,101
SSC22521,0,41,104,64,35,247,8,260
SSC22522,0,3,14,7,5,33,4,41
SSC22523,0,13,45,25,21,107,3,107
SSC22524,5,39,75,60,52,223,6,231
SSC22525,5,3,28,16,7,56,11,65
SSC22526,0,0,0,0,0,0,0,0
SSC22527,0,8,4,7,6,22,0,29
SSC22528,0,9,16,3,10,31,3,33
SSC22529,0,0,0,0,0,0,0,0
SSC22530,4,55,147,78,53,337,13,353
SSC22531,13,115,104,36,22,289,19,306
SSC22532,0,13,21,8,3,44,0,50
SSC22533,10,98,194,98,72,476,22,494
SSC22534,510,2137,1781,497,299,5217,220,5437
SSC22535,7,28,45,23,16,111,8,120
SSC22536,0,0,0,0,0,0,0,0
SSC22537,42,414,420,99,49,1023,61,1087
SSC22538,99,1225,2192,582,260,4358,101,4459
SSC22539,0,4,7,3,6,17,0,17
SSC22540,3,20,29,20,14,90,0,92
SSC22541,0,0,5,0,0,15,0,13
SSC22542,0,0,5,0,0,11,0,11
SSC22543,0,0,0,0,0,0,0,0
SSC22544,0,0,0,0,0,0,0,0
SSC22545,0,0,3,0,9,15,0,15
SSC22546,0,0,0,3,0,6,0,6
SSC22547,0,0,3,0,0,3,0,3
SSC22548,0,0,0,0,0,0,0,0
SSC22549,0,5,8,6,3,24,0,27
SSC22550,0,11,21,12,8,53,0,52
SSC22551,0,4,4,0,0,13,0,13
SSC22552,44,463,576,202,104,1390,49,1442
SSC22553,0,22,50,29,18,120,5,132
SSC22554,0,20,52,17,9,99,0,99
SSC22555,0,7,14,8,10,36,0,36
SSC22556,564,3406,3624,1004,470,9066,375,9445
SSC22557,3,85,273,133,67,559,12,577
SSC22558,0,17,83,35,21,161,3,165
SSC22559,268,587,162,23,10,1050,37,1084
SSC22560,0,13,24,11,9,55,0,55
SSC22561,0,4,12,4,7,33,0,33
SSC22562,0,3,5,0,0,11,0,14
SSC22563,0,13,8,3,0,26,0,26
SSC22564,14,154,169,53,42,430,25,452
SSC22565,0,11,28,10,3,53,5,56
SSC22566,0,10,23,4,19,53,9,65
SSC22567,0,5,17,8,6,42,0,39
SSC22568,0,0,6,6,0,16,0,16
SSC22569,101,1892,2602,577,216,5394,209,5604
SSC22570,0,4,0,0,0,6,3,5
SSC22571,0,16,41,30,19,106,12,119
SSC22572,0,0,0,0,0,0,0,0
SSC22573,177,1125,889,261,120,2573,80,2651
SSC22574,11,53,62,20,17,151,4,160
SSC22575,0,0,0,0,0,0,0,0
SSC22576,0,3,0,0,3,10,0,10
SSC22577,0,0,0,0,0,4,0,4
SSC22578,0,0,4,0,0,12,0,12
SSC22579,0,0,11,0,0,12,0,12
SSC22580,0,7,12,3,0,21,3,28
SSC22581,22,267,464,208,170,1137,26,1161
SSC22582,0,0,0,0,0,0,0,0
SSC22583,5,46,121,59,46,276,14,291
SSC22584,0,36,83,38,19,185,7,188
SSC22585,3,28,51,27,36,151,3,154
SSC22586,3,24,43,27,31,129,8,136
SSC22587,0,9,15,17,6,45,3,48
SSC22588,0,10,11,21,19,62,3,65
SSC22589,0,12,23,14,20,74,0,74
SSC22590,0,0,3,0,3,11,0,11
SSC22591,0,0,0,0,7,5,0,5
SSC22592,0,0,0,0,3,3,0,3
SSC22593,0,3,0,0,10,7,0,10
SSC22594,0,0,3,4,3,17,0,17
SSC22595,6,27,14,9,8,65,0,70
SSC22596,0,0,3,0,0,3,0,3
SSC22597,0,0,3,0,0,3,0,4
SSC22598,4,25,53,39,27,139,4,150
SSC22599,4,19,39,13,9,86,4,95
SSC22600,0,6,11,3,5,22,0,24
SSC22601,44,332,494,177,91,1141,30,1165
SSC22602,0,10,15,4,4,38,0,44
SSC22603,0,9,14,6,6,36,3,42
SSC22604,0,26,34,26,23,107,7,113
SSC22605,0,4,4,0,3,14,0,15
SSC22606,0,0,5,0,0,11,0,11
SSC22607,64,606,1025,382,206,2279,35,2318
SSC22608,0,9,20,19,9,55,0,56
SSC22609,0,3,5,4,7,15,0,19
SSC22610,0,8,8,0,0,14,3,21
SSC22611,0,4,19,14,16,57,5,55
SSC22612,9,94,134,51,15,306,15,321
SSC22613,14,154,130,20,5,321,17,336
SSC22614,117,1166,1693,415,195,3594,81,3671
SSC22615,117,1015,1814,604,303,3850,61,3913
SSC22616,0,4,3,3,0,15,0,13
SSC22617,0,6,6,3,5,17,0,21
SSC22618,0,5,4,0,0,6,0,6
SSC22619,0,6,5,11,6,25,0,28
SSC22620,86,706,1142,315,135,2385,51,2433
SSC22621,0,9,21,10,14,52,4,60
SSC22622,14,129,117,51,29,336,20,359
SSC22623,0,4,7,3,3,12,0,12
SSC22624,0,3,3,0,4,14,0,14
SSC22625,0,7,12,0,0,23,0,23
SSC22626,0,24,52,33,21,129,4,137
SSC22627,0,6,5,4,0,10,0,10
SSC22628,0,0,0,0,0,0,0,0
SSC22629,0,0,0,0,0,0,0,0
SSC22630,0,0,10,4,4,17,0,17
SSC22631,13,135,163,62,30,395,25,421
SSC22632,0,5,7,9,3,29,3,31
SSC22633,0,6,5,3,0,16,0,16
SSC22634,0,12,13,5,3,33,4,36
SSC22635,0,0,3,3,5,10,0,10
SSC22636,0,0,6,3,4,14,0,14
SSC22637,0,31,99,42,25,203,0,204
SSC22638,0,3,9,0,0,10,0,10
SSC22639,0,0,0,0,0,0,0,0
SSC22640,0,11,13,0,0,35,0,34
SSC22641,0,0,0,0,0,5,0,5
SSC22642,0,0,0,0,0,0,0,0
SSC22643,0,10,24,17,14,63,0,66
SSC22644,0,8,14,3,9,38,0,43
SSC22645,0,0,4,0,0,4,0,4
SSC22646,0,0,3,0,0,3,0,3
SSC22647,0,0,0,0,3,6,0,6
SSC22648,64,808,1542,577,349,3341,111,3450
SSC22649,0,0,0,6,6,16,0,18
SSC22650,5,50,168,86,84,390,14,402
SSC22651,0,0,3,3,9,14,0,14
SSC22652,0,12,32,21,22,87,0,89
SSC22653,0,17,23,6,6,54,5,52
SSC22654,3,19,15,15,10,61,5,63
SSC22655,7,27,34,10,10,83,4,90
SSC22656,7,128,299,142,73,644,7,654
SSC22657,0,4,10,5,9,27,0,27
SSC22658,5,52,71,16,17,164,10,171
SSC22659,9,14,54,27,26,135,5,133
SSC22660,20,186,405,193,159,966,28,991
SSC22661,0,0,4,0,6,13,3,15
SSC22662,0,7,8,3,12,38,0,35
SSC22663,8,63,161,89,86,402,18,420
SSC22664,0,0,0,0,0,0,0,0
SSC22665,0,15,38,14,11,74,5,78
SSC22666,0,0,0,0,0,8,0,8
SSC22667,533,2861,2551,672,291,6912,379,7287
SSC22668,0,23,73,38,43,177,7,183
SSC22669,0,0,0,0,0,0,0,0
SSC22670,0,11,20,24,8,59,5,61
SSC22671,0,5,12,15,4,39,0,42
SSC22672,154,1309,2148,715,336,4660,109,4774
SSC22673,338,1737,2669,1031,544,6323,157,6482
SSC22674,3,25,49,26,18,117,6,123
SSC22675,0,8,5,3,0,20,0,20
SSC22676,51,354,271,82,36,791,35,827
SSC22677,0,8,12,4,7,32,0,32
SSC22678,0,3,9,7,9,25,0,27
SSC22679,0,0,0,0,3,8,0,8
SSC22680,0,8,20,8,17,40,0,40
SSC22681,0,0,0,0,3,3,0,3
SSC22682,3,55,82,36,15,194,14,204
SSC22683,0,0,7,0,3,8,0,8
SSC22684,66,361,348,105,57,938,43,980
SSC22685,332,1988,2226,678,428,5652,242,5891
SSC22686,0,9,39,22,13,80,3,88
SSC22687,0,3,0,0,0,10,3,12
SSC22688,0,6,15,5,0,25,0,25
SSC22689,16,284,749,362,257,1671,40,1715
SSC22690,0,17,62,49,57,186,8,185
SSC22691,15,240,694,278,200,1431,26,1456
SSC22692,0,0,4,0,3,6,0,6
SSC22693,0,9,26,12,12,55,0,55
SSC22694,3,49,82,39,33,209,5,212
SSC22695,0,0,3,0,3,7,0,7
SSC22696,0,12,32,14,14,67,3,66
SSC22697,742,4207,4255,1123,523,10850,484,11340
SSC22698,0,0,3,3,4,8,3,8
SSC22699,0,5,13,7,3,26,0,26
SSC22700,0,10,13,3,3,32,0,33
SSC22701,0,11,14,7,3,40,3,46
SSC22702,0,0,4,0,5,6,0,6
SSC22703,0,3,5,3,4,19,0,19
SSC22704,3,21,32,13,8,69,5,78
SSC22705,0,3,3,0,0,6,0,6
SSC22706,0,7,17,0,13,40,3,43
SSC22707,3,96,363,147,66,679,8,683
SSC22708,161,833,745,176,80,1990,62,2050
SSC22709,48,374,566,205,104,1297,29,1329
SSC22710,0,0,6,6,3,15,0,15
SSC22711,0,10,31,7,12,53,0,58
SSC22712,0,0,0,0,0,0,0,0
SSC22713,0,4,12,8,11,29,3,36
SSC22714,6,105,243,127,86,567,14,577
SSC22715,0,0,3,0,0,3,0,3
SSC22716,7,24,42,20,10,101,3,106
SSC22717,22,258,610,204,154,1244,30,1276
SSC22718,0,3,0,0,0,6,0,6
SSC22719,0,3,10,3,3,18,0,18
SSC22720,24,146,119,45,32,373,35,404
SSC22721,0,0,3,3,0,6,0,6
SSC22722,0,6,3,3,0,16,3,15
SSC22723,0,0,0,3,0,5,0,5
SSC22724,0,11,8,5,4,23,0,20
SSC22725,0,11,10,6,12,40,0,43
SSC22726,0,7,3,0,7,12,0,12
SSC22727,0,8,20,12,6,49,0,45
SSC22728,0,10,36,18,3,72,6,84
SSC22729,3,45,57,23,14,140,8,142
SSC22730,0,18,11,6,4,39,0,43
SSC22731,488,1846,1264,334,124,4055,223,4286
SSC22732,0,8,13,10,0,25,0,31
SSC22733,0,0,0,0,0,0,0,0
SSC22734,0,0,8,3,10,16,0,16
SSC22735,0,5,5,3,4,17,0,17
SSC22736,1015,5062,4939,1626,885,13535,513,14051
SSC22737,27,194,249,85,69,630,24,654
SSC22738,0,13,17,7,9,46,0,47
SSC22739,12,88,111,55,53,323,12,335
SSC22740,7,40,51,16,18,136,6,141
SSC22741,0,8,19,11,5,40,0,40
SSC22742,572,1954,1264,257,105,4151,159,4308
SSC22743,698,970,301,40,9,2023,73,2089
SSC22744,220,1753,2219,668,285,5142,152,5291
SSC22745,0,15,22,18,8,60,0,63
SSC22746,0,3,0,3,3,6,0,6
SSC22747,93,692,777,296,161,2019,72,2091
SSC22748,0,4,10,0,3,16,0,16
SSC22749,0,13,15,15,5,40,0,42
SSC22750,0,18,53,41,19,130,0,136
SSC22751,3,35,38,9,10,94,7,99
SSC22752,260,1747,2992,1013,553,6560,168,6727
SSC22753,0,0,0,0,0,3,0,3
SSC22754,0,0,3,0,4,10,0,10
SSC22755,94,438,430,155,64,1175,64,1238
SSC22756,0,24,46,30,24,114,6,121
SSC22757,0,0,6,0,0,7,0,7
SSC22758,6,22,38,17,3,86,3,92
SSC22759,0,0,3,0,6,8,0,8
SSC22760,177,704,413,124,49,1464,75,1540
SSC22761,79,523,736,274,219,1832,81,1914
SSC22762,0,0,0,3,3,4,0,4
SSC22763,4,38,55,31,21,140,0,146
SSC22764,0,3,10,7,5,29,0,33
SSC22765,0,0,7,5,0,14,0,20
SSC22766,0,6,8,0,3,19,0,19
SSC22767,0,14,26,3,7,45,4,50
SSC22768,0,12,13,14,11,56,7,60
SSC22769,0,7,8,6,3,20,0,26
SSC22770,0,3,28,12,14,65,0,65
SSC22771,0,0,9,3,4,16,0,16
SSC22772,0,4,6,3,3,15,0,15
SSC22773,0,3,9,3,3,18,0,18
SSC22774,10,57,53,21,22,164,16,177
SSC22775,0,0,0,3,0,8,0,8
SSC22776,0,0,0,3,0,3,0,3
SSC22777,33,604,978,231,68,1917,41,1961
SSC22778,418,1803,1949,539,207,4921,141,5063
SSC22779,84,243,215,31,22,589,37,630
SSC22780,4,40,80,42,37,193,10,204
SSC22781,0,12,33,17,11,78,3,79
SSC22782,0,0,0,0,0,3,0,3
SSC22783,0,7,14,3,4,23,0,27
SSC22784,0,10,18,10,7,48,3,52
SSC22785,0,6,5,8,7,25,0,26
SSC22786,0,0,0,0,0,3,0,6
SSC22787,0,51,61,18,7,131,0,133
SSC22788,32,218,262,113,76,697,43,742
SSC22789,0,8,24,15,8,58,3,59
SSC22790,0,5,9,3,12,28,0,28
SSC22791,730,1597,651,106,26,3108,115,3228
SSC22792,0,0,0,0,0,0,0,0
SSC22793,0,3,0,3,0,9,0,9
SSC22794,0,0,3,0,0,9,0,9
SSC22795,0,0,0,0,0,0,0,3
SSC22796,0,0,0,0,4,4,0,4
SSC22797,0,3,3,0,0,10,0,10
SSC22798,0,7,11,5,5,28,0,28
SSC22799,0,23,55,28,17,129,6,134
SSC22800,0,4,15,3,4,35,0,39
SSC22801,0,0,0,0,0,3,0,3
SSC22802,0,0,0,0,0,4,0,4
SSC22803,0,18,34,7,6,61,0,63
SSC22804,528,2704,2743,743,314,7034,283,7320
SSC22805,39,743,1375,313,132,2608,70,2677
SSC22806,0,0,3,0,0,12,0,9
SSC22807,0,3,3,8,3,21,0,20
SSC22808,0,9,33,15,9,71,7,72
SSC22809,0,10,6,3,0,20,0,20
SSC22810,7,142,474,246,269,1141,22,1157
SSC22811,0,5,11,0,0,17,0,17
SSC22812,0,0,0,0,0,0,0,0
SSC22813,0,0,0,0,0,0,0,0
SSC22814,247,933,577,173,66,1989,133,2124
SSC22815,0,8,21,4,12,45,0,43
SSC22816,0,3,6,5,0,14,0,14
SSC22817,0,11,7,0,3,28,0,31
SSC22818,69,563,859,287,155,1941,60,2001
SSC22819,0,11,36,28,19,95,0,95
SSC22820,0,3,3,4,0,17,0,17
SSC22821,0,10,48,20,13,95,3,97
SSC22822,0,0,5,3,0,11,0,9
SSC22823,0,4,4,7,3,13,4,12
SSC22824,0,11,19,8,6,49,3,52
SSC22825,0,3,10,3,0,16,0,17
SSC22826,0,32,57,30,26,139,3,146
SSC22827,0,17,12,5,0,37,4,38
SSC22828,0,3,21,10,8,45,3,46
SSC22829,0,4,0,0,3,8,0,9
SSC22830,0,5,4,0,3,10,0,10
SSC22831,0,33,58,34,30,150,4,155
SSC22832,0,6,4,0,0,11,0,11
SSC22833,0,16,34,13,14,72,3,81
SSC22834,0,0,0,0,0,0,0,0
SSC22835,0,0,0,0,0,0,0,0
SSC22836,4,21,68,25,27,145,8,151
SSC22837,5,37,26,14,8,90,3,94
SSC22838,0,9,44,30,23,106,4,116
SSC22839,0,0,10,8,0,14,0,14
SSC22840,0,6,13,4,0,23,4,22
SSC22841,0,7,11,7,4,26,3,31
SSC22842,19,311,386,157,125,997,37,1033
SSC22843,0,22,27,16,11,76,5,80
SSC22844,0,9,11,7,3,25,0,25
SSC22845,0,31,55,23,18,122,3,132
SSC22846,3,13,29,14,18,68,0,68
SSC22847,0,0,3,0,4,12,0,12
SSC22848,0,0,0,0,3,4,0,4
SSC22849,0,3,5,0,7,11,0,11
SSC22850,0,0,0,0,0,0,0,0
SSC22851,0,0,0,0,0,0,0,0
SSC22852,0,0,0,0,0,0,0,0
SSC22853,0,0,0,0,0,0,0,0
SSC22854,0,6,11,3,3,26,3,29
SSC22855,0,0,0,0,0,3,0,3
SSC22856,0,0,0,0,0,3,0,3
SSC22857,0,0,0,0,0,0,0,0
SSC22858,0,38,34,29,21,122,4,132
SSC22859,0,6,18,8,7,43,0,46
SSC22860,9,104,154,61,28,362,9,368
SSC22861,18,161,254,95,68,591,26,617
SSC22862,23,100,80,36,21,257,15,272
SSC22863,0,0,0,0,0,4,0,4
SSC22864,0,3,3,0,0,6,0,6
SSC22865,0,0,0,0,0,3,0,3
SSC22866,0,14,3,0,0,22,0,26
SSC22867,0,8,9,0,0,18,0,19
SSC22868,207,2472,3100,897,367,7049,194,7241
SSC22869,0,11,35,20,20,80,3,80
SSC22870,0,3,13,10,5,33,0,33
SSC22871,0,14,9,6,3,31,0,31
SSC22872,0,3,6,9,10,33,0,33
SSC22873,0,3,4,3,4,8,0,8
SSC22874,13,159,274,115,68,638,27,657
SSC22875,0,11,24,18,14,68,3,69
SSC22876,0,0,3,0,0,6,0,6
SSC22877,28,369,637,174,76,1282,30,1311
SSC22878,0,8,21,12,6,48,3,50
SSC22879,25,181,211,91,47,554,25,578
SSC22880,0,0,0,0,0,0,0,0
SSC22881,3,31,49,18,6,101,0,108
SSC22882,0,4,10,10,7,27,0,30
SSC22883,0,16,31,24,19,91,0,97
SSC22884,0,8,11,7,0,25,0,25
SSC22885,4,24,34,13,17,92,0,95
SSC22886,0,0,9,3,0,9,0,11
SSC22887,0,13,24,12,11,61,3,57
SSC22888,0,7,3,3,0,7,0,14
SSC22889,0,5,15,12,8,35,0,39
SSC22890,0,0,0,0,0,0,0,0
SSC22891,0,11,36,13,20,76,3,83
SSC22892,3,21,39,11,8,84,4,87
SSC22893,3,16,25,7,9,60,3,63
SSC22894,0,6,10,3,4,17,6,25
SSC22895,26,209,413,155,133,943,32,979
SSC22896,49,302,339,145,76,918,50,966
SSC22897,0,4,0,4,3,10,0,10
SSC22898,16,180,256,87,66,608,19,624
SSC22899,0,5,23,26,7,60,0,67
SSC22900,70,365,285,92,52,864,36,899
SSC22901,7,44,154,109,144,456,13,471
SSC22902,518,2421,2029,354,126,5452,140,5591
SSC22903,0,3,7,7,4,21,3,26
SSC22904,173,1076,1097,297,138,2774,161,2940
SSC22905,0,0,0,0,0,3,0,3
SSC22906,0,31,59,41,44,174,9,180
SSC22907,0,0,3,0,3,12,0,12
SSC22908,0,0,0,0,0,0,0,0
SSC22909,24,237,229,80,47,625,35,653
SSC22910,3,31,55,34,46,164,5,168
SSC22911,3,17,46,18,19,94,3,103
SSC22912,0,21,28,26,17,96,3,98
SSC22913,0,4,14,10,11,39,0,41
SSC22914,0,6,15,13,4,36,0,36
SSC22915,0,3,7,8,9,31,3,35
SSC22916,0,0,0,3,4,13,0,13
SSC22917,0,0,3,0,3,9,0,9
SSC22918,0,3,15,6,5,33,0,35
SSC22919,7,91,110,59,27,302,23,327
SSC22920,0,46,94,45,47,236,12,248
SSC22921,0,0,0,0,0,0,0,0
SSC22922,0,0,7,7,3,15,0,19
SSC22923,0,0,0,3,3,12,0,12
SSC22924,0,4,15,7,12,46,0,46
SSC22925,0,3,5,3,3,21,0,21
SSC22926,0,7,18,4,12,44,3,41
SSC22927,0,3,4,3,3,16,0,16
SSC22928,0,6,21,11,17,52,0,52
SSC22929,0,0,0,0,0,0,0,0
SSC29494,0,0,0,0,0,0,0,0
SSC29797,0,0,0,0,0,0,0,0
