SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC21519,0,3,5,29,44,74,0,0,0,9,7,18,0,0,0,93,93,191,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,13,26,0,3,0,0,0,0,33,28,63,7,8,14,0,0,0,199,196,398,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,154,125,278,0,0,0,0,0,0,154,129,281,35,30,68,388,366,754
SSC21520,5,4,7,61,61,115,0,0,0,30,27,55,0,0,0,83,80,166,0,0,0,3,0,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,11,15,12,10,23,0,0,0,0,0,0,29,47,77,20,20,36,0,0,0,245,265,503,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,178,364,0,0,0,0,0,3,192,175,364,42,35,76,481,487,961
SSC21521,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,0,7,0,0,0,16,12,31
SSC21522,0,0,0,11,11,19,0,0,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,0,15,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,9,3,9,0,7,5,25,25,53
SSC21523,0,0,0,11,8,18,0,0,0,0,0,3,0,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,26,39,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,52,0,0,0,0,0,0,24,22,52,6,7,16,64,67,127
SSC21524,0,0,0,20,13,36,0,0,0,0,0,0,0,0,0,46,61,112,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,11,7,13,0,0,3,0,0,0,85,91,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,68,158,0,0,0,0,0,0,91,68,158,15,17,32,191,176,361
SSC21525,36,44,82,217,220,439,0,0,0,24,33,59,0,0,0,257,310,567,0,0,0,5,3,11,3,6,14,0,4,6,10,8,18,0,0,0,0,3,3,12,4,12,28,38,66,0,9,10,6,10,16,75,120,197,49,52,98,0,0,0,682,824,1506,3,3,6,9,7,11,0,0,0,0,0,0,0,0,0,4,11,17,4,15,21,686,627,1308,4,3,14,6,3,4,697,632,1333,221,208,432,1648,1733,3383
SSC21526,3,3,4,142,148,287,0,0,0,7,17,25,0,0,0,141,140,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,5,23,13,44,0,0,0,0,0,0,24,37,64,15,13,35,0,0,0,374,379,751,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,244,230,471,0,3,3,0,0,0,243,230,475,139,116,258,770,727,1497
SSC21527,0,0,0,38,42,81,0,0,0,5,0,8,0,0,0,71,78,148,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,8,14,3,0,3,0,0,0,13,17,24,6,9,14,0,0,0,134,162,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,70,153,0,0,0,0,0,0,92,70,153,23,26,46,247,257,506
SSC21528,4,7,11,148,183,332,0,0,0,25,26,56,0,0,0,221,233,452,0,0,3,5,3,5,3,6,9,0,3,3,3,3,9,0,0,0,5,4,5,3,3,6,35,39,73,7,4,8,0,0,0,31,47,77,19,27,42,0,0,0,506,582,1087,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,5,362,356,721,0,4,7,0,3,3,361,365,730,84,89,168,960,1049,2004
SSC21529,0,3,3,20,22,45,0,0,0,0,0,0,0,0,0,21,28,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,57,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,73,0,0,0,0,0,0,43,30,73,18,10,31,116,96,215
SSC21530,3,0,3,23,19,45,0,0,0,0,0,0,0,0,0,28,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,8,9,21,4,3,7,0,0,0,67,65,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,83,0,0,0,0,0,0,36,45,84,16,11,25,121,125,240
SSC21531,0,0,0,11,5,11,0,0,0,0,0,0,0,0,0,13,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,0,0,0,0,0,0,15,17,32,9,7,14,47,51,95
SSC21532,3,9,10,62,85,152,0,0,0,7,6,12,0,0,0,82,89,167,0,0,0,10,6,17,0,0,0,0,0,0,7,3,7,0,0,0,0,3,3,0,0,0,16,22,38,0,0,0,0,0,0,28,52,81,5,7,11,0,0,0,221,273,498,3,4,11,0,5,6,0,0,3,0,0,0,0,0,3,3,0,4,0,3,6,229,192,422,0,3,3,0,3,3,229,198,429,82,80,155,543,570,1114
SSC21533,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,6,10
SSC21534,18,18,36,83,101,185,0,0,0,22,18,45,11,9,24,372,388,765,3,4,6,64,71,134,3,3,8,0,0,0,9,10,15,0,0,0,6,10,16,8,10,18,23,32,61,0,0,3,4,4,9,35,25,56,53,49,99,0,0,3,694,747,1443,0,3,4,28,31,61,0,0,0,0,0,0,8,9,20,0,4,4,9,13,29,281,260,539,0,4,9,0,0,3,287,262,550,98,91,181,1132,1167,2301
SSC21535,3,3,4,3,0,4,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,18,14,25
SSC21536,0,0,0,8,15,25,0,0,0,0,0,0,0,0,0,18,21,38,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,4,22,21,45,6,7,10,0,0,0,73,75,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,58,0,0,0,0,0,0,34,30,58,18,9,28,118,115,231
SSC21537,13,14,26,209,250,455,0,0,0,13,31,45,3,6,12,472,572,1037,12,8,22,68,77,142,0,3,3,7,4,10,13,15,28,0,3,3,4,6,12,23,30,51,41,50,92,4,0,9,0,3,4,68,72,143,30,44,72,0,0,0,964,1175,2139,3,3,9,21,20,41,0,3,7,0,0,0,5,0,5,3,7,12,6,7,14,730,667,1397,4,9,12,5,4,7,739,679,1421,111,127,234,1865,2026,3891
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,12,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,4,0,10,0,4,7,20,19,36
SSC21540,10,10,26,46,51,100,0,0,0,0,0,3,0,0,0,111,142,257,0,7,8,3,0,7,0,6,6,0,0,3,0,3,0,4,3,6,0,0,0,8,5,8,4,9,16,0,0,0,0,4,4,26,23,40,15,11,24,0,0,0,213,266,477,17,14,25,5,3,8,3,0,5,0,0,0,4,5,9,0,4,3,8,5,11,214,179,386,0,0,0,0,0,0,212,179,391,29,32,65,498,510,1014
SSC21541,0,0,0,114,119,234,0,0,0,15,16,31,0,0,0,88,120,213,0,3,0,0,0,0,3,3,7,5,4,5,0,0,0,0,0,0,0,0,3,8,3,7,19,16,31,0,0,0,0,0,0,34,45,73,12,11,21,0,0,0,291,340,636,4,3,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,3,224,198,425,0,4,5,0,0,0,222,201,431,86,86,171,613,637,1254
SSC21542,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,4,10,0,0,0,0,0,0,5,4,10,3,0,3,15,15,28
SSC21543,0,0,0,14,16,27,0,0,0,3,3,8,0,0,0,16,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,4,5,9,4,3,9,0,0,0,34,55,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,48,37,81,0,0,0,0,0,0,49,37,85,26,24,46,111,115,225
SSC21544,383,361,743,155,217,371,0,0,0,31,43,73,0,0,0,1047,1088,2128,3,3,11,69,85,155,12,8,20,8,26,31,10,11,18,32,40,74,21,22,43,108,98,202,39,59,95,3,8,10,20,18,33,44,39,88,131,149,286,0,3,3,1739,1903,3642,380,374,756,442,416,857,0,5,5,0,0,0,236,188,426,9,6,15,247,195,445,710,631,1343,8,10,10,3,6,12,724,640,1365,350,361,707,4265,4253,8519
SSC21545,260,277,545,129,141,273,0,0,0,11,13,29,0,0,0,749,843,1595,3,3,11,93,82,175,10,9,18,14,17,29,0,0,0,35,27,61,6,9,17,90,99,188,22,20,47,0,3,4,7,5,14,43,43,90,81,123,211,7,3,10,1314,1445,2755,341,325,660,235,248,482,3,0,4,0,0,0,228,221,454,13,13,24,238,240,476,690,645,1332,3,3,5,0,4,9,694,651,1346,226,226,445,3314,3409,6725
SSC21546,0,0,0,11,7,12,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,0,0,0,13,13,29
SSC21547,0,0,3,8,5,16,0,0,0,0,0,0,0,0,0,19,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,40,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,67,0,0,0,0,0,0,39,25,68,25,19,41,100,78,175
SSC21548,46,57,112,317,342,663,0,0,0,29,57,91,20,17,45,930,1037,1969,0,3,4,136,103,240,8,11,21,0,0,0,17,10,26,29,26,53,3,6,3,56,50,108,57,53,104,10,6,18,7,9,15,100,107,201,104,117,224,9,3,13,1833,1963,3805,27,31,55,58,75,130,3,4,6,0,0,0,10,11,18,0,6,3,14,9,22,1043,948,1990,6,3,9,7,0,7,1057,950,2006,276,258,530,3311,3352,6663
SSC21549,7,8,11,35,43,79,0,0,0,17,17,38,0,0,0,165,172,338,0,0,0,23,16,35,0,0,0,0,3,3,0,0,0,8,9,14,3,0,4,18,12,34,9,8,19,0,0,0,0,0,3,17,16,36,18,11,34,0,0,0,316,319,639,3,3,4,15,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,88,195,0,0,0,0,0,0,111,88,195,45,28,77,494,460,957
SSC21550,3,0,5,31,39,70,0,0,0,4,9,13,0,0,0,52,50,100,0,0,0,3,0,7,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,3,7,14,14,31,0,0,0,0,0,0,43,53,93,4,8,13,0,0,0,163,183,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,64,140,0,0,0,0,0,0,74,63,137,18,17,35,254,265,522
SSC21551,0,0,0,59,77,135,0,0,0,3,3,3,0,0,0,77,60,138,0,0,3,0,3,6,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,0,0,3,0,0,0,13,12,23,20,20,39,0,0,0,184,186,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,203,195,394,0,4,4,0,0,3,204,197,405,38,30,66,439,412,851
SSC21552,3,3,8,119,130,250,0,0,0,5,9,17,0,0,0,229,236,462,0,0,0,3,3,9,0,0,0,0,0,0,7,6,8,0,0,0,7,0,5,4,3,6,20,16,37,0,0,0,0,0,0,39,53,94,13,19,31,0,0,0,443,475,919,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,3,3,7,473,417,885,8,3,8,6,8,13,483,421,909,105,91,196,1037,1000,2040
SSC21553,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,4,5,13,3,0,3,16,19,29
SSC21554,92,114,208,358,469,830,0,0,0,60,76,143,0,0,0,1274,1457,2733,9,4,16,176,203,384,3,3,7,0,3,6,29,31,56,3,8,19,6,9,20,44,46,92,83,103,181,13,16,30,5,6,13,112,148,260,95,106,206,3,3,3,2273,2704,4980,82,83,162,96,80,175,3,3,10,0,0,0,15,15,30,20,20,41,39,34,76,1674,1560,3237,17,13,26,10,11,16,1697,1580,3284,408,482,885,4688,5077,9769
SSC21555,0,0,0,3,6,8,0,0,0,4,0,4,0,0,0,16,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,32,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,0,0,0,0,0,0,10,14,20,4,3,6,49,42,87
SSC21556,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,0,0,0,7,6,11,0,0,3,11,14,20
SSC21557,0,0,0,13,10,19,0,0,0,0,0,0,0,0,0,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,31,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,0,0,0,0,0,0,10,14,24,3,3,10,46,46,91
SSC21558,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,7,0,0,0,0,0,0,3,5,7,3,0,3,9,10,20
SSC21559,9,21,27,162,230,393,0,0,0,21,24,42,0,0,0,446,486,926,0,3,3,16,13,34,6,11,15,3,3,9,11,9,22,0,0,0,4,12,13,15,14,34,25,33,58,3,0,6,3,4,5,70,87,155,48,48,97,0,0,0,832,990,1816,22,9,31,9,11,20,0,0,0,0,0,0,24,11,38,3,10,15,32,20,54,643,576,1224,7,6,14,0,6,3,650,589,1239,140,125,266,1690,1759,3453
SSC21560,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,6,6,12,3,3,3,11,13,19
SSC21561,15,21,30,492,625,1119,0,0,0,23,28,52,0,0,0,574,605,1178,0,0,0,0,0,0,3,4,11,0,0,0,7,7,17,0,0,0,3,3,5,8,13,15,62,65,128,0,4,3,0,0,0,174,223,398,39,41,75,0,0,0,1387,1612,3007,6,7,12,4,3,3,0,0,0,0,0,0,3,0,4,4,9,14,9,9,15,863,820,1685,4,4,7,0,3,11,871,832,1704,254,255,507,2544,2734,5280
SSC21562,0,0,0,7,10,23,0,0,0,0,0,0,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,30,0,0,0,0,0,0,17,11,30,3,3,5,44,36,82
SSC21563,0,3,3,28,20,47,0,0,0,0,0,0,0,0,0,59,46,99,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,7,7,3,0,3,0,0,4,0,0,0,18,20,36,3,5,6,0,0,0,123,97,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,54,116,0,0,0,0,0,0,63,54,116,18,17,37,202,168,371
SSC21564,7,9,18,351,370,717,0,0,0,58,59,120,14,12,24,530,561,1098,5,5,12,11,8,23,0,3,7,0,0,0,7,15,25,0,0,0,6,3,10,21,21,39,49,55,99,5,6,8,0,0,0,204,209,415,56,64,124,0,0,0,1314,1397,2716,5,5,8,6,5,5,0,3,3,0,0,0,0,0,0,7,4,16,9,4,15,951,871,1823,12,3,15,0,3,5,958,880,1843,207,177,384,2511,2481,4992
SSC21565,510,614,1121,107,173,279,0,0,0,28,41,70,0,0,0,913,1047,1961,5,8,7,166,175,339,3,6,12,0,3,4,6,3,11,17,13,35,22,20,37,46,52,102,31,54,83,4,3,7,3,9,8,37,49,91,77,107,184,4,6,9,1467,1769,3235,154,109,256,333,217,555,4,3,8,0,0,0,23,9,28,10,16,25,31,23,60,1471,1324,2791,13,8,22,3,4,9,1490,1335,2821,541,437,978,4521,4513,9032
SSC21566,0,0,0,25,33,58,0,0,0,10,5,15,0,0,0,48,52,96,0,3,3,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,21,15,40,0,0,0,0,3,3,4,3,7,8,7,17,0,0,0,125,119,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,148,0,0,0,0,0,0,72,77,147,18,15,34,220,210,425
SSC21567,0,0,0,8,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,0,0,0,0,0,0,10,12,20,6,3,9,23,25,46
SSC21568,0,0,0,24,37,59,0,0,0,0,3,3,0,0,0,25,33,60,0,0,3,3,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,8,6,12,0,0,0,0,0,0,10,12,20,3,6,3,0,0,0,72,98,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,191,0,0,0,0,0,0,95,90,191,18,24,43,195,223,416
SSC21569,0,0,0,8,20,31,0,0,0,0,0,0,0,0,0,26,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,8,6,0,0,4,0,0,0,48,52,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,37,80,0,0,0,0,0,0,50,37,80,14,12,26,105,101,212
SSC21570,0,0,0,3,6,10,0,0,0,0,0,3,0,0,0,7,10,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,4,0,0,0,22,28,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,7,4,14,0,0,0,26,27,60
SSC21571,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,3,0,0,0,16,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,3,3,6,20,18,37
SSC21572,0,3,3,12,13,25,0,0,0,0,0,0,0,0,0,15,22,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,7,5,15,3,3,4,0,0,0,51,52,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,77,0,0,0,0,0,0,45,33,77,22,17,36,114,95,211
SSC21573,12,12,24,104,131,233,0,0,0,18,21,40,0,0,0,103,127,223,0,3,3,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,0,0,0,18,19,32,8,7,12,0,0,0,34,36,73,18,18,32,0,0,3,299,358,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,337,330,667,5,3,9,5,0,7,349,335,686,69,68,134,730,781,1513
SSC21574,5,7,9,71,90,159,0,0,0,4,0,3,0,0,0,45,69,117,0,0,3,3,4,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,9,7,19,13,30,0,0,0,0,3,3,13,24,39,7,10,19,0,0,0,171,234,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,9,282,242,524,6,3,6,3,0,4,290,243,532,51,54,107,524,541,1063
SSC21575,6,9,17,54,56,110,0,0,0,7,6,13,0,0,0,77,64,137,0,0,0,3,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,4,9,8,15,0,0,0,0,0,0,10,13,29,5,8,17,0,0,0,167,160,330,0,0,0,5,3,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,195,175,375,0,0,7,0,0,0,197,181,375,54,42,93,427,403,831
SSC21576,54,79,131,754,950,1695,0,0,0,27,15,40,0,0,0,879,1065,1944,3,4,7,195,209,405,0,8,6,3,0,4,13,8,21,10,14,21,7,10,20,10,16,22,86,108,194,0,0,3,0,0,0,149,205,356,50,62,108,0,3,3,2182,2687,4864,94,82,170,35,24,53,291,318,607,0,0,0,14,8,27,10,3,16,23,17,37,1579,1615,3197,19,16,37,7,7,10,1607,1636,3241,478,478,949,4754,5311,10066
