SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC21555,0,0,0,18,20,7,4,19,3,72
SSC21556,0,0,0,3,3,3,0,8,3,16
SSC21557,0,0,0,12,23,9,4,15,4,75
SSC21558,0,0,0,0,5,5,7,0,4,18
SSC21559,60,8,74,653,692,307,266,542,185,2650
SSC21560,0,0,0,6,3,0,3,4,3,20
SSC21561,70,34,153,802,1021,579,543,857,467,4264
SSC21562,0,0,0,12,17,10,6,9,10,65
SSC21563,0,0,0,69,76,43,30,58,29,308
SSC21564,7,3,25,854,1043,541,437,548,271,3688
SSC21565,53,59,157,1840,1790,554,429,2114,870,7594
SSC21566,0,0,7,78,88,52,30,66,29,340
SSC21567,0,0,3,4,12,7,0,10,6,42
SSC21568,0,3,6,75,109,63,46,38,28,352
SSC21569,0,0,3,33,59,18,25,27,19,174
SSC21570,0,0,0,6,19,8,5,10,0,50
SSC21571,0,0,0,5,9,9,0,4,5,37
SSC21572,0,0,0,22,20,29,24,51,23,177
SSC21573,38,5,72,222,388,236,176,230,96,1351
SSC21574,12,10,39,143,263,155,118,165,87,936
SSC21575,0,3,8,170,195,94,72,94,76,709
SSC21576,151,58,349,2366,2273,918,620,1534,571,8289
SSC21577,252,56,506,4818,4869,1990,1304,3975,957,17911
SSC21578,0,0,0,0,0,0,0,7,0,4
SSC21579,6,3,13,58,37,30,31,59,36,256
SSC21580,3,0,0,114,164,85,58,68,31,515
SSC21581,0,0,0,29,54,44,19,21,24,191
SSC21582,3,0,3,24,33,15,18,25,23,138
SSC21583,24,11,66,531,622,266,188,362,143,2115
SSC21584,0,3,3,10,7,11,13,15,17,75
SSC21585,0,0,0,18,10,4,10,9,13,60
SSC21586,0,0,0,8,5,4,4,3,3,24
SSC21587,0,0,0,0,4,0,0,0,0,8
SSC21588,81,26,169,799,1076,524,404,671,397,3870
SSC21589,0,0,0,0,3,0,3,0,5,17
SSC21590,3,0,5,35,40,11,16,20,14,129
SSC21591,0,0,0,31,33,22,24,31,30,176
SSC21592,3,4,11,33,56,37,25,34,22,211
SSC21593,62,19,130,2793,2651,888,631,2610,840,10421
SSC21594,0,0,3,15,23,12,9,12,4,80
SSC21595,3,0,5,35,63,34,39,24,16,217
SSC21596,0,0,0,0,0,0,0,0,0,0
SSC21597,5,3,10,79,135,96,50,65,66,490
SSC21598,0,3,3,16,32,18,13,15,8,99
SSC21599,0,0,0,0,4,4,0,0,0,4
SSC21600,0,0,0,0,4,0,3,3,3,15
SSC21601,0,3,7,205,304,122,132,158,104,1033
SSC21602,0,0,4,7,17,8,7,14,25,86
SSC21603,0,0,0,3,18,15,5,4,3,48
SSC21604,104,26,192,353,414,161,122,427,124,1608
SSC21605,0,0,0,0,0,0,0,0,0,0
SSC21606,0,0,0,13,35,9,5,23,13,99
SSC21607,172,81,354,1105,1464,842,760,1719,786,6677
SSC21608,0,3,10,125,125,64,48,78,30,462
SSC21609,3,3,3,75,92,29,36,64,54,351
SSC21610,0,0,0,7,8,3,0,4,11,34
SSC21611,0,0,0,5,3,0,0,4,0,10
SSC21612,0,0,0,0,0,0,0,0,0,4
SSC21613,0,0,0,39,47,25,17,29,11,168
SSC21614,31,20,86,472,638,361,284,477,203,2431
SSC21615,0,0,0,5,7,3,8,3,17,41
SSC21616,0,0,0,21,38,19,17,15,3,112
SSC21617,3,3,8,112,132,42,43,55,35,420
SSC21618,122,18,183,1275,1292,610,343,989,265,4770
SSC21619,0,0,3,7,16,17,6,45,3,94
SSC21620,3,0,3,20,28,10,15,10,22,106
SSC21621,0,0,0,18,17,9,18,9,6,76
SSC21622,0,0,0,7,21,12,13,7,9,70
SSC21623,3,0,5,5,18,11,10,12,4,60
SSC21624,52,11,72,2080,1789,787,913,4783,1052,11413
SSC21625,0,0,0,3,0,3,5,4,4,21
SSC21626,3,3,11,126,168,97,80,92,59,620
SSC21627,0,0,0,3,0,0,0,0,0,9
SSC21628,0,0,0,7,15,12,3,7,9,58
SSC21629,107,117,325,12085,8418,1860,1029,16269,5836,45503
SSC21630,0,0,0,13,7,0,0,10,73,98
SSC21631,38,21,96,1194,1415,597,704,1964,704,6575
SSC21632,146,19,181,1649,1980,926,902,2630,1025,9105
SSC21633,34,20,72,2826,3176,1395,1300,3303,1140,13134
SSC21634,0,0,0,3,12,6,3,0,3,35
SSC21635,0,0,0,6,0,0,8,3,3,20
SSC21636,0,0,0,3,5,0,4,3,4,27
SSC21637,188,95,440,2937,3134,1157,750,2166,711,10861
SSC21638,3,3,13,172,230,124,91,121,66,804
SSC21639,0,0,0,8,8,3,4,4,7,31
SSC21640,0,0,0,12,12,3,8,15,3,48
SSC21641,0,3,5,15,17,5,7,3,10,56
SSC21642,69,20,117,365,525,267,231,563,302,2252
SSC21643,0,0,0,63,82,52,35,65,26,318
SSC21644,0,0,0,30,40,15,23,36,12,162
SSC21645,0,0,5,112,178,89,87,101,60,622
SSC21646,0,0,0,15,16,4,0,11,11,57
SSC21647,0,3,8,43,60,30,34,27,29,228
SSC21648,14,9,47,2772,3204,1272,1211,2623,915,12001
SSC21649,0,0,0,22,41,23,13,27,14,140
SSC21650,0,0,0,5,12,8,5,3,5,38
SSC21651,3,0,7,25,41,24,17,22,18,151
SSC21652,0,3,5,15,32,25,15,10,12,113
SSC21653,4,0,9,57,107,45,56,54,32,346
SSC21654,3,0,7,99,139,70,61,134,56,560
SSC21655,0,0,0,0,0,0,0,0,0,0
SSC21656,0,0,3,84,112,53,34,87,46,410
SSC21657,0,0,3,54,76,46,39,53,8,282
SSC21658,0,0,0,11,8,3,5,13,3,38
SSC21659,0,0,0,31,48,22,18,24,21,164
SSC21660,0,0,0,33,48,25,16,20,18,157
SSC21661,0,0,0,5,8,3,0,0,3,24
SSC21662,9,7,26,219,354,207,160,183,140,1259
SSC21663,0,0,0,17,34,34,16,26,21,139
SSC21664,9,0,10,556,588,246,242,615,187,2430
SSC21665,0,0,0,0,4,0,9,0,0,18
SSC21666,25,15,102,980,1064,364,251,488,247,3395
SSC21667,0,0,0,29,16,9,13,7,0,74
SSC21668,0,0,0,21,42,12,20,46,28,166
SSC21669,0,0,0,6,11,0,0,0,3,20
SSC21670,4,0,3,68,139,76,58,82,39,464
SSC21671,418,198,900,5139,6468,2958,2400,6430,3184,26591
SSC21672,213,50,346,5564,5690,2454,2112,7243,1587,24647
SSC21673,0,3,7,20,41,12,12,18,22,134
SSC21674,3,3,24,290,337,159,151,258,114,1315
SSC21675,0,0,0,6,6,3,0,6,5,29
SSC21676,0,0,0,9,11,3,5,9,15,51
SSC21677,0,0,0,7,3,4,3,4,5,19
SSC21678,0,0,4,6,14,8,4,12,4,44
SSC21679,0,0,0,6,9,3,0,3,0,21
SSC21680,3,4,14,503,653,295,276,375,129,2225
SSC21681,3,0,3,13,7,6,3,3,8,41
SSC21682,0,0,3,15,23,8,11,12,5,75
SSC21683,0,0,0,13,16,10,9,12,5,64
SSC21684,0,0,0,6,10,8,8,7,18,59
SSC21685,0,0,0,6,5,5,3,8,3,43
SSC21686,0,0,0,0,3,3,0,0,3,12
SSC21687,26,0,42,58,93,61,49,128,70,460
SSC21688,0,0,0,0,0,0,0,0,0,0
SSC21689,0,0,0,0,0,0,0,0,0,0
SSC21690,0,0,0,9,13,3,5,9,0,37
SSC21691,0,0,6,56,65,50,29,35,22,255
SSC21692,31,14,55,328,467,272,216,309,189,1776
SSC21693,0,0,0,9,7,3,5,3,0,20
SSC21694,99,51,299,3354,3891,1660,1144,2403,694,13140
SSC21695,3,3,11,131,202,73,66,161,58,698
SSC21696,0,0,0,13,11,4,5,7,4,47
SSC21697,0,0,0,17,25,11,17,15,5,91
SSC21698,0,0,0,13,13,7,5,11,4,51
SSC21699,3,0,8,19,41,23,21,21,13,137
SSC21700,0,0,0,0,4,0,0,7,0,9
SSC21701,0,0,3,6,8,3,3,0,0,24
SSC21702,0,0,0,19,29,12,18,28,14,118
SSC21703,0,0,0,44,78,25,24,26,25,227
SSC21704,78,47,216,1246,1652,830,804,1945,941,7425
SSC21705,3,3,7,87,116,58,64,60,47,423
SSC21706,0,0,0,16,25,12,9,10,7,82
SSC21707,0,0,0,0,3,4,3,4,5,23
SSC21708,0,0,0,0,0,0,5,3,0,7
SSC21709,0,0,6,10,16,12,10,10,7,70
SSC21710,0,0,3,9,16,15,8,14,8,71
SSC21711,0,0,0,6,13,5,7,3,0,35
SSC21712,0,0,0,14,20,15,5,3,22,76
SSC21713,0,0,0,12,3,6,3,3,3,27
SSC21714,0,0,0,19,25,14,17,26,4,102
SSC21715,23,5,67,646,800,416,326,484,182,2850
SSC21716,0,0,4,30,53,29,19,35,20,176
SSC21717,0,0,0,8,12,10,5,3,3,40
SSC21718,0,0,0,0,0,0,0,0,0,0
SSC21719,0,3,3,4,20,3,9,11,7,57
SSC21720,25,14,120,1145,1160,524,317,725,163,4039
SSC21721,55,28,176,1129,1328,576,391,819,213,4453
SSC21722,0,0,0,8,8,11,5,5,6,43
SSC21723,51,21,132,1893,2237,974,641,1125,353,7225
SSC21724,150,40,244,1327,1554,695,481,1113,330,5495
SSC21725,5,3,35,216,293,178,112,267,131,1202
SSC21726,0,0,0,4,3,3,0,0,0,19
SSC21727,0,0,0,6,9,8,4,4,3,31
SSC21728,0,0,3,21,36,31,24,24,14,156
SSC21729,0,0,0,4,9,9,8,6,0,34
SSC21730,229,41,397,3379,3317,1213,828,2438,808,11985
SSC21731,0,0,0,15,11,9,4,16,4,71
SSC21732,0,0,0,16,28,7,11,5,5,70
SSC21733,0,0,0,4,4,3,0,4,0,15
SSC21734,66,32,178,1147,1310,521,376,1099,395,4848
SSC21735,0,0,0,0,0,0,0,0,0,0
SSC21736,0,0,0,13,31,8,11,8,10,67
SSC21737,0,0,0,17,21,8,11,0,3,61
SSC21738,0,0,0,7,10,0,0,3,0,19
SSC21739,0,0,0,0,3,0,0,8,11,32
SSC21740,0,0,0,3,3,0,0,0,0,8
SSC21741,0,0,0,8,24,17,9,8,14,77
SSC21742,8,3,13,193,232,115,97,178,110,923
SSC21743,102,87,299,4521,4838,2129,1550,3573,1022,17633
SSC21744,99,27,188,1224,1551,700,553,1695,778,6497
SSC21745,0,0,5,24,24,10,19,19,7,97
SSC21746,0,0,0,13,13,11,11,9,3,57
SSC21747,0,0,0,29,41,27,14,15,18,149
SSC21748,154,41,249,1813,1941,692,440,1241,451,6570
SSC21749,0,0,0,5,11,3,3,0,3,22
SSC21750,3,0,3,145,142,107,69,88,30,582
SSC21751,504,137,998,4404,5463,2602,1705,4389,1600,20165
SSC21752,0,0,0,0,0,0,0,0,0,0
SSC21753,0,0,0,17,28,17,11,18,14,106
SSC21754,0,0,0,0,0,0,0,0,0,4
SSC21755,33,16,63,182,266,146,130,268,119,1104
SSC21756,0,0,0,0,0,0,0,4,3,7
SSC21757,238,65,448,1965,2505,1261,1196,2959,1529,11418
SSC21758,0,0,0,19,27,19,12,15,6,110
SSC21759,0,0,0,3,4,3,0,7,0,20
SSC21760,9,5,27,99,197,115,85,116,61,674
SSC21761,0,0,0,0,5,3,0,0,0,9
SSC21762,0,0,0,0,5,3,0,0,0,16
SSC21763,0,0,0,4,9,6,3,3,3,23
SSC21764,0,0,0,5,10,9,7,4,12,43
SSC21765,0,0,0,0,0,0,0,0,0,0
SSC21766,0,0,0,48,29,3,7,53,75,216
SSC21767,3,0,3,26,43,20,14,20,15,134
SSC21768,0,0,0,10,4,5,7,11,3,44
SSC21769,0,0,0,9,20,13,14,14,7,91
SSC21770,0,0,0,0,0,0,0,0,0,9
SSC21771,19,8,50,604,769,325,250,524,213,2683
SSC21772,0,0,0,0,6,0,0,5,4,21
SSC21773,0,0,0,0,0,0,0,0,0,5
SSC21774,0,0,7,80,92,43,61,111,111,491
SSC21775,18,4,29,220,312,166,122,140,65,1033
SSC21776,0,0,0,5,25,9,21,16,23,94
SSC21777,0,0,0,0,3,0,0,0,3,6
SSC21778,0,0,4,314,391,162,130,169,83,1242
SSC21779,0,3,5,11,27,11,13,10,9,81
SSC21780,0,0,0,107,123,68,62,67,51,472
SSC21781,202,57,443,3206,4041,2157,1489,2381,837,14109
SSC21782,0,0,0,5,0,0,3,0,0,12
SSC21783,38,16,95,1931,2151,1031,800,1368,478,7752
SSC21784,0,0,0,13,24,12,10,5,5,60
SSC21785,0,0,0,4,18,8,7,15,7,69
SSC21786,8,8,26,630,643,293,201,468,181,2418
SSC21787,0,0,0,5,0,0,0,5,0,11
SSC21788,0,0,0,3,5,3,16,3,7,36
SSC21789,4,3,14,215,336,163,131,156,68,1067
SSC21790,0,0,0,3,3,0,0,3,0,6
SSC21791,260,69,535,3428,4231,2020,1448,2544,902,14578
SSC21792,0,0,0,11,12,10,4,4,0,48
SSC21793,0,0,0,44,46,37,30,26,16,196
SSC21794,0,0,0,3,3,3,0,0,0,12
SSC21795,14,7,31,438,515,185,148,356,166,1810
SSC21796,0,0,0,13,6,0,10,6,4,34
SSC21797,0,0,0,5,7,0,6,8,6,35
SSC21798,0,0,3,58,65,33,37,47,11,250
SSC21799,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0
SSC21801,0,0,4,61,53,31,32,43,22,233
SSC21802,0,0,0,9,32,22,16,7,23,101
SSC21803,0,0,0,11,25,12,12,17,21,96
SSC21804,343,124,1034,6746,7499,3500,2525,6036,1592,27906
SSC21805,0,0,0,4,12,0,4,9,3,37
SSC21806,0,0,0,11,15,9,8,13,8,74
SSC21807,0,0,8,16,27,14,9,10,0,69
SSC21808,3,7,13,65,102,48,40,66,40,362
SSC21809,0,0,0,12,7,3,4,4,3,30
SSC21810,0,0,5,62,65,44,39,39,24,272
SSC21811,0,0,0,36,25,20,9,25,29,156
SSC21812,0,0,0,65,101,48,42,56,27,336
SSC21813,0,0,0,3,11,3,10,3,5,32
SSC21814,0,0,8,30,49,28,19,23,7,154
SSC21815,269,91,490,3558,3989,1814,1478,4124,1058,16027
SSC21816,0,0,0,15,28,9,18,22,9,94
SSC21817,0,0,0,23,24,12,9,18,8,98
SSC21818,0,0,0,18,28,25,20,15,12,121
SSC21819,0,0,0,0,4,5,0,10,0,20
SSC21820,25,14,48,100,173,100,74,199,108,755
SSC21821,0,0,0,20,19,15,10,34,24,120
SSC21822,0,0,5,31,34,25,21,28,19,153
SSC21823,0,0,0,14,29,17,12,18,10,102
SSC21824,0,3,3,10,16,7,7,4,3,56
SSC21825,0,0,0,0,3,0,0,0,0,8
SSC21826,0,0,0,7,5,4,4,8,0,30
SSC21827,0,0,0,8,13,9,3,3,6,47
SSC21828,4,0,4,20,51,28,14,30,17,165
SSC21829,0,0,0,5,9,0,4,8,6,33
SSC21830,0,0,0,29,23,18,12,17,8,117
SSC21831,0,0,0,3,0,0,0,0,0,4
SSC21832,3,0,3,24,25,10,12,15,19,101
SSC21833,3,0,11,41,50,29,35,41,29,233
SSC21834,0,0,0,0,3,0,0,3,0,11
SSC21835,0,0,0,8,30,9,15,13,12,95
SSC21836,0,0,0,10,22,12,9,6,3,62
SSC21837,120,36,248,2320,2390,852,543,1775,412,8296
SSC21838,7,11,28,136,180,99,76,148,78,717
SSC21839,0,0,0,22,44,25,16,19,12,144
SSC21840,0,0,0,23,32,10,17,19,12,115
SSC21841,0,0,0,13,10,9,9,6,3,40
SSC21842,0,0,0,0,4,3,0,0,0,8
SSC21843,0,0,0,15,16,17,12,12,6,82
SSC21844,0,0,0,13,13,4,8,13,6,58
SSC21845,0,0,0,77,115,64,42,68,20,394
SSC21846,0,0,0,4,9,5,6,8,3,36
SSC21847,0,0,3,80,96,47,37,52,28,333
SSC21848,0,0,3,29,37,16,15,21,11,130
SSC21849,0,0,0,9,10,13,8,9,5,53
SSC21850,0,0,0,14,22,15,15,16,12,98
SSC21851,75,35,155,509,653,350,284,597,309,2699
SSC21852,0,0,0,7,11,0,5,4,7,34
SSC21853,0,0,0,21,38,23,31,35,18,170
SSC21854,0,0,0,0,4,3,0,0,0,11
SSC21855,38,14,80,285,392,206,166,374,178,1608
SSC21856,0,0,0,17,18,13,10,3,0,58
SSC21857,0,0,0,8,3,3,0,0,0,22
SSC21858,0,0,3,61,63,31,25,40,14,230
SSC21859,0,0,0,6,4,4,3,9,13,35
SSC21860,0,0,0,8,12,5,9,5,3,36
SSC21861,0,0,0,7,0,7,0,0,0,13
SSC21862,0,0,0,21,28,9,15,22,25,117
SSC21863,0,0,0,67,82,44,35,50,29,296
SSC21864,0,0,0,0,0,0,0,0,0,0
SSC21865,7,0,9,80,140,63,44,96,34,456
SSC21866,9,0,15,208,218,96,87,170,57,836
SSC21867,0,4,7,143,173,79,65,83,60,594
SSC21868,0,0,0,33,44,23,15,39,16,170
SSC21869,0,0,0,4,10,3,8,0,4,26
SSC21870,0,0,0,11,11,20,6,18,7,69
SSC21871,0,0,0,4,3,4,0,4,7,15
SSC21872,0,0,3,5,33,13,7,10,11,84
SSC21873,0,0,0,25,24,14,5,14,3,78
SSC21874,0,6,5,22,18,15,14,12,7,91
SSC21875,0,0,3,14,15,12,10,8,5,73
SSC21876,0,0,0,15,14,11,9,6,3,57
SSC21877,0,0,3,34,65,29,29,26,20,206
SSC21878,0,0,0,14,12,4,5,3,9,40
SSC21879,0,0,0,4,4,4,3,0,0,24
SSC21880,0,0,7,55,81,59,46,45,38,332
SSC21881,182,43,324,4929,5182,2221,1881,5791,1301,21311
SSC21882,0,0,3,81,85,42,39,55,47,355
SSC21883,130,11,161,1545,1547,715,561,1551,376,6295
SSC21884,73,7,134,5373,5597,2408,2028,6158,1219,22790
SSC21885,0,0,0,3,7,0,0,3,0,13
SSC21886,42,18,80,315,370,204,168,310,175,1541
SSC21887,26,6,37,83,104,61,68,102,37,439
SSC21888,0,0,3,13,17,8,17,16,7,76
SSC21889,0,0,0,9,5,5,8,3,3,36
SSC21890,3,0,7,13,12,20,13,15,9,81
SSC21891,0,0,0,38,65,38,22,29,20,208
SSC21892,0,0,0,5,9,14,10,6,13,65
SSC21893,0,0,0,0,0,0,0,0,0,4
SSC21894,0,0,3,0,6,4,6,5,3,27
SSC21895,0,3,3,32,41,30,23,23,19,170
SSC21896,0,3,5,29,34,35,24,18,16,153
SSC21897,3,3,3,24,30,18,9,17,22,118
SSC21898,0,0,0,3,8,6,4,8,11,37
SSC21899,12,11,37,222,273,174,144,147,118,1086
SSC21900,3,0,3,39,60,34,40,43,20,236
SSC21901,0,0,0,0,0,0,0,0,0,0
SSC21902,0,0,4,23,58,30,17,35,13,176
SSC21903,0,0,5,37,48,29,20,41,15,185
SSC21904,0,0,0,11,7,3,4,0,0,34
SSC21905,7,0,9,178,196,110,85,134,40,736
SSC21906,0,0,0,5,0,0,0,0,3,13
SSC21907,0,0,3,26,18,11,12,12,13,89
SSC21908,0,0,0,13,12,3,7,3,3,38
SSC21909,33,9,55,390,529,284,213,265,118,1810
SSC21910,190,37,307,993,1326,686,609,1489,488,5600
SSC21911,0,0,3,31,42,29,21,24,28,177
SSC21912,0,0,0,16,21,3,6,11,5,66
SSC21913,75,27,158,835,966,439,366,935,334,3880
SSC21914,0,0,0,13,11,6,11,3,11,56
SSC21915,0,0,0,75,125,64,66,39,45,410
SSC21916,8,0,18,72,128,47,45,63,31,381
SSC21917,8,6,33,375,441,195,152,317,75,1552
SSC21918,3,0,10,112,162,99,87,120,58,636
SSC21919,0,0,0,13,22,17,18,22,7,104
SSC21920,0,0,0,20,35,20,16,15,18,129
SSC21921,0,0,0,65,66,54,47,50,32,306
SSC21922,138,27,239,2751,3181,1159,775,1678,573,10119
SSC21923,0,0,3,58,84,54,48,66,34,345
SSC21924,3,3,9,111,187,102,76,81,72,632
SSC21925,0,0,0,16,23,21,22,12,3,96
SSC21926,79,57,271,2090,2303,1134,741,1340,607,8221
SSC21927,59,17,131,341,414,260,244,439,169,1858
SSC21928,3,4,14,206,339,210,136,185,120,1193
SSC21929,4,6,19,156,246,148,132,152,87,925
SSC21930,65,32,183,1187,1191,542,366,874,285,4439
SSC21931,0,0,3,40,79,42,37,46,17,260
SSC21932,0,0,3,48,59,52,36,29,45,268
SSC21933,0,0,0,0,4,0,3,3,0,8
SSC21934,0,0,0,3,3,3,0,3,3,19
SSC21935,0,0,0,27,45,16,18,27,5,145
SSC21936,0,0,0,0,0,3,0,3,3,11
SSC21937,0,0,3,3,16,7,6,9,13,52
SSC21938,0,0,0,0,3,3,0,4,0,12
SSC21939,0,0,0,20,12,0,9,12,3,62
SSC21940,452,63,669,5064,4921,2087,1857,9497,2184,25610
SSC21941,51,12,106,1323,1361,579,534,1929,446,6178
SSC21942,0,0,5,30,35,21,16,21,22,142
SSC21943,0,6,9,67,74,33,28,52,37,285
SSC21944,0,0,0,3,6,0,3,3,0,13
SSC21945,0,0,0,7,16,3,7,13,12,64
SSC21946,0,0,0,3,5,8,6,0,3,22
SSC21947,0,3,3,21,13,13,11,7,7,64
SSC21948,87,57,202,1138,1394,646,584,2043,1039,6838
SSC21949,0,0,0,13,3,3,4,0,0,22
SSC21950,0,0,0,22,25,16,8,11,14,97
SSC21951,94,102,225,652,865,352,276,780,471,3390
SSC21952,0,0,0,11,6,8,10,6,7,43
SSC21953,129,184,332,432,537,219,176,659,490,2509
SSC21954,30,28,106,4114,3059,756,438,3274,1731,13372
SSC21955,4,0,4,67,72,38,29,69,33,310
SSC21956,0,0,6,49,62,36,24,38,39,244
SSC21957,8,3,28,582,728,360,211,289,149,2312
SSC21958,20,13,59,419,536,289,280,448,246,2217
SSC21959,266,74,510,6162,6339,2024,1161,3267,1598,20552
SSC21960,0,0,0,39,40,28,19,25,18,163
SSC21961,0,0,0,6,8,4,4,4,0,28
SSC21962,8,6,25,654,651,210,141,851,215,2723
SSC21963,0,0,4,30,48,19,18,38,13,167
SSC21964,0,0,0,4,7,3,4,0,3,17
SSC21965,0,0,0,3,3,0,3,0,5,16
SSC21966,0,0,0,0,3,3,7,6,3,21
SSC21967,0,0,3,9,8,4,4,8,58,83
SSC21968,0,0,0,9,23,11,0,3,11,54
SSC21969,0,0,3,48,43,22,27,34,28,205
SSC21970,0,0,0,7,8,10,0,20,0,48
SSC21971,0,0,0,10,13,11,6,14,7,67
SSC21972,76,42,173,738,917,467,443,765,397,3735
SSC21973,152,126,451,2381,2602,1149,771,2079,722,9711
SSC21974,3,0,9,38,76,41,37,27,23,242
SSC21975,0,0,0,0,0,0,0,0,0,0
SSC21976,0,0,0,13,5,4,10,3,3,34
SSC21977,0,0,0,9,16,10,6,3,0,42
SSC21978,0,0,0,0,3,0,0,0,0,3
SSC21979,0,0,0,27,13,21,14,28,12,119
SSC21980,0,0,7,83,99,49,49,83,86,447
SSC21981,16,3,32,58,87,51,75,158,120,552
SSC21982,0,0,0,5,0,3,3,3,3,13
SSC21983,0,0,0,0,4,0,0,0,0,4
SSC21984,0,0,13,208,339,159,193,189,105,1189
SSC21985,0,0,0,3,0,0,0,3,8,12
SSC21986,56,17,141,1254,1384,527,417,1164,353,5098
SSC21987,3,0,8,73,83,57,24,72,22,332
SSC21988,142,27,228,1685,1721,695,490,1590,407,6589
SSC21989,57,76,192,1395,1307,534,393,1423,432,5486
SSC21990,94,26,223,1897,1927,805,646,1947,524,7745
SSC21991,0,0,0,7,3,0,0,0,0,9
SSC21992,0,0,0,0,0,0,0,0,0,0
SSC21993,171,56,353,2530,3415,1660,1149,1835,665,11260
SSC21994,7,5,17,1426,1585,596,506,1035,287,5436
SSC21995,0,0,0,8,7,6,8,20,10,67
SSC21996,0,0,3,5,5,9,6,3,4,31
SSC21997,8,3,16,278,459,228,180,191,87,1424
SSC21998,0,0,0,9,32,10,7,15,8,77
SSC21999,5,0,7,56,94,47,42,64,30,339
SSC22000,0,0,0,0,0,0,0,0,0,3
SSC22001,0,0,0,14,15,14,8,21,3,76
SSC22002,52,23,102,245,416,248,235,428,261,1840
SSC22003,0,0,0,22,21,16,10,15,3,91
SSC22004,36,11,116,1882,1957,749,448,1415,363,6817
SSC22005,3,5,8,86,96,34,41,100,38,387
SSC22006,0,0,0,40,50,38,22,24,14,179
SSC22007,0,0,3,41,49,26,19,26,21,184
SSC22008,33,14,72,174,224,135,122,233,126,1016
SSC22009,0,0,0,40,53,22,17,26,25,183
SSC22010,3,0,11,94,141,72,65,55,46,477
SSC22011,0,0,0,19,13,5,7,3,0,50
SSC22012,0,0,0,9,7,4,4,0,0,23
SSC22013,0,0,0,4,10,3,0,3,3,20
SSC22014,0,0,0,3,0,0,0,3,0,5
SSC22015,331,116,620,8062,9013,3836,3363,7776,2646,34694
SSC22016,0,0,3,46,49,10,14,39,25,183
SSC22017,3,3,6,210,247,156,92,159,102,969
SSC22018,0,0,0,9,11,4,5,12,6,47
SSC22019,0,0,5,70,91,30,50,47,43,333
SSC22020,6,0,16,185,278,137,79,128,75,882
SSC22021,0,0,0,7,4,0,11,5,7,38
SSC22022,0,0,0,16,44,19,22,32,24,151
SSC22023,0,0,0,22,32,14,11,23,13,126
SSC22024,13,3,38,843,798,436,337,526,123,3062
SSC22025,114,52,296,2573,2822,1178,709,1665,564,9507
SSC22026,91,201,324,2368,1321,293,197,1883,894,6958
SSC22027,0,0,8,22,41,21,16,19,21,142
SSC22028,0,0,3,5,4,0,10,3,4,28
SSC22029,302,104,663,3376,3724,1395,1133,3227,1177,14035
SSC22030,145,29,308,1920,2246,936,714,1666,586,8064
SSC22031,0,0,0,13,13,10,0,0,3,38
SSC22032,0,0,0,12,7,5,3,3,0,34
SSC22033,0,0,7,18,25,16,21,13,10,97
SSC22034,0,0,0,20,18,19,14,21,8,89
SSC22035,83,48,185,1535,1645,731,501,1388,493,6291
SSC22036,0,0,3,17,10,9,3,12,4,52
SSC22037,83,43,178,520,742,438,331,689,354,3071
SSC22038,3,11,35,729,789,406,337,576,211,3046
SSC22039,0,0,4,30,29,27,10,9,6,104
SSC22040,0,0,3,23,41,22,25,26,15,160
SSC22041,0,0,0,11,8,4,5,9,9,43
SSC22042,0,0,0,3,12,6,0,6,3,26
SSC22043,0,0,0,15,28,12,6,4,8,71
SSC22044,23,0,32,92,113,66,70,121,40,510
SSC22045,0,3,3,22,32,18,24,16,13,118
SSC22046,0,0,0,19,33,26,18,43,21,159
SSC22047,0,0,0,3,6,3,9,0,13,37
SSC22048,0,0,0,6,13,14,3,7,6,47
SSC22049,0,0,0,17,28,15,5,3,7,68
SSC22050,4,7,9,48,50,26,25,34,20,208
SSC22051,0,0,0,0,0,0,0,0,0,0
SSC22052,0,0,0,54,82,21,41,30,26,255
SSC22053,4,0,8,35,50,19,28,62,43,230
SSC22054,0,0,4,37,45,26,26,32,16,186
SSC22055,0,0,0,5,5,0,3,0,0,13
SSC22056,0,0,0,3,8,7,12,7,3,44
SSC22057,0,0,0,0,0,0,3,0,3,5
SSC22058,0,0,0,9,4,0,3,0,3,23
SSC22059,0,0,0,3,6,7,12,6,0,28
SSC22060,0,0,0,31,30,18,18,22,15,143
SSC22061,0,0,0,7,4,0,4,6,3,27
SSC22062,0,0,0,45,51,30,26,40,8,193
SSC22063,0,0,0,9,3,3,4,3,3,29
SSC22064,0,0,0,0,0,0,0,0,0,0
SSC22065,0,0,6,48,66,24,26,80,41,286
SSC22066,0,0,3,25,31,16,11,17,25,120
SSC22067,0,0,0,0,0,0,0,0,5,8
SSC22068,0,0,0,13,5,9,8,7,4,44
SSC22069,0,0,0,21,29,12,15,21,6,97
SSC22070,0,0,0,13,11,4,6,4,3,45
SSC22071,0,0,0,0,4,0,6,0,0,15
SSC22072,3,0,11,490,471,251,205,381,87,1888
