SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC20286,..,0,0,0,0,4,0,0,0,4,..,3,0,5,9,22,14,7,5,60,0,3,0,0,7,0,0,0,0,13,79,52,32,52,75,93,58,22,8,468,..,3,29,50,71,95,95,30,3,381,..,3,12,19,20,19,8,0,0,81,..,0,0,5,10,11,3,3,0,26,145,..,..,..,..,..,..,..,..,145,..,39,..,..,..,..,..,..,..,39,..,34,11,4,8,6,0,0,0,59,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,7,0,0,0,6,..,5,3,8,21,45,21,12,4,119,0,3,8,0,3,3,3,0,0,25,145,90,66,92,135,179,131,45,12,901
SSC20287,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,7,7,15,8,0,0,59,..,0,3,5,12,20,15,0,0,63,..,0,0,5,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,3,3,0,12,0,0,0,0,0,0,0,0,0,3,23,5,4,18,15,30,24,3,3,120
SSC20288,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,3,0,0,0,12,..,0,0,3,4,8,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,14,3,0,3,4,12,0,0,0,34
SSC20290,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,..,0,3,4,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,0,0,3,0,0,21
SSC20291,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9
SSC20292,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,11,4,7,8,9,7,6,3,0,65,..,0,11,13,16,22,7,4,0,62,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,6,..,..,..,..,..,..,..,6,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,37,16,13,14,24,22,9,4,0,133
SSC20293,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,6,7,3,11,4,3,52,..,0,0,9,13,11,17,11,0,54,..,0,0,3,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,24,5,6,10,22,15,20,11,3,114
SSC20294,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,17
SSC20295,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,8,0,3,5,3,0,0,22,..,0,4,3,4,3,3,0,0,19,..,0,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,3,6,5,5,5,3,0,0,41
SSC20296,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,14,7,12,7,11,10,11,3,0,66,..,0,0,7,8,14,14,4,0,46,..,0,3,0,5,0,5,0,0,9,..,0,0,0,0,3,0,0,0,6,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,4,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,11,0,3,0,0,0,0,0,0,0,4,22,6,8,9,24,14,23,11,3,123
SSC20297,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,20,..,0,0,0,8,4,5,5,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,5,10,5,0,34
SSC20298,..,3,0,0,0,0,0,0,0,5,..,0,5,0,4,10,6,14,14,56,3,3,3,3,3,4,4,0,0,20,73,24,26,41,52,61,57,34,27,396,..,0,21,53,62,79,89,36,22,361,..,0,9,11,3,7,3,0,0,35,..,0,0,9,3,7,5,0,3,22,119,..,..,..,..,..,..,..,..,119,..,28,..,..,..,..,..,..,..,28,..,17,3,6,3,3,0,0,0,27,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,0,0,0,7,..,0,8,5,11,16,23,24,19,113,7,3,6,0,3,5,5,4,0,32,121,57,56,84,85,119,123,66,44,751
SSC20299,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,7,8,6,3,0,46,..,0,11,7,12,6,4,0,3,47,..,4,7,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,14,14,9,12,16,6,8,4,96
SSC20300,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,9,3,9,0,0,0,31,..,0,6,3,4,9,4,0,0,30,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,16,5,6,10,10,14,10,0,3,63
SSC20301,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,..,0,3,0,0,7,3,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,0,20
SSC20302,..,50,80,34,33,39,14,11,3,262,..,33,113,125,157,262,302,225,98,1321,24,36,38,19,18,31,19,9,4,199,1741,1153,1671,1495,1389,1369,1035,592,172,10611,..,40,1361,1685,1283,1448,1218,566,101,7711,..,170,693,357,285,147,71,9,0,1734,..,21,126,237,380,204,87,64,32,1153,3602,..,..,..,..,..,..,..,..,3602,..,947,..,..,..,..,..,..,..,947,..,749,449,155,121,53,3,0,0,1524,..,86,91,50,50,60,39,51,19,452,..,69,79,30,36,14,9,0,0,233,..,100,190,80,89,87,37,16,5,603,..,58,256,308,359,472,443,316,136,2349,49,80,84,50,35,45,38,14,4,406,3651,2320,3337,2951,2638,2522,1948,1052,309,20719
SSC20303,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,7,0,4,0,23,..,0,0,9,4,6,3,4,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,3,0,8,11,13,5,10,0,54
SSC20304,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,6,6,9,6,3,0,38,..,0,0,6,3,16,10,3,0,41,..,0,4,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,7,..,..,..,..,..,..,..,7,..,0,3,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,9,5,10,6,14,22,10,3,0,78
SSC20305,..,4,9,0,3,7,0,0,0,19,..,3,15,3,7,6,5,0,0,37,3,8,4,3,0,4,3,0,0,25,505,215,352,322,232,166,67,12,4,1866,..,7,366,509,341,267,105,15,0,1615,..,31,158,98,55,27,5,0,0,365,..,4,16,19,31,11,4,3,0,83,1029,..,..,..,..,..,..,..,..,1029,..,164,..,..,..,..,..,..,..,164,..,153,58,7,9,0,0,0,0,225,..,5,9,3,0,0,0,3,0,28,..,12,3,3,0,0,0,0,0,31,..,8,6,6,4,8,0,0,0,43,..,4,32,13,17,8,10,0,0,87,11,5,8,3,0,9,3,0,0,41,1032,397,656,660,462,336,132,20,4,3711
SSC20306,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,4,0,7,10,9,4,0,0,49,..,0,0,11,8,8,9,0,0,39,..,0,0,3,3,3,0,0,0,14,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,5,..,..,..,..,..,..,..,5,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,4,0,0,16,0,0,0,0,0,0,0,0,0,5,26,7,4,20,19,14,15,7,0,106
SSC20307,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,4,3,0,0,10,0,3,0,0,0,0,0,0,0,4,13,14,9,12,13,13,22,0,4,94,..,0,3,10,14,8,26,3,0,64,..,0,0,10,5,3,6,0,0,18,..,0,0,3,3,3,0,0,0,8,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,9,3,3,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,4,4,0,0,13,3,3,0,0,0,0,0,0,0,10,27,18,8,25,23,16,38,6,4,168
SSC20308,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,4,0,0,15,..,0,3,8,0,3,0,0,0,16,..,3,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,3,9,8,6,7,7,0,0,39
SSC20309,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,3,0,0,0,17,..,0,0,0,9,0,4,0,0,13,..,0,0,3,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,3,3,12,9,4,0,0,40
SSC20310,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,7,8,10,6,0,0,35,..,0,0,3,7,16,11,0,0,44,..,3,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,13,7,4,5,12,16,19,0,0,83
SSC20311,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,18,..,0,0,3,4,5,5,0,0,16,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,10,4,5,4,0,0,39
SSC20312,..,290,230,31,17,17,7,4,0,604,..,121,152,70,58,84,81,111,75,751,8,27,32,5,12,9,5,3,0,97,592,1029,1335,617,599,465,279,263,126,5294,..,65,900,692,640,498,287,218,66,3355,..,197,327,90,56,40,16,5,0,727,..,7,30,82,153,75,26,25,22,416,1206,..,..,..,..,..,..,..,..,1206,..,503,..,..,..,..,..,..,..,503,..,149,189,42,28,22,0,0,0,436,..,153,124,27,22,40,32,19,4,419,..,170,175,34,17,8,3,0,0,398,..,626,493,96,63,35,16,15,3,1348,..,255,312,148,130,158,126,138,99,1358,12,56,54,22,21,16,8,5,3,195,1223,2178,2597,1230,1121,889,518,421,195,10381
SSC20313,..,102,122,21,21,18,12,3,3,310,..,25,49,48,60,95,100,139,86,589,10,24,23,9,7,9,18,13,11,118,967,778,899,803,825,643,428,348,157,5849,..,17,736,1057,1019,726,477,334,79,4436,..,64,237,104,94,46,16,9,0,576,..,3,24,98,154,109,37,42,18,480,1953,..,..,..,..,..,..,..,..,1953,..,712,..,..,..,..,..,..,..,712,..,252,224,84,54,33,3,0,0,653,..,93,77,29,29,55,40,30,21,385,..,130,99,28,19,10,3,0,0,290,..,256,259,68,46,28,26,9,4,696,..,45,106,93,132,182,136,161,107,968,23,36,41,17,16,14,19,12,9,204,1973,1615,1809,1566,1570,1209,764,589,252,11346
SSC20314,..,130,86,13,11,10,7,3,0,255,..,16,37,26,37,87,117,111,82,516,9,29,13,3,6,4,7,4,3,78,727,676,529,566,597,471,314,224,135,4230,..,15,387,739,741,532,298,176,59,2942,..,45,138,77,62,59,14,0,0,389,..,3,5,66,116,86,21,20,23,339,1411,..,..,..,..,..,..,..,..,1411,..,567,..,..,..,..,..,..,..,567,..,197,163,38,27,23,0,0,0,450,..,58,41,14,11,36,21,13,14,212,..,107,56,9,4,3,3,0,0,189,..,260,194,20,21,16,12,5,0,537,..,27,66,61,85,125,159,140,98,764,14,38,18,11,8,12,7,6,3,119,1423,1317,1070,1030,1078,890,543,359,196,7911
SSC20315,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,..,0,3,0,0,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,3,3,0,0,20
SSC20316,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,..,0,0,3,0,0,3,3,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,3,0,9
SSC20317,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,0,0,0,0,19,..,0,0,5,5,3,0,0,0,17,..,0,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,5,9,4,3,0,0,0,37
SSC20318,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,0,19
SSC20319,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,8,0,9,3,10,4,0,0,45,..,0,3,9,5,10,11,0,0,40,..,0,3,3,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,17,8,4,14,10,14,13,3,0,86
SSC20320,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,8,0,0,7,0,0,0,0,0,0,0,0,0,0,35,18,14,19,29,21,15,10,6,157,..,0,18,21,42,34,21,15,4,157,..,0,10,9,0,0,0,0,0,17,..,0,0,0,5,0,0,0,0,9,67,..,..,..,..,..,..,..,..,67,..,15,..,..,..,..,..,..,..,15,..,8,0,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,0,0,0,6,..,0,0,0,3,9,10,5,0,25,0,0,0,0,0,0,3,0,0,11,67,26,27,33,53,55,31,23,6,318
SSC20321,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,..,0,3,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,5,3,0,0,17
