SSC_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SSC21749,11,9,22,10,3,7,0,3,3,0,0,0,0,0,0,6,5,16,5,0,8,0,0,0,54.5,55.6,72.7,90.9,66.7,45.5,0,0,3,0,0,0,0,0,3,3,0,3,3,0,8,0,0,0,0,0,0,6,4,8,13,11,26,0,0,0,10,6,19,3,5,9
SSC21750,301,280,582,166,58,228,53,119,175,13,14,24,5,7,10,242,188,428,44,83,131,2.1,3.7,2.3,80.4,67.1,73.5,77.1,68.2,73.4,16,11,25,4,11,13,36,52,90,30,30,64,93,37,135,0,4,4,4,11,12,98,48,149,340,337,672,36,33,66,256,246,500,96,93,192
SSC21751,9177,10986,20165,3760,2074,5838,1055,2708,3758,266,312,573,278,262,543,5351,5360,10712,3324,5043,8369,5.2,4.9,5.1,58.3,48.8,53.1,55.4,46.4,50.4,276,276,556,174,329,503,979,1540,2515,875,1308,2184,2449,1147,3595,66,146,215,159,276,433,2672,1571,4243,8756,10029,18788,1536,1720,3254,5755,6629,12386,4132,4791,8926
SSC21752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21753,55,52,106,21,14,34,3,16,17,3,3,7,3,3,8,34,32,69,18,10,26,8.8,9.4,11.6,61.8,61.5,65.1,49.1,63.5,54.7,0,0,0,0,0,0,3,8,10,0,9,16,16,4,21,0,4,4,0,0,0,16,10,22,57,50,103,0,3,4,47,41,87,11,14,17
SSC21754,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SSC21755,531,577,1104,209,91,302,52,131,182,17,15,27,17,21,35,296,255,554,197,271,472,5.7,8.2,6.3,55.7,44.2,50.2,52.4,41.1,46.3,3,11,17,4,3,11,19,56,74,27,62,93,139,72,211,3,8,9,14,10,20,158,89,247,538,538,1077,82,95,173,377,393,771,201,213,411
SSC21756,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,4,9,0,0,0,7,3,9,0,0,0
SSC21757,5530,5884,11418,1657,793,2453,535,1155,1697,158,141,302,445,310,753,2796,2405,5202,2171,2896,5066,15.9,12.9,14.5,50.6,40.9,45.6,42.5,35.5,39,39,49,84,49,66,118,225,367,589,296,390,686,1531,727,2255,60,131,191,74,120,191,1668,971,2642,5047,5161,10207,822,946,1765,3631,3708,7334,1989,2126,4113
SSC21758,51,56,110,18,14,31,13,19,31,3,0,7,7,4,5,38,36,75,12,16,25,18.4,11.1,6.7,74.5,64.3,68.2,66.7,58.9,62.7,0,0,0,0,4,9,0,3,3,3,3,8,12,8,27,0,0,0,0,0,3,15,11,30,58,57,112,5,9,18,45,44,84,15,20,32
SSC21759,11,7,20,9,0,10,0,0,4,0,0,0,0,0,0,13,3,14,3,3,5,0,0,0,118.2,42.9,70,81.8,0,70,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,0,0,6,0,3,11,6,21,5,3,4,11,6,21,3,3,6
SSC21760,318,362,674,101,47,148,41,102,143,5,4,9,17,6,21,159,168,327,133,169,301,10.7,3.6,6.4,50,46.4,48.5,46.2,42.3,44.5,11,16,22,6,13,13,23,44,67,24,37,61,94,40,133,0,10,12,5,12,16,103,62,157,320,348,666,42,49,86,218,251,470,119,128,248
SSC21761,3,4,9,3,3,9,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,100,75,100,100,75,100,0,0,0,0,0,0,0,3,3,0,3,3,4,0,4,0,0,0,0,0,0,4,0,4,3,4,9,0,0,0,3,3,6,0,0,0
SSC21762,7,10,16,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,3,7,10,0,0,0,42.9,0,25,42.9,0,18.8,0,0,0,0,0,0,0,6,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,0,3,7,9,0,0,3
SSC21763,17,7,23,10,6,10,0,0,0,0,0,0,0,0,3,10,8,21,4,3,3,0,0,14.3,58.8,114.3,91.3,58.8,85.7,43.5,0,0,0,3,0,4,0,0,0,0,0,0,3,3,4,0,0,0,0,3,3,3,5,6,15,11,20,0,0,0,10,11,19,0,0,0
SSC21764,28,19,43,6,3,12,3,4,7,0,0,0,0,0,0,10,12,17,7,5,14,0,0,0,35.7,63.2,39.5,32.1,36.8,44.2,0,0,0,0,0,0,3,3,3,0,3,3,4,3,10,0,0,0,3,0,3,5,3,11,21,21,39,0,0,0,17,12,29,3,3,10
SSC21765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21766,123,93,216,60,36,92,14,14,25,3,6,10,4,3,8,78,51,131,3,16,19,5.1,5.9,6.1,63.4,54.8,60.6,62.6,60.2,58.8,3,4,10,0,0,0,10,11,18,9,8,23,12,6,23,0,0,0,3,0,3,14,10,24,71,59,131,17,22,38,40,40,78,53,36,91
SSC21767,72,64,134,34,12,45,3,18,28,3,3,8,0,0,0,40,38,81,17,17,35,0,0,0,55.6,59.4,60.4,55.6,51.6,60.4,0,3,3,0,0,0,6,4,14,4,11,14,17,9,26,0,0,0,0,0,0,17,7,27,65,68,137,9,5,10,56,57,111,17,16,32
SSC21768,22,23,44,14,3,20,0,10,13,0,0,4,0,0,0,18,17,34,3,4,11,0,0,0,81.8,73.9,77.3,63.6,56.5,84.1,0,0,0,0,0,0,0,0,3,0,3,3,3,0,5,0,0,0,0,0,0,3,0,5,30,25,50,0,4,4,24,21,38,3,5,8
SSC21769,46,44,91,13,9,21,5,9,12,0,0,0,3,4,3,23,22,44,16,24,37,13,18.2,6.8,50,50,48.4,39.1,40.9,36.3,0,4,3,0,0,0,0,0,3,0,3,3,18,7,19,0,0,0,3,0,3,22,7,27,45,44,88,3,4,6,32,30,56,22,12,35
SSC21770,3,3,9,0,0,0,0,0,0,0,3,4,0,0,0,3,3,5,0,0,0,0,0,0,100,100,55.6,0,100,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,3,3,9,0,0,0
SSC21771,1273,1403,2683,519,271,788,178,431,602,28,51,82,64,49,115,789,799,1590,409,518,930,8.1,6.1,7.2,62,56.9,59.3,57,53.7,54.9,62,66,129,25,47,74,176,218,394,95,150,242,309,155,458,15,27,39,21,35,55,347,210,556,1160,1243,2405,313,325,638,643,709,1360,764,799,1566
SSC21772,10,12,21,4,5,10,0,3,3,0,0,0,0,0,0,4,4,9,4,3,8,0,0,0,40,33.3,42.9,40,66.7,61.9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,11,11,19,0,0,3,11,11,19,0,0,3
SSC21773,4,3,5,4,0,7,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,100,100,100,100,0,140,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,5,4,3,5,0,0,0,0,0,4,0,0,0
SSC21774,274,219,491,73,36,104,34,39,69,5,3,15,6,7,12,123,81,208,98,93,193,4.9,8.6,5.8,44.9,37,42.4,40.9,35.6,38.3,4,3,9,0,0,3,9,12,25,10,17,19,66,15,86,0,5,6,0,4,5,75,31,104,218,180,401,29,25,55,186,153,333,51,44,101
SSC21775,498,538,1033,226,111,339,71,158,231,16,23,41,8,11,16,325,306,632,149,201,351,2.5,3.6,2.5,65.3,56.9,61.2,62.9,54.3,59.1,30,37,67,20,33,55,75,120,192,54,66,121,104,61,162,4,3,7,13,11,22,116,76,191,502,497,991,61,88,146,373,379,748,178,191,365
SSC21776,44,44,94,16,4,21,0,13,13,3,6,5,3,3,9,25,21,48,14,15,33,12,14.3,18.8,56.8,47.7,51.1,43.2,52.3,41.5,0,0,3,0,0,0,0,3,3,4,0,10,11,4,13,0,0,3,0,0,0,12,9,14,49,42,90,12,14,21,40,32,76,14,15,35
SSC21777,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0
SSC21778,627,619,1242,351,179,531,77,196,274,17,38,56,22,20,40,466,434,897,123,155,277,4.7,4.6,4.5,74.3,70.1,72.2,71,66.7,69.3,20,20,41,5,17,26,89,131,222,67,90,164,191,78,272,7,10,16,11,7,17,206,94,300,416,417,828,314,312,633,219,212,431,471,477,950
SSC21779,41,47,81,18,10,23,5,11,16,0,3,3,0,0,0,22,20,47,15,15,28,0,0,0,53.7,42.6,58,56.1,51.1,51.9,0,4,4,0,0,3,3,8,12,0,3,10,9,3,19,0,0,0,0,3,3,9,8,19,39,43,86,3,7,12,32,34,70,8,16,24
SSC21780,235,233,472,120,57,178,32,69,96,6,8,18,9,11,13,163,139,300,55,80,132,5.5,7.9,4.3,69.4,59.7,63.6,67.2,57.5,61.9,11,6,16,4,4,8,15,34,46,27,37,57,73,35,103,0,0,0,3,0,8,77,31,108,247,237,482,25,16,35,159,165,318,89,84,175
SSC21781,6748,7357,14109,3212,1538,4746,954,2257,3208,142,189,334,190,174,370,4496,4156,8661,1947,2887,4831,4.2,4.2,4.3,66.6,56.5,61.4,63.8,54.2,58.7,441,399,842,168,325,485,1356,1581,2939,754,969,1724,1303,511,1822,30,59,95,90,182,275,1425,761,2185,7045,7503,14546,1006,1078,2084,4945,5210,10154,2878,3152,6026
SSC21782,9,4,12,3,0,9,0,3,5,0,0,0,0,0,0,10,3,15,0,3,4,0,0,0,111.1,75,125,33.3,75,116.7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,10,12,19,0,0,0,14,9,17,0,0,0
SSC21783,3853,3899,7752,2084,936,3014,453,1267,1723,135,151,281,122,117,234,2793,2470,5254,888,1253,2138,4.4,4.7,4.5,72.5,63.3,67.8,69.3,60.4,64.7,68,92,156,72,123,196,290,510,800,326,545,873,1320,506,1827,27,66,97,61,102,157,1407,666,2078,4079,4072,8143,394,439,829,3039,2997,6038,1266,1320,2586
SSC21784,27,34,60,12,5,17,9,15,24,0,3,3,0,0,0,22,24,47,8,8,18,0,0,0,81.5,70.6,78.3,77.8,67.6,73.3,0,3,3,0,3,3,5,7,13,0,7,8,11,3,13,0,0,0,0,0,0,11,3,13,35,40,75,0,0,0,21,27,53,9,9,19
SSC21785,39,31,69,4,8,13,3,5,13,0,3,3,3,4,7,17,19,31,24,10,30,17.6,21.1,22.6,43.6,61.3,44.9,17.9,51.6,42,0,0,0,0,0,0,3,3,8,0,0,5,13,6,23,0,0,0,0,0,0,18,11,24,35,28,65,3,12,10,25,19,47,16,16,30
SSC21786,1236,1176,2418,491,238,721,203,365,571,58,78,132,54,56,118,808,734,1544,367,380,746,6.7,7.6,7.6,65.4,62.4,63.9,60.8,57.9,58.9,64,56,114,35,45,80,193,203,395,103,130,238,254,130,388,8,19,26,13,18,35,273,173,442,1088,1036,2129,317,312,629,671,641,1315,685,644,1331
SSC21787,5,3,11,6,0,6,0,4,3,0,0,0,0,0,0,3,4,10,3,0,3,0,0,0,60,133.3,90.9,120,133.3,81.8,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,3,0,3,6,9,19,0,0,0,8,9,16,0,0,0
SSC21788,15,18,36,0,0,0,5,3,6,0,0,0,0,0,0,3,3,4,9,12,26,0,0,0,20,16.7,11.1,33.3,16.7,16.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,18,24,36,0,0,0,14,15,28,4,3,10
SSC21789,547,518,1067,263,134,392,78,128,205,28,19,48,26,18,44,389,296,690,131,195,332,6.7,6.1,6.4,71.1,57.1,64.7,67.5,54.2,60.4,46,51,99,15,33,46,118,130,245,51,61,113,95,33,132,0,4,4,6,12,17,105,48,155,585,514,1100,61,75,134,428,376,802,193,187,387
SSC21790,3,5,6,5,0,3,0,0,0,0,3,3,0,0,0,3,5,5,0,0,0,0,0,0,100,100,83.3,166.7,60,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,5,5,0,0,0,3,0,4,4,4,5
SSC21791,6911,7664,14578,3321,1543,4863,900,2412,3317,184,224,406,180,169,350,4583,4351,8932,2021,2973,4993,3.9,3.9,3.9,66.3,56.8,61.3,63.7,54.5,58.9,240,269,515,145,302,444,962,1304,2269,814,1053,1866,1822,714,2538,42,92,128,107,199,302,1963,998,2967,7282,7718,15004,1073,1145,2217,4890,5154,10048,3112,3453,6566
SSC21792,26,23,48,15,9,28,0,9,9,3,3,8,0,0,0,24,20,44,0,3,7,0,0,0,92.3,87,91.7,69.2,91.3,93.8,0,4,4,0,0,0,3,4,5,0,3,6,7,3,9,0,0,0,0,0,0,7,6,10,26,24,52,4,9,14,29,16,47,6,9,17
SSC21793,104,98,196,61,14,74,17,35,48,0,5,3,0,3,7,80,60,135,22,30,54,0,5,5.2,76.9,61.2,68.9,75,55.1,63.8,3,0,3,3,3,5,14,13,29,9,13,18,32,14,41,0,5,5,0,7,7,27,17,51,108,96,200,13,12,26,84,77,157,29,27,62
SSC21794,4,5,12,7,0,7,0,0,3,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,125,0,50,175,0,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,5,4,4,6,9,3,5,4,4,6
SSC21795,839,973,1810,335,198,534,134,262,395,25,30,54,54,53,109,545,548,1096,229,359,585,9.9,9.7,9.9,65,56.3,60.6,58.9,50.4,54.3,16,31,49,16,42,62,100,135,237,55,109,160,205,124,327,9,22,23,3,7,13,209,154,366,729,832,1560,197,206,402,475,541,1013,413,470,881
SSC21796,17,11,34,9,5,18,0,3,3,3,0,4,0,0,3,14,14,29,3,0,5,0,0,10.3,82.4,127.3,85.3,70.6,72.7,73.5,0,0,0,0,0,0,4,3,6,0,3,7,3,0,4,0,0,0,0,0,0,3,0,4,20,16,35,5,3,9,13,10,25,5,3,14
SSC21797,16,22,35,7,8,14,3,9,10,3,0,3,0,0,0,12,14,24,0,6,7,0,0,0,75,63.6,68.6,81.3,77.3,77.1,0,0,0,0,0,0,0,0,0,0,3,3,7,3,9,0,0,0,0,0,0,7,7,10,16,22,38,0,0,0,12,15,25,5,3,12
SSC21798,124,126,250,52,25,79,18,33,53,3,3,3,3,0,7,77,68,141,43,56,95,3.9,0,5,62.1,54,56.4,58.9,48.4,54,7,4,14,3,0,7,4,14,20,7,13,20,41,12,55,0,3,6,0,3,4,46,15,62,127,132,265,12,8,13,108,109,215,26,31,53
SSC21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21801,130,104,233,54,23,74,12,34,53,4,0,5,3,4,14,74,66,137,39,39,76,4.1,6.1,10.2,56.9,63.5,58.8,53.8,54.8,56.7,0,3,6,0,3,4,7,19,27,10,11,18,41,19,56,0,0,0,0,0,0,39,19,63,127,118,246,13,11,25,104,94,199,34,23,57
SSC21802,47,56,101,15,10,26,4,17,22,0,0,0,4,3,9,24,29,54,10,20,32,16.7,10.3,16.7,51.1,51.8,53.5,40.4,48.2,47.5,0,3,5,3,6,8,10,12,23,6,7,13,6,5,11,0,0,0,0,3,3,6,7,18,51,46,101,3,11,17,41,36,74,11,19,27
SSC21803,50,43,96,23,11,37,4,9,11,0,0,0,7,0,8,33,16,53,15,15,26,21.2,0,15.1,66,37.2,55.2,54,46.5,50,0,3,7,0,0,0,4,9,7,0,3,6,14,8,15,0,0,0,3,0,6,17,11,20,45,37,88,5,7,7,34,33,66,14,10,29
SSC21804,13495,14408,27906,5797,3389,9189,1889,3449,5333,276,401,680,536,547,1081,8497,7785,16279,4395,6013,10410,6.3,7,6.6,63,54,58.3,59,50.2,54.5,1544,1353,2893,360,546,901,3211,3479,6687,1205,1524,2725,1607,708,2312,58,92,150,146,248,396,1801,1051,2851,12687,13583,26276,2584,2511,5099,8896,9638,18529,5964,6054,12024
SSC21805,21,15,37,9,0,12,0,7,7,0,0,0,0,0,0,9,8,11,11,10,18,0,0,0,42.9,53.3,29.7,42.9,46.7,51.4,0,0,0,0,0,4,0,0,0,0,3,3,4,0,4,0,0,0,3,0,3,6,0,6,14,11,31,3,4,4,5,10,15,13,11,19
SSC21806,33,38,74,16,6,21,7,7,16,0,0,0,0,0,0,24,21,41,8,15,24,0,0,0,72.7,55.3,55.4,69.7,34.2,50,0,0,0,0,3,3,0,3,3,3,3,6,10,3,15,0,0,0,0,3,3,10,4,16,31,29,66,4,5,8,22,22,50,10,11,22
SSC21807,40,28,69,20,9,30,12,5,19,0,3,3,0,0,0,33,18,50,12,13,21,0,0,0,82.5,64.3,72.5,80,60.7,75.4,0,0,0,0,0,0,4,5,9,4,4,4,13,4,18,0,3,3,0,3,3,13,11,20,46,31,79,3,0,9,34,30,67,10,4,14
SSC21808,175,186,362,78,34,114,18,49,72,7,12,16,4,3,3,105,98,205,63,67,132,3.8,3.1,1.5,60,52.7,56.6,58.9,51.1,55.8,3,0,6,0,4,3,13,18,34,7,21,31,48,25,76,0,3,3,0,4,4,55,37,92,176,165,346,30,20,54,135,143,280,61,52,109
SSC21809,17,11,30,5,5,13,3,0,5,0,0,0,0,0,0,6,5,17,10,5,16,0,0,0,35.3,45.5,56.7,47.1,45.5,60,0,0,0,0,0,0,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,7,3,6,19,14,30,0,0,0,6,7,15,5,6,13
SSC21810,140,127,272,68,24,90,20,40,62,8,6,16,3,0,3,90,74,164,44,47,93,3.3,0,1.8,64.3,58.3,60.3,68.6,55.1,61.8,3,0,5,0,5,7,13,13,27,12,23,33,36,13,50,3,0,3,0,3,3,38,16,59,154,136,294,6,12,14,122,109,230,34,35,65
SSC21811,74,82,156,34,22,58,6,17,26,7,4,6,4,3,9,51,49,99,8,26,32,7.8,6.1,9.1,68.9,59.8,63.5,63.5,52.4,57.7,0,0,0,0,0,0,3,9,14,5,8,14,24,7,29,0,3,3,0,5,5,24,8,35,69,77,143,8,12,27,52,52,110,26,24,46
SSC21812,175,165,336,69,31,105,17,53,72,4,8,14,14,9,22,112,100,212,50,49,106,12.5,9,10.4,64,60.6,63.1,51.4,55.8,56.8,6,4,15,8,8,17,15,18,34,15,22,31,50,17,72,0,0,0,0,4,4,50,22,73,182,162,342,18,11,30,131,112,240,61,59,118
SSC21813,19,17,32,4,4,12,4,4,6,0,0,0,0,0,0,10,13,21,9,8,10,0,0,0,52.6,76.5,65.6,42.1,47.1,56.3,0,0,0,0,0,0,0,4,5,0,6,3,8,3,11,0,0,0,0,0,0,8,8,14,19,22,42,0,0,0,10,16,23,8,8,17
SSC21814,81,73,154,46,30,76,10,19,33,3,7,12,0,3,3,63,58,115,16,16,35,0,5.2,2.6,77.8,79.5,74.7,72.8,76.7,78.6,0,0,4,0,4,9,9,12,21,4,18,23,27,8,33,0,0,0,0,3,3,28,10,31,72,72,142,9,12,16,64,52,115,20,25,43
SSC21815,7880,8147,16027,3551,1998,5550,981,1836,2818,219,222,439,324,274,592,5074,4335,9409,2382,3362,5751,6.4,6.3,6.3,64.4,53.2,58.7,60.3,49.8,55,550,481,1034,122,195,322,1443,1575,3023,694,816,1516,1399,581,1975,33,58,88,101,154,253,1523,795,2319,7738,7917,15656,1102,1101,2204,5479,5672,11148,3001,2993,5996
SSC21816,53,48,94,29,13,43,11,6,18,6,3,13,0,0,0,37,30,71,11,10,22,0,0,0,69.8,62.5,75.5,86.8,45.8,78.7,0,0,0,0,0,0,3,5,6,7,4,7,13,4,17,0,0,0,0,0,0,14,7,18,51,44,95,3,3,8,49,38,80,5,12,17
SSC21817,54,45,98,30,15,46,4,19,25,3,6,10,0,0,0,44,30,77,6,13,17,0,0,0,81.5,66.7,78.6,68.5,88.9,82.7,0,0,0,0,3,0,0,8,8,8,13,17,19,3,21,3,0,3,0,0,0,18,5,29,46,38,80,8,16,23,32,25,53,23,18,40
SSC21818,61,64,121,17,14,33,13,15,33,3,3,9,5,0,5,41,37,76,15,23,32,12.2,0,6.6,67.2,57.8,62.8,54.1,50,62,0,0,0,0,0,0,0,6,5,3,3,10,22,8,33,0,3,3,0,3,3,20,13,37,53,61,116,3,7,13,43,43,90,17,18,30
SSC21819,14,9,20,3,3,10,0,0,0,0,0,3,0,0,0,6,5,11,3,3,12,0,0,0,42.9,55.6,55,21.4,33.3,65,0,0,0,0,0,0,4,3,3,0,3,5,3,0,3,0,0,0,0,0,0,3,0,3,13,12,21,3,0,3,10,7,15,4,3,8
SSC21820,367,382,755,109,58,174,30,81,113,15,18,29,12,9,20,169,164,334,160,173,337,7.1,5.5,6,46,42.9,44.2,42,41.1,41.9,3,9,12,4,7,12,3,28,29,25,35,63,98,44,147,0,4,8,3,12,15,107,59,165,344,350,690,54,70,119,259,269,528,109,131,243
SSC21821,69,57,120,23,14,36,3,11,16,0,0,3,3,0,6,31,19,51,23,26,49,9.7,0,11.8,44.9,33.3,42.5,37.7,43.9,45.8,0,0,0,3,4,3,6,3,5,10,9,11,13,6,24,0,0,4,0,3,3,15,10,29,48,43,88,16,5,21,36,33,70,21,18,39
SSC21822,82,66,153,48,14,63,9,21,32,4,0,7,0,0,3,63,44,109,12,19,36,0,0,2.8,76.8,66.7,71.2,74.4,53,66.7,0,0,0,0,3,3,0,3,7,5,11,10,22,8,32,0,0,0,0,0,0,22,8,33,86,71,156,8,9,12,69,62,127,25,17,35
SSC21823,53,47,102,28,14,43,3,15,17,0,0,0,5,0,4,39,35,73,12,18,25,12.8,0,5.5,73.6,74.5,71.6,58.5,61.7,58.8,0,0,3,0,0,0,5,7,13,0,7,9,12,9,15,0,0,0,3,0,3,14,12,21,56,47,103,11,9,20,42,38,78,15,17,35
SSC21824,28,26,56,16,5,24,3,3,8,0,4,4,0,0,0,20,17,33,5,8,18,0,0,0,71.4,65.4,58.9,67.9,46.2,64.3,0,0,0,0,0,0,6,0,10,3,3,11,9,4,11,0,0,3,0,0,0,14,3,15,29,22,49,3,3,8,27,21,44,3,4,9
SSC21825,7,3,8,3,0,4,0,5,3,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,100,100,100,42.9,166.7,87.5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,5,4,8,0,0,0
SSC21826,21,14,30,9,3,9,4,3,6,0,3,4,0,0,0,10,11,19,9,3,8,0,0,0,47.6,78.6,63.3,61.9,64.3,63.3,0,0,0,0,0,0,0,0,7,0,0,0,8,3,9,0,0,0,0,0,0,8,3,9,26,17,41,0,0,0,21,13,28,5,3,10
SSC21827,27,21,47,21,6,26,0,7,11,0,0,5,0,0,0,22,16,35,3,4,8,0,0,0,81.5,76.2,74.5,77.8,61.9,89.4,0,0,0,0,4,4,0,6,6,4,3,6,4,0,5,0,0,0,0,0,0,4,3,8,31,23,53,0,5,6,28,16,37,3,8,12
SSC21828,77,84,165,38,13,49,5,27,33,3,6,6,3,3,4,44,47,95,28,26,57,6.8,6.4,4.2,57.1,56,57.6,59.7,54.8,53.3,0,0,0,0,0,0,0,7,8,3,8,16,29,11,37,4,3,3,0,0,0,30,10,47,86,80,169,6,8,16,65,62,127,20,25,40
SSC21829,15,14,33,6,3,8,0,0,0,0,0,0,0,0,0,6,4,13,11,3,16,0,0,0,40,28.6,39.4,40,21.4,24.2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,3,4,4,0,0,0,4,8,12,15,13,33,3,0,3,7,3,14,7,6,20
SSC21830,53,63,117,25,13,36,5,28,31,0,0,0,0,0,0,33,43,71,13,19,29,0,0,0,62.3,68.3,60.7,56.6,65.1,57.3,0,0,0,0,3,3,5,4,12,0,0,3,17,3,25,0,0,0,0,0,0,17,4,23,54,61,120,4,11,10,37,39,73,23,31,49
